ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38
15,4626,649,818,3140,2302,595,3188,537,1682,327,2749,608,3228,3228,2770,1075,1340,1440,1186,1075,2055,220,1497,3013,433,2979,874,735,1075,2947,1407,1647,1075,1006,3357,1646,1075,3228,2749
16,1245,2551,2876,3140,2847,3043,89,826,3507,1953,2749,214,1075,3228,1948,1075,1340,1953,2045,1324,1052,220,2847,1059,433,2979,289,3285,3507,2847,1407,1647,1340,3115,1894,1642,891,2962,2749
17,3661,2473,818,3140,214,595,986,826,3517,327,1235,214,1413,3367,2414,1075,1340,1953,2045,1634,2628,220,2847,3261,1399,1075,2962,3285,3507,2947,1407,1647,1075,1892,2613,2599,718,2962,2749
18,6,2473,2787,810,934,1302,2108,2190,507,1760,1721,934,928,2077,1648,2933,934,681,551,507,2732,3442,2690,2057,945,442,196,585,3461,551,1407,3130,3359,841,39,2690,3486,2897,1448
19,3661,2473,16,2037,2967,978,3423,3400,467,1428,2860,934,62,3423,2190,2190,2108,2936,673,673,1656,673,2108,2914,945,3420,852,585,2190,487,1877,673,3359,841,1807,1135,1807,2596,852
20,3400,2473,461,3840,3420,833,467,1661,467,1428,3840,1148,1419,2108,2190,467,2139,2936,2401,673,946,1519,2108,3271,2378,1999,427,1519,2717,49,90,2108,1519,1044,1807,3370,56,2596,852
21,1524,2473,1236,1049,1114,2072,3423,182,90,1116,2441,1114,59,2821,681,3022,558,681,1734,3256,2821,2631,1908,3261,1908,490,900,1561,568,1551,90,1933,186,344,1413,90,186,0,1946
22,3400,2473,1116,642,1114,1841,1027,3400,1013,1116,810,3016,998,1490,1787,351,54,841,135,1523,1401,1699,1621,2057,1055,3422,2134,2258,13,551,90,2779,177,841,998,90,2072,3155,998
23,3400,1994,1116,1959,490,1841,2420,182,1013,1116,810,1946,1841,2420,1787,3022,558,681,135,1114,74,3022,1908,2057,3047,1933,2134,13,3507,1116,90,2134,1738,841,1908,90,186,90,1946
24,3400,3221,1250,1008,3465,1254,3516,1966,2739,1116,3304,956,1061,3119,2805,336,3149,2805,2574,146,598,439,1595,3348,3332,2574,3332,3149,568,1551,211,822,177,2574,2832,1966,718,2022,2805
25,1185,2551,1010,2037,799,1354,1027,2285,1848,1116,2860,1258,1354,2229,2134,2261,2229,1387,3471,652,3308,1258,3460,1860,1055,2856,2856,1604,873,3282,2947,822,125,2254,1896,822,2945,3344,3471
26,899,2009,1010,2350,799,234,930,1379,1090,1116,1453,241,1354,2945,697,5052,652,3149,2839,652,598,5994,1595,410,830,2574,2595,3318,1567,3282,3439,2918,1379,1010,1896,1016,1542,2164,3439
27,6261,2473,79,3291,1114,1254,1176,3045,2633,327,1906,1145,1088,1176,760,2798,875,656,2841,677,874,881,207,3261,856,875,923,1219,781,974,235,437,2339,2223,1176,2740,2276,1186,874
28,3057,6510,79,124,1114,1254,2658,937,1555,2282,79,825,2280,301,760,2483,2831,656,2656,677,633,881,3176,968,3458,437,923,1604,1580,1551,821,254,2339,2121,881,1066,3498,2652,821
29,3400,1994,1177,1959,3504,1000,2690,1833,530,1970,563,2604,3525,1801,2783,2116,2950,1914,3024,174,640,3220,1760,1338,2191,1315,1709,2549,1709,49,1709,2314,1066,1936,2314,1066,56,2950,65
30,1185,2009,2016,2860,1301,978,3423,717,2680,2380,3483,2946,1381,3423,2680,917,682,1387,717,1735,1381,1381,1764,1388,945,1068,196,1219,2565,1230,1388,2460,1388,1775,245,423,2699,1845,1199
31,1245,758,2016,3140,2946,814,3423,2285,814,1816,1235,289,2995,1387,2770,210,611,1387,717,1874,1381,1381,1764,3261,2528,1068,210,1604,210,1230,414,872,2667,3115,1805,1230,718,1845,460
32,1764,1388,1182,2777,799,456,3423,553,360,1260,3483,2946,1230,1820,2320,558,682,1387,717,1735,3003,3,1764,1388,2506,1845,568,1764,2565,1230,1388,3371,3308,1219,245,1230,1778,1845,460
33,1764,649,3044,393,490,1681,409,1668,2715,1116,1478,1443,3525,361,2650,1195,3171,2372,761,3221,2179,2372,3463,527,3145,979,1025,2550,1668,2550,1407,635,177,2582,217,761,1307,1137,1668
34,941,649,1116,635,2226,2072,361,1668,2257,543,1668,2717,2581,3367,2943,351,2550,232,2372,2608,2179,2372,3463,527,361,2649,2550,1096,3507,2550,3418,2511,177,2372,217,3367,2072,2304,1668
35,2920,2473,3302,1008,1443,1841,361,1668,2257,543,1668,1443,2581,1753,3221,2774,3171,232,2804,1153,2179,3171,3026,1443,361,2608,1025,2594,2097,3075,3418,452,177,1491,217,761,2550,3198,1668
36,700,2375,2561,2910,2907,1385,2586,837,678,1433,2571,326,371,2586,224,837,2120,3024,3447,1730,2067,1588,6,3397,1139,1559,2561,1269,1473,547,837,2428,1244,363,2561,3293,1244,3397,3457
37,700,2473,2561,1588,3099,1385,2586,2561,363,2016,2571,2604,1302,3397,1596,3397,2120,2082,2561,1730,640,2158,1172,2016,3244,2158,1709,1082,35,1064,1596,1596,1244,363,1014,2458,109,2561,1596
38,700,1820,6859,2910,2759,1385,2586,837,3008,2016,2571,2604,3447,1252,2553,2313,2411,626,2071,3019,640,2158,3428,3397,2191,1559,2164,959,1433,2586,3428,2586,1244,3115,2561,3317,109,3397,2031
39,1524,2473,4892,2592,1184,1254,1149,49,3401,207,1030,1704,1841,2312,1693,2933,3084,656,1149,1725,362,84,2548,2353,1026,1708,2326,2905,71,185,1407,265,987,1149,1617,3018,2000,2406,77
40,6888,2375,1177,568,3163,978,3423,3400,2995,1063,2169,1063,2510,840,1214,585,373,277,2885,1570,1656,2912,271,218,2095,2636,1801,585,1214,1214,1676,2428,1214,2223,1746,2223,1570,2596,2636
41,700,2473,3184,3291,2679,2975,1212,9,2281,258,1706,1502,258,1801,1214,2324,1164,1265,3291,3416,169,2556,1772,2389,856,11,1801,3271,1214,49,1038,1901,3455,2223,49,49,2139,955,1038
42,3400,3221,1116,819,3345,2511,2511,1668,2511,543,3472,1410,543,361,2236,435,3171,2511,405,2024,2179,418,726,2341,361,2649,2890,1084,2649,405,2684,2511,3014,2582,273,418,1084,2890,726
43,2507,1994,2525,2605,1581,543,2846,2861,2715,543,2715,627,543,10,308,435,3138,435,405,2024,2179,1578,2247,1578,2024,543,2890,1084,2024,2192,2684,1578,543,2024,1627,172,1084,2861,65
44,2584,1642,2525,2605,1443,3262,2733,2826,2715,543,2715,6617,543,10,543,65,3171,1520,2684,2024,2179,1651,726,1651,2024,2649,2890,1084,2024,2649,2684,2684,543,2024,1627,1520,1084,2861,65
45,3400,1642,2561,1959,2759,493,3254,1966,507,191,2910,507,1123,426,224,1787,293,2806,1533,507,953,1889,1621,2057,1630,442,2457,2258,1433,2611,2874,2112,2869,841,1666,1016,3486,1548,2925
46,6,2473,238,1959,3099,3525,389,3400,507,1116,983,3016,2975,1315,1648,1787,1298,773,1016,507,1747,2546,1862,2057,2258,1315,2578,2258,3374,2230,3059,507,1697,841,39,1016,2966,3227,3016
47,3400,2473,235,1959,3099,3525,1027,1833,530,554,983,3016,3525,7022,224,1787,1298,258,2578,174,1802,2546,3016,3326,3207,1315,2578,2258,3374,2593,2578,2732,2645,841,3024,1016,363,3227,3016
48,1245,2551,2876,3140,2387,734,2145,826,1090,1816,2749,2881,839,2046,1948,91,1340,2259,1229,2750,1229,3279,1497,3279,470,91,2259,3285,2997,2551,1682,2314,1984,1010,1346,2599,91,2003,470
49,3400,1608,1398,1959,6510,1981,2145,826,1624,2997,3356,2881,1948,1103,1948,582,1340,3251,388,1324,2902,3279,734,1059,1984,1976,2902,2348,1998,2652,3238,872,2983,1948,2410,2599,2902,149,2319
50,4853,2473,1119,3140,873,1254,1103,1379,828,818,1235,2881,1958,2145,3419,5052,611,1998,1948,1103,3419,3512,734,1059,3187,1142,3419,3285,1998,1998,1142,872,2481,1990,1346,1230,891,3419,2749
51,32,2473,4892,3008,2759,1123,329,2561,3008,2787,2910,168,1302,3254,224,2313,1211,2806,2806,72,953,1588,72,914,329,442,225,1456,1123,2043,2307,605,2531,841,1686,1802,225,1548,1588
52,3400,1608,4146,1608,2759,1123,1308,2540,1608,941,27,2427,2540,1509,2273,5052,444,3378,3324,1225,640,2427,1172,2760,2427,3174,3324,5230,2411,471,2427,1628,2184,1106,1516,3317,1934,2467,1516
53,4853,2375,2561,3434,3194,1302,1549,553,3008,1220,2571,1302,1302,631,2806,3192,2028,2082,3350,752,2552,799,1172,2760,945,442,196,3192,2502,2586,2307,2428,2080,1302,2159,837,2586,3397,2394
54,3661,649,1313,3140,1741,1254,758,826,253,253,2749,1741,2269,1103,253,5052,444,331,1517,1103,633,2333,1716,3311,2788,2529,260,1103,1716,2551,1321,444,2876,1010,496,112,253,253,253
55,1185,2551,1313,2037,3504,2137,758,1379,253,253,2749,1741,3525,2228,253,253,2269,1379,1517,1725,633,1482,2855,3072,3368,1442,394,1103,2600,1442,1321,872,2876,3115,1874,3368,253,253,1105
56,6,2473,242,3546,3504,4149,3072,2853,1383,253,6222,1725,4307,758,253,5052,2222,1379,1517,1442,633,1103,112,3072,2610,1442,394,1103,2997,1442,1321,872,2481,3512,25,2599,253,253,253
57,1524,2473,1250,1975,1934,1254,1876,161,36,311,642,825,998,1490,2002,1195,3084,656,2125,146,640,2519,1096,2057,860,2015,2192,13,642,471,1792,452,2894,841,1617,1484,1934,2182,1443
58,2507,2473,191,2966,1114,595,3418,826,1090,2431,1756,956,1197,3418,2543,351,1275,2575,1925,146,3418,1879,3326,3326,3047,2474,2962,1759,3507,3326,3418,1933,1756,1891,1925,2599,2072,1275,3124
59,6,2551,2431,1495,2387,1841,997,826,1555,2431,939,2818,1275,2402,25,3022,1275,1555,1925,3124,1925,1879,2402,3326,977,747,2962,1862,3374,2387,3238,3090,997,1891,1925,2599,2902,1779,3124
60,1881,1624,3069,1012,825,1981,1509,1185,1555,935,1012,825,1981,316,2576,2360,1251,1555,690,1632,3094,2278,3176,1536,1234,2895,2214,935,1131,2652,2576,935,3343,2214,2088,3268,1834,3247,2749
61,2920,1994,281,1012,825,2406,2228,1185,1555,935,1012,825,591,2228,3314,591,690,1555,690,1632,633,881,3176,2652,2610,2652,1334,690,1131,2652,3083,2744,2121,2652,881,2599,82,2652,2319
62,1185,2375,3069,1012,608,1288,3188,2512,438,2489,1012,825,839,2655,1288,2360,855,82,690,1632,316,881,3176,281,1611,2895,2214,1805,2214,3481,3191,2214,3191,2214,1346,2599,897,316,2749
63,637,2473,235,3417,976,595,7022,3145,90,1116,1166,976,3525,7022,2549,2933,2928,524,1888,563,1751,3002,2621,3298,1264,566,1752,3367,2928,551,1407,1127,566,1196,39,2955,2072,2549,524
64,310,2473,461,1166,3420,595,1214,1617,3459,1116,2318,2614,1841,2077,504,2933,563,2087,3298,563,2077,1264,341,251,1905,566,1511,1994,3374,551,1407,2732,2377,2223,1438,1646,2291,2950,1566
65,700,2473,235,3417,2042,595,1780,3145,1090,327,3298,2042,59,692,1156,2933,3367,2805,2045,563,2077,3002,3090,3298,1905,566,1752,2621,3374,551,1407,756,2377,2963,1438,1646,1075,843,1694
66,700,2473,79,2502,1022,2982,2216,1073,833,324,2910,620,2982,2077,3387,2394,1160,1265,399,2338,2553,2338,2339,2982,856,1270,2982,1653,781,2843,211,1686,3455,168,2314,2599,3339,3287,2394
67,6153,2473,79,3291,1114,2982,1205,9,554,327,2910,620,2982,1549,3387,1787,1160,656,781,1076,2553,2158,656,293,3125,2158,923,3318,781,2281,1635,1686,2386,1936,2314,1646,3339,2036,874
68,4839,2473,79,2679,2679,2982,1205,9,174,139,2910,620,663,2077,1648,1787,1160,1265,1333,1265,2553,437,1497,914,856,2158,923,1983,781,2843,1867,2314,139,1006,2314,2599,3339,3287,2843
69,1524,1358,79,2385,1114,1254,2141,1688,155,207,1403,1114,2747,2312,2548,1158,3084,656,2125,968,362,881,207,848,856,1209,923,13,781,49,155,3084,2141,781,3084,3092,2141,1484,2565
70,3400,2473,79,1479,608,1254,1308,2374,813,1484,3167,825,3069,1509,2937,3424,1160,2001,2705,2952,640,2952,3524,1835,3187,2158,1768,3167,1182,547,1282,3165,2184,1010,1303,859,283,2465,1929
71,3400,1608,2125,2125,3966,2747,2141,1744,4027,1351,642,2125,2747,848,2548,1158,2656,656,3636,636,362,5484,656,1209,856,1209,1209,2222,1057,2141,876,1351,3455,1209,1351,3092,2141,69,2125
72,2920,6510,3069,1012,608,1981,1950,82,1624,935,1012,608,3191,1037,2273,3953,1012,3132,1517,3274,2451,2333,1012,3279,1017,3170,1107,3185,1131,3481,3083,2987,1162,3320,2512,3191,1614,3117,280
73,899,2009,3069,2660,820,1981,476,1185,1624,836,1012,2333,2929,476,2273,897,1243,187,1517,2396,187,1912,734,1912,1611,3170,187,2572,685,3491,1885,1266,2683,5660,734,836,897,3117,597
74,3141,2009,3069,1012,1741,1981,476,1185,1624,836,1012,825,839,476,1948,897,1243,187,1517,2396,187,1832,734,3279,1017,3170,187,1665,685,2471,1885,1266,836,2471,734,836,897,3117,2565
75,6153,2473,461,2597,3392,2975,3423,3400,3213,1260,1561,1502,2975,3423,2,3073,682,681,2904,1110,3073,2944,1561,2914,856,1561,2875,1456,3359,86,90,2428,1978,1561,1807,1610,73,3344,2742
76,5552,2473,2777,2037,3504,3525,1027,553,472,1116,3304,1865,3525,2805,2320,3072,3138,2574,2574,2443,427,2546,1575,1728,945,2574,718,718,472,2060,1877,3470,177,2574,132,1906,718,927,1546
77,3400,1367,1260,1235,2946,749,2718,3145,90,1170,3070,934,3525,3203,3431,975,3195,681,2574,507,2355,2546,2342,1728,1905,1170,2578,2355,3374,420,530,2732,566,2574,1906,2955,3263,3429,2732
78,6,2473,2561,1721,2925,3525,3379,553,507,191,2318,307,998,206,224,1787,3227,841,307,1523,1223,3394,1621,2057,945,1315,2318,2258,3461,551,1280,2112,1630,841,1315,1598,359,3227,998
79,2507,1642,1095,1721,490,3525,3203,553,810,1116,1721,241,998,3155,697,1787,3227,1265,307,652,1401,1450,2690,3326,1055,1680,13,1401,1401,49,1280,2314,2012,2574,39,1605,1084,3227,1669
80,2228,1608,3108,5166,6617,493,206,841,1013,3108,1721,6617,998,206,224,1787,6280,2806,493,507,640,6682,5460,2057,2258,1680,4704,1630,3461,551,2522,2457,3139,841,551,1598,2294,3227,998
81,553,2551,688,3140,3465,937,3516,3179,3122,571,1331,1082,3179,733,599,3244,1160,574,3465,146,3003,2201,14,2841,3244,1331,1709,2880,1182,687,2951,1331,2184,2099,3498,1122,3122,2419,2880
82,2584,1994,3167,2605,3465,937,1176,688,3122,688,3122,825,688,3498,2419,937,736,574,690,146,633,439,316,2841,3187,1464,2214,2868,3433,2419,1282,2744,2099,2099,3498,2599,3498,2419,2880
83,349,2551,688,3140,3465,688,3516,3179,3122,688,1331,690,4107,3498,516,3244,1160,574,3465,146,3003,2239,14,1991,3179,2419,3324,2880,2674,516,1282,516,3179,996,3498,1122,3498,2419,2880
84,3661,2473,2172,419,1028,3346,1978,182,90,1140,810,3451,1841,7022,681,1140,810,681,2904,1523,74,2072,2904,2057,3207,490,2632,1561,3461,2874,90,2779,1738,841,2714,2038,810,0,2736
85,6,2473,461,1710,1028,998,1978,182,90,1140,1235,3451,1841,692,681,982,2736,1738,2904,1523,169,1841,3016,2057,3207,979,2186,1401,1401,2874,90,2779,2869,841,2714,90,1146,0,2736
86,4839,2473,1427,177,1820,2072,3423,3045,810,702,1721,1904,1088,490,2134,3383,1431,681,1959,1431,74,1699,1621,2057,2848,3175,2064,1604,2038,2874,2038,1431,2869,841,2366,2038,2072,0,2736
87,1524,2473,160,1975,799,3373,2677,1245,528,2677,105,1301,3525,3076,3339,2074,3084,61,2574,2990,2768,2825,1704,2016,2427,2574,3317,959,781,2266,580,2460,3455,2358,132,3317,2269,966,875
88,1764,1951,2016,2860,2314,1385,1675,553,2680,571,2571,307,1000,3076,599,5052,966,2082,2578,1911,1223,799,1704,1596,3440,2574,196,959,33,1230,1142,1911,1244,2358,1516,1230,3307,1516,1516
89,3313,2551,235,1235,2907,814,2046,553,2551,327,2749,563,807,2077,35,2933,1160,2087,2071,3019,640,2158,1497,1991,2191,2158,1709,959,33,2191,958,756,1227,2358,1160,2599,1464,1142,2368
90,1456,2473,235,728,799,3156,1027,2565,678,1717,2571,132,8,132,2071,2062,2692,3064,2071,1225,640,2239,3428,2239,8,2692,2452,109,2899,1551,2951,1404,2080,2692,2812,3278,2269,3037,8
91,700,2473,235,728,799,1385,1027,3400,678,1717,2571,2891,371,515,599,225,2120,373,2071,752,515,1588,6,2239,2191,588,225,1736,2899,2100,2951,1404,225,363,3428,3278,225,3397,8
92,700,2473,678,1588,799,1385,2586,837,678,2606,2571,1302,371,515,2553,3397,661,588,2071,3278,515,1588,6,2239,994,588,225,1766,2899,471,1588,1404,1244,363,2812,3278,225,3397,8
93,700,2655,235,1235,2387,595,2783,553,3242,1882,118,1888,2799,985,1709,2444,1160,1265,2026,174,2458,2158,341,118,2191,2158,3217,1983,35,551,1407,2314,139,2458,1516,2599,1516,118,1516
94,3057,1795,1784,1721,3504,3525,733,414,828,2787,1235,1502,2280,986,4861,2444,2675,2082,2071,3150,640,152,2240,3182,1415,2979,2452,190,35,1539,190,2323,858,3134,1303,3317,2406,152,3150
95,1764,2551,1313,449,3504,3525,1472,1185,828,2016,1235,1704,3357,2145,35,2444,1345,143,229,3019,640,152,1720,2016,2056,1032,1032,1185,35,1509,2088,2214,110,1626,1014,1724,2234,152,3043
96,3400,5094,3069,5507,820,1981,476,1107,1624,836,1012,825,839,476,1948,2410,1745,1555,24,2396,3187,3257,734,3279,3187,1531,2396,2348,685,3491,3491,1955,3343,1019,734,836,1614,2471,2093
97,6153,2473,4892,2385,2339,1254,301,49,3401,207,1403,155,2747,2312,1693,318,2656,656,2656,1857,318,881,207,5085,856,437,1209,1456,1749,21,61,2742,2339,918,1030,269,3339,2161,2742
98,3400,6510,3069,1012,608,2093,130,394,1624,836,1012,825,839,476,1948,3320,963,1555,1955,1955,3187,3257,734,963,3187,3170,1334,2348,1131,2652,3083,3029,3343,314,3187,836,1614,2419,2319
99,3366,2473,242,3140,3504,1254,2691,826,3401,818,1235,289,2280,1198,2943,3072,611,1155,2746,2746,698,2528,734,2746,1611,2574,1361,1198,3507,2943,648,822,3233,2302,1894,1198,1138,3419,3233
100,540,2551,2876,3140,3504,1254,2691,826,3401,818,1235,298,1072,1198,3419,3072,611,1155,2746,2528,698,2528,734,3072,3426,2574,1958,1198,3507,2847,1371,472,3233,2302,3507,1230,891,3419,3233
101,1764,649,242,3140,121,1254,66,826,3401,818,939,298,2280,1198,2943,1371,2943,1155,2746,2746,698,2528,698,2746,3426,2197,1361,1198,3507,2943,3507,872,3233,3115,3507,1198,1138,1138,2943
102,3661,2473,1116,635,1829,1681,2570,182,2715,1493,3304,241,1681,3418,3326,3022,1135,898,2399,2753,1751,2072,3326,3326,3332,490,693,3367,3326,2060,90,3470,693,693,693,90,2072,90,1688
103,1524,2473,1484,642,1114,1254,202,1379,244,1116,3304,1114,3525,1027,2805,3022,1135,2805,3143,801,1751,1056,1933,1209,1216,1561,13,1561,1744,2282,90,1933,3455,725,322,90,2072,957,1688
104,3661,3221,543,635,1829,1072,2570,182,1090,3297,3304,241,2072,3418,3326,2381,932,2849,3418,2381,1751,3220,3326,3326,3332,1751,3332,13,3326,2060,90,3328,2072,2575,693,3018,2072,90,524
105,2910,2473,2561,1959,2759,1302,2313,2561,38,2787,2910,2904,1302,3011,224,2313,2291,3011,2904,507,953,2333,2252,914,830,442,2308,1269,3461,551,1142,1686,1244,841,2561,3293,1244,1548,2319
106,598,2473,2561,1959,2759,3288,3004,49,38,554,1721,2904,1302,3011,224,2313,1298,3011,583,1488,450,86,2252,2614,830,2620,2308,1456,1473,49,1867,2428,1980,780,2366,3293,2291,1473,1456
107,1185,784,1834,1012,820,1981,130,2864,1624,935,1012,130,3029,3094,2273,3424,963,143,3324,1384,3094,2439,280,1536,3187,1169,3324,3185,35,3343,3083,3094,3343,1626,2512,3268,3343,2419,280
108,4853,2473,2190,2592,1114,2204,318,801,3213,3391,70,2165,1841,2719,70,318,1135,1965,3057,318,318,2912,1772,70,856,2048,2875,1561,613,70,90,2742,3455,464,49,2742,70,3057,2742
109,700,2473,2190,2592,1452,4274,3004,49,3401,613,1721,3016,1841,2719,681,2948,1452,1965,3057,2990,2048,2912,1772,2948,856,1561,2875,1561,3461,49,90,2112,3425,841,1452,1688,70,3057,2742
110,700,2473,461,681,1452,2510,1201,3045,1400,1140,1721,2194,2280,3423,681,1498,682,681,910,1498,1171,1056,1772,344,1908,1561,2595,1561,1401,2874,90,2944,2339,344,3057,1688,1504,0,2736
111,32,1994,3302,2605,2525,1332,2228,161,2590,3302,694,2981,1332,1637,67,694,1529,2063,34,1960,3358,2207,618,75,1293,45,2192,645,2097,2192,1637,1009,2157,2292,1691,2035,491,75,172
112,32,3221,3302,2605,1168,1332,1753,32,2500,739,2236,3118,2035,409,67,694,1529,3405,34,2236,3358,2207,645,75,3118,45,2192,2284,2097,3405,1414,1009,926,1910,1173,2035,1242,926,172
113,32,75,3302,2605,1168,1332,3358,161,2590,739,694,1168,1332,2981,67,3020,1529,2063,34,1960,309,2207,829,75,694,45,2192,645,1332,1173,1637,1009,2157,3141,1173,67,309,75,172
114,3400,2551,1398,449,2166,98,1320,3485,1555,2558,3021,1505,98,256,3314,2359,98,143,632,1505,2568,3021,1047,131,920,1900,131,861,131,131,2603,903,920,2166,3485,1047,256,1185,632
115,3400,2551,1398,449,3089,98,1320,2927,131,3314,1093,1505,787,256,3314,2359,2185,143,632,1505,2568,3021,1047,131,920,1900,131,861,131,131,2603,2185,920,2634,3485,1047,256,2359,632
116,4853,5644,6859,5507,4137,98,1320,3485,1555,3314,1093,6014,787,256,3314,2359,787,143,632,1505,2568,3021,2359,131,2451,1900,131,861,131,131,2451,1900,920,131,3485,1047,256,2359,632
117,3400,1994,2882,1959,3317,736,2495,49,2698,3296,193,3317,222,2686,224,2444,222,656,222,1265,640,222,2155,1991,2882,2158,3317,1665,1057,764,1867,3371,3455,1991,425,3317,1003,2419,3166
118,3400,1888,16,1959,3222,2510,749,1253,1090,1970,1721,2614,1000,2719,1787,2933,2291,2082,1888,3044,1751,1056,1253,1253,1905,1170,196,3263,1990,420,1253,2732,139,1891,2291,3018,3263,0,1725
119,3400,1994,2210,1655,3222,978,1027,1833,1090,2282,1655,2614,3525,2753,3326,351,3164,2719,2567,3044,1751,1056,1605,3326,856,1170,554,1670,3057,2282,90,605,2719,1554,1512,2599,240,0,1929
120,4853,2473,2561,3291,799,1302,61,384,99,1260,2571,3194,3344,249,2205,3389,2851,61,3471,2338,633,2338,207,211,385,442,2164,3308,1433,2100,2999,2428,2339,879,520,1695,260,2164,1941
121,3661,2473,235,728,2740,371,2945,1379,3038,1260,2860,1404,1354,2945,2959,2545,1477,615,2856,752,2945,3442,1217,1260,1477,442,1260,2856,1433,3282,211,1404,2339,2254,1896,3439,2945,0,2945
122,700,2473,235,728,799,2768,1404,1379,3038,227,2860,1404,2510,1011,2205,3389,1286,1487,531,2338,515,3442,6,2982,2619,2574,1260,3308,662,1698,211,1404,2339,879,1896,1016,3308,2819,3439
123,4853,2473,6474,1959,2614,2611,1974,3045,810,1116,1721,241,3525,2714,224,1787,3304,681,2904,507,2736,154,3055,2057,3207,2874,900,2258,2038,2874,2874,2779,2869,841,1666,1016,3486,2897,2736
124,700,2473,1116,3304,770,1841,2570,182,244,1140,3304,1114,1841,1352,681,3022,1135,681,2853,3256,598,1544,244,1943,244,1561,1610,1661,1080,343,2874,1499,2564,841,1666,1666,88,1100,343
