ids,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23
15,1865,1710,2804,1705,1239,41,1705,1004,473,1474,473,473,473,961,473,2289,2289,1311,1483,2804,3441,824,1474
16,1460,1710,2804,1004,1239,41,1705,1004,41,3527,128,2289,1231,961,473,2289,2289,4280,1483,2289,3441,824,2289
17,2843,1710,824,1705,1239,41,1705,1311,1239,1474,2560,1311,1231,961,310,2289,1474,1311,1311,2804,1318,1311,1474
18,3038,1307,3406,692,3028,680,56,1629,2479,2476,2614,3028,2288,2614,2479,1236,2288,680,680,391,2614,2479,2479
19,539,2790,141,692,3028,2355,2790,2933,2479,2476,2614,2790,354,2614,2614,2790,354,680,354,2614,2614,2479,2614
20,1865,1428,2398,692,3028,419,606,354,11,2476,2614,354,354,2614,2479,354,354,354,83,354,2479,2479,2479
21,2177,1284,3289,3343,3210,1632,316,1886,2895,2214,2332,2895,1288,3372,3210,2332,1234,3275,316,3210,316,3210,2895
22,1669,5333,3289,1881,2295,7019,1014,1613,2286,1906,3069,3150,902,2406,1613,902,2327,1325,3232,902,3150,902,3069
23,331,1707,3289,1881,1327,2723,4029,2723,274,2351,2723,1451,1505,3372,2250,3034,1234,2723,2351,1185,2723,192,3069
24,2843,3025,1093,143,3089,369,787,1890,1890,256,787,2146,3369,3369,787,131,143,2603,3025,256,787,787,787
25,310,3025,1093,143,3089,369,787,1890,1213,256,787,2146,3369,1890,787,2634,143,2603,3025,256,787,787,787
26,2843,3025,465,143,2295,369,787,1890,1890,256,787,3025,3369,2603,787,2634,2634,2603,3025,2603,2603,787,787
27,3038,2446,1393,692,1341,2423,2593,3334,2764,3143,3178,3283,1561,1504,2074,3143,1341,3143,1498,1477,1498,1610,3526
28,3038,2550,2653,1554,2765,1016,3155,3431,393,1466,2301,1306,3155,1504,1477,2437,3155,3460,1126,1126,3055,2403,3155
29,2843,1710,87,692,1782,1502,56,23,11,1289,2190,909,1289,1289,1380,3143,1940,3143,1940,2401,3143,674,1380
30,3172,1867,1730,1554,807,2230,1044,1160,1264,2386,1164,1164,359,795,1164,2783,398,1164,398,3099,707,398,795
31,3172,1448,1842,692,1264,680,3099,2950,2341,2476,3099,908,2783,680,2783,720,398,3099,1914,1914,3031,3099,908
32,3038,1448,2783,720,1264,398,2783,2933,2011,2476,144,2619,2783,1760,2783,2783,398,3099,2011,1914,1878,3099,3099
33,656,5550,4133,4556,6010,5034,1579,1788,1788,5085,1299,1432,5231,2792,4492,6143,4852,1432,5015,5034,4536,22,6143
34,1460,2592,1522,692,1522,1135,2939,1875,696,3376,3391,3153,776,613,3376,613,1135,1135,2592,1923,613,2592,3376
35,656,5685,3941,1923,4072,2724,2724,318,696,5085,1965,817,696,696,1749,636,1749,696,1965,696,636,4536,817
36,3172,700,1730,1554,539,583,1044,700,1739,1739,399,578,1739,1739,700,1205,1739,340,1739,2324,340,578,340
37,4694,1867,2313,1686,2313,605,2108,1788,1022,1466,1302,2258,1686,1994,2518,841,2313,1444,3490,1697,1000,1802,1257
38,3374,1867,465,2309,2952,1371,2846,2309,1372,1952,1975,1894,1725,2252,1608,1215,2462,1215,3293,1225,2356,2457,1955
39,2963,5550,2229,692,580,1676,3526,3199,1035,2995,395,1035,2995,2095,2995,3282,406,2944,1498,3282,3282,2995,2995
40,3038,5550,3472,692,649,2995,3423,2596,11,1199,395,1035,1035,406,1374,5554,406,1035,1498,3282,1498,1035,5554
41,360,5333,2229,3487,3108,2995,3423,2933,2306,1199,144,2914,2914,1776,2596,1199,1214,2596,3423,1615,1199,1602,1902
42,2963,432,208,3043,807,3108,2116,2950,2116,1906,144,908,2783,1717,1265,2011,2011,222,2011,1261,1263,1878,475
43,2963,2950,1199,1423,807,2745,1717,1775,2011,2011,144,2011,3440,1717,2011,2745,2745,1717,2011,1728,2745,475,1263
44,2963,2550,3041,1725,3472,3108,2783,2933,665,1906,144,1914,2783,1760,2783,2783,1914,1164,2011,2933,2271,1760,9
45,1669,3463,2372,2932,754,323,336,1751,2932,1116,2511,3028,1751,3326,3326,2077,1116,606,1116,3326,693,1629,1629
46,1669,2550,1400,692,3304,2039,606,898,3418,2731,2731,2731,2731,3133,1943,2441,1943,1681,2731,2731,2731,606,3052
47,3038,2550,2653,692,3304,2714,3175,3304,393,2731,1400,3336,2731,1943,3164,3283,1943,2821,59,1501,2821,606,2821
48,2843,124,1462,1554,2536,1995,2924,352,124,352,124,352,2041,352,352,2924,2041,2041,352,1995,1995,352,1995
49,1443,320,1683,1554,2536,3407,2924,352,124,574,2434,954,638,3407,2536,2536,2109,124,3407,3407,1995,3407,3407
50,3038,2966,3406,1554,2536,1995,2924,352,124,3407,2109,2536,2536,352,2536,2536,2109,2536,2536,1995,1995,63,1995
51,2843,1642,3516,3198,2536,1153,2924,352,2843,2843,124,2514,2244,352,1018,2924,352,124,1018,3407,3119,2514,3407
52,2843,1642,3382,3198,2843,1153,2924,2843,2843,2843,2109,2514,2805,352,2074,2924,3198,296,3249,598,2805,3198,3119
53,2843,3025,2372,3468,3089,2772,2924,3221,1435,1819,2109,2514,1307,3407,1307,2924,2109,3518,1435,3407,2201,1478,3407
54,2984,2944,2686,471,2164,1560,2164,2867,80,1906,2427,2427,471,2358,2358,1587,2202,2358,1238,213,2358,2358,2358
55,2057,1486,5590,4688,3929,3966,6402,72,4146,3394,1802,6402,1975,2988,778,4704,2318,1630,6402,2375,3425,2816,370
56,2984,5333,1590,1989,570,1128,4029,3435,1639,132,2501,132,132,3340,2074,132,1027,3046,779,213,779,3340,3340
57,2843,2446,3472,692,1633,2879,3359,518,3359,2879,1973,169,1973,1502,3164,1502,3045,1973,1973,3045,1973,3045,1973
58,2908,1486,2252,1287,1408,148,966,1737,1430,1490,1975,1166,1975,1737,1737,1737,1490,1737,3490,1617,1490,1278,1490
59,2707,3271,2679,169,286,2530,1044,978,2011,1906,2501,169,955,2324,2783,1130,2011,2324,2011,2783,1878,3114,955
60,2468,2592,194,1686,4801,583,3192,3073,1022,1389,1570,2592,2502,2108,2563,94,2840,2840,945,2840,2840,134,2840
61,50,1867,194,1686,1633,2530,3192,1999,2315,1389,2428,3006,1267,2428,778,2840,2840,2840,945,2840,2135,2542,1044
62,4694,3073,464,1701,578,583,56,1999,1463,113,1739,2152,2644,2108,2118,2152,2190,467,1519,1374,3376,1374,3376
63,2288,1072,1402,1554,3297,2882,2593,1364,650,2546,1382,908,359,3406,3164,1584,2401,1364,3222,2853,2260,1584,1535
64,539,1448,2252,1554,1264,1854,2034,2933,1338,2621,2434,3464,665,2955,3164,3321,976,2934,1852,1852,3031,2934,1117
65,2963,1448,1584,2932,3031,680,3442,532,3044,2476,908,908,908,680,83,2732,2136,3263,3442,2732,3031,2790,2042
66,2288,2543,2252,1554,965,3097,3154,965,1861,543,1792,1861,965,1520,1838,543,543,1520,603,543,543,543,965
67,1242,3025,465,1763,161,2178,2846,2846,1847,884,17,1861,1443,3068,3300,2178,1391,1547,603,353,3300,884,2598
68,1753,7053,465,3148,1740,2178,885,17,400,2215,17,3068,17,3068,1800,556,2292,2292,1455,17,2292,3068,2167
69,1242,2243,964,1763,1774,1774,2846,3226,1048,884,1250,1792,1242,1242,1547,1797,1048,1547,603,2810,3000,627,1740
70,3374,311,1590,1008,1232,2063,1804,2192,634,356,694,2236,2236,2192,172,1098,694,2913,172,2810,2913,1804,309
71,1753,3154,465,3154,3472,2178,1804,965,2733,1520,3154,2400,603,1520,172,217,603,1520,603,2810,603,603,1520
72,3038,1486,3101,1554,2765,3431,1268,1476,1338,1476,2352,1862,1942,1268,1790,2352,2352,2352,1229,2352,1790,2352,2352
73,2419,1867,1815,820,1264,1181,1130,1369,2419,3512,1834,2979,1942,1130,738,1130,1331,2979,3228,3200,608,2979,1181
74,2177,1486,692,692,798,1181,3238,1770,1357,1925,3238,3238,1779,2962,3238,220,2659,2402,1894,2599,1953,1770,1357
75,3038,2837,3472,1554,1862,1181,2681,1303,1540,275,3255,25,291,2163,2163,1303,2615,2163,1540,25,25,2163,1181
76,2177,1728,2621,692,1891,1181,1891,2928,1891,1925,291,25,291,2955,2163,1790,2615,1253,1790,25,2583,2583,1253
77,1775,1486,2252,2309,82,2652,3247,2493,82,919,82,977,977,2163,2163,2583,82,977,82,2163,2583,2163,82
78,2963,2550,2881,3043,750,1371,734,1770,3104,1984,827,3238,1685,255,2290,3248,2659,1990,2557,255,300,1996,2290
79,2963,432,432,3043,1948,1990,2997,2997,3104,1984,827,1208,1685,1990,2997,496,1984,1990,582,496,496,1948,1948
80,331,1867,1172,3043,1948,1911,734,2997,1816,91,496,2997,1685,1976,2997,496,1984,582,582,496,496,496,582
81,310,1710,2289,419,2111,2588,2893,3073,2069,2893,2893,3425,2893,3425,3425,2289,1899,3425,1519,988,3425,421,421
82,2419,2950,2307,4733,3108,4814,2120,1369,2241,3108,2816,2120,2120,2028,2120,2120,2120,2120,2120,2120,2120,2120,2120
83,3172,5105,2307,3184,807,605,2120,1369,2241,2956,2816,2120,1267,2028,1157,1570,1267,2120,1157,2120,2120,2120,1267
84,1753,3025,465,3154,2131,2131,1804,865,1847,884,129,1861,3412,1986,1963,176,2397,1963,1963,1986,1986,865,659
85,1242,1850,465,3000,1740,2178,1455,865,400,884,17,1120,156,156,1740,156,1740,3154,1986,2810,1986,865,659
86,1242,1850,465,3154,1194,2178,1804,3226,1847,884,3412,1861,3412,3068,1963,1098,2397,1963,1963,2810,2913,1804,2157
87,1753,1707,465,1763,1194,2178,1804,3226,1928,1168,2981,1173,3412,3766,67,34,694,67,2590,1173,2913,1804,309
88,656,1707,964,1763,161,2178,1804,3226,400,2243,1343,1173,17,3766,1015,2167,694,2292,603,1173,1895,1804,2167
89,331,1611,465,1185,1707,44,67,3226,309,3141,2981,1173,75,491,67,34,379,67,2981,1173,1173,1804,2167
90,2843,2279,465,2416,948,3161,3154,3154,1847,1391,3154,1861,320,3068,2397,156,1391,3154,3154,3154,1861,627,320
91,2843,1850,465,3154,1740,2178,1804,965,17,884,17,1120,3412,3068,865,156,2397,884,1986,1411,3154,3075,2215
92,1242,1850,964,1763,1232,3000,1804,3226,1928,561,1928,3239,1814,3168,1547,2524,1391,1928,2598,1411,1590,2524,2598
93,2908,696,4272,6579,696,6103,3987,3478,696,3832,2908,2908,628,590,2742,628,2908,6909,12,2908,2908,590,2908
94,3817,5869,6314,1923,6166,4648,4046,610,4233,4114,4617,6373,330,590,4811,3552,330,5201,5201,4548,1532,5201,610
95,1865,1710,2804,1272,1239,41,1705,1311,1239,1311,988,1883,1039,41,310,1460,1474,1311,41,2289,3338,2588,2588
96,1460,3519,2289,41,128,128,1460,2277,2588,628,128,1883,628,961,2771,1460,1474,128,2277,1705,2277,2277,775
97,2468,3519,2858,41,128,41,5386,2277,3527,6555,128,1883,628,12,628,1460,2289,1039,2277,2289,2277,2277,2908
98,2908,2592,2289,2468,2277,2277,1460,775,41,2908,128,1883,628,41,775,1460,1474,2277,2277,2289,97,2277,775
99,656,3009,3382,2385,1358,2385,2335,3291,2339,385,2339,2335,2148,2338,2339,2261,3309,724,2336,786,2261,1747,3503
100,5998,6588,5585,1939,392,2697,258,3284,1508,243,2301,1849,2937,2282,2301,2301,2301,2698,2301,2672,501,2301,1497
101,656,3061,1358,2385,1358,2385,301,1744,301,644,2339,1949,3753,2335,656,923,3309,1949,923,923,3309,923,923
102,1460,1025,244,2916,173,1617,2164,2867,2015,1975,1302,1410,779,2542,213,363,2202,2729,389,213,779,389,3438
103,3038,371,1730,1554,807,3379,363,363,363,363,363,389,363,363,1164,363,363,363,1766,213,1766,3397,363
104,1815,1867,2307,1686,1633,1302,1473,2542,1389,2982,1302,2910,786,1535,3490,1781,3490,1302,3490,1302,2918,1389,1302
105,331,1611,784,331,1707,3236,2248,234,2728,2728,3069,1451,1716,3372,1251,1451,3042,929,2371,1816,1716,3236,331
106,216,417,465,2332,3210,1632,316,316,2895,2056,3069,2895,2214,3274,3210,3188,2895,2214,2895,1136,316,2895,2895
107,1753,417,465,1881,198,1632,2572,2773,2895,2056,3069,2713,3473,2655,1373,2056,2240,3275,2351,3275,3275,192,1373
108,1753,1707,465,1763,1740,1774,1804,3226,1098,884,2157,1173,3412,2500,1804,1098,2157,2167,2167,1173,1173,1804,2167
109,656,1707,964,2598,1740,3000,2361,3226,1847,884,1343,1120,2224,1813,1547,156,2397,3154,603,2810,3000,156,1740
110,1753,1850,465,1763,3501,44,1804,3226,1928,561,2157,1173,3412,1067,1637,2157,2157,2167,1455,1173,1173,46,2167
111,1865,1710,957,692,455,2060,2060,486,1381,1401,2550,3313,2060,455,957,1401,486,1401,1498,1401,1401,2854,1401
112,2714,2550,1657,2416,2024,2060,2060,486,393,1401,1495,2258,90,810,1401,2134,2134,810,1495,490,2731,3016,1401
113,656,2550,3472,692,1341,2060,3175,486,81,1401,2731,2258,90,810,2437,2134,2134,90,810,90,90,810,1401
114,539,1710,2653,1554,2549,680,1304,2621,2341,2621,1680,3464,1751,680,39,524,1646,2156,665,2732,2854,241,1865
115,1865,1710,1507,419,3304,77,2636,1999,2636,2424,43,578,1326,1326,11,3152,2190,569,1931,1304,487,2479,1326
116,1222,2933,1073,692,2549,427,1304,2933,2928,737,2933,737,665,1117,90,737,166,2854,1887,1304,1865,2854,1401
117,3038,64,1345,1269,1064,1387,3508,1506,1506,1643,3508,453,453,2422,1145,2422,249,1643,453,1643,1643,3508,1643
118,360,3434,2506,2796,570,1560,2164,1276,1011,1387,423,1690,1388,384,1145,2354,249,2354,1690,1594,1941,2354,2354
119,3038,3467,465,1331,3516,2745,3508,3516,3516,1387,1387,1063,1099,2132,3164,1469,1161,1469,2132,2210,1469,2210,2132
120,2984,417,4779,3043,313,3162,1508,224,2015,243,1778,1849,201,1941,1508,3466,3072,2301,2127,1477,1941,2301,923
121,1286,2446,3041,1903,807,1556,1579,2596,1855,2031,144,1252,3487,2028,2596,505,2596,1238,1238,1252,2596,2596,1252
122,3390,64,1730,1554,807,933,3508,224,3350,1535,1302,2518,224,1535,2518,3466,6,1433,1477,1535,1535,3211,1535
123,3374,601,2313,1686,1129,1507,2636,422,422,387,1129,3425,2412,3425,3425,601,2563,3425,945,3425,3425,3425,3425
124,3038,1486,2155,692,1264,2039,1399,1645,393,2134,393,1940,2731,2038,3139,2134,2219,3460,3460,1738,2038,3460,2731
125,3374,2034,2108,1686,2108,3425,2636,422,2636,3425,1129,3425,3425,3425,3425,1129,1129,3425,1129,1129,3425,1129,1129
126,1660,1710,141,419,852,2756,2597,2480,100,2249,2756,2249,2480,1899,1154,2152,1661,2480,1666,2480,1154,1661,1666
127,3038,1075,2372,2932,2765,1197,2474,1722,1759,1116,1759,843,2805,2022,3164,2022,1116,420,420,3002,2805,3334,420
128,2843,1953,394,692,1399,1502,2453,2933,3418,2775,1759,2196,59,2955,3164,59,1943,420,420,3002,59,469,420
129,2177,1843,2957,692,649,637,1803,814,648,1764,3228,220,220,1326,2947,2947,2947,3228,3228,877,3228,3228,2947
130,2177,855,1976,3396,3188,2628,2681,1913,2286,1906,3188,1894,2092,795,2749,2749,2628,2092,3115,2968,3233,334,2092
131,2177,1448,2957,692,649,3017,2034,2223,3072,1018,637,1080,3381,2621,2653,1091,121,2700,1091,3381,3233,3381,2947
132,2984,2665,1402,3465,3465,44,1804,3226,3193,2236,488,2236,488,2500,3141,2664,694,2664,3141,2236,2664,2236,2236
133,1753,2279,1008,2416,965,2178,1804,2052,1847,1008,2035,2052,1678,2052,548,217,1678,1520,603,1678,1678,2035,2213
134,1753,2279,1590,3154,965,714,1804,217,1847,603,2178,2400,709,2086,172,603,603,2346,603,603,603,603,694
135,5998,2550,2806,4688,761,2039,2014,1940,1430,841,2301,1940,2925,1908,1604,1940,1940,1621,1940,841,1604,241,841
136,656,1867,2783,692,1645,1005,3261,2933,1908,1005,2962,1940,220,1908,116,3036,1940,1466,1466,3109,3109,1940,1647
137,3374,2550,2806,2057,1645,2039,2988,72,1430,998,2321,841,1630,1994,841,841,241,241,1994,841,841,241,841
138,2963,1867,3510,3043,678,637,830,608,2103,2781,685,608,608,2655,608,608,3072,685,608,608,3233,1409,608
139,3038,1867,1559,3043,3293,1103,2937,685,2103,3512,685,3285,872,872,828,685,3072,685,847,685,1874,828,3251
140,2177,1867,3019,2332,678,2451,3132,2337,3132,2629,2572,2629,3132,1941,2629,2572,2629,1950,2572,3259,1941,2354,2572
141,539,1486,1400,692,1395,1657,1657,2287,2479,2695,1395,2196,451,1395,1395,1395,1395,1657,2741,1395,2260,1395,819
142,1380,5869,3472,692,1645,1657,606,285,705,606,573,2196,1279,2110,3220,3087,2717,486,367,2717,1833,367,2717
143,539,2543,3406,1554,2673,141,56,1638,7022,1833,2190,351,1833,2249,3164,606,1833,164,578,1833,1833,670,7022
144,1460,1710,2289,3121,1239,41,3121,1311,2588,2388,2172,769,451,41,2734,1460,775,2408,41,2289,97,775,775
145,2843,1710,2804,3121,1239,41,3121,1585,1239,346,77,1883,451,2758,310,77,77,2758,2758,1585,310,1840,2388
146,1460,1710,2289,692,1239,128,1460,1311,1788,2388,77,1883,2388,41,722,1460,346,1483,1483,1004,1272,2388,2388
147,3038,1501,469,692,2474,1676,2474,2474,1413,1676,1361,1413,1413,1660,1676,1361,125,1361,1413,1413,1413,1660,1660
148,2963,3463,2398,692,754,1676,1361,2474,1413,1933,1361,1413,1361,1933,16,1361,1361,1361,3080,900,1138,74,973
149,2963,3044,2398,692,3352,1676,1399,2474,1413,1676,3022,1413,2631,1676,1676,1676,125,900,100,186,1275,186,3256
150,3172,1486,1730,692,487,3036,2075,2950,3487,1199,1761,387,3457,2596,1238,3457,2596,1238,1238,3457,2266,2596,2266
151,3172,1867,1730,1686,2737,2345,2075,2950,442,1199,2819,1940,2819,2959,2819,512,874,1220,1238,1220,3182,2596,874
152,1775,2950,1730,692,1633,1599,1063,1652,751,1199,510,1063,3172,1199,2819,1199,2596,2959,2959,1603,1199,1199,1326
153,2963,1953,121,692,649,743,1681,754,1681,1764,1681,755,743,1681,743,1757,1681,1681,1681,151,1681,1681,1681
154,2963,1953,121,692,649,743,1681,2474,1681,1681,1681,755,930,1681,743,930,1681,1681,429,490,1681,1681,1681
155,2963,819,121,692,1341,2995,1681,2474,1681,1681,1681,3283,1681,1681,1681,2570,1681,1681,1681,490,1681,1681,1681
156,656,2550,2881,692,1891,2060,826,300,300,2746,3522,1058,3507,3124,2188,255,1058,300,891,300,826,2188,255
157,2963,1486,2881,3468,1327,1874,305,3368,3100,2728,3522,305,2754,891,1874,891,686,1349,239,289,298,2685,1422
158,2963,432,432,2932,3522,1874,3526,1613,3100,1874,1874,1874,1685,891,1874,891,1874,1874,1874,289,1874,298,485
159,1460,1486,1507,692,3390,1181,858,881,881,708,1555,269,2583,881,112,1555,552,858,858,552,2583,858,881
160,3374,2550,1507,692,1452,41,3175,147,3315,708,1834,2235,943,2583,609,2583,552,858,2730,609,1218,2121,1181
161,539,1710,121,692,3297,1854,2123,3368,708,708,552,1146,2583,708,708,552,552,3401,2700,552,2583,552,2121
162,2963,735,121,1725,1918,2628,1725,1613,1357,1052,239,3464,1685,3464,2483,239,3464,3368,239,3368,3368,2483,1613
163,1460,1564,3289,1331,2952,1181,228,1619,1227,1984,3255,1894,1942,1540,1540,2464,557,557,1540,1486,2155,275,209
164,1669,432,2429,1552,575,1911,305,3104,1370,305,827,1894,1685,485,2483,2600,2659,305,239,859,305,305,1357
165,1350,694,1402,2421,2421,44,2846,2052,2262,660,2247,660,2247,2500,2086,1273,660,2213,603,1678,2086,3347,2213
166,1753,5550,6768,41,584,4268,2846,3221,2547,2547,584,5003,2547,2547,714,2547,2547,1547,603,2547,3000,2547,1048
167,1753,694,2346,1763,3903,3724,6834,3724,2547,2547,5933,5003,2547,2547,3724,2547,1048,3724,603,3724,3724,2547,1048
168,1443,1867,465,6579,6158,2652,3247,2493,2214,1984,914,789,2214,608,738,608,284,2214,2214,153,836,836,1464
169,3038,1867,2586,2332,6158,2652,633,2493,2214,762,2332,1894,2214,762,2652,2652,2433,2214,1540,89,608,2163,2214
170,1460,1486,2252,692,286,2281,2164,518,19,2281,2281,3415,2281,2281,1622,2677,2677,3056,2677,3416,2281,2281,2281
171,2309,855,2705,338,1346,1277,1277,2493,1107,1984,1955,338,338,1976,338,338,1984,338,338,1107,1107,1107,338
172,3216,432,3127,331,1107,1632,734,3491,1107,2396,1368,1208,1632,3408,1624,1624,1107,1624,1107,1107,1107,1107,1948
173,331,432,3127,331,899,1632,2471,1624,1107,1624,1368,897,1540,2576,1624,1624,1107,1624,1107,1624,1107,1107,1624
174,2963,432,2439,3343,1107,2305,1754,3491,2103,3512,1368,2784,3408,3408,2481,1368,1368,3491,3082,1368,715,3082,2481
175,2963,432,3289,3043,654,1632,597,2929,2829,2396,1368,2784,476,2929,2829,1368,3257,2929,2929,1368,3408,3491,2489
176,2963,432,3289,1185,1948,1632,305,654,1017,1368,1368,1208,2829,3408,2829,1368,1368,1368,2929,1368,3144,1368,1426
177,1460,1108,2679,1701,1556,2530,1579,3073,2636,2563,3184,3425,2563,3425,2563,1115,2563,3425,22,3425,3425,1129,3425
178,3054,1710,1927,419,422,52,2108,1999,422,1930,3184,1930,1930,3425,3425,422,1930,422,1129,1129,3425,421,1129
179,3038,2446,2283,692,6010,3313,1579,1788,1788,2378,3184,3468,62,2758,205,205,62,2180,205,62,62,737,3484
180,3038,3025,3472,3468,3089,3518,1525,3221,2224,1018,3089,2224,2224,1651,2224,3518,2906,3518,3075,37,2224,2550,2906
181,1242,1486,1590,1554,1708,3518,1025,1788,1318,998,2172,3468,451,2758,310,1460,1474,1311,2758,1004,1318,2330,1474
182,3038,3025,1093,3160,2226,3518,1525,3221,2224,2906,185,2226,2224,2758,310,3518,1585,3518,2224,1004,310,185,310
183,2057,1560,1590,6579,70,318,5896,318,696,968,318,70,968,1693,1693,1693,1693,2747,1693,1693,240,1693,1693
184,2908,311,1590,6579,1693,3391,2846,1693,400,1792,185,1792,2244,1644,1547,400,1792,1792,1822,1025,161,965,1149
185,1380,1523,2252,6579,1693,1693,2846,1693,1792,1792,1792,1792,1792,1861,1547,1792,1792,1792,1792,1861,1792,965,1822
186,1865,3025,1093,143,3089,866,858,147,1383,3351,1472,2146,3369,3369,290,1924,143,861,3369,256,143,787,1492
187,1664,3025,465,1705,3089,832,2098,2603,2295,3351,401,2311,1924,961,1480,1924,987,832,550,256,1798,1705,1924
188,2843,3025,465,143,2295,7019,1525,1585,2295,1524,3089,84,1924,1524,84,1924,143,2603,1924,2603,143,3089,1924
189,1669,3467,1590,1008,2584,1128,2248,1174,1639,2202,2729,499,779,779,779,1587,2202,1442,779,2202,779,2403,2202
190,295,1728,1402,2275,3472,1518,3440,978,2210,429,2210,1035,978,3222,3222,2443,3149,3400,3222,429,3400,2403,2403
191,3038,779,3382,2162,560,1387,2164,2740,907,1387,1664,907,560,1695,2074,3163,2202,3438,1766,2403,2202,2403,2202
192,2908,1486,2806,462,173,1430,6708,72,2141,1984,1955,2784,2113,1990,4149,6440,2141,2141,1735,6440,3230,1634,2141
193,2963,1953,121,692,1224,41,2098,1224,555,1361,2098,1058,1058,818,818,1361,1361,1361,1361,1361,216,1361,3507
194,2963,1953,121,692,2311,1874,826,1058,1874,818,1058,76,1058,818,76,1361,76,685,216,818,1058,818,76
195,1753,1867,72,1280,2952,2625,2182,72,1123,2925,2301,3394,3394,2988,3394,3395,95,1630,2925,493,1079,1802,1802
196,3374,1867,3101,2925,313,3460,2467,2270,1430,1984,2301,1940,1598,1598,116,2068,116,1229,1867,1598,2319,2463,1867
197,3374,1867,1137,1066,2863,2920,1066,2953,2953,2953,2406,2869,3753,1028,2953,1340,2953,2953,2869,2953,1622,2953,1028
198,1242,1564,3289,1254,2268,7019,3508,3037,411,109,2406,2870,2030,3250,411,109,1057,411,109,1211,1211,2870,362
199,2843,64,3289,301,6158,2687,3508,160,265,2870,2339,797,2244,797,3278,797,1110,1684,985,797,1684,1684,985
200,3038,64,2686,2385,6158,3165,633,2205,2870,385,2338,2870,2870,2338,3278,3032,3165,213,570,213,3165,2870,2686
201,3038,64,2586,1554,807,280,280,1464,2419,1464,820,2526,1464,678,1464,280,280,1464,1837,280,1464,1464,1464
202,3038,64,3019,820,678,280,2164,1160,2419,2056,820,2738,1337,820,1464,280,678,2738,2738,1384,1384,1241,1464
203,370,2671,2871,3233,2311,637,2526,3233,1440,2056,2692,2965,2979,678,1464,2067,3038,1241,2067,2067,1440,678,1440
204,2963,1728,3382,3100,3244,1560,108,1775,3100,2056,1182,2202,1182,686,1182,1182,1182,1010,3183,2768,1182,337,1182
205,360,432,2202,3043,649,2699,1784,1726,3003,385,423,3488,360,2696,778,1726,1560,3003,3183,3003,3488,1560,360
206,2963,432,432,740,649,1874,305,686,3100,1571,1370,1571,1685,1990,575,3100,95,2496,1370,859,575,1990,1990
207,656,1707,1590,2889,2295,866,3021,443,3372,632,1500,1086,943,3495,332,891,3523,3134,550,906,3134,332,1086
208,2963,432,3289,1185,3089,5371,920,3150,3150,2056,2558,3150,1712,401,3150,790,3072,1900,1900,1900,3150,152,3150
209,216,432,2558,1185,1805,2723,1805,3150,3150,2056,3069,3150,3150,1200,3150,1805,1900,2872,1900,1900,790,654,790
