ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53
31,245,423,136,347,290,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
32,245,10,325,28,31,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
33,321,195,168,758,78,588,793,489,489,489,503,503,503,669,517,517,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,647,489,489,489,489,550,489,503,489,489,489,489,503,489,489
34,321,770,671,100,134,177,321,321,321,321,36,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
35,178,780,551,447,51,671,671,177,36,36,36,36,36,36,36,36,36,36,321,36,36,36,36,36,36,36,36,36,36,36,36,36,36,647,36,194,36,194,321,194,194,321,194,194,36,194,194,36,647,194,36,194,36,194
36,270,303,111,237,40,184,6,270,35,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
37,549,314,245,14,0,238,341,270,121,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
38,227,403,114,403,84,195,232,45,314,330,330,330,595,45,338,45,45,45,45,308,738,308,45,308,308,186,45,45,55,45,270,197,105,308,197,308,197,186,270,284,197,270,197,270,197,308,270,323,197,270,186,270,308,14
39,166,600,464,245,111,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
40,166,68,262,334,93,367,78,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
41,7,354,419,405,98,121,166,659,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
42,28,318,95,120,169,28,404,295,267,268,268,28,268,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
43,776,389,224,31,360,31,54,28,28,31,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
44,66,413,50,268,32,32,279,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,348,698,792,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,254,372,310,306,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
47,130,528,295,214,347,297,347,351,396,396,22,22,102,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,121
48,118,60,391,66,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
49,50,306,309,22,161,103,207,207,207,161,161,207,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,207,161,161,161,161,161,103,161,161,161,161,161
50,161,580,303,80,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
51,34,256,263,225,280,329,329,329,329,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
52,159,265,534,102,366,207,386,378,327,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
53,408,522,804,319,378,244,3,280,280,310,280,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
54,16,672,778,377,247,314,516,338,595,595,595,394,595,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
55,16,381,285,45,351,114,469,595,678,678,678,735,678,678,114,114,114,114,114,114,114,16,114,16,16,114,16,114,114,114,114,16,16,16,16,114,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,734,16
56,238,216,768,739,183,46,516,16,160,233,402,233,233,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
57,261,385,295,147,347,224,78,78,309,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
58,367,169,66,394,163,31,382,382,140,36,140,45,394,353,353,353,134,353,353,316,316,316,165,316,165,316,165,316,248,165,165,248,248,353,367,165,367,165,367,145,248,340,316,248,316,165,316,145,165,145,145,316,165,165
59,654,91,269,65,308,121,274,274,327,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
60,95,321,41,594,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
61,95,756,207,121,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
62,400,668,400,351,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
63,174,604,4,170,65,385,102,224,385,224,84,174,157,174,174,174,58,174,58,174,58,58,174,58,174,58,58,58,58,208,174,174,58,174,174,174,174,58,58,58,58,58,58,174,174,58,58,58,58,58,174,58,58,58
64,28,547,319,111,208,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
65,174,256,152,149,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,80,84,255,240,102,385,136,400,162,162,66,196,385,66,66,66,66,66,66,66,66,66,66,335,66,66,66,66,66,66,66,66,66,66,66,66,66,44,66,66,66,66,66,66,66,66,66,66,66,66,66,335,335,66
67,219,43,792,393,183,107,393,181,181,13,181,66,66,66,66,66,66,393,66,66,66,99,66,66,66,66,66,66,196,66,160,66,66,66,66,99,66,66,99,66,66,66,66,66,66,66,99,66,66,99,66,66,66,66
68,152,89,721,403,317,107,66,376,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
69,261,463,100,114,66,393,196,13,13,222,222,690,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
70,222,195,183,181,13,222,181,181,259,259,181,259,66,66,66,66,376,66,222,222,222,222,222,222,222,222,222,222,222,222,222,222,259,222,222,222,222,222,259,222,259,222,259,222,222,222,222,222,222,222,222,222,222,222
71,222,192,347,168,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
72,171,718,22,379,377,14,365,145,392,174,106,106,343,277,192,435,343,192,27,27,27,27,27,27,27,27,27,27,27,28,192,27,136,136,27,136,192,136,136,27,136,136,27,27,27,27,27,27,27,27,27,27,136,27
73,331,705,653,7,289,292,374,31,73,106,106,97,106,97,106,55,106,106,106,27,106,106,27,106,106,106,106,106,106,106,106,106,73,106,27,27,106,106,106,27,106,106,27,106,106,27,27,106,27,27,27,27,106,363
74,261,27,340,367,104,358,357,171,226,135,300,93,121,135,124,135,135,135,135,76,76,204,204,9,76,76,76,76,76,76,76,76,76,76,76,76,135,27,135,76,76,135,135,76,135,27,55,108,135,135,135,209,108,9
75,739,485,251,179,330,252,377,372,34,8,34,8,8,8,8,8,8,8,8,252,8,8,8,8,8,252,252,8,8,8,8,252,8,8,252,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
76,8,130,278,252,279,171,8,8,8,357,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
77,459,486,276,229,284,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
78,38,162,485,173,320,311,381,17,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
79,750,688,29,129,74,69,173,38,38,38,173,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
80,261,155,55,343,324,359,315,3,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
81,154,161,26,213,213,362,200,362,200,213,213,100,100,100,213,100,100,100,391,100,100,391,36,100,100,213,213,213,391,391,213,263,213,213,213,213,391,213,213,213,213,213,391,213,213,213,213,213,213,213,213,213,213,213
82,98,556,379,132,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,280,750,559,7,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,261,25,190,136,403,99,393,99,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
85,261,275,70,222,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,82,70,393,222,37,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
87,376,356,44,259,126,403,259,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
88,376,24,569,125,37,159,126,37,67,376,790,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
89,312,62,359,9,402,126,126,126,376,376,376,126,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
90,196,127,288,168,107,259,99,259,133,44,44,99,99,99,99,99,99,99,99,99,99,393,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
91,263,356,647,393,333,37,99,99,99,296,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,99,99,99,99,99,99,99,99,99,99
92,376,190,353,126,345,222,159,196,18,18,159,181,196,159,196,159,196,196,18,196,196,196,196,99,99,196,99,99,99,393,99,196,99,99,99,66,99,99,99,99,99,99,99,181,181,99,99,99,66,99,99,402,99,99
93,78,730,572,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,86,722,597,671,736,273,657,657,576,86,86,576,86,539,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
95,86,770,715,203,273,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,273,258,416,203,203,273,134,139,576,273,576,139,273,576,273,273,273,273,273,576,576,576,576,576,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
97,713,386,382,203,657,273,86,273,773,273,572,773,576,273,773,273,548,576,576,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
98,633,290,19,177,273,134,657,134,273,273,273,203,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
99,410,49,736,378,0,191,189,398,210,189,398,398,105,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398
100,78,597,244,368,808,170,20,786,61,61,246,412,412,286,377,377,377,377,129,20,20,20,188,365,188,398,398,372,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398
101,398,369,230,230,48,5,142,194,211,48,48,48,671,671,280,671,128,128,128,128,128,398,128,128,128,128,398,398,398,128,398,671,398,280,671,128,128,128,364,128,398,128,230,128,128,128,128,230,280,128,194,128,74,364
102,140,310,196,101,145,82,394,194,367,5,308,308,36,338,367,258,258,258,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
103,367,715,14,131,255,255,255,255,255,255,255,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
104,140,71,806,350,212,238,238,14,224,14,187,308,308,308,308,308,308,119,224,308,224,308,84,95,187,95,95,95,187,187,84,84,84,84,187,308,84,187,187,187,224,381,84,84,224,84,255,84,308,187,224,224,255,84
105,176,507,740,388,172,56,299,229,229,229,229,229,229,229,71,229,229,137,137,137,137,137,92,92,92,137,137,137,137,137,137,137,176,284,137,92,92,176,284,92,176,284,77,92,176,176,77,176,176,176,92,176,77,284
106,176,36,749,33,278,9,9,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
107,241,109,602,262,299,77,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
108,80,139,3,402,293,355,355,403,376,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
109,261,295,369,403,181,376,37,403,376,196,376,222,67,142,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
110,67,245,440,138,345,345,67,67,421,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
111,234,463,171,619,367,351,351,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
112,33,593,351,157,323,365,286,163,351,286,32,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
113,286,9,687,387,32,323,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
114,230,219,255,131,366,339,351,131,148,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
115,593,206,295,377,213,306,200,306,35,53,35,339,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,257,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
116,92,403,75,130,174,479,318,303,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
117,370,713,766,303,166,185,98,229,71,40,71,71,71,71,71,71,71,71,71,71,71,365,365,365,71,365,365,365,365,365,365,365,365,365,365,365,365,365,365,71,365,365,365,71,365,365,365,365,365,71,365,365,365,365
118,80,253,755,20,29,197,33,365,234,71,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
119,632,783,793,292,96,14,166,71,365,71,71,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
120,384,184,605,377,323,57,22,31,180,205,205,48,148,398,31,358,404,129,187,353,384,31,31,384,384,384,383,383,336,384,384,384,384,384,384,384,384,384,469,383,384,194,48,96,384,384,384,384,383,194,384,384,358,384
