ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53
12,6396,4502,696,1522,1474,408,2603,408,3441,473,1585,1585,2245,257,2603,2603,2245,2245,2245,2603,2603,473,2245,2603,2231,2603,3361,2603,2231,2265,2603,3150,1585,2603,2603,2603,2771,4628,2231,2231,2603,2265,1585,4628,2771,2231,1585,2265,2265,2245,2603,1585,1585,2231
13,6396,4502,696,1462,954,1524,3441,3441,3441,3441,3441,3098,257,3098,3098,4628,987,4628,4628,4628,4628,4628,4628,2603,4628,2603,4628,5371,2603,4628,5371,2603,2603,2603,4628,5371,987,987,5371,5371,5371,5371,5371,5371,2603,987,987,5371,5371,987,5371,5371,5371,5371
14,985,4502,696,1522,1474,408,408,408,3441,473,961,2961,2245,473,473,473,473,2408,473,2408,2408,961,3266,2408,5397,961,7049,7049,5397,5397,3252,5397,5397,5397,5397,5397,5397,5397,5397,2961,2408,2408,2408,2408,2408,2408,2408,2408,5397,2771,2771,5397,2961,2408
15,985,3130,6897,2756,1734,123,3369,1247,2804,1311,2804,2804,3338,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804
16,985,4502,6335,49,1883,1039,1311,1311,1311,1311,2804,2289,2804,2804,1483,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804,2804
17,985,4502,6897,2756,1734,123,2560,473,961,77,408,824,824,2560,2560,2608,2608,2560,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608
18,6396,3130,1309,946,2156,2614,976,976,976,354,56,2156,2156,2156,2156,2156,56,56,3224,3224,3224,56,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,56,3224,56,3224,3224,56,3224,56,56,3224,56,56,3224,56,56,56
19,985,3130,1395,946,1930,2934,569,350,569,569,569,569,569,569,569,3224,569,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224
20,985,1182,2111,852,1930,1962,1214,56,2211,354,3224,354,354,56,3224,354,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224
21,985,3973,4003,1775,1398,1398,1731,839,6756,3232,4586,3854,3219,4586,4586,4586,4586,4586,2898,4586,4586,4990,2898,2898,2898,2898,2898,1916,2898,2898,2898,3891,3891,3891,3891,2898,3891,3891,3891,3891,3891,3891,2898,2898,3891,3891,3891,2898,3424,3424,3891,3891,2898,3424
22,985,3130,6669,2134,923,470,5270,4403,4403,4403,3150,1046,3150,4403,6264,1325,4847,1325,4637,1325,4637,1325,1325,4330,1325,4330,4535,4330,6340,3995,5084,4403,4403,1325,4637,1325,4403,6476,4403,1325,4403,1325,1325,1325,1325,1325,4535,1325,1325,1325,1325,1325,4535,4535
23,985,4767,6669,6132,1398,2835,1731,3854,4679,5126,1325,3854,788,5732,733,4268,4983,733,733,733,733,733,1325,6757,1500,1500,1500,733,1182,1500,4535,1500,1500,1325,4535,1500,1325,1325,1500,1325,1325,1325,1325,1325,1500,1325,4535,511,1325,1325,3854,1325,3854,3854
24,985,4502,5930,747,3315,1472,3089,787,1213,787,1095,787,1890,1890,1095,1890,2147,2147,2147,2147,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,2147,1890,787,2147,1890,1890,1890,1890,2147,787,1890,787,787,787,1890,1890,1095,1890,1890,1890,1890,787,1890,1890
25,985,3130,2111,1807,3315,787,3089,787,1831,787,787,787,787,787,1831,787,787,787,787,787,787,787,787,787,787,787,290,787,787,787,290,787,290,787,787,2147,787,787,2147,787,787,787,787,787,787,787,290,787,290,787,290,787,787,1095
26,985,4502,5930,2516,1756,787,2295,787,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1890,1095,3025,1890,1890,1890,3025,3025,1095,3025,1095,1095,1890,1890,3025,2147,1095,1095,1095,3025,1095,1095,1167,1890,787,1095,1890,1095,1095,1095,1095,1890,3025,1095,1890,1095
27,6396,3130,2111,450,3367,3149,1593,3189,2285,2969,3155,490,530,873,6154,966,6154,6154,490,3155,6154,3155,490,490,490,1945,6154,774,1945,966,6154,1498,219,6154,6154,966,6154,490,6154,6154,219,6154,6154,6154,6154,6154,774,1781,1781,966,6154,6154,6154,6154
28,985,3130,3516,2586,291,2817,224,1382,793,3155,3155,33,530,530,1128,3155,3155,2437,793,3155,3155,3155,2437,2437,3155,3155,3155,2437,2437,3155,3155,3155,3155,3155,3155,2437,2437,2437,3155,3155,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,3155
29,985,4502,5930,1807,2401,1100,1342,1289,1289,1889,2969,483,1289,1829,5754,19,3386,2423,2423,3386,2423,13,3386,2423,6154,2423,1289,6154,3386,6154,6154,6154,6154,985,6154,6154,6154,6154,6154,6154,2423,6154,6154,6154,6154,6154,6154,1289,2423,6154,6154,6154,6154,6154
30,985,3973,4120,483,2907,2308,363,3271,2403,1041,1106,1106,2321,1106,1106,2907,2737,1433,3130,3130,3292,1106,2611,2108,3028,3099,1433,2403,2737,2737,2611,3099,2611,2611,144,3028,4464,2819,3292,2819,4464,3271,3028,2737,2737,1603,2737,4464,2907,4464,3130,1433,2819,2819
31,985,3130,2279,2586,940,389,3099,1124,1739,1739,1739,1304,1739,2950,2950,2950,3028,3028,3028,3028,56,3028,2230,2230,3263,2230,2230,2230,2950,3263,3263,3263,2230,2230,2950,2950,3263,2950,3263,2230,3263,3263,1433,2543,563,3263,2950,2950,2230,3263,56,2950,2230,2950
32,985,3130,3516,2586,3357,1896,3293,3271,3271,3271,2522,445,779,779,779,2950,2950,779,2950,2950,1106,1106,779,2596,779,779,1092,1842,2950,2968,779,779,93,33,2950,779,779,93,779,6195,779,1802,1106,3282,3099,2950,2950,774,779,779,56,779,779,2950
33,985,4502,1232,2165,2755,6190,2138,2138,1089,1089,851,851,3706,3706,3706,851,6224,851,6224,1089,6224,1089,851,1089,1089,1089,2882,1089,1089,1089,2882,1089,1089,1089,1089,5398,5398,5398,6224,3706,3706,1089,6224,5398,5398,3706,5398,5398,5398,6224,6224,6224,3706,5398
34,985,4502,696,3519,1883,3157,1923,2828,3053,2283,2792,1522,722,722,722,722,722,722,722,3053,722,722,722,722,722,3053,2190,722,722,3053,722,722,3053,3053,722,2792,3053,722,3053,722,722,722,722,1923,2190,2792,722,722,2792,2792,722,722,4441,722
35,985,4502,696,6114,4536,1949,2724,1439,3092,1226,1212,3346,3346,2065,2065,2065,1684,1684,1684,1875,1684,2719,2719,1684,1684,1684,1875,1875,1684,1684,1875,2048,2719,3706,1684,1684,2882,1684,2882,1781,1684,1684,2882,1684,1684,1226,1684,1684,1684,1684,1684,1684,1684,1684
36,985,3130,2355,2135,3036,1157,2561,2897,340,2897,2897,554,3451,399,461,461,461,461,461,461,461,461,461,461,1987,461,461,461,461,1987,461,461,1987,461,1987,461,461,461,1987,461,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,461,1987,1987
37,985,4502,5930,3288,3036,2034,3182,2869,2424,605,1837,1022,134,2869,3139,2517,1466,2869,1466,1466,1298,2869,38,2848,3456,1298,38,2412,1466,1466,1803,1298,1987,1298,1987,2342,7022,340,38,2869,1987,3004,1223,2869,7022,1987,4978,1987,1223,1298,2848,1466,340,1223
38,985,4502,1232,1955,1194,659,1598,3139,3342,1598,1598,1280,1787,2014,2014,3130,2467,2467,1553,173,2467,1553,2014,2652,173,173,173,173,2182,173,313,313,313,1258,1258,34,313,313,313,1375,313,313,2759,1223,313,1223,34,34,1223,313,2759,1223,1223,1223
39,985,4767,3516,2586,3036,2790,271,568,978,2241,2241,2403,1907,1301,978,3281,3440,978,978,700,700,1599,978,1690,1431,978,1599,700,1690,978,978,1599,1599,102,1690,4000,978,700,2646,978,1599,102,1599,978,700,1599,2782,1599,978,978,2446,978,1599,978
40,985,3973,3516,2586,917,1501,3182,1000,1301,1000,487,1301,601,1301,601,601,601,601,5774,700,700,700,2073,2073,2306,700,1807,2073,1301,2073,700,2073,1504,102,700,700,700,2306,700,700,3264,700,700,2782,700,700,700,700,700,700,700,700,2073,700
41,6396,3973,6669,483,3036,1907,1568,3108,1824,1501,2988,1301,1907,6099,6099,1501,1501,1501,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1501,0,1431,1501,0,1501,6754,6754,6754,0,0,0,1431,0,0,1431,0,0,0,0,0,0,0,0,0,0
42,985,3130,5930,2586,3357,3151,1882,1396,1396,1877,1073,1263,1263,1263,1263,1097,1097,1717,2162,5554,2959,2745,2546,2462,2386,1672,2645,2645,2959,2645,2745,2645,2745,2462,2645,2645,2645,2645,2645,2645,2645,2645,2745,2645,2645,2645,2645,2645,2645,2645,2745,2645,2645,2645
43,985,3130,2811,2586,2314,430,1775,2310,1219,1199,2310,2310,2310,132,2310,2310,2310,2745,2189,2745,2310,2310,2310,2310,2745,2745,2745,3183,2310,2745,2745,2310,2745,3183,3183,3183,3183,3183,2310,3183,1973,3183,2745,2745,3183,3183,3183,3183,3183,3183,3183,3183,3183,3183
44,6396,3130,3516,2586,2156,1855,395,1757,1757,2100,840,2370,1906,1906,1906,1906,1760,1906,1914,1760,1760,1906,2462,1914,1760,1914,1906,1760,1130,1063,1760,1852,1906,1852,1130,1130,1852,679,1760,1906,1914,1760,1760,1130,1906,1760,1130,1914,1906,1846,1852,1914,1130,1760
45,985,4502,5930,2586,3367,1751,737,59,2627,693,336,693,898,1629,336,3312,1751,2717,2627,376,2627,1629,1877,580,6833,354,6833,6833,499,499,323,1877,526,1877,1877,2717,606,3283,6833,606,499,526,499,499,376,6698,499,2470,2470,499,2470,354,499,499
46,985,1182,3516,2586,2156,1400,2790,2437,606,1134,3304,3133,3515,2398,3261,1134,3052,3133,3133,3133,3133,2557,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3304,3261,3261,3261,3261,3261,3261,3261,3261,3304,3261,3261,3304,3261,3261,3304,3261,3261,3261,3261
47,6396,3130,1309,252,2736,1400,1602,266,486,2060,1079,2736,2736,1602,2199,1134,1602,3261,2821,3261,957,3261,3261,3261,2219,3261,3261,1011,2219,2219,2219,2219,2219,2219,2219,3261,2219,2219,3261,2219,2219,2219,2219,2219,2219,2219,2219,2219,2476,2219,3261,11,2219,3261
48,985,4502,5930,340,2123,656,656,352,2317,1995,1064,352,1995,352,352,1995,352,1995,2605,2605,1995,2605,1995,1995,1995,1995,1995,2035,1995,1995,2035,1995,1995,159,1995,1995,1995,2035,1995,1995,2035,1995,1995,1995,1995,1995,1995,1995,159,1995,159,1995,1995,1995
49,985,3130,5930,340,3068,3300,977,3407,3407,3407,3407,3407,2536,3407,3407,3407,579,3407,3407,3407,3407,579,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,579,579,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,579,3407,3407,3407,3407
50,6396,3130,2111,450,3155,656,3354,2965,2965,2536,2109,2109,2536,2536,2536,2536,2536,2536,2536,2536,2536,2536,2536,2536,2857,2857,2536,2536,2857,2857,71,2857,71,2536,2536,2536,159,990,2536,159,159,159,124,124,2536,124,124,2536,159,101,159,159,159,129
51,985,4502,6897,2756,3198,1342,1478,352,3518,2008,604,843,604,604,604,3198,843,843,3518,1995,1995,1995,3518,3518,579,1995,579,352,1995,604,3518,2676,124,159,604,3518,1995,3518,604,159,604,604,124,124,124,124,352,604,71,1995,604,560,2676,604
52,985,3130,5930,747,1905,985,3448,604,1342,1342,2074,604,3198,604,604,3198,1759,1759,3198,3198,604,3198,2539,3198,604,3198,3198,1443,604,604,604,3198,3198,604,604,604,604,604,604,604,604,604,1443,604,604,604,604,604,604,604,604,604,604,604
53,985,4502,4129,2756,3468,2372,1478,1478,1480,1819,106,2513,1819,2830,2830,2830,2830,2830,2830,1443,1443,3198,2830,3198,1443,3198,3198,3198,3198,3198,3198,3198,579,2830,579,3198,3198,3198,3198,3198,2830,3198,3198,3198,2830,3198,3198,3198,3198,3198,3198,1443,3198,3198
54,985,4767,1232,1955,274,2501,2175,1280,2127,1560,1560,1543,1560,3227,3227,206,1621,1560,3227,3227,3227,1560,3340,3227,1968,3340,3227,3227,3227,3227,1968,3227,3227,2686,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,1968,3227,3227,1968,3227
55,985,4502,1232,1955,2925,1430,6708,6402,4688,6440,6402,3966,4704,4146,4688,2866,4688,4688,4688,4688,4688,3386,3386,3486,3486,3486,3486,4055,4688,3486,3486,1579,3486,3486,1468,2113,4688,2113,1468,3486,2866,2338,50,50,2866,4688,1468,3486,2338,4688,2866,3486,5712,4688
56,985,4502,1232,1955,954,1258,2519,3435,3435,2519,2421,132,3435,132,132,132,3371,132,132,2668,132,2175,132,37,132,132,37,132,132,132,132,132,132,132,132,1174,132,132,132,132,132,132,132,132,132,132,132,132,132,1797,132,132,4624,132
57,985,3130,5930,2135,1214,1962,2462,2879,533,3313,1248,3313,2879,2879,246,246,246,246,246,246,246,246,246,225,225,246,3045,246,3045,225,225,2879,3045,3306,246,246,9,533,3045,246,3045,3045,3045,3045,3045,3045,3045,9,533,3203,3045,9,9,225
58,985,4767,1232,1955,1054,2210,1408,3391,2246,2592,2592,2230,2230,1504,337,2294,1278,2335,2294,1744,1430,2184,2271,6708,1975,1975,3266,1975,2916,1975,1975,1278,1975,1975,1975,1278,1278,1278,2184,1278,1278,1975,1278,1975,1278,1278,1278,1975,1278,1975,1975,1975,1278,1278
59,985,3130,3516,483,3036,1100,981,2679,978,2879,102,2879,3520,2879,1610,2916,2916,2916,1605,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,3263,2916,2916,2916,2916,2916,2916,3263,2916,2916,2916,2916,2616,3263,3263,2916,2916,3263,2916,2434,2434,3263,521,2916,2916
60,985,4502,775,601,2502,2389,1389,2216,1389,2480,3006,3006,2509,2509,2509,3730,1190,3730,3373,3730,3730,1190,1190,2509,2509,3373,2509,3373,2509,3373,2509,3730,3373,2586,595,2428,2509,1190,2509,2509,3730,1190,288,3730,1190,1190,288,1190,1190,3730,2509,2428,2428,578
61,985,3130,5930,3288,3036,2389,103,3006,3006,3006,3006,3006,3006,1652,3006,3006,3006,1652,1652,2542,1652,1652,1652,1652,1652,1652,2542,2542,1652,1652,2542,2542,1652,2542,324,2428,3006,166,1652,94,1652,2542,1652,1652,94,94,2542,2503,2428,94,2075,94,1652,94
62,985,3130,5930,601,1938,362,1184,1463,1686,2480,833,3006,3006,2592,94,2318,3006,2318,2592,1566,915,2318,2592,915,3006,3006,915,2318,3006,3006,2108,915,2592,166,3006,2108,915,915,3376,2509,2592,1566,2592,2592,1566,166,1566,2592,2592,2592,2592,2318,1566,2592
63,985,4502,5930,747,898,1400,530,1512,1061,3313,258,1977,1933,1933,1364,1759,1364,1341,351,2341,680,1759,680,680,1364,1364,1364,761,1364,1364,1364,1364,1478,1364,1126,1364,1196,1769,1364,3079,1196,1759,3079,1759,1364,1759,1364,1364,1759,1759,1364,1341,1364,1364
64,985,1182,6897,2135,3421,1962,113,1646,455,1915,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934
65,6396,3130,2111,680,3421,2946,2441,59,1914,749,1914,1117,3044,3044,1914,1914,3044,754,3044,2042,3263,2934,3044,566,680,3044,2934,2042,2042,2732,3031,2934,2934,2934,2934,2136,2959,2934,2903,2042,2903,3044,2959,2903,2903,3263,2903,2042,2934,566,2934,566,2136,2042
66,985,4502,3516,747,3155,1605,1861,3418,1861,3347,435,2594,1391,965,435,3154,603,965,1065,435,435,965,965,965,603,965,2060,965,3220,3331,603,3154,3331,3220,3154,3220,3220,1065,3220,3220,3014,3220,3220,3331,3220,435,1861,435,3220,1065,435,435,603,4787
67,985,3130,6995,1350,1194,3068,1641,3347,965,457,457,457,3300,3300,3168,3300,561,3358,3300,3300,161,232,4012,161,3168,2050,161,2650,3168,161,3300,1443,1443,1443,232,1443,1443,232,1792,1792,3000,1443,3093,1443,1443,2243,1443,207,1443,3168,1443,1792,232,3168
68,985,4502,1232,561,1194,400,1641,3068,556,1461,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,2292,1232,1462,2292,1462,45,1232,1462,45,2292,129,2292,2292,2292,2292,1462,45,45,2292,2292,45,1462,1462,45,1462,2292,1462,2292,2292,1462,1462,45,45,45
69,985,4502,696,1462,1590,1462,1250,542,480,2247,2247,542,542,2140,2247,2247,2247,860,860,860,860,860,860,860,904,860,1084,860,1084,2774,860,860,2247,1084,1084,860,1084,904,1084,1084,1084,1084,904,1084,904,860,1084,860,860,1084,860,1084,1084,860
70,985,4502,1232,1462,1590,1343,694,3347,480,3347,480,3347,3347,627,2810,1678,2810,2810,2810,2810,2810,2810,2810,1804,2810,2810,1678,2810,2810,2810,4916,2810,2810,3347,2810,2810,2810,1804,2810,2810,2810,2810,2981,2810,2810,2810,2810,2810,2810,2810,273,3347,2810,34
71,6396,3130,6995,2612,1194,3300,3363,1963,603,129,2178,361,3154,361,2810,1804,1804,1804,1804,2733,2810,2733,2810,2733,2733,2733,2733,2810,2810,2733,1804,2810,2810,1804,2810,1804,2810,1804,2733,2810,2810,3412,2810,2733,2810,2810,2810,3412,3412,3412,2810,2810,1804,3290
72,985,3973,2075,2586,291,608,2737,2737,1516,2251,65,139,772,772,2078,2078,1338,1338,1378,1378,1338,5564,1378,1378,341,1378,1378,341,327,2078,341,341,2078,341,341,341,341,341,341,341,341,3090,341,1032,1032,341,341,341,1229,341,341,1733,1733,1733
73,985,3973,5575,126,3108,2175,495,1431,1282,1733,116,1235,1636,1337,2158,1408,3449,1636,1636,1636,1636,116,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,116,1636,116,1636,1636,1636,1636,116,3449,1636,1636,1636,1636,1636,1636
74,985,3130,3516,2516,1058,1682,2599,253,2583,253,1486,1682,2188,772,220,2638,1401,1401,2188,1682,1531,1531,2557,2557,1682,2557,1324,1357,1324,1324,1324,1357,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324
75,985,4502,1395,747,960,1925,2163,412,997,2163,2163,2615,2431,2163,977,997,632,2163,977,2163,2163,977,1218,284,2163,1303,1303,1303,2163,977,1303,284,1303,2163,977,2374,2163,2163,2163,2163,2163,2163,2163,2163,2163,2374,2163,2163,2163,2163,2163,2163,2163,2163
76,985,3130,4003,2586,2156,1925,2431,1,1925,2088,537,2088,564,2613,537,537,537,1891,1891,1891,2121,2121,291,291,3039,2121,3039,3039,291,291,1891,1562,291,537,1733,1733,537,291,2121,291,2121,1733,2121,3039,2121,2121,3039,1733,2121,2121,2088,1733,291,2121
77,985,3130,3127,126,291,2270,130,1,977,1,977,1891,977,977,1,1,82,1,82,82,767,977,977,977,82,977,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
78,985,3130,775,1613,1155,255,2328,255,3248,3248,746,3248,2290,1208,3248,1208,2328,3248,1208,3248,1208,1208,3248,1208,3248,1208,3248,2328,1208,1208,3248,3248,3248,1208,1208,3248,1208,3248,1208,1208,3248,1208,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248
79,985,3130,1232,555,2184,500,2328,3104,216,3248,1990,3248,3104,1208,3104,827,827,3248,3104,715,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,3248,1208,1208,1208
80,985,3973,643,2402,1816,2327,3396,2290,3248,3248,3248,1208,1208,1208,1208,1208,1208,1208,1208,715,1208,1208,1208,1208,3248,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,2587,1208,1208,1208,1208,2587,1208,1208,1208,1208,1208,1208,1208,1992,1208,2587,1208,1992,1208
81,6396,4502,6897,2172,1883,1710,2089,1710,3054,3054,3054,3054,2382,4531,4531,5987,4531,5987,4531,4531,5987,4531,5201,5201,5201,2858,3383,5201,3425,2858,5201,6892,5201,6892,2858,5201,5201,5201,6892,6892,6892,5201,5201,2858,2858,2858,2858,6892,6892,6892,2858,2858,2858,2858
82,985,3130,3516,1157,6888,1652,2120,2120,2120,585,2120,2120,2120,585,2120,1157,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2956,2120,2028,2028,2028,2120,2120,2120,2120,2120,2120,2120,2120,1843,2120,2120,2120,2120,2120,2120,2120,2120,2120
83,985,3130,3516,1157,1421,2636,2120,2120,2120,585,585,2120,1824,1157,585,1157,2120,2120,1267,2120,585,2120,585,2991,1267,2120,1267,2120,2120,585,585,1267,2120,2028,2120,1824,1824,1824,585,1824,1267,1267,1267,1267,605,1824,1824,605,2956,2120,2956,2956,2120,1824
84,985,3130,5930,1462,1194,3300,904,1963,1986,435,1986,2913,3154,2913,2605,2907,2913,2605,2178,2605,2605,2605,2605,2605,2605,2913,2605,3412,2605,2605,3412,2605,3412,3412,2605,2097,1650,1650,2605,1445,2605,3290,2605,2826,3412,2605,3412,3412,1650,3412,3290,3412,3412,2826
85,985,4502,1232,1462,1194,1462,3956,1740,2913,865,1740,865,1740,122,1740,2774,1740,1963,2178,1963,865,865,865,865,1963,865,1740,865,1740,865,1740,865,865,865,865,1963,1963,1963,1963,1963,865,1963,1740,1963,865,1740,1963,1895,865,1963,1963,1963,1963,1963
86,985,4502,1232,1462,1194,1462,3956,176,2913,865,3412,2871,2871,3412,2097,2871,2871,2097,1650,226,2605,2871,45,45,2097,45,3290,45,2097,3412,45,1650,3412,3412,2097,2097,45,2097,2097,2074,45,2097,45,2097,3412,45,3412,3412,3412,3412,2097,2097,3412,2913
87,6396,4502,1232,1462,2981,627,1455,2167,1455,67,67,67,67,2981,2981,2981,2981,2981,2981,67,2981,2981,67,67,67,67,67,1804,67,3154,2981,67,67,67,67,67,2981,67,2981,2167,2167,67,2981,67,2981,67,67,2981,2981,2167,2981,67,2981,2981
