ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53
37,321,736,736,51,221,65,183,65,65,133,118,393,735,338,284,123,284,338,166,166,166,20,338,166,117,20,117,119,243,119,292,421,119,117,16,666,285,354,555,119,119,75,216,205,119,729,265,555,265,80,119,111,68,170
38,32,32,32,203,277,236,278,278,690,278,18,181,305,133,421,181,181,181,181,181,181,181,181,181,305,323,305,107,305,229,305,305,305,305,107,305,229,181,229,229,229,229,44,107,206,403,403,403,338,345,219,133,107,133
39,129,456,456,234,295,171,570,389,262,262,187,187,405,646,405,392,392,405,405,392,392,405,392,392,405,263,287,405,263,263,646,287,405,405,287,263,263,263,405,263,71,287,263,263,263,287,71,165,287,263,263,210,263,210
40,95,54,95,293,80,80,280,322,329,614,614,157,614,140,22,614,140,381,653,736,30,119,30,503,119,736,286,78,361,247,709,255,736,78,103,78,736,231,231,268,24,157,409,231,103,162,517,119,65,231,231,270,245,231
41,354,354,354,651,311,217,545,352,672,197,387,382,387,284,145,244,289,289,49,289,289,249,307,307,307,307,307,307,9,165,685,685,307,348,348,9,344,307,307,348,358,646,98,807,33,519,98,772,215,11,562,165,71,641
42,451,249,249,130,448,211,194,35,618,155,618,312,618,618,371,66,282,185,618,28,384,238,383,216,22,88,618,255,88,88,88,88,49,347,206,399,6,28,366,360,360,264,28,310,384,264,264,295,295,264,214,295,295,214
43,220,580,580,580,397,169,169,169,111,106,268,347,274,11,256,366,131,366,11,131,131,131,131,404,404,404,131,404,131,35,65,404,187,262,389,262,404,187,295,220,192,404,383,174,192,220,220,224,224,224,224,11,220,224
44,28,28,28,28,28,28,323,213,28,28,28,28,392,28,147,28,28,28,764,6,106,326,360,6,28,220,279,28,98,279,279,104,279,279,104,31,279,279,279,28,28,28,28,360,279,404,404,279,404,404,340,104,28,104
45,130,130,59,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,157,10,157,589,233,233,109,195,84,14,735,168,469,373,506,253,506,253,469,340,738,740,265,173,221,221,360,387,221,313,32,158,377,265,141,32,296,147,377,292,205,22,648,648,648,648,648,387,648,418,97,244,244,162
47,354,60,80,312,9,206,60,80,80,379,301,285,179,328,303,328,335,263,303,303,313,303,303,145,303,313,33,303,303,303,339,269,303,303,303,303,295,303,80,188,188,339,295,188,295,21,41,80,269,21,125,41,41,269
48,40,40,335,607,247,103,647,202,174,89,319,319,161,161,161,174,161,107,161,161,81,174,161,207,207,145,161,351,251,145,609,161,145,145,251,251,145,145,349,145,174,174,285,349,342,188,349,161,342,349,349,319,319,319
49,470,470,519,151,574,764,764,0,641,313,313,570,570,123,225,103,225,159,319,632,319,319,319,319,349,349,103,103,349,241,241,161,241,349,161,159,161,730,161,730,152,347,159,84,656,168,168,136,168,168,196,4,107,107
50,294,294,294,250,179,642,183,754,248,342,651,47,356,346,263,130,125,161,23,23,41,23,161,218,218,78,23,26,263,495,621,218,58,26,495,281,41,41,41,41,41,23,241,23,23,147,23,241,760,23,503,105,23,241
51,303,303,423,237,667,58,283,456,189,456,456,456,456,456,337,337,337,337,145,337,251,337,337,251,251,251,251,6,395,742,78,280,277,280,745,78,78,251,742,339,597,156,280,742,613,280,285,597,613,693,613,613,255,385
52,314,314,314,363,66,544,313,313,356,399,380,145,241,377,208,377,377,241,208,161,283,208,283,145,161,351,33,152,152,192,285,318,7,152,3,223,33,33,241,145,145,192,33,462,145,82,241,3,3,3,3,161,102,11
53,132,132,132,540,159,381,257,312,363,809,51,173,328,346,179,179,316,191,281,3,51,281,281,145,281,15,218,346,281,328,218,218,364,346,130,281,218,364,257,366,257,225,257,366,281,225,91,290,179,255,53,280,78,257
54,344,344,344,496,262,14,388,89,89,89,89,89,158,89,201,201,201,201,201,201,244,244,244,244,735,74,544,544,16,74,735,678,544,735,544,130,394,433,89,77,394,394,77,142,142,142,771,92,16,92,771,546,394,394
55,53,632,147,120,169,734,123,335,678,394,394,335,335,734,747,114,391,335,476,391,61,196,714,129,129,714,714,593,306,714,157,348,114,714,142,391,313,734,459,734,587,114,313,741,587,587,734,264,313,313,313,313,313,313
56,596,596,596,513,51,570,513,105,380,382,133,105,133,126,288,126,186,376,105,107,126,107,183,421,119,107,183,173,293,305,183,160,305,421,338,305,160,107,107,136,107,107,160,107,107,107,305,107,126,126,180,126,160,107
57,654,654,654,189,517,161,375,517,334,156,140,257,257,329,485,329,205,329,329,205,205,329,387,329,257,257,351,257,20,60,312,351,312,400,187,136,280,109,257,130,195,190,312,366,245,223,334,223,400,297,263,131,195,334
58,346,346,44,184,346,248,248,395,356,356,225,225,53,53,45,178,178,178,178,225,178,353,218,225,225,225,225,225,145,225,225,225,145,225,225,225,45,225,207,152,353,225,241,208,3,385,145,181,3,145,145,145,353,87
59,13,13,13,367,427,206,557,184,431,184,184,293,44,293,195,308,44,44,175,44,188,379,379,175,403,14,44,379,175,379,379,253,14,379,14,14,14,14,70,14,84,387,84,555,84,286,339,496,84,84,31,676,14,308
60,643,174,166,88,132,171,273,386,455,273,231,231,231,95,388,757,757,757,95,699,134,626,134,550,258,258,134,19,757,757,443,547,567,231,342,443,258,342,501,100,342,342,100,342,100,100,100,100,100,443,100,19,95,40
61,804,6,6,804,774,528,362,714,6,140,95,42,470,413,413,95,42,547,413,362,754,754,303,723,231,150,547,547,413,547,567,413,567,547,231,604,567,567,413,385,723,413,567,111,567,413,567,567,752,567,385,443,604,604
62,203,203,324,445,255,161,800,800,273,91,223,223,800,36,162,443,797,443,714,373,443,443,443,443,36,100,443,443,443,443,134,667,667,134,36,667,757,443,797,667,95,134,594,667,594,594,594,103,594,36,594,188,95,594
63,382,86,480,536,687,179,107,402,355,125,188,255,91,107,107,107,319,161,319,251,319,107,147,251,251,214,330,161,330,161,275,217,730,161,161,161,161,330,333,333,161,161,161,269,161,182,241,182,182,361,283,102,182,102
64,166,95,533,397,264,366,309,30,270,308,270,30,256,224,224,256,26,256,256,263,367,400,404,404,404,281,404,281,400,404,404,400,281,281,26,404,26,404,404,404,224,26,224,26,400,347,131,270,308,159,303,159,26,26
65,179,179,179,179,174,303,303,174,312,174,23,174,174,174,309,174,23,179,0,144,179,309,179,174,224,224,26,26,225,225,26,360,360,360,360,187,174,174,360,187,174,174,174,224,174,174,174,174,174,174,174,174,174,174
66,320,320,364,364,402,370,370,459,18,168,578,364,465,614,369,205,205,205,358,316,590,205,205,205,205,205,205,612,205,205,361,205,205,205,361,361,205,361,361,361,205,358,361,361,373,361,361,361,123,123,361,16,361,148
67,471,471,211,328,10,312,366,340,360,352,384,354,322,384,389,285,334,334,384,334,334,334,381,381,192,192,381,137,14,13,255,10,255,22,330,330,255,330,281,354,377,330,159,119,330,255,159,274,141,119,159,159,328,328
68,90,90,137,53,208,265,388,316,541,305,305,388,168,376,305,99,305,183,175,322,322,305,74,338,338,338,221,338,99,338,338,338,338,175,99,107,338,72,338,288,107,403,99,300,168,107,72,402,109,107,217,345,101,345
69,581,581,489,794,301,301,32,323,123,123,145,275,123,145,145,123,123,403,794,126,794,794,196,274,196,123,141,123,123,123,285,222,13,181,123,107,396,396,181,333,317,37,181,476,13,107,570,274,142,133,5,133,107,107
70,126,790,790,275,609,175,71,133,32,142,108,284,570,570,338,5,13,82,284,82,284,82,107,284,335,123,682,682,181,82,175,763,335,682,336,682,336,117,682,682,682,168,181,682,476,181,107,107,682,168,107,107,107,107
71,161,145,145,604,500,530,530,335,431,656,336,271,388,656,388,379,795,379,469,87,306,379,379,137,137,137,159,137,159,137,175,89,137,175,137,44,137,259,44,44,44,44,44,259,175,44,44,175,175,175,175,175,175,259
72,234,234,106,478,565,234,245,775,60,50,50,50,399,38,38,38,38,274,38,353,270,200,234,106,274,252,170,170,130,179,179,252,206,65,309,252,162,182,65,60,65,136,274,310,297,60,182,182,225,182,137,263,252,256
73,21,21,21,77,141,21,21,77,197,302,302,77,211,302,48,53,17,593,53,48,53,48,53,77,364,364,364,53,211,364,142,77,53,370,53,211,53,284,211,166,211,351,370,756,758,134,134,134,134,48,758,284,156,351
74,252,252,387,381,142,186,10,234,271,224,234,234,389,10,234,322,234,250,250,1,322,1,387,387,287,287,287,287,287,287,287,210,129,240,187,187,106,171,252,171,210,10,106,166,106,106,106,106,106,106,106,106,106,106
75,724,724,73,336,378,82,285,145,231,334,312,225,312,312,312,327,312,312,312,312,312,312,312,312,312,309,256,26,97,97,264,383,231,399,206,383,309,165,165,256,505,165,165,328,0,328,6,312,237,237,92,366,328,263
76,42,673,470,260,276,714,252,282,290,237,158,756,282,282,282,477,247,372,111,164,477,477,52,192,247,778,237,247,96,96,64,64,247,96,96,64,358,96,64,287,96,215,215,287,287,155,64,64,83,7,64,64,31,11
77,369,138,50,9,646,33,135,622,209,209,622,622,355,622,71,355,118,355,355,355,355,355,355,8,373,373,673,229,373,3,373,673,373,373,373,373,373,373,373,373,229,373,373,373,373,373,284,373,49,373,373,373,373,373
78,149,149,149,687,105,263,79,116,116,328,26,26,401,116,352,116,331,331,331,295,309,309,116,331,116,116,276,26,331,301,116,116,340,26,331,331,331,116,116,116,320,121,1,116,192,137,137,174,192,695,10,695,132,396
79,185,308,64,783,206,709,102,104,213,132,363,87,363,363,109,363,645,593,593,645,363,32,645,645,245,508,645,508,645,508,645,540,130,593,593,87,593,593,645,593,593,730,130,407,593,129,409,103,80,632,764,764,805,261
80,506,250,250,262,348,506,506,85,250,244,85,506,771,167,167,266,130,348,130,130,289,373,681,217,217,311,217,209,266,348,352,359,85,145,352,124,209,85,217,266,186,343,217,217,217,343,217,217,311,209,217,118,217,31
81,185,185,185,6,185,585,346,253,297,225,225,79,26,26,257,257,257,339,309,309,339,257,309,425,425,601,425,303,303,425,425,213,425,45,213,149,213,213,149,149,213,392,392,392,147,392,392,346,392,392,346,213,273,392
82,334,60,60,60,276,309,240,664,664,422,140,185,71,71,71,98,71,98,98,71,98,71,71,98,98,71,98,98,98,98,98,235,98,98,271,235,71,98,98,98,98,235,98,184,235,98,166,166,98,166,83,166,387,193
83,491,491,623,800,681,303,464,764,193,547,71,71,547,547,132,185,193,71,71,193,71,193,807,71,71,71,807,98,807,807,98,31,98,185,98,185,185,98,71,807,184,71,98,184,71,98,184,807,184,184,379,387,184,71
84,383,383,333,14,326,506,382,265,137,203,334,632,255,136,125,354,156,113,354,354,354,76,606,277,277,254,277,354,354,80,551,679,243,277,69,69,394,167,186,313,394,118,118,101,76,50,152,335,101,66,107,285,326,118
85,393,393,393,310,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,317,85,145,85,194,356,170,229,323,229,314,229,399,168,380,356,399,399,356,356,293,41,123,248,41,49,41,41,41,103,41,99,41,41,41,99,41,41,301,222,293,403,352,248,66,44,44,44,5,352,87,99,211,211
87,403,403,403,403,403,414,717,194,259,259,159,259,259,159,259,159,259,126,259,259,259,259,159,222,403,133,259,259,376,376,403,44,403,403,259,376,259,259,259,168,259,168,222,259,126,259,376,126,259,403,403,403,259,259
88,123,123,123,123,358,145,377,275,275,275,480,275,356,275,275,275,275,275,400,275,275,335,335,356,480,273,400,480,330,673,400,400,673,400,222,377,168,400,400,376,3,377,230,377,181,335,400,181,230,128,168,72,314,400
89,42,42,42,109,328,328,108,69,7,69,69,778,754,374,164,754,754,754,164,153,374,282,324,324,60,60,155,332,332,332,279,266,354,332,31,155,65,289,332,9,289,289,69,289,289,155,289,69,9,289,129,9,299,310
90,690,713,651,523,685,227,82,353,317,317,72,168,163,163,163,317,163,317,163,355,163,296,317,293,296,296,403,296,393,355,393,72,137,393,297,393,293,393,168,393,137,66,137,181,137,221,296,259,137,296,403,338,133,690
91,794,794,370,20,310,210,20,338,338,690,133,133,690,403,353,296,296,107,296,13,133,296,156,370,313,13,370,133,133,133,13,13,353,13,133,13,353,370,353,183,353,107,353,13,353,133,175,353,353,39,393,39,107,380
92,303,32,203,87,255,317,99,313,317,297,297,394,735,72,219,394,322,322,322,72,394,181,305,72,72,293,336,72,317,317,317,72,317,107,317,317,317,317,317,317,293,293,259,293,293,293,259,259,293,317,181,393,107,126
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,334,334,586,0,495,626,674,602,674,674,487,607,665,698,766,548,766,495,495,413,648,648,550,550,626,626,594,550,550,550,342,594,626,681,681,550,243,653,213,390,243,91,601,539,601,548,243,714,620,539,620,601,572,714
95,115,115,298,411,159,638,493,256,149,149,551,86,580,400,75,75,680,75,75,477,86,75,75,139,139,477,139,139,139,477,139,139,139,139,139,800,139,139,139,139,139,139,139,139,139,139,139,139,86,139,139,139,303,613
96,319,319,572,594,518,572,572,518,518,518,518,518,584,329,19,390,518,329,390,390,390,390,390,390,390,390,390,770,765,390,518,203,203,390,203,390,390,390,139,390,390,390,547,390,139,770,390,390,390,139,572,620,342,805
97,174,258,174,601,612,400,584,462,139,148,377,506,800,489,736,736,373,478,139,648,517,115,517,83,4,548,95,620,95,95,143,620,143,620,139,806,572,83,231,604,139,390,139,134,471,139,525,525,83,525,525,768,525,604
98,21,21,273,178,463,594,41,36,390,36,36,763,728,203,36,597,620,648,36,36,36,36,36,83,36,36,273,177,36,36,36,83,496,443,342,443,443,710,273,342,203,443,203,83,429,429,203,203,203,443,496,443,231,203
99,437,763,763,499,508,409,707,409,539,741,809,412,496,508,496,508,496,496,496,496,333,806,722,5,730,763,86,379,763,459,459,125,711,187,224,224,194,5,109,308,36,251,190,264,109,714,638,333,638,333,218,638,327,148
100,92,92,92,300,197,379,748,541,379,326,140,140,140,191,416,140,21,25,101,21,191,25,124,191,191,191,130,139,130,541,541,21,541,139,191,541,0,129,773,129,373,129,808,106,773,485,46,1,106,0,204,353,0,397
101,181,181,295,295,128,248,780,230,794,230,548,230,365,230,560,794,295,295,365,295,230,480,41,794,48,48,211,604,794,763,211,722,304,304,794,295,794,230,321,629,789,794,753,321,230,589,295,629,629,722,760,794,103,48
102,195,195,767,32,295,676,5,53,23,78,23,181,4,4,32,181,181,393,103,380,353,133,4,385,353,137,170,23,229,396,397,23,23,32,51,51,51,51,403,284,377,51,356,377,23,3,313,284,377,45,87,377,284,285
103,49,693,693,402,297,219,722,211,211,211,106,322,35,111,49,49,49,35,310,388,274,274,274,237,237,274,274,505,310,310,310,237,310,220,505,505,104,84,194,340,194,238,238,238,238,88,238,6,238,238,6,6,194,194
104,523,523,523,653,730,64,752,231,102,318,68,102,345,353,345,195,195,432,521,195,583,156,583,538,195,134,192,134,740,583,95,134,134,134,134,95,134,134,134,521,134,341,100,134,195,620,134,100,548,583,351,620,620,192
105,479,479,479,151,209,379,343,506,221,244,89,108,124,124,124,151,32,244,244,369,242,244,311,242,145,217,234,234,234,234,234,311,209,234,55,209,217,151,55,209,369,62,234,209,209,69,209,151,156,55,300,25,322,25
106,591,591,624,673,315,17,234,288,402,107,369,108,266,369,664,107,107,369,107,320,69,69,266,320,506,168,141,266,141,506,141,307,402,141,141,266,402,266,266,266,168,118,266,266,135,380,186,266,118,168,89,89,107,9
107,508,508,192,791,299,510,32,363,401,401,276,122,363,1,363,363,363,240,129,240,363,17,397,328,223,223,141,223,63,141,141,347,374,374,347,141,141,141,141,141,374,141,374,340,374,374,374,374,10,10,170,340,63,170
108,287,287,287,104,449,33,126,33,248,323,126,126,126,730,354,101,284,126,101,682,275,328,101,328,380,380,101,126,380,328,284,275,380,284,328,380,393,354,126,361,126,107,107,300,284,168,284,393,219,217,217,13,13,217
109,369,369,551,369,369,369,369,72,248,248,248,66,248,255,678,369,194,369,403,22,369,22,369,22,44,44,376,403,676,148,369,676,676,676,678,676,676,676,148,181,181,356,676,181,181,211,356,211,376,376,22,126,148,99
110,551,551,523,801,413,477,454,615,492,801,437,492,459,492,727,768,727,784,612,549,612,727,568,669,504,682,472,803,697,697,669,697,682,697,697,669,472,697,762,697,621,109,109,109,109,109,109,549,109,109,109,109,109,109
111,632,632,221,100,734,393,138,188,188,188,188,262,188,188,373,189,189,188,373,188,188,373,694,265,694,265,265,265,265,393,14,265,20,265,75,265,265,265,265,320,265,166,265,206,320,367,379,339,367,84,401,84,84,96
112,366,366,366,139,14,6,290,162,162,162,758,474,758,318,474,195,323,318,14,194,318,23,358,20,143,318,195,398,14,5,365,179,99,365,179,275,14,20,323,275,275,20,318,20,323,323,318,318,221,480,318,347,323,318
113,145,145,363,591,237,10,221,352,89,618,89,409,604,604,144,144,322,272,144,129,129,32,275,275,310,32,276,32,129,310,195,32,32,32,32,32,310,310,32,310,310,195,392,310,392,32,32,14,32,195,106,292,106,195
114,290,290,290,366,57,75,243,53,93,93,93,93,93,93,93,93,270,269,270,256,256,256,256,174,310,256,256,23,213,328,400,102,256,256,256,263,339,339,404,404,281,192,170,366,256,192,192,170,263,281,187,93,170,170
115,175,175,240,193,380,250,360,206,118,206,206,206,206,206,360,360,106,360,326,360,326,360,360,360,106,360,171,325,171,106,264,106,106,106,106,106,106,106,231,106,106,106,106,289,106,106,289,289,239,289,306,289,100,366
116,84,84,84,220,165,6,220,603,496,496,764,591,591,591,223,591,591,342,591,342,165,714,754,165,618,95,237,337,33,370,807,396,214,396,224,214,109,347,754,0,269,12,165,12,193,754,26,193,71,193,325,109,164,6
117,311,311,250,450,734,546,313,325,121,577,405,618,704,576,269,576,552,576,618,576,576,648,576,197,633,223,135,289,652,652,652,223,223,289,92,185,369,652,652,391,31,185,185,147,391,7,147,391,255,185,147,255,250,185
118,629,629,629,168,210,33,135,519,519,519,476,297,155,0,0,266,289,519,459,38,266,266,519,266,590,519,32,3,388,32,506,367,20,124,186,388,284,373,388,17,519,388,186,118,209,33,33,33,33,33,313,33,33,807
119,196,196,23,548,353,379,305,62,233,126,338,353,32,32,382,353,382,382,355,348,382,560,290,382,382,274,307,382,399,382,387,382,365,236,132,195,195,195,89,289,195,318,289,109,318,96,195,195,382,195,17,318,195,17
120,167,167,167,486,620,738,115,595,738,356,738,102,356,356,102,738,469,738,738,738,738,729,729,729,729,337,232,394,394,321,114,541,114,729,541,541,16,296,57,541,337,729,690,541,57,465,729,595,57,541,394,130,138,22
