ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53
37,736,736,736,321,321,321,321,733,733,733,733,733,428,428,428,428,428,428,428,222,222,524,524,524,524,320,333,333,107,107,117,117,117,117,117,135,135,135,135,402,402,118,118,285,285,285,421,80,80,119,119,119,119,119
38,175,175,32,32,32,763,763,763,763,763,763,203,203,203,203,203,613,613,613,613,613,613,619,619,65,65,65,65,65,13,13,259,259,259,333,333,333,333,690,296,417,417,417,181,181,305,305,305,305,206,206,206,206,206
39,187,187,187,187,187,187,24,171,255,255,255,255,255,234,237,237,237,237,237,237,237,547,547,547,547,547,273,273,625,625,625,625,625,405,405,405,405,210,210,210,491,491,491,165,165,165,165,165,165,165,165,165,165,165
40,95,95,95,95,95,95,95,95,95,365,365,365,365,365,322,322,322,322,322,322,54,54,54,54,507,325,325,325,325,325,325,381,381,381,381,381,381,60,60,60,60,329,329,329,130,130,130,130,361,361,361,361,361,361
41,714,714,714,714,714,714,354,354,354,354,354,354,354,781,781,781,781,354,354,354,354,354,354,354,354,354,354,354,394,394,379,107,107,107,379,379,107,107,107,107,204,204,204,284,284,284,284,284,307,307,307,307,307,307
42,80,80,80,80,80,80,80,249,249,249,249,249,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,445,445,420,420,420,520,264,264,264,264,321,321,463,775,322,322,322,322,322,6,6,6,6,22,22,28
43,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,372,372,372,372,372,372,372,149,153,153,149,149,359,359,359,281,281,281,281,281,281,28,28,28,334,187,187,187,187,187,187,187,383,383,383
44,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,111,111,111,111,111,111,111,389,389,389,389,389,389,389,389
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,157,157,157,157,157,157,760,760,760,760,760,760,760,760,272,272,399,399,399,399,399,399,399,322,305,305,377,377,377,377,377,377,138,138,138,138,138,138,138,138,387,387,31,31,31,387,387,387,387,387,377,377,377,377
47,354,354,354,354,354,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,269,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303
48,14,14,14,14,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,14,14,14,88,88,88,100,100,245,245,245,245,102,203,203,203,203,203,203,203,203,203,203,203,203,203,174,174,174,174,174,174
49,470,470,470,470,470,470,470,470,470,549,549,549,549,703,703,703,703,703,703,703,703,399,399,399,399,399,399,590,590,590,590,84,84,115,115,115,115,107,107,103,103,103,103,103,103,103,103,103,103,195,195,161,161,161
50,294,294,294,294,294,294,294,294,294,77,240,240,240,240,240,240,240,240,240,240,206,206,206,737,737,737,737,737,466,266,266,266,266,208,208,208,208,208,186,186,186,23,23,23,23,23,23,23,23,23,23,23,23,23
51,303,303,303,303,303,303,303,303,303,303,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,712,75,329,388,388,388,123,123,123,123,123,367,367,367,367,367,280,280,280,280,742,742,742,742,742,742,742,742,742
52,314,314,314,314,314,314,314,314,314,314,314,314,314,220,220,220,220,220,220,220,220,220,220,581,581,62,62,62,395,395,395,395,395,241,241,179,179,179,179,179,309,245,245,245,245,245,245,245,245,245,208,145,145,145
53,509,509,509,509,509,509,509,509,509,509,509,509,87,87,87,87,87,87,377,377,377,377,377,377,257,257,312,312,45,45,41,41,41,56,92,92,336,145,145,145,346,346,346,346,346,346,346,346,346,346,281,281,281,281
54,344,344,344,344,344,344,344,344,344,344,344,344,344,506,506,506,506,506,506,506,506,506,316,316,316,316,316,316,316,316,316,316,383,739,739,739,739,739,201,201,201,201,201,201,201,201,201,201,244,244,244,244,244,244
55,53,53,53,53,664,664,664,664,197,197,197,70,70,147,147,147,147,147,147,147,147,123,123,592,592,592,592,592,592,592,104,104,104,104,678,678,678,678,678,468,468,468,468,468,468,468,468,468,468,468,140,232,232,232
56,596,596,596,596,596,596,596,596,596,596,596,241,241,241,333,126,126,126,126,126,126,126,126,126,126,34,34,34,34,34,34,34,34,187,187,34,34,34,34,126,173,105,105,105,105,105,402,402,402,160,160,160,160,160
57,654,654,654,654,654,654,654,654,654,654,654,654,536,536,536,536,536,536,536,536,536,536,536,332,332,332,332,704,704,365,365,479,479,704,704,704,704,704,338,659,659,659,659,506,506,208,208,208,208,208,208,208,400,400
58,346,346,346,346,346,346,346,346,346,346,195,195,195,195,195,179,179,179,179,179,203,203,203,203,184,184,269,269,269,66,597,597,597,383,383,383,383,383,383,383,225,225,225,225,225,225,130,130,130,377,377,377,377,377
59,382,382,13,13,13,13,13,13,13,13,13,13,13,13,13,13,631,631,631,631,13,13,317,317,317,177,177,177,177,159,159,159,159,159,159,619,159,159,553,553,553,553,553,553,553,553,553,89,89,14,14,14,14,14
60,325,325,325,325,325,166,166,166,166,166,191,191,191,191,191,191,191,191,191,191,191,191,576,576,673,673,673,673,673,673,673,686,372,372,36,36,36,309,309,309,309,40,40,40,40,139,19,19,19,19,19,19,342,342
61,667,667,667,6,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,667,667,667,667,667,667,667,667,804,463,463,463,463,362,804,804,804,804,804,804,804,804,804,231,95,95,95,95,95,95,567,567
62,334,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,36,36,36,36,36,36,501,477,797,797,797,797,797,390,390,390,390,429,429,429,429,429,667,667,667,667
63,382,382,382,382,86,86,86,86,86,86,86,86,86,86,86,86,86,4,4,4,4,4,4,4,335,335,335,335,335,14,14,175,175,175,175,175,103,103,103,161,161,161,188,188,188,188,188,161,161,161,161,161,161,161
64,166,166,166,166,166,166,166,166,166,166,166,338,245,245,245,245,245,245,646,646,646,646,646,431,431,431,431,24,24,30,247,247,247,247,247,263,179,179,179,179,26,26,26,26,404,404,404,404,404,404,404,263,263,263
65,149,179,179,179,179,179,179,179,179,179,483,483,483,483,483,483,483,483,483,483,483,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,11,11,11,11,174,174,174,174,174,174,174,174,174
66,459,459,459,459,459,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,459,53,53,53,53,53,53,53,272,272,53,205,205,205,205,205,7,205,205,205,205,205,205,205,205,205,205,205
67,35,35,35,35,35,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,74,74,21,21,21,21,74,244,244,340,340,340,354,354,354,354,354,173,173,173,14,14,381,381,344,344,344,344,381,381,381,22,22
68,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,565,528,528,273,273,273,273,273,273,265,265,265,133,133,133,388,388,388,388,388,388,186,186,186,186,186,338,338,338,338,338,99,99,99,99,99,99,99,99
69,275,275,275,581,581,581,581,581,581,581,489,489,196,196,196,196,196,196,196,196,196,196,196,196,196,196,233,233,233,233,233,233,233,320,320,129,129,155,155,63,320,141,141,141,141,141,141,141,141,141,107,107,107,107
70,126,126,126,126,126,126,126,790,790,790,790,790,790,790,790,428,428,428,428,428,428,428,428,428,524,524,524,524,524,524,524,366,366,380,380,380,380,380,380,361,361,361,361,361,361,361,361,361,181,181,181,790,790,790
71,161,161,161,161,161,161,161,161,403,403,403,403,403,403,125,125,125,125,125,125,125,125,125,125,125,125,125,742,742,742,742,742,742,689,689,689,689,159,86,86,86,86,403,403,403,403,403,403,403,403,403,259,259,259
72,234,234,234,234,234,234,234,234,234,234,234,106,106,106,106,9,9,9,9,9,276,276,276,120,383,383,80,80,276,276,276,334,45,45,45,45,45,45,60,60,106,106,106,379,379,170,170,170,170,170,170,170,170,252
73,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,347,347,53,53,53,141,141,141,173,173,173,173,173,545,364,364,364,364,77,134,134
74,374,374,374,374,252,252,252,252,252,252,374,374,374,374,374,374,374,340,340,340,106,106,106,106,106,106,588,588,588,588,588,588,171,171,334,334,334,171,171,171,106,106,106,106,106,106,106,106,106,171,166,166,166,166
75,256,256,724,724,724,724,724,724,724,724,724,506,506,506,506,581,581,581,581,581,581,181,181,181,181,51,293,293,293,293,145,145,132,132,132,132,132,93,93,93,93,93,28,28,28,28,318,318,318,318,318,505,505,256
76,406,42,42,42,42,42,42,42,42,42,42,42,42,470,470,470,470,470,470,470,470,470,470,470,470,279,42,7,7,357,62,62,62,62,62,62,62,204,204,204,204,247,247,247,247,247,247,247,247,247,247,247,247,64
77,469,469,469,469,469,12,12,12,138,138,138,138,138,138,138,138,303,303,171,65,65,65,343,343,662,662,448,448,448,91,91,188,188,188,188,188,188,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373
78,149,149,149,149,149,149,778,778,778,778,778,778,105,105,105,116,116,116,116,116,116,116,116,116,116,116,116,116,116,325,325,325,325,325,325,325,325,116,290,290,320,320,320,320,320,320,320,320,328,328,328,328,328,328
79,185,185,185,185,185,185,185,185,578,578,578,193,193,193,193,193,597,597,597,95,95,95,95,95,95,95,431,431,431,431,764,764,764,764,792,22,22,22,22,763,763,763,764,764,764,764,764,764,593,593,593,593,593,593
80,255,255,255,255,472,472,472,802,802,802,802,802,697,697,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,777,777,777,777,777,777,777,343,343,343,343,343,343,343,343,343,217,217,217,217,217,217
81,312,312,312,312,312,312,312,185,185,185,185,185,185,185,185,185,547,547,547,547,342,342,342,342,342,342,342,79,79,79,79,210,210,210,210,213,213,213,213,213,223,223,223,223,223,223,392,392,392,392,392,392,392,392
82,334,334,334,334,334,197,197,197,197,197,197,197,197,197,62,62,62,62,62,62,62,62,250,250,171,171,171,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,235,235,235,98,98,98,98,98
83,491,491,491,491,491,491,491,491,491,491,268,268,268,268,268,268,78,78,78,78,78,78,78,155,155,155,155,155,12,12,12,153,153,392,392,392,392,392,166,166,166,383,383,383,250,250,250,250,440,440,440,440,440,440
84,233,383,383,383,383,383,383,383,383,383,383,383,383,383,383,333,333,333,333,333,333,333,689,689,689,689,689,689,689,689,689,9,9,797,797,323,595,361,361,361,361,361,361,80,80,80,101,101,101,101,101,101,101,101
85,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,85,85,85,85,85,70,70,70,70,70,70,70,70,70,70,70,70,248,248,248,248,248,248,377,377,377,377,377,377,377,41,41,41,41,41,41,41,41
87,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,256,256,256,256,256,256,256,403,403,403,403,403,403,403,403,308,308,308,308,259,259,259,44,159,159,159,159,159,159,159,159,159,159,159,259,259,259,259
88,123,123,123,123,123,123,476,476,476,476,476,476,476,476,66,66,66,66,66,66,66,66,66,66,4,4,4,4,4,66,66,66,66,66,66,390,390,314,477,618,618,618,275,275,275,126,126,126,356,356,356,356,285,285
89,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,565,565,739,739,739,739,38,38,38,38,38,55,1,1,256,256,256,256,1,506,92,92,1,1,1,1,1,17,155,155,155,129,129,129,129,129
90,690,690,690,690,321,321,713,713,713,713,713,713,713,713,713,713,203,203,685,685,685,685,93,93,93,93,93,93,93,93,93,93,93,259,259,259,259,259,259,259,288,288,317,317,317,293,293,293,293,297,297,297,297,297
91,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,338,338,338,338,338,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,70,70,70,70,70,70,70,70,70,70,70,70,152,152,152,152,152
92,303,303,303,303,303,303,203,203,203,105,105,105,105,105,105,105,105,105,289,289,289,259,259,259,259,259,259,259,259,394,107,107,107,107,126,126,72,72,72,72,72,305,305,305,305,305,305,305,305,305,403,403,317,317
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,334,334,334,334,334,619,769,769,769,769,769,568,568,568,0,0,0,0,0,0,696,696,696,696,696,696,810,810,810,810,810,495,495,495,495,495,495,495,413,413,413,413,413,413,665,665,665,665,665,665,417,417,417,417
95,472,472,472,472,115,115,115,115,298,298,298,298,775,775,775,775,775,775,775,775,775,775,775,775,467,467,467,467,467,782,782,709,409,409,709,758,758,645,573,573,573,573,573,783,810,810,810,810,810,139,139,139,139,139
96,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,572,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,683,683,683,202,202,202,203,203,203,203,203,203,770,770,770,770,770,770,770
97,174,174,174,689,174,223,223,223,223,223,223,223,223,223,223,223,223,223,223,311,311,311,311,311,311,175,175,234,403,403,403,149,388,634,634,634,634,634,634,634,634,248,248,248,248,139,139,139,390,390,390,390,390,390
98,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,148,148,148,148,148,148,148,185,185,185,185,185,185,185,501,40,40,704,704,704,704,412,412,412,620,620,620,620,247,247,247,247,247,247,247
99,364,364,364,364,763,763,763,763,763,763,763,763,793,793,508,508,508,508,508,508,508,508,508,789,789,789,789,789,496,496,496,496,496,709,709,709,722,722,722,722,722,472,472,763,763,763,182,182,109,109,109,714,714,714
100,323,323,323,323,323,323,323,323,754,754,754,432,750,750,750,432,432,340,340,340,340,340,340,340,26,26,360,360,360,152,152,152,71,71,71,152,748,748,144,144,144,144,144,101,101,101,101,101,101,101,101,101,773,773
101,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,181,181,181,181,181,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,295,295,295,295,295,794,794,794,794,794
102,161,161,195,195,296,296,296,296,296,296,296,296,296,296,296,149,149,149,149,149,162,162,162,162,316,435,435,23,23,23,23,23,23,23,685,274,274,78,78,78,78,101,101,101,101,101,101,229,301,301,301,278,278,278
103,13,13,49,49,49,49,49,49,49,49,49,1,1,1,1,1,107,107,107,107,107,107,107,403,403,168,168,168,168,168,403,118,118,110,110,37,412,141,141,141,141,382,334,334,165,165,165,165,357,357,357,357,47,47
104,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,24,173,173,173,24,24,24,24,11,11,11,366,366,366,187,187,187,247,168,168,283,283,283,283,283,68,68,68,68,620,620,740,740,740,740,740,740,740
105,479,479,479,479,479,479,479,479,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,379,379,379,379,379,379,379,379,379,379,379,379,320,320,320,234,234,234,234,234,234,234,234,234,234,209,209,209,209,209
106,591,591,591,591,591,591,591,216,216,216,216,553,745,745,745,745,745,745,745,745,745,745,745,745,544,544,544,544,544,544,544,544,544,544,544,347,17,320,320,288,288,288,288,288,288,288,288,266,266,266,266,266,141,141
107,775,775,775,775,775,775,0,0,0,0,0,192,211,211,211,211,211,312,312,312,588,588,588,588,588,745,745,745,141,141,141,141,141,301,301,217,320,176,176,176,176,280,1,1,1,1,1,1,1,1,1,1,141,141
108,104,104,104,104,104,104,104,104,104,104,104,775,775,775,775,775,775,104,104,104,104,104,104,104,388,388,388,388,388,388,388,721,721,721,721,393,690,730,730,730,730,730,221,13,13,570,570,570,570,570,570,570,570,570
109,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,676,676,676,676,369,369
110,806,806,806,792,792,505,505,505,399,399,399,366,582,582,674,674,674,674,674,674,674,674,691,691,691,691,691,691,539,539,539,539,539,539,539,539,539,507,507,507,507,507,507,682,682,682,682,745,745,745,745,274,274,274
111,629,632,632,632,632,221,221,379,379,379,379,379,379,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,314,314,314,314,314,694,694,694,694,694,694,694,694,694,75,75,75,75,265,265,265
112,740,740,740,212,212,212,212,212,630,630,630,630,630,506,506,139,139,139,139,263,263,263,263,263,263,517,517,517,517,517,517,517,648,648,758,758,758,758,758,100,100,100,100,99,99,102,102,102,102,318,318,318,318,318
113,145,145,145,145,145,145,145,145,145,145,145,145,145,145,357,173,173,173,173,173,173,173,173,173,173,283,283,283,283,283,283,283,283,283,244,244,244,244,244,244,313,63,63,63,63,14,310,32,32,32,32,32,32,32
114,290,290,290,290,290,290,290,290,290,290,290,290,290,290,93,612,612,612,612,612,612,612,699,699,699,255,255,245,245,245,775,775,180,180,463,88,88,88,371,371,24,308,105,105,105,105,105,105,105,105,105,105,105,281
115,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,781,781,781,781,781,781,210,210,210,210,210,587,175,206,206,206,206,206,206,250,179,179,171,171,171,171,104,104,104,104,104
116,145,332,332,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,472,472,472,472,472,472,472,472,472,170,170,170,170,170,170,6,6,6,6,6,6,6,371,371,371,371,371,371,31,31,31,193,193,193,193
117,808,808,808,311,311,311,311,311,311,311,41,41,41,41,41,623,623,623,623,289,289,289,289,289,289,104,337,337,337,337,337,210,210,210,210,210,210,210,373,373,455,197,197,197,197,197,197,197,197,197,197,197,197,197
118,629,629,629,629,629,629,629,629,613,613,613,613,613,323,323,323,323,323,629,593,593,593,593,593,593,782,782,782,593,212,212,212,212,323,323,323,323,734,489,489,489,266,266,266,266,266,266,266,33,33,33,33,32,32
119,345,345,345,722,722,722,722,23,23,23,23,23,23,23,23,23,18,18,18,18,18,18,353,353,353,353,353,353,316,316,316,316,23,23,23,23,53,53,133,133,133,195,195,195,108,108,195,195,195,195,195,195,195,195
120,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,377,274,274,274,274,356,356,356,356,356,356,356,356,356,356,356,356,356,356,232,353,690,690,690,595,595,595
