ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55
19,578,809,578,106,185,702,106,517,770,770,100,95,36,231,362,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
20,684,88,706,115,699,805,147,362,362,362,381,381,381,231,381,231,381,231,231,231,231,231,231,231,231,231,91,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
21,808,209,437,574,706,724,724,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
22,758,89,758,758,219,350,560,618,170,618,618,348,618,618,267,32,507,32,731,662,618,662,57,384,513,560,57,369,560,758,798,209,509,417,74,509,560,560,509,458,74,560,560,759,509,560,560,509,271,236,560,560,458,560,560,560
23,510,58,726,791,778,173,719,804,368,431,661,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
24,206,313,89,338,147,52,170,800,369,369,229,360,260,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
25,303,303,322,28,33,148,303,80,80,714,396,740,21,80,21,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
26,370,69,399,358,745,292,297,147,147,101,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
27,34,34,34,308,339,70,711,810,19,105,231,386,257,257,257,323,323,364,323,323,323,323,364,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,206,323,323,323,323,323,323,323,323,323,323,323,323,323
28,657,520,490,490,68,791,236,396,802,14,14,385,22,335,22,22,22,22,22,22,202,22,22,385,22,381,385,381,182,323,323,323,323,381,323,232,232,323,385,297,22,22,323,323,22,323,323,297,323,323,323,323,323,182,323,323
29,658,457,520,261,367,804,295,109,341,341,341,341,341,79,341,53,53,323,364,410,218,323,323,323,323,323,323,323,323,323,257,323,323,323,364,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
30,454,630,76,408,245,245,130,695,245,245,110,245,132,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
31,373,373,373,309,612,319,20,383,290,351,12,220,224,334,334,334,384,334,245,0,245,245,245,245,245,245,184,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
32,197,197,319,516,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
33,43,173,214,309,574,218,762,803,194,194,731,731,4,317,274,274,629,618,503,804,742,548,274,742,274,572,236,3,690,618,374,484,490,160,236,236,236,728,408,316,321,236,160,629,321,408,408,618,408,408,408,194,408,486,486,160
34,407,478,86,174,321,321,810,321,525,321,100,321,321,362,19,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
35,514,514,500,177,480,685,321,685,625,625,128,429,429,321,321,321,802,569,768,420,674,420,569,478,569,687,109,647,230,674,275,128,109,230,390,230,782,579,109,794,579,390,211,218,211,390,647,321,769,211,657,211,651,572,618,499
36,171,171,167,312,627,340,224,340,340,292,268,237,112,224,224,292,270,270,270,340,224,270,40,270,270,270,40,290,270,347,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
37,321,191,222,421,221,65,65,261,119,119,119,119,119,119,238,119,119,238,119,119,119,119,270,119,119,14,629,119,238,270,270,270,270,270,270,270,270,119,119,270,119,270,270,119,270,270,270,270,270,270,270,270,119,270,270,270
38,32,722,203,719,44,305,259,206,403,403,229,403,118,86,271,99,314,703,102,168,45,45,373,107,44,270,222,270,314,270,270,270,734,270,45,270,45,270,375,270,163,6,270,270,270,270,270,270,270,270,270,270,270,320,270,320
39,129,185,255,263,660,547,195,195,195,132,166,166,132,387,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
40,54,54,28,365,404,208,34,231,505,197,505,541,224,224,245,224,7,224,224,6,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
41,714,354,370,249,343,777,807,807,662,807,807,807,641,641,132,807,807,185,807,593,185,185,166,185,387,166,339,166,162,166,166,166,166,166,166,166,166,339,387,166,387,166,166,166,166,166,166,166,166,166,166,166,166,166,132,166
42,80,445,753,628,274,115,295,295,105,303,60,303,303,360,208,28,32,28,28,28,28,28,28,295,32,28,28,32,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
43,249,580,580,397,287,65,65,295,295,265,174,93,93,224,28,174,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
44,28,28,28,340,28,392,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,130,130,685,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,517,760,383,313,249,65,65,65,65,14,14,14,14,166,20,20,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
47,60,80,284,365,256,129,301,129,280,280,334,208,346,208,339,206,206,206,206,121,206,121,314,314,339,347,91,7,121,206,206,121,121,130,206,206,237,206,206,206,130,130,121,121,130,121,121,121,206,121,121,121,121,121,121,121
48,418,167,40,286,729,355,174,174,301,161,161,161,161,161,161,161,161,385,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
49,470,542,151,574,692,210,681,703,361,58,161,379,72,161,161,103,103,103,161,207,103,103,161,103,161,161,103,103,103,103,161,161,161,161,161,161,161,161,103,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
50,294,294,153,789,493,103,255,161,385,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
51,303,717,86,766,145,337,810,58,339,161,161,161,161,103,80,103,103,251,251,251,103,207,207,103,207,377,103,103,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
52,314,363,290,174,285,52,319,333,314,314,388,347,280,161,161,3,161,103,327,327,327,327,207,103,103,103,327,103,103,103,103,103,103,103,103,207,103,103,103,103,207,103,103,103,103,103,103,103,103,103,103,103,103,207,207,207
53,87,146,132,51,551,15,125,366,156,225,191,49,49,280,280,280,349,191,400,349,380,342,377,60,161,103,207,161,207,207,280,161,207,161,207,161,161,161,207,161,207,207,207,207,207,207,207,207,207,207,207,161,103,161,207,207
54,287,93,272,344,167,375,89,394,16,16,16,16,16,16,16,16,16,660,338,37,114,299,114,114,160,229,209,660,229,114,114,114,114,114,229,160,114,229,229,114,114,114,114,114,316,338,114,114,114,209,114,114,229,114,229,45
55,53,197,272,123,632,314,548,734,734,734,734,795,253,735,735,735,735,735,735,735,735,735,735,735,735,16,678,16,16,16,16,16,16,16,735,16,16,16,16,735,678,16,16,735,735,735,16,735,16,16,678,16,16,678,16,735
56,596,241,181,150,233,382,506,424,377,690,690,317,690,690,690,618,676,690,229,74,234,365,16,16,16,567,567,16,16,146,313,16,612,16,612,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
57,654,654,189,517,673,329,329,223,334,223,23,385,23,23,223,157,367,157,166,367,182,367,367,261,182,237,367,367,223,367,367,367,367,367,367,114,367,367,367,367,367,367,367,136,367,367,367,367,367,367,367,367,367,367,367,367
58,346,346,377,353,377,285,779,88,45,337,337,145,145,145,145,145,145,145,145,337,145,395,145,337,140,794,283,283,88,548,337,140,140,140,395,181,632,245,145,145,245,88,88,140,88,145,245,145,145,145,88,245,245,181,145,145
59,13,13,367,210,379,296,610,308,308,610,292,20,323,179,40,306,388,347,735,195,255,255,255,367,255,367,388,367,367,259,367,367,367,367,367,367,367,278,367,367,367,367,367,367,367,278,367,367,367,367,367,367,367,367,367,367
60,325,533,427,480,769,547,177,667,667,702,362,150,231,362,362,656,95,362,95,95,19,95,95,95,95,95,95,95,95,95,19,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
61,6,289,306,520,58,547,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
62,203,203,143,319,351,319,325,362,362,362,362,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
63,382,86,790,477,102,251,161,161,269,269,269,269,269,269,269,379,269,157,269,269,157,157,269,157,174,269,157,174,174,58,157,174,174,174,58,174,174,174,58,174,269,174,269,174,157,174,58,269,58,58,174,157,174,174,174,174
64,166,710,362,366,400,366,339,79,174,366,174,174,174,366,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
65,179,580,303,174,174,312,105,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,459,647,364,402,370,358,140,320,364,364,60,541,200,22,420,368,211,356,211,368,808,403,701,200,403,403,66,179,179,403,403,403,403,368,368,368,403,403,66,66,368,368,66,660,66,368,403,403,660,403,660,660,66,368,420,66
67,471,211,471,384,363,282,69,175,222,222,222,222,222,355,222,393,37,403,393,66,345,66,376,66,66,376,376,403,403,222,66,376,376,66,376,66,66,66,66,376,335,66,66,66,376,376,403,66,400,376,126,160,403,66,66,66
68,90,137,181,3,353,305,305,288,288,99,99,99,66,293,293,393,99,296,393,393,356,66,66,393,66,66,355,66,66,393,393,66,66,66,66,168,66,66,66,66,168,168,101,168,168,66,66,168,66,66,66,66,66,66,66,66
69,581,581,660,301,787,275,275,275,99,99,181,181,196,181,219,222,222,222,222,222,222,222,222,222,222,222,222,160,196,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
70,126,126,270,13,13,380,222,5,222,222,82,222,222,181,222,317,181,222,181,181,222,181,222,222,222,222,181,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
71,161,192,251,414,376,509,159,293,293,380,293,222,376,66,259,222,222,259,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
72,140,140,695,371,301,252,252,28,101,388,162,148,6,268,290,245,245,136,245,245,245,245,6,6,245,6,6,71,136,106,171,136,71,287,71,49,106,370,88,358,71,370,328,370,71,370,136,49,136,370,49,88,30,370,11,119
73,21,21,660,141,69,21,348,348,348,356,771,771,48,74,62,148,555,364,413,658,53,306,31,413,53,695,306,53,71,27,306,53,299,53,306,343,306,53,306,106,31,306,392,648,106,53,31,112,106,27,369,106,106,106,27,112
74,252,252,616,10,252,252,106,77,106,226,153,77,153,144,180,180,8,144,8,8,124,124,240,124,124,124,354,124,354,135,354,8,118,389,118,354,92,118,354,118,8,354,389,354,118,354,135,118,118,354,354,118,354,389,118,118
75,337,506,336,73,264,252,252,330,207,63,207,366,366,105,224,111,8,312,106,65,111,106,8,8,8,8,8,8,106,106,106,106,106,106,106,8,285,8,106,8,106,8,106,106,8,8,8,106,8,8,106,8,106,106,106,8
76,42,470,276,7,290,397,247,250,397,332,252,193,171,171,8,171,8,8,8,8,8,8,8,8,8,8,124,124,171,8,8,8,8,8,8,8,111,8,8,8,220,8,8,8,8,8,8,220,8,8,8,8,8,8,8,8
77,12,710,12,335,622,118,168,118,735,735,118,118,118,118,9,9,9,175,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
78,149,149,309,331,255,116,276,223,347,192,155,92,155,192,299,352,38,38,38,38,38,151,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
79,64,64,251,64,569,62,38,551,135,343,632,632,396,396,168,285,65,38,38,396,285,600,285,194,285,141,285,285,285,285,343,38,285,38,343,38,38,285,25,38,343,38,38,38,38,38,38,359,38,38,38,38,38,38,38,38
80,255,448,353,262,506,124,365,85,217,217,217,2,217,56,2,217,56,135,2,2,38,124,2,343,38,38,343,56,2,38,300,2,300,2,2,2,2,2,2,38,2,2,2,38,38,2,38,2,38,2,2,2,38,38,2,38
81,547,185,79,185,129,24,295,346,346,392,213,273,362,213,362,203,203,203,100,100,362,213,100,213,362,100,213,213,213,100,213,213,213,213,100,100,213,213,412,100,213,213,213,100,100,100,100,203,100,200,213,351,100,100,100,416
82,334,334,197,387,373,387,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,491,623,501,175,249,574,193,31,31,387,132,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,383,75,65,189,189,20,82,570,393,676,676,296,393,380,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
85,393,393,183,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,85,393,618,194,356,399,399,317,399,181,317,317,317,393,393,133,376,13,393,159,393,393,376,393,393,66,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
87,403,403,168,403,86,259,259,259,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
88,123,123,123,335,222,776,107,13,259,126,126,126,72,305,629,116,72,345,421,72,321,37,376,159,790,376,356,376,376,356,376,376,376,376,376,376,376,376,376,421,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
89,42,42,109,80,156,279,38,282,173,377,377,114,114,317,133,126,133,126,126,299,376,126,376,377,168,243,403,403,376,168,126,376,376,376,376,126,133,126,317,376,376,376,376,376,133,376,376,376,376,376,126,376,376,317,376,183
90,690,805,293,411,317,317,66,8,13,393,393,393,393,44,393,333,44,133,222,179,44,66,99,44,44,99,99,99,133,99,44,133,99,99,99,99,133,99,99,99,99,99,44,133,44,44,99,99,99,99,99,99,133,44,44,44
91,794,729,338,82,317,296,338,183,13,13,13,13,476,44,259,160,13,259,694,44,126,345,376,183,293,183,259,183,183,66,183,133,259,183,126,66,99,183,259,66,690,126,259,66,259,259,126,259,259,66,259,259,259,259,259,259
92,32,203,496,34,317,394,219,107,181,181,222,393,181,181,66,222,159,159,222,222,222,222,66,222,222,222,222,44,44,259,222,222,222,259,259,222,66,259,222,259,376,259,222,259,222,259,159,376,159,181,259,66,181,259,159,159
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,334,769,454,437,602,539,548,665,691,677,362,515,325,741,736,741,86,446,86,86,540,446,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,717,86,86,86,86,86,86,86,86,86,86,86,86,86,86
95,115,115,102,323,763,456,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,572,714,594,329,624,624,765,19,203,203,203,203,273,273,342,572,342,273,273,273,569,273,203,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
97,174,258,667,290,179,273,318,79,572,806,760,760,321,177,321,177,773,773,321,177,576,576,86,417,773,273,273,773,773,773,773,773,773,773,773,773,773,773,773,548,773,548,773,773,773,177,773,471,572,773,471,773,773,471,773,773
98,21,134,136,597,203,203,620,584,231,584,100,443,273,443,569,273,548,618,86,100,273,273,657,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
99,763,763,499,707,615,722,472,472,216,157,410,764,811,191,216,478,191,191,169,398,384,364,169,398,364,398,48,364,398,364,398,398,398,398,398,398,364,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398
100,323,92,406,754,220,22,174,585,174,595,595,597,766,630,156,218,674,717,620,218,214,218,45,214,214,3,777,771,398,777,291,398,398,619,189,189,214,398,777,398,777,398,398,773,20,398,398,398,777,398,214,214,777,777,777,372
101,285,181,295,794,285,794,230,671,230,66,285,285,751,314,211,671,304,74,581,48,74,323,647,74,478,323,74,447,478,478,66,66,218,66,647,211,478,295,377,66,211,66,420,794,671,794,66,794,66,671,66,794,671,364,364,671
102,767,767,435,49,49,318,37,208,5,278,278,278,353,278,278,278,278,278,278,193,193,313,3,247,3,382,193,269,114,115,353,115,353,353,115,31,269,19,353,193,367,193,353,19,353,278,247,3,353,19,193,353,278,193,193,353
103,49,693,636,554,49,274,100,100,554,371,388,147,327,327,140,255,224,255,255,255,255,256,387,140,374,255,224,224,140,255,140,365,140,140,255,271,161,255,255,140,255,140,140,140,140,328,255,140,140,328,140,140,140,255,255,255
104,523,523,526,26,752,231,40,506,231,506,231,95,95,95,447,208,70,36,95,95,95,208,0,0,346,202,95,41,131,283,208,367,367,95,174,95,614,95,150,150,95,131,150,103,150,208,308,614,95,308,41,131,308,95,346,41
105,479,479,187,332,209,33,108,33,9,33,9,226,124,226,69,324,189,114,729,729,177,129,369,729,229,729,197,369,363,11,129,62,324,129,129,262,363,262,129,129,262,369,690,129,85,369,369,137,369,369,369,369,369,369,369,369
106,591,451,673,315,197,217,217,118,85,282,282,282,176,282,176,370,176,401,176,77,176,176,176,137,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,137,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
107,508,192,665,32,401,278,153,223,1,244,1,1,63,63,176,229,10,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
108,287,287,104,195,85,155,259,107,126,259,376,67,296,126,376,67,67,67,67,376,317,67,67,67,67,67,67,317,67,67,67,67,67,67,67,67,317,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
109,369,369,369,551,776,369,369,317,369,369,369,369,369,369,369,66,403,369,66,66,66,123,133,403,317,142,369,369,317,107,369,66,402,317,293,398,369,369,67,369,703,67,67,369,369,67,676,67,67,67,293,67,369,369,317,168
110,505,551,460,49,793,663,458,504,468,682,345,221,293,293,317,376,317,376,293,259,317,376,160,345,376,376,67,67,67,293,67,345,67,67,67,67,67,67,67,67,67,67,67,67,259,67,67,67,67,67,67,67,67,67,67,67
111,221,632,734,163,469,265,265,265,379,171,84,20,314,759,20,405,286,764,405,286,20,286,286,286,394,286,286,286,286,286,286,286,286,286,286,286,286,394,286,286,286,286,286,286,286,286,286,286,286,286,394,286,286,286,286,286
112,740,212,65,319,195,162,143,195,618,355,355,355,96,353,218,182,286,96,218,182,182,96,218,241,393,218,314,295,393,14,218,218,14,114,14,218,14,182,218,323,14,14,182,218,286,286,182,286,286,286,286,96,286,286,20,286
113,145,145,363,363,381,371,190,189,351,351,554,274,274,105,105,195,14,286,367,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
114,290,290,715,387,255,53,256,308,255,404,303,147,339,224,224,131,131,147,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
115,175,175,336,590,118,206,360,92,379,245,334,213,213,364,213,200,131,131,364,147,131,131,131,131,131,131,131,131,273,131,231,131,131,131,131,131,131,131,273,131,131,131,131,131,131,212,375,273,231,131,303,131,147,147,375,131
