ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25
18,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
19,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
20,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
21,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
22,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
23,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
24,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
25,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
26,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
27,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
28,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
29,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
30,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
31,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
32,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
33,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
34,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
35,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
36,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
37,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
38,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
39,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
40,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
41,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
42,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
43,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
44,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
45,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
46,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
47,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
48,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
49,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
50,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
51,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
52,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
53,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
54,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
55,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
56,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
57,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
58,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
59,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
60,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
61,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
62,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
63,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
64,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
65,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
66,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
67,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
68,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
69,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
70,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
71,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
72,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
73,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
74,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
75,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
76,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
77,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
78,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
79,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
80,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
81,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
82,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
83,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
84,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
85,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
86,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
87,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
88,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
89,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
90,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
91,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
92,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
93,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
94,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
95,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
96,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
97,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
98,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
99,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
100,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
101,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
102,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
103,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
104,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
105,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
106,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
107,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
108,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
109,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
110,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
111,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
112,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
113,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
114,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
115,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
116,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
117,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
118,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
119,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
120,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
121,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
122,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
123,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
124,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
125,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
126,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
127,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
128,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
129,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
130,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
131,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
132,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
133,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
134,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
135,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
136,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
137,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
138,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
139,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
140,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
141,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
142,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
143,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
144,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
145,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
146,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
147,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
148,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
149,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
150,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
151,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
152,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
153,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
154,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
155,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
156,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
157,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
158,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
159,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
160,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
161,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
162,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
163,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
164,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
165,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
166,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
167,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
168,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
169,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
170,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
171,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
172,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
173,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
174,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
175,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
176,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
177,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
178,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
179,1808,5980,6264,1292,1292,1292,2973,2973,2973,2566,2566,2566,2566,2566,2566,2566,2566,2566,2973,5543,3172,743,1307,382,773,743
