ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55
30,639,639,639,454,186,186,654,518,605,186,556,0,666,0,512,345,791,345,743,743,413,209,743,704,711,563,799,799,527,799,527,527,563,408,563,408,418,749,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
31,14,373,108,179,788,618,387,35,132,395,707,417,417,130,555,555,555,338,328,35,723,709,411,715,306,411,318,318,400,140,140,481,84,84,84,84,84,84,84,275,275,275,275,275,275,275,313,313,313,313,313,220,184,220,220,220
32,197,197,565,184,188,272,401,213,374,93,292,131,121,764,764,389,803,92,237,237,156,273,425,425,425,273,273,273,273,273,273,31,425,425,425,425,425,425,425,425,245,303,245,245,245,245,237,237,237,237,210,210,245,210,245,245
33,214,214,179,562,275,354,331,661,278,2,77,151,434,434,502,297,325,590,10,521,151,10,558,807,513,401,487,502,31,502,502,121,193,193,121,11,121,121,193,807,193,193,193,193,193,193,31,193,193,507,71,71,493,493,71,71
34,174,390,321,321,770,702,407,765,427,804,501,390,584,691,575,489,811,575,157,390,390,390,390,36,390,572,572,572,572,390,390,390,390,390,390,390,390,390,572,390,390,390,575,575,575,575,575,575,575,575,575,575,575,575,575,575
35,308,620,625,757,5,89,797,214,169,133,469,647,671,32,671,745,32,357,647,797,508,647,397,292,508,508,508,508,508,508,508,508,448,448,448,275,480,110,110,540,540,540,508,797,540,508,540,677,677,596,540,508,540,508,508,752
36,145,395,174,35,220,129,712,7,145,667,339,45,45,741,507,507,507,741,134,373,507,507,774,507,507,507,346,346,346,346,386,386,386,386,386,386,346,386,283,283,283,618,618,618,283,313,179,179,80,169,346,86,80,80,80,80
37,321,407,736,356,230,37,377,41,676,356,356,133,356,356,66,524,524,66,107,66,107,524,524,37,789,230,400,305,305,400,4,4,44,44,44,44,403,82,377,377,377,377,377,377,84,313,84,734,734,82,313,183,734,206,206,206
38,32,32,403,345,13,157,752,41,703,752,459,752,459,13,293,318,318,318,51,293,293,293,745,293,258,258,321,321,321,321,321,293,313,313,313,313,313,313,313,313,313,313,313,313,211,211,211,211,211,211,211,417,370,370,370,417
39,366,456,633,570,625,633,522,572,683,35,547,129,79,220,220,220,220,220,220,281,383,281,281,125,220,174,174,174,174,220,220,129,129,174,224,187,129,129,220,220,220,129,340,340,340,340,340,340,340,340,340,340,340,340,340,340
40,54,55,180,515,381,633,564,760,258,800,79,592,80,80,80,712,680,680,0,720,592,592,626,712,712,712,712,538,538,673,775,775,775,775,220,174,132,389,220,220,220,220,220,224,224,309,220,220,309,220,220,220,220,184,184,184
41,714,354,354,180,545,402,59,66,317,311,76,74,777,299,352,778,778,352,38,69,278,153,5,352,156,781,234,276,233,209,276,244,209,344,344,320,408,299,408,55,320,55,320,772,672,199,142,320,560,246,246,320,243,641,761,761
42,80,80,306,687,502,348,724,533,747,771,33,249,269,226,269,269,322,31,340,628,340,689,31,311,368,269,269,341,633,633,633,647,340,647,647,368,54,340,533,340,533,533,69,533,533,111,131,533,69,533,111,111,88,233,533,533
43,220,6,620,487,213,392,169,237,129,31,346,6,360,481,31,35,256,171,31,237,237,31,31,31,31,31,264,11,264,264,712,712,712,712,712,166,665,463,131,347,131,131,166,389,269,269,269,269,224,224,224,224,269,224,224,11
44,28,28,28,171,28,178,287,326,779,457,137,137,326,137,28,28,28,28,28,28,262,262,262,28,28,137,28,28,28,137,28,137,137,137,28,137,137,137,137,137,137,28,383,383,383,28,28,28,28,28,28,28,28,28,28,28
45,308,59,130,130,130,349,5,130,130,692,130,353,130,130,114,130,130,130,130,130,130,130,130,385,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,157,760,506,422,259,789,458,382,181,594,160,317,311,370,545,335,137,345,394,259,107,317,301,316,517,517,168,137,254,335,509,158,509,158,158,158,317,317,166,84,84,84,317,317,317,159,345,166,166,166,166,166,166,166,166,166
47,354,80,150,80,137,637,624,42,83,337,605,319,620,620,53,282,33,717,354,104,112,24,224,224,34,34,34,34,34,34,34,34,34,34,202,329,318,318,318,800,800,34,34,34,202,78,34,34,34,34,34,34,34,34,202,202
48,148,335,40,86,318,692,310,76,402,549,314,314,14,241,241,241,241,241,241,14,14,14,314,14,241,241,321,321,241,184,78,78,78,241,61,241,399,399,162,162,162,162,319,318,248,248,248,248,399,248,248,353,353,353,318,353
49,470,752,113,56,392,208,191,698,651,674,427,763,250,801,306,33,491,491,297,372,386,386,372,750,372,347,58,441,441,287,287,287,287,257,292,292,292,107,555,555,103,103,107,113,257,113,113,257,257,81,81,81,81,81,81,81
50,294,419,181,119,810,237,255,34,7,105,105,161,346,548,698,309,309,567,379,379,416,416,318,318,103,145,145,145,145,145,734,734,734,145,145,375,375,375,375,375,375,375,375,375,375,375,375,21,257,375,375,375,21,257,257,140
51,86,281,75,525,80,264,575,784,0,75,319,195,75,75,75,243,243,75,107,75,107,319,107,0,319,346,580,580,75,75,251,256,31,174,274,196,196,409,575,575,19,19,196,196,30,30,196,196,196,789,789,361,361,308,361,361
52,314,363,208,81,0,499,715,78,53,797,283,514,764,190,241,631,353,677,190,241,671,241,3,243,243,241,243,675,243,5,5,5,243,243,693,241,702,140,243,243,243,243,243,243,243,243,243,243,243,243,243,243,505,23,23,243
53,132,87,478,372,191,14,746,190,362,495,0,417,366,366,166,346,367,360,177,290,360,177,360,260,254,712,166,7,111,7,27,7,7,7,283,200,283,27,200,27,27,27,200,200,200,200,200,200,200,281,147,147,147,156,294,270
54,344,93,132,316,466,101,571,466,168,62,754,559,169,62,36,36,111,559,364,364,389,364,203,746,490,382,466,777,110,424,110,151,151,249,249,249,77,151,151,151,56,56,56,167,9,167,167,553,167,167,180,180,180,180,180,180
55,171,70,313,241,206,545,370,213,417,161,161,729,288,723,155,651,546,79,79,546,288,155,155,45,110,110,110,110,162,433,45,433,433,433,433,433,433,433,433,433,433,45,45,433,45,45,433,433,433,433,162,433,162,162,162,162
56,596,589,589,356,123,332,41,127,34,278,249,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,230,123,123,123,123,168,168,168,123,45,13,13,524,123,123,676,270,270,270,270,270,270,133,133,133,133
57,654,654,448,110,496,110,495,610,593,790,340,593,41,41,161,399,399,94,94,399,330,84,84,295,189,41,280,280,280,280,280,295,295,295,295,295,295,295,280,295,189,189,189,189,189,189,148,416,189,329,329,485,54,22,22,22
58,346,195,174,805,363,703,698,185,363,604,678,177,162,434,79,354,678,678,678,678,374,177,177,651,177,177,177,177,177,604,604,604,604,177,278,278,278,374,241,208,208,208,115,115,319,319,319,45,319,45,45,45,45,45,45,45
59,13,749,556,291,293,517,109,417,768,197,110,643,653,376,126,126,293,403,293,403,403,403,293,293,653,293,308,308,308,448,194,376,752,376,259,159,752,66,159,159,159,159,159,159,159,159,656,656,656,656,656,159,159,159,159,159
60,650,650,193,372,809,695,255,719,810,79,269,229,269,202,202,115,348,348,761,362,678,462,462,543,543,543,543,543,36,543,543,757,757,757,757,757,809,809,809,809,548,584,446,189,714,644,189,584,584,809,584,584,584,584,584,584
61,667,289,6,192,632,680,281,274,148,223,250,287,86,480,58,390,287,390,287,250,340,42,42,250,250,250,250,236,42,42,42,310,95,95,250,30,289,51,289,774,42,42,42,250,42,390,390,4,250,150,362,362,253,362,362,362
62,718,445,203,458,437,206,723,129,533,169,329,31,53,347,347,313,577,177,100,347,100,203,35,277,673,203,42,277,203,203,203,620,620,620,100,193,193,95,193,193,193,543,193,193,193,510,657,95,362,95,95,95,95,95,95,95
63,86,107,477,151,387,335,387,211,133,58,418,781,222,206,520,790,395,395,293,395,224,395,317,335,335,335,335,690,194,310,310,310,20,310,20,345,71,20,20,20,20,20,20,20,20,20,20,20,20,20,179,20,20,32,20,32
64,166,166,166,80,404,414,456,570,196,626,264,806,220,806,774,109,109,528,665,220,220,256,220,179,30,220,404,166,166,166,129,129,166,166,3,129,220,220,220,220,220,174,174,169,169,169,169,169,169,169,174,23,23,23,23,23
65,580,179,147,248,736,308,273,225,131,734,105,446,105,691,105,105,334,105,547,225,334,105,105,105,179,105,340,340,340,224,224,224,224,224,224,106,224,224,224,224,334,269,224,224,174,174,174,174,174,174,174,174,174,174,174,174
66,57,57,57,270,86,191,560,648,391,248,351,565,161,729,71,71,71,296,118,201,201,201,201,201,201,102,211,211,9,9,3,102,102,102,333,433,433,433,102,333,333,111,102,179,333,238,111,111,179,179,102,102,102,102,102,102
67,35,328,170,407,269,790,540,613,346,213,480,340,724,480,780,744,427,754,456,760,760,502,724,658,486,407,557,656,565,656,656,656,656,600,600,407,407,551,456,695,699,4,506,506,506,367,506,367,140,140,140,506,506,506,506,515
68,90,90,345,293,377,382,84,140,353,469,734,735,289,379,379,297,297,548,99,99,338,338,620,259,259,156,156,84,317,181,356,356,356,356,356,356,87,296,87,87,87,87,87,87,377,353,99,99,99,317,99,99,284,316,316,284
69,581,581,757,86,768,240,647,161,762,762,577,560,647,414,160,715,259,399,551,551,127,127,682,616,616,5,241,605,249,356,356,356,51,333,333,333,143,143,143,145,805,805,66,805,87,87,87,313,313,313,145,145,145,145,145,145
70,126,513,19,377,575,587,596,630,196,649,471,139,248,139,636,115,139,444,682,444,444,444,660,444,728,728,766,253,253,790,790,790,682,682,253,253,253,127,417,417,417,417,127,127,127,127,143,417,143,143,417,760,760,417,127,804
71,161,625,137,618,294,431,159,786,53,645,645,157,361,648,406,133,133,641,641,800,159,159,159,159,293,293,293,293,293,5,5,159,361,159,159,159,159,159,159,159,159,159,222,159,159,159,159,159,159,159,159,159,159,159,159,159
72,234,140,210,791,254,306,391,164,245,241,70,140,111,247,238,702,702,247,247,179,179,287,49,49,111,129,702,309,309,207,207,140,49,49,49,207,49,207,207,207,207,207,49,280,280,280,49,280,280,280,256,256,283,283,268,268
73,21,660,420,645,43,143,511,74,209,311,783,783,653,653,779,779,633,779,536,536,718,447,788,38,38,748,522,748,148,427,427,792,433,433,447,427,427,427,536,536,536,536,536,536,536,536,447,779,779,610,610,779,38,38,234,38
74,399,244,36,457,506,252,437,65,792,10,389,325,98,175,643,150,643,34,184,144,275,748,274,440,440,440,340,98,440,34,21,21,21,326,326,98,98,326,326,326,226,226,226,326,326,154,154,154,154,154,154,154,154,326,250,250
75,724,724,216,225,299,41,274,293,345,157,146,146,51,51,472,182,196,196,146,146,146,293,146,157,157,157,157,157,157,157,157,157,157,157,157,146,157,157,50,157,157,50,220,50,50,220,220,220,220,220,220,220,220,220,220,281
76,282,673,1,64,290,458,459,216,781,249,171,95,326,326,488,778,64,64,64,64,520,64,370,389,298,64,64,64,64,64,64,155,64,64,64,547,64,309,309,309,309,309,332,171,171,171,171,171,171,332,171,332,171,171,171,171
77,469,154,124,16,180,197,465,77,592,715,370,60,60,648,457,83,20,501,467,340,457,129,457,457,457,457,457,209,586,586,209,209,718,718,586,593,633,633,633,633,151,151,214,214,310,771,151,214,214,352,132,771,771,132,132,132
78,149,149,149,400,64,38,64,11,479,11,173,173,686,245,686,686,686,173,92,11,173,358,686,686,686,686,64,64,64,64,686,64,64,64,64,64,64,64,64,64,204,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
79,185,64,308,264,192,353,358,436,764,250,54,156,417,389,389,389,26,347,65,578,578,43,414,389,389,43,578,43,578,6,43,669,669,578,370,43,370,370,370,132,370,43,252,64,64,64,64,64,64,64,64,64,64,64,64,64
80,472,156,296,196,593,223,182,766,166,167,397,558,397,558,186,618,791,184,184,184,536,336,184,27,447,447,388,495,762,495,495,433,618,433,533,533,533,732,271,271,271,271,387,271,271,271,271,271,62,506,135,506,135,155,155,17
81,312,509,329,774,252,346,220,384,11,196,761,295,539,231,177,373,539,140,257,193,319,319,45,289,429,372,23,373,23,23,23,23,23,23,23,346,346,23,23,23,23,23,23,23,23,23,23,23,174,174,174,174,174,174,174,174
82,547,562,75,218,387,26,309,119,237,237,224,104,35,104,237,88,455,455,346,531,346,455,28,28,500,237,724,24,334,334,237,237,190,340,190,340,340,220,269,106,174,174,174,174,174,174,174,174,334,334,220,220,220,220,220,220
83,491,237,305,225,104,509,357,677,49,342,686,686,174,514,514,514,509,524,360,360,388,388,578,540,540,540,540,457,457,540,540,675,675,675,509,677,514,514,264,791,791,791,791,791,791,387,387,264,0,0,791,791,791,791,791,791
84,175,400,409,698,407,187,95,774,667,589,728,157,523,244,244,244,481,179,23,456,179,123,23,293,400,400,400,400,377,377,377,377,400,377,377,506,377,400,377,682,377,377,377,377,189,207,207,207,361,361,189,361,361,361,361,251
85,393,44,629,352,160,393,543,421,484,484,484,318,371,613,227,613,730,195,393,222,222,393,393,393,393,66,393,393,393,393,393,645,222,41,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,317,317,629,132,259,317,305,96,234,133,476,44,305,160,345,160,301,317,676,20,543,543,543,160,305,133,133,676,676,676,676,133,133,133,133,335,133,335,5,5,380,380,317,380,380,380,380,317,380,380,181,133,293,329,380,318
87,403,159,656,159,168,59,570,259,394,159,126,595,102,336,387,259,259,376,376,308,308,308,376,376,570,259,259,308,308,308,308,308,308,308,308,376,308,308,308,308,376,376,308,308,403,168,308,168,376,376,376,376,376,376,376,376
88,476,123,476,607,71,145,506,503,379,319,218,517,285,610,618,626,248,52,88,356,52,594,345,297,382,382,382,356,100,356,356,805,805,805,805,805,805,805,805,805,805,356,356,356,356,356,356,356,66,66,66,66,66,66,66,66
89,41,569,347,374,332,778,761,688,359,431,217,311,779,431,402,608,155,155,155,32,394,394,608,608,718,718,771,718,156,397,156,156,32,484,422,422,422,778,484,750,750,229,229,481,229,229,229,229,229,229,229,287,287,287,750,33
90,805,805,674,376,259,72,560,394,229,345,583,126,551,760,222,107,186,394,690,690,107,676,288,288,288,288,288,320,690,317,317,288,288,288,288,317,8,8,317,8,293,293,288,382,382,382,376,376,376,376,168,168,168,168,168,168
91,508,508,70,549,53,70,403,403,143,763,82,82,128,128,288,288,316,338,316,338,403,175,403,403,403,156,156,382,403,403,403,382,382,382,175,82,82,402,541,13,376,13,13,13,82,734,99,734,99,99,99,317,168,168,168,168
92,51,51,394,379,259,159,72,259,32,259,317,394,320,85,320,72,137,72,317,317,72,72,72,317,605,288,355,259,376,376,376,376,376,376,259,760,376,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
93,86,86,86,96,5,510,86,474,604,621,407,575,86,86,736,86,86,548,86,548,548,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,619,592,583,54,602,40,517,264,471,75,751,671,801,679,717,463,784,364,717,364,717,717,312,512,36,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312
95,472,758,679,792,80,723,477,170,366,396,19,756,86,111,648,727,86,100,100,100,581,144,30,105,86,105,290,174,174,182,182,182,182,182,86,256,86,86,182,130,86,231,231,86,231,86,86,86,86,86,86,281,281,281,86,86
96,319,420,281,390,248,28,143,183,23,23,23,97,572,143,145,97,145,145,273,45,264,45,584,584,584,584,248,584,248,248,248,248,248,667,667,667,667,390,390,390,390,390,390,496,390,496,390,390,390,390,390,390,390,390,496,496
97,223,258,171,409,179,754,604,40,88,769,701,431,479,409,698,40,40,115,159,115,115,115,678,19,757,757,757,757,757,757,51,757,757,342,386,342,386,342,386,342,342,342,386,386,342,386,177,177,177,177,177,177,177,342,342,342
98,805,805,351,235,353,744,347,40,22,224,224,533,362,154,128,187,65,510,65,362,177,384,127,273,273,86,273,273,273,273,36,386,386,386,100,86,86,86,86,86,86,86,86,86,86,273,86,273,273,273,273,273,273,273,273,273
99,763,496,691,555,775,758,674,780,776,728,728,789,789,508,508,508,423,508,508,508,508,472,728,728,468,674,468,468,674,674,674,674,674,472,472,472,472,472,472,472,615,615,674,705,705,705,705,736,705,736,736,409,211,705,705,705
100,92,340,121,359,531,432,354,772,55,107,221,221,482,781,221,777,320,377,137,597,14,662,408,232,232,422,422,412,359,662,408,343,8,8,8,8,8,71,422,447,422,422,214,140,74,214,74,373,174,442,174,96,96,174,174,174
101,285,794,676,794,259,65,548,596,548,794,473,473,473,794,794,794,794,794,189,794,794,44,53,53,53,753,753,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794
102,49,607,381,381,690,133,377,143,692,314,374,734,313,14,14,159,190,190,190,161,89,89,678,649,338,407,407,205,356,205,205,313,313,768,251,145,145,145,145,145,145,145,145,145,145,145,278,145,278,278,278,278,651,278,145,278
103,13,13,733,416,552,372,35,0,29,208,283,607,21,420,420,420,310,310,310,287,366,287,741,741,787,245,487,487,487,487,487,136,136,136,136,647,221,287,712,329,741,741,377,329,741,741,255,255,129,255,280,280,280,280,280,179
104,523,523,521,549,583,238,757,583,416,177,448,557,454,769,119,123,447,557,557,535,447,447,384,614,614,614,614,614,614,614,614,614,614,592,592,583,583,594,184,184,68,68,184,184,614,614,224,224,372,372,372,224,614,614,614,614
105,479,662,306,586,374,370,374,180,315,654,197,457,115,711,253,571,484,593,484,735,590,689,261,779,284,779,299,142,173,271,386,386,284,151,151,151,108,108,151,9,9,9,69,69,69,69,180,180,9,9,9,9,9,9,9,9
106,451,74,662,771,249,490,37,754,269,229,433,333,271,506,768,320,768,320,320,320,320,320,320,320,320,557,557,557,359,359,681,681,681,159,681,553,750,233,692,692,570,692,692,570,570,215,215,215,215,215,215,215,215,215,215,215
107,775,192,731,613,169,31,176,176,388,25,25,33,33,11,398,354,328,348,229,169,169,169,223,383,383,383,383,233,233,233,233,223,223,223,233,63,223,233,233,233,233,233,233,233,233,233,9,9,9,9,284,9,9,233,172,374
108,287,287,287,183,398,364,607,253,186,690,107,317,205,205,99,363,363,355,355,257,236,533,301,555,286,555,555,403,740,186,253,186,186,555,555,535,535,535,253,535,564,253,564,564,186,564,564,44,168,168,557,126,126,126,126,126
109,551,4,369,369,396,645,421,421,48,278,221,278,13,278,396,396,24,24,396,396,729,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,24,24,278,278,142,142,142,142,142,142,221,142,142,142,221,142
110,806,674,762,322,111,514,377,574,568,243,691,551,746,679,568,427,427,698,568,568,691,691,568,378,427,568,568,514,568,568,568,568,568,568,210,776,776,603,603,603,603,603,661,603,603,798,798,798,643,758,758,706,706,706,651,798
111,632,632,508,221,148,168,377,133,636,393,573,284,52,126,284,476,118,355,355,290,355,195,132,596,596,596,596,132,132,132,132,476,284,476,164,164,305,164,164,163,305,163,285,163,163,163,163,163,355,355,355,355,355,355,355,163
112,740,212,84,143,161,238,391,127,517,331,689,271,96,274,338,590,32,109,206,418,418,794,418,205,32,573,496,132,109,109,109,109,678,678,200,678,114,678,200,200,109,109,109,109,96,205,205,246,246,205,205,246,205,205,205,205
113,145,322,285,423,108,256,269,45,335,269,31,127,22,351,351,102,581,102,323,205,343,353,351,351,351,590,590,590,353,353,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,770,108,770,108,108,108,108,108,108,108,770
114,290,43,43,665,753,275,487,725,547,489,431,720,145,40,362,322,389,741,389,362,362,247,711,711,93,93,93,93,93,93,93,93,93,175,651,223,413,383,383,93,93,93,93,93,93,93,93,93,93,93,93,346,580,568,580,580
115,175,175,624,380,287,479,598,34,77,379,145,773,250,175,250,250,144,144,179,130,264,590,130,590,637,637,130,287,101,77,329,329,257,77,29,29,29,361,29,257,329,361,77,77,77,361,361,361,361,361,287,379,361,287,379,379
