ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55
93,103,86,776,805,615,160,550,157,86,722,100,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,411,547,203,92,61,360,677,78,480,657,657,480,364,657,312,539,480,736,736,671,312,312,512,312,573,231,312,512,512,523,347,312,312,312,149,312,312,312,149,699,312,312,584,104,728,114,648,312,149,312,312,157,547,547,157,157
95,7,216,702,600,295,93,517,100,727,231,256,30,30,86,86,237,326,237,86,86,383,323,53,409,14,86,86,86,86,309,149,149,53,149,53,149,149,149,86,149,86,409,86,149,86,149,149,86,306,86,86,86,306,86,86,86
96,572,416,308,35,248,491,6,567,390,248,342,273,45,567,624,134,337,248,134,273,390,134,134,390,390,594,134,177,390,134,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
97,606,269,293,193,223,241,457,652,576,557,760,91,760,609,462,386,609,609,115,386,399,667,372,805,448,58,348,604,115,115,115,604,806,667,45,177,806,177,143,760,604,604,342,604,604,143,177,143,604,620,604,143,143,273,604,604
98,609,195,677,686,506,496,46,134,601,463,362,139,429,429,618,550,134,134,36,36,134,386,569,429,128,36,128,429,128,429,429,429,203,620,134,429,128,550,273,550,550,429,86,273,273,273,550,273,273,550,273,273,273,273,273,273
99,496,631,790,518,509,789,776,597,557,547,786,420,508,508,705,728,763,496,472,776,728,496,518,700,423,793,793,518,793,800,615,615,715,793,518,557,420,333,595,700,518,472,472,472,705,705,615,508,508,472,508,728,728,472,508,472
100,652,185,806,324,599,732,498,55,71,759,110,466,531,426,442,777,466,672,750,777,531,412,92,777,98,174,526,759,174,174,531,320,531,320,412,174,174,140,174,412,174,174,174,174,750,174,174,174,174,379,174,174,174,174,412,412
101,377,403,393,230,493,317,230,230,794,794,473,794,794,794,794,794,794,794,278,278,794,794,794,794,794,794,794,85,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,753,753,794,794,794,794,794,794,794
102,41,805,472,323,597,269,595,321,108,37,119,143,143,399,768,768,143,560,678,313,313,402,70,313,313,143,794,768,145,768,145,296,768,402,145,145,145,145,145,145,356,145,145,145,145,313,145,145,145,143,145,145,288,145,145,145
103,260,290,29,264,134,587,328,607,295,134,306,629,322,280,280,208,49,664,280,578,280,647,149,647,647,283,71,327,179,787,647,741,287,647,647,245,280,280,280,245,287,647,280,363,280,241,329,241,280,310,329,329,329,280,280,280
104,145,129,777,172,662,184,489,419,424,123,713,315,315,447,614,614,447,432,592,447,381,448,467,592,86,449,381,55,384,535,447,592,447,466,432,447,384,614,592,224,614,614,381,447,447,412,614,285,614,466,614,614,614,192,192,0
105,536,406,686,454,711,411,330,571,484,484,484,783,424,761,386,484,253,9,199,180,386,521,111,214,484,593,260,262,593,448,9,386,735,262,9,77,266,69,9,9,9,9,9,466,69,69,293,69,9,9,69,69,9,69,69,9
106,718,368,422,600,303,107,201,247,195,86,428,2,110,703,517,544,229,247,402,322,771,247,247,247,688,451,2,110,759,807,110,2,110,247,33,126,168,322,201,402,217,517,110,557,110,557,557,616,110,110,807,110,110,201,110,110
107,105,393,325,285,32,121,84,388,292,176,33,323,63,63,9,9,401,176,141,383,9,176,262,63,284,284,284,284,176,284,63,63,141,63,9,9,223,63,176,9,9,176,9,233,9,176,374,176,374,176,176,176,176,374,374,176
108,635,214,248,35,211,40,195,380,555,555,380,380,211,555,289,729,363,251,476,476,740,385,248,255,254,740,740,159,740,740,159,253,555,555,555,52,555,160,211,253,253,253,253,253,380,380,380,555,126,253,280,253,253,253,126,393
109,551,44,142,222,183,676,729,278,393,645,403,676,415,807,396,396,396,393,221,221,278,807,393,149,81,221,221,126,278,221,807,221,278,807,277,278,278,13,729,807,24,24,278,369,278,221,807,278,807,396,807,369,142,807,142,278
110,528,340,363,555,611,317,318,481,217,557,255,7,787,487,553,553,645,471,695,364,568,568,57,568,776,643,766,758,621,57,651,602,651,568,776,182,706,762,758,706,578,10,695,695,798,413,413,337,578,337,798,337,337,121,206,337
111,570,651,157,578,677,130,398,775,393,129,385,44,632,149,355,355,314,476,476,285,476,51,314,632,118,314,118,548,167,51,314,51,393,51,314,163,314,314,314,355,131,355,163,163,355,393,305,355,163,285,163,355,393,163,355,355
112,427,285,58,706,742,740,323,400,295,565,632,391,292,142,114,504,205,60,22,205,504,167,323,205,274,323,632,323,205,205,60,205,323,22,562,205,205,195,648,205,200,205,205,391,205,403,205,60,60,60,205,353,60,781,60,22
113,462,141,164,474,655,200,323,248,321,694,205,808,310,108,108,70,210,205,353,205,111,351,353,84,351,108,108,351,108,210,108,269,351,108,210,351,108,108,108,269,257,108,351,351,108,351,205,108,351,266,351,351,351,351,351,351
114,334,810,593,348,231,42,669,438,239,257,778,402,573,714,312,362,158,93,362,729,312,366,366,712,366,389,458,35,239,93,93,93,93,93,93,93,568,541,93,131,239,224,93,93,93,93,323,93,297,53,93,93,131,383,383,93
115,145,0,89,7,250,175,571,64,590,234,326,250,29,77,77,130,77,358,130,130,130,77,29,287,257,29,379,287,77,29,379,130,77,77,130,287,361,29,77,77,77,361,77,29,77,361,287,77,361,77,77,405,77,77,361,184
