ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56
22,648,496,656,596,365,397,138,320,68,759,365,266,266,368,236,506,236,236,266,236,368,368,368,247,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,236,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
23,491,271,371,602,465,466,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
24,71,628,353,45,169,174,101,78,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
25,303,747,91,179,80,21,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
26,139,522,78,101,281,50,147,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
27,289,269,50,6,105,109,86,131,131,131,162,162,162,162,323,378,162,339,378,323,378,323,323,303,323,323,323,378,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,303,323,323,323,323,323,323
28,31,134,803,523,195,136,22,22,22,136,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,22,323,323,323,323,323,323,323,323,323,323,323,323,323,22,323,323,22,323,323,323,323,323,22
29,736,278,560,485,495,334,208,367,12,395,364,364,364,79,364,131,364,364,79,323,364,323,323,364,323,364,364,148,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,364,323,323,323,323,323,323,303,323,323,323,323,323,323
30,586,526,735,562,245,245,373,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,84,245,245,245,245,245,245,245,245
31,701,667,667,26,189,371,381,208,224,190,224,224,231,231,231,309,0,245,224,231,245,245,148,245,245,231,231,245,245,245,245,245,245,245,245,245,245,245,245,245,245,231,245,245,245,245,245,245,231,245,231,245,121,245,245,231,245
32,443,35,245,695,339,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,166,245,245
33,550,496,496,805,794,535,285,398,593,48,194,484,377,48,194,128,32,794,48,794,794,48,32,321,48,48,43,794,794,48,48,794,43,321,794,794,794,48,109,48,794,109,43,794,48,48,794,32,794,48,134,128,48,236,794,794,128
34,803,677,669,499,569,177,19,177,177,342,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,362,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
35,588,625,547,569,722,671,794,51,36,321,321,321,321,321,128,321,321,671,321,321,321,321,321,321,321,36,321,321,321,321,321,321,321,321,321,321,36,321,321,321,321,321,321,321,321,321,321,321,321,321,128,321,321,321,321,321,321
36,603,234,77,695,224,121,245,237,379,292,379,379,379,379,270,270,379,184,270,270,184,270,184,270,270,270,270,270,270,184,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
37,16,615,615,570,65,20,70,188,555,270,84,306,270,119,119,270,119,119,270,270,270,270,270,270,270,40,270,270,270,270,270,270,270,270,195,270,270,270,270,270,195,270,270,195,270,270,270,270,270,270,270,270,270,270,270,270,270
38,18,721,18,317,605,14,314,735,16,516,516,314,114,394,314,314,313,394,394,114,114,115,314,16,394,394,394,394,394,68,394,394,82,115,394,394,394,158,394,394,115,211,114,394,394,394,394,394,297,297,314,394,32,32,394,32,394
39,367,511,253,405,184,132,371,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
40,571,711,240,245,135,121,381,35,35,238,238,35,224,6,131,224,6,166,6,309,166,166,35,224,166,166,224,166,149,166,35,166,166,224,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
41,204,592,549,382,166,195,235,370,166,166,132,132,132,7,166,166,166,132,166,166,166,166,132,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,132,166,132,166,132,166,166,7,7,132,7,166,166
42,656,770,753,789,119,272,131,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
43,6,318,65,111,309,334,340,28,340,340,340,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
44,171,92,96,250,340,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,673,130,130,130,97,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,14,488,382,189,22,228,759,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
47,145,805,747,380,80,137,131,339,131,148,148,148,303,339,303,131,339,303,303,339,339,364,297,102,330,330,102,295,245,339,339,245,295,339,396,396,245,121,231,303,79,121,245,295,295,295,102,79,174,295,130,174,121,121,174,174,121
48,790,698,179,243,152,375,161,179,241,241,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,207
49,761,367,385,251,5,283,179,161,161,103,103,103,251,251,251,103,161,103,103,161,103,103,161,161,207,161,103,161,161,161,103,161,161,161,161,161,161,161,161,161,161,103,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
50,266,89,294,339,149,281,23,207,23,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
51,468,595,281,378,23,346,207,280,260,255,207,203,251,207,58,207,58,280,58,58,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,161,161,207,58,207,161,207,207,207,207,207,207,207,207,207
52,449,270,656,93,290,34,295,191,4,191,60,102,169,102,327,280,58,207,385,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,329,207,58,207,207,207,207,207,207,207,207,207
53,269,396,103,551,318,385,385,349,385,179,161,263,161,161,161,161,280,385,319,161,161,161,161,161,161,385,207,385,385,161,161,161,161,207,161,280,385,207,161,207,58,161,207,207,207,207,207,207,161,103,207,103,207,207,207,207,207
54,121,119,159,135,622,394,338,313,313,313,313,313,313,313,313,313,313,313,313,313,386,198,386,313,313,313,313,322,322,322,322,322,322,84,322,322,313,322,322,313,313,322,16,16,322,16,313,313,16,16,313,313,322,197,291,330,71
55,147,33,739,394,145,16,114,16,734,16,114,114,734,16,734,16,16,16,16,734,734,734,16,734,114,734,678,114,734,734,16,678,678,734,734,734,114,734,734,114,734,734,114,734,734,16,734,734,734,114,587,114,114,114,114,734,114
56,676,65,313,126,376,259,323,72,300,16,16,313,16,167,678,678,469,16,16,16,734,16,16,16,16,734,516,16,365,16,16,516,16,386,386,313,365,386,386,365,386,386,386,16,399,386,16,322,16,16,729,386,322,253,253,399,365
57,106,140,110,164,270,22,237,88,224,88,88,88,88,88,88,367,88,88,367,88,19,367,367,367,367,208,367,367,367,367,367,19,32,367,367,367,367,367,327,367,367,208,367,41,367,367,367,367,41,367,367,367,367,367,367,388,388
58,508,5,138,41,89,390,145,145,145,145,365,145,365,6,145,365,145,6,6,6,6,145,6,6,6,6,6,140,145,145,367,224,224,224,140,6,224,140,224,224,367,224,6,6,367,224,163,367,224,121,367,224,224,224,224,224,224
59,159,126,317,308,0,274,306,334,93,88,88,88,88,88,88,165,88,367,367,88,165,165,367,367,367,367,88,367,208,367,388,367,367,367,367,388,353,367,367,367,388,388,388,388,367,388,367,367,388,367,367,388,388,388,388,388,388
60,650,36,509,808,567,213,213,248,238,40,238,95,127,127,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
61,695,447,677,700,42,185,95,185,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
62,184,108,250,211,764,95,95,95,95,95,95,362,95,95,95,95,95,95,95,95,238,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,121,95,95,121,95,95
63,221,115,635,682,333,281,255,208,255,105,190,280,109,174,130,59,140,146,174,225,12,130,174,202,202,223,202,295,202,202,295,202,223,12,174,179,169,174,179,174,12,263,174,256,366,202,23,23,23,256,115,23,41,381,41,188,385
64,243,33,260,400,121,171,260,174,174,225,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
65,138,303,64,312,26,19,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,518,333,310,285,402,179,275,179,196,194,385,196,380,375,66,13,123,117,335,293,196,117,117,159,66,66,66,66,66,66,66,66,66,66,66,123,403,222,403,403,66,159,66,403,117,117,356,335,66,335,66,335,335,66,66,168,66
67,237,492,495,381,305,126,107,126,126,66,66,107,126,107,126,66,66,393,393,393,393,66,66,66,393,393,66,66,66,393,66,66,66,66,293,66,66,66,66,259,66,66,66,66,66,66,66,37,66,293,66,66,66,66,66,259,66
68,763,114,99,277,99,393,67,393,99,393,393,393,393,393,393,393,66,393,393,66,66,393,66,393,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,18,66,66
69,551,246,51,321,107,356,181,13,222,181,181,181,181,181,222,222,99,222,181,181,181,222,222,222,222,181,222,13,13,181,99,181,222,181,13,222,222,181,222,181,222,222,181,222,181,259,181,181,222,181,181,181,181,181,181,181,181
70,714,168,45,356,355,259,181,181,181,222,181,181,181,222,222,222,222,222,222,222,222,222,222,99,376,222,99,99,99,222,222,222,222,99,293,222,222,222,222,222,222,355,222,222,133,355,355,355,259,355,376,259,355,222,355,355,259
71,168,734,742,296,293,293,293,293,293,222,293,293,293,222,293,222,293,66,222,222,222,259,222,222,133,222,222,222,222,222,222,133,222,133,222,222,222,393,393,222,222,222,222,393,222,393,133,133,222,393,259,133,222,393,393,393,393
72,263,406,395,311,158,309,158,328,169,129,197,377,169,377,49,192,93,49,308,106,377,377,377,93,106,106,377,93,106,49,49,377,106,97,93,106,106,106,106,49,347,377,106,106,178,106,178,178,93,347,377,377,178,377,377,106,178
73,21,159,406,629,413,98,25,25,25,25,25,25,25,25,25,25,73,25,73,73,106,73,73,73,25,73,25,25,73,73,57,73,358,73,73,73,73,73,358,57,73,358,73,73,73,57,73,73,57,57,73,90,73,73,73,57,57
74,374,352,463,282,234,252,252,252,252,252,252,217,217,217,217,217,217,217,76,76,217,76,76,124,76,124,76,124,76,76,124,124,124,124,76,124,124,124,124,76,76,124,124,76,76,76,124,124,76,76,124,76,124,76,76,124,76
75,506,109,222,492,135,105,111,111,111,377,285,285,285,252,252,252,357,284,252,284,252,284,357,252,252,252,111,357,252,357,8,357,152,8,357,8,8,8,8,8,252,8,357,8,8,363,363,8,357,8,8,8,357,357,8,357,8
76,399,778,467,479,11,247,358,358,358,358,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,81,81,8,8,8,81,8,81,81,8,8,8,8,8,8,8,8,8
77,771,530,16,354,8,77,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
78,149,384,192,680,282,170,326,326,17,298,17,17,17,17,38,173,17,17,17,173,38,38,38,38,17,38,38,38,38,38,38,46,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
79,26,703,810,390,369,300,124,38,17,38,38,38,38,38,38,38,38,38,343,38,38,38,38,38,38,17,343,343,343,38,38,343,38,38,38,38,343,343,359,38,38,359,38,359,343,359,38,38,359,359,359,343,359,153,359,153,38
80,229,630,777,735,9,89,2,311,38,74,38,153,359,38,38,343,153,38,343,343,343,38,343,38,343,38,38,343,343,343,343,343,343,343,343,343,38,343,38,343,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
81,79,185,601,347,185,303,213,213,213,79,79,79,213,79,213,213,213,213,213,213,213,213,213,213,213,213,213,213,200,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
82,691,166,98,171,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,511,491,12,387,98,193,193,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,376,163,152,135,380,393,393,403,421,421,393,393,393,393,393,393,393,393,393,393,99,393,393,296,393,393,393,99,393,393,393,393,393,393,99,393,99,99,99,99,99,393,99,99,376,99,99,376,99,99,99,393,393,99,99,99,393
85,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,99,393,393,393,393,393,393,99,99,393,393,99,393,99,393,393,99
86,618,317,248,356,168,168,259,355,168,66,99,376,222,66,393,66,393,66,393,376,376,376,393,66,393,66,66,222,67,222,99,355,259,393,259,222,259,293,296,259,393,259,376,222,222,393,259,393,393,393,376,393,376,393,99,222,222
87,107,355,317,133,345,403,403,403,376,376,376,376,376,376,376,376,259,376,376,376,376,376,133,259,376,376,133,376,133,376,259,376,376,376,355,376,183,376,376,376,376,183,183,183,355,376,355,355,355,133,376,133,355,355,355,376,376
88,301,314,403,211,402,13,355,403,126,403,376,259,403,376,183,183,376,355,259,376,259,376,376,376,376,376,376,376,376,376,355,376,376,376,376,376,376,259,376,376,259,376,376,376,376,376,376,376,126,376,288,376,376,376,376,376,376
89,732,170,115,283,386,72,72,126,288,317,126,126,376,376,126,126,126,376,126,376,376,376,376,376,690,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
90,259,376,168,99,133,44,403,259,99,99,99,133,355,222,393,355,393,296,393,393,393,296,393,393,393,393,393,393,393,393,393,393,393,222,393,393,393,393,99,99,393,99,393,393,393,99,393,99,393,99,393,99,393,393,99,393,393
91,476,89,126,353,13,376,168,393,393,393,393,393,99,393,296,393,183,355,99,99,99,393,99,99,99,393,99,393,183,183,99,99,183,183,393,99,393,222,183,222,99,222,99,183,222,355,183,355,99,296,183,393,222,393,296,99,393
92,317,259,394,99,222,222,126,107,181,181,181,222,222,181,66,222,222,222,66,222,222,181,222,222,222,222,222,222,293,222,222,222,222,222,99,222,222,66,222,222,99,99,222,99,99,222,222,183,99,181,183,393,99,99,99,99,99
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,177,86,321,86,321,321,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,273,86,86,86,86,342,86,273,86,86,86,86,342,86,86,86
94,292,245,569,712,489,548,714,714,203,581,86,86,86,86,86,86,86,86,86,86,657,86,86,86,86,86,86,86,86,86,446,86,446,86,446,86,446,446,572,86,572,86,86,86,86,86,86,769,86,86,769,86,86,86,86,773,86
95,679,573,520,241,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,674,187,416,556,19,19,342,657,342,273,548,139,139,139,273,203,134,134,134,203,203,203,139,139,139,203,203,203,203,203,342,139,273,342,134,203,342,203,134,134,342,273,134,342,342,342,342,134,134,134,134,139,139,342,134,273,342
97,686,463,414,134,604,273,273,100,321,273,525,273,273,86,273,273,273,203,203,203,203,273,139,203,273,203,273,139,273,203,273,273,273,273,203,273,273,139,86,139,273,273,139,273,203,273,273,273,273,273,273,273,342,273,273,273,273
98,246,156,459,620,434,620,620,434,620,657,620,572,657,620,576,429,429,134,576,657,86,273,657,273,134,657,134,213,657,213,177,86,657,139,86,657,273,569,657,134,657,657,657,273,177,273,273,134,134,134,134,134,134,273,273,134,134
99,190,190,140,651,264,248,109,169,169,109,398,328,398,48,194,327,194,264,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,48,398,398,398,398,398,398,398,398,398,398,398,377,398,398,398
100,31,252,154,309,282,282,32,233,140,320,284,320,214,46,398,398,214,48,71,398,71,142,371,211,786,398,398,142,285,398,48,398,194,3,304,71,398,71,398,74,48,48,285,295,48,194,377,398,211,313,337,211,105,148,398,105,211
101,361,230,420,703,145,361,194,216,377,194,48,48,48,48,194,194,48,361,48,194,194,230,194,194,194,194,128,194,194,128,194,48,194,128,194,194,48,48,378,194,194,48,378,128,378,378,128,378,128,378,194,378,194,378,378,384,378
102,140,318,53,60,5,353,353,353,114,114,353,114,353,353,104,382,248,382,382,248,197,140,382,140,140,388,255,365,140,197,140,367,140,140,365,140,274,367,140,388,365,388,365,140,388,140,365,388,365,274,309,140,140,166,365,166,31
103,363,110,720,802,140,213,388,388,165,165,140,140,30,255,365,274,140,255,255,255,140,140,140,140,140,255,140,255,140,255,140,140,140,140,255,140,255,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
104,79,566,773,317,195,195,95,308,373,0,0,308,184,308,224,184,184,184,224,83,95,14,14,14,184,184,165,95,95,95,121,121,165,224,95,95,387,95,95,95,95,95,95,95,95,387,387,95,95,387,95,95,95,95,95,95,95
105,402,195,624,9,77,282,299,282,204,215,401,77,332,77,77,1,77,77,77,77,326,77,326,326,77,77,284,204,3,176,326,176,176,284,204,176,176,284,176,176,176,176,176,284,369,176,176,176,17,116,116,176,240,176,176,369,176
106,778,661,367,14,354,284,344,215,299,401,299,176,176,176,176,176,176,176,176,282,176,176,176,176,176,236,176,204,176,176,176,176,204,176,176,204,176,176,176,176,176,176,176,176,176,176,176,176,204,176,176,176,176,176,176,176,176
107,363,669,401,370,401,285,284,282,284,240,282,282,176,176,176,176,176,176,176,240,176,176,176,176,326,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,253,176,176,176,176,176,176
108,712,555,790,217,126,175,168,259,376,296,259,259,376,183,183,376,183,183,183,183,259,293,393,376,355,293,183,293,67,67,67,259,67,67,376,259,259,345,293,393,67,259,67,67,293,67,259,67,222,293,293,67,67,259,67,67,67
109,126,390,369,126,632,133,194,293,194,67,676,345,67,67,293,703,676,222,676,676,356,196,37,222,293,676,293,345,690,676,421,690,196,690,293,196,293,222,421,293,222,356,676,345,66,345,345,345,293,222,296,293,222,690,196,296,376
110,804,792,747,213,46,476,72,345,37,345,345,67,376,293,72,72,67,259,259,355,355,355,376,259,259,293,293,259,259,67,67,259,67,355,259,259,259,355,376,259,67,259,67,67,293,67,259,67,293,259,259,67,355,355,67,67,355
111,163,163,84,49,295,7,405,7,405,6,405,405,130,405,405,286,130,286,351,286,131,351,286,286,286,286,351,286,286,286,286,286,286,286,286,286,286,286,286,286,286,20,20,20,20,351,20,20,20,351,351,20,205,20,351,205,20
112,549,805,74,676,114,211,351,351,351,316,316,286,286,20,316,316,195,286,22,286,286,20,286,286,286,286,351,211,286,286,20,20,20,286,14,286,286,20,286,286,286,351,286,286,286,286,286,286,286,286,195,286,286,286,286,286,286
113,89,354,176,662,14,195,289,358,47,274,274,286,286,20,20,286,20,286,20,286,286,20,286,286,286,286,20,20,286,20,286,286,286,286,286,286,286,286,20,286,286,286,286,286,286,286,286,286,286,286,20,286,286,286,20,286,286
