ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73
25,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,162,144,206,677,430,313,230,230,230,215,314,283,430,430,99,99,189,331,331,331,331,319,319,319,430,430,430,430,430,430,430,430,430,430,430,430,430,430
26,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,162,430,0,430,404,404,404,323,372,372,84,99,99,99,313,331,331,331,331,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430
27,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,59,300,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306
28,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,324,59,54,389,306,306,266,335,619,425,520,520,135,135,135,135,135,135,135,111,111,111,111,358,358,274,111,358,358,306,306,306,306,306,306,306,306,306,306
29,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,59,59,59,192,59,59,59,59,59,59,59,59,59,59,162,162,300,306,306,147,520,520,153,181,181,181,181,271,271,271,271,271,380,380,380,380,380,380,380,380,380,380,380,380,380,229,229,229,229,229,229,229,229
30,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,144,166,166,53,166,678,811,437,418,277,277,757,161,250,8,8,8,8,214,214,214,8,332,332,332,214,98,98,98,98,98,98,98,98,166,166,166,166,166
31,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,99,313,166,166,166,449,509,509,1,65,6,166,362,362,362,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
32,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,59,59,59,59,59,59,59,59,59,162,144,144,166,497,449,449,551,65,47,47,12,378,226,226,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
33,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,162,13,72,353,101,101,89,82,63,4,181,181,181,319,319,319,319,130,130,130,130,130,130,430,430,430,430,314,314,314,314,314,314,314,314,185,215,215
34,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,99,99,72,152,36,231,484,356,316,151,151,244,244,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
35,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,59,59,59,59,59,59,59,59,59,59,99,157,117,142,75,75,105,105,125,326,73,73,57,57,57,117,117,117,117,117,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,72,72,72
36,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,59,59,216,192,59,59,59,59,59,59,59,59,59,59,162,162,162,238,144,238,604,460,242,250,250,6,6,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
37,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,162,162,162,162,810,810,760,6,6,6,232,422,210,210,210,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
38,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,345,59,59,59,59,59,59,59,59,59,162,300,217,238,233,124,217,217,15,144,144,144,238,15,15,414,414,238,238,172,172,238,238,238,238,238,238,238,70,70,70,111,70,70,70,70,238,238
39,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,391,59,59,78,176,66,848,50,247,247,247,247,263,87,424,273,273,273,237,237,237,237,111,111,111,256,256,256,256,256,256,256,256,256,256,256,256,400,400
40,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,59,59,216,192,59,59,59,59,59,59,59,59,59,59,144,162,162,78,238,851,222,20,438,20,20,20,20,778,778,134,134,261,395,55,55,55,55,55,55,30,30,30,30,30,30,30,30,42,42,42,42,78,78
41,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,59,59,59,59,59,59,59,59,59,78,59,59,78,78,34,88,113,387,106,292,423,278,95,278,95,278,95,95,32,32,32,32,32,278,278,150,150,150,150,150,150,150,78,78,32,32,32,32
42,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,59,59,59,59,59,59,59,59,59,162,144,144,49,49,49,412,221,117,240,240,215,215,316,316,316,72,72,72,72,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,113,113,113
43,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,59,321,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
44,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,144,162,162,430,49,49,13,13,75,13,185,185,185,185,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
45,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,99,99,59,162,162,7,781,135,425,135,135,135,337,337,337,214,214,214,337,388,260,260,260,150,150,31,202,202,202,202,202,202,202,202,202,202,202,202,202,202
46,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,99,430,203,833,648,595,849,696,524,240,240,261,261,6,6,6,6,6,240,240,240,156,156,156,260,273,7,7,7,7,7,7,7,7,7,303,303,303
47,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,59,48,7,129,129,129,746,129,39,39,39,39,7,7,7,7,7,7,7,7,7,7,132,132,132,132,132,132,132,132,132,132,64,64,64,64,7,7
48,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,144,162,313,313,313,182,638,182,437,437,12,12,12,119,119,119,119,119,119,406,406,406,406,406,406,406,406,313,313,313,313,313,405,405,405,405,405,313
49,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,144,295,162,324,313,313,313,430,695,695,102,119,184,184,262,262,262,196,39,100,100,391,391,115,115,115,115,7,7,7,7,7,7,7,21,21,21,21,21,21
50,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,59,59,59,59,59,59,59,59,59,59,162,49,122,313,36,36,4,51,289,289,394,394,394,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,162,308,308,308,225,606,415,692,136,202,202,202,202,172,448,448,308,422,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172
52,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,59,59,377,405,432,66,432,14,180,405,235,235,434,310,310,310,814,814,310,310,310,310,310,310,433,433,433,433,433,433,433,433,433,433,433,433,433,433
53,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,59,59,59,59,59,59,59,59,59,162,144,162,313,308,182,847,178,370,370,354,250,47,679,369,331,331,698,331,289,289,260,260,289,42,42,42,369,369,369,172,172,42,42,42,42,271,271,42
54,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,162,162,272,218,820,165,230,230,365,365,214,349,339,368,368,233,233,233,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
55,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,162,300,218,189,218,549,368,368,102,234,234,315,233,233,233,300,300,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
56,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,162,430,102,218,491,266,144,303,229,229,229,163,360,22,269,109,109,109,109,233,233,233,233,233,109,109,109,109,297,127,127,127,127,127,127,127,82,82
57,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,99,272,410,725,14,435,435,73,341,214,214,73,73,82,57,82,82,55,82,73,73,392,392,392,392,392,73,73,73,73,73,73,392,392,392,392,392,392
58,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,99,433,54,59,410,410,533,97,97,131,46,33,33,33,275,402,402,402,258,275,275,275,275,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,231,231
59,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,162,300,36,410,206,114,165,413,199,85,19,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410
60,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,162,144,5,415,404,345,655,233,262,262,262,65,65,65,65,65,415,415,415,415,415,415,5,5,5,5,209,209,209,209,209,209,415,415,195,195,415,415,415,415
61,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,59,59,59,59,59,59,59,59,59,162,162,162,262,415,74,262,262,857,414,414,414,7,7,7,7,221,221,221,221,221,111,111,260,415,415,415,415,415,24,24,24,24,344,24,24,24,24,415
62,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,59,59,59,59,59,59,59,59,99,162,144,162,415,415,461,246,98,497,227,12,12,12,415,12,12,12,415,12,12,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415
63,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,430,59,306,306,713,107,107,190,190,190,383,22,22,22,22,383,421,421,421,421,421,68,68,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421
64,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,31,162,324,148,148,595,322,404,17,202,26,32,322,322,322,322,34,143,143,160,160,160,160,211,211,211,160,160,160,160,160,374,374,374,374,374,374,216,216
65,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,59,59,216,192,59,59,59,59,59,59,59,59,59,59,59,300,99,27,148,8,8,8,148,148,280,280,280,148,148,22,24,24,148,3,3,148,148,148,255,148,148,148,148,148,148,148,148,148,148,148,148,148,148
66,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,99,59,430,162,78,322,407,690,95,95,587,587,408,408,95,269,269,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
67,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,306,59,78,179,179,423,824,687,714,673,751,463,463,136,95,95,95,95,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,179,179
68,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,99,99,99,58,428,176,156,157,52,725,725,725,426,364,364,179,269,269,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
69,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,54,265,377,377,377,10,203,225,424,593,361,730,694,761,730,730,730,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377
70,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,59,59,59,59,59,59,59,59,59,59,59,162,377,593,593,25,761,761,761,761,594,594,83,83,83,387,264,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377
71,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,216,192,59,345,59,59,59,59,59,59,59,59,256,132,377,377,377,677,519,87,814,845,845,845,777,777,467,467,467,467,467,467,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377
72,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,162,144,49,166,386,277,119,769,574,469,65,416,101,101,101,840,840,840,469,105,596,105,345,345,345,345,345,47,681,681,47,47,5,5,5,5,5,5,5,5
73,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,162,162,178,277,344,411,133,193,193,262,317,551,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,5,5,5,5,5,47
74,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,162,277,277,307,1,1,469,651,415,415,88,88,76,259,88,88,88,205,205,47,47,415,415,415,415,277,277,277,277,277,277,277,277,277,277,277,277,277
75,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,144,300,99,359,86,359,363,320,305,618,363,265,265,265,194,194,194,263,265,263,187,187,187,187,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294
76,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,285,99,192,90,797,635,635,119,119,240,240,240,113,113,42,359,178,42,42,42,42,42,42,42,42,42,31,273,273,273,273,273,273,273,273,273,273,273
77,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,59,59,216,192,59,59,59,59,59,59,59,59,99,59,59,59,306,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359
78,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,300,59,324,31,31,31,150,74,31,368,39,39,39,368,368,364,88,88,88,88,88,88,290,290,283,283,283,283,283,283,358,283,283,283,283,283,283,283,283
79,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,54,54,31,145,324,324,188,36,2,106,404,404,404,404,135,349,349,135,306,306,306,360,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
80,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,99,272,60,384,82,8,31,89,82,75,282,282,220,302,302,82,814,82,82,82,82,82,82,82,82,82,814,814,253,253,253,814,814,814,814,814,253,253
81,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,144,162,4,4,795,799,469,469,204,204,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
82,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,59,59,59,59,59,59,59,59,59,162,162,4,4,200,334,244,847,847,416,416,344,345,345,354,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15
83,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,162,7,272,88,193,193,200,200,200,200,369,430,430,99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
84,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,162,99,285,285,211,212,426,356,356,190,190,135,223,355,355,355,190,41,41,41,41,41,41,358,358,358,358,358,41,157,157,157,157,157,157,157,157,157
85,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,99,99,285,285,285,390,59,842,135,135,81,421,169,169,169,169,169,224,224,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
86,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,162,59,59,192,59,345,59,59,59,59,59,59,59,59,59,99,99,285,285,309,181,181,210,720,221,221,804,804,221,221,283,283,283,283,283,190,190,190,253,202,202,202,202,180,180,180,180,180,180,180,180,180,180
