ids,epoch_0,epoch_1,epoch_2
394,106,58,324
395,272,390,17
396,251,121,106
397,106,436,99
398,218,181,106
399,435,681,19
400,818,59,169
401,501,338,338
402,524,48,264
403,129,214,99
404,536,216,332
405,129,469,416
406,849,416,119
407,197,119,76
408,116,116,57
409,36,580,26
410,713,60,60
411,46,46,187
412,287,803,190
413,170,348,10
414,318,67,172
415,273,273,67
416,119,11,256
417,306,240,380
418,253,253,380
419,58,66,370
420,84,197,12
421,262,721,345
422,246,413,249
423,423,204,237
424,167,198,237
425,22,70,165
426,40,296,223
427,403,440,402
428,255,255,255
429,19,19,19
430,371,19,349
431,22,91,3
432,797,145,359
433,459,152,252
434,145,145,145
435,116,367,367
436,869,543,338
437,62,691,607
438,179,179,50
439,565,748,415
440,485,156,371
441,636,71,216
442,672,158,320
443,255,255,148
444,19,238,238
445,22,464,139
446,40,345,62
447,687,223,170
448,134,357,383
449,222,41,35
450,770,791,345
451,718,854,416
452,19,73,340
453,390,192,387
454,583,311,563
455,27,275,387
456,211,175,55
457,811,811,42
458,380,223,24
459,326,808,374
460,352,273,73
461,435,106,326
462,307,307,307
463,525,307,353
464,392,392,178
465,383,22,22
466,375,211,179
467,639,549,296
468,676,6,161
469,300,300,256
470,132,541,23
471,442,272,247
472,127,435,377
473,10,24,41
474,159,197,59
475,672,81,217
476,380,305,390
477,139,356,22
478,598,156,252
479,305,367,363
480,625,249,175
481,403,317,262
482,15,99,391
483,166,393,120
484,353,98,98
485,98,47,406
486,874,415,18
487,815,399,18
488,577,449,789
489,404,366,185
490,515,240,59
491,143,49,366
492,565,115,138
493,21,418,310
494,787,391,246
495,42,333,211
496,375,144,141
497,421,309,424
498,241,585,253
499,222,222,222
500,588,271,243
501,220,59,27
502,664,211,355
503,664,600,216
504,211,37,37
505,91,546,43
506,121,537,278
507,798,192,79
508,211,58,223
509,202,390,348
510,435,431,377
511,279,751,377
512,282,282,241
513,506,719,435
514,371,371,58
515,553,21,435
516,144,315,155
517,145,185,128
518,240,75,74
519,871,46,134
520,341,793,323
521,755,391,344
522,93,381,224
523,166,254,411
524,573,209,101
525,796,154,826
526,314,15,252
527,73,857,720
528,155,336,336
529,83,305,390
530,390,390,390
531,783,453,296
532,617,706,384
533,695,526,225
534,27,660,649
535,403,403,403
536,586,442,515
537,496,172,435
538,27,192,309
539,382,41,24
540,88,6,396
541,824,404,167
542,317,84,259
543,221,229,231
544,155,150,331
545,489,190,22
546,405,225,242
547,399,260,422
548,254,102,437
549,551,73,119
550,819,406,62
551,703,405,193
552,28,28,28
553,840,856,280
554,581,28,436
555,413,847,62
556,870,217,279
557,684,243,191
558,284,345,61
559,233,499,182
560,664,250,245
561,173,796,200
562,119,40,417
563,738,738,362
564,830,581,83
565,292,221,271
566,58,282,211
567,393,393,163
568,203,593,225
569,869,315,430
570,390,260,299
571,624,225,171
572,725,374,105
573,714,418,196
574,461,667,42
575,503,209,406
576,714,413,169
577,476,166,319
578,251,251,347
579,26,34,31
580,620,393,35
581,692,275,264
582,143,412,814
583,448,422,498
584,204,308,423
585,152,406,172
586,383,383,107
587,190,161,255
588,682,371,271
589,431,223,402
590,422,369,187
591,281,356,173
592,200,8,430
593,135,257,435
594,62,401,73
595,572,123,404
596,175,412,74
597,337,337,337
598,590,41,163
599,341,108,350
600,372,209,184
601,76,209,209
602,476,737,47
603,128,429,254
604,317,317,709
605,354,362,330
606,359,64,40
607,110,40,279
608,32,105,40
609,564,235,351
610,758,39,293
611,290,369,290
612,402,251,371
613,71,665,71
614,160,275,34
615,366,287,287
616,6,165,358
617,145,71,268
618,793,426,297
619,70,555,85
620,142,41,79
621,31,106,430
622,447,645,143
623,850,850,384
624,580,771,52
625,269,355,363
626,480,619,733
627,126,381,24
628,71,258,258
629,224,275,33
630,214,214,394
631,117,318,328
632,746,62,746
633,87,17,578
634,59,59,170
635,247,27,41
636,10,348,10
637,390,468,66
638,469,644,79
639,404,76,9
640,73,344,119
641,525,502,307
642,566,175,495
643,137,137,377
644,842,262,696
645,298,119,254
646,512,63,295
647,489,322,22
648,757,257,379
649,412,309,197
650,187,187,305
651,159,37,380
652,92,32,422
653,600,122,70
654,169,394,37
655,308,308,5
656,273,273,400
657,340,296,7
658,303,87,266
659,152,33,268
660,124,88,293
661,259,259,259
662,259,259,259
663,128,154,36
664,587,76,396
665,575,204,405
666,110,110,3
667,240,70,320
668,22,43,41
669,230,404,404
670,171,352,171
671,215,366,325
672,626,577,279
673,673,48,160
674,418,370,40
675,764,643,239
676,27,27,274
677,829,239,139
678,116,43,231
679,369,102,375
680,207,207,309
681,637,175,328
682,526,125,73
683,589,404,102
684,332,332,430
685,331,68,300
686,759,723,275
687,283,379,165
688,392,290,237
689,374,350,555
690,395,303,306
691,369,143,366
692,826,75,131
693,586,216,136
694,842,272,272
695,16,80,80
696,54,371,19
697,323,240,303
698,38,370,155
699,88,477,9
700,166,746,88
701,454,465,362
702,535,126,474
703,187,712,187
704,677,577,7
705,109,109,109
706,608,109,568
707,710,208,425
708,720,412,319
709,314,255,145
710,837,199,319
711,78,208,68
712,187,505,207
713,741,295,169
714,723,122,121
715,384,281,281
716,240,331,281
717,237,822,422
718,150,683,86
719,27,829,264
720,514,393,368
721,412,181,36
722,111,111,372
723,225,261,64
724,31,24,143
725,252,253,135
726,819,5,5
727,824,159,148
728,853,322,174
729,182,218,57
730,169,366,15
731,840,9,204
732,58,58,58
733,59,17,322
734,181,15,381
735,24,402,26
736,368,380,260
737,146,283,172
738,132,398,181
739,267,507,787
740,365,433,189
741,637,205,205
742,406,499,205
743,600,600,347
744,290,378,290
745,756,240,86
746,165,361,22
747,461,47,12
748,200,685,112
749,138,503,353
750,268,108,74
751,787,150,383
752,175,247,166
753,110,93,381
754,422,5,303
755,66,339,348
756,229,221,118
757,428,297,435
758,244,244,151
759,371,395,55
760,78,380,288
761,415,212,196
762,257,2,231
763,79,424,407
764,229,423,192
765,178,21,404
766,372,372,372
767,4,372,372
768,141,244,49
769,637,109,185
770,40,119,49
771,256,389,350
772,435,26,127
773,619,683,389
774,122,150,58
775,761,283,519
776,361,155,58
777,181,150,63
778,188,200,412
779,752,637,371
780,11,404,268
781,349,19,309
782,259,84,362
783,465,133,400
784,497,12,12
785,204,469,9
786,763,529,677
787,562,530,418
788,796,655,36
789,92,148,150
790,42,42,290
791,145,381,150
792,294,363,91
793,871,221,219
794,692,279,377
795,350,140,696
796,769,531,416
797,51,481,164
798,735,87,101
799,826,200,167
800,172,427,172
801,401,2,202
802,422,158,281
803,336,159,88
804,297,125,341
805,798,73,341
806,158,377,103
807,275,264,149
808,614,49,354
809,449,415,426
810,204,495,438
811,698,698,184
812,415,475,362
813,205,414,375
814,4,205,205
815,741,370,145
816,228,228,228
817,97,79,97
818,137,423,523
819,752,450,25
820,180,265,7
821,68,295,217
822,162,257,158
823,17,121,60
824,426,620,158
825,9,230,551
826,112,787,330
827,47,47,47
828,487,721,327
829,358,97,415
830,338,572,166
831,632,14,14
832,829,261,106
833,554,40,155
834,106,314,328
835,255,234,234
836,79,162,174
837,770,247,752
838,64,293,256
839,642,249,262
840,166,144,130
841,394,375,292
842,273,264,10
843,531,531,332
844,121,121,332
845,40,205,406
846,777,31,127
847,3,64,358
848,180,180,180
849,619,390,160
850,552,67,157
851,781,387,351
852,18,156,243
853,31,90,294
854,43,41,388
855,873,280,337
856,348,646,488
857,673,840,297
858,317,429,212
859,39,224,396
860,734,475,154
861,256,250,268
862,225,225,225
863,97,67,214
864,571,480,659
865,83,361,203
866,576,706,606
867,427,253,172
868,581,832,350
869,427,289,292
870,396,276,396
871,396,396,396
872,396,684,396
873,794,206,205
874,154,302,82
875,648,722,328
876,542,258,180
877,358,692,369
878,358,338,24
879,372,130,166
880,207,503,291
881,810,622,161
882,709,535,316
883,163,319,316
884,731,267,757
885,296,817,328
886,469,188,254
887,8,507,752
888,644,215,188
889,575,30,82
890,256,129,214
891,430,430,430
892,290,644,316
893,335,316,316
894,185,305,296
895,48,48,156
896,473,176,49
897,36,530,317
898,262,118,415
899,722,495,345
900,610,383,286
901,582,218,58
902,381,684,369
903,156,27,27
904,724,272,170
905,422,382,422
906,200,197,200
907,204,234,362
908,866,849,182
909,219,54,132
910,260,380,107
911,763,678,182
912,469,404,21
913,433,204,88
914,9,115,133
915,751,374,374
916,377,137,308
917,380,24,331
918,181,221,356
919,521,254,317
920,520,684,119
921,354,551,47
922,503,791,497
923,329,246,195
924,32,74,256
925,175,391,15
926,581,310,424
927,787,140,12
928,707,119,277
929,5,246,9
930,79,288,363
931,194,283,203
932,595,733,350
933,325,356,356
934,376,424,143
935,593,24,174
936,566,628,405
937,780,415,312
938,573,475,76
939,504,128,644
940,59,185,296
941,489,57,171
942,651,651,420
943,250,679,175
944,53,637,113
945,275,60,94
946,138,138,371
947,247,139,300
948,418,406,166
949,188,204,42
950,76,283,200
951,186,75,417
952,463,303,384
953,318,117,318
954,340,185,183
955,283,752,376
956,298,808,8
957,274,814,282
958,309,202,202
959,27,274,405
960,55,230,677
961,169,731,229
962,647,437,292
963,214,200,397
964,858,502,307
965,178,385,246
966,131,60,281
967,414,275,231
968,536,299,273
969,164,57,119
970,400,677,10
971,72,258,384
972,130,138,241
973,62,375,62
974,381,393,302
975,254,411,254
976,372,469,329
977,404,329,112
978,287,666,110
979,110,110,110
980,14,43,24
981,752,294,294
982,424,275,197
983,94,211,194
984,105,105,105
985,105,105,105
986,184,1,1
987,156,71,351
988,116,33,421
989,113,19,194
990,79,34,382
991,151,127,121
992,234,325,123
993,102,267,196
994,150,91,165
995,512,390,436
996,639,212,293
997,176,405,130
998,300,130,315
999,666,689,405
1000,474,643,40
1001,592,415,589
1002,333,673,80
1003,221,357,79
1004,401,283,128
1005,186,703,549
1006,401,294,350
1007,344,218,7
1008,870,347,347
1009,506,58,138
1010,91,531,165
1011,40,222,91
1012,210,300,279
1013,138,737,91
1014,746,416,117
1015,167,414,138
1016,88,88,51
1017,317,268,76
1018,0,395,314
1019,310,328,88
1020,268,268,404
1021,429,106,173
1022,204,326,173
1023,203,594,746
1024,443,468,190
1025,690,571,858
1026,207,826,72
1027,164,168,57
1028,401,173,601
1029,791,384,404
1030,298,404,404
1031,417,404,404
1032,64,209,246
1033,45,418,418
1034,520,329,329
1035,32,128,185
1036,126,194,7
1037,26,194,349
1038,668,368,169
1039,523,407,78
1040,614,756,315
1041,380,88,129
1042,91,431,18
1043,497,383,262
1044,321,161,372
1045,230,319,36
1046,60,17,151
1047,607,99,99
1048,210,391,37
1049,127,576,127
1050,436,70,271
1051,640,150,163
1052,546,214,40
1053,274,87,87
1054,370,93,240
1055,70,93,93
1056,190,190,190
1057,713,223,190
1058,383,179,190
1059,379,379,379
1060,494,60,297
1061,379,379,379
1062,814,305,324
1063,318,239,398
1064,167,269,165
1065,221,555,411
1066,43,261,165
1067,307,310,230
1068,367,287,305
1069,795,428,17
1070,258,355,258
1071,11,423,85
1072,348,309,309
1073,811,198,78
1074,692,823,17
1075,256,777,2
1076,593,446,60
1077,138,120,406
1078,589,399,101
1079,452,395,172
1080,468,202,309
1081,143,287,348
1082,143,382,383
1083,6,6,6
1084,64,119,133
1085,649,874,78
1086,65,249,249
1087,233,233,323
1088,92,338,84
1089,819,121,35
1090,121,677,121
1091,332,247,130
1092,705,362,330
1093,47,47,65
1094,254,787,330
1095,67,79,214
1096,77,46,54
1097,804,435,106
1098,262,88,769
1099,404,411,254
1100,76,192,325
1101,403,140,254
1102,297,125,125
1103,694,258,111
1104,318,318,318
1105,119,353,254
1106,128,566,318
1107,282,430,326
1108,298,234,316
1109,117,117,117
1110,478,35,200
1111,422,83,35
1112,400,400,106
1113,98,98,200
1114,318,208,405
1115,456,555,72
1116,279,770,222
1117,719,267,261
1118,689,107,138
1119,716,198,348
1120,331,34,320
1121,348,320,382
1122,292,237,204
1123,861,406,204
1124,746,246,392
1125,309,341,349
1126,534,359,31
1127,798,423,192
1128,590,67,267
1129,0,0,182
1130,259,344,18
1131,703,188,405
1132,69,290,286
1133,369,366,252
1134,279,160,369
1135,229,120,43
1136,182,464,20
1137,335,335,247
1138,43,521,191
1139,205,597,614
1140,76,184,1
1141,98,76,254
1142,787,307,411
1143,761,251,162
1144,822,337,368
1145,710,633,261
1146,77,22,148
1147,198,198,745
1148,423,374,211
1149,230,230,200
1150,314,195,329
1151,279,112,178
1152,181,105,365
1153,469,622,217
1154,234,433,234
1155,575,858,306
1156,470,752,752
1157,855,423,418
1158,214,325,325
1159,349,214,404
1160,696,74,326
1161,436,363,5
1162,22,187,41
1163,612,290,290
1164,215,150,365
1165,169,302,393
1166,8,350,178
1167,460,743,120
1168,463,63,165
1169,173,301,814
1170,22,43,150
1171,214,396,105
1172,223,252,368
1173,279,798,295
1174,288,519,109
1175,569,480,191
1176,382,382,382
1177,95,95,363
1178,143,41,790
1179,679,497,51
1180,575,219,118
1181,267,328,328
1182,394,92,254
1183,406,314,385
1184,347,444,200
1185,320,52,124
1186,319,24,18
1187,534,552,220
1188,353,321,397
1189,541,321,90
1190,576,443,568
1191,93,122,210
1192,200,325,82
1193,668,804,274
1194,167,351,361
1195,720,563,122
1196,875,714,121
1197,402,225,152
1198,229,152,152
1199,144,431,120
1200,303,401,74
1201,400,294,274
1202,185,521,215
1203,844,124,144
1204,370,124,91
1205,615,234,91
1206,580,544,208
1207,441,272,83
1208,571,99,136
1209,347,243,40
1210,229,92,260
1211,770,295,369
1212,255,148,3
1213,253,361,271
1214,288,288,3
1215,729,165,122
1216,41,190,121
1217,819,365,255
1218,404,110,396
1219,279,332,63
1220,469,372,365
1221,46,5,212
1222,71,122,81
1223,703,137,48
1224,175,353,309
1225,637,323,181
1226,201,326,400
1227,607,395,172
1228,247,562,167
1229,214,347,167
1230,860,436,337
1231,211,240,240
1232,868,155,155
1233,361,305,348
1234,320,363,348
1235,41,320,320
1236,128,366,122
1237,586,281,155
1238,181,181,49
1239,817,383,290
1240,639,319,257
1241,214,138,139
1242,824,724,468
1243,278,156,263
1244,843,225,158
1245,567,292,7
1246,484,151,194
1247,382,382,390
1248,122,347,394
1249,660,489,38
1250,566,694,666
1251,176,287,27
1252,672,72,68
1253,192,424,301
1254,315,64,4
1255,804,643,405
1256,174,79,221
1257,420,230,129
1258,524,135,135
1259,265,265,348
1260,624,190,148
1261,517,430,360
1262,783,476,356
1263,291,291,381
1264,291,430,381
1265,470,189,189
1266,325,268,76
1267,841,182,161
1268,839,21,405
1269,136,136,272
1270,687,167,430
1271,202,719,26
1272,151,368,106
1273,579,128,268
1274,244,57,342
1275,66,71,79
1276,192,288,240
1277,303,94,355
1278,791,335,360
1279,210,362,161
1280,130,254,230
1281,135,260,127
1282,815,300,145
1283,82,113,175
1284,418,45,399
1285,404,404,102
1286,138,577,381
1287,281,125,145
1288,679,431,181
1289,800,154,21
1290,344,181,181
1291,250,283,215
1292,826,366,73
1293,374,151,137
1294,827,523,348
1295,146,49,270
1296,41,41,41
1297,170,159,422
1298,198,210,77
1299,725,288,358
1300,79,79,187
1301,690,423,297
1302,313,452,826
1303,673,673,408
1304,558,804,95
1305,663,441,148
1306,741,587,220
1307,724,590,425
1308,761,156,67
1309,156,856,425
1310,782,856,496
1311,237,237,237
1312,552,468,237
1313,237,237,237
1314,7,172,49
1315,332,375,216
1316,36,4,58
1317,361,647,394
1318,664,12,245
1319,49,49,49
1320,793,278,374
1321,43,289,63
1322,278,278,278
1323,525,187,380
1324,396,123,214
1325,586,826,344
1326,501,190,121
1327,415,261,20
1328,531,63,404
1329,265,68,275
1330,107,141,336
1331,279,279,261
1332,71,50,71
1333,158,58,57
1334,752,106,199
1335,305,240,202
1336,571,186,69
1337,304,25,239
1338,350,274,816
1339,870,398,43
1340,42,375,205
1341,303,303,309
1342,375,367,296
1343,765,698,50
1344,423,192,275
1345,334,334,73
1346,3,253,290
1347,83,261,302
1348,138,238,37
1349,294,256,99
1350,76,88,112
1351,83,390,190
1352,372,63,133
1353,446,446,387
1354,434,10,358
1355,75,72,402
1356,208,31,282
1357,844,114,368
1358,728,32,42
1359,677,186,21
1360,114,213,91
1361,71,79,303
1362,368,368,368
1363,446,116,399
1364,438,334,75
1365,372,318,411
1366,262,317,197
1367,677,814,256
1368,237,214,250
1369,505,736,407
1370,598,250,412
1371,868,317,254
1372,22,371,22
1373,521,521,204
1374,646,297,80
1375,249,249,140
1376,697,533,565
1377,191,216,216
1378,212,12,47
1379,561,110,143
1380,97,873,126
1381,129,178,133
1382,417,128,171
1383,421,421,71
1384,780,378,436
1385,35,366,192
1386,417,366,325
1387,344,461,416
1388,760,760,186
1389,202,208,440
1390,21,21,21
1391,136,771,408
1392,264,348,16
1393,482,113,127
1394,15,7,167
1395,736,842,272
1396,441,198,163
1397,326,128,74
1398,286,755,375
1399,226,365,166
1400,337,302,326
1401,143,66,59
1402,425,468,257
1403,529,477,310
1404,267,818,171
1405,753,113,223
1406,70,70,202
1407,259,259,47
1408,11,523,373
1409,217,217,138
1410,418,246,226
1411,582,40,40
1412,103,59,275
1413,673,771,228
1414,8,8,8
1415,407,390,428
1416,106,33,54
1417,59,363,361
1418,328,161,430
1419,672,373,373
1420,440,368,290
1421,783,207,38
1422,174,371,58
1423,156,42,12
1424,408,517,624
1425,752,119,75
1426,158,79,32
1427,51,411,411
1428,351,228,170
1429,299,0,199
1430,664,305,94
1431,774,141,137
1432,35,106,366
1433,497,378,259
1434,675,178,233
1435,63,82,752
1436,384,141,128
1437,192,231,380
1438,98,238,436
1439,279,870,37
1440,362,213,12
1441,320,320,320
1442,181,9,392
1443,484,484,113
1444,375,91,299
1445,149,428,199
1446,303,288,34
1447,194,5,194
1448,150,150,150
1449,416,133,438
1450,841,757,35
1451,393,203,203
1452,232,757,40
1453,771,781,287
1454,480,860,389
1455,412,0,299
1456,246,184,98
1457,655,727,146
1458,526,171,366
1459,87,646,856
1460,160,58,58
1461,422,443,148
1462,379,372,197
1463,239,379,47
1464,92,271,140
1465,712,111,746
1466,514,299,35
1467,602,77,63
1468,723,247,172
1469,305,390,381
1470,688,271,435
1471,279,18,172
1472,384,266,303
1473,211,211,211
1474,326,175,92
1475,12,787,292
1476,24,260,380
1477,421,326,59
1478,138,279,212
1479,82,137,804
1480,646,66,80
1481,462,179,423
1482,698,698,254
1483,755,332,42
1484,593,319,278
1485,794,73,265
1486,651,688,101
1487,98,189,214
1488,295,369,234
1489,263,264,264
1490,753,874,406
1491,523,472,306
1492,287,59,373
1493,231,303,24
1494,332,526,47
1495,374,505,212
1496,54,54,54
1497,455,408,426
1498,171,74,404
1499,741,371,158
1500,79,387,158
1501,446,45,36
1502,576,39,868
1503,325,325,215
1504,257,366,424
1505,4,304,179
1506,212,365,197
1507,663,571,407
1508,361,279,20
1509,150,394,354
1510,484,31,194
1511,105,252,41
1512,308,282,405
1513,320,320,306
1514,157,205,205
1515,363,865,126
1516,771,278,264
1517,4,4,4
1518,205,205,205
1519,382,407,407
1520,6,371,156
1521,875,91,20
1522,83,211,26
1523,320,357,121
1524,69,214,279
1525,279,279,279
1526,172,5,427
1527,190,190,190
1528,352,344,240
1529,133,415,238
1530,237,237,55
1531,283,365,295
1532,798,553,827
1533,185,677,725
1534,260,260,260
1535,682,639,90
1536,254,787,88
1537,6,370,370
1538,752,179,270
1539,371,260,39
1540,154,135,135
1541,8,8,8
1542,467,126,426
1543,848,849,34
1544,724,319,316
1545,26,359,152
1546,694,503,204
1547,3,156,107
1548,166,261,414
1549,203,733,662
1550,308,334,75
1551,170,468,320
1552,327,737,385
1553,736,535,373
1554,619,142,86
1555,172,595,463
1556,445,261,161
1557,412,412,412
1558,75,38,21
1559,407,420,340
1560,760,350,772
1561,222,383,165
1562,372,200,200
1563,159,422,287
1564,712,305,380
1565,492,492,316
1566,650,296,323
1567,283,175,778
1568,371,295,137
1569,144,199,269
1570,127,200,350
1571,101,238,18
1572,167,677,326
1573,413,138,222
1574,420,267,73
1575,395,829,25
1576,12,172,124
1577,770,551,416
1578,198,421,198
1579,867,423,34
1580,32,70,193
1581,160,434,424
1582,496,526,90
1583,382,103,336
1584,404,840,310
1585,380,305,320
1586,162,504,797
1587,387,197,160
1588,154,154,318
1589,767,512,365
1590,211,303,185
1591,504,642,389
1592,209,9,362
1593,41,43,92
1594,723,287,211
1595,212,65,161
1596,753,694,32
1597,753,423,94
1598,375,138,429
1599,588,581,360
1600,237,370,226
1601,316,256,161
1602,426,87,59
1603,514,601,717
1604,583,208,817
1605,469,92,362
1606,197,195,84
1607,255,255,255
1608,14,668,20
1609,91,211,85
1610,55,185,191
1611,279,724,360
1612,766,874,110
1613,413,40,40
1614,466,214,354
1615,206,237,256
1616,138,63,319
1617,658,817,598
1618,389,136,428
1619,415,503,209
1620,180,180,71
1621,155,59,143
1622,155,98,59
1623,407,626,220
1624,240,215,316
1625,12,328,267
1626,754,245,150
1627,281,297,303
1628,770,178,279
1629,535,41,41
1630,684,27,203
1631,51,246,138
1632,223,436,122
1633,222,398,160
1634,530,412,258
1635,401,320,358
1636,844,190,742
1637,34,34,320
1638,436,155,436
1639,873,648,16
1640,150,150,150
1641,217,153,256
1642,222,271,361
1643,422,198,43
1644,84,140,209
1645,109,729,109
1646,70,363,361
1647,500,500,164
1648,320,202,260
1649,215,778,167
1650,322,77,187
1651,495,312,310
1652,575,267,177
1653,303,135,66
1654,152,322,58
1655,466,204,372
1656,371,158,324
1657,396,45,246
1658,362,98,362
1659,135,371,275
1660,244,128,298
1661,390,165,287
