ids,epoch_0,epoch_1,epoch_2
479,6993,1222,1629
480,3055,5826,1315
481,5646,3919,4103
482,5751,109,1315
483,5646,1717,2088
484,5646,5511,474
485,5646,3919,474
486,5646,4932,5990
487,5646,1717,1820
488,5646,4932,5990
489,5646,3942,2373
490,5267,598,2373
491,3055,3942,2373
492,5646,3919,814
493,5646,3919,4103
494,5646,3919,1496
495,4118,5479,6959
496,5646,5826,202
497,6993,1222,202
498,5646,1163,2088
499,5646,1222,2088
500,6091,5826,2088
501,6993,598,2534
502,6993,598,1629
503,6993,4833,2534
504,5751,1222,1315
505,5646,1222,2088
506,6993,5971,2912
507,4118,598,2534
508,6091,1222,202
509,6993,598,1629
510,3055,1895,1432
511,4118,1895,1432
512,3055,1895,2373
513,4118,1458,2373
514,6993,5826,285
515,3055,4313,2373
516,5646,5826,2373
517,6993,3942,2373
518,3995,1350,2373
519,4118,1458,1432
520,3055,1895,2373
521,5646,3919,4103
522,5751,2554,1432
523,5646,3919,4103
524,5646,3919,4103
525,3995,1350,3846
526,5646,3942,3328
527,2038,4025,5500
528,5267,1222,1629
529,6993,598,1315
530,6993,598,1629
531,5646,5826,393
532,3055,5479,2373
533,3055,1350,2373
534,3995,3919,5990
535,4118,2882,4811
536,5751,4025,5990
537,4118,1458,6373
538,4118,3942,1315
539,4118,598,1629
540,5646,3919,4103
541,5646,3919,393
542,3408,3919,393
543,5751,598,1629
544,5646,5826,202
545,5646,5826,202
546,5646,3919,393
547,5267,2554,1629
548,5646,3919,1432
549,3408,3919,2373
550,5646,3919,2088
551,5646,1163,2088
552,4118,1458,6373
553,4118,1458,6459
554,4118,1458,6373
555,5646,5771,2239
556,5646,1717,2088
557,6091,5993,2088
558,5646,3919,4103
559,5646,3919,814
560,5646,1717,2088
561,3995,3919,4103
562,3408,3919,1432
563,5646,3919,305
564,6091,5826,202
565,5267,598,1629
566,6091,5826,202
567,5646,1717,2088
568,4118,4313,2943
569,5646,5771,2088
570,3055,3942,202
571,5646,1350,285
572,4118,2882,6373
573,5646,3919,2088
574,5646,5511,393
575,5646,5511,2273
576,5646,5826,1290
577,5646,1717,2088
578,5646,2026,2088
579,6993,1222,1315
580,5646,109,2943
581,5751,3942,2912
582,3055,3942,1315
583,5267,2554,4555
584,5646,5826,202
585,6091,1222,1315
586,5267,1222,202
587,5267,1222,202
588,4118,598,202
589,6091,1222,202
590,4118,5826,202
591,5646,1350,2373
592,5646,3919,2943
593,3055,965,598
594,5646,1350,2373
595,5646,3377,2373
596,3408,3919,2373
597,4118,598,1315
598,6091,598,202
599,2605,1895,2373
600,5646,3919,474
601,5646,5511,474
602,5646,5511,2088
603,5646,3919,4103
604,5646,4932,5990
605,5646,5511,5990
606,5646,2026,1290
607,5646,5826,2088
608,5267,5353,1290
609,5646,1717,1290
610,5646,4025,393
611,5646,109,2088
612,4118,598,598
613,4118,1222,2843
614,4118,1458,2534
615,3055,3942,2373
616,5751,5826,285
617,6993,598,598
618,4118,1458,2912
619,6091,1222,1315
620,6993,1222,1315
621,3055,1350,2373
622,6993,1222,202
623,2605,965,2843
624,4118,2032,4689
625,4118,598,1315
626,4118,2032,5187
627,6993,598,1629
628,4118,598,1629
629,4118,598,1629
630,5646,5826,2088
631,3408,3919,4103
632,5646,4025,2088
633,4118,965,2373
634,5267,1222,2534
635,6993,598,1315
636,6993,1222,1629
637,4118,1458,2534
638,3055,3942,2373
639,3408,3919,4103
640,3055,3919,4103
641,5646,5511,4103
642,5646,3919,6373
643,4118,4313,6373
644,4118,2882,6373
645,5646,3919,1990
646,5646,5826,202
647,6091,1222,202
648,4118,5826,202
649,5646,3942,1432
650,6993,1222,2534
651,5267,1222,1315
652,6091,1222,1315
653,6091,598,1315
654,6993,598,1315
655,6993,598,1315
656,3055,1895,2373
657,3055,5826,1315
658,3055,3942,1629
659,4118,598,598
660,5646,3919,4103
661,4118,3942,2373
662,5646,3919,4103
663,44,1350,2373
664,5646,5511,474
665,3995,3919,1432
666,5646,1222,1315
667,5267,598,202
668,5267,1222,3470
669,3408,3919,2373
670,3055,1350,2373
671,3995,1350,2373
672,5646,4932,2088
673,5751,3919,1432
674,5646,1717,2088
675,5646,5636,36
676,3995,3919,2373
677,2038,3919,2943
678,4118,3942,1629
679,5646,3942,1315
680,4118,1458,2176
681,5646,3919,2373
682,3055,1350,2373
683,5646,3919,393
684,5646,5826,3516
685,5646,5511,393
686,4118,5826,2298
687,5646,5826,202
688,5646,109,2088
689,4118,2882,4555
690,6993,598,2373
691,3055,3942,2373
692,4118,5479,598
693,5267,1222,202
694,6993,2882,1629
695,4118,1458,2912
696,4118,3942,2843
697,5646,598,202
698,5646,2026,393
699,5646,3919,4103
700,5646,5511,4103
701,5646,4932,474
702,4118,598,202
703,6091,5993,202
704,5646,1717,1629
705,6091,2032,5510
706,4118,2032,4689
707,4118,2882,5510
708,5646,3919,3516
709,5646,5826,2943
710,5646,5826,393
711,4118,1458,2534
712,4118,5993,5382
713,6091,5993,202
714,6091,598,1629
715,3055,3942,1629
716,4118,3942,2843
717,5751,1222,1315
718,5751,5826,202
719,6993,2032,1315
720,5646,4025,814
721,5646,1350,393
722,5646,3919,305
723,5646,2554,1290
724,3055,3942,1629
725,6993,598,1315
726,3055,5826,2622
727,6993,1222,2534
728,6091,598,2534
729,5646,3919,3657
730,5751,5826,2088
731,5646,3919,4103
732,5267,1222,3470
733,4118,598,598
734,5646,1717,1820
735,3055,965,2243
736,5267,1222,1315
737,5646,1350,3508
738,5646,4025,1290
739,3995,3919,4103
740,5646,3919,1290
741,5646,1717,2088
742,5646,5511,3508
743,5646,1717,2088
744,5646,1163,2088
745,6091,1222,1315
746,6091,1222,202
747,5646,4025,4103
748,5646,3919,4103
749,5646,5511,305
750,2038,1350,2373
751,5646,5511,393
752,5646,5771,2088
753,5267,109,1315
754,6993,598,1315
755,3055,3942,1629
756,3055,2882,1432
757,4118,4313,6373
758,5646,1350,2373
759,4118,3942,3328
760,5267,598,1315
761,5646,3919,4103
762,3055,3942,1629
763,4118,598,2534
764,6993,598,1629
765,5646,3919,2373
766,5646,3919,3516
767,5646,3919,3516
768,3055,3942,2373
769,5751,1350,2373
770,3995,3919,2373
771,4118,2882,1432
772,4118,965,2373
773,4118,2882,598
774,5267,5826,285
775,4118,1458,2373
776,5267,5826,285
777,5646,5826,393
778,5646,3919,393
779,5646,5826,1290
780,5646,3919,3193
781,4118,598,1629
782,5646,5511,1017
783,5646,3919,2273
784,5646,5511,4103
785,3995,3919,4103
786,5646,5511,4103
787,5646,4932,814
788,5646,4932,1990
789,5646,109,202
790,5646,1717,1290
791,5646,4025,2088
792,5751,5826,1315
793,2038,4313,2912
794,4118,1895,1432
795,2038,5826,2243
796,5646,5511,474
797,5646,3919,881
798,2038,5636,2912
799,5646,3377,3508
800,6091,598,1315
801,3055,3942,1315
802,5267,2026,3470
803,4118,3942,1315
804,4118,1895,2373
805,4118,1895,2373
806,4118,965,1432
807,4118,598,1315
808,5646,3942,1432
809,6993,598,1315
810,5646,3919,4103
811,5646,5511,4103
812,5646,5511,4103
813,5646,1717,1290
814,5646,3942,1290
815,5751,2026,1290
816,4118,1458,696
817,6993,1458,3126
818,4118,1458,6459
819,5646,3919,2373
820,4118,3942,1315
821,4118,598,1315
822,4118,3942,2373
823,4118,598,6373
824,4118,1458,6373
825,5646,3919,4103
826,5646,3919,4103
827,5751,3919,1432
828,5646,4932,474
829,6993,598,1315
830,5646,4025,1496
831,5646,3919,285
832,5646,3942,3516
833,5646,5826,285
834,5646,5826,2373
835,5646,3919,1290
836,4118,965,2373
837,5646,3919,2273
838,5646,3919,393
839,5646,1717,2088
840,5646,3919,393
841,5267,5771,1290
842,4118,1458,6373
843,5646,4833,814
844,5646,5971,2310
845,5646,5826,2088
846,2038,3942,6373
847,6091,598,1315
848,5751,5636,2373
849,6993,598,2176
850,5267,598,2943
851,4118,1458,2176
852,4118,1458,1315
853,4118,965,1315
854,4118,598,1315
855,4118,1458,105
856,4118,1458,6373
857,4118,1458,2912
858,3408,3919,4103
859,5646,3919,4103
860,5646,5511,4103
861,2708,3919,2373
862,3055,1350,2373
863,4118,598,2912
864,4118,1458,4689
865,4118,1458,6373
866,5646,4025,6038
867,5646,5771,2088
868,2038,2882,2373
869,5646,109,2088
870,3408,3919,4103
871,5646,3919,4103
872,5646,3919,4103
873,5646,3919,2088
874,3408,3919,2373
875,2038,3377,393
876,4118,3942,2176
877,4118,2882,1629
878,4118,598,1315
879,5646,3919,814
880,5646,4025,1496
881,5646,2026,814
882,5646,3919,2373
883,5646,5826,2373
884,2038,1350,2373
885,2038,5826,393
886,5646,3919,4103
887,2038,3919,1432
888,3055,1350,1065
889,3995,3919,2373
890,5646,4932,2088
891,5646,1350,393
892,3055,1350,2373
893,5646,5826,2373
894,3055,3942,202
895,2038,3942,2373
896,5646,5826,2373
897,3995,3919,2373
898,5646,3919,4103
899,5646,5511,4103
900,5646,5826,202
901,5646,5826,285
902,5646,5993,2088
903,6993,598,2534
904,6993,6765,455
905,5267,1222,2088
906,5646,3919,1990
907,5646,3919,305
908,5646,1163,814
909,3055,1350,3328
910,5646,1222,202
911,5646,5511,393
912,5646,3919,4103
913,5646,3919,305
914,5646,3919,4103
915,4118,1458,2176
916,4118,1458,1372
917,5267,598,2534
918,5646,3919,3516
919,5646,3919,305
920,5646,3919,393
921,5646,3919,4103
922,5646,5511,5990
923,5646,3919,4103
924,4118,3942,1432
925,5646,1717,2088
926,4118,965,1432
927,5646,3919,474
928,5646,3919,4103
929,5646,3919,4103
930,4118,1222,1315
931,2038,3377,2912
932,5646,5993,5421
933,3995,1350,2373
934,5646,3942,2373
935,4118,3942,2373
936,5646,3919,4103
937,5646,5511,4103
938,5646,3919,4103
939,3995,1350,2373
940,5646,1350,285
941,3055,1350,2373
942,3995,3919,3846
943,5646,3919,1315
944,5646,1350,4103
945,4118,3942,2373
946,5646,2026,1290
947,5646,1163,814
948,5646,5511,814
949,5646,3919,4103
950,3408,3919,4103
951,3995,3919,2373
952,3055,3942,2373
953,44,1350,2373
954,3055,1350,2373
955,3995,3919,2925
956,4118,1895,2373
957,3995,1350,2373
958,4118,598,1315
959,5646,3919,2912
960,4118,1458,1432
961,4118,1458,6373
962,2038,3919,2088
963,5646,4932,814
964,5646,6526,4103
965,5646,3919,4103
966,4118,3942,2373
967,4118,3942,1629
968,5646,3377,202
969,3055,3919,393
970,4118,1895,6373
971,4118,965,2373
972,5646,3919,2088
973,5646,1163,2088
974,5646,5511,814
975,5646,3919,4103
976,5646,3919,4103
977,3408,3919,4103
978,5267,5971,2912
979,5646,1222,1315
980,5646,109,2088
981,3995,1350,2373
982,4118,598,2373
983,2038,5826,2843
984,5646,4932,5990
985,5646,4932,6248
986,5646,5511,474
987,4118,1458,2534
988,4118,598,1629
989,3055,3942,1629
990,6993,598,1629
991,4118,4313,6373
992,5646,1350,393
993,3055,1350,393
994,5646,2026,3470
995,5646,4932,2088
996,5646,3919,393
997,5646,1717,202
998,5646,5771,814
999,5646,4932,2273
1000,5646,3919,6195
1001,5646,5511,5990
1002,4118,2032,6459
1003,4118,2882,3846
1004,2605,1350,2373
1005,5646,4025,6442
1006,2605,3942,1432
1007,5751,5826,1629
1008,5646,1163,2088
1009,2038,5826,1290
1010,5646,1222,2088
1011,5646,2026,1290
1012,5646,5511,2088
1013,5646,1717,2088
1014,3995,3919,2373
1015,5646,1717,2088
1016,3408,3919,4103
1017,3995,3919,4103
1018,5646,3942,3328
1019,5646,3919,4103
1020,3408,3919,2373
1021,5646,3919,2373
1022,5646,3919,2373
1023,4118,1458,1432
1024,5267,5353,202
1025,4118,1458,5461
1026,3055,5826,2943
1027,3995,3942,2373
1028,2605,1350,3846
1029,3055,3942,2373
1030,5646,3919,2373
1031,3408,3919,2373
1032,5646,5511,4103
1033,5646,3919,474
1034,5646,3919,4103
1035,4118,1350,3328
1036,3055,3919,1315
1037,4118,598,1315
1038,5646,5826,2088
1039,4118,598,2912
1040,5646,6551,1290
1041,5646,3919,3657
1042,5646,109,2088
1043,5646,5511,2088
1044,5646,3919,393
1045,5646,3919,3516
1046,4118,965,2373
1047,4118,3942,1432
1048,5646,598,1315
1049,4118,4313,1432
1050,5267,1222,3470
1051,5646,1222,3470
1052,5646,5826,393
1053,3055,3942,1432
1054,5267,109,1315
1055,5267,598,1315
1056,6091,5993,202
1057,6091,1222,202
1058,5267,1222,202
1059,2038,4025,591
1060,4118,1458,1432
1061,6993,2032,3291
1062,4118,5826,285
1063,6993,3942,1290
1064,5267,1222,1315
1065,2038,3942,1432
1066,5646,109,1315
1067,5646,3919,1990
1068,6993,598,1629
1069,4118,1458,2534
1070,3055,3942,1629
1071,6993,598,1315
1072,5751,598,1629
1073,5267,1222,1315
1074,4118,1458,598
1075,4118,965,6373
1076,4118,1458,1432
1077,5646,1717,2088
1078,5646,3919,5990
1079,5646,3681,1315
1080,6993,1222,1629
1081,6091,598,285
1082,5267,1222,1629
1083,5646,3919,4103
1084,5646,3919,4103
1085,5646,4932,5103
1086,5646,3919,4103
1087,5646,3919,814
1088,5646,6526,4103
1089,5646,5971,202
1090,5646,1163,393
1091,5646,5353,1290
1092,5646,5511,1496
1093,5646,5511,5990
1094,5646,3919,684
1095,4118,1458,2373
1096,4118,598,2843
1097,4118,965,2373
1098,5646,3919,4103
1099,3408,3919,4103
1100,5646,3942,393
1101,5646,3919,1990
1102,4118,1458,6373
1103,3055,1895,1432
1104,4118,965,6373
1105,5646,3919,4103
1106,3055,1350,2373
1107,2605,1895,2373
1108,5646,1350,2373
1109,3408,3919,2373
1110,5646,3919,1990
1111,6993,598,2534
1112,4118,3942,1432
1113,5646,3919,393
1114,2605,1895,1432
1115,2038,2032,2912
1116,5646,1163,1820
1117,3995,1350,1432
1118,5646,5511,393
1119,6993,1222,1629
1120,6993,1222,1629
1121,6993,598,1629
1122,5646,1717,2088
1123,5646,1717,2088
1124,5646,3919,4103
1125,3055,3942,2373
1126,3055,5826,1315
1127,4118,598,1432
1128,4118,4313,1629
1129,5646,3919,305
1130,5646,5511,5990
1131,5646,3919,4103
1132,5646,5826,1820
1133,3055,3942,1629
1134,5646,5993,2088
1135,5646,2026,2088
1136,5646,1163,2088
1137,5646,1163,814
1138,5646,1222,3508
1139,5267,4244,5188
1140,5646,3919,4103
1141,5646,3919,4103
1142,5646,3919,4103
1143,6993,2554,1290
1144,5646,2026,1290
1145,4118,2032,2176
1146,6993,1222,3470
1147,3055,598,4811
1148,4118,598,4811
1149,5646,3919,4103
1150,5646,3919,4103
1151,5646,3919,1990
1152,5646,4025,393
1153,5646,4025,2088
1154,5646,3919,1290
1155,5646,3919,2088
1156,5646,3919,2088
1157,5267,4025,1290
1158,3055,1350,2373
1159,3055,3942,2373
1160,2605,1895,2373
1161,5751,598,1315
1162,5267,1222,2534
1163,5646,1222,202
1164,5646,3377,393
1165,5646,3919,2088
1166,5646,2026,2088
1167,5646,4932,393
1168,5646,5826,393
1169,3995,3919,1432
1170,5646,109,3470
1171,3995,3377,2373
1172,3055,3942,3328
1173,5646,1222,1290
1174,6091,5993,202
1175,5646,6551,814
1176,6993,598,2534
1177,6993,1222,1629
1178,6993,1222,1315
1179,5646,3919,4103
1180,3055,1350,1432
1181,3995,3919,2373
1182,5646,3919,6635
1183,5646,3919,305
1184,5646,1163,814
1185,6993,2032,4175
1186,5646,5771,2912
1187,5267,1222,4689
1188,5646,4025,1990
1189,5646,4025,814
1190,5267,2882,5510
1191,6993,598,1432
1192,5646,3919,2373
1193,5646,3919,2943
1194,5646,5993,202
1195,5267,598,202
1196,5267,5993,2943
1197,6091,598,285
1198,5267,598,285
1199,5646,5826,285
1200,3055,1350,2373
1201,4118,965,2373
1202,5646,1350,393
1203,5646,33,2088
1204,5646,109,2088
1205,5646,2026,2088
1206,4118,2032,2534
1207,6993,2882,202
1208,6993,1458,4811
1209,5646,4932,2088
1210,5646,5826,2088
1211,5646,5826,2088
1212,6091,1222,202
1213,6091,1222,1315
1214,5646,1222,202
1215,4118,598,1629
1216,5267,1222,3470
1217,5646,5826,393
1218,5646,5826,2088
1219,5646,4025,814
1220,5646,3919,393
1221,4118,3942,1315
1222,4118,598,1315
1223,4118,965,2373
1224,5646,3919,393
1225,5646,3942,1629
1226,3055,1895,2373
1227,5646,4932,3508
1228,5646,4932,2088
1229,5646,5511,2088
1230,5267,1222,202
1231,5267,598,1315
1232,5646,5826,3328
1233,5267,598,1629
1234,6993,1222,2534
1235,6993,598,2534
1236,3055,1350,2373
1237,5646,1350,393
1238,5646,3919,3516
1239,5267,1222,2088
1240,5646,5826,2943
1241,5646,3919,393
1242,6993,1222,3126
1243,4118,1458,2912
1244,5751,3942,2373
1245,5751,5771,2088
1246,3055,1350,1629
1247,4118,598,1629
1248,5646,1717,2088
1249,5646,1163,2088
1250,6993,5971,6263
1251,6091,598,202
1252,4118,598,2176
1253,4118,598,1315
1254,5646,3942,1290
1255,4118,965,2373
1256,6993,3942,1629
1257,5646,3919,1290
1258,4118,598,202
1259,4118,1458,6373
1260,5646,5353,6442
1261,5646,5826,1290
1262,5646,4025,1290
1263,5646,3919,1496
1264,5646,3919,1258
1265,5646,4025,1990
1266,3995,3919,4103
1267,5646,5511,814
1268,5646,5511,2273
1269,6993,2032,1315
1270,5751,3919,2373
1271,4118,1458,6373
1272,5646,1350,2373
1273,3055,1350,2373
1274,3055,1350,2373
1275,4118,598,2534
1276,6091,1222,202
1277,6993,598,1629
1278,5646,5826,814
1279,5646,3919,305
1280,5646,4025,1990
1281,4118,2882,6373
1282,5646,3919,393
1283,3055,1350,1432
1284,5646,5511,2088
