ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9
224,155,180,46,129,129,129,129,129,129,129
225,53,257,241,241,241,241,241,241,241,241
226,318,241,241,241,241,241,241,241,241,241
227,241,241,241,241,241,241,241,241,241,241
228,630,264,264,264,264,264,264,264,264,264
229,145,145,264,264,264,264,264,264,264,264
230,150,264,264,264,264,264,264,264,264,264
231,170,170,170,170,170,170,170,170,170,170
232,170,170,170,170,170,170,170,170,170,170
233,229,447,447,447,170,170,170,170,170,170
234,84,185,184,184,184,184,184,184,184,184
235,245,212,55,184,184,184,184,184,184,184
236,184,200,118,184,184,184,184,184,184,184
237,124,124,124,124,124,124,124,124,124,124
238,124,124,124,124,124,124,124,124,124,124
239,124,124,124,124,124,124,124,124,124,124
240,76,282,71,71,71,71,71,71,71,71
241,136,233,71,71,71,71,71,71,71,71
242,183,729,71,71,71,71,71,71,71,71
243,78,41,263,263,263,263,263,263,263,263
244,263,263,263,263,263,263,263,263,263,263
245,263,263,263,263,263,263,263,263,263,263
246,327,191,191,191,191,191,191,191,191,191
247,49,140,191,191,191,191,191,191,191,191
248,191,0,191,381,191,191,191,191,191,191
249,174,256,385,385,385,385,256,385,162,385
250,281,256,256,256,256,256,256,256,256,256
251,256,256,256,256,256,256,256,256,256,256
252,380,293,293,293,293,293,293,293,293,293
253,421,690,160,293,293,293,293,293,293,293
254,159,293,293,293,293,293,293,293,293,293
255,85,85,151,56,56,56,56,56,56,56
256,56,56,56,56,56,56,56,56,56,56
257,56,56,56,56,56,56,56,56,56,56
258,381,399,399,399,399,399,399,399,399,399
259,399,399,399,399,399,399,399,399,399,399
260,4,399,399,399,399,399,399,399,399,399
261,331,331,331,331,331,331,331,331,331,331
262,331,331,331,331,331,331,331,331,331,331
263,331,331,331,331,331,331,331,331,331,331
264,179,400,400,400,400,400,400,400,400,400
265,161,327,161,161,327,194,400,400,161,400
266,400,400,400,400,400,400,400,400,400,400
267,532,390,356,321,128,128,128,128,128,128
268,36,128,128,128,128,128,128,128,128,128
269,794,128,128,128,128,128,128,128,671,128
270,248,248,248,248,248,248,248,248,248,248
271,114,248,248,248,248,248,248,248,248,248
272,248,248,248,248,248,248,248,248,248,248
273,118,118,118,118,118,118,118,118,118,118
274,118,118,118,118,118,118,118,118,118,118
275,118,118,118,118,118,118,118,118,118,118
276,452,334,96,96,96,96,96,96,96,96
277,112,96,96,96,96,96,96,96,96,96
278,379,206,323,206,152,71,96,96,206,96
279,178,152,152,152,152,152,152,152,152,152
280,252,377,152,152,152,152,152,152,152,152
281,400,152,152,152,152,152,152,152,152,152
282,214,324,180,246,246,246,180,246,246,246
283,432,735,735,735,735,622,196,246,246,373
284,110,174,246,180,246,246,246,246,246,246
285,119,136,84,84,84,84,84,84,84,84
286,14,84,84,84,84,84,84,84,84,84
287,300,65,84,84,84,84,84,84,84,84
288,339,339,339,339,339,339,339,339,339,339
289,184,339,339,339,339,339,339,339,339,339
290,257,130,339,339,339,339,339,339,339,339
291,1,348,158,158,158,158,158,158,158,158
292,158,158,158,158,158,158,158,158,158,158
293,225,3,158,158,158,158,158,158,158,158
294,78,78,78,78,78,78,78,78,78,78
295,273,283,78,78,78,78,78,78,78,78
296,390,78,78,78,78,78,78,78,78,78
297,262,262,262,262,262,262,262,262,262,262
298,262,262,262,262,262,262,262,262,262,262
299,262,262,262,262,262,262,262,262,262,262
300,179,179,179,179,179,179,179,179,179,179
301,385,49,179,179,179,179,179,179,179,179
302,245,400,179,179,179,179,179,179,179,179
303,236,247,358,29,358,29,29,29,29,29
304,55,29,29,29,29,29,29,29,29,29
305,106,29,29,29,29,29,29,29,29,29
306,187,7,294,294,294,294,294,294,294,294
307,303,297,294,294,294,294,294,294,294,294
308,179,224,70,294,294,294,294,294,294,294
309,1,173,74,74,74,74,74,74,74,74
310,97,87,56,56,74,74,74,74,74,74
311,355,74,74,74,74,74,74,74,74,74
312,340,389,401,389,389,389,389,389,389,389
313,389,389,389,389,389,389,389,389,389,389
314,389,389,389,389,389,389,389,389,389,389
315,404,404,404,404,404,404,404,404,404,404
316,322,404,404,404,404,404,404,404,404,404
317,389,404,404,404,404,404,404,404,404,404
318,381,308,308,308,308,308,308,308,308,308
319,400,218,308,308,308,308,308,308,308,308
320,150,14,14,308,308,308,308,308,308,308
321,740,194,292,292,292,292,292,292,292,292
322,292,292,292,292,292,292,292,292,292,292
323,110,583,292,101,101,292,292,292,292,292
324,33,25,77,77,77,77,77,77,77,77
325,85,77,77,77,77,77,77,77,77,77
326,77,77,77,77,77,77,77,77,77,77
327,373,250,250,250,250,250,250,250,250,250
328,250,250,250,250,250,250,250,250,250,250
329,250,250,250,250,250,250,250,250,250,250
330,123,476,284,284,205,67,67,160,293,160
331,402,632,403,403,37,37,37,37,37,37
332,353,296,37,37,37,37,37,37,37,37
333,632,233,233,233,233,233,233,233,233,233
334,233,233,233,233,233,233,233,233,233,233
335,141,183,233,233,288,233,233,233,233,233
336,361,361,361,361,361,361,361,361,361,361
337,281,361,361,361,361,361,361,361,361,361
338,49,361,361,361,361,361,361,361,361,361
339,231,231,59,59,59,59,59,59,59,59
340,297,195,296,244,20,20,421,41,162,388
341,59,59,59,59,59,59,59,59,59,59
342,145,145,145,145,145,145,145,145,145,145
343,145,145,145,145,145,145,145,145,145,145
344,145,79,145,145,145,145,145,145,145,145
345,135,135,135,135,135,135,135,135,135,135
346,135,135,135,135,135,135,135,135,135,135
347,135,135,135,135,135,135,135,135,135,135
348,46,266,299,57,57,57,57,57,57,57
349,275,57,57,57,57,57,57,57,57,57
350,32,229,229,229,57,57,57,57,57,57
351,206,309,309,309,309,309,309,309,309,309
352,6,309,309,309,309,309,309,309,309,309
353,86,309,309,309,309,309,309,309,309,309
354,35,35,35,35,35,35,35,35,35,35
355,35,35,35,35,35,35,35,35,35,35
356,346,395,35,35,35,35,35,35,35,35
357,648,220,220,220,220,220,220,220,220,220
358,74,282,220,220,220,220,220,220,220,220
359,220,220,220,220,220,220,220,220,220,220
360,347,127,127,127,127,127,127,127,127,127
361,656,761,127,127,127,127,127,127,127,127
362,390,127,127,127,127,127,127,127,127,127
363,375,216,216,216,216,216,216,216,216,216
364,121,216,216,216,216,216,216,216,216,216
365,0,130,216,216,216,216,216,216,216,216
366,49,350,350,350,350,350,350,350,350,350
367,382,382,95,95,391,373,757,350,350,350
368,745,321,350,350,350,321,350,350,321,350
369,149,149,149,149,149,149,149,149,149,149
370,149,149,149,149,149,149,149,149,149,149
371,149,149,149,149,149,149,149,149,149,149
372,184,150,150,150,150,150,150,150,150,150
373,150,150,150,150,150,150,150,150,150,150
374,264,218,150,150,150,150,150,150,150,150
375,194,194,194,194,194,194,194,194,194,194
376,6,14,388,388,316,316,89,316,316,316
377,114,89,134,89,316,194,316,316,316,316
378,236,358,358,358,358,358,358,358,358,358
379,307,33,358,358,358,358,358,358,358,358
380,358,358,358,358,358,358,358,358,358,358
381,374,300,300,300,300,300,300,300,300,300
382,300,300,300,300,300,300,300,300,300,300
383,79,130,300,300,300,300,300,300,300,300
384,88,260,41,41,41,41,41,41,41,41
385,41,41,41,41,41,41,41,41,41,41
386,91,41,41,41,41,41,41,41,41,41
387,216,303,375,91,91,375,375,375,375,375
388,318,375,375,375,375,375,375,375,375,375
389,361,375,375,375,375,375,375,375,375,375
390,401,337,337,337,337,337,337,337,337,337
391,337,337,337,337,337,337,337,337,337,337
392,1,343,337,337,337,337,337,337,337,337
393,689,678,332,338,129,129,351,351,351,351
394,323,351,351,351,351,351,351,351,351,351
395,295,235,351,351,351,351,351,351,351,351
396,129,129,180,180,180,180,180,180,180,180
397,115,246,172,2,180,172,211,320,71,211
398,180,276,9,180,180,180,180,180,180,180
399,359,383,383,383,383,383,383,383,383,383
400,383,383,383,383,383,383,383,383,383,383
401,383,383,383,383,383,383,383,383,383,383
402,154,154,154,154,154,154,154,154,154,154
403,204,154,154,154,154,154,154,154,154,154
404,154,154,154,154,154,154,154,154,154,154
405,169,105,105,105,105,105,105,105,105,105
406,105,105,105,105,105,105,105,105,105,105
407,105,105,105,105,105,105,105,105,105,105
408,141,266,278,278,370,278,370,278,374,278
409,234,278,278,278,74,278,278,278,278,374
410,188,332,332,57,236,278,278,278,278,278
411,215,215,215,215,215,215,215,215,215,215
412,234,215,215,215,215,215,215,215,215,215
413,215,215,215,215,215,215,215,215,215,215
414,106,252,252,252,252,252,252,252,252,252
415,252,252,252,252,252,252,252,252,252,252
416,229,252,252,252,252,252,252,252,252,252
417,239,239,239,239,239,239,239,239,239,239
418,239,239,239,239,239,239,239,239,239,239
419,239,239,239,239,239,239,239,239,239,239
420,193,193,193,193,193,193,193,193,193,193
421,45,108,45,193,108,193,193,193,193,193
422,197,193,193,193,193,193,193,193,193,193
423,364,19,19,19,19,19,19,19,19,19
424,19,19,19,19,19,19,19,19,19,19
425,177,19,19,19,19,19,19,19,19,19
426,397,397,397,397,397,397,397,397,397,397
427,138,31,16,141,313,313,16,16,313,16
428,397,397,397,397,397,397,397,397,397,397
429,303,303,303,303,303,303,303,303,303,303
430,121,303,303,303,303,303,303,303,303,303
431,303,303,303,303,303,303,303,303,303,303
432,46,46,68,370,370,73,238,71,68,238
433,364,364,364,148,148,148,148,148,148,148
434,130,130,148,148,148,148,148,148,148,148
435,96,121,121,121,121,32,121,121,121,121
436,360,121,121,121,121,121,121,121,121,121
437,205,37,138,88,88,121,121,121,121,121
438,345,296,296,296,296,296,296,296,296,296
439,296,296,296,296,296,296,296,296,296,296
440,403,403,296,296,296,296,296,296,296,296
441,380,380,380,380,380,380,380,380,380,380
442,310,310,310,320,380,310,305,305,380,380
443,380,380,380,380,380,380,380,380,380,380
444,17,154,154,154,154,201,154,201,201,201
445,369,154,201,201,201,201,201,201,201,201
446,236,201,201,201,201,201,201,201,201,201
447,0,12,319,291,384,384,384,384,291,291
448,250,287,334,379,382,334,334,334,541,541
449,363,291,96,187,358,187,187,22,338,205
450,332,332,332,332,332,332,332,332,332,332
451,62,332,332,332,332,332,332,332,332,332
452,74,332,332,332,332,332,332,332,332,332
453,412,125,125,125,125,125,125,125,125,125
454,125,125,125,125,125,125,125,125,125,125
455,125,125,125,125,125,125,125,125,125,125
456,255,255,255,255,255,255,255,255,255,255
457,272,255,255,255,255,255,255,255,255,255
458,99,255,255,255,255,255,255,255,255,255
459,185,40,40,40,40,40,40,40,40,40
460,35,40,40,40,40,40,40,40,40,40
461,68,120,40,40,40,40,40,40,40,40
462,46,1,1,1,1,1,1,1,1,1
463,141,371,1,1,1,1,1,1,1,1
464,137,359,1,1,1,1,1,1,1,1
465,363,363,363,363,363,363,363,363,363,363
466,229,363,363,363,363,363,363,363,363,363
467,282,363,363,363,363,363,363,363,363,363
468,177,177,177,177,177,177,177,177,177,177
469,127,177,362,362,177,177,177,177,177,177
470,362,177,177,177,177,177,177,177,177,177
471,160,183,183,183,183,183,183,183,183,183
472,317,114,393,183,393,393,393,393,393,393
473,168,183,183,183,183,183,183,183,183,183
474,311,311,311,311,311,311,311,311,311,311
475,337,311,311,311,311,311,311,311,311,311
476,368,311,311,311,311,311,311,311,311,311
477,362,362,362,362,362,362,362,362,362,362
478,78,362,362,362,362,362,362,362,362,362
479,362,362,362,362,362,362,362,362,362,362
480,51,51,51,51,51,51,51,51,51,51
481,82,109,139,382,139,321,86,51,51,51
482,51,51,51,51,51,51,51,51,51,51
483,272,272,272,272,272,272,272,272,272,272
484,774,272,272,272,272,272,272,272,272,272
485,255,250,272,272,272,272,272,272,272,272
486,292,249,249,249,249,249,249,249,249,249
487,789,491,249,249,249,249,249,249,249,249
488,599,439,249,249,249,249,249,249,249,249
489,213,213,213,213,213,213,213,213,213,213
490,213,213,213,213,213,213,213,213,213,213
491,213,213,213,213,213,213,213,213,213,213
492,312,312,312,312,312,312,312,312,312,312
493,310,312,312,312,312,312,312,312,312,312
494,225,312,312,312,312,312,312,312,312,312
495,206,354,244,244,244,244,216,244,244,244
496,244,244,244,244,244,244,244,244,244,244
497,396,233,244,244,244,244,244,244,244,244
498,181,356,230,181,181,230,181,181,181,181
499,196,356,335,335,335,335,335,335,72,181
500,259,181,181,181,181,181,181,181,181,181
501,335,335,335,335,335,335,335,335,335,335
502,66,335,335,335,335,335,335,335,335,335
503,335,335,335,335,335,335,335,335,335,335
504,153,153,153,153,153,153,153,153,153,153
505,572,109,109,153,153,153,153,153,76,158
506,153,153,17,153,153,153,153,153,153,153
507,65,65,65,65,65,65,65,65,65,65
508,131,65,65,65,65,65,65,65,65,65
509,184,65,65,65,65,65,65,65,65,65
510,128,238,238,238,238,238,238,238,238,238
511,174,238,238,238,238,238,238,238,238,238
512,35,238,238,238,238,238,238,238,238,238
513,164,328,328,328,328,328,328,328,328,328
514,555,328,328,328,328,328,328,328,328,328
515,323,255,255,328,328,328,328,328,328,328
516,382,382,382,382,382,382,382,382,382,382
517,382,382,382,382,382,382,382,382,382,382
518,395,382,382,382,382,382,382,382,382,382
519,308,284,284,284,284,284,284,284,284,284
520,284,284,284,284,284,284,284,284,284,284
521,284,284,284,284,284,284,284,284,284,284
522,316,353,346,353,353,353,353,353,353,353
523,32,323,353,84,353,353,353,353,353,353
524,521,45,45,353,353,353,353,353,353,353
525,162,6,6,6,6,6,6,6,6,6
526,306,6,6,6,6,6,6,6,6,6
527,6,6,6,6,6,6,6,6,6,6
528,231,0,318,318,318,318,318,318,318,318
529,241,318,148,318,318,318,318,318,318,318
530,195,318,318,318,318,318,318,318,318,318
531,184,83,235,235,235,235,235,235,235,235
532,387,22,22,235,235,235,235,235,235,235
533,807,235,235,235,235,235,235,235,235,235
534,327,327,327,327,327,327,327,327,327,327
535,327,327,327,327,327,327,327,327,327,327
536,327,327,327,327,327,327,327,327,327,327
537,85,85,85,85,85,85,85,85,85,85
538,282,85,85,85,85,85,85,85,85,85
539,77,359,85,85,85,85,85,85,85,85
540,195,388,388,388,388,388,388,388,388,388
541,248,150,388,388,388,388,388,388,388,388
542,341,388,388,388,388,388,388,388,388,388
543,66,353,45,45,45,45,45,33,45,33
544,108,77,33,129,33,33,33,33,33,33
545,77,33,33,33,33,33,33,33,33,33
546,161,217,377,377,377,377,377,377,377,377
547,363,377,377,377,377,377,377,377,377,377
548,268,404,290,377,377,377,377,377,377,377
549,808,295,325,325,325,112,137,325,325,112
550,401,370,325,325,325,325,325,325,325,325
551,325,325,325,325,325,325,325,325,325,325
552,219,219,219,219,219,219,219,219,219,219
553,352,219,219,219,219,219,219,219,219,219
554,222,222,219,219,219,219,219,219,219,219
555,70,70,70,70,70,70,70,70,70,70
556,118,339,70,70,70,70,70,70,70,70
557,318,70,70,70,70,70,70,70,70,70
558,311,348,155,155,155,172,172,172,172,172
559,172,172,172,172,172,172,172,172,172,172
560,108,172,172,172,172,172,172,172,172,172
561,786,75,183,188,188,188,395,188,244,286
562,218,218,218,218,218,218,218,218,218,218
563,4,218,218,218,218,218,218,218,218,218
564,67,117,117,117,117,117,117,117,117,117
565,155,117,117,117,117,117,117,117,117,117
566,704,117,117,117,117,117,117,117,117,117
567,256,281,281,281,281,281,281,281,281,281
568,281,281,281,281,281,281,281,281,281,281
569,385,281,281,281,281,281,281,281,281,281
570,269,340,340,340,340,340,340,340,340,340
571,340,216,340,340,340,340,340,340,340,340
572,340,340,340,340,340,340,340,340,340,340
573,160,236,322,374,189,247,322,322,247,247
574,307,167,335,48,167,48,167,167,167,167
575,14,205,61,61,301,367,61,136,61,216
576,87,87,87,87,87,87,87,87,87,87
577,87,87,87,87,87,87,87,87,87,87
578,87,173,87,87,87,87,87,87,87,87
579,336,336,94,94,94,94,72,403,403,123
580,159,355,355,355,355,355,355,355,355,355
581,355,355,355,355,355,355,355,355,355,355
582,111,111,111,111,111,111,111,111,111,111
583,73,105,12,334,194,384,384,111,111,111
584,306,212,111,111,111,111,111,111,111,111
585,276,348,348,153,348,348,348,348,348,348
586,348,348,348,348,348,348,348,348,348,348
587,104,348,348,348,348,348,348,348,348,348
588,233,205,205,205,205,205,205,205,205,205
589,205,205,205,205,205,205,205,205,205,205
590,96,205,205,205,205,205,205,205,205,205
591,114,367,248,279,188,279,188,279,287,330
592,280,329,329,329,329,329,329,258,329,330
593,53,5,330,330,330,330,330,330,330,330
594,247,247,247,247,247,247,247,247,247,247
595,181,115,234,270,271,247,271,247,271,271
596,204,111,29,29,247,247,247,77,247,247
597,26,26,26,26,26,26,26,26,26,26
598,26,26,26,26,26,26,26,26,26,26
599,49,26,26,26,26,26,26,26,26,26
600,352,240,240,240,240,240,240,240,240,240
601,215,240,240,240,240,240,240,240,240,240
602,269,240,240,240,240,240,240,240,240,240
603,32,32,32,32,32,32,32,32,32,32
604,32,32,32,32,32,32,32,32,32,32
605,32,32,32,32,32,32,32,32,32,32
606,338,234,229,313,313,236,20,129,193,313
607,234,234,234,234,234,234,234,234,234,234
608,247,234,247,347,284,284,234,234,234,234
609,106,106,106,106,106,106,106,106,106,106
610,106,106,106,106,106,106,106,106,106,106
611,106,106,106,106,106,106,106,106,106,106
612,364,128,128,321,321,321,321,230,321,128
613,215,142,142,142,142,142,142,142,142,142
614,520,142,142,142,142,142,142,142,142,142
615,10,267,267,267,267,267,267,267,267,267
616,267,267,267,267,267,267,267,267,267,267
617,338,347,187,327,338,338,338,327,7,268
618,97,97,97,97,97,97,97,97,97,97
619,307,97,97,97,97,97,97,97,97,97
620,339,97,97,97,97,97,97,97,97,97
621,11,10,10,10,10,10,10,10,10,10
622,10,10,10,10,10,10,10,10,10,10
623,34,10,10,10,10,10,10,10,10,10
624,3,3,3,3,3,3,3,3,3,3
625,214,3,3,3,3,3,3,3,3,3
626,403,152,207,3,207,3,207,3,207,3
627,185,253,253,253,253,253,253,253,253,253
628,64,253,253,253,253,253,253,253,253,253
629,32,253,121,253,253,253,253,253,253,253
