ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24
21,6496,2003,4145,1687,3127,1337,2723,653,3275,1624,1014,1731,1624,2558,3372,2723,3399,3399,3399,1288,3275,2723,3275,1288,3372
22,2605,3013,44,743,1182,648,3371,1881,790,1900,1881,1881,3021,3021,1881,1881,1046,1505,3854,5383,1505,3021,3150,1213,3150
23,6496,6178,163,3372,3127,1337,2723,2872,3275,198,3495,2558,198,3034,2250,2723,24,2250,1500,198,1881,2558,1805,2558,1830
24,2605,5149,362,2469,1518,2933,2146,131,787,550,3369,131,787,787,1890,2146,632,787,2603,2146,1472,131,2146,2603,3098
25,6496,6178,109,1723,1518,2671,2146,131,787,2568,2603,131,787,787,1890,787,3089,787,2603,2146,3369,131,2146,2603,2603
26,2605,3154,1462,1782,2943,145,2146,131,2359,3280,3495,2448,1480,143,1890,787,2603,1472,2603,2146,1472,143,2603,2603,2603
27,2379,5149,362,2507,1001,285,2730,1868,1593,407,2695,2624,2717,2707,1380,2462,737,133,1502,1676,186,3106,1865,2736,1701
28,6496,3013,109,2717,1518,359,1298,389,3139,1264,359,3353,1709,2068,554,2291,507,2522,2959,3129,985,2068,983,1223,1787
29,6496,5149,362,2507,769,285,2756,2618,354,530,1329,3353,3406,2479,886,2934,2549,133,1502,3334,2288,3332,1028,3087,186
30,6496,3013,163,1723,1518,1780,3164,3172,3271,1793,680,238,874,3172,1709,2291,238,1268,499,170,2386,170,170,363,363
31,2605,5149,2871,3313,1268,1780,2441,389,1147,1739,680,238,1780,680,3353,39,1073,33,773,170,1653,1646,39,389,680
32,6496,3013,44,3313,1518,1780,2441,3172,2441,398,1438,238,1848,3467,1399,2291,2291,33,2959,170,2959,2959,1427,2856,1270
33,6496,3013,1744,4481,1471,4057,1923,4528,6684,487,2986,4147,4927,5083,3425,6149,1974,5269,2195,3425,851,2212,2563,5023,5023
34,2605,128,4150,3519,3519,1522,3121,3121,2408,2939,3121,346,3157,2939,1899,1978,2990,318,2792,1978,3157,3053,3053,3053,2893
35,2605,3154,3121,1923,6080,6656,1923,5216,5119,2893,2986,1923,4229,4271,3869,3646,5617,6080,4353,5617,2724,6892,2724,6418,6418
36,2605,5149,2871,909,533,3112,1022,50,3006,2043,1715,399,2043,3006,2313,3006,3006,399,3006,399,3006,399,3006,399,2043
37,2605,3154,1462,36,6510,697,340,554,126,1269,605,2313,126,3006,2313,2313,2430,1022,340,340,1980,605,2869,2313,340
38,2605,3154,1462,3131,2953,145,634,2752,1768,2952,2270,609,3300,2952,112,1981,2833,1984,216,2184,1984,142,557,836,76
39,2605,3661,44,2717,292,1780,3178,3440,819,1030,1395,2380,2189,395,3178,2462,2995,3203,1566,1584,406,3423,1615,1676,1615
40,2448,3013,44,1723,1518,1780,2441,3243,1115,3321,1326,1459,976,2825,3178,2462,1100,2378,1566,1672,2212,2212,2563,2122,1656
41,6496,3013,163,1229,1518,370,2073,2596,1396,108,3442,3062,213,3939,4017,2542,2037,1803,3282,2037,1599,3062,3062,3487,1115
42,5659,3013,109,1674,997,2671,2266,3228,1396,1775,1595,144,2116,1011,1104,799,249,2169,2169,2542,2169,1252,1252,157,1252
43,6496,3013,163,2716,1518,2671,235,2314,499,1217,1404,144,2856,108,1219,799,249,1404,3205,2671,2169,2807,1882,2671,2336
44,6496,6178,109,3826,819,2671,2730,2261,1396,814,911,1595,327,3291,3301,3307,2202,649,1983,3340,2169,3291,717,3291,1906
45,2448,3013,112,2305,1518,2077,1616,755,354,2627,921,1646,932,2511,932,755,2862,2511,3149,282,2511,2511,3149,282,2511
46,2605,3013,1714,1229,252,1780,1616,3139,354,3459,3133,1646,2717,2335,2958,3304,1341,921,3149,3111,1034,3145,1681,3370,2958
47,2605,5149,3506,2717,2142,1780,852,202,354,4408,921,1646,1852,566,2627,921,354,921,3149,921,406,1279,3400,1602,921
48,2605,3154,1462,3131,2970,2041,2970,3225,1651,1651,3225,1651,3374,901,124,1651,1651,3363,124,320,124,3225,3225,3225,3225
49,2605,3154,1462,909,2598,954,1194,3225,1651,1651,3225,1925,901,901,3363,65,352,3407,124,3225,124,951,1995,579,3225
50,6496,5149,2871,909,2288,2965,2730,747,1935,2536,2536,1925,937,2431,3363,2431,2536,352,1925,1995,124,3124,1149,579,3225
51,6496,5149,362,2507,1001,2965,2730,2830,1935,2536,2226,3124,3018,2226,2226,2830,2830,3407,2935,352,1819,3124,3124,2978,3407
52,2605,5149,1462,909,2657,2965,2730,747,1935,2536,19,3124,3018,1090,1891,1891,2943,3124,3124,3472,3367,3124,3124,1970,990
53,6496,3013,1744,2507,1001,1525,1847,2224,932,1216,1819,3367,1819,2275,1819,2830,1829,424,2372,1307,2581,2581,2372,2581,1478
54,2605,3013,109,36,669,2308,2944,1238,126,677,1227,2369,1431,2127,2439,1123,1867,1106,1123,2427,415,1106,1227,3378,116
55,2605,3154,3121,36,669,2686,2457,2672,3462,362,2686,5700,462,4292,6440,2241,6769,6402,4002,111,5573,3062,6440,6574,3062
56,2605,3154,1462,3131,2705,2686,95,2705,1724,2269,2501,1639,1442,471,1724,2584,471,2055,3371,2184,1057,3509,471,1767,923
57,2605,5149,362,909,769,2398,2730,3334,1265,533,1723,2283,1852,2479,3152,3386,2190,1512,2672,1214,2283,2479,2122,1602,2190
58,2605,3154,4150,3519,3125,2186,2970,3370,551,841,3130,3129,1738,1466,568,1877,551,3130,1466,2459,697,697,3400,1333,3442
59,2605,3154,1462,909,769,1374,1201,578,5810,781,2530,1415,1852,2741,1527,2412,467,1512,2672,2216,781,3062,94,2344,3389
60,2605,3154,4150,6842,3073,583,4751,43,1931,3288,3073,43,43,43,43,3006,3006,399,3006,399,43,399,399,2389,50
61,2448,128,1744,408,2089,583,1201,50,2840,2043,2840,399,1715,585,2034,399,1157,1730,3006,399,3006,399,3006,3006,3006
62,6496,128,6009,3773,5102,6247,2152,459,3073,2840,3073,583,1214,43,2620,583,1456,2620,2620,3073,467,583,1762,49,2509
63,2605,3154,2871,909,1001,2965,2469,3164,1018,530,3406,530,19,1495,3106,2843,2549,133,3067,3334,530,165,165,1554,2377
64,2605,5149,362,909,2142,1780,2836,3406,3139,3211,3406,3353,1629,3477,1124,2621,2549,3059,773,1610,2549,1646,2732,359,1780
65,6496,3013,109,3313,1001,1780,1616,2811,1413,1780,921,2153,976,1286,166,1147,2136,59,2136,1286,976,2136,1286,1914,2136
66,2605,5149,1744,909,3451,1644,2469,2832,2832,2559,3225,1861,1668,1838,2605,1406,10,965,2684,965,2666,1838,1679,1792,1861
67,2605,3154,362,2717,2705,492,1194,579,1232,353,353,1792,2192,1838,2605,2605,1232,3068,659,3154,1861,1194,2397,2397,1861
68,2605,3154,1462,3131,997,579,1194,3496,1067,3358,1691,2981,556,2981,2981,3489,2981,2981,556,556,2913,3489,1173,1740,1740
69,2605,3154,1462,3131,3131,1173,694,2050,1048,1774,480,5375,2192,1774,5141,1774,5875,1455,2243,5992,480,1774,694,1774,1774
70,2605,3154,362,1028,561,1173,2500,2050,694,1590,232,2262,2192,2215,3020,694,232,232,1804,694,348,1168,2262,232,694
71,2605,3154,2871,2469,2516,1813,1813,948,1850,3131,2537,3347,548,418,435,1462,1850,232,3347,548,2594,965,1590,3331,1861
72,6496,3013,44,2717,1518,2671,235,1476,2464,1793,1076,119,2962,2155,1139,1862,1160,119,119,1142,1142,119,1142,2163,1160
73,6496,5149,2871,1229,1518,2308,2093,608,1106,1793,1282,608,547,2155,1139,846,2163,2937,1464,2155,1464,2059,608,1464,1464
74,2605,5149,109,2717,2516,2671,2146,1,2464,1,3244,3140,997,997,579,2681,1779,997,997,2402,2681,997,394,1,2402
75,2605,5149,1462,3131,2516,2311,2146,997,1925,25,1,2431,997,275,1160,2957,2957,2799,997,1476,1,997,394,1,1
76,6496,6178,5094,1723,1518,2671,1645,747,530,530,3022,2431,747,1018,146,2843,1160,2799,997,25,2431,997,747,1,1
77,2605,3013,1950,798,1645,1160,767,2871,1137,82,1925,579,767,901,2374,798,1779,881,25,2155,1984,1711,798,2163,2960
78,6496,3013,4145,2945,2807,2999,1258,255,107,1786,3404,255,2587,2248,3311,1976,1816,3311,3311,2290,3311,1208,1571,859,859
79,6088,6178,109,2945,2999,2999,112,163,3150,3408,3065,516,2587,1816,2248,3408,1816,3311,3311,2855,3311,1208,1571,859,859
80,2605,3661,1714,1687,1473,1911,1816,3181,2051,3174,1496,91,2997,1206,338,3511,715,582,859,3181,1976,582,3279,3279,3511
81,2605,128,4150,583,5442,583,2152,2089,2408,2939,3484,3484,3484,5742,1899,3054,3571,2111,2771,3073,3054,3484,3054,6449,2771
82,2605,3013,112,6122,4579,2120,1473,588,3350,5127,2571,3350,2120,6457,64,2120,6872,64,2395,2075,2571,6872,2120,6872,6872
83,6496,3013,112,6122,4579,2120,1730,4550,3350,6262,2120,3350,64,6457,1421,2586,64,64,585,2237,2237,2120,2120,64,6872
84,2605,5149,2871,3131,3118,1813,1813,2664,145,3118,948,3068,1242,156,1740,311,2361,1098,1590,3154,2178,2397,2397,1986,1861
85,2605,3154,1462,3131,2598,480,739,3496,694,1590,561,2913,2192,2913,2913,311,480,634,556,627,2178,2913,2002,1740,1861
86,2605,3154,1462,3131,3131,1813,379,3496,1850,3131,561,2361,694,156,2913,311,1242,1098,627,17,2178,2598,2002,1740,1861
87,2605,3154,1462,3131,645,1173,645,931,1637,1033,561,561,1332,1895,2913,3489,1462,379,2590,17,768,309,768,2590,2590
88,2605,3154,1462,3131,3131,3131,694,1462,1850,3131,561,2361,2192,1601,2913,1462,1462,1067,2063,17,1740,3489,1691,556,1740
89,6496,3013,1950,1687,3127,1337,1425,2855,885,1033,2712,2361,1425,2981,3358,1425,3141,1425,1425,17,3358,309,1173,2981,2590
90,2605,3154,1462,2507,909,3403,3458,3225,1520,1651,3225,320,320,1838,3363,2605,1391,1679,1651,1838,1391,3097,1679,1679,1679
91,2605,3154,1462,3131,1668,2397,379,3154,1850,3154,161,156,1242,156,156,156,161,156,1590,3154,156,2598,1792,1986,156
92,2605,5149,1462,3131,2598,1173,739,3496,1850,3131,561,2262,2192,2215,3020,1774,480,1455,1641,1332,2178,1462,2002,1455,172
93,2605,3154,4150,3519,3519,696,2609,2277,2588,2588,4441,2588,590,590,4761,590,4761,2908,4761,4761,330,5546,2908,5546,4761
94,6496,128,4150,4807,6807,6656,1039,769,4233,4548,4233,4548,3571,5742,3869,4233,4233,3571,4233,4548,3552,4233,4548,4758,4548
95,6496,5149,362,1734,769,3052,1039,473,123,832,824,961,824,473,1239,6664,1311,1239,2168,2289,1239,2804,1239,2289,988
96,2605,128,6009,6842,3519,5386,1039,3527,3527,2588,1004,346,2588,988,2388,3527,1039,2388,2388,628,1039,1039,1039,2289,2289
97,2605,128,4150,6842,3519,1522,1039,3527,1039,2588,1004,1483,3441,41,1563,3527,628,1483,1883,1460,3231,988,1004,345,988
98,2605,3154,4150,3305,6080,5386,1039,3527,3527,2588,1004,2588,2588,2588,2388,3527,2588,2388,2388,3121,345,1474,345,345,345
99,6496,3154,1462,909,848,2294,3178,3139,1877,3321,1326,1333,531,3291,3301,1633,3261,1803,1504,3340,781,3291,2462,3291,2517
100,6496,3013,4145,5881,2502,213,551,3139,1265,1592,3130,3129,1466,1630,955,2729,2037,779,2894,599,2068,697,1466,2796,1079
101,6496,3154,3121,2507,3131,435,965,1590,1048,1242,1678,236,171,642,2755,1361,1442,3093,2519,3093,3046,1061,1693,1795,2282
102,2605,3154,3121,325,325,1522,1194,2752,2339,1431,2281,1431,1747,2068,568,1490,507,2611,1820,170,697,1820,1466,1333,1760
103,2605,5149,44,1674,1518,2671,1896,2314,1837,2164,2907,1535,874,3172,6,1588,238,1535,1535,1433,2369,1535,2338,6,1433
104,6496,3661,109,36,1518,2308,551,3139,3139,1824,3130,1157,720,1421,2034,1157,1157,1730,1820,3487,1157,1157,1157,1157,2307
105,2605,3013,163,1687,1451,1234,2576,653,2429,3396,331,2682,3396,3330,3396,3396,3396,3396,2487,3236,511,142,3396,331,1368
106,2605,2550,1714,36,3311,1337,1540,2855,2942,1540,1540,3013,1540,2016,1337,2214,3013,2214,1464,2332,2214,2214,2214,2332,2214
107,2605,3013,1714,3372,3311,1337,2271,653,2942,2723,2016,3013,653,2558,3372,3188,3013,3399,3399,3247,3399,3399,3399,3399,3399
108,2605,3154,2871,3131,3131,1813,739,931,1637,3131,32,2262,32,32,3501,1462,1462,3131,1462,1462,3131,1462,948,1462,542
109,2605,3154,1462,3131,3131,1173,2500,2050,694,1462,1678,2361,1242,2774,1242,1067,2598,618,2598,3410,1986,1547,2050,1986,1067
110,6496,3013,1714,3372,645,1813,1813,2664,1637,46,46,1763,2346,796,3501,618,481,618,2524,3410,618,2361,3131,1462,542
111,2605,3154,1462,2507,769,285,1705,2560,2906,1247,77,2758,77,776,2423,2326,3468,2924,2534,1452,1452,1061,1693,1933,657
112,6496,5149,362,2507,2970,492,2281,3139,1265,3321,921,1490,1466,1466,1747,2874,507,2690,1466,1994,697,697,1466,1747,1504
113,2605,3661,1744,2717,2970,2736,1933,1466,1265,3321,1326,3506,1852,2479,3045,1610,2549,1512,1504,1610,781,1610,1908,3506,2779
114,2605,5149,1462,2507,769,1780,2756,2618,354,1264,2969,3353,1629,3256,886,3477,2549,3059,3149,2966,2549,1646,3055,2969,1124
115,2605,3154,362,2530,2089,1377,2152,1201,3383,700,2825,461,3420,1715,3152,3420,1962,1456,1962,1739,467,487,1214,3271,3126
116,6496,3013,109,2507,1001,2624,1705,2560,2906,407,1858,737,2211,2811,2811,2934,3199,2934,2287,2657,2211,2523,2657,186,3470
117,6496,6178,109,1723,1518,515,2562,3250,887,2036,5611,2571,99,1345,2452,2395,1837,99,3474,1068,1068,1068,2452,2692,2692
118,6496,3013,1714,798,997,2308,483,1497,2202,423,2947,704,1775,1011,152,152,152,2851,190,736,907,1775,2103,1775,3447
119,6496,3013,2871,3131,1518,492,3321,2314,1518,2164,2819,2638,2116,1888,1160,2164,2638,2851,1220,1186,907,2999,3307,1775,1369
120,2605,3661,44,1229,3243,648,2156,568,3049,3044,3460,483,327,3467,568,483,1848,1106,779,599,2068,2506,1911,2856,1911
121,6088,6388,109,2717,728,1780,2073,1855,1459,1094,1326,2946,2206,2075,945,3142,1073,2075,945,2542,1044,370,3142,945,3142
122,2605,3154,112,2717,1473,2308,3006,2354,2135,2118,487,1535,1715,2075,1421,2606,585,2075,2395,2237,781,1730,2428,700,2428
123,2605,3154,3121,941,2970,167,2152,2412,2687,601,2530,1415,1386,168,158,2412,3386,1415,6393,1570,158,1527,2848,158,2315
124,6496,5149,1462,2507,3451,492,1275,3016,3139,1680,3451,3353,1629,1787,2057,3139,2790,551,1466,3336,2790,526,2068,1940,551
125,2605,3154,3121,408,769,167,4751,1214,4057,2840,3073,1415,1214,43,1527,2412,601,78,6393,3073,158,487,94,194,601
126,2605,3154,4150,909,769,1840,3121,419,2249,2249,419,1661,619,1899,619,619,619,619,619,619,619,619,167,619,619
127,6496,3013,109,3026,2516,773,2730,420,1935,1127,1892,2414,1722,1722,1891,2414,1722,747,1722,1722,420,2529,2414,1722,2928
128,2605,3154,2871,3313,2943,773,2730,1478,1935,2536,19,2414,19,1197,146,2843,2054,420,843,3334,420,1722,1935,843,2377
129,6496,6178,5094,2716,1518,2671,718,3228,2029,688,1767,2058,1694,2667,2847,3136,3357,1725,2847,3122,3471,822,3122,1958,3122
130,6496,3013,163,1687,1540,733,1874,255,107,2092,1874,516,295,2746,2847,1346,3100,2851,1440,1182,433,3013,1182,3357,1182
131,6496,6178,109,1723,439,2671,2146,2740,2311,439,3333,2078,974,974,2943,2078,822,911,3242,2311,2078,911,2311,2078,2311
132,2605,3154,44,36,2292,3118,1194,2050,1637,3358,2361,1462,1168,67,3358,1462,3141,379,1804,17,3358,32,1173,3358,3239
133,2605,3154,1462,3131,1518,145,2500,3154,1850,3131,2537,3347,548,418,1242,627,232,1098,1804,548,2178,2598,1838,1838,1861
134,2605,5149,2871,3131,2288,1525,965,1273,1048,2247,1678,660,2346,418,435,172,232,232,543,2086,1678,1525,2052,232,435
135,6496,3013,112,5878,340,1940,133,3139,3139,841,3130,551,493,551,493,3139,551,841,493,1533,2790,2057,1514,1533,841
136,2605,3154,2871,3131,2142,1780,3178,3139,1877,3321,1326,3353,3222,2779,3045,2874,1504,1512,1504,1610,985,3291,3207,781,1490
137,6496,5149,362,3131,2970,167,2930,578,1265,841,3130,2034,1738,3130,551,2459,3130,841,2459,841,841,324,3055,2459,551
138,6496,3013,163,1687,997,2308,1761,2544,2464,2164,2999,2694,295,1011,152,2164,152,2851,877,3228,907,1775,152,1775,197
139,6496,3013,163,743,997,2671,2163,2544,879,2164,3287,119,119,2155,1139,846,2163,1384,1464,1626,2681,2163,2155,2163,772
140,6496,6178,163,2716,2999,2671,2945,2544,879,2991,3287,1011,1385,2544,2552,2633,994,2337,2544,1385,994,1775,994,3050,3050
141,2605,3154,362,2507,769,285,2756,2142,354,407,921,737,2717,282,886,2381,3348,1668,853,3111,3328,3332,2381,2469,1025
142,2605,3154,362,2507,769,2398,2142,3139,3139,3459,921,1646,1629,566,1380,3139,2627,2916,3149,282,1943,3332,1852,1940,3464
143,6496,3661,362,2507,769,3112,2836,138,354,2110,2597,3353,1629,282,886,2673,2549,3059,2507,2966,730,730,3055,2469,2966
144,6496,128,6009,3519,2480,1522,1039,473,2408,2588,1004,961,77,2588,1239,310,1311,1239,2388,3121,310,2408,961,2588,2289
145,6496,128,4150,497,2249,310,3121,473,2408,77,3121,3484,77,3484,2172,310,2408,77,310,3484,310,310,1239,2172,3484
146,6496,128,6009,6842,325,1522,1039,473,3527,2588,1004,346,77,988,2609,1513,2408,3305,988,2289,310,988,2858,2289,988
147,6496,3013,109,3313,1001,1780,1616,2811,354,2341,3348,3002,2717,576,2453,2022,1751,1722,2466,2149,1681,3367,1823,1593,2928
148,6496,5149,109,2717,1001,773,2730,2466,2466,1127,1892,2414,1722,1722,3367,2078,2054,3367,1722,1722,3367,1722,1405,938,2928
149,6496,6178,109,3313,2657,1780,1616,1147,1413,398,921,3002,1780,3261,19,2621,558,33,2466,3002,2288,558,227,2223,3464
150,6496,6178,5094,3826,1433,2120,2441,531,1396,249,2825,2946,531,3182,3301,3182,249,1803,3282,2542,1633,1633,2103,3182,2518
151,2605,3661,44,1723,1518,1780,3321,3172,1473,1824,1326,1820,720,1473,568,2291,1760,3172,3172,170,2542,1652,2542,363,1063
152,2605,3013,112,6122,1473,2671,1473,3172,1473,1824,680,238,1270,1473,1270,238,238,3172,1820,170,2542,1652,2542,3172,2542
153,2605,3013,112,2945,1416,3480,3075,3463,3007,698,930,3007,754,1361,3463,1361,2862,3463,3007,323,1273,938,938,930,938
154,2605,3013,112,2536,2516,773,2730,3507,2162,1127,2453,3463,2516,1361,1443,1361,2862,2372,377,2516,1273,938,1361,930,405
155,6496,3013,109,3313,2657,773,2730,2466,1273,2453,2453,1273,2717,1681,932,2381,1681,1668,2466,932,1681,3463,1681,1681,2511
156,2605,5149,1462,3131,1794,145,1194,1478,2890,1970,3507,1379,1725,3516,2581,1725,1725,1725,1357,287,2746,1422,2943,1422,1072
157,2448,3013,109,2945,1182,2667,2505,1422,107,3419,3507,1613,1725,2847,3522,2880,1725,332,3522,409,550,2943,3522,409,1072
158,2605,3013,44,1198,698,637,2865,1422,107,3419,1767,1422,1422,1422,3522,1052,1357,3179,409,2855,3507,939,3522,1357,1357
159,6496,5149,362,1229,2394,2933,2146,690,408,408,408,2837,912,858,3401,2374,2448,881,2448,552,2905,1070,275,79,2280
160,2605,3154,1462,3131,301,954,3456,3016,257,954,3401,954,2244,79,3401,3401,1149,2924,3401,3401,3401,552,1521,79,2905
161,6496,5149,1744,909,769,1780,2756,455,455,407,2226,1435,2935,1018,3401,990,2448,1149,552,552,3401,552,408,79,3401
162,6496,3013,112,2945,1416,637,3122,2628,2628,2628,121,2058,580,2275,2943,3136,2943,2943,2943,1422,3507,2943,2943,239,1072
163,2605,3154,362,3131,561,579,579,579,1337,25,1,581,997,25,2374,2374,2163,1779,997,25,3368,997,394,3368,1340
164,6496,3013,1950,1687,3127,516,3141,2855,3141,3311,3179,255,1770,1422,3522,255,150,546,255,2855,3311,1208,546,150,2721
165,2605,3154,1462,3131,1084,1350,965,3131,481,660,481,2262,2346,418,3345,418,418,2524,660,2262,2524,32,2524,418,2524
166,2605,5149,109,3313,1084,3345,481,2664,481,37,3345,3724,3724,3724,3345,2524,3724,967,3724,3724,37,2547,2547,2524,2524
167,2605,5149,362,3313,1794,3345,481,1794,481,37,3724,3724,3724,3724,3345,2524,3724,967,3724,3724,37,3724,3724,3724,2524
168,2605,3154,1462,3131,2981,579,997,997,3289,82,1,119,99,2155,1160,820,2163,608,1464,608,1464,608,608,1464,1464
169,6496,3013,2871,3131,997,2671,235,2314,2464,547,3244,119,3215,2155,1160,119,2163,2799,1464,2163,1464,2059,2163,1464,1464
170,2605,3154,1462,3131,2970,2041,2970,1679,2281,3444,2281,3506,3406,2463,13,3444,2549,1512,518,2985,781,327,307,781,2843
171,5539,3013,109,1229,2705,3404,1331,3216,355,2471,2471,1107,1107,557,338,338,1277,2471,2143,3279,2143,2143,557,1107,338
172,6496,6178,112,1687,3127,1337,3320,653,3320,935,1742,281,1107,1624,3197,1624,3232,3197,281,2143,2143,1107,557,1624,281
173,2448,3013,1950,1687,839,3274,2576,316,2051,2471,149,281,2143,3069,3197,2143,1277,2143,2143,2143,2143,2143,2143,2143,281
174,2605,3013,44,36,3343,355,1014,2555,1916,3491,1950,3187,2305,1950,2720,3030,3232,3473,3473,3491,2929,474,727,1916,2720
175,6496,3013,109,1687,3127,1337,3275,653,3275,423,2016,1388,653,1325,3372,839,3399,1388,3399,1805,3,3,3150,2558,2829
176,2448,3013,1714,1687,3127,758,3275,653,2429,331,2360,1731,1624,3034,2250,2723,758,3523,3134,906,906,1243,3134,3523,3042
177,2605,3154,3121,2592,94,167,2948,2530,3582,601,2530,3184,1129,5611,3373,3299,3299,2938,1108,3184,3184,3184,1108,3184,3184
178,2448,3154,4150,909,3451,2399,1201,1201,3299,533,2530,1201,3383,533,2226,1526,533,455,1526,3120,3383,205,1526,3005,2530
179,6496,3013,3506,3484,769,1780,2756,455,455,533,2825,62,455,1513,2758,3421,205,455,205,205,3383,205,205,3005,3484
180,2605,3661,44,1229,2516,773,2146,131,1390,550,1819,3367,1819,3221,1822,1478,2581,2372,2372,2372,2594,2581,2372,2372,1224
181,6496,3154,1462,3131,2970,1004,2146,473,1474,147,3121,961,824,3180,2172,3413,2608,1638,961,3121,2172,3119,296,2217,1474
182,6496,3013,2871,909,909,2965,3121,2560,3198,147,824,1822,1024,2608,1822,1474,3119,1822,961,1822,2608,2594,961,2594,1474
183,2605,3154,362,1028,2970,954,1194,1590,1986,303,303,2747,303,156,2102,771,4078,318,1522,2742,2102,1522,2102,2102,2724
184,2605,3154,1462,3131,325,954,954,2752,2953,918,954,3093,954,954,954,954,954,881,79,2244,124,954,954,600,990
185,2605,3154,4150,909,3451,2041,2970,3225,3391,325,303,156,3157,156,2580,2102,865,2083,1986,987,1986,2397,2397,1986,1986
186,2605,5149,1462,909,909,1525,2146,473,2359,550,3369,2603,3089,143,1890,2146,2448,1472,2603,2146,3369,143,2146,632,2603
187,2605,5149,3506,1642,2970,145,2146,2131,1132,408,2603,2448,3315,2170,473,2146,2448,1472,2603,3089,550,143,2448,632,2603
188,2605,3154,1462,909,909,1522,961,131,1524,290,2603,2603,290,3098,473,2146,3315,3315,2603,2146,131,143,256,632,3098
189,2605,3013,44,798,1006,472,1501,3467,2293,2293,2293,2320,2293,1261,2271,2291,892,735,1423,599,1717,2077,3246,2856,2291
190,5659,3013,109,1723,1518,2933,2146,2951,1018,2433,3106,2414,19,1495,19,2462,2933,2916,19,563,781,445,2122,781,3389
191,6496,3013,109,680,2516,773,2146,2109,2943,795,1253,3443,327,2198,2581,3307,2202,2358,1882,3340,1729,3291,1882,1906,1906
192,2605,3154,4150,3305,5102,167,459,934,6995,5810,94,5573,5460,6970,6440,6440,6769,6527,2672,4265,5460,4704,1621,6574,4002
193,2605,3154,2871,2717,2657,773,3075,3507,2628,2628,401,2148,2372,239,2581,3136,2943,2372,2943,2943,401,2943,2943,239,1072
