ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10
86,1940,3906,213,1628,657,3208,1984,4115,3899,221,29
87,1411,3906,5770,5322,3462,2153,6346,1957,4924,2473,241
88,1940,3906,213,1628,657,3208,4229,1957,3899,221,29
89,681,3906,213,5322,3462,2153,6215,3364,4755,1516,3030
90,1411,6086,213,5322,657,1147,4537,1957,3345,744,1077
91,1940,3906,213,1628,657,3208,1959,4115,3345,744,223
92,1411,6086,213,5322,3462,1147,4537,1957,5397,744,2702
93,1940,3906,213,1114,657,3208,4229,1957,4924,221,7019
94,1411,3906,213,5322,1794,1147,4537,1957,250,2473,5663
95,1940,3906,213,5322,3297,1147,1959,1957,250,2423,1247
96,1411,3906,5770,5322,1794,1147,4537,1957,250,2473,7019
97,1411,3906,213,5322,1794,1147,4537,1957,4305,221,29
98,681,3906,213,5322,3297,3208,1937,1957,5397,221,7019
99,681,3906,213,5322,657,1147,4537,1957,250,221,7019
100,1411,3906,5770,5322,3462,2153,6215,3364,4755,2473,5692
101,1940,3906,213,5467,657,3208,4229,1957,6281,937,3400
102,1940,3906,213,5467,657,3208,4229,1957,5397,221,3400
103,1940,3906,213,5322,3297,5029,1959,1957,4305,1516,29
104,1411,3906,5770,5322,3462,2153,6346,1957,4305,6012,4248
105,681,3906,5770,5322,3462,4932,6215,4342,6467,919,3030
106,681,3906,213,5322,1794,5029,1959,1337,4305,3907,3030
107,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,3030
108,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,3030
109,1940,3906,213,1114,657,3208,4229,998,3899,2322,29
110,681,3906,213,5322,657,1147,4537,1957,250,221,29
111,1940,6086,213,1628,3297,5029,1959,1337,3345,919,1503
112,1940,3906,213,1628,3462,5029,1959,1337,1636,3907,223
113,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,3030
114,1940,3906,213,5322,1794,1147,1959,1957,250,1780,1247
115,681,3906,5770,5322,3462,2153,6215,3364,4755,1531,3030
116,681,3906,5770,5322,3462,2153,6346,1957,4305,2473,2398
117,1411,3906,5770,5322,3462,5029,1959,1337,4755,2473,5211
118,1940,3906,213,1628,1331,5029,1959,1337,4305,1516,3030
119,681,3906,213,1628,3297,5029,1959,4115,4067,3779,3400
120,1940,3906,213,5467,657,5029,1959,4115,3345,744,223
121,1411,3906,213,5322,3297,5029,1959,1957,250,5692,2095
122,681,3906,5770,5322,3462,2153,1959,1957,4305,744,1503
123,681,5550,213,5322,3462,4932,1959,1337,3345,919,1503
124,1940,3906,213,1628,1331,5029,1959,1337,4305,1516,3030
125,1940,3906,213,1628,3297,5029,1959,4115,4305,1516,29
126,681,3906,213,5322,657,1147,4537,1957,250,221,7019
127,681,3906,213,5322,3297,1147,4537,1957,250,4520,7019
128,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,1798
129,681,3906,5770,5322,3462,4932,6215,4342,4755,1531,3030
130,3964,6086,6872,5322,1794,2153,1959,1337,4755,2865,2718
131,681,3906,213,5322,3462,4932,1959,1337,4755,2473,3030
132,681,6086,213,5322,1794,5029,1959,1957,3345,744,1503
133,681,3906,213,5322,657,1147,4537,1957,4924,6218,6657
134,681,3906,213,5322,657,1147,4537,1957,5397,221,2702
135,1411,3906,5770,5322,3462,4932,6215,4342,1636,919,1503
136,1940,3906,213,5322,657,3208,1959,1957,3345,744,1798
137,681,3906,5770,4208,3462,4932,1959,1337,4755,919,1503
138,1411,3906,213,5322,3462,5029,1959,1337,4755,2473,1503
139,681,6086,213,1628,3297,5029,1959,1337,4067,3779,2394
140,681,3906,5770,5322,3462,4932,6215,4342,4755,6012,3030
141,1940,3906,213,1628,3297,5029,1959,1337,3345,2317,1798
142,1940,3906,213,5322,3462,2153,6346,1957,4305,1784,29
143,1940,3906,213,1628,3297,5029,1959,1337,4305,221,1503
144,1411,3906,6872,5322,3462,1147,4537,1957,250,2473,2398
145,1411,3906,213,1628,3297,3208,1937,1957,250,221,6657
146,1411,3906,5770,5322,3462,1147,4537,1957,5397,2473,7019
147,681,3906,5770,5322,3462,2153,6215,3364,4755,2473,3030
148,681,3906,213,1628,3297,5029,1959,1337,250,1516,2095
149,1411,3906,5770,5322,3462,1147,6346,1957,250,2473,2398
150,1411,3906,5770,5322,3462,2153,6215,3364,4755,2473,3030
151,1940,3906,213,1628,3462,5029,1959,1337,4305,1516,3030
152,681,3906,213,1628,3297,5029,1959,1337,2436,1516,3030
153,681,3906,213,5322,3462,4932,1959,3364,4755,1516,3030
154,681,3906,5770,5322,3462,2153,6346,1957,4305,2473,3030
155,681,3906,5770,5322,3462,4932,6215,3364,4755,2473,1503
156,1940,3906,213,1628,3297,5029,1959,4115,3345,2317,29
157,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,3030
158,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,3030
159,1411,3906,213,5322,1794,1147,4537,1957,250,2473,1247
160,1940,3906,213,1628,3297,5029,1959,1337,1636,1516,3030
161,1940,3906,213,1628,3297,3208,1959,1991,250,4520,2162
162,681,3906,213,5322,3297,5029,1959,1337,4305,1516,3030
163,681,3906,5770,4208,3462,5029,1959,1337,4305,1516,3030
164,1940,3906,5770,4208,3462,4932,6215,4342,6467,6012,3030
165,681,3906,213,5322,1794,1147,4537,1957,5397,744,1617
166,681,3906,213,5322,1794,1147,4537,1957,250,2473,5663
167,681,3906,213,5322,657,1147,4537,1957,250,221,7019
168,1940,3906,213,1628,657,3208,1937,4115,3899,2317,29
169,1940,3906,213,1628,657,3208,1959,4115,250,937,29
170,1940,3906,213,1628,3462,5029,1959,1337,3345,1516,1503
171,681,3906,213,1628,3462,5029,1959,1337,2436,2473,2095
172,1411,6086,5770,5322,3462,4932,6215,3733,4755,1882,3030
173,681,3906,213,5322,1331,5029,1959,1337,4305,1516,1503
174,681,3906,213,5322,1794,5029,1959,1337,4305,1516,3030
175,1411,3906,213,5322,1794,1147,1959,1337,4755,2473,3030
176,1940,3906,213,1628,3462,5029,1959,1337,4305,1516,3030
177,1940,3906,213,1628,3297,5029,1959,1957,4305,221,29
178,1940,3906,213,5322,3462,5029,1959,1337,4305,1516,29
179,681,3906,213,5322,3297,5029,1959,1957,250,2473,5211
180,1411,3906,5770,5322,3462,2153,6346,1957,250,2473,2398
181,5844,3906,213,5322,3462,2153,1959,3364,4305,2473,1247
182,1940,3906,213,5322,3462,5029,1959,1957,4305,6012,29
183,1940,3906,213,5467,657,3208,4229,1957,3899,744,29
184,1940,3906,213,1114,657,3208,1984,1957,3899,744,1077
185,681,3906,213,5322,657,3208,4537,1957,3376,221,3400
186,681,3906,5770,5322,3462,2153,6215,3364,4755,6012,3030
187,1411,3906,213,5322,1794,1147,1959,1337,4305,1516,3030
188,681,3906,213,5322,3297,5029,1959,1957,3345,744,1503
189,1940,3906,213,5322,3297,3208,1937,1957,4924,221,7019
190,1940,3906,213,1628,657,3208,1937,1957,4305,1516,29
191,1940,3906,213,1114,657,3208,4672,1957,250,4520,6424
192,681,3906,213,1628,657,3208,1937,1957,5397,221,7019
193,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,29
194,681,3906,213,1628,3297,5029,1959,1337,250,2473,5211
195,1940,3906,213,5322,1331,5029,1959,1337,3345,744,493
196,1940,3906,213,1628,1331,5029,1959,1337,1636,1516,3030
197,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,29
198,681,3906,213,5322,657,5029,1959,1957,3345,221,29
199,1940,3906,5770,5747,3462,5029,1959,3364,4305,3907,4248
200,681,3906,213,1628,3297,3208,1937,1957,250,4520,29
201,1411,3906,5770,5322,3462,2153,6346,1957,3149,2381,1617
202,681,3906,213,1628,3297,5029,1959,1337,2436,1516,3030
203,1940,3906,213,1628,3297,3208,1937,1957,2837,221,2292
204,1940,3906,213,1628,1331,5029,1959,1337,2436,1516,3030
205,1940,3906,213,1628,3297,5029,1959,1337,2436,1516,3030
206,1940,3906,213,1628,3297,5029,1959,1337,2436,1516,3030
207,1940,3906,213,1114,657,3208,1903,998,3899,2322,29
208,1940,3906,5770,5322,3462,4932,1959,3364,3345,919,1503
209,681,3906,213,5322,3462,4932,1959,3364,4755,2431,3030
210,1411,3906,5770,5322,3462,2153,6346,1957,4305,6218,4248
211,681,3906,5770,5322,3462,4932,6215,3364,4305,6012,4248
212,1411,3906,5770,5322,3462,2153,1959,1957,4755,2473,1503
213,681,3906,213,5322,3462,5029,1959,1957,4305,6012,29
214,681,3906,213,5322,1794,1147,4537,1957,250,221,7019
215,1411,3906,6872,5322,1794,1147,4537,1957,4924,221,7019
216,1940,3906,213,1628,3297,3208,1937,1957,3899,744,1617
217,1940,3906,213,1628,3462,5029,1959,1337,4305,1516,1798
218,1940,3906,213,5322,3462,5029,1959,1337,4305,1516,3030
219,1940,3906,213,5467,657,3208,4672,1957,6937,221,29
220,681,3906,213,5467,657,3208,4672,1957,5397,221,223
221,1940,3906,213,1628,3297,5029,1959,4115,4305,1516,29
222,1411,3906,213,5322,1794,5029,1959,1337,4755,2426,5211
223,681,3906,213,5322,1794,2153,1959,1957,4305,2865,1798
224,681,3906,213,5322,1331,5029,1959,1337,4305,1516,3030
225,681,3906,213,5322,1794,1147,4537,1957,4305,744,7019
226,1940,3906,213,1628,3297,5029,1959,4115,3345,1868,1617
227,1940,3906,213,1628,3297,5029,1959,1957,3899,221,29
228,681,3906,213,1628,3297,5029,1959,1957,250,4520,1247
229,681,3906,6872,5322,1794,1147,4537,1957,250,2423,1247
230,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,29
231,681,3906,213,1628,3297,3208,1959,1957,250,1516,3030
232,681,6086,5770,5322,3462,2153,6346,1957,4755,2473,2398
233,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,3030
234,1411,3906,5770,4196,3462,4932,6215,4342,6467,3907,1503
235,681,3906,213,1628,1794,5029,1959,1957,4305,2653,29
236,681,3906,5770,5322,3462,4932,6215,7014,4305,3930,4248
237,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,3030
238,681,3906,5770,5322,3462,4932,6215,4342,6467,919,3030
239,1411,3906,5770,5322,3462,2153,6215,3364,4755,1531,3030
240,681,6086,213,1628,3297,5029,1959,1337,1636,919,1503
241,681,3906,213,5322,1794,1147,4537,1957,5397,2473,2398
242,1940,3906,213,1628,3297,3208,1959,4115,4305,1516,3030
243,1411,3906,5770,5322,3462,2153,6346,1957,4305,2473,2398
244,681,3906,6872,5322,1794,1147,4537,1957,250,2473,1247
245,1411,3906,5770,5322,657,1147,4537,1957,250,2473,5663
246,1411,5550,213,5322,657,3208,4229,1957,5397,3779,3400
247,681,3906,213,5322,657,1147,4537,1957,250,2423,1247
248,681,3906,213,5322,1794,1147,1959,1957,4305,1516,29
249,1411,3906,213,5322,3462,1147,4537,1957,250,2473,7019
250,1940,3906,213,5322,3297,3208,4537,1957,250,4520,29
251,1940,3906,213,5322,3297,3208,1937,1957,250,2473,7019
252,681,3906,213,5322,3297,5029,1959,1337,3345,919,3030
253,681,3906,213,5467,657,3208,1965,1957,5397,3779,223
254,681,3906,213,5322,3297,1147,4537,1957,250,2473,1852
255,681,3906,5770,5322,3462,2153,6215,3364,4755,919,3030
256,681,3906,213,5322,1331,5029,1959,1337,2436,2431,3030
257,681,3906,213,5322,3462,2153,1959,3364,4755,919,3030
258,1940,3906,213,5322,3297,1147,4537,1957,5421,221,7019
259,681,3906,213,5322,657,1147,4537,1957,3376,221,7019
260,681,3906,213,5322,3462,1147,6346,1957,250,2473,7019
261,681,3906,5770,5322,3462,4932,6215,3364,4755,1531,3030
262,1940,3906,213,1628,3297,5029,1959,1337,2436,1516,3030
263,1411,6086,5770,5322,3462,2153,6346,3733,4755,2473,1503
264,1411,3906,213,5322,657,1147,4537,1957,250,2473,1247
265,681,3906,213,5467,657,6418,4537,1957,250,221,7019
266,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,1798
267,1940,3906,213,1628,3462,5029,1959,1337,4305,1516,5632
268,1940,3906,213,5322,3297,3208,4537,1957,250,221,29
269,1940,3906,213,5322,3297,1147,4537,1957,250,221,7019
270,1940,3906,213,1628,657,3208,1937,1957,3899,221,29
271,1940,3906,213,1628,1331,5029,1959,1337,2436,1516,3030
272,1940,3906,213,1628,3297,3208,1959,4115,4305,5658,29
273,681,3906,213,1628,3297,5029,1959,1337,588,1516,3030
274,681,3906,5770,5322,3462,4932,1959,3364,4755,1516,1503
275,1940,3906,213,5322,1794,5029,1959,1337,4305,1516,3030
276,681,3906,5770,4208,3462,4932,1959,4342,3360,919,1503
277,681,3906,213,5322,3462,5029,1959,1337,5307,2473,2095
278,681,3906,5770,5322,3462,2153,6346,1957,4305,2426,3030
279,3780,3906,5770,5322,3462,2153,6346,1957,250,2473,2398
280,1940,3906,213,5322,3297,5029,1959,1337,3345,1516,1503
281,1940,3906,213,5322,3462,5029,1959,1337,4305,1516,3030
282,1940,3906,213,1628,3297,3208,1959,4115,2837,2317,29
283,681,3906,5770,5322,3462,2153,6346,1957,250,2473,3030
284,1940,3906,213,5322,3462,5029,1959,1957,4305,1516,3030
285,1411,3906,5770,5322,3462,4932,6215,3364,4305,2473,1503
286,1940,3906,213,1628,3297,5029,1959,4115,3345,2317,29
287,1940,3906,213,5322,3462,5029,1959,1337,4305,1516,3030
288,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,3030
289,681,3906,5770,5322,3462,2153,1959,1957,4305,2473,3030
290,1940,3906,213,1628,657,3208,1937,1957,250,221,29
291,681,3906,5770,5322,3462,2153,6215,3364,4755,1531,3030
292,681,3906,5770,4208,3462,4932,1959,1337,588,2865,3030
293,1411,3906,213,5322,3297,5029,1959,1957,250,4520,5211
294,681,3906,213,5322,657,3208,4537,1957,250,221,29
295,1940,3906,213,1628,657,3208,1937,1957,250,4520,6424
296,681,3906,5770,5322,1794,1147,4537,1957,250,2423,1247
297,681,3906,5770,5322,3462,2153,6346,1957,4305,6012,3030
298,681,6086,213,1628,3297,5029,1959,1337,3345,2473,1503
299,681,3906,213,5322,1794,1147,1959,1957,4305,2865,3030
300,1940,3906,213,1628,657,3208,1959,1957,250,1516,29
301,681,3906,213,5322,1794,5029,4537,1957,4305,221,7019
302,1940,3906,213,1628,3297,5029,1959,1337,4305,1516,1798
303,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,3030
304,681,3906,5770,5322,3462,4932,6215,3364,4755,2473,3030
305,1940,3906,213,1628,657,3208,1959,4115,250,4520,2162
306,681,3906,5770,5322,3462,2153,6346,5183,4305,6012,4248
307,1411,3906,5770,5322,3462,1147,6346,1957,250,2473,2398
308,1411,3906,213,5322,1794,1147,4537,1957,2837,2653,1617
309,681,3906,213,5322,1331,5029,1959,1337,588,1516,3030
310,1940,3906,213,1628,657,3208,1984,4115,6281,937,29
311,1940,3906,213,5467,657,3208,4229,1957,1096,3779,3400
312,681,3906,213,5467,657,3208,4537,1957,3376,221,7019
313,681,3906,213,5322,1794,1147,4537,1957,250,2473,4248
314,1411,3906,213,5322,3297,5029,1959,1957,250,2473,2095
315,681,3906,213,5322,3462,2153,1959,1337,588,1882,3030
316,4810,6086,5770,5322,3462,4932,6215,3733,4755,2473,2398
317,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,3030
318,681,3906,213,5322,1794,5029,1959,1957,4305,221,7019
319,681,3906,213,5322,3462,1147,4537,1957,250,221,7019
320,1411,3906,213,5322,1794,1147,4537,1957,4924,221,241
321,1411,6086,213,5322,1794,1147,4537,1957,250,221,7019
322,1411,3906,5770,1628,3297,5029,1959,1337,1636,3779,1503
323,1940,3906,5770,5322,3462,4932,6215,3364,4305,6012,3030
324,1411,3906,5770,5322,3462,4932,6215,4342,6467,5709,3030
325,681,3906,5770,4196,3462,4932,6215,4342,6467,1911,3030
326,681,3906,5770,5322,3462,4932,6215,3364,4755,2426,3030
327,681,3906,213,5322,3462,4932,1959,1337,2436,1516,3030
328,681,3906,5770,5322,3462,4932,6215,3364,4305,6012,4248
329,681,3906,213,1628,3297,3208,1959,1991,4305,1516,2095
330,1940,3906,213,1628,657,3208,1937,4115,250,1516,29
331,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,3030
332,1940,3906,213,1628,3297,3208,1937,1957,2837,1516,29
333,1411,3906,5770,5322,3462,4932,6215,4342,4755,919,1503
334,1940,3906,213,1628,1331,5029,1959,1337,3345,1516,3030
335,1940,3906,213,1628,3297,5029,1937,1957,2837,221,29
336,1940,3906,5770,1628,3462,5029,1959,1957,4305,221,29
337,681,3906,213,5322,1794,5029,1959,1957,250,2473,1503
338,1940,3906,213,1628,3297,5029,1959,1337,3345,2653,1798
339,681,3906,213,5322,3297,5029,4537,1957,250,221,7019
340,1411,3906,213,5322,3297,1147,4537,1957,5397,221,7019
341,1940,3906,213,1628,657,3208,1959,4115,3899,1516,29
342,1411,3906,5770,5322,3462,1147,4537,1957,250,2473,1247
343,1411,3906,213,5322,1794,1147,4537,1957,6937,1868,1617
344,1411,3906,5770,5322,3462,4932,6215,4342,4755,1531,3030
345,1411,3906,5770,4196,3462,5946,6215,4342,6467,919,1503
346,681,3906,213,1628,3462,5029,1959,1337,2436,2431,3030
347,681,3906,5770,5322,3462,4932,6215,7014,4305,6012,3030
348,681,3906,213,5322,3462,2153,1959,1337,250,2473,2633
349,1940,3906,213,1628,3297,5029,1959,1337,6380,937,3030
350,681,3906,213,5322,3297,1147,4537,1957,4305,221,29
351,681,3906,213,5322,3462,5029,1959,1337,4305,5658,5211
352,681,3906,213,5322,3462,1147,6346,1957,250,2473,4076
353,1411,3906,5770,5322,3462,2153,6215,3733,4755,2473,2398
354,681,3906,5770,5322,3462,2153,6215,1957,4755,2473,2398
355,1411,3906,213,5322,657,1147,4537,1957,250,2473,1247
356,1940,3906,213,1628,657,3208,4672,1957,6937,221,29
357,681,3906,5770,5322,3462,2153,6215,5183,4305,6012,1503
358,1411,3906,5770,5322,3462,4932,6215,3733,4755,2473,4248
359,1411,3906,213,5322,657,5029,1959,1337,4305,2865,2633
360,681,3906,213,5322,657,6418,4537,1957,250,221,1247
361,681,3906,213,1628,1331,5029,1959,1337,3345,1516,3030
362,681,3906,213,5322,657,1147,4537,1957,250,221,7019
363,681,3906,213,5322,3462,2153,1959,1957,4305,2473,7019
364,681,3906,213,5322,3462,4932,1959,1337,4755,2473,2398
365,681,3906,213,5322,657,3208,4537,1957,250,221,2087
366,1940,3906,213,1628,3297,5029,1959,4115,4305,5658,29
367,681,3906,213,5322,3297,5029,1959,1957,4305,221,29
368,1940,3906,213,1628,657,3208,1937,1957,250,4520,6424
369,1411,3906,5770,5322,1794,1147,4537,1957,250,2473,1247
370,1411,3906,5770,5322,3462,1147,6346,1957,250,2473,1247
371,681,3906,213,5322,3297,1147,4537,1957,250,4520,1247
372,1940,3906,213,1628,657,3208,1959,4115,250,221,29
373,1411,3906,5770,5322,3462,1147,6346,1957,5397,2473,2398
374,1940,3906,213,1628,3297,3208,1937,1957,4924,221,7019
375,1411,3906,5770,5322,3462,2153,6346,1957,4305,2473,4248
376,3964,32,5770,5322,3462,4932,1959,1337,4755,3779,1503
377,681,3906,213,5467,657,3208,4672,1957,5397,221,1617
378,681,3906,213,1628,3297,5029,1959,1337,1636,3779,5211
379,1411,3906,213,5322,3462,2153,1959,1337,4755,2473,2003
380,1940,3906,213,1628,657,3208,1984,4115,6281,4520,29
381,1411,6086,5770,4196,3462,4932,6215,4342,4755,1314,1503
382,5642,6086,5770,4196,3462,4932,6215,4342,4755,1531,1345
383,681,3906,213,5322,3462,4932,1959,1337,3345,2653,3535
384,1411,3906,6872,5322,1794,1147,4537,1957,250,2473,2398
385,681,3906,213,1628,657,3208,1959,1957,5397,3779,3400
386,1940,3906,213,1628,657,3208,1959,4115,1096,937,3400
387,1940,3906,213,5467,657,3208,4229,1957,4811,221,7019
388,1940,3906,213,1628,3297,3208,1959,1957,4305,221,29
389,1940,3906,213,5322,657,3208,4537,1957,5421,221,29
390,681,3906,213,5322,3297,5029,1959,1957,250,4520,5692
391,681,3906,6872,5322,1794,1147,4537,1957,250,2423,1247
392,1940,3906,213,1628,3462,5029,1959,1337,2436,1516,3030
393,1940,3906,5770,5322,3462,4932,6215,7014,4305,6012,4248
394,1940,3906,213,1628,657,3208,1984,4115,6281,937,29
395,1940,3906,213,1628,3297,3208,1959,4115,4305,1516,3030
396,681,3906,5770,5322,3462,2153,1959,3364,4755,3729,5632
397,681,3906,213,5322,3297,1147,1959,1957,4305,1516,1503
398,1940,3906,213,1628,3297,5029,1959,1337,3345,1516,3030
399,1940,3906,213,5322,3297,5029,1959,1337,4305,1516,3030
400,1411,3906,6872,5322,3462,1147,6346,1957,250,2473,1247
401,681,3906,5770,5322,3462,5029,1959,1337,250,2473,2398
402,681,3906,5770,5322,3462,4932,6215,4342,4755,2431,3030
403,681,3906,213,5322,1331,5029,1959,1337,2436,2473,3030
404,1940,3906,213,1628,3462,5029,1959,1337,3529,1516,3030
405,1411,6086,5770,5322,3462,1147,6346,1957,250,2473,7019
406,1411,3906,5770,5322,3462,2153,6346,1957,250,2473,2633
407,1940,3906,213,5322,3297,1147,1959,1957,250,1868,2087
408,681,3906,213,5467,657,3208,1937,1957,3345,744,1503
409,1411,3906,5770,5709,3462,4932,6215,4342,4635,1531,3030
410,1940,3906,213,1628,3462,5029,1959,1337,4305,1516,1503
411,1940,3906,213,1628,3462,4932,1959,1337,2436,1516,3030
412,1411,3906,213,1628,3297,5029,1959,1337,2436,5658,5211
413,681,3906,5770,5322,3462,4932,6215,4342,4755,1531,3030
414,1940,3906,213,4208,3462,4932,1959,3364,4305,1516,3030
415,1411,3906,5770,5322,3462,4932,6215,3364,4755,2473,3030
416,681,3906,213,5322,1794,1147,4537,1957,250,2473,2398
417,681,3906,213,5322,3297,5029,1959,1337,4305,1516,3030
418,1411,3906,5770,5322,3462,2153,6346,1957,4755,2473,2398
419,1940,3906,213,1628,657,3208,1959,4115,250,1516,41
