ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26
77,12,710,12,335,622,118,168,118,735,735,118,118,118,118,9,9,9,175,9,8,8,8,8,8,8,8,8
78,149,149,309,331,255,116,276,223,347,192,155,92,155,192,299,352,38,38,38,38,38,151,38,38,38,38,38
79,64,64,251,64,569,62,38,551,135,343,632,632,396,396,168,285,65,38,38,396,285,600,285,194,285,141,285
80,255,448,353,262,506,124,365,85,217,217,217,2,217,56,2,217,56,135,2,2,38,124,2,343,38,38,343
81,547,185,79,185,129,24,295,346,346,392,213,273,362,213,362,203,203,203,100,100,362,213,100,213,362,100,213
82,334,334,197,387,373,387,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,491,623,501,175,249,574,193,31,31,387,132,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,383,75,65,189,189,20,82,570,393,676,676,296,393,380,393,393,393,393,393,393,393,393,393,393,393,393,393
85,393,393,183,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,85,393,618,194,356,399,399,317,399,181,317,317,317,393,393,133,376,13,393,159,393,393,376,393,393,66,393
87,403,403,168,403,86,259,259,259,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
88,123,123,123,335,222,776,107,13,259,126,126,126,72,305,629,116,72,345,421,72,321,37,376,159,790,376,356
89,42,42,109,80,156,279,38,282,173,377,377,114,114,317,133,126,133,126,126,299,376,126,376,377,168,243,403
90,690,805,293,411,317,317,66,8,13,393,393,393,393,44,393,333,44,133,222,179,44,66,99,44,44,99,99
91,794,729,338,82,317,296,338,183,13,13,13,13,476,44,259,160,13,259,694,44,126,345,376,183,293,183,259
92,32,203,496,34,317,394,219,107,181,181,222,393,181,181,66,222,159,159,222,222,222,222,66,222,222,222,222
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,334,769,454,437,602,539,548,665,691,677,362,515,325,741,736,741,86,446,86,86,540,446,86,86,86,86,86
95,115,115,102,323,763,456,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,572,714,594,329,624,624,765,19,203,203,203,203,273,273,342,572,342,273,273,273,569,273,203,273,273,273,273
97,174,258,667,290,179,273,318,79,572,806,760,760,321,177,321,177,773,773,321,177,576,576,86,417,773,273,273
98,21,134,136,597,203,203,620,584,231,584,100,443,273,443,569,273,548,618,86,100,273,273,657,273,273,273,273
99,763,763,499,707,615,722,472,472,216,157,410,764,811,191,216,478,191,191,169,398,384,364,169,398,364,398,48
100,323,92,406,754,220,22,174,585,174,595,595,597,766,630,156,218,674,717,620,218,214,218,45,214,214,3,777
101,285,181,295,794,285,794,230,671,230,66,285,285,751,314,211,671,304,74,581,48,74,323,647,74,478,323,74
102,767,767,435,49,49,318,37,208,5,278,278,278,353,278,278,278,278,278,278,193,193,313,3,247,3,382,193
103,49,693,636,554,49,274,100,100,554,371,388,147,327,327,140,255,224,255,255,255,255,256,387,140,374,255,224
104,523,523,526,26,752,231,40,506,231,506,231,95,95,95,447,208,70,36,95,95,95,208,0,0,346,202,95
105,479,479,187,332,209,33,108,33,9,33,9,226,124,226,69,324,189,114,729,729,177,129,369,729,229,729,197
106,591,451,673,315,197,217,217,118,85,282,282,282,176,282,176,370,176,401,176,77,176,176,176,137,176,176,176
107,508,192,665,32,401,278,153,223,1,244,1,1,63,63,176,229,10,176,176,176,176,176,176,176,176,176,176
108,287,287,104,195,85,155,259,107,126,259,376,67,296,126,376,67,67,67,67,376,317,67,67,67,67,67,67
109,369,369,369,551,776,369,369,317,369,369,369,369,369,369,369,66,403,369,66,66,66,123,133,403,317,142,369
110,505,551,460,49,793,663,458,504,468,682,345,221,293,293,317,376,317,376,293,259,317,376,160,345,376,376,67
111,221,632,734,163,469,265,265,265,379,171,84,20,314,759,20,405,286,764,405,286,20,286,286,286,394,286,286
112,740,212,65,319,195,162,143,195,618,355,355,355,96,353,218,182,286,96,218,182,182,96,218,241,393,218,314
113,145,145,363,363,381,371,190,189,351,351,554,274,274,105,105,195,14,286,367,286,286,286,286,286,286,286,286
114,290,290,715,387,255,53,256,308,255,404,303,147,339,224,224,131,131,147,131,131,131,131,131,131,131,131,131
115,175,175,336,590,118,206,360,92,379,245,334,213,213,364,213,200,131,131,364,147,131,131,131,131,131,131,131
116,332,323,69,165,237,754,383,231,6,295,792,295,582,147,309,309,131,213,131,148,131,131,131,131,131,148,131
117,808,808,189,97,337,633,652,391,30,185,26,131,413,588,95,384,250,435,6,250,250,98,30,213,6,98,42
118,629,613,613,297,167,506,519,373,33,307,681,681,681,98,62,307,224,140,62,33,365,140,33,365,365,33,365
119,56,90,196,690,767,89,195,382,289,195,289,289,278,278,14,14,328,307,365,365,365,365,14,365,365,365,365
120,167,167,511,738,274,356,9,296,44,336,276,207,541,469,285,701,701,229,391,701,45,701,701,420,313,229,620
121,223,223,274,274,517,274,149,149,274,111,347,384,274,43,274,274,274,274,384,28,384,43,384,28,384,384,384
122,543,543,808,413,805,714,805,7,472,614,472,391,53,65,212,170,208,111,583,514,329,111,800,483,265,483,483
123,665,272,633,298,363,387,184,245,184,245,800,800,800,184,341,341,341,341,341,341,341,341,341,341,341,341,341
124,322,136,688,808,433,353,323,113,323,774,323,323,323,381,323,147,216,216,347,347,216,347,102,97,347,216,218
125,207,207,503,663,769,367,440,341,633,16,740,350,740,16,341,341,16,341,341,341,341,341,341,341,341,341,341
126,573,109,423,417,573,573,366,366,366,366,263,182,218,381,182,182,182,182,182,182,182,182,182,182,182,182,182
127,308,698,430,130,573,216,775,88,245,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
128,803,184,520,43,391,78,265,400,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
129,7,6,185,206,197,7,7,68,642,432,389,389,210,171,171,171,171,171,171,171,171,171,171,171,171,171,171
130,137,28,494,28,28,28,250,250,353,274,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
131,79,79,8,120,370,370,131,309,371,171,171,723,171,171,166,171,171,171,171,171,171,171,171,171,171,171,171
132,259,556,69,388,380,379,3,403,354,354,354,345,259,345,317,403,317,259,259,317,317,259,259,259,259,259,259
133,606,263,319,796,170,476,476,476,476,476,606,133,133,126,579,355,355,293,361,259,259,421,330,579,355,355,355
134,207,657,59,400,259,305,690,447,447,447,806,806,447,806,229,806,806,620,316,316,288,160,316,316,126,126,355
135,525,525,335,158,134,394,60,493,21,738,738,738,738,232,114,114,314,232,114,232,114,595,314,232,114,232,89
136,780,780,416,119,285,117,187,121,379,351,380,190,351,64,64,391,79,351,388,388,388,388,223,223,223,223,388
137,562,562,121,648,605,314,16,706,373,373,605,373,605,605,595,314,314,605,89,314,314,314,595,605,314,595,314
138,735,207,60,185,379,156,162,334,632,632,632,77,266,421,252,1,158,76,197,389,158,659,158,90,90,90,90
139,114,365,327,221,221,0,89,158,158,336,130,130,130,124,398,245,138,343,234,138,276,313,276,781,276,343,276
140,807,723,804,25,238,1,262,158,268,1,389,1,151,476,476,679,781,679,781,679,781,781,506,90,90,90,90
141,313,345,43,24,70,381,381,41,20,41,22,729,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
142,624,624,321,131,729,241,355,260,355,148,66,241,260,260,182,102,260,260,102,260,102,102,102,260,102,102,251
143,35,427,60,251,174,22,162,223,22,47,241,95,47,22,22,161,161,260,241,102,102,364,102,102,22,102,102
144,66,325,390,66,346,399,68,759,216,139,139,273,134,273,273,273,273,273,177,177,139,572,177,139,139,177,177
145,41,231,728,30,409,809,214,327,308,123,342,342,342,342,342,342,342,342,342,342,301,342,342,342,342,342,342
146,248,248,256,115,273,273,95,273,321,95,95,764,40,342,95,321,95,273,321,273,342,342,115,273,115,342,273
147,231,268,257,371,389,545,327,250,327,152,88,7,152,152,88,206,237,237,237,237,237,237,237,237,237,237,237
148,274,686,500,618,162,326,206,340,33,79,54,131,237,28,237,237,237,237,237,237,237,237,237,237,237,237,237
149,26,366,75,273,224,237,237,237,237,309,310,100,100,309,295,237,237,237,237,237,237,237,237,237,237,237,237
150,599,720,464,711,806,79,54,166,268,184,268,184,42,98,235,7,98,220,98,185,98,7,7,7,7,7,7
151,693,771,583,305,274,118,10,285,130,285,265,96,404,7,404,7,7,7,119,252,7,7,144,265,7,7,7
152,179,179,26,185,320,332,31,287,370,121,166,166,31,166,14,307,62,166,166,132,132,31,132,370,31,166,132
153,715,433,186,495,510,118,206,88,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
154,159,643,229,423,159,326,326,206,206,108,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
155,598,633,724,650,364,732,237,189,264,239,309,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
156,421,123,216,393,41,301,734,690,137,317,403,137,236,141,160,403,288,66,338,3,156,39,211,275,39,211,39
157,658,25,689,10,129,10,186,354,223,243,352,352,219,186,352,352,352,149,352,352,352,352,352,352,352,352,352
158,410,542,352,384,65,54,329,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352
159,132,385,231,145,10,6,744,286,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
160,31,31,661,62,126,358,74,365,74,8,466,466,466,74,74,314,377,96,133,141,301,301,357,301,143,357,357
161,725,250,173,329,309,121,192,256,347,250,34,105,270,347,347,347,270,347,357,357,357,357,357,357,357,357,270
162,423,252,370,62,320,25,197,46,46,46,240,240,240,240,240,240,46,240,46,46,46,46,46,46,46,240,240
163,772,599,683,389,28,517,440,624,440,223,212,714,379,147,147,212,173,156,173,173,156,156,156,156,156,173,173
164,727,484,726,374,69,624,374,69,153,317,172,172,172,172,153,172,320,320,244,244,244,244,305,244,320,17,444
165,361,5,378,89,274,259,5,293,403,317,123,308,259,259,742,89,742,72,72,742,345,345,742,345,72,345,742
166,758,758,758,522,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
167,768,458,768,66,313,84,5,345,345,345,345,243,345,345,345,570,345,579,345,579,345,345,168,345,345,345,345
168,123,671,182,177,407,182,301,182,182,182,182,182,182,748,280,74,373,194,66,369,285,285,66,4,285,285,369
169,532,532,283,533,74,516,402,348,569,323,705,21,285,569,285,285,285,285,285,285,285,285,285,285,285,285,285
170,388,388,578,129,354,354,247,84,310,212,356,314,314,356,114,114,114,12,84,212,367,4,314,218,4,218,338
171,287,287,252,514,247,747,730,324,311,94,94,173,320,135,358,173,406,173,590,9,173,173,9,246,9,185,185
172,761,162,783,320,320,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343
173,715,613,638,357,338,782,108,401,401,17,17,343,196,343,343,343,343,343,343,343,343,343,343,343,343,343,343
174,309,293,309,240,266,369,401,343,493,186,369,167,359,359,359,338,338,338,359,359,153,359,359,2,359,359,359
175,368,368,191,373,353,401,77,465,77,77,153,153,154,359,154,74,74,154,74,74,151,74,151,74,359,74,359
176,185,363,689,234,165,305,320,56,56,9,56,56,56,56,17,85,173,285,343,343,74,85,17,204,2,38,74
177,510,510,513,148,477,496,496,249,203,548,229,150,55,377,40,229,377,139,229,250,250,250,248,250,100,100,100
178,100,592,303,100,100,100,100,100,100,100,100,381,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
179,725,463,64,347,462,42,10,100,100,310,295,162,6,765,295,295,100,100,100,100,100,100,100,100,100,100,657
180,131,131,154,326,547,739,75,187,187,117,147,80,80,21,21,21,21,21,147,21,21,339,339,339,21,21,21
181,319,714,103,714,319,319,221,323,366,225,330,208,5,5,5,5,5,86,203,312,203,134,203,5,203,203,353
182,663,689,720,557,140,283,283,631,75,257,53,213,80,80,80,80,23,80,244,283,306,147,80,241,80,147,80
183,356,801,751,112,356,356,399,318,356,377,356,356,356,356,674,356,356,356,356,356,356,356,356,356,356,356,356
184,406,361,800,85,280,4,356,248,114,114,356,107,403,356,608,251,403,251,115,115,115,115,13,115,356,356,676
185,758,758,121,356,281,86,517,281,128,128,128,395,321,356,128,128,128,356,356,356,356,356,356,356,356,356,356
186,42,736,11,80,106,80,168,168,318,241,113,308,113,109,241,41,113,113,113,21,113,113,101,113,139,113,260
187,699,54,361,91,238,42,237,136,21,21,312,208,115,261,46,46,115,49,115,115,203,115,329,115,113,113,21
188,682,631,747,757,652,595,159,790,41,241,349,103,241,137,188,227,329,227,21,21,113,113,21,21,113,113,21
189,85,311,800,333,318,4,399,20,22,391,301,274,274,142,274,274,274,274,274,274,274,274,274,274,274,274,274
190,32,551,629,310,28,140,372,283,353,289,156,164,63,353,353,353,133,274,274,274,274,274,274,274,274,274,274
191,423,371,125,515,385,776,776,638,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
192,388,760,269,380,41,207,723,576,134,139,652,652,652,652,652,173,652,652,652,652,82,491,193,193,193,193,82
193,364,268,198,449,534,287,130,187,92,155,158,280,163,354,253,135,52,52,52,52,52,52,52,52,52,52,52
194,43,43,140,800,31,340,297,109,290,253,121,211,550,635,550,635,60,192,550,3,155,155,155,155,52,155,52
195,379,55,297,340,690,338,489,570,82,338,338,338,338,338,16,338,338,188,211,619,211,211,338,338,211,114,338
196,722,55,301,506,320,320,780,783,810,338,338,338,3,3,338,338,338,338,338,338,338,338,338,338,338,338,338
197,371,490,255,84,119,637,205,754,754,754,754,321,14,14,150,166,377,84,195,367,395,681,596,596,388,84,189
198,99,555,747,393,393,593,14,14,373,387,373,373,373,760,373,373,25,189,373,501,150,150,189,189,189,150,189
199,654,720,718,156,449,111,84,787,312,285,312,372,114,312,287,187,87,393,189,616,393,189,189,189,727,189,189
200,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189
201,323,225,323,592,379,379,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
202,34,656,31,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
203,168,447,32,192,3,74,74,74,202,269,383,383,383,202,53,202,383,290,334,334,383,334,779,383,476,800,301
204,510,340,409,276,325,154,370,215,69,69,69,69,155,69,69,69,69,69,69,69,69,69,69,69,69,69,69
205,702,410,144,299,25,397,290,444,444,397,397,513,754,69,69,69,69,69,69,69,69,69,69,69,69,69,69
206,246,246,283,25,298,55,250,808,69,234,69,401,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
207,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369
208,142,142,432,77,249,402,136,201,9,244,167,343,343,186,369,363,76,17,186,369,17,186,369,369,369,369,369
209,68,68,199,17,77,55,271,249,253,311,311,226,266,226,226,21,21,266,266,369,369,266,266,369,369,369,369
210,494,432,93,555,309,213,134,95,95,774,245,306,273,121,185,95,95,95,100,6,774,774,774,250,185,95,185
211,311,311,654,413,419,419,419,110,482,654,507,614,7,413,185,199,185,413,7,185,185,185,185,185,185,185,185
212,213,334,370,292,653,140,274,66,66,66,66,129,279,495,289,405,396,244,142,689,166,166,14,166,141,142,185
213,9,9,142,769,22,542,178,395,395,178,395,619,59,22,251,647,611,160,395,647,115,115,395,395,395,115,115
214,687,687,231,263,257,241,349,148,495,59,51,809,191,730,191,191,691,691,395,191,691,730,191,647,691,377,395
215,145,145,224,185,303,303,620,395,329,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395
216,313,0,28,543,335,125,181,18,18,123,80,156,156,156,81,156,156,156,156,156,156,156,156,156,156,156,156
217,31,388,406,388,787,531,251,156,156,156,130,329,218,329,156,156,701,156,156,156,156,156,156,156,156,156,156
218,388,301,770,189,319,40,301,256,275,275,313,174,96,384,246,384,107,632,246,246,58,246,246,211,246,58,246
219,400,682,809,629,576,576,576,399,110,259,327,160,160,160,160,160,376,376,160,160,160,160,160,160,160,160,160
220,417,417,690,37,548,620,738,99,384,41,168,126,133,133,160,690,126,690,377,44,377,690,133,133,37,317,126
221,287,67,118,110,22,327,376,221,126,317,293,126,126,317,259,126,126,259,317,317,676,402,317,317,317,317,317
222,732,732,577,450,433,796,101,74,101,129,22,129,46,129,129,129,618,38,180,129,740,129,129,2,129,183,129
223,423,692,132,637,281,68,121,121,495,495,264,77,77,389,471,471,471,129,129,229,471,129,123,129,229,31,106
224,105,105,554,155,129,136,129,293,340,39,396,58,58,129,58,58,58,129,129,129,129,129,129,129,129,129,129
225,760,497,702,581,328,395,349,346,318,318,318,318,318,241,241,241,318,318,241,241,241,241,241,318,241,318,241
226,311,377,47,19,283,462,145,342,104,104,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
227,423,510,382,667,143,218,115,241,143,241,375,115,241,283,283,283,241,375,241,241,283,241,241,241,241,241,241
228,309,178,3,159,78,629,363,675,432,432,264,714,132,264,264,264,264,264,264,264,264,264,264,264,264,264,264
229,745,260,773,664,572,157,208,15,15,6,6,245,337,143,285,245,264,264,264,264,264,264,264,264,264,264,264
230,274,274,364,73,255,800,372,144,0,100,53,292,264,264,264,264,248,264,264,264,264,264,264,264,264,264,264
231,290,686,567,162,132,60,192,290,132,54,170,170,170,170,170,170,170,170,170,234,170,170,170,170,170,170,170
232,290,290,118,166,256,256,256,170,145,92,145,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
233,695,695,728,577,214,99,248,113,295,212,613,103,230,65,309,697,621,323,195,269,621,7,647,78,621,7,241
234,175,234,761,142,605,704,184,184,184,184,341,268,184,184,184,184,184,184,184,184,184,184,184,184,268,184,184
235,17,178,17,171,361,570,411,245,245,245,245,245,481,245,245,184,245,283,96,184,481,245,184,481,184,184,287
236,761,761,761,180,271,132,184,197,184,238,184,184,184,287,238,132,132,83,184,185,83,166,83,83,83,184,83
237,433,336,24,262,340,155,25,155,124,85,85,85,85,135,135,135,135,135,124,124,124,124,124,124,124,124,124
238,124,650,761,85,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
239,56,153,285,285,153,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
240,675,447,41,85,17,394,168,370,335,370,335,506,142,735,195,16,194,370,370,166,166,721,370,24,370,71,106
241,342,446,376,597,105,318,255,221,376,21,21,3,3,3,3,161,3,288,57,10,101,10,188,293,10,539,539
242,393,393,223,137,105,223,214,223,404,140,140,140,140,140,238,367,255,255,42,71,321,317,71,71,71,61,301
243,312,248,648,547,468,23,268,23,263,102,385,263,263,263,263,263,263,263,263,263,102,263,263,263,263,263,263
