ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4
314,6122,4575,3648,6922,2088
315,1766,3716,3648,1487,1252
316,1766,3716,3648,734,157
317,6122,4575,3648,30,2088
318,6122,3716,3648,1782,3480
319,6122,4575,3648,155,1049
320,4109,1436,1462,224,5166
321,1766,4575,3648,224,1495
322,6122,4575,3648,224,1495
323,1766,3716,3648,5730,4284
324,1766,3716,4884,734,4426
325,1766,3716,4884,4454,1251
326,1766,3716,3648,734,505
327,6122,3716,4884,734,3030
328,1766,3716,3648,2120,157
329,6122,4575,3648,2226,157
330,6122,4575,3648,155,2470
331,6122,4575,3648,224,5166
332,6122,4575,3648,155,120
333,1766,3716,3648,2501,2643
334,6122,4575,3648,224,228
335,6122,4575,3648,224,1478
336,6122,4575,3648,224,3480
337,6122,4575,3648,1782,2643
338,2169,3716,3648,1487,2653
339,6122,4575,3648,3444,2470
340,6122,4575,3648,224,2470
341,6122,4575,3648,155,1908
342,1766,6379,3648,3444,286
343,1463,4575,1462,224,2470
344,1766,3716,4884,4454,2721
345,3462,3716,4884,734,1251
346,6122,4575,3648,734,2721
347,1463,3716,5049,224,1495
348,1766,4575,3648,1487,2721
349,6122,4575,3648,224,2721
350,6122,4575,3648,155,228
351,6122,4575,3648,5362,1252
352,1766,4575,3648,2120,157
353,1766,3716,3648,2120,1252
354,1766,3716,3648,2226,1252
355,1766,4575,3648,6151,1252
356,6122,4575,5236,155,189
357,1463,3716,5049,2501,157
358,1766,3716,4884,6262,3043
359,1766,3716,3648,734,505
360,6122,4575,3648,155,286
361,6122,4575,3648,2501,157
362,6122,4575,3648,155,1049
363,1463,3716,3648,1782,1252
364,1766,4575,3648,6151,1252
365,6122,4575,3648,6999,1789
366,6122,4575,3648,6922,157
367,6122,4575,3648,6080,6393
368,6122,4575,3648,6807,286
369,1766,4575,3648,3444,1252
370,1766,6379,3648,3444,1252
371,6122,4575,3648,6807,1356
372,6122,4575,3648,155,1908
373,1766,3716,3648,6151,1252
374,6122,4575,3648,155,286
375,1766,4575,3648,224,120
376,5637,3716,3648,5755,1251
377,2169,4575,3648,155,2470
378,6122,4575,3648,399,2470
379,1766,4575,3648,2120,157
380,6122,4575,3648,155,1927
381,1766,3716,4884,734,2721
382,1766,3716,3648,734,1594
383,1463,3716,3648,224,3480
384,1766,3716,3648,6807,852
385,2169,4575,3648,6807,1356
386,2169,4575,3648,155,2627
387,2933,4575,1462,155,3480
388,6122,4575,3648,6807,2283
389,6122,3716,3648,6999,6115
390,6122,3716,3648,5135,144
391,1766,6379,3648,6807,3097
392,6122,3716,3648,734,2721
393,1463,3716,4884,3343,2470
394,2169,4575,3648,155,2470
395,6122,4575,3648,224,1495
396,1766,3716,4884,734,2088
397,6122,4575,3648,155,228
398,6122,4575,3648,764,2721
399,6122,4575,3648,2226,1252
400,1766,6379,3648,3444,1252
401,1766,3716,3648,6151,1252
402,1766,3716,3648,734,1594
403,6122,4575,3648,2226,505
404,6122,3716,4884,877,2088
405,1766,6379,3648,97,3222
406,1766,3716,3648,1487,3480
407,6122,3716,3648,5135,1356
408,2169,4575,1462,224,1838
409,1766,3716,4884,734,1251
410,6122,4575,3648,1487,1495
411,6122,3716,3648,734,1251
412,6122,3716,3648,5111,2088
413,1766,3716,3648,734,2088
414,1463,3716,4884,2266,2088
415,1766,3716,3648,734,1594
416,1766,4575,3648,2501,2721
417,6122,4575,3648,2226,1252
418,1766,3716,3648,1487,3469
419,6122,4575,3648,6922,2026
420,6122,4575,3648,4964,2088
421,6122,4575,3648,6807,2470
422,1766,3716,4884,5755,4426
423,6122,4575,3648,6807,2828
424,1766,3716,3648,1782,1356
425,6122,4575,3648,155,7010
426,1766,3716,4884,734,2721
427,1766,3716,3648,2120,2470
428,6122,4575,3648,734,2721
429,1766,4575,3648,97,1356
430,6122,4575,3648,6922,2643
431,1766,6379,3648,5135,2603
432,6122,4575,3648,155,2721
433,1766,6379,3648,6807,5201
434,1766,3716,3648,3444,3480
435,1766,3716,3648,6151,1925
436,6122,4575,3648,6807,1495
437,6122,4575,3648,30,942
438,1766,4575,5049,224,5166
439,1766,1436,1462,224,1838
440,6122,4575,3648,224,5166
441,2169,4575,3648,4078,5440
442,1463,1436,3648,224,1478
443,2169,4575,3648,155,1813
444,1766,3716,3648,3343,4426
445,1766,3716,4884,4454,4426
446,1766,3716,4884,4454,228
447,1463,3716,3648,1487,228
448,1766,3716,3648,3343,228
449,1463,4575,5049,224,2088
450,1766,3716,3648,734,3043
451,6122,4575,3648,2120,157
452,6122,4575,3648,2120,157
453,1766,4575,3648,1487,2603
454,6122,4575,3648,6999,3480
455,6122,4575,3648,155,1478
456,6122,3716,3648,1487,2026
457,1766,3716,3648,97,1252
458,1766,3716,3648,1487,1495
459,6122,4575,3648,2226,157
460,6122,3716,3648,5755,157
461,1463,3716,3648,224,1049
462,6122,4575,3648,734,2721
463,1766,6379,3648,734,2721
464,1766,3716,3648,734,3043
465,6122,4575,3648,877,3187
466,6122,4575,3648,734,3030
467,6122,4575,3648,3343,2721
468,6122,4575,3648,6922,6796
469,2169,4575,3648,6922,2122
470,6122,4575,3648,5362,4177
471,2169,4575,3648,224,2470
472,4109,4575,1462,224,6617
473,5637,3716,1462,3343,1838
474,6122,3716,3648,734,1251
475,6122,3716,3648,4964,3069
476,3462,3716,4884,5730,4426
477,6122,4575,3648,6807,2122
478,1766,4575,3648,2226,1252
479,6122,4575,3648,6807,3054
480,2169,4575,3648,155,2643
481,6122,4575,3648,155,2204
482,6122,4575,3648,155,2283
483,6122,3716,3648,6922,2026
484,6122,3716,3648,2226,1252
485,1766,3716,3648,2226,1252
486,1766,3716,4884,4454,4426
487,1766,3716,3902,4454,4426
488,1766,3716,4884,5730,4426
489,6122,4575,3648,6807,1252
490,1766,4575,3648,5135,1252
491,1766,4575,3648,97,3045
492,6122,4575,3648,2226,1252
493,6122,4575,3648,6807,1927
494,6122,4575,3648,6807,1356
495,1766,3716,3648,6151,1495
496,1766,3716,3648,2501,1925
497,1766,3716,3648,1487,1495
498,6122,4575,1462,155,1838
499,2169,4575,1462,224,1838
500,2933,4575,1462,155,120
501,1766,3716,3648,224,3480
502,1766,3716,3648,734,228
503,1766,4575,3648,1782,152
504,1766,3716,4884,734,1251
505,1766,3716,840,224,2721
506,6122,4575,3648,734,2721
507,6122,4575,3648,6922,1252
508,6122,4575,3648,224,1356
509,4109,3716,3648,224,5166
510,6122,3716,4884,4454,4426
511,6122,3716,3648,2226,157
512,1463,3716,3648,6999,286
513,1766,6379,3648,1487,1252
514,6122,3716,3648,2226,1908
515,6122,4575,3648,224,1908
516,6122,3716,3648,877,3244
517,6122,4575,3648,30,6393
518,1766,3716,4884,4706,6393
519,2169,4575,3648,224,2470
520,1766,3716,3648,734,505
521,6122,4575,3648,734,2721
522,2169,4575,3648,224,2470
523,1766,3716,3648,3543,1495
524,6122,3716,3648,97,2470
525,1766,3716,3648,2120,157
526,1766,6379,3648,6151,755
527,6122,4575,3648,6807,752
528,6122,4575,3648,224,1959
529,1766,6379,3648,3980,1908
530,6122,3716,3648,224,2470
531,6122,3716,4884,5730,505
532,1766,3716,4884,6262,157
533,1766,3716,4884,4454,6375
534,6122,4575,3648,155,789
535,1766,3716,3648,399,1908
536,6122,4575,3648,6807,1927
537,6122,4575,3648,734,2721
538,6122,3716,4884,734,1251
539,1766,3716,3648,734,3069
540,6122,4575,3648,2120,3043
541,6122,4575,3648,224,2470
542,4109,4575,3648,30,1495
543,1766,6379,3648,2501,5166
544,1463,3716,4884,629,4426
545,1766,3716,4884,4454,4426
546,6122,4575,3648,155,1838
547,1766,3716,3648,734,2470
548,1766,3716,3648,734,2721
549,1766,3716,3648,224,1495
550,1766,6379,3648,2501,5440
551,6388,6379,3648,399,157
552,6122,4575,3648,6807,6115
553,1766,3716,3648,877,402
554,6122,4575,3648,155,6115
555,6122,4575,3648,224,1495
556,4109,4575,3648,224,3480
557,1463,3716,3648,1112,1495
558,1463,3716,4884,6136,2721
559,6122,3716,4884,734,3069
560,1463,3716,4884,877,2721
561,2169,4575,3648,4328,1195
562,6122,4575,3648,155,3480
563,6122,4575,3648,6807,2627
564,1463,4575,5236,224,5166
565,1766,3716,3648,6151,1947
566,6122,4575,3648,494,2643
567,1766,6379,3648,5181,1252
568,1766,6379,3648,6807,1927
569,1766,6379,3648,1782,152
570,6122,4575,3648,3444,157
571,6122,3716,3648,4557,1908
572,1766,3716,3648,2120,1252
573,6122,4575,3648,3278,2470
574,6350,3716,4884,89,2721
575,1766,3716,3648,734,2470
576,2169,4575,3648,155,1986
577,1766,3716,3648,224,2752
578,4109,1436,1462,4053,1838
579,1766,1436,1462,224,1838
580,2933,3716,1462,224,1838
581,2933,865,1462,155,6617
582,6122,4575,3648,2120,157
583,1463,3716,3648,382,4793
584,6122,4575,3648,155,157
585,1766,3716,4884,734,402
586,6122,4575,3648,155,2721
587,6122,3716,4884,4454,3043
588,6122,4575,3648,629,2470
589,1766,3716,5669,764,6393
590,2169,865,1462,155,2470
591,6122,4575,3648,155,1252
592,6122,4575,3648,155,1049
593,1766,6379,3648,6807,1195
594,6122,4575,3648,6807,6796
595,1766,3716,3648,5755,6393
596,1766,3716,4884,2120,157
597,6122,4575,3648,2226,1252
598,1463,3716,3648,5135,1252
599,1463,4575,3648,1782,2643
600,1766,3716,3648,6151,163
601,1766,6379,3648,1487,1252
602,6122,4575,3648,224,1838
603,6122,4575,3648,382,1495
604,6122,4575,3648,6807,1495
605,6122,4575,3648,155,1495
606,1766,3716,3648,734,2721
607,6122,4575,3648,877,2088
608,1766,4575,3648,764,2470
609,1766,6379,3648,1487,2026
610,6122,4575,3648,734,157
611,6122,4575,3648,2120,157
612,6122,4575,574,155,2204
613,6122,3716,3648,2266,2088
614,6122,4575,3648,155,2643
615,1463,3716,3648,734,505
616,1766,3716,4884,734,505
617,2169,4575,3648,877,1495
618,1766,3716,3648,224,5166
619,6122,4575,3648,155,1495
620,6122,4575,3648,224,2470
621,1766,3716,4884,734,505
622,6122,4575,3648,1487,2470
623,6122,4575,3648,155,2026
624,1766,6379,3648,97,1758
625,6122,4575,3648,224,1495
626,6122,3716,3648,382,286
627,1766,3716,4884,4454,4426
628,1766,3716,4884,734,3069
629,6122,3716,4884,877,3244
630,1766,3716,4884,3343,228
631,4109,1436,5049,30,2721
632,2169,3716,3648,3343,2721
633,6122,3716,3648,224,5440
634,2169,4575,3648,224,3480
635,2169,3716,5049,30,1495
636,1766,4575,3648,224,2721
637,1766,6379,3648,30,2721
638,2169,4575,3648,155,1495
639,6122,4575,3648,6807,1356
640,6122,4575,3648,2226,1252
641,1766,3716,3648,1782,2549
642,6122,4575,3648,224,1495
643,1463,3716,3648,224,5440
644,6122,4575,3648,382,3922
645,6122,3716,3648,1487,2643
646,1766,3716,3648,734,1959
647,6122,3716,3648,224,1273
648,6122,4575,3648,734,2088
649,6122,4575,3648,734,2088
650,6122,4575,3648,734,1251
651,6122,4575,3648,2226,2088
652,6122,3716,3648,2266,2088
653,6122,4575,3648,1487,402
654,6122,4575,3648,224,3480
655,1766,4575,3648,6807,2643
656,1463,1436,1462,224,3480
657,4109,4575,3648,155,2721
658,6122,4575,3648,97,2643
659,6122,4575,3648,1487,2643
660,6122,4575,3648,155,5440
661,1766,6379,3648,1782,152
662,6122,3716,3648,155,1478
663,6122,3716,3648,382,2470
664,2169,4575,3648,6922,3423
665,2169,4575,3648,4328,789
666,6122,4575,3648,155,286
667,6122,4575,3648,6807,1789
668,6122,4575,3648,97,286
669,6122,4575,3648,30,2470
670,4109,3716,4884,3343,1959
671,6122,3716,4884,5730,157
672,6122,4575,3648,2120,157
673,6122,3716,3648,2120,157
674,1766,3716,3648,2120,157
675,1766,6379,3648,1782,3480
676,6122,4575,3648,155,3480
677,1463,3716,3648,6807,3480
678,6122,3716,3648,5135,1908
679,2169,4575,3648,155,2470
680,1766,4575,3648,3543,1356
681,6122,4575,3648,6999,3480
682,4109,4575,1462,155,1478
683,1766,4575,3648,224,5166
684,6122,4575,3648,734,1251
685,6122,4575,3648,1487,2088
686,6122,4575,3648,734,2721
687,1766,6379,3648,2501,789
688,1766,3716,3648,6151,2470
689,1766,4575,1462,224,2721
690,6122,4575,3648,2226,144
691,6122,4575,3648,2226,1252
692,6122,4575,3648,6999,2026
693,6122,4575,3648,6999,2026
694,6122,4575,3648,6807,852
695,6122,4575,3648,2226,1252
696,6122,4575,3648,155,3480
697,6122,4575,3648,155,2470
698,1766,4575,3648,1782,1356
699,1766,3716,4884,734,157
700,1766,3716,3648,1487,3480
701,1766,3716,3648,734,402
702,5637,3716,4884,3343,2721
703,4109,865,1462,224,1838
704,4109,4575,1462,30,2470
705,6122,4575,3648,2226,2088
706,1766,3716,3648,734,3043
707,1463,3716,4884,4454,2721
708,2169,4575,3648,3343,2721
709,2169,4575,3648,629,2721
710,1766,3716,3648,734,2721
711,1463,3716,4884,4454,1594
712,3462,3716,4884,734,1251
713,1463,3716,3648,6999,228
714,6122,4575,3648,155,1495
715,6122,4575,3648,224,2470
716,1766,3716,3648,734,2721
717,1766,6379,3648,4328,1308
718,1463,4575,3648,97,1528
719,1766,6379,3648,6151,6796
720,6122,4575,3648,399,1495
721,6122,4575,3648,6807,755
722,6122,4575,3648,877,2088
723,6122,3716,4884,5920,157
724,6122,4575,3648,2266,3030
725,1766,3716,4884,5755,4426
726,6122,4575,3648,2226,3043
727,6122,4575,3648,97,789
728,6122,4575,3648,6922,3151
729,1766,3716,4884,734,4284
730,2933,4575,3648,764,4284
731,1463,3716,3648,30,1495
732,1766,4575,3648,1487,152
733,6122,4575,3648,224,1908
734,1766,3716,3648,1782,1272
735,1766,3716,3648,2226,1252
736,6122,4575,3648,6151,2643
737,1766,3716,4884,734,4284
738,6122,4575,3648,2226,2643
739,1766,6379,3648,1487,2026
740,1766,3716,3648,6151,1252
741,6122,3716,3648,5135,2643
742,6122,3716,3648,4964,157
743,6122,4575,3648,155,2643
744,1766,3716,4884,734,2088
745,1766,3716,4884,734,2088
746,1766,3716,4884,4454,4426
747,6122,4575,3648,97,3423
748,2169,4575,3648,155,1495
749,1766,3716,3648,877,157
750,1766,4575,3648,1782,3480
751,1766,4575,3648,1782,3480
752,1766,6379,3648,1487,2643
753,6122,4575,3648,3343,228
754,1766,3716,4884,4454,2721
755,1766,3716,4884,4454,4426
756,1463,3716,3648,5730,4426
757,6122,4575,3648,734,2088
758,6122,4575,3648,155,2721
759,5637,3716,4884,3343,4426
760,6122,3716,3648,734,3030
761,1766,3716,3648,877,402
762,1766,4575,3648,224,3480
763,6122,4575,3648,1487,1252
764,6122,4575,3648,3444,1908
765,6122,4575,3648,224,2470
766,6122,4575,3648,2226,1252
767,6122,4575,3648,155,3351
768,6122,4575,3648,224,1908
769,2933,4575,1462,224,1478
770,1463,3716,3648,224,3480
771,1766,3716,4884,4454,4426
772,1463,3716,3648,5920,4426
773,1766,3716,3648,734,4426
774,4109,4575,3648,30,1495
775,3278,3716,4884,5730,2088
776,2933,4575,3648,224,1337
777,3462,3716,4884,734,2088
778,1766,3716,3648,89,2721
779,2169,3716,3648,224,2470
780,6122,4575,3648,6807,286
781,6122,4575,3648,6807,6115
782,6122,4575,3648,6807,286
783,6122,4575,3648,6999,3480
784,2169,4575,3648,224,2584
785,6122,4575,3648,224,5166
786,6122,4575,3648,877,784
787,6122,3716,3648,734,157
788,1766,3716,3648,3936,157
789,6122,4575,3648,2226,3423
790,6122,4575,3648,6069,4904
791,6122,4575,3648,6069,6796
792,6122,3716,3648,224,1495
793,6122,3716,3648,224,5166
794,6122,3716,3648,224,5166
795,6122,4575,3648,1782,1495
796,6122,4575,3648,1487,1356
797,1766,6379,3648,1487,1252
798,6122,4575,3648,5805,1049
799,1766,6379,3648,3444,3045
800,6122,4575,3648,224,286
801,1463,3716,5049,877,1049
802,2169,4575,1462,224,1838
803,4109,4575,3648,155,1049
804,6122,4575,3648,6807,1356
805,1766,4575,3648,2226,286
806,1766,3716,3648,877,157
807,1766,3716,3648,3980,1195
808,6122,4575,5049,155,3480
809,1463,3716,3648,1112,3480
810,1766,6379,3648,3444,2603
811,1766,6379,3648,6151,852
812,6122,4575,3648,3444,1252
813,1463,3716,4884,5111,2470
814,6122,4575,3648,2266,3244
815,6122,3716,4884,5920,3244
816,6122,3716,4884,4454,2721
817,1766,3716,4884,4454,4426
818,1766,3716,3648,734,4426
819,1766,3716,4884,734,2721
820,1766,6379,3648,1487,1927
821,1766,4575,3648,6151,1495
822,6122,4575,3648,155,120
823,6122,4575,3648,5362,6796
824,6122,4575,3648,6807,6796
825,1766,4575,3648,1487,3030
826,6122,4575,3648,734,2470
827,6122,4575,3648,224,1495
828,1766,3716,4884,4454,4426
829,6122,4575,3648,2120,157
830,1766,3716,4884,5111,505
831,1766,3716,3648,734,2721
832,6122,4575,3648,155,4149
833,2169,4575,3648,155,2584
834,2933,865,1462,155,3922
835,6122,4575,3648,399,2470
836,1766,3716,3648,2120,1252
837,6122,4575,3648,155,1908
838,6122,4575,3648,6999,3480
839,1766,3716,3648,2120,1252
840,6122,3716,3648,3543,1927
841,2933,4575,3648,382,5440
842,6122,4575,3648,6151,1908
843,2169,4575,3648,155,2026
844,1766,6379,3648,97,1927
845,1766,3716,3648,97,2643
846,4109,865,1462,224,1478
847,6122,4575,3648,224,2584
848,1463,4575,3648,224,228
849,6122,4575,3648,5362,4752
850,6122,4575,3648,97,1927
851,1766,6379,3648,6807,852
852,1766,3716,4884,2120,1495
