ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25
31,261,53,245,245,245,245,326,245,569,506,483,758,239,338,256,256,256,412,540,128,354,565,630,576,241,313
32,15,245,245,399,638,257,257,467,383,383,383,383,383,383,383,229,229,257,109,85,598,245,92,463,149,64
33,53,368,384,231,231,321,688,321,321,120,321,647,603,783,783,679,584,298,332,129,309,753,158,223,321,223
34,53,161,321,211,321,208,321,9,36,575,575,9,701,701,705,139,139,109,175,126,51,318,345,26,321,597
35,261,231,231,38,321,321,321,321,321,321,525,776,525,525,687,129,29,29,7,657,390,479,702,238,274,321
36,53,270,15,270,270,6,72,717,712,270,458,270,134,259,270,539,469,487,153,422,270,422,613,773,270,270
37,231,270,270,270,103,140,127,127,724,140,140,103,556,140,28,49,365,407,734,618,407,407,143,89,270,325
38,203,40,203,590,652,652,133,133,133,133,333,333,71,71,203,40,110,110,110,318,84,287,423,270,109,109
39,347,347,12,166,255,166,175,427,201,201,166,185,185,185,159,159,159,231,698,231,231,166,91,88,604,255
40,347,347,218,180,166,166,166,193,193,381,381,180,180,180,180,180,180,180,180,180,180,55,166,535,535,535
41,347,347,166,79,115,41,374,620,620,620,620,20,20,20,20,484,484,796,651,295,391,92,651,754,754,312
42,53,53,28,323,28,28,28,28,28,633,243,261,243,243,616,287,26,26,788,716,590,249,28,590,249,462
43,347,12,12,28,45,28,127,28,547,28,28,337,337,28,580,580,28,127,28,127,127,28,28,362,362,253
44,347,15,28,313,28,28,325,325,325,325,325,325,325,325,259,171,171,171,605,9,9,82,394,297,203,741
45,53,203,130,130,109,130,654,500,717,277,654,130,181,130,181,321,321,321,321,174,174,472,358,500,130,130
46,53,400,390,130,366,173,108,173,173,770,770,770,770,157,157,320,346,185,139,102,139,189,102,540,189,189
47,53,323,98,130,149,130,312,150,312,150,150,150,150,147,130,446,60,370,60,375,60,375,256,23,285,23
48,261,261,286,161,725,671,167,724,692,692,692,692,207,207,365,613,613,456,758,51,181,161,613,161,250,250
49,347,347,250,161,161,161,610,161,610,390,390,390,390,526,204,541,787,787,650,650,647,647,130,137,244,17
50,347,323,161,161,237,161,161,161,276,294,161,382,294,497,659,77,77,161,10,10,10,433,289,161,600,161
51,15,323,323,323,207,216,207,207,207,207,231,207,231,231,231,207,231,207,231,765,8,427,712,712,714,207
52,53,321,394,207,207,157,207,290,207,290,617,541,541,25,380,622,764,14,141,800,139,139,207,139,207,365
53,53,130,207,207,36,207,715,216,470,273,273,72,411,87,87,125,125,334,334,334,334,794,396,396,396,810
54,53,384,16,250,71,16,16,326,779,311,311,311,455,468,271,653,66,314,523,168,554,435,16,71,771,212
55,53,262,16,16,16,16,447,447,327,447,238,238,548,6,462,83,83,3,382,656,3,60,136,469,690,469
56,270,16,16,16,16,125,16,16,44,375,477,647,647,390,513,16,513,513,356,16,600,600,259,16,16,227
57,368,367,186,367,367,439,225,225,225,184,225,568,373,373,373,706,464,464,463,651,411,522,791,576,247,387
58,53,321,367,367,367,161,9,108,671,66,66,221,555,303,800,800,227,227,590,590,367,367,590,657,590,367
59,347,367,174,358,225,361,361,285,367,692,366,281,367,367,177,413,339,229,367,166,539,367,474,569,569,6
60,53,367,174,95,95,361,95,95,95,95,281,427,371,371,810,520,801,5,5,195,337,337,36,53,710,95
61,53,261,261,95,350,274,95,145,95,6,6,384,384,95,413,413,306,683,166,683,770,160,166,515,54,95
62,53,95,67,111,95,434,213,95,213,188,667,613,203,203,203,380,468,213,700,81,214,55,373,95,95,162
63,261,321,174,174,248,174,248,174,164,382,169,518,463,174,351,552,290,174,174,174,247,247,174,717,174,323
64,53,95,367,174,95,174,174,174,174,35,677,811,174,174,427,174,174,810,570,174,106,710,372,760,575,362
65,12,131,237,174,106,174,549,340,174,805,805,590,174,653,590,326,326,64,401,401,691,342,1,174,570,552
66,53,132,647,459,647,31,31,402,402,402,402,402,229,647,647,647,647,647,647,647,647,647,287,287,287,287
67,53,53,66,66,10,66,211,66,770,66,463,766,291,66,132,132,132,366,66,170,106,66,66,16,66,699
68,261,66,66,137,66,137,137,137,137,137,345,345,345,345,660,104,157,104,104,137,281,100,763,191,236,188
69,53,161,174,222,385,479,613,398,636,636,636,515,515,248,775,775,782,375,790,790,754,508,78,78,78,636
70,261,321,222,356,94,344,613,222,195,222,86,86,86,632,446,446,510,736,407,407,222,595,676,360,463,776
71,12,347,28,222,222,222,222,65,179,766,400,400,400,737,773,773,433,366,647,604,222,107,632,76,222,346
72,53,12,174,27,27,27,31,257,271,257,77,77,417,312,478,478,478,530,467,41,337,454,27,382,27,27
73,261,129,21,784,27,21,21,21,21,21,31,31,31,660,683,683,321,321,683,683,705,48,48,37,37,37
74,261,161,352,318,27,330,27,27,213,27,27,329,762,392,373,810,671,671,671,656,656,501,27,27,27,402
75,347,207,8,8,8,8,73,145,8,8,337,337,8,337,8,478,413,564,78,366,8,366,8,8,45,594
76,203,367,8,32,8,35,60,8,8,213,180,399,8,668,486,698,668,668,668,668,486,532,8,406,8,167
77,53,341,169,227,82,82,167,391,528,391,8,391,388,388,800,138,544,120,221,734,523,231,13,13,8,8
78,53,53,38,321,38,38,149,436,702,38,89,702,89,38,38,64,368,495,38,38,411,580,55,645,38,38
79,53,53,38,38,38,38,38,329,26,328,185,185,38,38,38,38,525,38,328,328,29,525,508,38,390,69
80,261,365,38,38,340,340,365,365,365,768,315,115,330,330,472,472,128,245,348,506,368,569,220,633,560,38
81,15,130,207,130,213,130,216,308,86,98,98,354,98,550,354,98,181,589,742,621,98,621,594,163,163,88
82,347,347,130,130,98,100,771,100,100,100,100,295,295,218,218,517,517,332,332,89,89,467,62,91,186,100
83,53,174,174,174,338,35,98,427,281,193,193,193,166,288,380,661,55,55,623,623,98,411,311,411,469,498
84,261,222,306,100,233,447,677,285,171,171,271,358,14,395,630,605,319,446,603,82,656,154,85,121,628,74
85,80,393,393,352,393,405,393,393,393,393,365,365,393,776,776,365,752,624,789,310,310,310,336,477,313,477
86,261,80,126,301,393,177,393,393,393,145,393,145,145,145,177,177,177,376,195,195,108,141,108,671,671,671
87,347,347,98,207,376,354,376,376,256,108,108,108,742,376,281,411,411,411,411,137,570,376,416,376,376,147
88,80,16,376,358,0,376,376,376,376,376,58,376,376,230,230,230,230,230,230,230,421,181,0,376,0,376
89,53,347,347,376,376,180,347,485,306,347,328,376,328,737,110,726,621,621,569,697,541,755,387,779,771,771
90,347,15,203,203,99,99,99,690,690,321,428,751,751,99,751,277,277,321,647,647,647,273,273,273,342,99
91,261,99,9,99,729,446,632,740,446,446,446,446,629,629,116,116,790,417,734,734,205,543,99,99,127,99
92,347,347,99,72,99,72,253,253,253,253,253,290,167,167,403,403,356,205,374,14,385,9,754,55,55,126
93,261,16,239,86,86,86,86,129,86,86,86,86,86,86,86,86,86,86,86,86,323,276,276,433,86,86
94,347,206,86,199,86,86,308,86,752,86,184,184,86,175,86,175,175,749,439,732,28,310,196,86,602,749
95,53,231,231,321,86,321,86,86,42,328,763,312,312,312,86,518,86,789,425,704,321,86,86,49,49,86
96,347,12,376,376,281,273,403,273,273,273,273,273,273,347,45,45,45,45,273,45,397,494,273,273,273,42
97,53,368,369,273,110,223,273,252,709,223,688,602,484,203,273,770,722,245,801,801,273,195,273,100,273,273
98,53,273,273,273,107,21,107,107,29,771,273,136,513,513,485,340,315,315,412,412,412,69,61,797,797,707
99,53,367,53,398,398,398,398,398,770,631,770,698,658,206,693,206,130,698,509,366,366,342,342,459,545,145
100,34,398,162,398,300,398,398,398,398,432,379,597,406,406,406,406,117,117,597,597,597,56,433,648,648,713
101,222,398,183,398,406,406,406,406,406,794,548,548,548,511,511,183,183,183,183,112,128,128,384,384,384,259
102,53,140,270,140,140,140,140,140,140,270,270,270,316,19,191,191,191,303,805,805,805,285,548,288,288,280
103,53,95,140,7,140,140,223,140,223,140,713,713,790,615,447,447,240,177,661,661,661,140,506,325,140,140
104,347,245,229,30,140,24,140,140,24,24,474,474,672,179,633,385,179,527,229,521,197,197,527,385,229,140
105,261,176,176,89,176,479,401,479,401,684,343,718,343,343,523,491,491,782,315,414,184,529,433,433,176,78
106,347,46,359,176,176,600,176,176,600,458,50,798,798,0,521,521,98,584,584,584,661,599,599,49,527,176
107,261,321,174,176,176,176,176,176,176,176,712,121,249,367,394,237,36,394,588,51,318,742,219,119,176,669
108,261,16,16,160,16,211,810,67,67,164,351,351,164,67,811,792,248,248,80,477,477,477,67,67,67,248
109,80,393,44,67,67,67,67,4,361,377,377,377,361,361,361,361,361,66,66,66,66,66,794,313,313,313
110,53,131,95,67,115,67,444,219,67,67,67,67,219,219,67,219,67,689,110,347,471,67,679,49,709,67
111,203,286,286,286,632,629,629,629,629,629,304,304,304,459,293,459,525,191,196,196,228,17,446,228,318,228
112,261,231,38,338,28,286,328,619,314,619,619,286,619,212,619,619,45,317,390,100,390,70,286,276,286,286
113,261,161,321,286,286,363,255,286,508,363,604,286,604,604,45,45,45,286,45,515,515,707,362,286,518,160
114,53,368,83,180,131,370,131,551,551,551,536,536,370,366,718,699,95,174,618,431,682,811,204,423,131,756
115,347,245,131,106,127,131,131,354,777,777,777,754,754,131,131,240,240,7,777,435,145,131,131,137,131,29
116,347,131,131,131,131,323,323,145,108,323,323,323,105,385,105,105,155,155,155,3,463,155,58,799,332,332
117,53,203,8,67,365,540,584,365,808,380,190,190,64,344,779,583,715,134,274,274,370,370,344,365,365,344
118,53,174,365,365,365,365,210,248,791,248,248,248,323,551,551,561,621,702,628,398,343,30,472,111,365,365
119,203,66,374,365,160,13,13,134,134,138,348,160,160,160,238,587,587,587,587,587,587,23,23,23,23,23
120,261,140,384,288,288,288,288,288,140,140,140,140,140,303,303,391,391,36,36,23,23,595,160,293,583,583
121,53,368,321,321,321,384,120,384,129,384,384,129,433,223,384,303,384,213,210,338,210,210,58,384,384,106
122,53,12,384,384,384,384,600,384,245,89,651,735,384,735,364,163,735,287,339,633,384,245,605,480,480,806
123,203,8,400,196,341,736,138,203,203,203,203,203,154,154,540,506,506,340,196,341,713,684,333,319,549,273
124,261,261,161,341,341,341,341,341,358,274,409,124,341,341,610,396,455,455,287,287,287,341,335,385,554,341
125,261,174,205,341,341,341,341,341,341,207,207,673,256,243,764,794,351,351,506,506,123,506,289,156,289,506
126,53,53,132,398,398,398,702,88,702,88,88,451,451,451,347,509,131,182,651,715,139,139,88,139,670,194
127,53,231,56,88,88,88,689,312,88,88,88,88,88,808,88,88,476,509,794,794,794,88,5,88,470,88
128,261,80,80,310,160,88,88,160,88,88,556,276,143,82,679,499,221,629,22,22,743,378,104,104,80,297
129,231,171,1,171,171,171,224,171,62,358,171,358,594,171,60,718,587,64,171,64,279,354,33,171,104,104
130,347,292,28,171,735,325,28,713,325,379,325,217,217,217,28,28,28,28,593,289,71,605,289,28,28,428
131,347,367,53,242,171,53,171,171,139,166,166,171,171,171,166,166,171,166,166,171,166,171,104,171,171,80
132,53,15,259,259,139,259,495,139,139,139,139,139,139,97,139,139,139,21,556,556,556,690,613,781,121,773
133,53,259,259,259,259,233,233,233,233,233,233,233,233,416,389,334,334,797,797,208,208,347,228,162,335,352
134,53,203,259,130,272,397,397,397,397,257,137,376,805,805,221,429,589,589,287,78,259,259,621,385,385,318
135,347,98,232,342,64,232,232,397,397,281,106,281,106,641,641,641,641,232,150,158,158,379,379,379,232,232
136,53,53,368,285,232,232,232,722,109,109,109,232,109,31,109,748,811,811,811,230,230,232,232,416,232,232
137,53,95,232,115,232,604,604,183,183,183,183,758,14,231,594,697,697,697,597,91,255,71,697,232,259,14
138,53,203,90,282,32,90,90,384,90,353,391,391,810,4,433,449,474,79,697,472,128,23,390,364,90,90
139,203,90,137,137,90,191,191,191,191,191,191,137,137,191,191,191,191,188,303,690,660,660,511,511,597,597
140,53,96,96,807,318,664,90,664,90,664,664,493,664,593,715,483,483,329,663,663,663,807,764,220,260,325
141,261,80,88,102,188,102,102,420,102,365,41,581,71,323,43,758,109,661,188,289,109,102,174,658,5,776
142,261,252,602,102,102,102,624,102,624,102,624,624,624,624,321,321,321,321,321,321,321,321,321,321,321,321
143,53,53,53,53,78,148,53,102,35,74,43,144,780,102,102,491,606,714,714,755,668,323,102,102,508,102
144,347,347,273,273,342,342,342,66,66,576,484,766,337,484,484,19,19,145,301,301,342,196,170,342,342,690
145,53,53,231,38,26,342,342,342,355,355,661,661,661,661,89,661,389,578,578,342,578,206,528,342,528,602
146,347,347,99,232,170,292,292,342,342,342,45,45,477,45,86,292,292,771,397,397,641,641,252,252,245,202
147,12,15,366,240,237,237,237,405,405,237,364,237,364,364,405,237,405,405,775,405,405,503,147,237,423,124
148,53,53,28,323,34,323,237,35,618,237,237,237,237,237,631,237,23,597,569,237,23,569,632,23,632,31
149,203,323,161,237,161,403,237,309,213,237,237,237,596,281,237,281,349,349,349,237,403,208,208,195,208,238
150,347,55,249,7,7,7,7,663,599,651,651,651,7,7,7,651,651,651,7,380,766,380,380,380,380,320
151,53,95,140,140,7,7,403,223,7,801,663,398,398,705,130,130,130,130,130,130,213,130,7,130,130,638
152,53,231,53,53,295,7,390,390,53,53,53,390,7,390,780,657,712,712,712,7,7,609,626,400,7,665
153,347,368,368,280,123,206,209,206,209,779,718,253,183,513,514,433,70,662,730,206,742,742,749,602,206,206
154,53,166,86,206,86,206,206,788,17,17,467,409,193,769,193,749,749,749,0,28,360,206,206,370,752,637
155,347,245,245,206,385,422,206,639,608,124,498,498,526,666,377,377,33,713,713,713,145,526,777,206,75,2
156,80,393,352,393,352,352,352,352,87,181,123,123,123,145,748,748,347,347,347,347,780,376,376,376,352,74
157,53,261,27,352,352,352,187,352,352,352,352,352,352,136,548,352,594,811,170,647,474,328,352,416,702,352
158,53,261,341,352,71,366,151,352,54,132,54,54,352,481,415,415,415,256,261,187,236,727,481,352,710,481
159,53,347,28,103,357,65,357,712,31,31,800,185,274,357,274,274,274,530,274,158,158,139,357,355,549,357
160,53,321,350,357,151,357,357,477,19,357,357,264,295,414,810,810,810,273,203,203,276,80,570,428,513,407
161,53,53,261,66,74,357,357,357,357,360,357,360,16,781,357,803,510,785,363,363,132,478,781,357,318,357
162,53,261,261,46,46,46,46,204,204,46,46,54,54,746,368,481,481,623,653,700,700,451,213,46,46,213
163,53,261,46,46,46,17,381,322,615,588,389,754,807,46,487,487,772,509,309,46,618,758,499,46,98,584
164,261,46,46,433,197,197,197,197,197,764,764,764,102,283,355,355,355,355,433,197,197,484,658,808,484,484
165,53,12,308,28,345,345,25,345,798,345,345,459,459,459,631,769,362,362,465,487,465,313,345,346,333,459
166,53,367,174,345,345,345,413,556,345,643,220,220,345,782,345,665,665,665,665,636,636,665,184,231,674,125
167,53,341,365,336,293,134,590,345,590,345,297,9,9,800,655,655,655,478,717,612,111,285,345,345,280,165
168,80,393,194,52,285,356,380,380,123,588,588,588,588,11,673,673,673,673,673,24,24,701,673,673,211,673
169,53,140,321,357,285,285,492,285,804,416,410,136,532,667,65,65,65,292,358,358,358,358,755,285,285,121
170,53,323,7,245,245,285,285,671,285,811,811,780,780,780,780,517,517,421,517,285,43,369,776,410,285,155
171,261,368,34,139,306,287,343,722,802,262,38,380,347,225,248,763,456,686,121,290,290,632,134,702,343,381
172,131,343,343,284,343,633,343,732,343,697,633,633,697,408,519,309,549,233,432,750,498,238,781,638,77,77
173,53,203,321,343,113,211,87,343,343,725,725,667,667,425,510,280,394,665,252,463,343,353,320,382,751,343
174,53,131,176,88,190,359,179,54,0,359,429,359,54,54,599,77,758,758,70,698,698,481,809,374,691,775
175,53,359,359,53,250,359,691,186,806,806,366,366,149,359,609,609,550,609,550,522,550,521,126,359,693,359
176,53,174,140,224,359,271,359,130,71,130,363,71,363,363,251,788,326,359,54,154,289,13,171,608,608,658
177,261,16,100,174,100,306,290,100,100,33,186,208,208,480,86,100,86,390,100,357,747,357,100,410,100,717
178,53,261,161,140,140,100,100,100,752,100,100,33,303,250,255,417,417,613,36,182,115,66,698,88,100,100
179,53,231,231,231,384,204,137,652,593,328,165,100,593,100,100,100,593,593,459,4,528,95,674,701,643,506
180,347,283,283,283,283,311,311,311,311,599,470,470,470,470,601,601,601,697,697,771,642,771,804,804,290,24
181,368,359,283,33,319,319,806,796,592,796,796,796,796,796,796,796,796,796,630,480,480,514,289,273,256,91
182,261,261,42,283,283,240,119,42,283,324,324,324,155,369,663,645,645,645,689,689,246,797,246,246,797,797
183,53,16,222,222,97,173,356,327,356,184,600,356,356,284,402,284,301,123,51,126,434,476,94,356,356,356
184,80,80,356,356,356,342,356,400,780,400,390,390,335,51,248,248,141,141,230,230,230,618,356,128,128,356
185,53,203,356,356,356,802,356,577,577,140,140,402,66,269,188,314,314,382,382,299,373,356,356,280,793,87
186,347,347,9,376,41,170,549,113,121,529,529,739,739,717,736,739,789,572,345,345,345,273,238,416,162,110
187,53,176,176,359,113,113,801,730,113,658,778,658,475,658,658,322,113,397,624,624,111,111,111,224,113,158
188,53,321,86,332,343,338,616,338,716,776,113,583,113,256,43,113,113,256,401,401,177,177,388,413,613,177
189,53,53,237,323,274,60,274,311,311,311,311,240,28,243,115,115,115,274,115,212,193,333,651,274,26,14
190,53,261,95,161,274,341,274,341,341,341,124,124,591,736,341,322,758,725,407,725,78,375,274,274,770,423
191,261,261,261,261,274,274,274,274,274,274,274,664,299,274,725,725,725,725,725,725,170,274,274,274,34,274
192,261,368,286,338,52,52,388,388,130,52,573,573,218,43,218,218,218,218,318,318,723,723,99,281,390,52
193,80,380,255,285,52,623,52,157,157,157,214,196,168,168,211,110,110,110,52,138,285,285,341,341,52,156
194,53,53,321,231,193,85,52,52,340,389,340,52,338,149,52,149,722,308,431,389,389,713,682,716,665,472
195,53,53,38,286,338,193,338,338,43,459,701,338,701,240,467,467,486,243,274,274,274,338,811,40,725,338
196,53,53,285,285,245,338,108,109,125,671,569,65,758,758,675,85,708,34,680,680,186,682,338,797,338,338
197,261,261,261,338,338,179,179,338,221,338,364,364,338,338,663,451,264,474,702,108,338,414,734,762,445,157
198,53,203,217,335,189,189,189,612,189,760,760,189,339,339,339,273,273,60,665,134,434,620,125,462,189,462
199,53,189,78,189,189,688,208,210,208,706,706,706,180,180,197,517,517,726,664,499,155,808,638,179,504,9
200,53,231,53,102,189,312,189,189,189,25,34,34,189,189,189,189,34,189,34,189,10,261,189,189,613,189
201,347,130,323,161,34,34,34,159,547,352,34,352,360,5,545,805,805,240,545,545,545,296,475,79,584,584
202,53,53,102,237,237,371,25,189,770,189,189,189,34,31,414,111,286,385,724,724,34,610,417,467,156,131
203,203,16,170,34,192,34,175,175,182,175,517,63,491,251,155,489,144,301,368,351,470,233,102,205,274,34
204,53,261,28,129,69,69,69,266,236,509,313,730,325,69,69,69,325,334,474,88,552,472,69,236,140,236
205,53,323,261,121,78,69,69,69,456,347,502,502,69,502,515,515,515,310,457,170,503,503,515,627,577,69
206,53,231,323,26,69,10,69,390,756,69,69,768,69,276,276,756,177,177,194,271,271,69,237,689,69,194
207,393,393,369,67,369,369,369,67,369,369,369,369,369,369,369,369,369,369,369,369,369,369,446,369,369,369
208,231,261,118,369,113,369,250,282,369,435,435,661,369,369,661,227,135,227,769,769,54,717,780,650,369,369
209,231,273,273,369,369,369,369,542,369,68,369,522,522,364,418,807,521,479,479,681,681,518,486,780,320,369
210,347,283,185,185,185,668,249,499,108,108,108,108,108,724,185,422,422,422,206,179,179,179,245,740,537,537
211,12,185,185,185,185,563,466,466,526,526,661,661,448,537,697,697,697,697,697,507,507,507,271,586,586,592
212,53,99,185,185,334,468,334,290,320,320,320,619,334,334,334,334,334,334,416,634,375,634,370,59,376,376
213,347,46,172,172,418,616,9,9,424,424,9,418,140,737,494,737,737,737,21,21,21,332,189,726,554,554
214,53,207,53,395,395,339,395,581,395,10,44,44,199,570,576,576,508,715,506,259,259,395,792,91,395,395
215,53,347,12,12,395,145,395,395,395,145,77,77,395,145,293,293,293,289,374,374,374,619,547,547,283,283
216,261,156,186,156,724,724,384,724,724,724,205,205,156,125,485,333,7,195,195,691,722,236,733,160,284,156
217,261,261,156,313,156,142,245,156,245,245,382,24,25,119,26,510,92,332,272,272,28,660,661,445,487,156
218,261,367,156,156,156,388,156,688,156,688,688,688,688,688,130,720,529,705,549,74,712,395,522,38,38,156
219,53,53,232,160,110,773,133,635,110,478,69,621,621,160,629,629,629,629,790,629,629,95,471,160,250,286
220,53,66,548,160,36,36,36,36,36,168,365,365,365,365,335,597,597,118,238,41,41,313,167,293,293,293
221,261,248,16,67,123,400,699,160,211,211,578,612,390,264,44,184,184,184,543,37,543,543,401,401,160,401
222,261,53,311,149,129,129,574,129,129,129,129,409,98,601,292,437,724,193,633,633,17,449,129,696,692,339
223,53,53,367,88,129,160,129,160,36,583,36,36,36,36,129,634,573,203,420,420,420,53,177,134,378,378
224,53,261,261,69,129,129,119,568,129,493,471,471,440,105,389,205,205,389,205,205,205,435,756,129,179,485
225,53,53,275,241,241,36,241,241,631,776,38,241,38,557,686,674,489,760,186,241,0,428,702,241,241,188
226,53,245,241,241,241,241,295,241,241,273,7,192,26,26,292,292,380,380,730,811,241,317,22,271,218,241
227,53,161,321,241,150,241,224,224,22,241,241,742,241,241,241,499,499,224,601,168,45,382,241,190,182,139
228,53,261,86,231,69,264,264,298,60,328,237,237,264,173,173,119,119,687,354,223,154,354,508,264,78,78
229,53,347,12,264,335,264,264,264,264,149,712,264,264,322,700,700,511,511,648,382,264,264,648,294,648,264
230,261,53,95,261,264,264,264,322,748,264,264,264,363,687,264,322,65,345,780,264,782,229,675,264,65,264
231,261,368,323,323,28,323,656,371,261,170,384,69,170,69,170,284,515,660,686,58,35,35,708,170,170,170
232,270,170,252,170,649,170,189,170,77,189,447,595,595,595,340,690,312,92,250,250,148,256,355,245,245,170
233,80,16,34,233,191,174,170,191,191,449,323,804,804,323,323,170,323,323,323,191,51,515,170,701,747,170
234,347,245,158,404,145,323,184,608,184,656,142,142,142,142,335,7,361,121,401,189,28,748,184,144,144,184
235,347,341,184,315,32,32,394,394,388,394,394,394,394,394,346,318,597,428,444,800,763,718,336,60,573,524
236,166,184,184,184,761,761,761,761,761,761,761,761,404,490,719,719,719,80,80,719,624,624,386,624,624,419
237,53,261,27,286,341,341,341,341,358,124,656,124,341,755,397,326,396,10,243,800,25,124,124,124,192,554
238,12,140,206,33,439,465,124,418,206,418,124,418,608,608,162,638,526,633,639,285,735,552,638,638,98,135
239,15,171,247,281,124,196,734,281,281,281,440,209,209,209,298,298,298,298,298,372,372,159,154,686,353,237
240,203,66,234,125,104,234,234,234,234,234,234,234,234,137,556,100,100,694,379,745,525,390,133,365,103,70
241,53,12,71,71,277,36,420,342,420,581,342,342,342,342,196,196,744,364,400,98,36,480,400,71,36,120
242,261,261,7,352,140,366,393,71,71,392,271,271,271,373,373,481,481,481,329,329,329,115,71,71,481,459
243,347,342,10,263,14,584,34,14,452,263,32,263,60,336,263,484,87,263,724,130,263,263,130,130,23,263
244,53,347,15,263,263,263,263,32,263,252,252,252,252,745,378,451,196,196,784,665,615,388,514,263,167,167
245,53,53,245,200,359,263,671,263,359,359,801,801,680,517,736,614,263,319,736,263,679,600,404,263,23,712
246,203,365,160,365,90,90,137,137,137,90,90,90,90,90,90,90,690,690,17,17,286,17,221,221,221,221
247,53,99,15,263,190,378,400,572,391,364,364,797,797,797,573,576,146,102,68,596,797,66,196,196,169,131
248,231,176,191,191,387,549,673,270,270,270,653,653,653,799,270,498,498,339,404,695,568,250,661,688,688,191
249,53,273,99,256,256,133,256,222,256,222,256,416,416,303,364,256,364,385,285,285,346,717,289,47,346,256
250,53,53,323,34,256,256,256,139,256,256,88,282,256,256,256,256,256,389,218,490,256,256,11,773,310,284
251,261,231,34,256,289,256,334,298,523,139,687,555,139,687,687,687,379,256,403,251,403,403,621,679,687,256
252,53,53,59,359,345,669,551,551,293,293,721,594,607,510,177,347,197,678,197,71,71,247,724,357,293,166
