ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25
18,681,3353,776,2836,1738,2399,2705,1709,1709,3526,1709,1999,4031,6655,3918,11,1519,1998,1709,1519,3459,11,2399,3017,11,11
19,4152,4241,3243,2934,3288,539,539,2518,2120,2355,2120,533,3142,700,2355,700,700,807,700,700,4522,4522,1260,807,700,1260
20,4152,4699,3243,821,3484,1222,3420,2462,1222,6451,2073,3413,1222,2344,1094,6307,467,1222,285,1222,1222,1395,1395,285,3018,1222
21,1746,6904,6949,2506,4305,4877,6148,1916,2851,6724,6148,4718,4718,4054,4510,4951,4718,6112,6904,5267,5267,5446,5267,5267,5267,5267
22,6204,392,1082,1261,5211,2932,2932,2165,1906,3309,2456,318,6777,2932,1431,4313,4062,1071,3309,3346,4561,3309,3297,2627,2768,6800
23,1746,4276,6283,111,570,6724,6476,6724,3473,5126,570,6604,7017,6724,570,4386,4386,4929,4386,4386,4386,4386,5026,589,785,4929
24,6204,337,3250,3048,3353,1114,2756,1114,3038,1114,2843,1342,1114,1114,1342,1114,1100,1722,1722,1342,1100,558,2618,1722,1722,125
25,1746,4241,2089,3397,3280,787,118,550,787,787,1047,2618,3037,2618,450,787,787,3037,2905,411,2905,2905,3037,1543,550,3037
26,6204,2679,2127,2312,2667,787,2295,275,3345,3363,2603,1767,2448,3351,172,1516,2536,1805,1805,2603,704,3351,3098,3351,272,3613
27,2624,3898,6833,118,6727,921,2377,3254,2511,2474,3007,3417,985,5307,1657,3007,1312,6680,1356,1356,1356,1657,3254,1356,6691,6691
28,1746,6431,3565,1899,3641,1709,3615,1298,3459,3504,307,4668,567,3099,1016,1174,1174,1174,567,307,307,307,307,307,567,307
29,4152,4333,2287,2934,2287,569,2906,1123,2730,1444,974,974,3199,690,1216,51,2885,681,3468,690,690,690,2416,690,3009,126
30,5567,6904,2266,6602,6463,4206,3852,4512,5493,5575,3678,1157,4746,6926,4109,6977,4746,4109,3574,4746,4734,1473,914,4734,4853,1136
31,6204,337,3243,1282,3055,1511,2871,2863,1153,1153,3340,2507,2196,2620,2863,268,3345,5440,3345,3363,627,2863,3363,2910,2910,3182
32,4152,2642,2266,50,1549,585,1404,3030,1440,585,1440,2629,4589,3028,166,1404,271,585,1404,1270,2132,1404,3028,585,218,585
33,6204,2679,3565,5299,2210,4037,3516,5799,4218,2210,4713,4713,3061,3061,4140,299,3061,4713,5587,4713,3048,3061,5694,5694,5694,4369
34,6204,3898,1522,4568,4832,408,1522,1054,1522,7027,5539,2656,1522,4761,3305,5539,1772,1434,2217,3305,2217,73,1772,5539,6842,5539
35,6204,3898,6833,2974,7020,1949,4059,4390,4390,6437,673,4353,4353,4390,673,1693,673,1949,673,1949,1949,6437,301,6204,6894,3744
36,1746,3221,3243,1268,415,933,569,933,933,933,933,1457,1987,3089,2653,3089,745,2383,2935,2383,1987,933,1383,1987,1383,1987
37,6204,2913,6773,1406,1762,4813,3168,2735,320,1498,2722,2178,1787,320,320,2722,1498,2722,1762,2340,2874,810,1498,1453,3097,2736
38,6204,1048,4293,3154,1375,34,34,67,1797,2981,34,1797,75,1414,5166,6990,627,311,34,4266,4266,2467,311,6469,5166,6990
39,4152,2642,2266,2816,1301,773,3321,1217,2782,2782,460,1592,1073,1259,442,2403,460,3321,4595,819,1556,3321,442,460,665,1690
40,1746,2642,3243,3340,917,3313,2596,2266,2933,6195,2596,908,2163,6760,6760,2578,6760,4510,1717,1717,2266,2266,2586,2266,1717,2266
41,1746,3197,2799,2305,5800,1369,1369,1369,5800,1911,3282,1369,1911,6637,6870,1496,6870,6206,1911,6072,3051,6206,4161,6870,272,6870
42,4152,529,2177,108,2156,3464,3464,1775,635,3939,917,1261,1261,2967,3464,1776,1301,3464,1877,1776,1877,1877,2967,580,580,2988
43,4152,3353,3243,1379,917,2946,1073,1073,1073,3526,2314,1416,3313,1416,2314,2275,2310,1073,165,1073,2310,3195,1073,2310,1073,1073
44,1746,1760,814,1172,1284,2029,2121,3259,126,3294,502,444,3577,1855,1855,814,423,423,423,1805,1327,423,1775,1855,423,423
45,6204,337,805,2035,472,3156,472,472,3418,472,3156,472,472,472,2035,472,3156,472,1230,472,3378,3156,1230,1253,2664,501
46,4152,392,2266,1645,543,65,1838,1645,1651,1861,1645,2524,376,567,2722,2722,3014,2722,1838,3405,2060,2060,217,1620,273,273
47,4152,3353,2089,1298,415,2064,1862,1518,3459,1382,1199,1820,2370,730,888,3044,3044,2620,2736,1899,3044,1820,1762,1646,3207,3044
48,6204,337,2852,3097,3354,1762,2366,2863,1153,340,340,1153,340,2366,3407,1995,1064,3354,340,1762,2366,2366,340,340,2366,2366
49,4152,529,2653,1298,530,1554,2549,3037,2129,2035,6896,2910,3037,2910,1498,3721,1842,954,1498,6085,3721,954,5449,6188,2444,5449
50,1746,2642,138,933,372,4118,1311,2806,2836,1935,1935,3406,2793,3406,2730,2049,3403,3213,3213,3213,2951,3407,3407,6090,3407,3407
51,2624,4241,407,2843,2843,2965,3352,2331,2022,2022,398,2843,1374,2022,3301,2843,2022,2022,956,8,1995,956,4673,2022,2022,2164
52,6204,337,2852,3048,5466,2249,1149,2186,1153,1796,477,2298,90,2756,1149,2756,2298,1149,3009,1149,2280,2756,4750,551,2756,1460
53,6204,4241,2618,2836,911,787,3369,1495,2226,3369,1032,1032,2226,2226,1752,3067,1104,2226,2359,2226,787,2359,1880,2226,2226,2359
54,1746,392,2728,1086,2471,338,6300,493,6300,2127,493,4149,6280,6280,493,274,2471,493,2127,2872,1215,1586,1586,493,2097,493
55,4152,392,3523,1430,1758,338,1025,6440,6440,6440,6440,1598,640,6440,6440,6440,6708,6440,1111,1111,6440,559,4704,640,640,4704
56,6204,2913,694,75,2598,542,630,1934,2125,3046,931,1590,75,3239,232,2665,232,2665,1332,1590,2334,642,232,1455,3818,6970
57,4152,2679,3243,3904,3819,915,908,2266,773,4842,3361,1030,1075,1075,2212,773,1075,1493,908,3361,296,1501,3962,121,1493,1075
58,4152,392,3057,2048,1785,4118,607,2084,1025,761,3527,2141,2427,1025,1025,2388,3004,3527,741,1287,6759,3527,1474,3382,741,624
59,4152,4276,6773,3154,1794,2524,418,2403,591,442,2298,2524,75,6743,10,1637,1314,1637,5883,1637,5099,1637,1637,273,308,1232
60,4152,2642,3192,1039,4305,628,4297,2281,1875,3373,194,194,3906,3906,4297,2609,3373,1239,3906,2591,6124,1458,2591,194,5923,3373
61,4152,3898,851,1282,4898,2502,1931,3288,639,639,639,2893,3163,1931,639,1214,2241,3444,2709,2281,1054,2281,639,2241,801,3152
62,4152,2642,6199,3604,4305,2389,4571,4303,6032,5194,3073,1789,6808,1452,3605,3768,1452,4200,578,103,5194,6679,5798,5863,888,4431
63,6204,337,2350,1401,1431,1838,1443,3368,351,1195,1443,1668,3347,1443,273,1995,579,579,579,579,579,579,1995,2805,1443,3220
64,6204,4241,123,133,908,3313,1930,1739,852,1780,424,720,3195,3209,539,2934,2560,2934,720,2934,3271,3142,720,2934,2934,720
65,4152,3353,3243,974,2414,3313,1602,1602,720,1780,720,720,4697,1354,2355,720,2149,2211,1305,1354,3031,720,1354,1354,2624,3417
66,6204,392,3057,1584,2156,2309,2648,1838,1447,1254,2628,2154,436,2154,2154,436,1499,2543,2731,1513,436,1254,436,1499,1499,1447
67,4152,392,1540,3048,3857,787,2374,547,3332,986,912,938,1613,3138,1128,1128,6510,1989,6434,1565,1387,1387,923,222,2952,2952
68,6204,2684,3000,1025,1847,2373,1514,1668,1668,1668,400,1644,3102,5375,3102,674,659,1617,1601,1740,1800,2925,674,674,674,674
69,6204,2125,2612,1590,3345,787,3020,561,1242,2537,640,1242,1242,1839,1668,1242,2537,1242,1242,1242,1242,1242,3000,2537,2537,1168
70,6204,2125,2612,1242,3125,2221,1242,923,2427,1372,3509,1242,1600,408,3010,1565,1547,408,1547,6486,4350,4350,1547,4350,1547,4350
71,6204,2679,1015,3154,418,2213,418,2516,2511,2346,2346,2346,709,2664,709,709,2346,709,709,156,3154,884,3154,3154,2346,2346
72,1746,3221,3243,1298,1972,1147,2386,779,2150,1147,1495,1495,1305,1466,1147,779,2386,1147,2386,3250,1837,1477,1477,1477,1477,1466
73,4152,392,1900,5587,4394,1369,1369,2305,1324,1324,1369,3700,1369,1907,1324,2983,1324,2860,849,2860,2860,588,849,1623,3450,588
74,6204,392,2799,3289,3289,827,3289,443,3235,3289,3289,2760,1441,3289,3289,1191,1442,295,3289,3289,3289,3289,295,1761,1327,3289
75,6204,4241,805,2035,1970,2466,3417,1935,2495,1156,1156,2718,2546,1970,186,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
76,4152,529,2799,506,3852,1369,1775,1775,2120,2749,170,4392,2749,314,2749,170,170,1345,3230,1172,1172,2518,170,170,163,170
77,1746,1760,3248,1409,1864,475,2611,475,3108,475,2731,591,2058,3293,591,3293,591,591,1267,82,475,3108,475,82,3293,82
78,4152,392,1953,1261,2720,485,3333,2166,3404,255,253,2768,2328,3404,1052,1365,2328,1052,3404,496,1926,365,3078,184,255,2328
79,4152,392,2728,506,212,1594,1594,1107,506,1594,1594,1687,6906,1594,316,1594,1107,546,2757,1107,1107,1107,1107,1107,1234,1594
80,4152,1948,1900,3289,1948,1293,1874,1948,1948,1948,440,1948,1948,1948,594,2290,496,827,2496,1948,2360,1948,2360,281,3430,281
81,4152,3353,1247,2836,539,2111,3420,1507,3420,2383,539,2111,113,411,411,455,533,455,455,455,113,391,455,455,2111,533
82,1746,3163,3649,2816,917,1304,1526,2075,2887,2586,945,1222,3195,2887,2043,3340,1526,1526,2586,1448,395,2043,2586,1448,2887,1108
83,4152,5134,3649,2043,2907,1304,1526,2132,2816,2887,3487,2077,166,1304,2956,2938,2816,2816,6543,5127,2887,2043,5702,1044,2887,460
84,4152,4132,494,3048,7044,1374,1374,3292,7,2559,1392,3669,3819,2116,1445,1679,445,445,145,445,1679,3819,2559,2172,1197,990
85,6204,2322,2612,1590,1847,320,1242,3456,1120,320,931,2612,1120,556,1120,1963,556,1520,320,3702,3370,1866,382,320,854,320
86,6204,2125,3000,1590,3345,1847,1242,1850,320,1343,3345,2215,3405,1343,1343,2843,659,1847,3016,2871,865,2871,1850,1406,542,865
87,2624,392,1015,75,75,1173,418,418,1425,2524,488,1015,1015,1015,10,2063,1015,67,2167,1015,2582,67,1520,1375,1425,418
88,6204,3068,2612,2048,1590,2502,345,3713,5261,642,2656,4441,70,4441,1376,1376,4824,155,1350,3297,2747,636,2747,155,155,2556
89,1746,392,3523,1990,4051,6540,4444,3320,3845,2895,3845,3606,3845,1302,1735,3845,4444,4444,4444,4444,4444,4444,629,6177,4444,6177
90,6204,2679,3000,3154,3345,34,2050,3345,379,379,2524,1067,3345,2846,689,3345,65,17,34,1375,1375,34,1797,17,17,17
91,6204,2125,3000,3154,3345,2373,3345,3345,1850,1678,1391,400,3345,1453,1797,1740,3345,1601,3363,2131,948,2127,3363,1100,256,709
92,2624,1601,2612,75,1375,1173,1015,3131,3131,1109,2524,2524,1015,67,1015,2157,1015,3358,1015,3496,1015,2524,3496,3496,416,3496
93,6204,6694,2183,301,1432,4328,1089,4441,6103,4441,4328,3989,1089,3750,254,4042,1089,4328,5234,5781,4328,5234,5234,3763,4042,5234
94,4152,3898,5343,6140,6009,3322,5976,4718,1212,5976,3713,5616,4491,5417,5417,3625,5616,2198,3322,5868,3322,5868,5868,2198,2661,2198
95,4152,4241,3054,2836,1734,1341,3484,6116,533,2366,5595,3417,3854,4317,2366,2295,2366,4271,573,2366,6663,3866,3866,2366,5394,2366
96,2624,6057,345,1039,1458,4297,12,3605,2277,3053,3519,6124,3519,2908,1039,12,3053,3053,12,2277,6124,3053,1458,1231,1772,2875
97,1746,529,3192,6735,372,2221,640,640,1460,128,355,628,345,3441,3527,128,1839,345,2388,2388,345,2388,1231,2388,12,345
98,6204,3898,345,1039,1081,3519,3157,3605,628,5393,3157,318,318,2656,3945,2253,2577,3527,628,3053,3053,776,12,1458,1458,2253
99,6204,4006,6833,2974,5067,5682,6335,6726,3943,4238,6538,3943,3943,3943,3943,5929,2515,5929,2974,2515,4556,5848,4398,4556,6563,6090
100,5567,2642,4712,3733,5298,338,318,5352,6741,4164,5619,1975,3836,5792,3940,5755,4797,4797,3082,3082,6741,6741,6288,6288,2465,3643
101,768,2322,2612,301,3309,5495,656,3061,1069,1069,1069,2215,1003,6286,968,1003,3710,3710,3710,1795,3710,1003,3208,1003,2651,1003
102,6204,5007,2612,2048,1590,2221,3056,6769,1025,761,2381,4328,2221,3441,1617,1617,400,1025,1617,1055,1617,2141,2141,3391,1025,1055
103,6204,529,3243,3048,566,213,125,3140,238,2834,2395,2434,2434,937,3152,3152,2030,3152,707,3152,707,707,3152,3152,1892,3152
104,5567,2642,3192,94,5559,2502,2323,628,628,6908,4834,292,2636,2190,601,601,1788,628,2636,3094,628,628,601,601,601,341
105,5567,3197,3216,3191,2937,3358,1911,2937,3981,2723,1012,2536,3523,836,3257,2319,4830,2094,1784,278,3241,1586,361,677,677,2094
106,4152,1594,1711,75,1431,232,1911,2555,3230,434,2066,3039,885,1784,1735,1369,2305,1912,1912,1770,1912,5804,1912,1373,4293,3921
107,6204,392,2799,1869,3039,485,3294,3404,3404,2350,2350,3269,1821,3039,316,2035,1150,1071,2203,1150,1150,2297,1150,2203,500,500
108,6204,392,1711,2715,645,1511,1293,2391,1814,2735,710,2735,2715,2715,2361,1350,1753,2735,1350,4831,1387,1445,2735,7,1370,2952
109,6204,2322,2612,2974,382,2215,6475,1132,2215,3903,6170,2322,4881,6170,3636,4703,3636,3903,1753,3809,6559,6170,6170,1066,3903,1566
110,4152,4132,3649,2162,2552,6885,1182,1182,149,1587,3710,6862,4133,5692,5692,6229,6229,4734,4734,4005,1182,6229,3501,7053,1059,6229
111,6204,2952,548,3154,3480,4420,3345,3480,2511,4301,4301,1637,1637,5853,1637,3348,1637,1015,19,5853,3154,2453,2453,2416,2416,3020
112,6204,2679,3057,2836,1738,1466,2014,2450,1657,1466,1466,307,2598,491,1946,1174,1466,1174,1450,2823,1657,1946,782,782,2024,1466
113,6204,337,2799,3246,2456,1466,2188,1442,3099,1466,1466,3326,1495,1466,4813,393,1941,690,2437,1396,1396,393,1495,1396,2352,1396
114,6204,4241,805,1298,2736,2424,2549,2811,2226,2529,830,974,2811,2811,2529,5147,2226,5147,154,5147,5147,1000,1000,2736,445,5147
115,1746,3221,2089,50,2962,118,450,837,2311,101,3390,2311,2638,2790,2311,1295,1148,2437,3490,1686,3390,2790,1148,3390,3520,3520
116,1746,2642,2177,1833,6282,4327,242,5006,2737,917,2323,1038,2323,665,5502,2323,2323,3917,2323,2473,1877,2323,5924,875,2323,2323
117,1746,5827,3649,2120,3852,5267,6340,4331,3333,307,384,4699,6258,6258,6258,6348,4902,1088,1088,1088,5205,5205,5205,1088,5611,5205
118,4152,2952,3248,2506,828,1784,1369,959,447,1145,3141,3141,3274,954,655,655,655,655,655,655,3051,655,655,1784,2506,2126
119,6204,392,6,1590,1966,3400,2014,2210,3400,3400,2470,3400,1351,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
120,6204,1601,2952,1590,656,2215,1637,1296,2373,135,3206,5041,1391,1414,3154,222,1498,3440,3467,446,3363,1774,2215,216,1601,656
121,4152,5827,1918,506,212,2302,1075,163,1556,1303,1303,212,6756,6756,2707,631,1303,631,3508,631,1903,2189,2946,2189,4616,631
122,1746,5827,3192,6097,4566,2038,723,5573,888,3005,2677,1124,5384,4867,888,1471,723,3130,2702,2702,4081,5183,2463,2988,6528,2702
123,4152,392,3192,2709,2315,2709,5103,2709,2866,1994,1994,1686,605,605,2869,134,50,1994,1994,134,1994,5103,1994,3272,2452,1994
124,6204,5550,1082,1298,1842,3464,2549,36,2549,960,974,3464,1106,490,490,6580,2483,6580,3328,3328,736,3008,6580,3008,3464,1929
125,6204,2679,3192,94,4961,1315,1315,2313,2313,6995,2869,21,605,1931,1228,934,5456,1228,578,79,4922,605,1129,2803,3374,1225
126,6204,3898,138,2836,833,1027,2111,2408,3493,1247,41,3509,124,1027,1858,1658,113,2281,2281,5474,1201,1858,2734,1858,1471,3073
127,6204,4241,2177,3270,3516,1944,526,1387,336,907,3516,1722,2162,3048,907,3516,2963,907,1722,2162,3516,2169,907,907,907,3516
128,4152,2642,30,3048,1884,6126,3007,2443,2511,543,3345,578,578,1734,5133,3007,3198,1865,3020,1116,1829,1829,1829,230,1486,3265
129,5567,1760,814,568,1549,3228,3469,536,879,879,2368,1385,3469,879,58,879,879,879,879,879,879,879,879,879,879,879
130,1746,1760,2799,1542,3100,892,2058,2058,1162,1162,163,163,3114,163,163,2058,163,163,1162,163,163,163,163,163,163,149
131,4152,392,814,108,218,5267,710,1188,2177,4589,2177,2177,3473,1549,2177,1549,2177,1549,1549,2177,2619,2177,2667,1902,3122,5500
132,194,392,32,743,3465,1838,660,2058,2996,660,3465,2996,2996,2996,2996,2996,2996,2996,1425,2954,2954,163,3154,263,2996,1425
133,4152,2952,6016,2577,4394,3232,3973,6024,4444,309,5136,331,1332,3232,1895,5552,3894,1774,331,1425,331,2524,2665,2243,309,309
134,6204,2913,2612,75,1375,796,5384,67,67,5992,3942,1067,75,3942,309,2665,1691,2471,3461,1691,5426,6703,1332,5426,5426,6703
135,1746,392,1900,1990,6962,1802,4205,6785,4309,4505,5723,3966,5957,2705,5873,5873,4986,4228,3278,3910,4024,6381,6674,4226,4024,4283
136,6204,2125,2148,1343,2664,472,65,472,535,1498,1498,2524,2664,44,2677,1498,2677,3525,2574,472,472,472,3525,1366,2582,885
137,4152,1760,1900,1258,2467,6527,2602,493,1608,493,493,6222,1608,3461,4146,2014,2467,2057,2467,3301,4002,2467,2467,6775,1608,1608
138,1746,1760,1918,1496,2506,1029,754,3394,3044,2741,1000,1000,3111,2745,2628,2745,1426,830,1000,2745,2745,2745,2745,3111,2745,2745
139,6204,392,2728,2836,1664,3208,184,3039,2470,6906,1382,1495,2781,546,316,1382,89,2745,2581,89,2581,89,3400,89,89,2581
140,1746,3221,2799,1496,284,1685,270,152,1261,3013,2464,3150,2078,3150,3100,2349,2016,3100,3100,1,1,3100,1,1,1,1
141,6204,529,2594,370,1568,2753,2753,2437,810,3203,2437,2437,2424,810,810,490,2753,2753,2437,578,2437,2673,2437,3203,3203,191
142,4152,337,2700,2516,1520,2969,2549,2516,2516,6528,5193,1153,1794,1751,1751,5193,1751,1751,6446,6446,1751,6344,1501,6528,6146,1401
143,6204,337,3089,1298,1382,1466,2648,1400,154,1400,351,93,567,351,810,1400,1400,2684,154,1400,1400,370,370,1400,7022,1466
144,2624,3353,2858,1311,3353,3143,1474,1474,1265,1474,1883,1563,52,1239,1858,1239,961,961,833,833,1474,1858,419,419,1265,5844
145,4152,3898,3054,821,3353,459,3054,169,1233,1412,1927,2530,2469,2409,619,3189,2687,2469,200,1927,1201,2792,2559,2559,2559,200
146,2624,4241,345,3957,1785,2389,94,2408,3527,1892,1211,52,218,2771,1483,2408,52,2172,2172,610,2172,103,3552,2408,1483,1781
147,1746,3221,2177,1409,585,2466,997,1726,2991,2404,1440,1935,1073,1260,2769,1653,1729,568,1793,2619,3308,3308,588,2205,2205,4331
148,6204,529,2799,506,3036,3217,1729,3475,2025,3109,1997,123,1941,2285,3217,350,2025,350,1958,3070,449,4402,3070,2926,1310,3070
149,2624,3353,2177,1730,2619,2132,2619,2619,2633,733,384,1405,4392,1405,5127,1579,5127,1405,384,2619,945,4895,119,631,4392,4392
150,5567,2642,2177,170,828,2928,2928,3611,1073,2910,2928,5134,170,3487,2314,170,2266,6367,665,2910,2910,2910,2910,2807,6367,6367
151,6204,392,1082,1298,828,1000,2926,828,3235,1498,1157,3293,2059,2926,828,828,3230,2159,828,2159,157,157,1000,157,157,157
152,6204,392,3248,1172,1388,314,1785,314,3235,839,3321,123,2394,2034,815,815,2108,1090,1090,280,2502,2933,3230,553,2690,2319
153,4152,392,30,1409,618,2320,1029,2464,3235,926,3205,2782,2464,2464,1399,997,2018,3463,675,838,3205,1681,1681,2466,1542,1681
154,1746,6431,3649,6978,3624,5281,3007,3457,5281,472,472,420,2631,472,208,3438,2018,1681,1681,1791,1681,1681,1681,1681,2018,1681
155,5567,5827,2266,6005,6968,4327,62,420,420,4327,3172,420,445,445,2116,2116,2116,2340,1111,3438,4327,2116,1111,635,3914,4385
156,6204,2679,470,2974,948,2215,1350,1350,2262,161,1350,2322,2262,1350,1350,1350,161,1350,273,1242,3026,273,1350,3026,1849,713
157,6204,392,2799,3289,686,686,2823,3419,1613,6938,3419,6938,618,2847,2864,6938,839,2847,1682,190,2876,365,6863,839,3289,2333
158,4152,529,1918,3246,580,1029,2232,410,3150,2881,91,1918,1197,2881,1918,6578,1441,4820,3166,1918,6531,1441,1685,637,3275,2350
159,6204,4241,1953,2947,2552,2087,6418,2087,123,123,1091,673,673,3857,220,6818,1294,220,1404,6818,673,549,2198,3366,2405,1294
160,6204,392,2612,1282,3345,2108,130,2155,2456,2308,1533,968,885,1641,1280,1280,793,2479,968,591,130,968,3451,130,968,3451
161,6204,4241,494,2943,123,3233,1722,608,2341,2414,2624,2189,2675,2935,2355,1646,1407,3106,1882,2935,1882,374,3106,3106,1882,2191
162,4152,6431,855,2368,1284,717,2456,1874,1613,1538,686,717,684,3511,2864,380,686,717,717,380,717,2587,2587,2587,3286,380
163,4152,6431,3192,5737,1609,4297,41,36,1920,1920,601,601,5591,6256,2282,6920,5901,6583,2425,2425,2687,5952,1431,6645,1431,1431
164,5567,6431,2895,2305,1948,5782,3042,1874,3042,784,784,1874,3042,784,2305,3039,3042,496,1784,184,784,496,3042,828,2785,784
165,6204,2125,30,3154,3193,1173,1861,3166,2262,2262,2262,1067,44,3026,2996,44,2213,2996,2262,44,2213,44,44,44,44,273
166,6204,5827,3649,5343,4406,4743,5807,4133,6818,4929,4406,5162,5162,4929,4916,5449,5000,6862,5611,6818,4916,4916,6580,5000,6818,4043
167,6204,3211,1857,2974,921,6413,926,926,926,662,1525,6818,5171,4721,2215,4852,3534,2298,2879,1006,3680,6307,3534,2298,3680,465
168,6204,2322,1697,1590,828,2529,33,2926,997,16,828,2612,4281,1798,1798,563,4281,690,1264,1842,3068,4281,6021,989,1842,5435
169,6204,392,3304,2836,2765,1466,1075,701,2226,1014,2226,1715,2226,3250,2736,2307,2885,887,887,2885,2646,580,580,2203,3104,6529
170,6204,392,3290,1282,2866,1838,2014,1514,2522,3093,2866,2913,5460,2714,1514,2866,5460,338,1447,1514,1514,1514,173,640,1514,896
171,4152,392,3248,1346,1346,163,163,2602,1198,2705,1198,1198,4115,1198,1277,1277,1277,30,1277,1277,1277,1107,1107,1107,1107,1107
172,5567,1760,6300,5094,1624,1624,1206,1624,3521,1234,5094,5094,1818,5094,790,2426,1624,1234,3521,1818,1805,3169,1988,1206,192,5094
173,4152,392,32,1332,2348,4149,1821,1821,2557,1266,3251,849,1821,1821,3197,3129,825,1530,3330,1821,1821,1821,3491,2557,2270,1020
174,1746,1594,2728,1990,597,1821,1821,2066,2721,1266,1012,1368,3197,3408,1266,281,1368,2360,1754,1611,1530,1821,1266,2290,1012,6527
175,1746,392,2728,4361,2471,4228,6906,1821,3404,3523,1012,1277,1821,1594,493,3127,597,3409,4475,298,1967,716,298,260,4475,3176
176,4152,2461,4293,2248,1948,331,1948,150,142,546,331,672,142,142,2432,1059,3069,943,1059,3320,3069,331,2410,2410,1624,943
177,4152,6694,3192,2577,4947,6064,4441,6289,771,3153,7013,5096,3605,6237,4892,5102,6289,2592,4892,4892,6289,4137,94,5539,6672,2216
178,4152,3898,1247,2836,1434,3143,3429,3506,3054,186,3506,5583,2939,1931,3073,3073,2034,2412,2034,2591,1247,2969,2034,1247,2034,2232
179,4152,4241,3243,2836,566,6286,1309,4851,1309,2795,1309,2795,6094,6286,1309,1309,2495,851,1309,2588,3064,3064,5924,2303,6094,394
180,5567,3353,3243,1311,39,2764,1705,2172,1471,1247,451,1782,4531,473,2172,2764,84,769,5714,1036,265,769,769,769,128,84
181,6204,4241,1697,2836,2834,787,911,1464,2015,2834,2015,2386,787,805,2015,1122,2015,805,560,610,2427,560,1061,560,1340,2021
182,1746,529,3318,1899,933,2366,1705,933,3318,2366,762,2366,2837,762,3318,762,762,2366,762,762,1986,762,762,670,1986,762
183,6204,2125,2612,1590,1847,2981,1242,2598,311,1343,931,2598,2605,2605,311,311,311,311,2953,311,865,2598,311,659,2913,4280
