ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46
11,220,245,406,323,323,583,678,678,361,53,182,182,102,182,75,75,78,78,78,78,78,78,78,78,78,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,15,15,15
12,393,393,87,133,735,735,41,41,41,41,41,314,314,314,115,115,115,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,203,203,203,203,203,15,15,15,15,15,15,15,15,15,15
13,320,39,255,255,87,87,87,87,285,285,301,301,285,285,4,87,87,139,51,51,125,125,125,125,125,261,261,261,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,203
14,244,82,378,378,378,297,297,213,213,213,79,79,79,342,342,139,139,15,87,87,87,87,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,225,225,225,225,225,225,225,225,225,225
15,517,517,517,677,132,132,132,255,677,30,362,714,147,462,80,80,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,203,203,203,203,203,203,203,203,203,203,203,203,203,203
16,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
17,121,121,82,82,79,84,130,399,399,399,399,139,207,139,203,225,225,203,203,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
18,391,391,391,391,391,494,325,325,713,330,148,148,148,257,70,70,70,70,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
19,320,578,578,578,326,326,150,150,256,714,714,35,301,213,147,309,309,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
20,725,725,808,165,119,774,774,203,203,301,301,301,329,41,303,75,339,53,339,339,339,339,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
21,666,666,666,724,724,439,519,755,437,470,598,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
22,85,763,763,31,31,85,334,247,247,382,382,382,382,417,417,253,253,253,253,215,215,236,236,236,236,236,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
23,490,666,666,684,791,431,54,486,54,798,348,348,155,155,155,155,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
24,108,147,147,147,132,301,301,301,301,15,207,260,260,152,21,21,21,21,21,21,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
25,303,303,303,91,91,91,322,542,542,437,761,678,31,31,118,101,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
26,100,794,492,207,207,207,400,676,147,147,21,129,129,129,254,50,101,101,101,101,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
27,525,525,374,374,371,371,206,206,88,88,88,323,323,53,53,53,323,323,339,339,88,88,323,323,323,323,323,323,323,323,323,323,323,297,297,297,297,297,297,297,297,297,297,297,297,297,297
28,457,457,490,490,490,490,490,602,119,119,119,119,161,306,306,162,162,162,162,162,162,162,162,162,162,162,162,162,162,136,136,136,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
29,229,661,384,384,384,404,712,712,712,53,53,53,366,303,303,303,303,303,208,208,364,330,115,115,115,115,364,364,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
30,789,697,697,697,711,608,608,586,84,490,646,469,199,217,373,33,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,84,84,84,84,84,187,187,187,187,187,404,404,404,404,404,404
31,108,197,84,84,123,195,195,354,205,205,205,274,274,274,280,245,245,245,121,121,121,121,121,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,132,132,132,132,132
32,651,651,10,10,98,98,334,287,287,287,371,245,245,245,245,265,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
33,313,389,578,797,797,778,768,768,768,687,503,685,652,652,377,377,377,258,258,258,36,36,36,36,43,43,43,671,671,671,671,671,671,671,671,671,671,671,364,364,364,364,364,364,364,364,364
34,139,407,407,128,321,321,686,770,321,321,321,321,321,321,321,321,321,321,177,177,177,36,36,36,36,36,36,36,36,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
35,518,10,10,686,547,547,7,7,128,722,7,7,7,647,647,671,671,321,321,321,321,321,321,321,230,230,321,321,321,321,321,321,321,321,321,321,378,378,378,378,378,378,378,378,378,378,378
36,648,648,648,28,28,379,379,224,188,188,188,292,292,270,270,270,270,270,270,178,178,290,290,290,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
37,763,733,733,733,613,20,645,645,613,613,103,170,184,184,306,306,306,306,306,306,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
38,763,763,763,524,524,41,296,296,202,39,39,421,181,99,45,45,107,45,45,232,82,82,82,82,82,82,45,45,45,45,45,45,45,45,45,96,96,96,96,96,96,96,96,96,96,96,96
39,171,24,389,389,547,11,11,11,88,405,195,195,165,165,166,166,166,166,132,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
40,549,600,600,412,412,303,711,464,707,531,707,440,384,384,309,309,325,325,121,121,166,166,166,166,224,95,95,95,95,95,95,95,95,95,231,231,231,36,36,36,36,36,95,95,95,95,95
41,115,115,354,354,145,772,772,772,249,249,249,337,337,337,197,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,7,7,7,7,7,7,7,7
42,550,550,550,798,798,387,387,282,282,618,28,28,340,340,28,28,28,28,28,28,28,28,274,274,274,274,274,274,274,274,274,274,274,274,274,274,28,28,28,28,28,28,28,28,28,28,28
43,237,237,334,334,334,169,325,339,325,325,383,265,265,340,360,360,360,360,274,340,340,340,340,340,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
44,171,28,28,292,105,269,269,269,174,174,272,272,272,272,272,272,272,272,272,272,272,272,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,760,760,760,399,590,590,590,754,33,33,323,335,20,20,195,20,385,102,102,102,102,102,102,102,102,115,115,115,115,115,115,115,115,115,115,115,115,257,130,130,130,130,257,257,130,130,130
47,804,26,80,354,354,347,310,280,129,66,66,200,378,378,339,231,231,231,102,91,130,130,130,130,130,130,130,130,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303
48,456,456,456,60,382,790,103,103,225,285,285,103,103,103,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
49,752,752,752,803,458,392,389,229,229,229,361,516,125,103,103,103,103,103,103,103,103,103,103,103,103,103,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
50,215,215,805,805,805,370,339,339,162,162,349,349,349,161,349,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
51,308,281,281,281,75,75,75,75,462,462,152,139,225,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,207,207,207,207,207
52,32,32,32,32,714,78,123,49,49,49,80,256,306,306,49,49,49,310,310,310,310,310,310,310,312,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
53,689,307,307,169,169,26,156,295,365,365,60,256,256,49,49,280,280,59,59,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
54,799,799,375,262,14,252,252,530,284,55,55,55,795,229,229,296,296,322,322,322,322,322,322,322,322,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,291,291,382
55,208,208,208,327,803,641,178,342,505,353,353,33,605,605,605,114,114,114,114,114,114,114,114,114,114,114,678,678,678,678,16,16,16,16,678,16,16,351,351,351,351,351,351,351,351,351,351
56,34,513,513,513,34,753,183,195,21,21,355,355,126,567,101,69,388,388,371,371,371,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,145,145,145,145,145,145,370,370,370,370
57,189,654,787,787,787,373,187,187,187,187,3,517,347,40,208,208,208,208,208,208,208,208,208,208,367,367,367,367,367,367,367,367,367,367,367,366,366,295,366,366,366,366,366,295,295,295,295
58,388,388,388,134,134,262,262,93,307,87,189,56,391,353,353,337,6,6,96,96,205,365,365,224,224,224,224,224,224,224,224,224,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307
59,317,317,317,88,680,680,70,70,70,735,735,269,269,34,84,84,232,327,327,6,6,388,388,388,388,388,367,367,367,367,367,367,367,367,367,367,367,367,367,388,388,388,388,388,388,388,388
60,95,414,171,171,728,612,19,19,19,19,134,19,19,19,177,177,231,231,231,231,231,95,95,95,95,95,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
61,722,702,364,306,364,447,447,604,604,35,35,567,501,274,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
62,692,692,53,648,784,334,334,547,19,19,342,342,342,95,95,95,95,95,95,95,95,95,95,95,95,95,24,24,24,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
63,480,480,335,335,335,335,335,335,335,335,22,22,303,303,206,206,102,149,130,130,130,130,130,130,130,130,130,130,295,295,295,295,295,88,88,88,88,88,88,88,295,295,295,295,295,295,295
64,166,166,166,166,166,166,263,400,400,220,308,30,366,366,366,297,297,347,347,6,6,6,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
65,179,179,179,174,174,174,174,187,269,269,269,174,174,174,174,174,174,19,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,364,364,364,402,402,629,205,205,293,283,283,283,385,385,385,335,375,375,335,335,335,335,335,335,335,13,13,13,13,13,403,403,66,66,403,403,403,403,403,403,403,66,66,66,66,66,66
67,471,10,192,192,192,471,35,192,192,65,65,65,145,66,66,66,196,196,222,66,66,66,126,126,126,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
68,104,285,285,285,99,18,87,18,380,99,99,99,99,99,18,18,18,18,18,18,18,376,376,376,376,296,296,296,296,296,296,296,296,296,296,376,376,376,376,376,376,376,376,376,376,376,376
69,177,434,434,128,128,123,123,133,141,141,107,107,107,183,183,393,222,222,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,72,72,72,72,99,99,99,99,99,99,99,99,72,181
70,517,517,508,763,321,321,183,183,222,222,355,45,107,181,181,222,222,222,222,222,222,333,333,333,333,333,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
71,382,720,468,361,361,778,778,81,81,754,186,355,355,13,13,376,376,376,222,355,355,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,393,393,393,222,222,222,393,393,393
72,234,197,197,197,197,370,370,98,307,307,270,360,96,170,14,353,353,353,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,275,358,358,358,358,358,358,358
73,660,660,653,653,155,221,221,302,302,46,71,71,276,276,292,289,289,29,363,252,252,252,252,252,252,252,252,8,8,8,8,8,8,73,73,73,8,73,97,97,97,97,97,97,97,97,97
74,303,303,340,340,252,252,250,250,250,250,65,106,138,138,138,138,285,285,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,124,124,124,124,124,124,124,124,124,124,124,124,124,124
75,190,190,744,157,308,225,335,225,190,63,136,63,256,161,161,161,161,161,377,377,377,377,239,239,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
76,42,42,134,134,693,148,148,657,657,657,11,396,111,164,164,223,223,223,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
77,109,775,60,60,250,250,373,373,373,373,373,285,285,285,285,285,285,285,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
78,38,38,38,569,64,331,331,331,64,64,64,74,74,354,135,46,46,46,46,298,173,153,153,153,173,173,173,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
79,420,420,162,162,162,65,65,65,669,343,389,156,156,156,38,38,38,38,173,173,173,173,173,38,38,38,38,173,173,173,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
80,472,506,506,506,506,506,506,506,506,506,506,108,180,180,215,359,359,343,343,343,343,343,343,359,343,343,343,343,343,343,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
81,216,216,190,543,346,346,273,273,213,346,346,346,346,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,53,53,53,53,53,53,53,53,53,53,53,53,53
82,105,105,105,373,373,373,169,104,104,121,306,6,6,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,132,382,114,404,245,245,98,98,98,193,193,224,224,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,150,361,361,361,314,314,119,119,119,119,3,71,159,159,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
85,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,145,145,145,87,87,87,41,181,181,181,181,99,168,168,355,355,355,393,393,393,393,393,393,376,376,99,99,99,99,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
87,403,159,159,86,86,86,792,474,222,399,476,317,376,222,222,676,676,676,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,259,376,376,376
88,181,181,123,230,748,722,722,722,760,618,230,794,400,703,690,690,160,293,293,293,67,67,67,67,126,126,18,296,296,296,296,296,126,126,18,66,66,66,66,66,66,66,66,66,66,66,66
89,199,113,199,557,656,656,119,83,129,549,141,141,209,401,299,299,393,393,259,259,259,259,259,259,259,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
90,72,72,273,130,317,317,293,293,293,370,376,133,133,133,133,133,355,355,355,99,393,393,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
91,70,632,162,459,107,107,107,107,107,133,168,168,133,99,99,99,99,99,99,99,99,99,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296
92,56,56,56,403,163,163,163,163,66,66,107,107,376,376,99,99,99,99,99,99,99,296,296,345,345,345,181,181,183,183,183,183,183,183,183,183,183,183,183,222,222,345,345,345,345,345,345
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,491,715,0,0,0,602,602,699,809,696,548,548,474,474,445,760,760,760,760,434,760,760,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
95,687,687,665,149,149,603,139,130,23,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,572,722,722,187,572,329,329,329,329,329,19,134,134,134,134,134,134,134,134,134,134,134,134,134,139,139,139,139,139,139,139,139,139,139,139,139,139,139,273,273,273,273,273,273,273,273,273
97,214,214,129,510,3,3,308,773,773,569,273,321,760,760,760,86,86,273,273,273,273,273,273,273,273,273,273,273,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
98,121,148,148,469,469,273,247,496,496,496,128,36,36,177,177,177,134,134,134,134,134,139,139,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
99,776,776,496,496,707,707,707,581,674,583,800,211,182,182,182,182,264,264,264,264,264,264,264,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398
100,750,750,140,140,379,379,379,162,80,78,78,802,802,618,618,618,652,652,417,43,48,48,48,48,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,211,211,211,211,211
101,794,794,794,794,794,794,794,794,794,794,794,794,794,89,89,191,5,5,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
102,89,116,89,435,391,391,37,37,37,382,318,319,208,208,227,227,227,227,367,367,388,388,388,388,388,388,388,388,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
103,636,636,636,130,130,449,449,166,166,292,255,255,255,255,255,388,28,28,28,28,255,255,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
104,523,523,523,521,460,460,460,491,550,440,464,501,550,185,185,95,95,95,95,95,95,95,95,6,6,6,379,379,379,379,184,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
105,662,287,287,287,287,419,419,25,25,25,25,25,9,9,180,204,204,204,204,215,204,204,204,204,204,176,176,176,176,176,176,176,176,176,176,176,176,176,240,57,57,57,57,236,236,236,236
106,17,759,759,759,474,474,581,85,85,544,209,209,215,276,276,299,401,234,234,234,234,234,234,234,234,176,176,176,176,176,176,176,176,176,141,141,141,141,141,141,141,141,141,141,141,141,141
107,540,285,285,145,187,176,176,176,176,176,176,176,331,331,240,221,240,240,240,326,326,326,326,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
108,183,501,501,375,173,126,126,126,126,66,175,376,376,393,393,393,317,421,421,421,376,376,376,376,376,259,259,259,259,259,259,259,259,67,67,67,67,67,67,67,67,67,259,259,259,259,259
109,407,369,420,369,551,369,369,369,369,369,160,160,160,160,66,66,196,376,376,67,676,676,676,67,67,196,196,729,729,729,729,729,690,690,690,690,66,66,66,66,345,345,345,345,67,67,67
110,366,366,699,674,786,721,706,581,414,293,344,344,175,506,74,380,380,293,293,293,293,293,355,293,293,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,67,67,67,259,259,259,259
111,459,459,84,84,84,259,265,265,265,265,65,65,148,286,286,286,286,286,286,20,20,20,89,89,89,89,89,89,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
112,401,100,100,166,166,60,314,323,524,351,351,327,327,400,102,102,20,20,20,20,20,20,20,20,286,286,286,286,286,286,286,286,286,286,286,286,286,286,47,47,47,47,47,47,47,47,47
113,21,21,21,21,354,129,129,661,79,79,256,297,297,297,156,297,136,136,316,316,136,136,136,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
114,110,110,370,255,75,75,35,533,541,541,323,323,79,79,79,79,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
115,345,380,380,380,380,380,0,0,695,392,188,80,80,306,306,306,35,231,231,231,231,231,231,231,35,35,35,35,231,212,212,212,212,212,212,212,212,35,35,35,35,231,231,231,231,231,231
116,662,75,326,326,197,197,754,747,747,806,309,360,60,121,295,295,295,295,295,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
117,225,180,362,362,362,457,576,714,714,223,79,297,34,34,774,111,250,250,250,250,250,250,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292
118,581,135,135,135,166,590,590,590,590,740,71,71,71,401,71,71,197,197,197,197,197,197,332,332,332,332,332,332,332,332,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
119,280,280,280,280,353,353,353,353,280,280,280,236,358,358,166,166,166,165,165,322,322,388,197,197,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,197,197,197,197,197,197,197,197
120,167,167,167,167,649,649,690,690,183,183,183,355,333,333,333,32,32,32,32,32,32,32,32,16,142,142,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,387
121,26,26,26,467,467,491,712,712,533,533,354,223,79,30,30,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,31,31
122,24,657,657,75,435,435,435,102,774,543,543,555,555,53,53,35,35,35,800,306,95,95,95,6,6,6,6,6,6,6,6,6,6,6,6,6,6,384,384,384,384,384,384,384,384,384,384
123,31,308,308,308,308,178,105,105,335,91,354,184,306,238,184,184,184,184,341,119,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,351,351,351,351,351,351,351,351,351
124,808,808,808,287,692,692,692,140,140,140,400,400,400,351,351,22,22,22,22,22,22,187,187,187,187,47,47,187,195,195,394,394,394,394,394,114,114,114,338,338,338,338,338,338,338,338,338
125,377,377,807,368,604,604,84,341,188,341,341,341,341,47,47,35,35,35,306,306,306,306,306,306,306,306,306,306,306,306,306,306,341,341,341,341,341,232,232,232,232,232,232,232,232,232,232
126,366,366,366,573,573,573,573,572,333,257,346,346,218,218,218,218,218,218,385,385,385,385,385,385,385,385,385,385,385,385,385,385,182,115,115,115,115,115,115,115,115,218,218,218,218,218,218
127,383,383,383,383,703,703,88,553,23,125,383,88,237,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
128,345,584,584,395,150,150,89,334,334,334,334,351,84,400,400,400,264,190,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
129,256,64,64,64,298,171,171,171,389,389,389,389,389,171,389,389,389,389,24,24,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
130,656,255,28,28,28,137,137,137,135,135,135,64,64,92,240,92,176,176,176,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
131,140,140,140,140,85,25,25,25,210,210,31,31,171,171,171,24,24,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
132,339,339,339,339,806,297,297,84,84,293,795,293,293,175,175,288,288,288,288,317,317,317,317,317,317,317,133,133,133,133,133,133,133,133,133,133,126,126,126,126,126,126,126,126,126,126,126
133,283,283,796,796,796,796,697,668,480,480,480,595,44,44,44,288,168,168,259,293,293,293,259,259,355,355,355,355,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
134,797,797,797,805,287,287,492,747,747,345,345,429,345,345,476,447,690,690,160,222,136,380,133,403,403,403,403,403,403,403,403,403,13,13,13,13,13,13,13,13,13,13,13,393,393,393,393
135,108,431,108,427,427,712,21,21,114,114,334,334,314,314,314,314,45,45,314,314,394,394,394,394,394,394,16,16,16,16,16,16,16,16,16,16,16,232,232,232,232,232,232,232,232,232,232
136,416,416,416,416,219,219,219,219,380,380,164,164,136,267,60,60,297,334,334,334,334,334,334,334,334,237,237,237,237,237,237,237,237,237,237,237,367,367,367,367,237,237,237,237,237,237,237
137,501,501,501,797,162,704,167,84,600,290,16,16,178,314,734,734,314,314,314,314,314,314,314,314,314,351,351,351,232,314,314,306,306,306,306,314,314,314,314,314,314,314,314,314,314,314,314
138,268,83,12,169,106,106,250,494,326,250,117,117,117,117,158,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
