ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26
12,194,529,3057,3777,1072,6693,4537,2936,628,1796,124,6237,985,3728,6837,2625,1315,399,3071,290,2734,2186,3363,2381,1025,674,3398
13,6204,529,6912,2974,2456,2087,4537,1054,83,1796,946,6237,2516,3480,1001,2843,2507,801,2843,3145,3266,2142,2843,2843,2843,3055,578
14,6204,529,6912,2974,2456,2087,1222,911,2386,3369,2588,1674,2480,128,1333,2289,610,4653,2472,290,257,776,1755,1027,337,2204,3509
15,3883,529,6912,2974,2456,6693,1222,2560,628,5507,1382,1032,3484,3442,2281,2132,1315,533,3071,370,3468,2075,2530,3008,933,933,578
16,6204,529,6912,2974,1072,2087,5235,2408,2386,3369,2588,1674,1460,1460,3376,2627,2597,3045,3552,776,2771,776,2074,6286,2882,367,1027
17,6204,529,6912,2974,1072,3208,4571,2013,2427,2982,2836,1030,2767,1715,1477,131,1310,907,1966,3246,6418,1983,3779,2261,3477,2333,385
18,2937,529,2266,2974,2456,6693,1222,911,529,3369,2057,1275,1483,2882,3763,5490,2836,1265,1459,2111,1377,1459,1474,3459,6224,1474,1999
19,2937,529,3057,2974,1072,2502,1722,1188,2851,1303,1955,976,2563,728,778,3184,733,314,1000,384,531,2707,6636,533,631,533,3263
20,3883,529,3057,2974,4305,2502,4537,5911,2851,1734,5205,2135,3656,533,612,1646,533,533,1286,2355,1927,3792,5054,6934,4597,1094,533
21,3883,6086,2266,3777,4305,2502,1222,5911,2851,5507,5632,6112,2462,3778,4772,6724,4510,6148,6148,505,6872,7006,6148,1303,1286,5677,6543
22,2937,529,2266,2974,4305,2502,6207,2516,1153,2109,1994,3995,3777,5651,1725,1725,504,6266,4492,663,2925,1906,6679,1906,4851,1466,2932
23,3883,6086,2266,2974,4305,2502,3626,6485,2851,5818,5632,4340,4020,2606,6421,2080,5457,676,7017,212,3187,6724,3473,6724,7017,6724,4929
24,194,529,3057,2974,1072,3208,1965,4234,3208,1684,1069,1454,1089,2882,1561,131,2836,5266,1528,3145,3048,623,2889,1342,2756,937,3263
25,2937,529,2266,2974,4305,3552,1222,2956,5516,2910,5632,218,1554,1233,450,450,7005,4724,3967,2383,1554,5105,2078,2910,109,933,3096
26,2937,529,3057,2974,1072,2502,5623,4234,2511,1334,1852,6237,2563,1114,822,5933,1160,5805,2641,2383,910,6059,3769,2994,2692,1681,3007
27,2937,529,1247,2974,3852,6693,4537,6963,2511,461,3172,201,3777,3480,509,3158,6200,5307,2058,3145,5307,2229,1411,693,1593,2965,5307
28,3883,529,2266,2974,4305,2502,6207,6601,2428,5507,3394,3995,2038,3089,1016,5774,1315,6946,2952,1016,2925,4025,1123,1669,3394,383,3219
29,3883,529,2266,2974,1072,2502,5235,639,2851,5507,1852,3024,2606,3089,3018,745,1682,2690,1000,1197,2999,3939,2946,6348,3044,4010,1000
30,3620,6086,2266,4425,917,6077,6207,3457,5516,5507,5785,735,4754,4928,3930,5800,3695,4754,4754,5575,4974,6269,3216,4601,4120,3930,5592
31,2937,529,3057,2974,1072,2502,1222,2516,1153,2109,5205,2366,1431,3480,3347,3774,1315,1401,578,1865,3456,504,3456,1442,1977,504,504
32,2937,529,2266,2974,4305,2502,1222,2291,3294,5507,1495,1032,2781,3089,2799,690,997,399,3071,2193,3390,2880,1892,819,819,2933,2586
33,194,529,2266,2974,4305,1288,1337,959,2427,5507,1495,1560,132,1063,132,1396,2301,2210,6035,1230,2210,4945,1929,22,1182,5636,710
34,194,529,6912,2974,1072,6693,4571,4234,83,4419,5205,6237,1522,6807,4761,3560,2597,3305,6736,5461,2244,4441,6736,160,3906,3305,5401
35,6204,529,6912,2974,1072,4249,5623,2719,6418,2974,1069,6486,1089,4271,2656,4511,5009,4216,6373,5149,5682,6869,1949,6286,968,5048,2409
36,3883,529,2177,3777,2456,6693,1477,2936,1153,1796,2057,4688,2038,1184,2653,2038,824,2702,1184,1858,1377,1732,2530,933,2118,933,3398
37,6204,529,3057,2974,656,3208,4350,3647,2125,561,3290,320,2605,3154,3154,768,659,311,34,1668,3068,1691,656,2292,2002,627,3405
38,6204,529,3057,2974,656,3208,4350,1009,400,561,1071,1529,2605,3154,3154,65,659,311,34,1668,1683,34,3154,2292,2002,1639,645
39,3883,529,2266,3777,4305,2087,4537,595,529,1148,2389,1674,974,3480,1473,1549,1404,473,1286,1930,5099,1326,3301,819,2382,1252,2586
40,3883,529,2266,3777,4305,3552,1222,2936,3778,2109,487,218,3777,1783,2212,2596,1374,6003,487,2383,2734,3778,908,4230,2382,3119,2586
41,3883,6086,2266,2974,4305,1288,3794,1624,3521,2293,3491,4191,3082,3408,6655,1992,3521,4797,3450,4336,1655,5800,472,3465,3465,3465,1950
42,2937,529,2266,2974,4305,2502,1729,2045,3294,5818,1082,1361,3187,3002,1778,2080,1464,887,7017,336,5170,799,1010,580,580,710,385
43,2937,529,2177,2974,2456,6693,1222,2560,2386,3369,1404,1032,1219,3273,2736,2885,1404,749,3313,2383,3242,1286,3064,3313,819,1549,1247
44,3883,529,2266,2974,2456,2502,1222,595,2511,5507,3172,1032,2781,11,3526,2132,1404,1459,1459,431,395,2943,444,635,1286,109,1652
45,6204,529,3057,2974,1072,2502,3794,1009,3129,744,1335,1375,3334,1480,3154,1645,997,2257,1966,472,197,2550,3408,1443,472,3124,1645
46,2937,529,3057,2974,1072,4249,5623,1009,2125,1335,1335,2524,1792,3154,3154,120,997,1895,1462,46,2996,1173,3496,739,1335,217,3405
47,2937,529,2266,2974,2456,6693,4205,4694,1153,5507,2057,909,2038,1184,2653,293,558,1831,1766,1831,2966,3089,3406,635,3145,558,1837
48,6204,529,6912,2974,4305,2502,6476,3647,1153,353,1787,1375,340,2844,3347,1629,3297,1028,579,3407,3456,504,2366,1668,3297,2832,578
49,2937,529,2266,2974,4305,2502,3794,2391,2511,6195,6896,318,985,4748,2966,3418,389,743,141,399,5920,3694,2550,2463,3710,3271,3096
50,3883,529,1247,2974,3852,6693,1222,2956,5516,2910,946,218,670,2620,2969,293,1602,3416,1528,3145,1126,2142,1862,635,39,6090,2730
51,6204,529,6912,2974,2456,3552,1222,6810,2511,1148,946,1674,673,3480,2212,1549,2965,1588,2542,1390,1126,1286,2965,3383,2047,2965,1286
52,6204,529,6912,2974,1072,2087,4537,1054,1153,5113,1069,351,1271,1460,1049,6075,3774,6266,5620,5098,3009,6302,1153,5898,5898,3055,1224
53,6204,529,6912,2974,2456,2087,1477,911,2427,3369,1382,1477,2961,1480,494,1477,997,907,1966,3369,2352,2880,3025,1027,2100,109,2730
54,3883,529,2266,2974,4305,6077,4205,6485,5516,5507,5928,472,6962,6962,511,1992,6297,743,2952,5334,2952,6092,5383,4228,721,2892,2465
55,194,529,3057,2974,1072,2502,1965,1678,400,2252,2057,3995,1431,5651,2057,896,1315,2057,1617,1514,896,2467,1514,3129,1608,1598,3929
56,6204,529,3057,2974,656,3208,4350,1009,3208,561,3068,320,2262,3154,3154,2125,659,1042,1242,1691,3068,1691,694,1850,2002,2913,1250
57,2937,529,2266,2974,4305,6693,5623,6485,1153,2072,4248,1674,3777,1970,2212,2212,1287,6802,2401,2906,1061,2715,2735,1493,4348,4229,6185
58,194,529,2266,2974,1072,2502,4205,5573,1153,5507,2832,909,4350,1184,941,3303,640,743,1484,2388,337,2084,6679,2221,337,2221,761
59,2937,529,2266,2974,2456,2087,3794,3131,2511,744,2524,548,2505,1928,3154,1847,3007,2913,145,46,948,3164,3075,1763,2507,2722,5260
60,2937,529,6912,2974,2456,2087,1222,595,529,2990,5205,821,2939,6903,612,3768,610,909,2401,775,2734,5385,1658,1311,2000,3548,1706
61,2937,529,2266,2974,1072,2502,1722,5911,2851,1303,5205,6237,2563,1931,815,1549,2641,399,912,1931,531,569,1412,2961,337,5381,639
62,2937,529,6912,2974,4305,2502,1722,5911,2511,2358,5205,4801,2563,1938,612,1507,2462,533,6796,3184,3305,2315,2591,2961,2893,5386,4305
63,6204,529,3057,2974,1072,2502,3626,3647,1153,634,1787,909,2605,2151,3347,1963,1753,480,2215,1668,3347,2467,2735,1442,172,2373,1431
64,194,529,6912,2974,2456,2087,4571,595,3376,2990,2917,1674,2939,3420,1201,1549,610,5810,3313,1930,497,1326,3680,2000,3209,819,1247
65,2937,529,2177,3459,2456,3552,1222,595,83,1148,3383,1674,3484,3273,450,1549,1602,1588,1459,2383,1377,2856,2586,1914,2036,2414,2586
66,6204,529,6912,2974,1072,3208,4350,1697,2427,744,1495,2663,2767,2882,1664,2627,2836,3451,1966,1466,1130,2714,2889,693,1877,1466,578
67,194,529,2266,2974,1072,2502,4571,4234,2511,576,1030,1032,2606,1715,2098,874,733,4216,1341,5963,6863,3792,3669,5975,5817,7,2690
68,6204,529,6912,2974,1072,3208,6207,2516,400,1065,1787,320,1250,3154,3154,674,810,2057,1617,1668,2874,2186,1514,998,2002,2373,810
69,2742,529,6912,2974,1072,6693,5623,2516,1153,561,1069,548,3848,1693,2339,120,4297,6999,1250,5177,6743,636,2974,1763,1857,311,1250
70,6204,529,3057,2974,1072,3208,4350,3647,1153,1343,3020,320,1522,1524,3896,1565,4150,21,1351,5177,21,6844,2974,5738,2002,2040,1524
71,194,529,2266,2974,2456,6693,967,2516,2511,744,965,1674,2516,548,548,37,3122,2213,145,967,5099,1015,3075,1525,2213,6845,3659
72,3883,529,2266,2974,4305,2502,1222,1382,3294,3369,1382,1361,1219,2352,1477,1477,787,887,1032,515,2621,2549,1010,933,979,2933,1496
73,2937,529,2266,2974,4305,1288,4571,6485,2557,2942,1983,1369,3624,5913,4872,7021,3726,5694,4804,3700,6571,5636,3648,7044,6677,6677,1409
74,194,529,2266,2974,1072,2502,4571,6485,2851,1107,1852,3132,2563,2927,2738,1549,2907,676,355,1197,3390,7006,1176,1442,163,3289,3293
75,6204,529,6912,2974,2456,2087,5623,2719,6213,2974,1069,318,3777,1970,3154,2739,2298,3646,2594,3145,2594,4914,2974,2224,926,2035,997
76,2937,529,2266,2974,1072,2502,1722,6485,2511,2018,1955,4340,6733,1412,778,1549,212,3100,4392,384,460,4285,2462,1303,1286,536,2999
77,3883,6086,2266,2974,4305,1288,4205,2391,2428,5507,2057,3995,2866,5774,1725,5774,1315,3100,2731,89,3959,2467,1514,1959,1608,2467,1630
78,2937,529,2266,2974,1072,2502,1722,3425,2851,108,1495,1032,1219,728,1778,3333,733,839,2120,820,2029,716,2333,637,716,1996,2847
79,2937,529,2266,2974,1072,2502,1722,3425,3294,1334,1775,2768,2562,863,1052,3440,475,1925,2120,506,2029,2745,2946,3506,2768,2191,2528
80,2937,6086,2266,2974,4305,1288,5623,1948,2557,1227,1634,483,130,1784,1784,1784,793,385,382,6540,1142,1003,910,1442,1717,3465,1441
81,2937,529,1247,321,2456,2087,1222,2172,529,3369,943,218,3017,3420,419,1854,1201,180,1081,2111,1377,1883,1535,52,419,1507,1999
82,3883,529,2266,2974,2456,2087,1222,595,529,1148,6515,1674,3484,6253,1201,1549,1404,1549,487,2111,1222,1286,2530,3383,819,1252,1073
83,2937,529,2266,2974,2456,2087,5235,4858,3768,6163,3649,5412,6056,4717,5595,1549,4556,4491,6273,6346,5845,5656,6255,631,5936,1549,1549
84,3883,529,3057,2974,4305,2502,1965,1054,3208,2109,5205,6237,3656,2732,3018,3819,3804,5805,3669,2013,3048,5449,3769,3669,6126,6858,6126
85,2742,529,3057,2974,1072,3208,4350,3647,1153,561,3020,320,2605,320,1120,3265,3265,1637,1120,1668,3068,3405,2735,1455,1774,2715,3405
86,2742,529,6912,2974,656,3208,4350,3647,311,561,3290,320,2605,3154,3154,1986,1637,311,1250,1668,1414,1691,2215,2215,2002,2869,810
87,194,529,2266,2974,2456,3208,6207,1349,1153,5507,2524,2524,1792,1928,3154,1847,948,1847,488,1425,948,1173,3075,46,2213,627,2063
88,2742,529,3057,2974,1072,1288,1337,3647,1153,1796,3180,909,2605,2844,3347,3303,2556,1028,5261,2752,1527,642,6964,3391,337,1527,400
89,3883,529,2266,2974,4305,1288,6207,6485,1711,2293,4341,4191,3082,3408,3174,2576,2942,5103,1711,4336,4341,331,1835,1948,3030,3521,2818
90,194,529,6912,2974,1072,2502,3794,1009,400,1335,1335,1375,1792,3154,3154,129,2524,1895,34,1375,972,82,3496,1375,1335,1168,1639
91,6204,529,6912,2974,656,3208,4350,3647,400,1065,3068,320,34,3154,2810,674,645,2057,1966,1668,1514,2810,1514,1639,2002,1013,1025
92,194,529,3057,2305,1072,3208,3794,1349,400,2293,2524,2524,75,1928,3154,129,2524,3358,488,480,948,1173,3363,2524,2002,627,2063
93,6204,529,3057,2974,1072,3208,5623,4234,2511,4236,4459,6237,3777,4150,2747,6140,4150,5376,1351,2656,3266,4441,2831,3391,4441,2742,3832
94,2937,529,6912,2974,2456,3552,1222,595,83,6163,3649,123,6056,6253,2633,5539,5285,4491,6777,6755,6418,6736,4920,4686,5936,1252,4470
95,194,529,3057,2974,1072,2502,4571,5911,2511,2358,5205,976,3484,3442,3442,745,1160,3100,3468,2383,3468,606,2946,343,1685,4010,1052
96,2937,529,1247,3459,2456,3552,1222,595,529,2990,2389,821,1271,3906,3376,2289,1938,2277,194,2388,194,1458,1658,2388,12,2388,1474
97,3883,529,2266,2974,4305,2502,1222,167,628,1796,5205,218,628,3906,2908,2289,6906,5386,1484,4515,337,6289,6679,2961,337,5386,3398
98,194,529,3057,2974,1072,2502,1222,2516,628,2358,2832,909,6777,3906,2656,6140,1563,5386,3957,5177,194,1458,1039,2388,1608,2221,3527
99,6204,529,6912,2974,2456,2087,5623,5171,4926,6163,7020,6091,4727,6335,5023,4511,3724,6436,5982,5741,4147,4600,5171,6833,6335,6335,5623
100,3883,6086,2266,4425,4305,5782,3533,6601,5516,5507,5928,5561,6962,3910,5185,6846,6409,3794,2321,3836,5755,5800,5383,5488,5755,5717,3219
101,2742,529,6912,2974,656,3208,5623,636,2125,561,3020,320,6026,6026,2339,1003,659,3989,865,1003,70,1691,656,216,1069,2719,161
102,6204,529,6912,2974,1072,3208,6476,2391,3208,1065,1069,320,1420,2844,2141,1025,2192,311,1351,2742,3266,2467,810,3391,542,2742,1025
103,194,529,3057,2974,1072,2087,5623,3425,2427,2982,943,664,2767,1715,494,3601,2791,2982,1966,2162,6418,6303,1903,2889,3453,3152,2123
104,3883,529,2266,3777,4305,4285,3533,4694,1153,5507,5928,4913,340,1184,6989,4828,4292,6802,1184,601,4081,6583,601,5609,5712,5609,3398
105,3883,6086,2266,2974,4305,1288,6207,2555,3981,5507,6896,4191,3981,5913,1784,1106,5724,743,1784,1082,3529,3818,4493,3981,6300,107,2066
106,3883,6086,2266,2974,4305,3208,4350,2291,2557,5507,3020,909,1332,2108,3154,4292,4093,6942,2471,1514,2590,3942,679,3068,3846,331,2066
107,2937,529,2266,2974,1072,1288,5623,2184,2557,1227,1495,2663,130,2352,1398,380,1230,887,1966,1230,644,2745,1869,2284,782,1540,1150
108,194,529,2266,2974,1072,3208,4350,3647,2427,634,3020,1986,1098,1986,2653,3265,3265,626,5091,1707,2525,636,2735,6776,2953,2715,3405
109,6204,529,3057,2974,1072,3208,4350,3647,2427,561,3020,320,2605,1414,636,2131,1753,1774,1120,1209,636,636,6170,6170,2953,6014,1740
110,194,529,2266,2974,1072,2502,4205,2516,1153,6195,4276,5412,6465,6431,1259,1259,5971,22,4852,5149,5186,3939,754,4370,4370,4370,710
111,194,529,3057,2974,1072,3208,5623,1697,3208,1065,3020,2708,1431,4271,2996,2131,1767,5413,634,1668,1414,3102,6170,2715,926,6023,2179
112,2937,529,3057,2974,1072,2502,1337,2391,2557,2109,3394,3995,2605,5651,3326,1645,810,2057,1946,1848,2925,1431,1079,1669,2014,1539,1940
113,194,529,2266,2974,1072,2502,1729,1382,1153,2982,1495,1477,1837,2352,1477,1477,1230,907,1966,1466,1125,2745,1079,1645,2628,1442,2663
114,2937,529,6912,2974,2456,2087,4571,3425,2511,576,1382,1512,974,3089,1780,2233,1715,2226,3468,2383,1554,210,754,1456,576,4676,2314
115,3883,529,2266,4425,4305,4027,1222,6485,4444,5507,4341,402,2563,585,2933,2129,2907,1108,1433,2337,997,2709,1755,3390,2230,2709,2709
116,3883,529,2266,2974,4305,3552,1222,2956,5516,2910,3172,1038,6810,3089,2310,2596,3172,453,2596,930,1259,2812,109,635,2047,1602,2314
117,3620,529,2266,321,4305,6077,1222,6601,628,5507,5928,6662,6427,6032,778,2382,6780,533,7026,3543,6872,2695,2462,5205,2462,5084,3219
118,2937,6086,2266,2974,4305,1288,1337,2555,2557,1227,3454,1369,1624,3408,1784,1735,3473,626,1948,3372,6149,149,784,1948,1182,710,1784
119,6204,529,3057,2974,656,3208,1729,1697,400,1065,3068,320,1420,542,2810,1645,810,222,1966,2457,2925,2810,3496,998,1025,841,2663
120,6204,529,3057,2974,656,3208,5623,636,400,561,3068,320,1098,3154,3154,65,645,694,3016,1668,2925,3389,2831,216,54,1539,4403
121,3883,529,2266,2974,1072,2502,3626,6485,2851,1303,2368,3132,2462,728,1918,2080,1682,533,1000,1918,1303,2016,2462,637,631,2946,2528
122,3883,529,3057,2974,1072,2502,1222,3647,1153,2294,3398,909,888,2196,509,605,5780,6798,1184,1858,6289,2315,601,3391,6850,2479,3398
123,2937,529,3057,2974,1072,2502,4350,2391,400,3491,3345,1457,1431,1302,2996,37,2518,5694,3345,2390,4961,642,5606,1686,2213,2709,2709
124,194,529,2266,2974,1072,2502,4571,2184,2557,2982,1495,110,6036,5659,4991,1010,2690,385,1966,1500,1396,910,1869,5975,2068,3464,385
125,194,529,3057,2974,1072,2502,5623,2391,1153,2072,3020,909,2563,918,29,1190,1315,918,382,4824,2592,642,2735,426,3906,3152,1315
126,6204,529,6912,2974,2456,2087,1222,2560,5385,3369,2588,218,2480,128,1333,1915,610,3045,1081,1513,265,3045,1755,1027,3028,749,1027
127,194,529,2266,2974,2456,2087,5235,5911,83,2358,1852,3002,3484,1715,822,2226,1715,907,1966,1668,3048,623,623,1342,2047,937,3002
128,2937,529,3057,2974,1072,2502,1965,1054,1153,2109,1228,2559,333,3480,3018,1767,1767,5805,6204,3145,3009,5449,6561,1442,926,1442,2179
129,3883,6086,2266,2974,4305,6077,3533,6751,2511,5507,1495,735,2781,585,1918,1385,735,1385,3132,163,163,975,190,3364,190,377,2704
130,3883,6086,2266,2974,2456,2502,1222,2956,2511,5507,2965,3132,2781,2106,1918,2132,735,1313,1459,89,395,2945,2302,2153,2136,2136,1652
131,2937,529,2266,2974,4305,2502,1477,911,3294,3188,1495,1032,2781,1480,1778,2333,997,519,2034,3030,239,1413,1010,3464,3464,749,2177
132,194,529,2266,2974,1072,3208,1965,1009,400,2665,2057,1529,75,5384,5166,129,627,2057,2057,1514,2996,2598,1514,998,926,2722,1645
133,194,529,3057,2305,1072,1288,3794,2555,1153,744,2524,2524,1792,5843,75,3193,2524,2913,67,1425,948,1015,2974,2774,2213,2913,2066
134,6204,529,3057,2974,1072,3208,3794,1009,4811,1335,1335,2524,1792,3154,3154,120,1335,1425,67,1375,1683,1009,3154,739,1335,645,1250
135,3883,529,2266,2305,4305,6077,6207,6485,1153,5507,3394,735,3197,3408,652,1992,5709,6674,1655,6962,4783,4611,6130,5717,6178,4325,6735
136,6204,529,3057,2974,1072,3208,6475,1009,400,561,3068,320,379,3154,3154,1847,1642,6942,2594,480,948,1425,3154,44,901,1813,3405
137,2937,529,2266,3777,4305,5782,6476,1169,3966,5507,3394,3995,3995,2402,493,5774,6780,493,4002,5334,3959,2467,3629,5774,6715,3461,2705
138,3883,529,2266,2974,4305,2502,6476,2391,1153,5507,3394,3995,5991,5710,2736,5774,1123,1925,1528,126,395,2745,2946,216,1012,216,1052
139,2937,529,2266,2974,1072,2502,1729,1382,2427,2108,493,2663,2675,863,1778,1645,733,222,1966,1230,855,316,2745,216,1182,216,3127
140,3883,529,2266,2974,4305,2502,4205,2291,2557,5507,1495,218,2781,3089,2799,1505,163,599,3030,1,599,4162,152,846,3384,2310,1052
141,194,529,3057,2974,1072,2502,4350,3425,2427,2109,3020,3995,1431,3480,2653,51,2518,3265,2437,126,2437,3265,2735,154,926,1442,2179
142,194,529,2266,2974,4305,6693,1965,3457,1153,634,4248,1124,3777,4928,509,1646,1896,6802,888,6344,2369,2715,2735,1442,3380,2715,355
143,2937,529,3057,2974,4305,2502,1965,1382,2427,1498,1382,4688,2219,154,2736,1645,3400,1560,1298,1466,2925,551,2889,1959,3044,4317,1539
144,2937,529,1247,2974,2456,2087,1222,2560,529,3369,1883,218,52,1460,1858,824,610,5386,1027,1858,1377,1858,1474,52,2100,776,1027
145,2937,529,6912,3459,4305,2502,1222,5911,628,2358,5205,2135,2755,3906,1333,2695,533,2792,6777,3543,531,2707,6636,7026,5613,533,1807
146,194,529,6912,2974,2456,2087,1222,2172,529,3369,2588,218,52,1460,2141,2289,610,2277,1785,1858,194,1463,1474,52,3028,5386,3493
147,3883,529,2266,2974,4305,2502,1222,6485,3235,1357,112,3132,2781,1480,1259,2667,30,568,675,1357,997,2544,3308,635,2671,3228,1409
148,2937,529,2266,2974,1072,2502,4571,6485,2851,108,943,2646,2847,2927,2880,2080,3473,3473,2847,832,3187,839,812,2847,2080,220,123
149,2937,529,2177,2974,2456,2087,1222,2560,2386,3369,945,1674,1219,635,2310,1549,997,1549,1459,3353,3468,840,3064,1914,3421,1252,123
150,3620,6086,2266,3777,4305,2502,1222,2956,2851,5507,1222,1361,2737,1222,450,1549,1464,6112,2266,505,5845,6112,5888,1303,6112,1252,170
151,194,529,2266,2974,4305,1288,4059,6485,2557,1227,1495,3150,3285,1948,1784,1010,3473,676,1090,2159,1707,4411,1869,1948,1685,710,1238
152,2937,6086,2266,2974,1072,2502,3626,2045,2851,3188,943,1361,2563,1412,815,1549,733,3471,2034,981,2999,2028,2711,3389,1877,2034,2451
153,2937,529,2266,2974,4305,2502,5235,6485,4926,3188,1495,1674,2568,997,1259,37,997,5206,3308,2738,997,5206,754,1542,163,1681,997
154,3883,529,2266,2974,4305,2502,6476,6485,1711,5507,3967,5412,2169,2928,1259,2667,1464,401,1766,1479,2823,3665,754,1220,2018,5281,3438
155,3620,529,2266,2974,3852,4285,3533,6601,5516,5507,5785,735,6857,3089,1259,3172,1157,568,1766,930,2621,5105,39,635,3914,2621,5592
156,6204,529,3057,2974,1072,3208,5623,636,2125,561,3290,1529,2262,4271,1350,2131,659,865,1350,2322,1414,636,6170,2215,2002,2373,768
157,194,529,2266,2974,4305,2502,4571,5911,2511,2982,1634,4340,2671,728,1398,2080,5457,4770,5960,6000,6000,4411,1902,5975,2511,6000,5787
158,2937,529,2266,2974,4305,2502,4571,6485,2557,639,1129,1775,5919,2332,1918,2080,1682,676,1000,1918,1325,1685,410,1303,2628,4289,1441
159,194,529,1247,2974,2456,2087,5235,4188,83,6163,7020,4801,4926,6722,2310,1549,5468,4092,4233,2597,6418,4514,3625,6521,3625,3649,123
160,6204,529,2266,2974,1072,3208,5623,1009,2125,561,3020,1529,130,3154,3154,65,3706,694,2282,72,2925,2467,694,130,1608,645,591
161,194,529,3057,2974,1072,2502,4571,5911,2511,576,1852,6561,2671,6807,822,2528,733,1882,2641,1567,531,2695,2302,2239,2692,1094,3263
162,3883,529,2266,2974,4305,2502,4571,6485,2851,1303,2368,4340,2727,3487,1918,1549,3473,314,3364,163,2999,1761,5711,1303,2680,684,3487
163,3883,529,2266,2974,4305,4027,1222,1382,628,5507,943,1381,5591,1184,6652,228,1174,1395,4725,3199,3293,5653,2837,6473,933,504,2444
164,3883,6086,2266,2974,4305,1288,4205,2555,5516,5507,4341,4191,3197,1948,1784,1185,1976,669,1784,5959,3134,3665,784,846,1874,6345,2704
165,6204,529,3057,2974,1072,3208,255,1624,3129,2293,1335,2524,75,3154,3154,120,2835,1132,34,4336,948,1813,3154,2524,1335,1813,3154
166,2937,529,2266,2974,4305,6693,4571,4406,4926,6163,4459,5412,5666,4929,4388,5188,3835,6822,2689,3926,5170,4052,5958,6011,4151,4929,6978
167,194,529,6912,2974,2456,2087,5623,5171,4926,6163,7020,6091,4926,4721,6572,6585,6538,6862,5805,5741,4147,6615,5851,5749,5001,1681,1593
168,6204,529,3057,2974,1072,3208,4350,3647,3208,2072,3020,1986,1057,4271,2735,2131,3706,626,5091,1707,1414,636,6170,2262,1905,2374,3200
169,194,529,3057,2974,1072,2502,4571,3425,3294,2982,1495,664,1427,1715,822,2080,1715,907,1966,1197,125,2934,1182,2261,3477,2821,2730
170,6204,529,3057,2974,1072,3208,5623,1009,400,561,3068,796,1420,3154,3154,1645,793,3401,3401,3097,3093,642,642,998,2002,642,645
171,2937,529,2266,2974,4305,2502,4571,6485,2511,2109,1994,1786,3082,5774,1725,5774,2518,3995,5774,1918,3959,3082,1888,1888,3959,3174,3174
172,3883,6086,2266,4425,4305,5782,6207,6485,4444,1245,4341,2332,3082,5094,3174,2576,1976,1976,3082,5094,1206,3082,643,1206,5094,2818,2818
173,2937,529,2266,2974,1072,1288,2178,6485,3235,3491,1784,1369,3082,2402,316,1992,0,1346,3408,3039,2481,6841,1182,2270,1685,6527,3174
174,3883,6086,2266,2305,4305,5782,6207,2555,6079,1227,4276,3279,3197,3408,316,380,2690,743,3408,3039,2481,331,2371,216,2481,1206,3174
