ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24
71,161,145,145,604,500,530,530,335,431,656,336,271,388,656,388,379,795,379,469,87,306,379,379,137,137
72,234,234,106,478,565,234,245,775,60,50,50,50,399,38,38,38,38,274,38,353,270,200,234,106,274
73,21,21,21,77,141,21,21,77,197,302,302,77,211,302,48,53,17,593,53,48,53,48,53,77,364
74,252,252,387,381,142,186,10,234,271,224,234,234,389,10,234,322,234,250,250,1,322,1,387,387,287
75,724,724,73,336,378,82,285,145,231,334,312,225,312,312,312,327,312,312,312,312,312,312,312,312,312
76,42,673,470,260,276,714,252,282,290,237,158,756,282,282,282,477,247,372,111,164,477,477,52,192,247
77,369,138,50,9,646,33,135,622,209,209,622,622,355,622,71,355,118,355,355,355,355,355,355,8,373
78,149,149,149,687,105,263,79,116,116,328,26,26,401,116,352,116,331,331,331,295,309,309,116,331,116
79,185,308,64,783,206,709,102,104,213,132,363,87,363,363,109,363,645,593,593,645,363,32,645,645,245
80,506,250,250,262,348,506,506,85,250,244,85,506,771,167,167,266,130,348,130,130,289,373,681,217,217
81,185,185,185,6,185,585,346,253,297,225,225,79,26,26,257,257,257,339,309,309,339,257,309,425,425
82,334,60,60,60,276,309,240,664,664,422,140,185,71,71,71,98,71,98,98,71,98,71,71,98,98
83,491,491,623,800,681,303,464,764,193,547,71,71,547,547,132,185,193,71,71,193,71,193,807,71,71
84,383,383,333,14,326,506,382,265,137,203,334,632,255,136,125,354,156,113,354,354,354,76,606,277,277
85,393,393,393,310,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,317,85,145,85,194,356,170,229,323,229,314,229,399,168,380,356,399,399,356,356,293,41,123,248,41
87,403,403,403,403,403,414,717,194,259,259,159,259,259,159,259,159,259,126,259,259,259,259,159,222,403
88,123,123,123,123,358,145,377,275,275,275,480,275,356,275,275,275,275,275,400,275,275,335,335,356,480
89,42,42,42,109,328,328,108,69,7,69,69,778,754,374,164,754,754,754,164,153,374,282,324,324,60
90,690,713,651,523,685,227,82,353,317,317,72,168,163,163,163,317,163,317,163,355,163,296,317,293,296
91,794,794,370,20,310,210,20,338,338,690,133,133,690,403,353,296,296,107,296,13,133,296,156,370,313
92,303,32,203,87,255,317,99,313,317,297,297,394,735,72,219,394,322,322,322,72,394,181,305,72,72
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,334,334,586,0,495,626,674,602,674,674,487,607,665,698,766,548,766,495,495,413,648,648,550,550,626
95,115,115,298,411,159,638,493,256,149,149,551,86,580,400,75,75,680,75,75,477,86,75,75,139,139
96,319,319,572,594,518,572,572,518,518,518,518,518,584,329,19,390,518,329,390,390,390,390,390,390,390
97,174,258,174,601,612,400,584,462,139,148,377,506,800,489,736,736,373,478,139,648,517,115,517,83,4
98,21,21,273,178,463,594,41,36,390,36,36,763,728,203,36,597,620,648,36,36,36,36,36,83,36
99,437,763,763,499,508,409,707,409,539,741,809,412,496,508,496,508,496,496,496,496,333,806,722,5,730
100,92,92,92,300,197,379,748,541,379,326,140,140,140,191,416,140,21,25,101,21,191,25,124,191,191
101,181,181,295,295,128,248,780,230,794,230,548,230,365,230,560,794,295,295,365,295,230,480,41,794,48
102,195,195,767,32,295,676,5,53,23,78,23,181,4,4,32,181,181,393,103,380,353,133,4,385,353
103,49,693,693,402,297,219,722,211,211,211,106,322,35,111,49,49,49,35,310,388,274,274,274,237,237
104,523,523,523,653,730,64,752,231,102,318,68,102,345,353,345,195,195,432,521,195,583,156,583,538,195
105,479,479,479,151,209,379,343,506,221,244,89,108,124,124,124,151,32,244,244,369,242,244,311,242,145
106,591,591,624,673,315,17,234,288,402,107,369,108,266,369,664,107,107,369,107,320,69,69,266,320,506
107,508,508,192,791,299,510,32,363,401,401,276,122,363,1,363,363,363,240,129,240,363,17,397,328,223
108,287,287,287,104,449,33,126,33,248,323,126,126,126,730,354,101,284,126,101,682,275,328,101,328,380
109,369,369,551,369,369,369,369,72,248,248,248,66,248,255,678,369,194,369,403,22,369,22,369,22,44
110,551,551,523,801,413,477,454,615,492,801,437,492,459,492,727,768,727,784,612,549,612,727,568,669,504
111,632,632,221,100,734,393,138,188,188,188,188,262,188,188,373,189,189,188,373,188,188,373,694,265,694
112,366,366,366,139,14,6,290,162,162,162,758,474,758,318,474,195,323,318,14,194,318,23,358,20,143
113,145,145,363,591,237,10,221,352,89,618,89,409,604,604,144,144,322,272,144,129,129,32,275,275,310
114,290,290,290,366,57,75,243,53,93,93,93,93,93,93,93,93,270,269,270,256,256,256,256,174,310
115,175,175,240,193,380,250,360,206,118,206,206,206,206,206,360,360,106,360,326,360,326,360,360,360,106
116,84,84,84,220,165,6,220,603,496,496,764,591,591,591,223,591,591,342,591,342,165,714,754,165,618
117,311,311,250,450,734,546,313,325,121,577,405,618,704,576,269,576,552,576,618,576,576,648,576,197,633
118,629,629,629,168,210,33,135,519,519,519,476,297,155,0,0,266,289,519,459,38,266,266,519,266,590
119,196,196,23,548,353,379,305,62,233,126,338,353,32,32,382,353,382,382,355,348,382,560,290,382,382
120,167,167,167,486,620,738,115,595,738,356,738,102,356,356,102,738,469,738,738,738,738,729,729,729,729
121,223,557,557,770,58,431,580,79,337,712,274,79,79,337,467,337,11,31,79,250,264,162,372,96,741
122,543,543,543,225,168,318,306,319,517,137,188,805,517,306,306,517,448,517,517,435,517,517,306,517,620
123,508,508,272,573,807,25,56,71,145,771,771,373,557,20,20,20,735,20,20,557,20,166,557,0,0
124,322,322,136,692,287,287,433,590,590,555,65,3,555,326,20,366,253,295,729,65,297,729,740,740,279
125,207,207,207,471,418,217,217,3,783,401,3,662,640,479,71,640,365,771,14,14,189,46,189,771,68
126,573,573,658,658,528,528,575,573,572,177,213,213,213,213,213,19,19,19,182,19,19,19,257,19,68
127,6,698,427,346,699,399,778,23,78,190,190,256,256,23,23,88,23,88,23,88,23,19,23,248,248
128,127,127,173,271,154,237,778,800,219,88,265,360,185,185,360,360,269,351,360,360,269,360,360,360,360
129,7,224,7,64,98,98,284,7,590,229,590,358,262,590,590,392,309,7,392,193,24,309,215,326,379
130,137,137,28,313,374,678,166,309,266,179,179,147,21,179,21,179,179,179,179,179,179,129,179,179,179
131,316,7,7,362,335,571,401,311,162,155,92,199,92,104,204,370,370,370,104,337,104,340,104,104,28
132,556,556,556,556,596,290,388,293,379,379,379,379,379,379,379,306,293,66,66,8,379,109,137,587,159
133,0,606,263,524,796,796,796,283,448,673,251,796,476,14,434,509,694,694,476,476,476,476,694,476,480
134,207,657,657,207,493,259,259,400,161,562,400,400,400,72,447,447,447,447,788,447,447,788,788,545,788
135,754,525,641,641,271,340,312,114,343,343,335,5,594,135,276,135,301,138,135,301,166,301,301,301,60
136,780,780,660,701,297,403,345,240,253,402,274,347,129,106,84,376,84,84,274,84,129,84,84,84,129
137,507,507,507,507,652,269,49,118,323,706,706,706,296,296,135,632,363,750,632,118,135,313,632,197,313
138,164,164,731,309,274,104,553,135,223,162,162,800,334,334,334,334,334,125,334,129,245,334,389,253,111
139,66,66,365,285,587,396,417,417,280,396,396,377,60,336,276,336,377,384,60,72,336,377,336,72,377
140,807,807,807,77,535,77,654,238,405,120,120,279,120,262,389,328,322,80,71,69,322,498,440,440,689
141,734,734,195,394,517,14,38,175,159,188,734,354,159,354,314,253,347,734,729,232,253,232,734,314,314
142,624,624,321,582,241,131,131,355,293,102,355,355,355,355,355,355,355,241,355,330,260,260,260,260,160
143,35,35,427,88,727,366,433,709,188,280,225,385,68,319,323,22,107,632,241,319,241,22,323,22,314
144,66,66,66,19,19,178,325,23,23,325,399,399,225,399,399,399,130,263,325,263,399,130,189,130,130
145,41,231,467,64,661,193,312,19,19,36,19,19,100,443,342,19,773,342,100,773,763,381,763,584,257
146,657,657,657,202,87,257,273,174,174,174,86,86,178,273,273,273,273,273,248,248,248,248,273,273,273
147,268,268,268,552,210,484,361,622,622,215,235,104,28,235,171,28,387,171,387,387,387,387,165,387,195
148,686,456,456,770,401,401,320,26,237,171,26,11,250,581,322,11,150,150,106,190,303,322,618,322,111
149,572,572,342,75,193,149,297,309,147,235,371,371,371,371,237,371,104,371,371,220,104,327,404,405,370
150,599,599,166,583,219,78,529,744,58,155,423,684,111,93,224,93,404,93,93,111,521,93,93,491,83
151,693,496,768,496,550,777,292,17,1,324,328,383,352,276,120,166,703,506,352,740,729,352,506,10,352
152,179,179,628,628,129,254,320,129,124,209,266,199,506,506,60,121,354,340,506,340,340,340,340,340,340
153,715,715,662,567,313,46,799,400,805,206,385,389,262,165,93,313,93,93,93,347,93,93,310,93,206
154,159,643,643,705,423,599,406,77,387,231,506,92,108,506,389,243,326,262,92,262,262,169,169,92,239
155,245,724,724,724,650,440,766,489,766,385,732,784,385,603,712,748,712,189,784,712,627,189,627,35,353
156,421,259,327,310,284,325,325,351,351,351,351,351,99,351,255,351,388,278,74,278,278,66,278,278,278
157,658,636,658,371,243,618,50,286,24,66,219,219,339,105,348,130,167,167,10,167,167,354,125,80,175
158,758,542,329,352,334,590,224,513,485,352,485,485,284,384,531,54,219,170,352,352,623,175,175,105,352
159,132,132,346,633,458,206,342,100,425,42,347,425,347,42,237,347,347,714,714,237,216,357,714,213,216
160,211,211,250,301,80,344,354,108,9,33,126,126,205,60,99,545,382,382,560,348,365,348,365,348,372
161,725,725,725,669,59,134,255,400,121,256,136,543,256,256,256,256,400,256,256,256,256,256,206,79,206
162,423,423,778,132,204,472,354,204,171,171,155,28,322,92,131,28,298,312,28,297,197,322,197,213,287
163,772,599,25,772,652,618,129,749,70,70,14,581,14,70,290,633,14,632,538,581,633,14,581,429,581
164,727,484,484,566,180,17,17,574,8,180,320,274,110,322,322,322,322,322,624,624,322,624,624,322,624
165,5,5,508,5,361,130,130,114,293,293,222,297,293,293,293,293,293,293,293,293,293,293,293,293,293
166,758,758,679,679,674,788,538,345,345,788,345,345,776,345,345,345,345,345,345,345,345,345,345,345,345
167,768,659,508,190,570,66,5,30,675,479,479,479,345,345,345,345,345,157,752,638,345,752,81,345,345
168,671,182,182,182,301,194,570,565,565,330,632,260,369,182,476,752,317,123,317,317,376,317,317,317,248
169,532,532,532,532,386,501,170,792,358,175,508,260,508,800,508,508,508,320,508,508,320,139,320,349,349
170,338,338,495,190,338,186,107,780,274,476,274,41,729,403,355,403,355,622,41,137,301,71,71,434,20
171,287,287,287,287,236,60,22,373,581,515,320,289,101,219,270,219,282,282,173,324,219,153,260,260,260
172,761,761,123,22,172,320,138,92,320,343,343,343,85,85,85,343,343,343,85,343,85,85,85,343,343
173,715,715,333,578,330,659,382,242,338,782,338,338,338,338,338,338,338,338,672,338,338,338,274,401,9
174,309,256,129,309,3,377,154,246,246,246,16,31,16,16,16,16,16,338,16,16,16,138,159,76,76
175,368,368,368,463,11,243,693,68,68,600,359,401,282,600,373,401,363,129,156,650,129,156,57,25,153
176,185,95,95,313,234,553,553,61,723,510,285,285,253,141,234,292,749,141,324,141,141,155,285,401,271
177,510,510,391,241,689,159,182,192,100,202,328,100,757,255,501,321,211,58,572,543,83,58,548,218,572
178,100,95,759,269,100,100,229,100,100,100,100,100,36,255,23,36,372,100,214,31,100,308,100,100,100
179,463,463,463,687,360,347,10,10,203,10,42,10,42,42,10,213,282,10,245,10,247,247,588,42,42
180,131,131,131,83,184,75,272,187,360,28,121,660,385,162,42,385,200,385,375,200,432,343,200,200,223
181,319,714,714,741,714,319,323,319,218,188,385,223,278,14,179,225,395,318,395,14,14,161,207,596,395
182,663,663,240,17,788,253,543,496,140,591,140,22,787,283,159,590,159,159,159,159,159,131,159,377,159
183,356,356,356,801,45,49,356,356,356,356,385,224,399,377,335,377,377,152,377,335,335,676,45,5,177
184,406,406,112,800,194,393,393,473,241,227,126,313,133,227,345,133,133,377,133,143,183,34,20,183,183
185,758,758,758,121,722,281,399,597,412,412,273,273,273,412,273,78,412,412,177,548,177,657,177,177,177
186,401,328,80,656,80,80,654,32,654,262,328,383,80,80,312,269,60,312,104,115,104,50,735,14,104
187,699,699,615,615,354,283,238,197,577,577,577,234,127,652,554,127,238,127,127,282,238,256,238,238,132
188,682,583,583,747,404,387,285,690,317,632,393,399,632,632,632,166,632,632,217,632,632,393,217,393,335
189,382,85,85,38,433,800,517,245,195,195,60,630,195,31,205,211,320,652,222,385,402,336,85,351,195
190,32,166,109,712,34,661,35,371,104,88,141,140,245,168,385,604,205,92,205,121,140,140,140,388,140
191,423,423,619,725,551,691,776,518,518,518,525,650,385,691,691,385,648,487,505,764,505,505,636,505,753
192,388,388,314,517,380,758,510,346,346,346,346,323,336,346,466,295,53,351,206,763,109,290,218,391,391
193,619,555,555,243,195,118,118,168,168,186,168,168,322,285,111,250,285,84,334,734,292,322,63,106,252
194,43,43,297,140,373,393,139,165,370,68,247,194,185,247,3,247,119,31,197,247,8,197,247,192,192
195,379,379,55,111,710,159,126,317,335,335,338,275,159,338,338,338,275,338,335,338,338,335,9,335,335
196,722,722,55,723,186,186,338,338,338,338,338,338,338,338,338,338,338,338,9,25,9,338,338,401,401
197,371,371,445,687,65,322,794,275,168,669,284,119,284,65,612,807,65,740,373,291,291,574,450,555,44
198,99,99,530,664,373,119,747,326,521,521,188,385,184,184,184,314,184,704,40,68,704,704,727,557,112
199,720,720,720,367,479,33,192,216,328,140,111,130,367,250,295,205,440,519,100,60,341,253,46,14,238
200,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189
201,364,323,225,257,23,149,802,379,97,34,80,156,34,34,34,648,319,182,319,34,34,34,34,34,34
202,34,656,508,11,131,34,34,10,34,34,10,34,10,34,326,34,34,34,153,34,34,34,34,34,34
203,168,168,219,615,165,388,222,206,227,186,41,339,227,313,630,4,690,4,356,3,593,307,133,323,283
204,340,340,340,714,549,124,549,77,166,166,418,271,250,10,250,250,204,271,370,313,271,17,311,298,322
205,702,702,785,785,64,363,9,224,599,402,402,69,8,297,402,354,8,402,619,402,619,402,226,292,18
206,246,246,246,384,6,25,387,209,209,209,25,25,324,25,151,25,808,25,808,151,234,324,322,253,85
207,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369
208,142,142,204,79,512,299,199,175,45,32,124,246,151,151,151,108,151,108,108,16,108,229,331,108,337
209,68,383,36,720,371,332,193,348,249,249,370,370,370,370,249,33,17,348,33,498,348,33,348,55,55
210,185,233,686,716,385,673,446,131,633,224,413,429,443,18,23,413,231,23,23,23,413,23,413,258,306
211,311,661,661,673,231,670,112,553,28,653,737,419,348,419,419,419,419,419,541,479,479,479,541,807,788
212,213,468,468,370,545,232,334,140,292,140,334,135,334,138,334,334,135,138,233,289,221,32,90,374,334
213,9,9,9,9,663,650,140,748,454,134,241,411,592,409,592,409,748,409,395,609,385,385,395,391,35
214,306,306,306,135,225,116,241,130,130,139,269,41,395,241,395,395,395,202,395,202,395,152,395,395,346
215,145,145,145,458,256,218,273,620,620,620,620,517,297,329,88,202,329,88,395,88,329,329,329,395,329
216,313,313,570,741,23,570,73,168,171,221,355,380,188,188,255,188,188,188,255,313,313,313,3,188,570
217,313,600,493,17,459,687,157,121,313,766,580,531,102,88,86,159,70,70,381,156,257,70,214,358,86
218,388,388,296,504,595,383,240,730,20,232,156,103,301,14,14,41,301,301,13,301,301,247,159,191,191
219,578,578,629,760,451,793,793,576,576,793,638,389,543,389,445,496,579,503,503,503,196,132,647,182,126
220,417,417,595,365,259,620,713,620,620,620,620,620,620,620,620,620,284,620,620,284,620,284,259,396,396
221,287,287,168,345,110,804,373,183,195,504,183,645,183,231,495,194,373,678,351,183,183,676,183,107,260
222,732,732,791,299,498,215,391,602,781,781,363,796,781,781,766,363,650,359,363,450,359,703,650,650,650
223,169,692,692,132,357,581,123,348,285,106,140,581,24,285,106,106,24,106,106,24,389,24,68,68,24
224,105,105,215,46,366,68,129,290,25,152,399,129,310,28,28,195,310,292,723,285,195,347,60,347,388
225,760,155,784,806,116,101,334,225,225,66,152,395,207,269,241,207,179,207,179,225,207,202,335,251,285
226,311,311,377,108,576,264,100,303,121,277,121,136,188,346,346,346,295,313,313,313,313,313,313,323,33
227,423,164,382,100,667,701,805,143,40,377,647,647,143,377,581,22,5,581,648,142,142,53,245,115,142
228,309,309,370,374,91,40,78,501,757,501,741,214,384,256,303,334,569,256,256,515,53,808,515,53,6
229,260,260,773,773,5,213,145,213,45,45,45,45,329,334,329,45,45,366,366,15,366,23,15,366,157
230,274,274,274,334,354,73,274,263,255,256,26,192,237,190,97,35,35,604,35,35,32,97,351,245,310
231,290,290,753,132,132,132,132,10,132,132,10,132,10,170,162,58,170,60,192,170,60,60,60,60,60
232,290,290,290,118,256,179,137,256,228,228,228,206,228,228,228,228,228,228,256,256,256,256,312,312,130
233,695,695,182,223,577,470,261,286,286,790,391,391,136,136,740,136,395,102,286,613,595,595,595,780,20
234,175,175,234,750,654,586,711,605,354,704,704,123,697,123,494,633,697,549,571,432,681,697,633,574,697
235,109,109,178,634,517,31,474,57,787,395,159,263,375,159,293,159,517,805,590,314,709,805,243,762,762
236,761,761,761,469,558,351,268,325,185,332,557,697,418,40,40,418,418,40,40,418,418,448,448,448,440
237,336,433,433,260,70,322,74,151,153,808,354,170,808,808,331,331,151,311,108,155,331,108,108,1,343
238,124,124,33,249,85,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
239,153,235,69,285,285,285,64,186,388,276,388,276,153,124,124,124,124,124,124,124,124,124,124,124,124
240,675,51,51,313,85,85,659,2,17,320,433,433,433,322,141,292,797,72,292,549,292,292,253,541,541
241,342,342,23,370,325,225,68,365,32,303,336,57,3,3,336,3,3,336,749,336,336,3,73,447,79
242,393,393,393,444,105,647,647,105,29,329,404,105,573,757,23,404,366,757,255,60,404,543,635,156,635
243,312,312,248,174,224,360,712,121,129,776,23,776,23,776,776,23,580,485,580,580,281,580,364,297,297
244,244,244,45,45,218,547,49,810,213,303,213,303,486,486,362,264,264,131,149,45,264,362,6,131,601
245,356,359,469,170,610,362,362,329,644,774,712,188,623,281,381,216,149,281,462,257,243,462,257,323,308
246,53,53,78,78,78,53,446,446,446,412,446,446,446,446,446,446,446,446,768,446,412,412,446,446,412
247,571,571,139,741,78,346,316,400,346,257,225,257,308,231,148,255,225,207,141,255,141,181,207,225,157
248,688,688,418,566,566,484,600,388,388,448,212,435,674,22,581,674,153,31,602,347,519,364,364,241,385
249,403,403,403,8,713,500,575,634,86,414,86,251,714,674,793,297,793,714,714,793,793,793,66,793,714
250,474,474,663,54,445,7,425,53,170,255,91,139,400,400,362,334,270,270,334,131,131,257,131,19,322
251,165,686,311,240,3,361,275,462,23,30,23,23,23,23,23,6,30,328,35,220,6,6,111,309,174
252,108,685,763,699,371,197,244,338,284,244,369,369,369,369,369,369,369,76,3,221,322,233,76,50,322
253,760,569,569,569,353,13,370,99,99,99,293,3,3,99,3,99,403,734,336,403,99,99,99,196,183
254,523,698,698,626,362,553,264,121,280,337,129,322,337,322,399,471,471,471,3,117,723,130,206,130,206
255,328,328,755,625,9,234,234,9,16,16,771,9,402,402,402,771,771,402,771,672,2,672,672,85,402
256,758,131,131,215,55,402,262,25,25,25,25,25,25,25,25,25,343,343,343,343,25,25,343,25,25
257,262,594,594,152,477,83,38,85,506,193,180,108,71,77,77,244,244,244,9,771,62,244,771,320,320
258,766,766,643,382,477,463,380,399,595,361,361,790,293,361,361,115,143,361,361,356,361,361,361,361,361
259,196,196,146,5,493,319,109,190,251,251,196,319,196,196,196,196,196,196,196,196,196,327,263,161,161
260,663,663,49,49,49,121,764,148,703,310,285,388,310,81,379,196,296,94,506,506,20,317,222,317,292
261,268,89,0,754,210,153,397,155,348,276,348,112,401,401,233,401,401,233,233,401,401,401,124,233,124
262,271,271,352,472,557,282,209,38,155,46,808,250,284,262,354,124,363,25,172,354,124,25,354,186,1
