ids,epoch_99,epoch_100
571,2037,2037
572,2037,2037
573,2338,2338
574,665,665
575,1127,1127
576,1480,1480
577,1480,1480
578,1480,1480
579,2262,2262
580,2846,2846
581,3131,3131
582,2837,2837
583,3151,3151
584,933,1032
585,89,89
586,2019,2019
587,1346,1346
588,1415,1415
589,1073,1073
590,1994,1994
591,1701,1701
592,2231,2231
593,2820,2820
594,462,462
595,82,3399
596,82,82
597,3421,3421
598,1156,1156
599,560,560
600,305,305
601,209,209
602,637,637
603,2285,2285
604,2285,1560
605,2285,2285
606,2937,2937
607,2999,2999
608,2952,2952
609,2368,2368
610,1241,1241
611,494,494
612,155,155
613,1303,1303
614,1263,1263
615,2540,2540
616,3244,581
617,2959,2959
618,1908,1908
619,3261,3261
620,90,90
621,471,471
622,2234,2234
623,599,2234
624,1874,1874
625,79,79
626,2924,2924
627,2161,2161
628,3372,3372
629,2679,2679
630,2823,2823
631,2823,2823
632,2823,2823
633,2562,2562
634,2191,2191
635,93,93
636,1816,1816
637,1816,1816
638,1816,1816
639,1395,1395
640,1233,1395
641,1233,1233
642,3155,3155
643,3492,3383
644,3383,3383
645,161,161
646,2755,2755
647,161,161
648,575,575
649,3065,3065
650,575,575
651,3399,3399
652,3286,3286
653,516,516
654,3119,3119
655,2793,2793
656,1149,1149
657,1492,1492
658,1890,1890
659,952,952
660,232,232
661,1242,1242
662,2262,2262
663,781,781
664,518,518
665,1744,1744
666,330,330
667,1705,1705
668,961,961
669,3222,3222
670,288,288
671,2075,2075
672,2472,2472
673,1906,1906
674,2472,2472
675,2676,2676
676,3379,3379
677,3379,3379
678,604,604
679,3119,3119
680,2109,2109
681,560,560
682,773,773
683,389,389
684,2999,2056
685,2332,2332
686,1816,1816
687,2427,2427
688,1608,1608
689,471,471
690,1758,1758
691,2856,2856
692,1333,1333
693,3256,3256
694,852,852
695,3256,3256
696,2657,843
697,341,341
698,1722,1722
699,662,2638
700,2391,2391
701,2019,2019
702,392,392
703,1604,1604
704,2522,2522
705,2309,2309
706,3,3
707,3251,3251
708,338,338
709,1229,1229
710,331,331
711,3174,3174
712,2333,2333
713,3082,3082
714,106,106
715,637,637
716,331,331
717,2509,2509
718,3451,3451
719,421,421
720,1566,1566
721,3340,3340
722,2241,2241
723,2103,2999
724,2126,2354
725,2354,2354
726,3056,3056
727,1010,1010
728,1075,1075
729,2120,2120
730,2011,2011
731,194,194
732,3383,3383
733,3383,3383
734,3383,3383
735,2474,2474
736,3124,3124
737,2795,2795
738,2358,2358
739,698,698
740,16,16
741,2642,2642
742,16,16
743,246,246
744,3134,3134
745,355,355
746,82,82
747,3214,3214
748,3284,3284
749,1776,1776
750,2359,2359
751,2603,2603
752,1890,1890
753,1821,1821
754,1821,1821
755,3216,1991
756,3069,3069
757,1308,1308
758,575,575
759,3274,2033
760,1229,1229
761,1894,1894
762,2474,2474
763,2943,2943
764,1146,1146
765,39,39
766,841,39
767,1466,1466
768,2431,2431
769,2543,2543
770,2431,2431
771,6406,6406
772,6699,6699
773,4755,4755
774,2911,2911
775,3457,3457
776,1063,1063
777,2795,2847
778,2746,2746
779,1058,1058
780,2795,2795
781,2656,2656
782,2795,2795
783,1525,1525
784,743,743
785,1048,1048
786,144,144
787,2968,144
788,144,144
789,1459,1459
790,460,460
791,2189,2189
792,2479,2479
793,2479,2479
794,1148,1148
795,2856,2856
796,342,342
797,212,212
798,681,681
799,1061,1061
800,1561,1561
801,3459,3459
802,1514,1514
803,3459,3459
804,2287,1776
805,2732,2732
806,1974,1974
807,655,655
808,2696,2696
809,2696,2696
810,2764,2764
811,2730,2730
812,84,84
813,937,937
814,1983,1983
815,1768,1768
816,6635,6639
817,585,585
818,1559,1559
819,2057,7022
820,340,340
821,701,701
822,1030,1030
823,1527,1527
824,1875,1875
825,2518,3182
826,2518,2518
827,1903,2574
828,288,2518
829,157,157
830,157,157
831,501,501
832,3609,3609
833,3371,3371
834,3057,3057
835,666,666
836,2944,2944
837,1466,1466
838,1855,1855
839,1473,700
840,908,3271
841,2695,2695
842,2853,2853
843,363,363
844,363,363
845,363,363
846,1067,311
847,75,75
848,1707,1707
849,2719,2719
850,2122,2122
851,853,853
852,1112,1112
853,526,526
854,420,420
855,1970,1970
856,1913,1913
857,2483,2483
858,1841,1841
859,708,708
860,2795,2795
861,1623,1623
862,3283,3283
863,657,657
864,131,131
865,550,550
866,2185,550
867,426,1686
868,3462,3462
869,1466,1466
870,2642,2642
871,2642,2642
872,2642,2642
873,1701,1701
874,1791,1791
875,39,39
876,111,111
877,2686,2686
878,111,111
879,3523,3523
880,2512,2512
881,3251,3251
882,2196,2196
883,2022,2969
884,2208,2208
885,1505,1505
886,1505,1505
887,2603,2603
888,1941,1941
889,1941,1941
890,2295,2295
891,3460,2869
892,1403,1403
893,2450,2450
894,265,265
895,265,265
896,106,106
897,1882,1882
898,1617,1617
899,3243,3243
900,1009,1009
901,2981,2981
902,2981,2981
903,3209,3209
904,419,419
905,2507,2507
906,1478,1478
907,2217,2217
908,663,663
909,698,698
910,1090,1090
911,698,698
912,2236,323
913,2827,2827
914,1101,1724
915,2909,2909
916,1132,1132
917,3169,3169
918,356,3093
919,3154,3154
920,1420,1420
921,153,314
922,2532,3029
923,2738,2738
924,2586,2586
925,2127,3318
926,837,837
927,3244,3244
928,2540,2540
929,1245,1245
930,3347,3347
931,3347,3347
932,3347,3347
933,2041,2041
934,1236,1236
935,1236,1236
936,1949,923
937,1744,1744
938,2125,1227
939,1899,1899
940,888,888
941,2717,2717
942,1949,1949
943,1744,1744
944,2385,2385
945,2298,2298
946,2832,2832
947,3297,3297
948,168,168
949,1081,1081
950,1081,1081
951,3109,2301
952,2776,3261
953,1399,1399
954,3383,3383
955,1978,1978
956,3383,3383
957,662,2386
958,2386,2386
959,3243,389
960,322,322
961,1326,1326
962,1946,1946
963,1387,1387
964,549,549
965,2433,2433
966,1832,1832
967,305,305
968,305,305
969,1718,3235
970,2055,2055
971,3235,3235
972,2137,298
973,298,298
974,1046,1046
975,2512,2512
976,1385,1385
977,678,314
978,2500,2500
979,2497,2497
980,2497,2497
981,1340,1340
982,2963,2963
983,657,657
984,906,906
985,906,906
986,906,906
987,3055,3055
988,1762,1762
989,1463,1463
990,3465,3465
991,1816,1816
992,163,163
993,546,546
994,1925,1925
995,2942,2942
996,1882,1882
997,2540,2540
998,3051,3051
999,2137,2137
1000,3115,3115
1001,1714,1714
1002,352,352
1003,1307,1307
1004,2832,2832
1005,2093,2093
1006,3219,3219
1007,3491,3491
1008,1796,1796
1009,801,801
1010,801,801
1011,1678,1678
1012,2236,2236
1013,694,694
1014,1301,1301
1015,1030,1030
1016,1199,1199
1017,3398,3398
1018,1271,1271
1019,656,656
1020,3347,3347
1021,1242,1242
1022,3193,3193
1023,1200,1200
1024,906,906
1025,3089,3089
1026,1512,1512
1027,2211,2211
1028,2211,2211
1029,1506,1506
1030,1506,1506
1031,1220,1220
1032,3027,3027
1033,3038,3038
1034,1160,1160
1035,232,1391
1036,3347,3347
1037,3347,1420
1038,1160,1160
1039,1308,1308
1040,2391,2391
1041,1947,2551
1042,410,410
1043,3,2829
1044,2307,2307
1045,225,225
1046,2518,2518
1047,1149,1149
1048,1476,1476
1049,2041,2041
1050,1220,1220
1051,1220,1220
1052,874,373
1053,438,438
1054,3050,3050
1055,3274,3274
1056,2057,2057
1057,725,725
1058,730,730
1059,1946,1946
1060,1933,1933
1061,1933,1933
1062,832,832
1063,2608,2608
1064,473,832
1065,781,781
1066,165,165
1067,781,781
1068,1735,1735
1069,1735,1735
1070,1655,1655
1071,2501,2501
1072,1025,1025
1073,1668,1668
1074,2087,2087
1075,1220,1220
1076,1241,1241
1077,1428,1428
1078,3440,3440
1079,3440,3440
1080,1082,1082
1081,1082,1082
1082,2555,2555
1083,1744,1744
1084,923,923
1085,155,155
1086,1205,1205
1087,2458,2458
1088,341,341
1089,2401,2401
1090,1701,1701
1091,252,252
1092,3491,3491
1093,3029,3029
1094,1735,1735
1095,2309,2309
1096,2309,2309
1097,516,516
1098,1427,1427
1099,1156,2677
1100,974,875
1101,717,717
1102,717,717
1103,717,717
1104,1687,3274
1105,3069,3069
1106,331,331
1107,1908,1908
1108,1062,1062
1109,1820,1820
1110,2501,1038
1111,510,510
1112,2078,2078
1113,2427,2427
1114,2175,2175
1115,2951,2951
1116,1420,1420
1117,1970,1970
1118,2224,2224
1119,2974,2974
1120,671,671
1121,1443,1443
1122,1621,1621
1123,3400,3400
1124,2574,2574
1125,1336,1336
1126,4002,4002
1127,2542,2806
1128,3467,3467
1129,2716,2716
1130,1791,1791
1131,3111,3111
1132,3111,3111
1133,3425,3425
1134,2055,2055
1135,642,642
1136,648,648
1137,1516,1516
1138,3181,3181
1139,80,80
1140,1441,152
1141,1624,1624
1142,5103,5126
1143,3348,3348
1144,3348,3348
1145,3348,3348
1146,360,360
1147,1947,1947
1148,1758,1758
1149,265,2244
1150,2148,2148
1151,1350,1350
1152,2406,2406
1153,130,130
1154,1229,1229
1155,2995,2995
1156,5251,6016
1157,940,940
1158,3026,3026
1159,3093,3093
1160,2361,2361
1161,2820,2820
1162,985,2677
1163,2644,2644
1164,1832,1832
1165,710,710
1166,3183,3183
1167,3019,3019
1168,3019,3019
1169,608,608
1170,820,820
1171,1032,1032
1172,1032,1032
1173,206,206
1174,1232,1232
1175,504,504
1176,1658,1658
1177,2499,2499
1178,786,786
1179,1874,1874
1180,1958,1958
1181,1361,1361
1182,787,787
1183,787,787
1184,2568,2568
1185,3519,3519
1186,3527,3527
1187,128,128
1188,3347,3347
1189,2500,2500
1190,2497,2497
1191,348,348
1192,965,965
1193,2666,2666
1194,1049,1049
1195,1196,1196
1196,1196,1196
1197,3151,3151
1198,1704,1704
1199,2458,2458
1200,1232,1232
1201,2228,2228
1202,2178,1067
1203,6126,6126
1204,6126,6126
1205,6126,6126
1206,109,109
1207,109,109
1208,2158,2158
1209,1986,1986
1210,1242,1242
1211,161,161
1212,543,3347
1213,1651,1651
1214,3347,3347
1215,1232,1232
1216,1641,1641
1217,3131,3131
1218,603,603
1219,2547,2547
1220,152,152
1221,1233,1233
1222,1191,1191
1223,2596,2596
1224,1301,1301
1225,2509,2509
1226,280,280
1227,1311,1311
1228,1758,1758
1229,2069,2069
1230,1903,1903
1231,3379,3379
1232,90,90
1233,3165,3094
1234,3369,3369
1235,1681,1681
1236,2380,2380
1237,385,385
1238,978,978
1239,352,352
1240,881,881
1241,2507,2507
1242,887,887
1243,2608,2608
1244,2042,2042
1245,2994,2994
1246,2580,2580
1247,2996,2996
1248,1949,1949
1249,451,451
1250,2202,2369
1251,1804,1804
1252,3029,3029
1253,1684,1684
1254,2783,2783
1255,1482,1482
1256,39,39
1257,2326,2326
1258,3465,3465
1259,1758,1758
1260,2033,2033
1261,3154,3154
1262,39,2386
1263,6277,6277
1264,3438,3438
1265,1807,1807
1266,305,305
1267,745,745
1268,2695,2695
1269,2540,2540
1270,312,312
1271,1717,1717
1272,2698,2698
1273,455,455
1274,2009,2009
1275,163,163
1276,453,453
1277,579,579
1278,1126,1126
1279,3378,2333
1280,1337,1337
1281,2373,2373
1282,1951,945
1283,3348,3348
1284,3313,3313
1285,1560,1560
1286,6610,6610
1287,1229,1229
1288,1270,1270
1289,311,311
1290,1247,1247
1291,2519,2519
1292,2564,833
1293,599,599
1294,3460,1280
1295,3493,3493
1296,2596,2596
1297,2014,2467
1298,3347,3347
1299,1794,1794
1300,2019,2019
1301,3340,3340
1302,2285,2285
1303,3465,3465
1304,272,272
1305,1837,1837
1306,2686,2686
1307,3154,3154
1308,109,109
1309,1735,1735
1310,2792,2792
1311,3051,3051
1312,2837,2837
1313,593,593
1314,1098,1098
1315,392,392
1316,2220,2220
1317,453,453
1318,3154,3154
1319,2928,2928
1320,2723,2723
1321,1048,1048
1322,2592,2592
1323,2425,2425
1324,1084,1084
1325,2205,2425
1326,968,968
1327,3381,3381
1328,3033,3033
1329,1086,1086
1330,1783,1783
1331,1367,1367
1332,2309,2309
1333,2386,2386
1334,1454,1454
1335,920,920
1336,2286,2286
1337,3,3
1338,333,333
1339,3488,3488
1340,2391,3384
1341,2933,2933
1342,1270,1270
1343,3149,3149
1344,1340,1340
1345,1596,1596
1346,2933,2933
1347,628,628
1348,1206,1206
1349,2224,2224
1350,2073,2073
1351,2603,2603
1352,2458,2458
1353,787,787
1354,2368,2368
1355,2518,2518
1356,480,480
1357,442,2586
1358,2810,2810
1359,2595,2595
1360,1337,1337
1361,698,698
1362,2241,2241
1363,2333,2333
1364,1209,1209
1365,2593,2593
1366,1049,1049
1367,2956,2956
1368,2432,2432
1369,2002,2002
1370,2391,2391
1371,1119,1119
1372,875,875
1373,2732,2732
1374,1177,1177
1375,1710,1710
1376,2944,2944
1377,2042,2042
1378,318,318
1379,1688,1688
1380,3459,3459
1381,1821,1821
1382,2042,2042
1383,2127,1389
1384,2427,2540
1385,4582,4582
1386,1259,1259
1387,1875,1875
1388,1311,1311
1389,2435,2435
1390,1622,1622
1391,2588,2588
1392,163,163
1393,272,272
1394,706,706
1395,3055,3055
1396,2120,2120
1397,566,566
1398,1794,1794
1399,1334,1334
1400,965,965
1401,817,817
1402,1896,1896
1403,3243,3243
1404,1939,1939
1405,1229,1229
1406,2184,2184
1407,2682,2682
1408,2120,3066
1409,2805,2805
1410,3042,3042
1411,314,314
1412,1575,1575
1413,1443,1443
1414,3389,1781
1415,3293,3293
1416,1681,1681
1417,3182,3182
1418,1195,1195
1419,1518,1518
1420,1852,1852
1421,1462,1462
1422,1890,1890
1423,465,465
1424,2018,2018
1425,3067,3067
1426,2450,3055
1427,640,640
1428,6496,4637
1429,2979,2979
1430,73,73
1431,265,265
1432,1903,1903
1433,2562,2562
1434,1191,1191
1435,1615,1615
1436,6126,6126
1437,2044,2044
1438,2383,2383
1439,2314,2314
1440,2266,2266
1441,5371,5371
1442,3164,3164
1443,2792,1527
1444,2502,2502
1445,824,824
1446,2142,2142
1447,2776,2776
1448,1004,1004
1449,1331,3232
1450,1820,1820
1451,1626,1626
1452,3353,3353
1453,2223,2223
1454,2563,2563
1455,2086,2086
1456,2832,2832
1457,1674,1674
1458,3347,3347
1459,603,603
1460,3404,3404
1461,3459,3459
1462,359,2230
1463,1126,1126
1464,3393,3393
1465,3143,3143
1466,1463,1463
1467,3037,3037
1468,77,77
1469,323,323
1470,1875,1875
1471,2851,2851
1472,417,417
1473,2682,2682
1474,3243,3243
1475,408,408
1476,2981,2981
1477,2338,2338
1478,987,987
1479,272,272
1480,331,2555
1481,3286,3286
1482,965,965
1483,2542,2542
1484,965,965
1485,2427,2427
1486,3144,3144
1487,1668,1668
1488,1008,1767
1489,1427,2386
1490,606,606
1491,2077,2077
1492,2540,2540
1493,1687,1687
1494,3439,2959
1495,2791,1592
1496,1084,1084
1497,1103,1103
1498,1612,516
1499,494,1241
1500,1678,1678
1501,225,225
1502,2847,2847
1503,455,455
1504,265,265
1505,2657,2401
1506,1238,1238
1507,4582,4582
1508,874,874
1509,6126,6126
1510,579,579
1511,2581,2581
1512,3484,3484
1513,1716,1716
1514,338,338
1515,1776,1776
1516,492,492
1517,3190,3190
1518,460,460
1519,3002,3002
1520,3317,3317
1521,603,1525
1522,864,864
1523,2696,2696
1524,1220,1220
1525,11,11
1526,1311,1311
1527,2333,2333
1528,1025,1025
1529,4996,4996
1530,710,710
1531,875,875
1532,2738,2738
1533,1776,1776
1534,265,265
1535,1837,1837
1536,2377,2377
1537,166,166
1538,3029,1867
1539,965,965
1540,1427,1427
1541,2518,2518
1542,2954,2954
1543,1459,1459
1544,1822,1822
1545,2451,314
1546,916,916
1547,173,640
1548,2697,2697
1549,1132,1132
1550,2783,2783
1551,968,968
1552,128,128
1553,39,39
1554,1265,1672
1555,2378,2378
1556,3347,3347
1557,174,174
1558,2689,2689
1559,2224,2224
1560,1220,1220
1561,2406,2406
1562,1929,1929
1563,603,603
1564,2202,2202
1565,3033,3033
1566,3286,3286
1567,1758,1758
1568,3440,3440
1569,2250,2250
1570,2458,2458
1571,886,886
1572,2966,2966
1573,3108,3108
1574,1308,1308
1575,2075,2075
1576,2542,2542
1577,1908,1908
1578,1717,1717
1579,1694,1694
1580,961,961
1581,1782,1782
1582,333,333
1583,1434,1434
1584,1381,1381
1585,3518,3407
1586,1838,1838
1587,1617,1617
1588,1830,3450
1589,1395,1395
1590,1890,1890
1591,817,817
1592,1255,1255
1593,1260,1260
1594,6126,6126
1595,1107,1107
1596,15,15
1597,692,692
1598,1788,1788
1599,3243,3243
1600,2967,2967
1601,197,197
1602,1483,1483
1603,965,965
1604,1011,2337
1605,3156,3156
1606,1701,1701
1607,3151,3151
1608,3345,3345
1609,1199,1199
1610,1366,1366
1611,1063,1063
1612,1472,1472
1613,350,350
1614,2820,2820
1615,1065,1065
1616,3072,2646
1617,2764,2764
1618,1833,1833
1619,3030,3030
1620,628,628
1621,3207,437
1622,331,331
1623,1687,1687
1624,1036,1036
1625,2774,2774
1626,3376,3376
1627,985,985
1628,1039,1039
1629,562,562
1630,2241,2241
1631,141,141
1632,1436,1436
1633,2386,2386
1634,1236,1236
1635,2234,2234
1636,2221,3184
1637,2479,2479
1638,1220,1220
1639,213,213
1640,138,138
1641,1018,1018
1642,3299,3299
1643,2230,2230
1644,708,3070
1645,778,3151
1646,3407,3407
1647,678,678
1648,1907,1907
1649,1404,1404
1650,2996,2996
1651,2592,2592
1652,3346,3346
1653,524,524
1654,2169,2169
1655,1747,1747
1656,1916,1916
1657,2111,2111
1658,606,606
1659,2092,2092
1660,3127,2713
1661,174,174
1662,2157,2157
1663,2995,2995
1664,858,858
1665,1842,1842
1666,2512,2512
1667,3164,3164
1668,1629,1629
1669,3016,3016
1670,2989,2989
1671,2042,2042
1672,3283,3283
1673,1079,1079
1674,1247,1247
1675,2545,593
1676,3305,3184
1677,680,680
1678,795,795
1679,1242,1242
1680,2208,841
1681,1225,1816
1682,3062,3062
1683,3358,3358
1684,988,988
1685,776,206
1686,3286,3286
1687,39,39
1688,338,338
1689,1008,1008
1690,598,2256
1691,985,985
1692,1994,1994
1693,1252,1252
1694,1651,1651
1695,1440,1440
1696,1511,1511
1697,3368,3368
1698,1153,1153
1699,3484,916
1700,367,613
1701,12,12
1702,2333,2333
1703,3067,3067
1704,2717,2717
1705,3379,3379
1706,1598,1598
1707,708,858
1708,3057,3057
1709,3057,3057
1710,2792,2792
1711,2066,2066
1712,2723,2723
1713,1153,1153
1714,401,401
1715,3155,3155
1716,2439,2439
1717,2871,2871
1718,3209,2756
1719,1136,1136
1720,3244,3244
1721,1940,1940
1722,1049,1049
1723,2018,2018
1724,2981,2981
1725,945,945
1726,213,213
1727,1374,1374
1728,1382,1382
1729,2018,2018
1730,1554,1554
1731,706,706
1732,3438,3438
1733,212,212
1734,7022,7022
1735,3465,3465
1736,2134,2134
1737,3164,3164
1738,2856,2856
1739,2774,2774
1740,848,848
1741,1816,1816
1742,2374,2374
1743,1498,1498
1744,2192,435
1745,1081,1081
1746,1370,1370
1747,961,1524
1748,3,3
1749,1761,1761
1750,82,82
1751,1949,362
1752,3384,3384
1753,431,431
1754,14,14
1755,327,327
1756,2823,2823
1757,2309,2309
1758,1483,1483
1759,3491,3491
1760,1431,2323
