ids,epoch_99,epoch_100
552,219,219
553,196,196
554,183,183
555,200,200
556,70,70
557,70,70
558,172,172
559,172,172
560,108,108
561,195,195
562,218,218
563,218,218
564,117,117
565,117,117
566,117,117
567,281,281
568,281,281
569,281,281
570,340,340
571,340,340
572,340,340
573,322,322
574,353,353
575,136,136
576,87,87
577,87,87
578,87,87
579,72,72
580,355,355
581,133,133
582,111,111
583,73,73
584,111,111
585,240,240
586,348,348
587,348,348
588,205,205
589,205,205
590,205,205
591,40,40
592,255,255
593,330,330
594,358,358
595,348,247
596,111,111
597,26,26
598,26,26
599,26,26
600,240,240
601,240,240
602,63,63
603,32,32
604,32,32
605,32,32
606,221,221
607,234,234
608,253,386
609,106,106
610,106,106
611,106,106
612,128,128
613,142,142
614,142,142
615,267,267
616,267,267
617,224,224
618,97,97
619,97,97
620,97,97
621,10,10
622,10,10
623,10,10
624,3,3
625,3,3
626,152,152
627,253,253
628,253,253
629,253,253
630,167,167
631,167,167
632,167,167
633,272,272
634,188,188
635,188,188
636,359,359
637,320,320
638,276,276
639,91,91
640,91,91
641,91,91
642,195,195
643,306,306
644,306,306
645,39,39
646,161,161
647,39,39
648,173,173
649,173,173
650,173,173
651,17,92
652,155,155
653,155,155
654,103,103
655,319,319
656,49,49
657,21,21
658,21,21
659,21,21
660,196,196
661,123,123
662,123,123
663,174,174
664,194,194
665,194,194
666,134,134
667,139,139
668,139,139
669,14,14
670,14,14
671,14,14
672,104,104
673,104,104
674,104,104
675,366,366
676,366,366
677,366,366
678,103,103
679,319,319
680,103,103
681,361,361
682,385,385
683,385,385
684,282,282
685,285,285
686,92,92
687,45,45
688,45,45
689,45,45
690,187,187
691,187,187
692,334,334
693,381,381
694,381,381
695,381,381
696,202,202
697,275,275
698,275,275
699,108,108
700,108,108
701,108,108
702,394,394
703,394,394
704,394,394
705,298,298
706,298,298
707,359,359
708,302,302
709,302,302
710,302,302
711,394,394
712,2,2
713,2,2
714,63,63
715,240,240
716,151,151
717,178,178
718,178,178
719,178,178
720,132,132
721,132,132
722,132,132
723,289,289
724,289,289
725,289,289
726,141,141
727,141,141
728,141,141
729,68,68
730,340,340
731,68,68
732,200,200
733,200,200
734,200,200
735,93,93
736,93,93
737,93,93
738,169,169
739,169,169
740,169,169
741,41,41
742,306,306
743,166,166
744,204,204
745,204,204
746,124,124
747,295,295
748,194,194
749,79,79
750,254,254
751,254,254
752,254,254
753,9,9
754,9,9
755,9,9
756,151,151
757,151,151
758,209,209
759,55,55
760,55,55
761,155,155
762,310,310
763,310,310
764,312,312
765,22,22
766,22,22
767,22,22
768,81,81
769,81,81
770,81,81
771,448,448
772,553,553
773,672,672
774,112,112
775,112,112
776,112,112
777,76,76
778,76,76
779,52,52
780,390,390
781,390,390
782,390,390
783,333,333
784,159,333
785,333,333
786,10,10
787,370,370
788,370,370
789,43,43
790,43,43
791,43,43
792,212,212
793,212,212
794,212,212
795,269,269
796,269,269
797,269,269
798,143,143
799,143,143
800,143,143
801,114,114
802,114,114
803,114,114
804,79,79
805,79,79
806,79,79
807,60,60
808,60,60
809,60,60
810,260,260
811,260,260
812,260,260
813,322,322
814,322,322
815,322,322
816,373,373
817,373,373
818,373,373
819,14,14
820,256,256
821,47,191
822,258,258
823,36,36
824,36,36
825,31,31
826,31,31
827,31,31
828,387,387
829,387,387
830,387,387
831,197,197
832,236,236
833,189,189
834,321,351
835,391,391
836,391,391
837,187,347
838,224,224
839,224,224
840,208,208
841,405,405
842,323,323
843,255,255
844,290,290
845,290,290
846,107,107
847,107,107
848,107,107
849,364,364
850,334,334
851,364,364
852,353,353
853,162,162
854,136,136
855,214,214
856,309,309
857,214,214
858,4,4
859,4,4
860,4,4
861,182,182
862,318,318
863,182,182
864,80,80
865,369,369
866,125,125
867,95,95
868,386,386
869,235,235
870,109,109
871,109,109
872,109,109
873,165,165
874,165,165
875,165,165
876,110,110
877,110,110
878,110,110
879,217,217
880,217,217
881,217,217
882,0,0
883,0,0
884,0,0
885,50,50
886,50,50
887,101,101
888,197,197
889,197,197
890,292,292
891,195,195
892,162,162
893,195,195
894,329,329
895,329,329
896,329,329
897,360,360
898,360,360
899,360,360
900,126,126
901,126,126
902,126,126
903,115,115
904,115,115
905,179,179
906,280,280
907,280,280
908,280,280
909,354,354
910,354,354
911,354,354
912,175,175
913,175,175
914,175,175
915,221,221
916,221,221
917,221,221
918,13,13
919,13,13
920,133,133
921,120,120
922,120,120
923,120,120
924,265,265
925,371,371
926,265,265
927,374,374
928,374,374
929,374,374
930,403,403
931,403,403
932,133,133
933,301,301
934,301,301
935,301,301
936,48,48
937,304,304
938,374,374
939,257,257
940,53,241
941,257,257
942,230,230
943,230,230
944,230,230
945,157,157
946,157,157
947,157,157
948,42,42
949,42,42
950,42,42
951,144,144
952,144,144
953,144,144
954,147,147
955,147,147
956,147,147
957,334,334
958,334,334
959,334,334
960,82,82
961,82,82
962,82,82
963,372,372
964,372,372
965,390,390
966,209,209
967,209,209
968,209,209
969,266,266
970,64,64
971,64,64
972,17,17
973,324,324
974,324,324
975,326,326
976,326,326
977,326,326
978,402,402
979,402,402
980,402,402
981,211,211
982,211,211
983,211,211
984,186,186
985,186,186
986,186,186
987,75,75
988,75,75
989,23,23
990,320,320
991,320,320
992,320,320
993,226,226
994,226,226
995,226,226
996,30,30
997,401,401
998,262,262
999,137,137
1000,111,111
1001,158,158
1002,319,319
1003,319,319
1004,319,319
1005,25,25
1006,25,25
1007,25,25
1008,251,251
1009,251,251
1010,251,251
1011,123,123
1012,336,336
1013,181,181
1014,11,11
1015,65,65
1016,11,11
1017,378,378
1018,586,378
1019,378,378
1020,123,123
1021,181,66
1022,259,259
1023,137,137
1024,137,137
1025,137,137
1026,179,179
1027,346,346
1028,346,346
1029,119,119
1030,119,119
1031,119,119
1032,24,24
1033,404,404
1034,277,277
1035,355,355
1036,133,133
1037,133,133
1038,277,277
1039,277,277
1040,277,277
1041,138,138
1042,138,138
1043,138,298
1044,268,268
1045,268,268
1046,31,31
1047,179,179
1048,49,49
1049,49,49
1050,371,371
1051,371,371
1052,268,268
1053,176,176
1054,324,324
1055,401,401
1056,314,314
1057,314,314
1058,314,314
1059,146,146
1060,146,146
1061,237,237
1062,225,225
1063,225,225
1064,225,225
1065,140,140
1066,208,208
1067,208,208
1068,122,122
1069,122,122
1070,122,122
1071,89,89
1072,89,89
1073,89,89
1074,192,192
1075,192,192
1076,192,192
1077,364,364
1078,396,396
1079,396,396
1080,271,271
1081,271,271
1082,271,271
1083,48,48
1084,211,211
1085,142,142
1086,392,392
1087,215,215
1088,392,392
1089,202,202
1090,202,202
1091,202,202
1092,62,62
1093,62,62
1094,62,62
1095,92,92
1096,92,92
1097,92,92
1098,30,30
1099,30,30
1100,328,328
1101,83,83
1102,83,83
1103,83,83
1104,56,56
1105,315,315
1106,315,315
1107,297,297
1108,297,297
1109,297,297
1110,194,367
1111,163,163
1112,267,267
1113,386,386
1114,386,386
1115,282,282
1116,168,168
1117,168,168
1118,168,168
1119,5,5
1120,5,5
1121,5,5
1122,84,394
1123,388,388
1124,60,60
1125,379,379
1126,704,704
1127,379,379
1128,394,394
1129,274,274
1130,295,295
1131,20,20
1132,20,20
1133,20,20
1134,88,88
1135,313,313
1136,171,171
1137,138,138
1138,180,180
1139,141,141
1140,344,344
1141,154,154
1142,344,344
1143,23,23
1144,23,23
1145,23,23
1146,210,210
1147,210,210
1148,210,210
1149,329,329
1150,94,94
1151,66,66
1152,73,73
1153,73,73
1154,73,73
1155,162,162
1156,805,805
1157,12,12
1158,403,403
1159,288,288
1160,66,66
1161,58,58
1162,58,58
1163,58,58
1164,359,359
1165,266,266
1166,266,266
1167,299,299
1168,299,299
1169,1,1
1170,229,229
1171,229,229
1172,229,229
1173,313,313
1174,159,159
1175,313,313
1176,258,258
1177,258,258
1178,258,258
1179,352,352
1180,197,197
1181,164,164
1182,101,101
1183,101,101
1184,101,101
1185,134,134
1186,134,134
1187,273,273
1188,305,305
1189,305,305
1190,305,305
1191,159,159
1192,159,159
1193,159,159
1194,190,190
1195,190,190
1196,190,190
1197,54,54
1198,54,54
1199,54,54
1200,376,376
1201,18,18
1202,376,376
1203,243,243
1204,243,243
1205,243,243
1206,287,287
1207,287,287
1208,287,287
1209,333,333
1210,355,355
1211,196,196
1212,44,44
1213,44,44
1214,44,44
1215,317,317
1216,317,317
1217,317,317
1218,196,196
1219,345,345
1220,57,57
1221,303,303
1222,1,1
1223,166,166
1224,166,166
1225,178,178
1226,120,120
1227,139,139
1228,210,210
1229,83,83
1230,328,328
1231,366,366
1232,286,286
1233,287,287
1234,80,80
1235,206,206
1236,3,3
1237,398,398
1238,68,132
1239,319,319
1240,390,390
1241,179,179
1242,377,377
1243,225,225
1244,149,149
1245,22,22
1246,335,335
1247,403,403
1248,194,194
1249,78,78
1250,145,145
1251,393,393
1252,252,252
1253,189,189
1254,245,245
1255,158,158
1256,22,22
1257,111,111
1258,320,320
1259,210,210
1260,55,55
1261,259,259
1262,22,22
1263,249,249
1264,274,274
1265,84,84
1266,209,209
1267,162,162
1268,399,399
1269,374,374
1270,49,49
1271,370,370
1272,92,92
1273,70,70
1274,221,221
1275,337,337
1276,71,71
1277,221,221
1278,269,269
1279,262,262
1280,377,377
1281,403,403
1282,387,387
1283,23,23
1284,82,82
1285,197,197
1286,735,735
1287,55,55
1288,384,384
1289,259,259
1290,78,78
1291,181,89
1292,327,327
1293,105,105
1294,323,323
1295,41,41
1296,166,166
1297,114,114
1298,133,133
1299,293,293
1300,33,33
1301,274,274
1302,32,32
1303,397,397
1304,14,14
1305,106,106
1306,68,68
1307,259,259
1308,255,255
1309,332,332
1310,177,177
1311,392,392
1312,111,111
1313,269,269
1314,293,293
1315,394,394
1316,142,142
1317,269,269
1318,133,133
1319,88,88
1320,311,311
1321,421,421
1322,395,395
1323,377,377
1324,333,333
1325,194,194
1326,109,109
1327,166,166
1328,104,104
1329,233,233
1330,78,78
1331,35,35
1332,92,92
1333,84,84
1334,400,400
1335,101,101
1336,111,111
1337,298,298
1338,216,216
1339,52,52
1340,277,277
1341,88,88
1342,7,7
1343,323,323
1344,73,73
1345,247,247
1346,88,88
1347,134,134
1348,56,56
1349,168,168
1350,166,166
1351,125,125
1352,392,392
1353,254,254
1354,106,106
1355,71,71
1356,159,159
1357,373,373
1358,222,222
1359,97,97
1360,9,9
1361,118,118
1362,132,132
1363,389,389
1364,211,211
1365,301,301
1366,190,190
1367,249,249
1368,85,85
1369,355,355
1370,108,108
1371,211,211
1372,328,328
1373,295,295
1374,14,14
1375,362,362
1376,391,391
1377,130,130
1378,177,177
1379,130,130
1380,330,330
1381,9,9
1382,130,130
1383,373,373
1384,45,45
1385,199,440
1386,322,322
1387,36,36
1388,203,203
1389,165,165
1390,381,381
1391,134,342
1392,54,54
1393,14,14
1394,136,61
1395,195,195
1396,98,98
1397,245,245
1398,293,293
1399,25,25
1400,196,196
1401,321,321
1402,220,220
1403,360,360
1404,20,20
1405,55,55
1406,374,374
1407,180,180
1408,98,98
1409,310,310
1410,173,173
1411,326,326
1412,145,145
1413,183,183
1414,384,384
1415,24,24
1416,206,206
1417,31,31
1418,89,89
1419,166,166
1420,351,351
1421,317,317
1422,21,21
1423,168,168
1424,129,129
1425,220,220
1426,195,195
1427,45,45
1428,68,68
1429,27,27
1430,100,100
1431,329,329
1432,264,264
1433,111,111
1434,1,1
1435,166,166
1436,243,243
1437,272,272
1438,290,290
1439,404,404
1440,268,268
1441,134,134
1442,206,206
1443,36,36
1444,387,387
1445,225,225
1446,241,241
1447,144,144
1448,203,203
1449,247,247
1450,235,235
1451,9,9
1452,308,308
1453,347,7
1454,40,40
1455,335,335
1456,23,23
1457,65,65
1458,123,123
1459,123,123
1460,389,389
1461,245,245
1462,202,202
1463,365,365
1464,385,385
1465,218,218
1466,182,182
1467,170,170
1468,283,283
1469,175,175
1470,100,100
1471,192,192
1472,234,234
1473,271,271
1474,360,360
1475,192,192
1476,126,126
1477,145,145
1478,87,87
1479,14,14
1480,77,77
1481,56,56
1482,335,335
1483,340,340
1484,335,335
1485,45,45
1486,359,359
1487,89,89
1488,37,37
1489,334,334
1490,23,23
1491,334,334
1492,401,401
1493,401,401
1494,334,334
1495,205,205
1496,336,336
1497,138,138
1498,282,92
1499,106,106
1500,159,159
1501,71,71
1502,76,76
1503,200,200
1504,329,329
1505,23,23
1506,10,10
1507,199,199
1508,7,7
1509,243,243
1510,116,116
1511,244,244
1512,213,213
1513,320,320
1514,9,9
1515,79,79
1516,206,206
1517,180,180
1518,43,43
1519,88,88
1520,16,16
1521,219,219
1522,340,340
1523,60,60
1524,192,192
1525,347,347
1526,139,139
1527,389,389
1528,89,89
1529,110,110
1530,383,383
1531,328,328
1532,299,299
1533,405,405
1534,356,356
1535,250,250
1536,179,179
1537,131,131
1538,55,55
1539,183,183
1540,30,30
1541,31,31
1542,175,175
1543,220,220
1544,399,399
1545,363,363
1546,213,213
1547,379,379
1548,379,379
1549,160,160
1550,245,245
1551,94,94
1552,139,139
1553,224,224
1554,327,327
1555,353,353
1556,44,44
1557,49,49
1558,362,362
1559,168,168
1560,119,119
1561,214,214
1562,400,400
1563,133,133
1564,274,274
1565,246,246
1566,271,271
1567,210,210
1568,58,58
1569,137,137
1570,275,275
1571,175,175
1572,248,248
1573,10,10
1574,277,277
1575,184,184
1576,129,129
1577,195,195
1578,145,145
1579,274,274
1580,203,203
1581,53,53
1582,28,28
1583,308,308
1584,166,166
1585,103,103
1586,66,66
1587,145,145
1588,240,240
1589,339,339
1590,21,21
1591,128,128
1592,121,121
1593,187,187
1594,243,243
1595,343,343
1596,31,31
1597,171,171
1598,366,366
1599,65,65
1600,96,96
1601,266,266
1602,139,139
1603,159,159
1604,71,71
1605,109,109
1606,248,248
1607,250,250
1608,159,159
1609,166,166
1610,312,312
1611,6,6
1612,21,21
1613,346,346
1614,275,275
1615,333,333
1616,197,197
1617,171,171
1618,89,89
1619,292,292
1620,273,273
1621,338,338
1622,55,55
1623,56,56
1624,102,102
1625,196,196
1626,395,395
1627,54,54
1628,134,134
1629,299,299
1630,132,132
1631,257,257
1632,167,167
1633,187,187
1634,318,318
1635,10,10
1636,36,36
1637,35,35
1638,371,371
1639,255,140
1640,314,314
1641,41,41
1642,253,253
1643,346,346
1644,241,241
1645,54,54
1646,207,207
1647,326,326
1648,391,391
1649,255,255
1650,403,403
1651,19,19
1652,147,147
1653,351,351
1654,145,145
1655,322,322
1656,363,363
1657,162,162
1658,318,318
1659,247,247
1660,85,85
1661,49,49
1662,293,293
1663,162,162
1664,284,284
1665,84,31
1666,9,9
1667,301,301
1668,22,22
1669,14,14
1670,239,239
1671,174,174
1672,182,182
1673,323,323
1674,342,342
1675,269,269
1676,100,100
1677,184,184
1678,171,171
1679,159,159
1680,75,75
1681,320,320
1682,327,327
1683,126,126
1684,86,86
1685,382,382
1686,151,151
1687,334,334
1688,180,180
1689,5,5
1690,19,19
1691,94,94
1692,286,286
1693,340,340
1694,89,89
1695,34,34
1696,88,88
1697,247,247
1698,399,399
1699,213,213
1700,19,19
1701,134,273
1702,62,62
1703,256,256
1704,89,89
1705,366,366
1706,338,338
1707,357,357
1708,32,194
1709,148,148
1710,36,36
1711,221,221
1712,201,201
1713,399,399
1714,369,369
1715,220,220
1716,29,29
1717,168,168
1718,115,115
1719,64,64
1720,322,322
1721,314,314
1722,190,190
1723,129,129
1724,126,126
1725,387,387
1726,205,205
1727,224,224
1728,361,361
1729,129,129
1730,136,136
1731,388,388
1732,274,274
1733,269,269
1734,47,47
1735,397,397
1736,20,286
1737,301,301
1738,404,404
1739,399,399
1740,652,652
1741,320,320
1742,372,372
1743,166,166
1744,222,222
1745,42,42
1746,240,240
1747,51,51
1748,359,359
1749,108,108
1750,8,8
1751,230,230
1752,155,155
1753,266,266
1754,9,9
1755,190,190
1756,325,325
1757,92,92
1758,139,139
1759,62,62
1760,197,197
1761,225,225
1762,293,293
1763,55,55
1764,403,403
1765,28,28
1766,185,185
1767,213,213
1768,251,251
1769,212,212
1770,325,351
1771,178,178
1772,3,3
1773,370,370
1774,297,297
1775,35,35
1776,388,388
1777,378,378
1778,287,287
1779,271,271
1780,258,258
1781,95,95
1782,8,8
1783,269,269
1784,394,394
1785,260,260
1786,234,234
1787,0,0
1788,56,56
1789,343,343
1790,274,274
1791,129,129
1792,223,223
1793,166,166
1794,182,182
1795,248,248
1796,17,17
1797,44,44
1798,197,197
1799,285,285
1800,102,102
1801,75,75
1802,66,66
1803,403,403
1804,368,368
1805,53,53
1806,36,36
1807,6,6
1808,197,197
1809,187,187
1810,154,154
1811,280,280
1812,194,194
1813,333,333
1814,74,74
1815,46,46
1816,60,60
1817,380,380
1818,98,98
1819,209,209
1820,10,10
1821,86,86
1822,184,184
1823,264,264
1824,339,339
1825,332,332
1826,288,288
1827,334,398
1828,65,65
1829,230,230
1830,31,31
1831,98,98
1832,311,311
1833,168,168
1834,325,325
1835,82,82
1836,379,379
1837,7,7
1838,247,247
1839,55,55
1840,218,218
1841,369,369
1842,293,293
1843,32,32
1844,22,22
1845,366,366
1846,208,208
1847,332,332
1848,398,398
1849,369,369
1850,40,40
1851,390,390
1852,7,7
1853,153,153
1854,380,380
1855,121,121
1856,5,5
1857,229,229
1858,188,188
1859,130,130
1860,310,310
1861,255,255
1862,121,121
1863,378,378
1864,158,3
1865,87,87
1866,252,252
1867,213,213
1868,114,114
1869,250,250
1870,175,175
1871,86,86
1872,395,395
1873,181,181
1874,325,325
1875,207,207
1876,123,123
1877,240,240
1878,79,79
1879,260,260
1880,295,295
1881,19,19
1882,124,124
1883,319,319
1884,99,99
1885,381,381
1886,106,106
1887,220,220
1888,126,126
1889,397,397
1890,277,277
1891,301,301
1892,384,384
1893,108,108
1894,86,86
1895,377,377
1896,248,248
1897,105,105
1898,33,33
1899,249,249
1900,342,342
1901,6,6
1902,266,266
1903,362,362
1904,86,86
1905,313,313
1906,230,230
1907,59,59
1908,370,370
1909,371,371
1910,284,284
1911,206,206
1912,248,248
1913,318,318
1914,271,271
1915,26,26
1916,14,14
1917,303,303
1918,110,110
1919,340,340
1920,399,399
1921,382,382
1922,274,274
1923,61,61
1924,357,357
1925,150,150
1926,209,209
1927,322,322
1928,340,340
1929,334,334
1930,182,182
1931,184,184
1932,11,11
1933,207,207
1934,107,107
1935,394,394
1936,309,309
1937,252,252
1938,385,385
1939,187,187
1940,284,284
1941,243,243
1942,185,185
1943,36,36
1944,204,204
1945,69,69
1946,348,348
1947,335,335
1948,35,35
1949,399,399
1950,229,229
1951,155,155
1952,317,317
1953,206,206
1954,329,329
1955,3,3
1956,229,229
1957,181,181
1958,213,213
1959,110,110
1960,222,222
1961,308,308
1962,124,124
1963,203,203
1964,351,351
1965,270,270
1966,380,380
1967,100,100
1968,195,195
1969,194,194
1970,251,251
1971,106,106
1972,78,78
1973,84,84
1974,339,339
1975,47,47
1976,130,130
1977,360,360
1978,95,95
1979,293,293
1980,79,79
1981,287,287
1982,102,102
1983,33,33
1984,181,181
1985,197,197
1986,195,195
1987,362,362
1988,41,41
1989,44,44
1990,215,215
1991,62,62
1992,273,273
1993,301,301
1994,105,105
1995,89,89
1996,192,192
1997,126,259
1998,374,374
1999,89,89
2000,229,229
2001,323,323
2002,386,386
2003,325,325
2004,231,231
2005,203,203
2006,243,243
2007,30,30
2008,77,77
2009,293,293
2010,49,49
2011,368,368
2012,180,180
2013,163,163
2014,37,37
2015,49,49
2016,110,110
2017,29,29
2018,85,85
2019,281,281
2020,208,208
2021,362,362
2022,236,236
2023,356,356
2024,74,74
2025,284,284
2026,224,224
2027,211,211
2028,243,243
2029,279,279
2030,219,219
2031,327,327
2032,301,301
2033,16,16
2034,297,297
2035,281,281
2036,189,189
2037,93,93
2038,167,167
2039,354,354
2040,306,306
2041,240,240
2042,360,360
2043,33,33
2044,26,26
2045,159,159
2046,287,287
2047,207,207
2048,276,276
2049,347,347
2050,181,181
2051,40,40
2052,217,217
2053,321,321
2054,3,3
2055,365,365
2056,7,7
2057,31,31
2058,110,110
2059,193,193
2060,131,131
2061,36,36
2062,390,390
2063,149,149
2064,77,77
2065,71,71
2066,368,368
2067,100,100
2068,303,303
2069,77,77
2070,191,191
2071,193,193
2072,345,345
2073,177,177
2074,309,309
2075,308,308
2076,160,160
2077,118,118
2078,109,109
2079,335,335
2080,516,516
2081,64,64
2082,118,118
2083,109,109
2084,131,131
2085,92,92
2086,327,327
2087,236,236
2088,5,251
2089,251,251
2090,250,250
2091,173,173
2092,113,113
2093,41,41
2094,273,273
2095,153,153
2096,345,345
2097,401,401
2098,104,104
2099,259,259
2100,257,257
2101,385,385
2102,237,237
2103,148,216
2104,251,251
2105,274,274
2106,312,312
2107,147,147
2108,245,245
2109,220,220
2110,397,397
2111,216,216
2112,162,162
2113,353,353
2114,41,41
2115,237,237
2116,49,49
2117,305,305
2118,390,390
2119,327,327
2120,78,78
2121,385,385
2122,318,318
2123,233,233
2124,158,158
2125,305,305
2126,28,28
2127,102,102
2128,222,222
2129,78,78
2130,77,77
2131,110,110
2132,115,115
2133,254,254
2134,209,209
2135,89,89
2136,61,61
2137,110,110
