ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5
148,347,79,149,54,699,33
149,343,631,216,614,798,266
150,787,586,558,490,130,371
151,479,388,11,43,234,345
152,518,322,155,0,162,165
153,748,633,184,84,244,191
154,656,206,173,246,9,266
155,298,490,439,499,764,342
156,157,284,459,173,593,101
157,239,194,49,645,421,54
158,21,153,635,481,108,798
159,435,247,643,262,570,10
160,382,287,25,123,109,136
161,561,192,213,596,468,379
162,401,132,413,663,69,174
163,728,725,243,480,805,208
164,652,359,618,563,593,480
165,278,678,394,160,419,327
166,786,345,721,697,423,50
167,682,742,416,712,457,590
168,168,629,797,616,473,196
169,547,328,175,285,241,35
170,338,380,455,146,309,651
171,759,580,8,265,570,491
172,394,240,199,243,311,411
173,197,75,650,25,808,449
174,303,149,190,22,492,249
175,781,629,387,722,89,363
176,694,287,499,510,555,786
177,211,585,536,174,615,344
178,778,19,333,699,715,658
179,583,293,727,455,207,269
180,276,372,747,326,744,619
181,462,745,260,149,346,520
182,170,634,6,447,518,232
183,183,66,143,45,139,296
184,174,701,353,275,87,89
185,481,722,205,446,78,644
186,389,384,175,95,387,208
187,522,382,347,708,213,25
188,278,416,207,196,222,66
189,603,320,119,95,9,622
190,382,696,541,762,303,225
191,109,648,631,481,128,661
192,528,22,0,173,579,161
193,732,40,602,414,211,186
194,194,216,679,515,256,49
195,349,339,222,73,74,345
196,166,717,317,106,31,236
197,314,134,210,259,31,376
198,133,131,274,417,805,428
199,779,708,677,677,769,466
200,189,189,347,237,811,435
201,384,174,310,60,239,328
202,88,440,1,142,803,226
203,319,367,522,148,596,347
204,735,17,424,807,223,464
205,633,599,110,299,389,79
206,775,696,467,158,689,696
207,369,369,369,194,369,703
208,343,217,363,553,22,402
209,371,773,223,482,598,807
210,559,418,610,779,439,483
211,531,507,791,449,110,695
212,394,652,519,530,249,233
213,437,723,185,620,319,229
214,480,53,634,480,567,89
215,182,241,19,367,689,26
216,293,547,205,469,345,171
217,329,34,787,64,318,129
218,275,453,521,578,167,182
219,608,352,638,261,84,328
220,161,632,335,545,141,32
221,769,511,364,323,161,169
222,792,665,417,6,32,377
223,184,486,166,354,338,810
224,334,192,274,74,182,556
225,19,346,174,335,139,632
226,747,518,213,447,35,769
227,36,203,601,518,30,370
228,264,727,186,25,42,635
229,601,97,794,222,701,335
230,802,102,237,75,298,143
231,58,250,106,674,758,320
232,237,219,240,171,341,214
233,776,712,401,790,17,37
234,806,187,381,98,373,215
235,217,276,123,112,170,121
236,60,287,653,287,196,381
237,411,95,778,340,470,494
238,166,344,360,153,777,77
239,419,791,711,171,724,578
240,669,80,69,137,165,192
241,117,173,472,115,333,171
242,742,700,36,794,297,568
243,103,263,479,648,337,11
244,346,208,358,36,801,537
245,339,362,162,332,509,684
246,446,337,115,205,101,303
247,504,162,60,780,446,496
248,192,602,185,811,352,111
249,578,335,378,712,327,619
250,136,170,213,776,261,159
251,431,400,347,26,243,26
252,269,364,317,338,404,161
253,393,429,3,134,325,109
254,663,100,493,636,187,37
255,639,638,166,549,697,807
256,542,166,387,740,807,599
257,118,654,142,649,530,710
258,399,675,505,136,224,118
259,251,15,196,763,509,650
260,551,580,492,375,709,40
261,402,654,348,432,282,184
262,92,54,74,159,436,416
263,78,560,64,340,173,231
264,385,26,149,379,323,174
265,578,354,337,86,399,221
266,187,68,436,623,223,29
267,143,695,677,391,499,139
268,110,730,150,36,509,190
269,410,600,791,399,609,105
270,679,390,40,284,255,200
271,623,473,421,552,620,385
272,274,126,518,635,321,435
273,92,114,397,193,9,231
274,642,371,55,388,339,718
275,186,650,439,732,697,574
276,206,618,595,289,195,374
277,435,638,310,170,247,470
278,688,108,681,402,132,613
279,15,11,203,680,202,804
280,121,105,39,45,749,654
281,105,712,32,280,800,521
282,356,479,766,491,364,65
283,778,89,358,110,684,156
284,511,111,778,334,424,356
285,69,133,245,713,433,247
286,793,509,784,234,94,400
287,339,799,131,220,274,74
288,213,281,673,515,751,724
289,726,287,388,507,338,553
290,492,730,420,607,3,706
291,60,121,7,521,244,537
292,69,26,633,249,142,574
293,686,614,514,633,664,724
294,152,20,576,702,576,321
295,139,6,487,446,345,389
296,468,196,707,794,682,730
297,136,405,334,799,211,240
298,160,541,60,221,259,449
299,83,148,22,10,364,632
300,362,409,44,776,803,245
301,334,746,361,774,206,322
302,293,293,451,276,413,332
303,776,768,683,392,703,176
304,102,697,193,684,332,209
305,170,29,6,503,770,780
306,797,506,40,216,619,463
307,224,339,91,660,89,493
308,159,355,105,225,256,197
309,140,21,35,743,130,4
310,211,508,401,368,749,382
311,794,595,548,620,221,265
312,448,510,679,195,200,81
313,298,343,695,562,402,686
314,406,498,507,695,530,661
315,542,343,233,151,783,553
316,598,121,138,31,632,33
317,506,272,31,449,293,211
318,103,381,517,384,612,202
319,691,751,524,195,139,398
320,393,800,208,106,44,668
321,181,285,572,184,244,118
322,429,454,292,350,723,489
323,571,140,187,459,195,136
324,507,545,705,166,83,661
325,749,713,684,320,530,736
326,383,335,808,648,648,218
327,193,204,17,121,13,184
328,220,451,556,517,389,260
329,409,170,626,488,674,77
330,660,153,733,787,510,575
331,126,32,694,794,328,534
332,219,560,504,448,348,552
333,309,250,370,401,184,159
334,354,526,49,382,236,276
335,402,798,468,244,570,529
336,634,366,299,652,114,492
337,339,297,98,399,373,34
338,682,116,617,14,479,91
339,23,39,173,290,137,91
340,536,484,759,5,651,148
341,496,211,214,40,168,111
342,620,187,747,717,276,439
343,624,36,380,375,162,244
344,559,233,552,204,535,553
345,521,108,537,783,799,249
346,220,311,735,279,68,487
347,586,545,689,526,472,256
348,245,654,98,504,217,141
349,165,407,740,66,234,274
350,748,720,105,645,151,696
351,92,549,334,592,515,148
352,256,17,672,185,511,178
353,596,154,6,684,502,331
354,531,544,721,224,98,656
355,19,580,257,205,259,555
356,258,245,789,575,177,275
357,31,53,625,36,370,78
358,148,121,633,427,563,732
359,361,64,771,253,610,220
360,230,100,86,143,45,370
361,771,374,711,633,679,420
362,103,780,499,256,603,448
363,679,262,458,766,775,218
364,691,140,771,691,341,14
365,264,797,81,318,168,354
366,264,565,677,686,40,722
367,69,588,550,292,382,322
368,811,412,701,615,420,425
369,362,106,26,283,627,567
370,220,328,23,503,396,674
371,171,763,35,80,130,33
372,40,179,282,722,591,402
373,53,318,346,524,511,274
374,248,37,511,797,100,397
375,234,787,110,524,0,217
376,597,466,240,432,181,84
377,435,336,288,379,252,55
378,723,528,79,307,541,584
379,224,159,118,58,432,221
380,123,804,339,477,448,537
381,448,560,713,461,374,14
382,507,666,244,302,749,715
383,56,140,32,0,433,354
384,132,225,254,281,23,5
385,116,363,231,675,331,202
386,451,129,264,477,126,521
387,403,133,205,335,293,107
388,730,19,741,456,758,476
389,445,514,218,766,789,679
390,237,262,274,352,522,797
391,477,572,337,376,169,580
392,11,458,473,805,769,65
393,433,97,750,617,563,740
394,160,695,472,624,445,335
395,618,293,325,721,64,67
396,652,197,344,449,436,310
397,412,657,407,706,472,424
398,651,148,31,117,491,423
399,337,250,32,449,157,673
400,297,780,272,140,376,308
401,370,754,93,675,788,111
402,238,467,778,278,343,65
403,340,433,648,387,427,401
404,740,33,220,559,681,568
405,751,257,613,231,280,633
406,224,156,100,648,675,809
407,543,231,714,321,570,91
408,345,87,360,380,417,74
409,55,761,234,89,498,400
410,234,537,204,380,448,215
411,389,325,633,748,77,387
412,578,593,571,458,95,136
413,452,749,586,661,759,602
414,311,68,7,507,589,197
415,663,158,55,771,544,171
416,292,68,159,486,620,483
417,352,381,591,10,239,336
418,334,187,129,547,187,241
419,792,669,728,362,239,787
420,11,343,193,299,464,686
421,607,631,456,141,373,656
422,122,14,666,332,207,751
423,601,221,225,125,528,284
424,538,11,30,609,805,322
425,793,114,177,758,105,376
426,46,537,154,732,750,762
427,652,686,795,246,732,696
428,88,262,737,612,523,698
429,170,787,388,712,280,773
430,190,773,68,647,508,79
431,633,698,224,308,501,517
432,314,481,416,34,231,714
433,91,691,746,60,360,681
434,517,78,462,378,645,136
435,320,808,56,544,561,250
436,700,105,237,262,712,53
437,389,805,690,338,111,527
438,65,237,263,313,221,155
439,61,650,717,195,445,342
440,680,473,644,599,807,489
441,380,380,380,380,223,477
442,14,186,256,278,336,783
443,126,395,618,742,251,740
444,24,661,563,718,422,606
445,537,189,559,394,433,108
446,639,155,672,2,563,711
447,310,561,673,721,563,593
448,123,307,339,754,530,423
449,630,365,509,205,469,107
450,121,297,137,467,93,732
451,714,412,298,755,623,383
452,785,674,545,575,91,379
453,580,377,46,655,286,190
454,682,196,102,407,792,551
455,701,258,693,730,780,435
456,330,787,758,448,34,74
457,429,174,364,225,480,730
458,378,199,156,75,112,768
459,308,509,417,700,166,785
460,481,323,183,253,592,169
461,602,602,656,411,594,752
462,723,383,8,84,72,395
463,653,340,106,132,215,485
464,808,448,519,602,808,14
465,53,540,108,92,45,283
466,190,6,197,800,507,555
467,446,399,3,121,577,13
468,651,508,19,811,768,138
469,757,356,722,588,312,67
470,660,567,811,510,580,501
471,474,339,576,67,269,293
472,305,395,40,253,694,407
473,724,347,74,268,499,108
474,252,661,276,479,479,782
475,111,762,429,796,464,192
476,791,530,210,274,571,178
477,607,671,477,362,760,36
478,179,470,487,88,627,637
479,372,241,362,583,655,484
480,159,100,129,99,189,689
481,45,620,107,354,367,676
482,709,472,182,463,306,14
483,584,276,189,510,634,334
484,522,623,100,638,213,69
485,54,552,29,220,53,648
486,249,571,498,639,761,340
487,672,257,431,141,175,177
488,235,135,307,450,406,496
489,23,610,727,256,705,423
490,228,0,131,14,508,754
491,667,308,508,161,741,414
492,468,301,595,390,364,351
493,272,560,215,223,712,591
494,55,274,317,762,663,689
495,337,121,50,65,158,0
496,484,185,46,781,380,639
497,732,108,704,244,720,110
498,708,653,390,444,126,234
499,356,160,206,40,525,107
500,336,456,760,229,23,115
501,335,705,322,263,376,748
502,16,605,201,652,79,732
503,55,347,162,243,584,510
504,153,153,153,153,249,657
505,643,526,750,498,654,470
506,332,55,498,25,158,54
507,611,481,71,547,319,229
508,166,54,661,295,264,596
509,261,9,290,548,237,25
510,323,174,638,163,502,557
511,653,663,43,449,803,479
512,515,381,390,127,716,9
513,538,184,0,221,691,698
514,652,509,623,684,548,42
515,611,514,803,270,370,86
516,553,246,197,382,775,527
517,566,388,382,382,391,262
518,499,706,14,479,213,373
519,388,675,584,316,508,6
520,684,171,117,119,120,157
521,373,737,758,1,259,130
522,140,290,196,747,773,339
523,330,205,323,252,333,10
524,773,342,325,128,195,313
525,121,531,468,490,512,791
526,526,189,363,557,10,105
527,638,514,520,218,770,55
528,661,645,689,401,741,295
529,517,137,190,213,162,174
530,624,435,584,42,391,418
531,754,658,608,345,527,75
532,419,56,69,424,112,698
533,775,695,47,502,498,446
534,228,80,221,683,556,249
535,784,581,327,429,502,695
536,609,588,794,423,102,803
537,323,722,600,13,163,167
538,767,542,519,549,608,28
539,535,563,697,466,382,547
540,679,102,245,308,237,778
541,417,648,303,334,520,28
542,284,523,259,116,174,108
543,79,280,145,656,517,401
544,111,777,705,549,773,120
545,184,323,652,553,732,86
546,778,505,346,446,503,411
547,498,418,98,529,624,61
548,117,287,449,598,689,413
549,638,479,673,0,104,549
550,778,209,8,84,541,574
551,517,130,55,231,243,574
552,609,712,602,320,774,527
553,145,714,159,244,184,395
554,366,776,283,625,420,635
555,752,44,731,4,184,406
556,8,643,630,776,347,752
557,735,632,167,167,432,170
558,562,340,657,773,489,583
559,755,418,537,432,76,408
560,172,646,553,553,787,107
561,797,100,100,30,597,345
562,385,364,139,58,650,65
563,701,804,375,709,177,420
564,380,658,690,243,130,790
565,136,141,284,180,322,322
566,71,256,147,274,263,657
567,78,306,19,41,793,759
568,185,103,283,95,294,290
569,347,427,351,705,592,395
570,512,316,65,754,360,756
571,87,172,387,604,578,372
572,240,1,28,340,305,805
573,296,479,100,493,223,389
574,729,633,121,136,374,622
575,224,17,470,560,2,345
576,143,451,660,645,653,377
577,312,165,34,259,778,298
578,115,584,671,435,308,234
579,196,294,66,9,259,73
580,44,742,126,247,206,636
581,356,230,303,41,728,195
582,360,651,603,663,648,642
583,266,638,426,503,795,403
584,371,775,810,488,518,451
585,354,354,331,678,466,468
586,745,295,96,556,399,345
587,120,512,252,509,37,726
588,312,111,602,364,794,229
589,721,372,773,447,210,603
590,205,573,335,753,196,327
591,35,687,658,30,538,138
592,450,182,194,635,361,170
593,101,766,580,539,770,530
594,515,384,682,619,525,585
595,374,3,535,640,458,395
596,104,578,718,688,172,503
597,80,223,88,726,372,387
598,593,387,151,69,84,364
599,541,467,479,390,179,40
600,328,264,633,487,704,559
601,340,98,237,237,50,92
602,110,682,23,293,691,100
603,89,758,10,140,686,553
604,121,503,515,140,279,493
605,770,220,630,317,131,677
606,197,433,672,180,442,153
607,49,197,610,210,804,346
608,394,476,413,376,432,619
609,309,26,6,149,493,439
610,149,538,170,283,43,240
611,190,810,724,374,614,182
612,789,142,647,579,344,444
613,208,285,223,223,698,348
614,45,251,493,804,323,525
615,54,309,277,555,106,406
616,43,517,787,423,742,610
617,168,390,186,347,86,510
618,222,180,340,346,318,439
619,674,481,786,274,216,86
620,245,16,160,45,465,405
621,458,739,530,55,217,62
622,618,455,153,54,515,224
623,105,457,239,524,219,592
624,3,3,3,3,3,644
625,675,679,784,86,722,571
626,376,123,500,448,215,788
627,705,666,433,557,653,329
628,388,787,545,537,108,79
629,517,55,762,603,174,0
630,498,586,419,432,167,394
631,659,248,379,648,383,403
632,495,353,678,719,276,801
633,6,101,98,115,674,465
634,411,458,326,551,635,246
635,624,437,295,402,123,29
636,112,466,363,311,282,639
637,666,25,519,252,238,578
638,398,533,306,570,385,625
639,306,788,765,776,721,208
640,724,213,277,766,467,716
641,174,215,477,715,458,512
642,798,568,251,583,654,705
643,332,250,711,571,777,5
644,733,30,581,142,216,29
645,395,724,153,578,787,787
646,654,548,152,100,592,158
647,259,383,184,325,401,734
648,20,122,606,87,623,333
649,31,588,511,802,103,782
650,340,340,440,420,318,298
651,368,325,405,513,801,762
652,28,642,197,491,547,681
653,483,195,389,552,522,788
654,190,322,170,256,17,121
655,23,422,184,308,490,271
656,338,479,500,624,132,167
657,241,250,466,273,468,170
658,178,657,81,218,366,98
659,241,144,714,508,505,652
660,790,3,173,136,93,19
661,404,782,379,211,385,677
662,70,55,713,436,691,313
663,697,395,508,49,372,523
664,517,809,301,51,361,188
665,472,20,736,335,491,225
666,273,36,671,665,260,455
667,384,19,540,518,216,529
668,151,634,222,191,230,128
669,667,382,786,472,638,60
670,380,293,206,131,526,557
671,487,486,187,634,111,51
672,414,712,5,119,481,655
673,476,197,62,296,521,654
674,387,393,570,686,413,602
675,570,309,294,495,216,374
676,543,714,524,751,367,55
677,106,549,770,583,486,658
678,550,23,194,113,100,278
679,194,421,674,257,686,162
680,125,543,677,52,121,718
681,794,794,501,590,274,80
682,361,619,127,790,789,369
683,648,115,596,648,225,0
684,488,423,215,0,84,747
685,231,715,695,303,451,161
686,295,24,147,205,5,760
687,23,306,259,97,663,530
688,342,259,82,145,666,453
689,188,554,173,335,418,754
690,774,383,780,707,677,521
691,290,29,598,312,539,312
692,757,445,809,451,322,206
693,6,168,800,100,330,539
694,257,636,202,80,493,556
695,384,735,607,372,464,540
696,303,401,0,175,613,285
697,604,687,687,463,779,210
698,669,792,260,329,206,215
699,598,661,724,749,519,570
700,49,234,570,380,107,693
701,215,57,209,197,371,135
702,311,553,761,63,85,404
703,734,259,622,259,259,184
704,659,562,735,107,668,539
705,458,692,347,512,479,709
706,638,206,224,238,206,471
707,592,110,455,718,504,281
708,387,492,22,204,165,106
709,204,543,440,25,388,187
710,750,148,135,537,646,612
711,602,309,343,324,96,330
712,234,92,183,401,808,75
713,174,791,791,268,66,177
714,801,398,723,205,106,638
715,570,52,610,627,514,491
716,740,484,370,394,759,479
717,420,283,446,102,428,493
718,381,281,568,312,412,789
719,392,673,364,446,130,255
720,317,427,414,289,473,103
721,19,507,365,409,717,562
722,153,643,713,25,364,635
723,761,737,389,688,114,802
724,487,192,456,16,675,515
725,426,9,545,71,389,571
726,463,602,650,389,739,688
727,508,193,734,548,434,263
728,691,677,206,782,721,464
729,9,617,571,599,585,644
730,101,447,391,449,18,380
731,469,165,630,156,13,645
732,644,801,208,206,440,490
733,34,735,287,747,596,162
734,297,88,379,213,224,5
735,507,25,312,213,809,231
736,763,797,225,109,306,100
737,558,375,527,662,779,443
738,366,170,537,401,182,182
739,28,99,472,131,111,429
740,609,494,325,185,417,229
741,121,357,485,41,335,465
742,768,761,789,25,511,662
743,59,505,736,347,515,658
744,262,662,240,289,592,167
745,433,507,600,348,253,562
746,153,498,426,194,630,243
747,634,701,0,389,336,238
748,126,96,651,703,415,561
749,84,369,0,29,616,318
750,274,313,679,131,220,637
751,342,698,745,346,295,761
752,28,179,41,379,416,783
753,108,160,678,338,98,443
754,749,711,719,711,332,23
755,419,598,297,185,643,419
756,596,104,139,633,57,131
757,224,252,26,278,775,252
758,139,576,678,359,368,690
759,322,408,639,55,646,112
760,560,628,167,807,358,571
761,711,419,789,572,689,311
762,696,408,529,185,724,110
763,742,591,689,701,663,6
764,6,665,28,384,708,476
765,429,803,302,773,618,169
766,699,575,797,783,110,691
767,501,224,523,794,19,309
768,86,605,66,685,188,14
769,112,40,366,221,615,558
770,103,433,216,359,536,257
771,686,186,750,559,437,803
772,799,422,542,686,549,471
773,783,759,343,704,217,382
774,289,700,780,232,255,746
775,755,408,521,448,658,189
776,81,730,159,336,424,112
777,175,608,652,668,661,200
778,193,158,549,209,268,670
779,555,162,534,711,118,179
780,5,806,159,275,65,252
781,722,195,390,251,517,345
782,333,222,631,283,786,238
783,5,635,5,515,173,520
784,143,307,560,553,141,138
785,789,402,179,143,421,797
786,533,285,13,678,450,244
787,467,424,723,322,645,693
788,658,111,549,69,220,203
789,371,43,457,698,661,711
790,556,440,274,366,536,568
791,792,660,765,569,698,724
792,280,628,339,488,626,47
793,355,809,95,88,496,478
794,335,379,283,674,273,257
795,736,257,364,784,509,169
796,281,468,206,287,184,141
797,121,610,224,341,285,215
798,89,36,674,724,255,345
799,78,650,256,213,511,104
800,629,196,429,407,216,639
801,692,770,329,231,224,794
802,297,394,735,338,16,68
803,251,19,107,174,373,133
804,260,88,444,524,346,32
805,803,539,0,35,630,69
806,557,526,705,506,287,310
807,303,0,714,634,162,482
808,240,536,159,551,673,41
809,240,537,512,334,30,346
810,185,576,712,792,700,231
811,213,283,207,416,319,595
812,477,384,635,429,74,184
813,719,663,499,451,667,593
814,293,788,786,523,786,80
815,319,26,237,203,4,204
816,219,416,706,38,348,362
817,511,194,7,633,559,382
818,684,25,382,132,334,409
819,135,7,271,368,468,107
820,366,293,308,103,696,185
821,600,408,320,519,120,172
822,414,483,579,585,596,280
823,499,722,499,505,308,364
824,687,477,631,301,251,392
825,494,576,662,74,98,171
826,518,486,780,373,338,471
827,416,169,216,638,185,229
828,583,371,440,244,586,215
829,149,204,377,695,660,565
830,298,749,787,167,135,182
831,197,98,124,244,553,76
832,533,121,506,189,470,571
833,613,721,456,513,60,118
834,617,620,258,548,446,80
835,292,269,570,339,685,143
836,632,652,249,104,595,809
837,731,339,770,169,540,492
838,414,515,484,262,458,623
839,149,417,598,775,64,501
840,260,723,243,274,224,14
841,579,377,709,4,606,295
842,569,348,610,212,60,541
843,157,625,780,730,280,249
844,260,254,570,248,179,385
845,75,557,456,487,455,45
846,763,249,114,333,619,181
847,214,609,62,67,468,47
848,553,110,574,16,336,46
849,776,420,616,591,793,703
850,327,517,523,797,780,535
851,327,263,68,78,800,139
852,215,789,639,466,452,473
853,645,110,609,399,730,474
854,24,281,577,399,168,730
855,334,713,681,361,653,334
856,571,481,289,498,690,77
857,49,360,379,23,508,608
858,790,804,44,41,157,714
859,381,747,607,1,499,749
860,671,667,789,58,636,538
861,792,341,580,671,693,364
862,758,594,572,733,257,6
863,780,588,728,701,580,707
864,8,380,146,506,525,284
865,383,249,108,439,749,136
866,734,346,250,560,36,637
867,327,151,115,42,99,213
868,356,515,380,123,702,719
869,213,174,185,429,416,680
870,680,538,194,323,161,131
871,658,436,577,523,364,104
872,194,741,342,496,596,295
873,110,56,394,558,89,290
874,457,289,347,468,807,759
875,328,739,353,634,526,209
876,629,274,436,643,640,800
877,459,263,189,742,148,279
878,287,805,517,65,273,481
879,124,688,791,89,289,276
880,711,301,382,129,332,279
881,107,318,394,530,259,737
882,437,446,292,292,313,244
883,358,695,29,177,490,287
884,547,389,377,293,639,478
885,426,50,185,50,119,269
886,332,270,345,597,66,253
887,186,323,243,610,252,485
888,236,224,84,422,255,100
889,169,779,440,236,123,665
890,766,281,256,713,161,139
891,285,505,314,705,104,638
892,36,759,380,307,406,560
893,634,524,509,798,274,388
894,377,673,189,518,207,715
895,78,420,100,798,27,207
896,104,633,389,622,104,318
897,169,262,7,804,626,311
898,404,325,385,71,162,155
899,111,521,131,169,215,559
900,141,477,292,333,595,544
901,393,86,355,469,174,681
902,376,513,137,317,67,624
903,202,196,161,71,768,406
904,130,809,314,667,340,518
905,597,256,103,367,802,500
906,102,147,263,748,255,40
907,515,453,580,505,663,401
908,496,635,727,407,503,280
909,33,336,530,369,369,345
910,424,590,229,749,242,140
911,411,543,162,24,757,771
912,119,654,111,713,713,769
913,601,707,251,434,671,106
914,354,568,0,624,432,17
915,742,806,222,101,447,668
916,313,19,646,671,245,623
917,338,482,69,159,56,14
918,325,444,252,145,600,686
919,168,638,390,283,230,449
920,195,281,370,313,433,363
921,69,362,706,68,781,121
922,38,157,105,746,206,792
923,71,42,796,491,739,221
924,121,264,28,556,29,623
925,656,550,634,398,337,632
926,805,326,206,334,34,195
927,180,345,397,9,394,89
928,512,484,504,413,104,567
929,179,518,261,768,66,171
930,689,696,624,530,571,167
931,314,380,45,810,264,282
932,804,317,246,126,717,195
933,687,241,587,620,409,28
934,780,196,194,143,752,468
935,13,414,523,517,40,253
936,229,115,698,585,230,467
937,160,230,145,230,211,420
938,80,769,764,253,343,632
939,501,804,257,257,747,130
940,187,257,179,508,760,798
941,323,281,556,381,412,246
942,177,631,671,377,308,109
943,618,230,671,804,363,110
944,66,377,230,123,369,369
945,583,676,517,667,230,206
946,131,451,553,187,477,807
947,742,375,21,319,284,301
948,42,366,455,42,472,491
949,343,433,799,737,189,610
950,42,225,416,42,75,596
951,725,126,387,138,524,79
952,140,252,170,781,273,279
953,749,382,676,789,427,247
954,490,134,346,351,416,179
955,140,53,79,381,87,200
956,787,446,378,283,183,666
957,334,6,411,779,523,448
958,334,682,79,757,778,629
959,127,797,334,679,308,743
960,119,701,161,87,131,44
961,319,487,606,742,269,184
962,264,325,114,693,94,763
963,322,417,101,303,54,520
964,702,496,489,213,162,179
965,626,517,213,663,800,178
966,529,83,542,7,290,797
967,387,7,108,14,778,434
968,509,311,732,217,406,388
969,554,577,387,630,130,179
970,688,12,695,633,150,3
971,340,237,174,233,423,49
972,696,269,11,159,7,265
973,174,190,262,190,349,658
974,737,689,484,172,413,687
975,203,202,29,325,484,287
976,121,512,69,711,481,157
977,808,7,266,340,69,623
978,159,765,513,632,233,438
979,352,593,167,497,62,108
980,117,354,777,469,666,311
981,100,358,618,303,356,403
982,60,612,370,104,96,150
983,479,713,366,60,683,258
984,689,195,448,603,77,366
985,340,6,264,424,269,491
986,303,32,780,68,272,189
987,216,696,19,4,91,496
988,141,669,505,26,496,182
989,736,580,276,321,95,696
990,30,540,581,606,434,623
991,181,109,748,317,724,345
992,203,577,746,463,411,614
993,583,340,126,586,603,378
