ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5
329,756,522,191,339,726,339
330,211,211,211,58,108,653
331,317,794,623,578,743,694
332,22,690,635,593,620,448
333,452,697,153,9,450,370
334,553,354,696,562,707,543
335,305,476,523,130,483,57
336,449,53,500,663,54,770
337,657,30,41,41,45,327
338,709,709,515,361,361,361
339,525,331,641,158,97,646
340,711,292,533,539,43,340
341,524,679,364,543,481,576
342,724,792,792,389,725,789
343,382,382,382,361,66,654
344,0,0,69,234,173,180
345,2,603,589,77,545,545
346,217,217,217,466,326,295
347,557,132,557,542,249,661
348,326,111,337,92,612,557
349,282,282,698,496,343,363
350,207,207,253,109,455,321
351,779,541,509,735,514,806
352,334,42,78,413,417,165
353,454,454,454,83,7,562
354,35,35,35,521,381,623
355,6,309,78,329,803,594
356,785,785,785,591,241,123
357,303,53,79,779,340,417
358,589,589,589,302,394,197
359,171,118,171,373,360,360
360,478,478,478,379,87,619
361,20,9,491,799,787,490
362,157,157,157,157,255,446
363,551,680,784,598,569,758
364,586,586,309,360,237,262
365,677,677,682,467,256,677
366,627,407,286,213,673,487
367,382,195,195,177,463,308
368,434,691,648,758,327,486
369,549,435,549,688,88,506
370,6,6,6,88,26,565
371,174,509,464,712,136,486
372,612,499,382,787,805,264
373,150,150,150,40,150,193
374,139,139,139,0,287,103
375,375,142,375,119,489,568
376,249,379,808,662,672,135
377,544,588,447,447,87,297
378,395,492,273,691,613,540
379,118,325,325,31,221,775
380,319,319,379,736,378,358
381,337,337,545,418,108,56
382,662,98,653,300,711,465
383,433,39,14,77,262,243
384,162,312,312,480,202,106
385,594,594,7,395,685,691
386,769,141,116,273,192,335
387,264,264,264,133,794,40
388,726,726,726,709,264,381
389,481,481,481,556,44,377
390,156,156,111,320,1,55
391,665,665,665,327,143,66
392,10,10,762,807,198,85
393,84,84,756,33,424,450
394,339,339,45,224,806,481
395,552,80,552,58,25,131
396,269,269,269,514,121,608
397,569,550,734,81,280,570
398,244,244,594,745,496,740
399,106,187,106,35,79,167
400,759,724,137,26,295,340
401,387,755,64,360,320,320
402,298,298,298,326,740,406
403,206,744,755,384,498,720
404,599,24,184,31,740,586
405,792,792,273,66,306,75
406,285,105,170,358,252,216
407,661,774,689,526,152,186
408,251,15,620,175,622,134
409,584,599,599,300,668,639
410,520,130,206,780,170,712
411,720,720,720,537,309,517
412,340,64,663,11,807,766
413,553,527,210,608,440,780
414,387,387,271,33,668,418
415,287,442,663,153,25,25
416,783,783,447,67,187,693
417,340,340,131,673,105,50
418,3,490,25,320,34,364
419,30,192,145,386,334,741
420,193,3,3,348,0,581
421,346,346,346,346,576,702
422,432,582,582,88,197,380
423,121,621,808,808,303,225
424,551,551,219,748,366,319
425,434,9,594,273,321,308
426,466,58,360,148,633,138
427,43,411,388,3,778,291
428,88,88,98,570,326,210
429,420,811,503,615,318,147
430,31,308,308,689,504,451
431,281,281,80,255,169,804
432,490,788,811,205,653,224
433,334,571,671,122,671,318
434,346,295,486,191,361,257
435,526,598,236,422,315,759
436,427,427,809,650,34,109
437,299,299,299,800,83,276
438,85,108,150,652,289,398
439,366,266,308,285,630,105
440,761,638,75,323,769,721
441,380,380,249,380,380,380
442,345,345,345,570,742,222
443,186,766,483,168,790,400
444,664,363,325,56,506,557
445,549,175,523,354,55,249
446,422,718,354,249,249,695
447,328,328,25,474,502,411
448,568,223,153,372,589,118
449,484,37,37,361,89,397
450,121,315,287,121,154,599
451,758,758,121,100,457,340
452,690,724,485,643,648,752
453,691,691,26,458,551,447
454,550,550,264,682,255,506
455,89,89,632,729,615,647
456,276,276,507,413,306,212
457,406,594,594,540,308,615
458,262,262,25,697,554,386
459,485,485,312,19,392,720
460,713,713,784,139,243,47
461,537,537,630,663,250,485
462,106,106,253,807,158,57
463,272,206,206,808,22,244
464,808,527,777,158,527,271
465,381,381,604,635,736,367
466,371,371,602,104,191,378
467,715,477,28,214,463,652
468,572,615,811,129,806,382
469,501,501,501,211,459,100
470,660,660,518,327,730,471
471,126,126,153,794,393,195
472,745,745,376,70,548,127
473,649,545,190,181,71,778
474,88,88,124,325,93,315
475,158,417,413,64,458,43
476,673,210,718,9,537,808
477,86,518,364,620,115,221
478,712,712,712,6,303,79
479,362,362,691,346,477,128
480,585,145,183,794,169,810
481,114,114,382,572,115,115
482,508,508,518,248,182,126
483,170,470,205,185,458,19
484,707,707,707,367,108,500
485,6,256,256,736,334,131
486,465,295,688,25,31,545
487,358,526,469,311,593,614
488,77,77,633,696,217,221
489,93,93,514,378,49,364
490,437,131,170,131,147,105
491,747,747,580,665,161,647
492,528,528,528,468,656,386
493,507,507,802,514,603,310
494,758,513,513,513,491,88
495,269,124,781,331,314,1
496,380,142,380,171,553,506
497,358,358,571,467,498,612
498,107,107,107,581,181,456
499,496,353,420,709,335,356
500,66,66,66,127,123,222
501,491,491,161,107,787,143
502,162,778,737,592,697,697
503,703,703,335,523,622,213
504,153,153,153,153,153,153
505,468,759,594,713,655,593
506,324,679,46,77,418,233
507,807,633,417,62,578,507
508,545,545,677,66,0,32
509,377,377,530,810,375,255
510,323,323,182,601,398,92
511,428,428,509,323,557,366
512,456,456,329,727,207,330
513,165,165,98,370,514,111
514,11,11,454,43,185,500
515,634,634,274,695,696,78
516,382,382,382,382,71,669
517,382,382,382,382,768,734
518,0,783,384,464,440,623
519,790,645,37,155,280,280
520,571,466,599,64,206,269
521,593,593,593,373,424,598
522,558,558,7,36,259,126
523,161,774,774,101,255,538
524,197,619,87,356,87,353
525,385,213,385,720,578,754
526,23,78,78,448,1,630
527,722,677,722,169,347,491
528,123,780,561,285,753,485
529,309,140,130,692,98,385
530,466,600,600,553,526,638
531,440,440,440,557,120,238
532,467,467,419,432,153,199
533,339,728,657,802,717,692
534,273,327,273,583,314,241
535,580,91,429,523,503,657
536,327,327,671,609,702,547
537,195,195,665,285,562,323
538,371,371,440,466,373,719
539,485,370,370,287,799,592
540,247,375,164,289,23,581
541,348,789,717,523,224,627
542,619,619,371,790,694,361
543,594,36,620,139,693,588
544,605,551,222,519,79,193
545,652,652,608,498,684,418
546,206,32,66,756,329,698
547,513,684,684,482,175,108
548,179,179,608,651,220,340
549,257,476,568,805,762,358
550,325,781,115,553,530,530
551,697,140,615,73,105,571
552,357,357,681,451,20,476
553,55,55,297,282,165,0
554,752,565,264,157,126,354
555,177,70,70,752,115,211
556,566,314,314,795,449,698
557,32,563,711,320,189,394
558,506,0,0,500,279,175
559,387,387,234,418,695,504
560,343,343,31,31,521,249
561,651,339,797,797,218,727
562,554,698,522,80,182,161
563,102,102,102,409,182,505
564,787,704,570,379,181,145
565,598,340,777,326,57,9
566,522,256,162,580,346,597
567,23,23,256,137,101,353
568,335,335,722,101,705,572
569,35,26,549,221,96,42
570,512,512,498,204,498,368
571,754,148,789,69,417,71
572,111,111,111,406,776,26
573,66,66,66,427,296,285
574,134,134,134,316,114,632
575,65,317,317,317,76,401
576,685,255,44,709,709,451
577,755,470,470,164,457,381
578,697,697,349,605,241,356
579,317,317,12,231,411,273
580,314,314,794,314,143,285
581,671,671,335,133,376,647
582,371,215,215,737,458,512
583,326,326,75,294,727,775
584,801,801,30,264,264,250
585,145,373,320,320,633,653
586,690,674,334,722,312,745
587,651,175,651,386,287,389
588,243,601,601,658,280,712
589,648,648,664,65,773,231
590,753,753,753,687,459,196
591,665,665,35,509,477,753
592,760,629,161,477,321,677
593,450,213,744,306,91,71
594,364,364,496,364,53,770
595,394,394,394,192,662,146
596,79,744,744,457,100,718
597,274,62,285,285,684,170
598,791,553,553,748,299,389
599,366,763,313,348,379,310
600,65,761,55,311,269,309
601,238,238,238,54,322,776
602,157,157,157,741,520,763
603,577,577,577,754,10,10
604,797,797,3,731,758,517
605,377,377,560,149,810,295
606,562,233,55,284,300,2
607,552,552,552,668,10,363
608,547,394,394,447,387,1
609,262,262,668,93,590,708
610,35,347,93,237,285,409
611,43,669,337,237,156,590
612,333,477,671,333,794,181
613,7,600,10,122,186,439
614,763,763,763,203,573,189
615,237,425,593,771,106,7
616,663,663,663,507,457,215
617,654,654,654,403,107,651
618,97,97,414,97,97,97
619,437,416,789,459,581,515
620,115,115,115,115,59,303
621,11,121,121,374,494,303
622,578,756,43,278,32,312
623,380,738,264,640,366,247
624,3,3,3,3,3,3
625,187,187,187,55,458,691
626,414,414,376,476,593,702
627,526,526,526,455,765,400
628,388,721,469,9,14,343
629,119,119,798,798,340,348
630,537,537,754,352,352,343
631,133,133,410,107,133,799
632,195,393,393,36,232,151
633,314,433,781,108,459,30
634,212,212,730,790,284,49
635,594,693,594,393,184,119
636,373,206,526,553,402,422
637,74,74,662,783,29,249
638,164,164,186,398,481,409
639,429,327,52,347,746,510
640,68,29,29,165,511,239
641,30,30,24,686,187,792
642,627,627,375,698,437,202
643,25,195,112,659,605,130
644,409,712,712,500,809,423
645,459,459,536,388,88,65
646,170,547,12,17,245,283
647,70,181,181,317,809,53
648,808,65,141,323,602,357
649,396,396,396,220,458,269
650,104,104,608,522,509,98
651,174,621,457,180,359,154
652,542,281,598,603,46,337
653,557,17,689,60,104,271
654,144,144,321,196,572,492
655,375,494,759,401,340,263
656,381,632,293,66,625,273
657,238,238,492,492,613,520
658,811,811,811,83,114,691
659,348,129,636,78,161,280
660,496,446,399,459,578,651
661,571,297,297,521,64,217
662,698,167,123,476,448,480
663,504,504,634,698,636,157
664,645,645,683,683,742,588
665,667,550,434,285,115,753
666,581,594,264,189,273,242
667,224,295,295,485,431,775
668,139,139,569,667,499,177
669,514,621,318,157,493,69
670,517,517,517,742,379,345
671,19,19,105,543,782,776
672,588,104,515,275,104,347
673,285,285,60,772,718,530
674,132,147,147,62,213,84
675,7,179,354,32,106,132
676,539,319,136,366,46,489
677,775,775,152,256,477,451
678,414,414,414,709,58,487
679,480,285,86,285,259,751
680,464,464,464,601,652,115
681,448,437,248,258,248,780
682,4,790,4,385,730,496
683,140,140,143,423,443,319
684,563,748,748,559,498,320
685,68,68,35,339,610,392
686,591,591,597,162,363,225
687,150,150,150,41,61,742
688,717,361,319,342,290,290
689,320,320,320,218,245,245
690,383,383,383,54,770,170
691,213,533,603,174,440,758
692,522,522,758,24,192,77
693,583,583,802,517,547,168
694,428,773,792,741,657,53
695,105,105,224,505,666,798
696,480,480,414,395,804,712
697,40,40,40,380,540,162
698,514,573,514,104,476,326
699,109,526,541,541,527,659
700,129,129,250,98,220,610
701,215,215,276,217,271,374
702,295,108,672,117,197,70
703,297,114,521,297,82,259
704,690,690,86,380,735,222
705,92,173,174,129,121,371
706,498,808,485,808,284,703
707,504,726,668,433,705,598
708,236,236,596,469,411,730
709,14,47,719,135,583,159
710,777,589,271,220,750,711
711,482,661,661,600,11,269
712,135,678,401,401,513,394
713,562,562,624,470,138,199
714,0,503,503,573,776,224
715,724,724,724,560,618,601
716,252,783,594,29,494,153
717,174,174,78,648,257,281
718,487,549,287,358,788,323
719,247,247,56,349,143,466
720,773,773,773,65,632,282
721,264,714,538,276,802,598
722,250,250,250,391,570,679
723,7,185,185,558,633,371
724,541,541,364,409,533,58
725,289,289,289,37,740,457
726,65,141,141,788,801,464
727,800,800,195,177,337,583
728,752,752,673,24,366,533
729,432,432,92,300,289,289
730,415,415,638,123,607,234
731,366,740,335,473,363,88
732,247,719,490,765,496,431
733,506,493,178,408,73,416
734,49,385,293,293,179,784
735,49,49,250,207,577,507
736,213,593,593,312,416,139
737,578,799,799,454,761,599
738,665,665,665,174,221,383
739,74,142,518,766,17,60
740,237,237,85,123,28,326
741,651,651,651,334,348,747
742,435,360,758,284,156,720
743,145,145,0,400,171,134
744,186,322,120,608,641,210
745,782,389,124,600,418,507
746,681,684,684,537,610,732
747,454,454,657,289,391,121
748,221,221,194,58,807,36
749,187,187,187,187,638,132
750,520,171,95,677,101,260
751,385,364,7,805,580,159
752,404,609,69,294,303,254
753,299,387,108,129,217,311
754,424,17,17,513,563,563
755,754,805,555,419,64,779
756,156,156,592,743,325,479
757,169,603,26,35,170,76
758,36,773,36,45,78,409
759,761,761,761,483,549,530
760,64,64,64,295,470,732
761,726,726,7,32,659,600
762,215,563,217,68,253,799
763,400,345,570,190,143,495
764,648,648,401,409,323,312
765,708,790,501,196,759,759
766,35,35,696,768,804,243
767,108,573,108,701,647,22
768,615,257,781,180,323,381
769,229,283,283,133,40,356
770,595,595,68,35,722,413
771,599,599,595,426,433,368
772,255,799,213,689,761,185
773,96,750,750,750,197,759
774,313,313,145,40,286,517
775,184,137,599,435,599,448
776,24,234,234,18,377,623
777,419,466,571,77,266,549
778,270,270,270,28,1,389
779,709,593,245,0,555,506
780,434,434,337,189,314,508
781,811,811,631,362,362,722
782,321,607,607,58,569,722
783,747,747,747,179,103,115
784,540,126,391,630,317,17
785,345,345,317,463,222,682
786,69,69,69,53,680,140
787,370,376,376,724,498,332
788,410,811,680,789,433,713
789,522,522,522,522,457,88
790,43,43,43,328,269,54
791,747,747,10,10,169,677
792,564,564,564,243,443,255
793,284,368,248,364,627,434
794,95,517,800,143,692,496
795,539,186,613,784,429,514
796,244,197,135,677,457,457
797,137,65,343,213,174,168
798,139,88,115,177,314,355
799,488,506,346,523,523,366
800,549,773,678,116,40,579
801,361,361,489,699,319,231
802,340,692,403,114,99,243
803,477,403,82,65,157,584
804,136,124,245,748,613,362
805,648,648,736,654,145,416
806,710,710,710,600,110,322
807,747,759,652,232,377,568
808,506,240,240,414,807,583
809,512,512,559,389,262,262
810,303,759,303,788,585,187
811,22,22,171,12,396,290
812,770,105,105,770,701,540
813,79,121,165,367,726,726
814,728,728,626,626,626,550
815,707,707,429,255,329,42
816,698,698,698,161,1,89
817,357,357,761,432,761,448
818,714,714,528,698,108,654
819,735,735,735,602,566,471
820,285,77,622,23,392,709
821,781,494,221,433,92,298
822,785,785,175,708,36,293
823,691,556,510,528,36,584
824,420,420,478,768,451,182
825,284,784,185,32,205,771
826,195,195,691,100,627,786
827,295,303,664,778,303,395
828,172,172,389,761,646,527
829,465,598,598,387,25,189
830,77,332,332,586,791,726
831,98,577,190,802,710,545
832,236,236,208,411,236,236
833,307,307,20,323,283,236
834,316,353,353,794,321,685
835,325,325,283,346,292,340
836,62,279,62,377,519,370
837,381,572,690,177,434,133
838,668,696,679,231,515,30
839,210,210,229,440,413,120
840,250,250,250,197,603,173
841,377,377,377,583,211,805
842,453,446,19,149,388,102
843,371,371,371,29,729,587
844,269,256,256,373,339,260
845,710,710,727,539,346,308
846,428,496,181,376,230,222
847,275,275,275,243,515,211
848,594,244,244,348,630,89
849,328,328,328,712,478,420
850,329,627,110,338,623,449
851,306,766,766,23,391,434
852,759,759,686,777,419,639
853,214,214,214,556,627,804
854,673,514,280,510,643,485
855,418,705,705,662,185,680
856,466,466,466,389,284,0
857,626,626,487,634,131,692
858,588,588,579,301,145,212
859,594,677,496,776,615,319
860,671,115,115,540,722,367
861,150,150,782,728,803,715
862,747,401,478,518,218,806
863,626,626,626,709,241,635
864,645,255,262,347,570,742
865,659,659,659,145,28,20
866,647,647,69,668,802,677
867,713,364,364,129,327,637
868,542,589,589,671,31,749
869,250,768,768,224,360,213
870,364,364,725,748,162,446
871,505,505,768,74,409,751
872,284,355,293,690,285,493
873,761,380,761,132,354,608
874,287,287,628,454,510,328
875,106,106,340,328,464,650
876,107,205,786,527,354,89
877,257,467,755,16,568,284
878,612,612,653,612,523,91
879,135,135,98,301,635,104
880,345,345,345,345,382,531
881,305,50,269,184,69,219
882,580,580,580,437,5,105
883,318,318,194,0,602,575
884,289,289,134,714,472,262
885,50,50,50,50,50,50
886,269,269,41,347,351,206
887,507,507,320,31,705,174
888,632,735,448,82,506,528
889,334,334,334,668,89,810
890,6,622,206,378,187,32
891,493,493,362,79,23,766
892,143,143,274,7,657,434
893,102,102,636,409,604,647
894,157,675,675,5,806,463
895,223,289,254,64,500,758
896,627,627,589,270,437,19
897,237,413,413,680,50,60
898,298,298,351,174,677,603
899,233,233,233,111,485,422
900,161,790,749,367,674,517
901,99,168,319,196,196,377
902,560,560,137,345,0,174
903,241,36,115,202,400,345
904,765,765,139,247,86,734
905,257,89,313,717,518,335
906,280,280,280,523,284,159
907,686,686,691,580,580,21
908,73,73,73,786,585,412
909,233,84,313,801,204,132
910,394,394,394,402,348,336
911,384,384,360,354,325,603
912,348,348,93,142,668,511
913,273,145,382,797,66,375
914,175,175,319,192,107,626
915,683,683,683,333,109,806
916,335,5,734,462,81,420
917,787,447,447,544,108,221
918,177,177,249,690,177,377
919,653,653,792,792,170,188
920,202,375,625,249,123,795
921,206,206,206,397,654,108
922,100,100,700,272,347,712
923,389,408,287,264,166,566
924,68,454,135,557,779,755
925,412,190,190,373,630,682
926,108,244,244,805,378,105
927,295,559,559,10,571,271
928,141,155,171,598,25,199
929,585,686,585,613,161,462
930,335,335,317,227,762,71
931,476,476,317,51,159,293
932,605,605,375,758,137,734
933,409,409,390,671,463,715
934,127,175,323,698,730,745
935,208,123,123,591,619,762
936,229,229,148,313,638,752
937,160,160,548,4,230,806
938,31,31,140,406,805,191
939,257,257,257,257,207,414
940,301,301,515,232,140,339
941,742,674,58,667,80,543
942,631,660,607,757,211,264
943,671,356,800,181,629,181
944,703,703,703,703,703,618
945,37,37,133,211,356,40
946,366,366,577,464,415,440
947,476,139,742,789,168,119
948,42,42,42,42,42,804
949,64,553,553,389,454,238
950,191,191,365,479,702,88
951,416,349,275,647,513,727
952,297,653,571,754,216,284
953,185,192,335,340,784,482
954,104,104,633,446,416,78
955,692,180,373,147,187,340
956,399,399,351,308,399,232
957,440,440,278,441,187,119
958,334,334,334,334,334,334
959,531,531,313,339,290,797
960,259,259,314,459,393,657
961,780,354,182,779,763,145
962,800,161,495,533,553,735
963,36,36,357,696,256,625
964,547,547,547,323,675,770
965,88,88,495,161,487,366
966,662,422,209,732,529,467
967,217,217,217,521,271,470
968,778,224,535,197,157,64
969,411,10,489,806,64,519
970,162,162,295,130,9,3
971,193,193,193,306,85,652
972,780,780,448,633,210,64
973,77,163,163,171,64,171
974,706,750,507,695,756,311
975,720,69,791,56,129,98
976,209,570,92,761,11,747
977,599,599,695,419,206,326
978,521,521,521,345,328,363
979,92,195,77,632,326,394
980,184,184,385,610,348,354
981,115,115,37,58,364,585
982,720,720,52,52,148,570
983,610,587,740,182,500,407
984,124,124,605,373,142,536
985,205,7,43,174,14,123
986,380,380,741,75,265,26
987,456,280,456,583,377,445
988,695,280,280,400,30,501
989,192,303,179,363,346,385
990,810,810,88,285,341,323
991,174,76,76,234,389,427
992,633,238,120,556,320,507
993,306,306,780,6,123,129
