ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11
340,677,677,677,677,677,677,677,263,263,687,687,687
341,781,781,781,781,781,781,781,781,781,781,781,393
342,366,366,366,366,366,149,149,149,149,149,149,149
343,321,321,321,145,145,145,145,145,145,145,190,308
344,162,136,136,136,136,136,136,136,145,145,145,145
345,521,521,521,98,98,711,138,394,394,394,394,394
346,125,494,494,494,494,603,603,14,14,14,14,14
347,413,413,413,413,413,764,764,712,712,761,260,260
348,464,464,464,464,464,464,406,2,2,718,718,718
349,0,0,0,0,0,557,557,533,533,533,533,533
350,414,414,414,414,414,414,414,720,720,720,510,510
351,332,758,758,758,758,758,111,111,111,111,427,427
352,722,722,722,722,722,722,722,722,722,722,722,722
353,231,256,256,256,256,256,256,256,256,256,256,569
354,35,35,35,35,35,35,35,35,35,35,35,35
355,751,751,456,456,456,456,456,456,456,456,456,456
356,409,523,647,647,523,523,523,523,409,409,409,409
357,639,322,322,322,322,322,654,654,654,654,654,654
358,412,412,121,121,121,121,121,788,788,74,74,74
359,166,609,609,609,609,609,609,609,166,92,92,92
360,691,468,468,496,496,496,496,763,763,763,698,698
361,649,649,649,253,253,253,253,338,338,338,338,338
362,786,127,611,611,611,611,611,611,611,611,679,679
363,779,528,528,17,17,17,17,779,779,711,711,711
364,303,303,303,377,78,78,78,78,78,78,78,78
365,686,686,747,686,686,686,686,109,109,347,703,703
366,407,407,371,811,30,30,42,800,800,800,800,800
367,724,724,724,724,724,724,724,724,184,184,184,184
368,36,36,702,702,702,607,607,581,581,581,581,581
369,144,144,346,346,346,346,145,145,145,145,468,468
370,389,389,237,237,389,389,389,328,328,328,328,328
371,677,174,174,174,677,677,677,677,127,35,35,35
372,615,155,155,155,577,577,577,155,155,155,155,155
373,150,150,150,150,150,150,150,150,150,150,150,150
374,302,302,302,302,302,302,123,123,123,123,19,19
375,440,440,440,440,496,496,269,269,269,799,241,799
376,320,114,114,114,494,494,494,494,494,759,759,759
377,365,365,365,365,10,10,10,10,10,318,318,318
378,211,211,211,597,597,597,597,597,597,597,597,597
379,533,533,533,533,533,533,645,645,645,645,645,645
380,358,358,358,358,358,358,358,358,358,358,358,358
381,379,323,323,323,491,491,491,491,491,491,323,323
382,408,408,408,408,408,408,408,408,408,311,311,311
383,782,175,175,175,175,25,75,252,252,252,55,55
384,216,347,347,347,347,347,347,366,446,446,446,446
385,41,41,210,250,301,301,301,301,301,301,301,301
386,41,41,41,41,41,41,203,203,203,203,32,32
387,82,629,629,140,140,677,677,811,811,811,811,811
388,709,709,709,709,709,709,709,709,709,709,182,182
389,805,805,805,805,805,663,663,663,663,663,522,486
390,374,600,95,417,417,417,417,417,417,340,340,340
391,273,273,273,273,367,367,652,652,652,652,264,264
392,240,505,505,505,513,513,758,758,758,758,758,758
393,756,280,135,280,756,756,482,719,293,646,646,646
394,123,398,400,400,183,183,183,126,126,126,126,126
395,49,323,323,323,323,323,323,140,140,140,140,489
396,110,110,810,810,810,810,810,271,271,271,30,30
397,368,237,237,237,237,237,54,54,77,54,54,54
398,155,198,198,717,717,363,363,583,583,583,583,583
399,239,239,404,645,645,645,645,645,645,239,239,129
400,440,26,26,26,123,440,440,440,440,440,440,440
401,100,41,41,41,41,41,41,654,654,654,654,654
402,108,586,586,586,586,586,586,586,586,684,684,754
403,43,43,43,43,43,43,43,43,43,43,43,43
404,706,706,706,706,271,271,271,352,352,352,352,352
405,174,714,714,181,181,181,181,181,181,107,107,107
406,187,187,187,592,592,592,592,592,592,592,592,346
407,499,499,499,325,325,325,325,325,325,325,325,325
408,749,749,749,760,773,773,773,496,496,496,692,692
409,401,401,401,401,401,401,401,33,33,33,33,33
410,363,363,372,372,153,153,354,151,151,151,151,506
411,209,209,243,243,311,311,311,311,311,311,311,311
412,271,271,271,271,695,467,11,689,689,92,520,520
413,491,491,491,491,491,491,491,491,46,46,46,642
414,696,696,409,409,409,409,599,599,599,599,599,599
415,507,507,507,507,26,26,69,69,69,69,69,45
416,695,416,0,293,293,339,339,339,339,339,339,339
417,383,383,383,383,383,383,383,383,383,383,383,383
418,493,493,33,33,33,33,33,33,33,33,33,594
419,778,778,390,390,255,255,390,390,390,390,390,390
420,193,193,193,193,193,193,193,193,193,193,193,193
421,342,342,342,79,79,368,368,368,368,760,760,760
422,406,406,422,422,406,108,108,108,549,549,549,549
423,520,520,594,594,594,594,651,60,60,60,60,60
424,467,467,665,665,220,184,179,784,224,224,224,381
425,569,569,569,569,569,569,79,79,79,79,793,793
426,750,759,759,759,759,759,46,759,759,229,46,46
427,105,358,797,797,797,797,66,66,66,66,721,721
428,136,136,136,804,804,310,310,310,310,310,130,130
429,285,364,364,364,259,170,170,170,170,170,170,170
430,496,768,768,568,568,568,741,741,741,741,741,741
431,213,213,213,213,590,590,590,366,366,366,366,622
432,657,657,358,358,282,282,0,629,629,629,629,629
433,429,429,597,597,597,597,597,597,597,174,379,379
434,68,68,68,68,446,331,762,762,791,791,791,668
435,92,92,92,92,92,92,92,92,92,92,493,493
436,364,364,585,585,364,585,585,585,585,585,782,782
437,6,6,6,720,720,720,720,241,241,241,476,504
438,2,2,162,162,2,524,524,524,524,178,178,178
439,243,243,243,243,243,323,323,323,323,605,326,326
440,458,600,600,339,339,339,557,339,339,339,339,339
441,380,380,380,380,380,380,380,380,380,380,380,380
442,345,345,735,735,735,735,735,244,244,244,244,244
443,182,182,182,182,182,182,356,356,356,183,183,183
444,810,810,590,590,590,484,484,630,599,599,599,561
445,552,217,217,217,217,40,40,40,40,40,497,497
446,33,474,474,474,474,474,590,590,590,590,590,590
447,559,559,555,555,555,555,555,586,586,766,766,766
448,422,422,422,422,422,422,422,422,422,244,244,244
449,578,742,742,726,726,84,84,517,517,517,517,507
450,326,326,326,326,326,233,233,224,224,224,603,603
451,11,11,215,215,374,374,374,374,374,374,374,374
452,736,736,736,736,736,736,318,318,318,318,318,318
453,564,457,600,600,600,600,600,600,784,784,457,457
454,255,675,675,467,5,5,5,5,5,660,660,660
455,735,776,776,776,776,768,768,355,355,355,94,4
456,140,312,312,312,312,312,312,312,312,312,312,312
457,73,73,73,597,597,803,803,803,803,803,803,803
458,634,634,634,634,634,634,378,378,378,432,432,432
459,147,147,147,147,147,147,147,147,204,204,204,204
460,188,188,188,556,556,556,556,556,556,556,556,556
461,568,479,424,424,801,801,801,801,381,178,178,178
462,590,320,320,320,320,320,320,406,406,406,406,406
463,6,1,371,371,371,371,371,371,170,170,170,170
464,440,440,440,545,545,545,545,545,545,545,545,545
465,192,192,366,366,217,10,10,10,10,10,10,10
466,457,290,329,329,329,329,136,136,136,136,770,770
467,811,250,250,194,194,194,194,811,811,447,42,583
468,177,177,177,177,177,177,177,177,177,177,177,177
469,620,776,776,222,222,222,222,222,133,133,800,133
470,445,698,698,577,577,577,577,346,346,346,346,346
471,421,44,44,65,65,65,251,251,251,380,251,126
472,143,195,195,195,195,195,70,70,70,70,70,70
473,592,592,592,592,592,48,48,48,48,336,336,336
474,599,599,599,271,46,46,46,46,599,599,215,215
475,368,365,365,365,365,365,365,365,365,365,365,340
476,537,271,271,271,271,271,271,271,271,246,246,535
477,674,674,674,674,674,699,699,699,699,699,733,699
478,665,665,665,665,665,665,665,665,665,665,404,404
479,362,362,362,362,362,362,362,362,362,362,362,362
480,143,143,143,156,156,156,156,156,683,683,683,683
481,517,517,517,190,190,669,615,395,395,395,395,395
482,474,700,773,367,367,367,158,158,158,158,158,158
483,28,723,332,332,332,332,718,451,451,451,88,88
484,124,124,124,124,124,124,615,615,507,28,741,741
485,547,366,366,366,366,366,366,366,366,366,366,366
486,426,426,426,426,426,549,426,513,426,426,426,426
487,662,662,688,688,688,610,610,610,610,610,732,732
488,220,220,220,220,220,613,613,613,613,613,313,313
489,390,453,453,453,496,496,496,496,496,496,496,86
490,601,601,601,213,213,213,213,213,213,213,213,213
491,6,213,213,177,200,200,213,213,213,213,487,487
492,42,42,726,726,726,726,621,104,621,621,621,621
493,652,652,652,652,652,451,782,782,782,782,724,95
494,755,755,6,6,770,770,779,779,779,779,779,779
495,280,280,668,668,668,668,668,668,668,464,491,464
496,740,740,740,740,740,740,740,740,145,145,145,145
497,598,598,598,598,598,598,598,598,709,709,709,709
498,107,107,682,682,682,551,551,551,177,177,802,177
499,16,16,16,356,219,219,230,230,230,290,285,285
500,403,403,403,403,403,794,794,794,794,794,794,794
501,685,685,685,685,685,759,759,759,759,640,640,640
502,142,209,209,209,106,106,342,342,342,342,342,342
503,722,722,722,722,722,722,722,722,722,309,309,105
504,153,153,153,153,153,153,153,153,153,153,153,153
505,172,55,55,55,55,706,706,84,517,517,244,244
506,155,155,155,155,155,383,383,383,684,684,684,155
507,585,121,585,585,585,585,43,43,43,43,43,276
508,26,26,434,74,702,702,702,702,702,702,702,702
509,719,719,719,719,719,719,778,778,778,778,778,778
510,20,20,285,285,285,285,285,416,416,712,285,760
511,136,136,136,136,136,136,136,415,415,583,583,583
512,572,572,572,572,572,572,797,797,797,810,810,810
513,272,272,272,272,272,326,149,149,149,149,149,149
514,240,240,240,240,240,505,505,756,756,187,187,187
515,354,517,354,354,354,354,365,89,89,89,89,89
516,382,382,382,382,382,382,382,382,382,382,382,382
517,382,382,382,382,382,382,382,382,382,382,382,382
518,88,88,88,88,88,455,499,499,499,499,499,499
519,687,687,275,687,321,321,321,321,321,14,14,503
520,145,145,269,269,269,185,185,185,185,580,580,580
521,319,319,780,243,243,243,243,243,243,243,243,243
522,365,32,32,32,32,32,32,32,32,32,358,358
523,553,553,406,406,406,406,745,718,258,258,258,258
524,700,280,700,508,508,508,651,651,620,677,677,677
525,34,34,34,34,358,358,358,358,245,245,245,245
526,281,281,281,281,281,281,281,281,626,626,626,626
527,384,384,384,384,384,384,789,789,789,789,789,789
528,173,161,161,161,161,161,562,510,510,333,341,341
529,78,78,78,78,78,78,78,137,104,104,104,104
530,223,223,223,285,223,223,223,223,223,223,223,223
531,697,697,697,697,662,418,558,217,217,217,217,217
