ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9
215,255,423,714,229,53,347,12,53,53,53
216,762,758,261,53,53,38,347,53,53,53
217,506,80,537,12,53,53,53,53,53,53
218,488,66,189,261,53,357,347,53,53,53
219,489,71,53,53,53,261,53,53,53,53
220,519,174,261,53,53,53,53,53,53,53
221,63,644,261,261,53,203,53,53,53,53
222,576,347,347,368,53,12,53,261,53,53
223,698,368,15,53,53,53,53,53,15,53
224,750,80,28,53,53,53,53,53,53,53
225,149,261,15,12,53,53,347,53,261,53
226,239,261,53,53,53,53,53,53,53,53
227,224,261,261,53,33,222,347,53,53,53
228,264,368,203,53,53,53,53,347,53,53
229,257,261,264,347,53,53,12,53,53,53
230,190,558,261,53,53,430,53,53,53,53
231,237,347,261,53,53,261,53,53,53,53
232,250,653,64,234,53,166,53,53,347,53
233,182,347,285,53,66,67,347,53,347,53
234,66,359,653,1,53,347,53,53,53,53
235,644,174,53,347,602,53,347,53,53,53
236,454,376,261,769,53,53,53,53,347,53
237,113,261,261,53,347,53,53,53,53,53
238,608,261,124,466,53,53,53,53,53,53
239,193,261,388,165,53,15,53,53,53,53
240,290,160,261,53,53,231,53,347,53,53
241,661,12,71,12,66,261,53,53,53,53
242,179,261,67,53,53,261,53,53,53,53
243,143,140,263,263,53,270,53,261,53,53
244,145,140,263,263,347,15,12,53,53,53
245,808,261,418,129,53,231,53,53,53,53
246,569,347,270,53,53,347,53,53,53,53
247,400,19,12,347,53,53,53,53,53,53
248,749,161,261,261,53,347,53,53,53,53
249,773,261,35,256,53,131,347,53,53,53
250,550,256,53,261,53,53,53,53,53,53
251,660,55,80,53,53,53,53,53,347,53
252,323,190,261,12,53,261,53,53,53,53
253,496,195,15,261,53,53,347,53,53,53
254,293,16,15,53,53,347,53,53,53,53
255,326,347,56,56,53,53,53,53,347,53
256,56,771,53,368,53,53,53,53,53,53
257,491,131,15,53,53,53,53,53,53,53
258,252,354,14,290,53,261,53,15,53,53
259,715,80,53,53,53,347,53,53,53,53
260,49,222,395,53,53,53,347,53,53,53
261,0,28,64,155,53,53,347,53,53,53
262,105,161,261,261,53,347,12,53,53,53
263,370,347,96,661,53,53,53,53,53,53
264,191,400,400,95,261,53,53,53,347,53
265,196,245,53,53,400,12,347,53,347,53
266,786,395,53,261,53,80,53,53,53,53
267,440,167,15,53,53,128,53,53,12,53
268,721,157,203,53,53,53,53,53,347,53
269,409,245,261,53,53,347,53,53,53,53
270,248,194,794,245,53,222,53,53,347,53
271,621,316,203,261,53,12,53,53,347,53
272,811,261,203,53,53,330,53,53,347,53
273,109,99,53,53,53,53,53,53,347,53
274,35,368,118,53,53,414,53,53,53,53
275,473,518,261,53,53,53,12,53,12,53
276,314,399,261,53,53,261,53,347,53,53
277,498,96,203,347,347,12,53,53,53,53
278,306,261,208,16,53,53,53,53,347,53
279,297,261,152,152,53,347,347,53,261,53
280,632,12,261,53,53,38,53,53,53,53
281,495,261,203,261,53,53,53,53,347,53
282,246,246,53,231,347,102,53,53,347,53
283,806,246,317,196,347,403,53,12,347,53
284,645,431,261,53,53,53,347,53,53,53
285,373,285,171,231,347,53,53,53,53,53
286,703,203,84,251,53,67,53,53,53,53
287,504,80,53,53,53,53,53,53,53,53
288,515,347,321,53,53,261,53,53,347,53
289,54,339,15,53,53,53,53,347,53,53
290,449,503,53,53,53,261,53,347,53,53
291,326,347,600,231,53,347,53,53,53,53
292,249,158,245,53,53,347,347,347,53,53
293,352,347,261,347,53,347,53,231,53,53
294,317,403,53,53,53,53,53,53,53,53
295,501,347,80,53,53,53,12,53,347,53
296,547,140,287,329,53,53,53,347,53,53
297,185,80,53,240,53,53,53,53,347,53
298,437,682,166,53,53,53,53,412,53,53
299,492,368,53,347,53,53,53,53,347,53
300,179,203,179,53,66,80,53,53,53,53
301,478,74,231,53,53,53,53,53,347,53
302,716,261,261,261,53,80,203,53,53,53
303,449,261,261,203,347,53,347,53,53,53
304,361,100,320,377,53,53,53,53,53,53
305,384,347,53,261,53,53,53,53,53,53
306,108,323,15,347,53,203,53,53,53,53
307,450,463,112,206,53,347,53,53,261,53
308,804,28,15,53,53,347,53,53,347,53
309,261,783,261,53,237,347,53,53,53,53
310,660,232,261,53,53,53,53,53,347,53
311,513,763,53,53,71,53,53,53,53,53
312,679,15,203,53,53,53,53,53,53,53
313,88,161,15,53,53,53,53,53,53,53
314,170,74,154,261,53,347,53,261,53,53
315,140,67,66,347,53,53,53,53,53,53
316,250,80,590,404,53,53,347,53,53,53
317,16,347,203,53,53,102,53,53,53,53
318,677,261,53,53,53,53,347,53,53,53
319,715,308,323,53,347,347,53,53,347,53
320,674,308,82,259,53,323,53,53,53,53
321,429,292,292,53,53,53,53,53,53,53
322,93,6,166,53,53,12,53,53,53,53
323,443,80,53,53,53,53,53,53,347,53
324,69,261,244,309,53,53,53,53,53,53
325,233,261,449,166,53,53,53,261,53,53
326,325,261,77,53,53,261,53,53,53,53
327,807,98,203,53,53,261,53,53,53,53
328,780,347,28,98,53,347,53,347,53,53
329,322,80,261,261,53,53,53,53,347,53
330,133,232,53,53,53,53,53,53,53,53
331,742,480,261,261,53,203,53,53,53,53
332,352,347,393,270,347,203,53,53,347,53
333,0,323,799,224,53,261,12,53,53,53
334,233,0,261,53,53,261,53,53,53,53
335,192,368,355,203,53,222,347,53,53,53
336,777,347,261,53,53,53,12,53,347,53
337,361,726,53,53,53,203,53,261,15,53
338,361,80,368,53,53,420,53,53,347,53
339,786,59,261,53,53,53,347,53,53,53
340,323,74,384,347,100,12,12,53,53,53
341,22,59,59,53,53,261,53,347,53,53
342,150,347,145,347,53,12,53,53,53,53
343,601,145,28,53,347,53,53,53,53,53
344,234,80,318,448,53,261,15,53,53,53
345,513,231,135,135,53,80,15,53,53,53
346,217,395,261,53,119,53,53,53,53,53
347,719,347,80,12,53,53,53,347,347,53
348,547,57,270,15,53,12,53,347,53,53
349,292,347,53,53,8,53,12,53,53,53
350,423,12,203,53,53,203,53,53,53,53
351,374,232,203,261,175,12,53,53,53,53
352,91,309,416,342,12,347,53,53,53,53
353,28,27,300,398,53,309,53,53,347,53
354,35,395,35,111,53,53,231,53,53,53
355,507,347,273,12,53,347,53,53,347,53
356,650,347,80,53,35,347,53,53,53,53
357,368,323,261,53,53,53,53,347,53,53
358,336,185,220,398,53,261,53,53,53,53
359,394,131,53,15,53,53,53,53,53,53
360,806,592,203,261,53,53,53,53,53,53
361,262,805,261,53,53,347,53,347,53,53
362,428,127,15,53,53,347,53,53,347,53
363,347,261,53,347,53,53,53,53,53,53
364,329,657,53,12,53,53,53,347,347,53
365,141,161,53,53,237,53,53,53,53,53
366,105,245,261,53,347,53,53,53,53,53
367,262,202,347,53,53,53,53,53,53,53
368,588,161,203,53,53,53,53,53,53,53
369,695,80,149,231,53,347,53,53,53,53
370,231,80,308,149,53,347,261,53,53,53
371,601,19,347,53,53,53,53,53,53,53
372,86,122,203,261,53,261,53,53,261,53
373,150,347,150,185,53,15,53,53,53,53
374,256,155,53,53,53,166,53,53,53,53
375,524,316,605,149,53,316,347,53,53,53
376,282,368,171,53,53,67,53,53,53,53
377,318,682,270,53,53,53,53,53,53,53
378,615,327,80,53,53,231,53,53,347,53
379,367,358,31,347,576,347,53,53,53,53
380,736,28,99,368,53,80,53,347,347,53
381,348,231,135,77,53,231,53,53,53,53
382,422,397,300,343,53,53,53,53,347,53
383,104,204,261,347,53,53,53,53,53,53
384,312,12,41,347,53,12,53,53,53,53
385,41,95,53,261,53,347,53,53,347,53
386,678,347,270,53,53,53,347,53,53,53
387,356,277,53,53,53,53,347,53,53,53
388,238,222,270,261,53,367,347,53,53,53
389,370,178,80,53,53,222,53,53,53,53
390,237,222,261,53,53,53,53,12,53,53
391,648,15,50,28,53,347,12,53,15,53
392,782,28,53,12,53,368,347,53,53,53
393,351,347,203,53,347,53,53,53,53,53
394,508,393,507,236,53,166,347,53,53,53
395,612,351,261,53,53,347,53,53,347,53
396,519,347,130,172,53,12,53,53,53,53
397,584,347,53,347,53,53,53,53,261,53
398,327,198,261,53,53,53,347,53,53,53
399,551,12,53,347,53,53,53,347,53,53
400,185,347,253,328,53,15,53,53,53,53
401,236,140,27,347,53,53,53,347,53,53
402,419,347,53,342,53,53,53,53,53,53
403,64,323,261,261,53,53,53,347,53,53
404,766,80,612,261,53,7,347,53,347,53
405,584,203,105,83,53,15,53,53,261,53
406,224,80,105,54,53,347,53,53,53,53
407,239,399,53,261,53,80,53,53,53,53
408,274,229,261,53,539,53,12,53,53,53
409,233,347,62,26,53,53,347,347,53,53
410,578,296,261,53,53,270,347,53,53,53
411,512,323,261,53,12,53,53,53,347,53
412,497,368,86,12,53,53,53,53,53,53
413,262,367,203,447,53,130,347,347,53,53
414,189,261,53,203,53,53,53,203,53,53
415,77,347,663,62,53,338,53,53,53,53
416,100,203,98,53,53,53,53,53,53,53
417,618,80,28,53,53,347,53,53,53,53
418,237,261,287,320,53,12,347,347,53,53
419,239,347,16,261,53,661,53,53,53,53
420,193,363,261,261,53,347,347,53,347,53
421,87,252,261,53,369,367,53,53,53,53
422,666,80,224,56,53,231,53,53,53,53
423,717,351,261,53,53,53,53,347,347,53
424,148,261,19,19,53,53,53,53,53,53
425,196,203,12,53,53,261,53,12,53,53
426,96,496,300,343,53,89,347,53,53,53
427,713,657,263,398,53,80,53,53,261,53
428,213,252,261,53,397,53,347,53,347,53
429,580,323,698,347,53,347,53,53,53,53
430,303,244,261,261,53,53,53,53,53,53
431,525,309,138,764,53,15,53,347,53,53
432,189,347,15,53,347,53,53,53,53,53
433,597,347,759,136,53,203,53,53,53,53
434,220,347,210,502,53,347,53,53,53,53
435,323,514,121,335,53,53,12,53,261,53
436,192,203,261,53,53,53,53,53,53,53
437,38,74,261,203,53,53,347,53,53,53
438,186,74,181,166,53,12,53,53,53,53
439,372,270,47,440,53,53,347,53,53,53
440,570,296,53,53,53,53,53,53,53,53
441,380,261,380,398,53,286,53,53,53,53
442,26,630,380,347,53,15,53,53,53,53
443,787,369,380,53,347,67,347,12,53,53
444,559,201,46,347,53,53,53,53,53,53
445,752,15,1,193,53,53,53,53,53,53
446,413,261,99,263,53,422,53,53,53,53
447,0,84,53,53,53,261,53,347,53,53
448,52,264,263,268,53,347,53,53,53,53
449,758,347,15,12,53,347,347,53,53,53
450,326,245,377,332,53,12,53,53,347,53
451,35,64,80,53,53,347,53,261,53,53
452,752,293,53,53,53,53,53,53,53,53
453,134,270,207,53,347,347,53,53,261,53
454,675,786,261,261,53,53,53,53,53,53
455,116,403,261,261,15,261,347,53,12,53
456,491,90,261,53,347,53,53,53,347,53
457,3,347,8,53,53,12,53,347,53,53
458,546,308,66,261,53,261,53,53,347,53
459,669,347,261,12,53,53,53,347,53,53
460,504,130,261,53,53,166,347,53,53,53
461,626,347,261,53,53,347,53,53,261,53
462,522,332,53,53,53,53,53,53,347,53
463,174,347,178,184,53,12,347,53,53,53
464,755,347,610,130,53,53,347,53,53,53
465,386,38,261,261,53,367,53,53,261,53
466,43,363,15,53,237,231,53,53,53,53
467,800,56,261,53,53,53,53,53,53,53
468,810,69,177,53,53,347,53,53,53,53
469,183,177,393,53,66,261,53,53,53,53
470,725,338,53,53,53,53,53,53,53,53
471,177,167,170,385,53,261,53,53,53,53
472,364,321,53,261,53,53,53,53,53,53
473,379,183,526,489,347,347,53,368,53,53
474,639,16,261,53,53,53,53,53,53,53
475,681,203,156,129,53,347,53,53,53,53
476,282,28,15,77,53,53,53,53,203,53
477,446,456,15,53,12,12,261,53,347,53
478,30,347,323,347,53,53,53,53,53,53
479,691,273,261,53,53,53,347,53,347,53
480,451,109,261,53,232,314,53,53,53,53
481,177,196,166,12,53,53,53,53,347,53
482,53,161,203,231,53,53,53,53,53,53
483,764,667,261,53,53,53,347,53,53,53
484,665,183,53,12,53,53,347,53,347,53
485,360,166,271,207,53,53,53,53,347,53
486,625,53,360,571,53,342,53,53,53,53
487,377,203,370,775,53,53,53,53,53,53
488,308,347,231,53,53,53,53,53,53,53
489,514,363,261,261,213,53,53,53,53,53
490,429,347,484,416,53,15,53,53,53,53
491,773,347,347,347,53,347,53,53,53,53
492,811,347,261,53,347,261,53,53,53,53
493,371,174,261,53,53,53,53,53,347,53
494,450,368,53,203,53,53,53,53,347,53
495,592,347,12,53,53,166,53,53,53,53
496,213,347,98,9,53,53,53,53,53,53
497,129,347,244,244,53,53,53,347,53,53
498,733,181,261,53,232,347,53,53,53,53
499,513,126,203,53,230,53,347,347,53,53
500,183,53,102,181,53,286,53,53,53,53
501,810,15,562,335,53,53,53,53,15,53
502,163,27,335,347,53,347,53,53,347,53
503,200,357,489,174,53,53,53,53,53,53
504,153,168,101,309,53,347,261,53,53,53
505,778,220,166,263,347,249,53,53,53,53
506,215,220,261,368,153,347,53,53,347,53
507,489,775,270,53,8,53,53,53,53,53
508,355,343,80,261,53,53,53,53,347,53
509,80,184,203,53,53,53,53,53,53,53
510,609,95,53,261,53,166,53,53,261,53
511,187,28,53,53,53,53,53,53,261,53
512,663,174,261,261,53,38,53,261,53,53
513,65,261,19,149,53,53,53,347,53,53
514,477,16,15,261,53,53,53,53,53,53
515,600,769,203,231,264,53,53,53,347,53
516,25,270,261,53,53,231,53,53,53,53
517,302,245,53,53,53,347,53,53,53,53
518,132,270,627,382,53,12,53,53,261,53
519,344,160,398,261,53,7,53,53,53,53
520,422,261,147,108,53,89,53,53,53,53
521,240,280,261,53,53,321,53,347,53,53
522,390,625,15,53,53,261,53,53,53,53
523,784,231,308,347,53,53,53,53,261,53
524,263,56,53,53,53,53,53,53,53,53
525,309,104,103,83,53,31,53,53,53,53
526,174,245,462,134,53,12,261,53,347,53
527,6,347,15,53,53,53,53,53,53,53
528,60,203,53,203,53,53,53,53,53,53
529,196,261,297,318,53,347,53,53,53,53
530,663,245,53,261,53,261,347,53,261,53
531,320,80,53,53,53,347,53,53,53,53
532,455,347,220,12,53,347,53,53,261,53
533,717,80,235,53,53,347,53,53,347,53
534,203,463,327,53,66,347,53,53,53,53
535,327,367,150,347,53,53,347,53,53,53
536,429,53,261,53,347,53,53,53,53,53
537,630,85,15,53,53,53,53,53,53,53
538,427,367,261,53,53,347,53,53,53,53
539,661,245,368,261,53,53,53,53,53,53
540,53,400,283,53,53,368,347,53,15,53
541,411,390,15,53,53,53,53,53,53,53
542,369,196,261,53,53,347,53,53,53,53
543,667,203,215,347,53,347,53,232,53,53
544,553,100,53,12,53,347,53,53,53,53
545,318,347,368,15,53,53,53,53,347,53
546,212,409,53,53,53,433,53,53,53,53
547,306,377,332,494,347,53,53,53,347,53
548,470,270,347,347,53,53,53,53,347,53
549,689,347,53,53,53,347,53,347,347,53
550,360,261,359,15,53,261,53,347,53,53
551,713,365,490,345,53,231,347,347,53,53
552,10,219,261,53,53,53,53,53,347,53
553,379,127,82,86,347,53,53,53,347,53
554,616,88,261,53,53,53,53,53,12,53
555,380,368,53,53,53,53,53,347,53,53
556,500,67,15,53,53,347,53,53,53,53
557,374,70,261,53,53,12,53,53,53,53
558,10,293,53,53,53,203,53,53,53,53
559,284,318,261,53,347,53,53,53,53,53
560,780,347,53,347,53,347,53,53,347,53
561,193,218,270,261,53,367,53,53,53,53
562,69,270,15,53,53,221,12,53,53,53
563,207,347,15,368,53,53,53,53,53,53
564,308,184,347,53,53,53,53,53,53,53
565,99,347,754,77,53,347,53,53,53,53
566,557,347,53,261,53,347,53,53,53,53
567,232,347,240,342,53,347,53,53,53,53
568,86,281,281,347,53,347,53,347,15,53
569,77,261,6,54,53,12,347,53,15,53
570,35,174,53,261,53,53,53,53,53,53
571,333,374,80,53,53,53,53,53,53,53
572,69,309,137,802,53,53,347,53,53,53
573,689,238,53,80,53,367,53,53,347,53
574,469,107,231,53,338,347,53,53,53,53
575,590,7,539,269,53,53,53,53,53,53
576,722,347,87,53,53,203,53,347,347,53
577,309,323,668,170,53,53,53,347,53,53
578,620,790,8,245,53,53,53,53,53,53
579,103,595,210,337,53,72,53,53,347,53
580,548,358,180,16,347,67,53,53,53,53
581,183,355,261,80,347,234,53,347,347,53
582,512,195,166,53,347,53,53,12,53,53
583,553,296,8,12,53,347,53,53,53,53
584,487,231,261,53,53,347,261,53,347,53
585,22,264,62,83,53,537,53,53,53,53
586,329,16,261,261,53,53,53,53,53,53
587,132,368,261,53,53,53,53,53,347,53
588,205,222,261,53,347,261,53,53,53,53
589,666,205,807,552,53,53,53,53,12,53
590,478,342,278,205,53,80,53,53,53,53
591,64,347,261,53,347,347,53,53,53,53
592,667,28,330,321,64,367,53,53,347,53
593,747,347,329,41,53,379,53,53,53,53
594,457,295,53,53,53,347,53,53,347,53
595,769,127,15,53,53,347,261,347,53,53
596,326,261,476,447,347,15,12,347,53,53
597,389,336,261,53,53,53,53,53,347,53
598,511,261,261,53,53,53,53,53,347,53
599,84,231,261,53,53,261,53,53,261,53
600,575,347,269,262,53,12,347,53,53,53
601,486,347,237,368,53,347,53,53,53,53
602,19,287,15,53,53,261,53,53,53,53
603,619,100,261,53,53,53,53,53,347,53
604,580,19,15,53,53,53,53,53,53,53
605,573,32,15,53,53,53,53,53,53,53
606,668,56,266,668,53,53,53,53,261,53
607,548,347,261,53,53,728,53,53,53,53
608,206,232,234,53,53,53,12,53,261,53
609,65,106,793,189,53,231,347,347,53,53
610,354,747,261,261,53,347,53,53,53,53
611,332,261,347,53,53,53,347,53,347,53
612,576,142,203,53,53,347,53,53,53,53
613,359,206,261,53,53,53,347,53,53,53
614,809,139,53,53,404,12,53,347,53,53
615,463,237,15,53,53,347,53,53,53,53
616,506,261,764,68,53,53,53,53,53,53
617,770,60,80,261,53,53,53,347,53,53
618,97,222,53,347,53,495,53,53,53,53
619,175,261,261,53,53,660,53,53,347,53
620,556,339,261,53,53,347,53,53,53,53
621,5,347,303,696,53,203,347,53,53,53
622,10,323,261,53,53,261,53,53,53,53
623,780,10,53,53,53,53,53,53,53,53
624,303,80,106,3,53,53,53,53,53,53
625,696,368,53,53,53,53,347,53,347,53
626,576,261,261,53,347,53,53,53,347,53
627,571,347,400,33,53,12,53,53,53,53
628,209,206,261,12,53,53,53,53,347,53
629,504,253,261,53,0,231,347,53,12,53
