ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41
23,4752,680,2069,6193,443,684,1613,2126,1505,1500,1500,6724,4679,2583,1505,5018,3998,1500,5383,5383,3295,1500,6757,1500,1500,6994,1500,1500,1500,3854,1500,3854,6733,5383,1500,1500,1500,1500,1500,1500,1500,1500
24,4752,5307,3601,1872,787,1095,787,1095,1095,1213,787,632,632,632,632,632,787,787,1890,787,787,787,787,787,787,787,787,787,632,787,2612,1890,632,3253,1095,787,787,787,1890,1095,787,1890
25,4158,4240,2870,1303,1924,3280,787,632,787,632,787,787,2579,2111,632,3089,787,787,143,787,787,787,787,787,787,1213,787,787,3229,787,2568,787,787,3089,787,2568,3229,787,1360,787,787,3089
26,4752,5307,3601,2168,3236,6190,589,2558,787,787,787,143,1095,1095,1095,1095,787,787,143,787,787,787,143,1064,787,1213,787,1095,1360,2612,2612,787,787,3253,787,2568,787,787,787,449,787,787
27,4752,5307,1502,1464,3145,1279,2211,1413,1166,3207,774,186,774,682,3207,186,681,279,2528,3057,279,279,279,1695,3057,1695,1289,1695,3111,1498,4540,1523,344,6154,1477,1695,1945,2625,1945,1695,1695,1945
28,4752,5307,4286,2072,2933,1666,886,3164,1848,3207,3155,3155,3155,1466,2366,1128,1128,1128,1128,1128,1128,1128,1128,1128,2437,1128,2437,2437,2437,2437,1128,1128,2437,1128,1128,1695,2437,344,1128,2437,2437,2437
29,4752,3039,3601,2096,3927,1216,4917,1940,974,5773,985,1374,1352,1374,1374,1490,3022,985,1490,1490,985,5557,279,1663,1289,1289,1289,1289,3521,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,2036
30,2158,5619,199,4848,2163,2428,3293,720,2926,442,3271,3271,3271,3271,1124,1223,3101,1787,2321,2230,3099,391,399,1787,3101,2737,1304,3012,1304,868,4363,3130,3290,3099,4704,1073,1073,2552,1747,1304,1227,833
31,4752,1703,3601,518,2163,1219,4801,3271,2377,3271,3271,1090,1090,1760,2013,3263,343,3294,3294,3099,2156,2156,222,2543,222,222,222,791,791,222,222,2697,2260,222,222,3294,222,1229,222,222,3294,2479
32,2158,4240,3703,1303,2163,1860,1761,720,3099,1157,3099,499,2790,2619,3099,3263,3099,3099,2461,3099,3099,2790,3099,3099,3099,2619,3099,2619,1717,3099,3099,2763,3282,3099,3282,3282,1717,2657,3139,1717,1227,1717
33,4752,5307,3601,6688,1009,1678,2247,2639,2639,2639,2639,446,2639,5784,3753,5112,5784,3503,2882,6087,2639,6812,367,5112,657,3503,4958,3503,6224,6224,3208,3503,3503,5576,3503,3503,1069,3208,5201,3346,5201,1069
34,4752,5307,3601,4328,1984,3157,2939,1522,1522,240,1978,1978,3153,1978,2283,1744,1135,6892,240,1923,3153,5274,1749,2724,3153,801,876,240,6417,2190,801,801,240,801,801,1532,2108,3208,2108,1749,1532,1532
35,4752,5307,3601,3772,4080,4908,7048,7048,1561,6892,657,1684,2065,2065,2065,1069,636,2953,2065,657,3706,2065,1226,1226,2577,1684,318,201,2065,1875,1226,1875,2719,1875,1684,2719,1875,3706,1875,1684,1772,2577
36,4752,4240,3703,1303,489,933,2163,50,340,50,50,461,461,50,1987,461,2463,2463,461,461,461,1987,1987,461,1987,461,461,1987,1987,1987,461,461,1987,1987,461,461,1987,1987,1987,1987,1987,1987
37,4752,4240,1336,2096,2463,1106,2910,1409,50,2621,916,1315,1142,2840,2396,824,824,4478,5088,2328,716,6063,2765,7022,0,2621,340,1142,1697,461,522,461,1298,522,522,1697,1298,6150,50,522,50,6150
38,75,5307,390,2953,1946,1280,3942,2894,941,1952,311,1514,1362,748,1362,2463,2463,2463,2463,1362,2463,2463,2360,2463,2463,1362,173,324,1362,3399,2897,1362,2897,884,313,1553,173,1362,6180,2360,884,3399
39,4752,4240,1502,92,220,3502,1301,22,1676,3526,1676,1676,1676,1498,1498,666,1690,1690,1690,1690,1690,1690,1690,1690,2073,1690,666,121,2177,978,121,1690,121,121,1690,4968,666,2446,666,121,1978,1690
40,4752,4240,3703,2628,2163,3502,3307,1579,487,487,487,391,2995,666,2995,666,666,666,666,666,666,666,666,666,1504,666,666,666,666,183,666,487,666,666,1504,666,666,183,666,666,3045,183
41,4752,1920,199,2997,6034,4062,7009,22,6100,978,3517,978,6754,3537,3537,271,0,6002,144,2596,1431,2100,1369,666,3829,1896,1896,1896,1431,1994,1994,1994,1431,1431,1994,144,15,1994,1431,1994,2100,3608
42,4752,5307,3601,242,532,1396,945,410,1199,2645,603,1073,2116,1263,2283,2462,2745,2462,2116,2283,2004,1263,1097,2745,1852,791,2462,791,791,1903,1097,2169,2745,2745,791,2458,1097,1097,2653,2788,2462,2745
43,4752,5307,100,1464,3017,3502,3307,2310,2018,3182,2462,2300,2462,3762,791,791,791,3086,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,3258,791,791,791
44,4752,680,3703,1464,2921,2380,2311,22,599,1592,2933,2933,1846,1760,1852,258,1760,147,3384,1760,3384,1728,1760,1852,2933,1728,3384,1760,1852,3384,1852,1760,3384,1760,2745,1760,2745,3384,2933,2933,1728,2447
45,4752,5307,1336,1590,1392,635,336,2627,336,3145,336,336,336,3028,3028,3028,1005,1629,3028,3028,3028,693,2786,3028,1629,3028,2966,2786,1493,1629,1629,2966,3418,2399,2399,1147,2878,3418,2060,6833,3418,2878
46,4752,4240,1336,2081,2308,1669,2156,1134,323,1134,1134,2684,1134,1134,3418,4546,4955,4919,6845,4955,393,3914,1645,182,3914,1645,3418,1645,1645,6845,1273,1645,1559,1645,1273,1645,1273,1645,2208,1273,1645,1645
47,4752,4240,3703,1464,3145,0,3017,1829,3017,1400,1400,486,2398,2398,343,1400,343,343,847,3506,3479,343,343,512,343,2038,2398,3506,2736,973,973,3026,932,2826,512,512,1738,2182,2826,512,2038,343
48,75,5307,3601,810,1946,1819,1995,1995,1995,3407,1995,1995,1995,1995,1995,1995,159,159,1995,159,1766,159,1995,159,1995,1995,1995,1995,159,1995,1995,1995,159,159,159,159,1995,1995,1995,1995,2605,1995
49,4752,1920,3703,2643,1298,1,2226,3407,2978,3407,3407,3407,3407,3407,3407,3407,3407,3407,951,3407,3407,159,3407,3407,3407,3407,159,3407,159,951,3407,3407,3407,951,3407,159,3407,3407,2005,951,3407,574
50,4752,5307,3703,349,1833,1819,1995,101,63,159,3407,3407,3407,3407,159,2383,2830,154,2830,154,1616,1616,2857,2830,1616,101,3068,2543,1995,1995,1995,1759,1616,159,1616,159,2066,2857,1723,1995,1616,1616
51,4752,5307,583,2289,951,1819,951,3198,604,2008,560,3407,3407,3407,604,3407,3407,3407,3407,2109,71,604,2514,3518,3407,71,604,352,2676,722,987,3407,71,2772,3518,71,124,2514,604,3518,1759,71
52,4752,4240,1502,92,951,747,951,1150,604,124,2559,177,3407,2267,2964,3249,177,3249,3249,3249,531,604,2843,352,3407,987,2843,1018,3407,722,987,3518,3407,1018,3518,2318,3403,3403,3403,3518,638,1018
53,525,5307,1336,1512,951,1061,1435,2372,177,2830,2830,2830,3407,1561,2224,159,3249,3249,3525,3249,3403,3403,3403,3403,3403,987,3403,124,3403,3403,1590,1590,3403,3403,3518,124,1153,3403,3403,3403,1153,6537
54,4752,4977,5185,2293,1392,2678,468,3291,157,2911,2677,2894,2677,2925,2542,3272,2894,2894,2169,2542,3272,3272,3272,3272,2169,571,2542,3272,2169,2169,3272,2542,841,3227,2894,2358,2358,1994,3129,2169,1468,3438
55,2442,5307,2870,1598,428,4146,5460,3929,6440,6440,4688,4688,4688,5590,4688,5590,5083,2098,3340,5083,4688,3340,1639,224,1430,1111,1043,1111,1101,1101,3340,39,39,3600,3108,2457,1111,39,2113,173,173,4910
56,75,5307,1502,2953,1946,4493,1365,500,2175,471,132,1968,132,213,2677,213,132,132,132,1968,132,1968,132,132,6679,2175,1278,132,2169,3340,132,3969,2318,571,2175,173,173,132,3482,173,2100,1934
57,4752,1703,3703,2628,3231,3423,2707,1973,169,1672,1006,214,720,1236,1429,1236,5486,5486,5486,1236,225,225,2546,9,2879,2546,2546,2763,2546,2546,2546,2546,2879,225,2546,1448,1145,2546,2546,2299,2058,2058
58,4752,4240,3601,2186,1984,2472,2461,3509,1975,421,1975,3886,3509,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,2338,1975,1975,430,1111,749,1975,741,4767,5936,1975,749,1975,749,3296,640,430,2510,6900
59,75,5307,1336,1590,951,1137,978,1097,1097,2680,1877,1097,1097,1097,1130,3263,2478,3203,1016,1130,1097,1130,1130,2645,526,3203,3203,2645,2645,2645,815,2645,1842,3203,2645,815,2645,2645,2645,3421,3203,3203
60,4752,5307,3703,2168,2609,1899,6903,3073,1693,2353,578,2260,2920,2920,2260,1190,1190,2592,1190,2592,1658,1190,1658,2592,2592,2592,2592,2592,1610,2592,2592,2592,2592,2592,2592,2592,2509,2509,2509,673,3350,2509
61,4752,3039,3601,1622,1750,78,2281,2922,316,6459,3097,2260,1000,1000,2503,2542,2542,2503,2542,2816,2542,1432,2542,1044,505,1097,1097,2306,1044,2816,1044,2542,1044,1044,601,1044,1044,1947,1044,1044,3492,5332
62,4752,5307,3703,2186,6298,78,2249,467,1022,2499,1377,1701,1434,2061,2592,1374,578,1434,1222,2592,1222,1566,3376,776,2816,1374,1566,3376,2509,1566,1566,1566,2509,1566,1566,2509,1877,3376,1044,2509,2509,2509
63,4752,5307,3601,3290,2985,1072,1364,1751,1751,1254,1364,1364,795,1364,1254,795,5630,2004,1220,1220,3070,109,1126,109,837,1126,795,2965,109,670,837,1126,359,2199,837,359,2618,359,2260,1126,1126,3273
64,4752,4240,3703,2168,2212,113,469,1930,2479,2887,3464,2287,2939,2287,2934,258,757,258,459,2934,2934,2934,791,2934,2934,2934,2013,3477,2136,2807,2136,2934,2136,2136,2934,1364,1927,2903,2934,2934,2136,754
65,4752,5307,1502,1464,242,635,3080,1751,2136,3464,2136,2042,2042,2136,1852,3263,1759,2136,2136,2042,19,2903,3263,2903,2903,2042,3263,2903,2903,3031,2156,2903,3031,3031,2903,2903,3031,2903,2807,3031,2934,2903
66,4752,5307,3601,2643,2900,886,3300,2399,1838,1861,1838,1838,1838,435,2060,435,232,232,6689,232,5825,232,1792,1792,3331,3331,694,1831,232,1792,1831,3331,1792,1792,6976,2697,5825,3116,2996,2697,6578,6976
67,4752,3039,3601,1622,3927,1095,4917,5174,316,1899,3097,1275,3121,4897,824,3121,2242,147,396,609,1224,6609,2525,1404,2612,870,131,4151,6031,1938,659,465,6502,457,694,457,1724,1443,457,2250,3492,2525
68,75,5307,1336,810,1946,1986,3412,2937,689,1740,1462,1740,1462,1986,1462,1774,1774,1232,3068,1986,3068,1232,3972,449,1792,3068,1792,3068,1792,3068,2167,400,2167,1839,1986,1462,2167,1232,2151,1792,2151,1462
69,4752,3039,2577,3290,2097,2846,4917,2097,3226,1462,3097,904,694,694,2243,904,5088,904,1774,2328,1084,6213,904,1003,3068,3068,694,561,1084,1740,2590,2538,1740,2810,1084,694,2774,1084,2810,1084,3068,860
70,75,5307,6010,211,120,768,3226,570,1679,2236,2981,2236,311,311,3068,2538,2538,2538,2538,904,2538,176,3141,3141,3068,3068,3141,3141,3141,3141,3141,3141,2733,904,2733,2733,1800,860,2810,860,3141,2810
71,6335,4240,1336,92,3131,3345,3300,3154,1525,1861,1861,2913,2733,548,3290,1804,1520,2733,1804,2733,2810,1520,2810,1520,1520,2810,1520,2810,2733,2733,2733,1520,2733,1804,2733,2810,2810,1520,2810,1520,1804,2810
72,2158,1920,1502,1303,1737,1268,2741,2441,3059,90,90,3353,4127,1728,1246,3353,1264,1246,1264,1264,3353,1728,1331,3353,1790,4171,3506,1264,1246,114,1246,1761,623,1246,2979,114,1761,139,114,1761,623,114
73,4752,4240,1336,6688,1750,197,2907,142,2526,130,685,130,1557,1557,2526,2526,1761,1790,130,1282,114,130,130,914,1790,914,914,130,130,114,130,130,114,914,914,114,623,130,114,114,130,1636
74,4752,5307,99,2387,1729,220,2746,986,651,2659,2557,2581,1891,657,1891,1253,3027,3036,3027,1624,2896,2728,91,1624,1790,3450,787,4151,657,1624,657,3450,3450,1761,575,2721,4216,1624,3557,1761,2842,402
75,4752,4240,3703,2072,395,3293,2067,439,439,284,412,2163,1540,1218,2163,40,2163,2163,977,2163,2163,2163,1598,2374,119,2374,2374,1540,2163,2374,1540,1540,1540,1540,1540,2781,1540,1540,1540,1540,1540,2847
76,4752,3039,99,6193,2431,170,1448,2762,316,1925,120,1711,564,291,1711,977,1366,2098,396,2328,609,1224,564,2088,3390,3390,1540,2088,564,2781,2088,3390,3390,564,1540,564,1540,3443,291,1124,1540,1317
77,2158,5804,199,6866,1750,1106,2789,1779,881,228,82,881,881,881,881,881,977,1107,2214,977,2214,881,881,881,68,2214,68,2214,2781,2781,2214,3124,2781,919,2214,2781,3390,1779,2214,977,2214,68
78,4752,3039,3601,6193,3927,2184,4917,3327,316,3003,3097,3248,3248,3248,3248,824,300,1208,396,2328,1224,1224,3248,3248,3248,2107,2290,4151,6990,2296,2290,2290,6502,943,2328,2290,2049,2290,2290,806,3492,1992
79,4752,3039,2069,6193,3927,3327,4917,5174,316,3003,3097,3450,3248,3248,824,3248,827,1208,5088,880,3248,1224,2003,643,3248,643,1990,239,1940,3812,1940,582,1724,1990,82,1990,2049,1992,2504,3248,1724,1992
80,75,5804,5619,6715,6034,184,1771,2290,2471,3248,1328,3521,1990,1990,1208,1208,1208,1208,3521,1990,1853,3248,1992,1992,1992,3248,1990,1992,1992,3248,3248,1992,1948,3248,1992,1992,1992,1992,1208,3248,1208,1992
81,4752,5307,3703,2168,1710,988,988,1239,1840,1840,1840,988,421,988,988,3383,3383,3383,3383,3383,1257,12,4195,3383,3383,3383,3383,3383,12,3383,2858,3383,6214,1108,5397,3100,3383,3383,3383,1108,646,6214
82,4752,1920,3703,1303,2163,3030,5105,4848,868,1157,5294,6626,2120,2120,1802,1659,2120,1367,2120,2120,2120,2120,2956,2028,953,2120,2120,2604,4733,2120,2120,2120,2120,1765,2120,2604,2120,194,2120,2120,2120,1659
83,4752,4240,1502,1303,2163,3030,2103,4848,1157,1157,1802,1157,2120,1157,1802,1659,2120,1367,2120,3201,1367,2120,1157,2028,2389,585,1157,585,1157,2120,2120,2120,2120,1367,2120,2604,6109,194,2120,2991,2120,1659
84,4752,5804,3601,2186,951,2735,129,2097,3363,1986,3412,3363,2913,2913,3290,2913,3412,2913,2913,2913,2913,2913,2913,3290,3412,3412,592,3290,3290,3290,3290,3290,3290,3412,1492,3290,2666,3412,400,3290,3290,3412
85,4752,3039,3601,2953,3927,1095,4917,3327,303,3003,120,1275,3121,824,824,824,824,1107,5088,2328,6502,6213,5887,933,2662,2712,865,865,865,865,865,2666,1963,1581,2151,1581,865,865,865,1963,1581,3265
86,4752,3039,3601,2953,3927,768,4917,5174,316,1899,3097,1275,3121,4897,824,824,824,1224,396,2328,1224,1224,2913,6009,3412,870,592,4151,6842,1938,6269,3412,6502,1963,3290,1960,2247,2871,1963,3290,3492,1960
87,2442,5307,5619,1590,3131,768,1015,2050,2063,2981,2981,2913,2981,2981,948,2981,67,2981,3154,948,2981,67,32,2981,1804,2913,2981,3489,2475,694,3154,726,3489,3528,5170,2052,2346,3528,3528,1097,3528,2913
88,4752,3039,3601,2953,3927,768,4917,3327,316,1899,3097,2909,3121,4897,824,824,824,1173,5088,2328,716,1224,2292,75,491,3489,491,3489,3489,3489,3302,2052,3302,161,1173,2052,2292,426,3489,6910,3489,3489
89,4752,1920,5887,2481,1375,768,4917,67,1065,1414,65,2909,2050,3121,824,824,824,1107,5088,2328,716,6213,2765,2981,1963,67,67,67,67,67,3489,67,67,67,3496,67,2167,67,67,67,3489,67
90,75,5307,1336,1590,120,1194,3154,1194,1128,2666,1391,1391,1391,1391,1391,1391,1391,1107,1391,1391,1391,1391,1391,1391,921,1375,1391,1332,320,3872,3412,1391,1391,3412,1391,1375,3412,1391,3168,17,1391,1332
91,4752,5307,1502,3290,1946,1637,2635,2774,2397,2666,2397,2178,2397,2397,2178,2397,2397,1332,1411,2919,1332,1232,1792,1986,1740,457,2050,884,1792,400,865,865,2178,1774,400,2090,2063,1774,400,2084,865,400
92,4752,680,1336,2293,948,3239,488,627,1792,1025,457,5213,477,2084,457,1242,2090,2498,1971,1335,477,1232,7053,2257,1590,1514,2215,2178,457,2178,481,481,1590,1120,2086,1232,1814,3128,621,2257,2192,1804
93,4752,5307,3703,2186,2742,4040,3848,221,5201,6909,221,6909,6909,4118,5201,4118,2908,5201,6040,5201,12,12,5201,12,6040,12,2908,2908,12,4118,2908,5425,12,5201,5376,1180,3519,12,5376,2661,2747,1180
94,4752,5307,3703,2168,6418,3628,3990,6368,6666,12,12,7008,5222,1923,4233,4617,5343,1180,3823,4696,12,1323,4617,2277,4617,1323,1532,1532,12,1323,6794,5343,6794,5496,1323,1923,2661,6794,4387,2661,1532,2661
95,4752,5307,99,2628,951,961,1585,123,77,1239,123,97,97,2588,3338,1239,3338,473,1311,5140,2588,2588,4617,2588,4617,1460,1460,3102,3338,1323,1705,1532,1180,2588,1532,4617,55,2588,4617,2771,7015,1532
96,2442,5307,3703,2990,6298,2388,12,473,2771,2277,2908,2771,2277,2771,2277,2277,2277,2277,2277,2277,2277,1460,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,628,2277,2277,2277,2277,2277,2277,2277
97,4752,680,99,2168,1984,2388,628,345,345,3527,1460,628,2277,628,3519,6534,2277,3519,2588,2588,2588,2168,2588,2588,2277,2588,628,2277,628,6534,2588,628,628,628,628,2277,2277,628,628,2277,6534,2277
98,4752,5307,3601,2186,6298,6518,4431,4515,2277,2277,2943,1311,2277,1231,2277,1239,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277
99,4752,5307,3703,657,951,3009,1722,2261,2335,3448,2856,1684,3158,2198,2198,2198,1075,2198,1075,724,1075,724,2564,2564,2564,2029,724,795,724,724,2564,2564,2564,1932,2564,2564,2835,2564,724,724,14,2564
100,2158,5619,199,2997,3638,6741,6599,2184,3465,6391,3419,2932,6838,3592,2932,6795,3122,2015,1844,2015,219,6795,3122,6795,6795,219,1844,6795,1953,1567,385,5951,3115,5951,1844,6795,1567,3517,1844,385,5951,2125
101,4752,3039,3601,2953,1768,4908,4917,2767,316,299,1795,2322,923,3636,3636,2651,3636,301,3636,3455,3753,6479,2651,3636,1781,2325,3636,1781,2322,1949,1795,2385,2651,2767,3753,2767,2231,1949,362,1949,2325,3165
102,75,5307,2802,2186,1984,324,3111,2893,941,471,3435,2792,337,337,337,3438,337,2573,3438,363,2677,1504,363,363,1652,363,2427,363,1937,2135,363,363,363,363,588,2135,363,363,2294,2578,363,1300
103,4752,1703,3703,810,372,2506,225,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
104,4752,1920,1177,1303,601,1106,2113,751,791,1506,1535,1695,3359,928,2803,1223,3211,2803,1223,1223,1433,2803,6,324,2803,1433,3444,1223,2112,3006,2803,3006,6,324,1433,1433,1433,1579,2768,2206,6,1535
105,4752,1228,199,3485,2371,514,304,3141,645,6884,2411,3244,4442,4442,3729,1174,3729,855,855,1768,5383,739,5270,1187,1500,5270,1187,1187,1187,1187,855,855,2305,6431,1187,855,1398,2791,1500,1187,1500,2220
106,4752,4240,199,2293,562,3399,3399,1288,316,3399,1288,1345,1540,3430,1344,3399,2490,855,300,3235,3234,3330,89,855,3234,716,131,4151,4303,2296,929,687,2351,4050,316,2533,602,3330,4050,2713,1724,2829
107,4752,3039,3601,2953,1729,5254,3372,3327,316,3003,3097,2951,3166,4897,824,3458,2123,3237,396,609,1224,6336,3399,5084,3236,716,787,4151,2018,1938,929,2812,6502,2337,994,3572,1724,2337,2490,2337,1724,994
108,4752,4240,5977,3290,1392,32,2497,2097,1293,4268,2157,3766,2996,2157,1420,1445,2157,1637,5141,3843,1420,1462,4268,3131,1637,1637,4268,1989,2996,1794,1637,2097,7053,3766,7053,1637,2157,2500,1989,7053,1637,1637
109,4752,3039,3601,2953,2663,768,884,46,316,2598,2598,2566,6471,3647,1120,2397,1637,1637,1637,3501,3501,1637,1524,2406,1524,1637,400,1637,1637,1637,6471,435,4750,5003,1637,309,2397,2406,1637,1637,3492,2157
110,2442,5307,1336,2481,1392,768,2497,2097,5141,4268,232,3766,2996,2996,4268,1339,2996,1637,5141,2157,2996,7053,7053,655,1637,1637,7053,7053,1445,1637,1637,7053,1637,709,7053,1637,2157,709,1637,1637,1637,7053
111,75,1703,3601,92,951,62,62,3328,90,3175,3175,2583,387,3175,2583,3199,3175,957,3178,387,3175,3175,3175,90,957,1610,3175,957,90,1393,957,1610,957,90,957,90,1498,1610,957,1393,3175,4910
112,4752,5307,1139,1303,1946,1946,1013,841,90,90,2340,2340,490,2340,2340,1062,1431,2340,300,387,387,135,1295,1134,2779,716,135,4151,6990,1938,957,957,6502,1159,651,2340,1724,490,6795,957,3175,490
113,4752,3039,3601,2096,1984,1669,4917,3362,3422,2874,2874,1989,3175,3175,3175,2874,3175,3175,2874,3175,3175,3175,3175,3175,3175,3175,3175,2632,3175,1610,1877,1610,3175,1921,3175,3175,3175,3175,3175,957,1610,3175
