ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10
308,480,615,355,473,476,482,608,334,647,334,356
309,130,807,175,299,320,236,276,704,118,343,216
310,354,317,313,82,553,434,103,5,757,723,188
311,484,320,335,314,652,484,419,164,9,233,210
312,151,379,618,22,192,42,17,275,108,783,206
313,515,552,556,802,643,527,707,706,237,64,493
314,389,387,60,262,234,518,197,31,389,269,31
315,418,129,370,111,395,161,80,106,695,10,109
316,158,570,252,360,562,792,387,262,389,171,796
317,140,169,693,590,99,69,633,10,32,220,327
318,308,671,184,319,788,38,196,714,62,264,212
319,308,253,446,596,811,620,377,778,688,123,250
320,103,82,181,222,652,625,760,18,678,14,280
321,182,339,293,347,284,484,385,101,479,161,401
322,279,431,601,213,714,100,10,247,42,234,287
323,308,367,367,194,236,248,496,178,103,254,346
324,284,62,773,808,164,50,777,384,98,167,129
325,276,771,72,335,55,181,253,176,176,56,77
326,26,64,43,440,504,402,689,111,185,345,504
327,206,215,389,54,779,34,263,254,215,250,42
328,121,102,583,514,96,0,190,256,689,534,237
329,35,274,445,185,268,487,248,119,312,80,511
330,648,211,89,284,259,762,32,778,70,382,402
331,156,450,384,8,400,521,635,570,20,126,630
332,317,322,148,10,217,656,278,403,0,5,244
333,193,593,654,64,592,657,718,529,697,337,343
334,353,74,328,338,201,758,56,343,365,331,288
335,424,37,323,119,41,297,379,246,84,74,180
336,361,282,190,103,287,261,799,57,627,255,322
337,278,272,130,383,313,343,249,653,111,140,706
338,255,715,301,381,415,417,21,323,395,364,98
339,693,725,93,384,387,69,422,322,450,88,684
340,22,681,22,476,166,746,159,338,133,355,66
341,480,781,727,284,283,214,448,41,380,480,707
342,594,145,145,40,664,609,134,145,77,145,145
343,773,539,259,511,103,211,319,139,308,390,82
344,141,433,546,595,788,519,711,695,433,439,263
345,422,582,450,740,401,527,146,537,633,750,718
346,497,530,64,509,810,558,647,297,28,136,746
347,234,118,169,192,748,647,731,347,25,11,772
348,549,0,771,526,678,801,530,123,695,749,153
349,77,204,739,387,323,101,229,781,343,639,618
350,447,129,96,190,288,584,194,260,358,240,168
351,169,368,92,272,237,131,385,792,170,60,658
352,761,608,236,292,346,765,528,491,366,372,292
353,130,199,422,406,320,111,467,109,469,5,236
354,35,129,35,553,65,66,684,98,31,118,771
355,228,264,650,96,578,206,453,449,648,793,540
356,650,581,327,483,247,35,308,248,157,243,238
357,780,347,19,269,674,807,768,23,570,551,10
358,220,754,750,442,466,549,750,617,466,418,666
359,60,325,458,149,603,468,10,482,197,60,498
360,100,536,49,667,157,93,709,583,19,657,86
361,493,437,210,66,325,328,372,549,14,69,364
362,434,522,177,620,144,630,730,127,40,390,86
363,364,408,661,440,234,658,628,107,730,570,623
364,93,598,159,678,519,58,763,148,633,351,275
365,754,534,22,125,127,184,433,211,653,281,773
366,178,625,416,572,377,334,313,625,804,213,644
367,407,86,86,373,128,207,319,626,368,123,375
368,811,789,264,594,177,806,698,19,548,342,811
369,194,149,688,473,592,88,455,325,472,633,643
370,414,705,508,132,591,263,708,792,749,149,672
371,297,602,651,634,110,786,791,400,187,550,366
372,601,696,809,692,563,384,303,255,256,551,12
373,346,329,664,518,150,766,24,292,150,195,150
374,128,87,613,86,650,52,511,714,800,604,395
375,353,734,403,689,561,132,735,99,734,448,400
376,422,397,266,204,374,348,408,284,781,388,749
377,89,92,597,403,574,406,599,763,592,214,702
378,784,731,618,493,42,413,178,318,275,275,774
379,370,69,291,401,394,374,271,276,74,9,226
380,265,593,84,545,473,388,697,161,229,38,649
381,684,155,772,750,369,190,559,678,217,46,137
382,300,537,666,498,25,56,232,154,553,450,172
383,20,747,348,167,99,668,506,9,159,334,425
384,710,523,533,197,663,218,32,10,50,659,422
385,257,213,75,245,522,487,608,110,715,729,264
386,731,182,623,170,364,600,322,200,776,188,22
387,752,301,727,288,86,387,137,737,58,476,380
388,671,547,789,561,453,720,742,508,168,667,722
389,287,793,505,776,196,320,251,768,44,75,517
390,354,371,572,435,121,156,320,507,369,55,527
391,583,477,143,620,177,686,177,594,273,594,657
392,206,521,180,262,306,17,71,652,175,512,282
393,89,156,469,206,334,635,140,370,303,516,630
394,740,355,740,37,732,598,506,380,399,371,276
395,14,274,74,130,688,192,139,662,580,727,31
396,337,369,223,359,325,62,523,10,784,493,116
397,570,394,590,527,239,295,121,759,457,20,778
398,72,72,181,176,348,123,608,246,77,348,233
399,723,494,663,744,381,263,540,737,389,171,495
400,7,744,642,303,482,663,78,170,598,747,779
401,703,145,368,433,384,447,520,651,26,614,10
402,154,98,600,271,311,181,69,466,185,33,748
403,387,98,389,85,513,466,43,43,444,31,808
404,558,563,79,669,755,574,282,401,799,9,713
405,648,65,427,80,50,203,165,318,464,637,140
406,491,125,225,187,527,224,339,11,281,389,41
407,491,140,303,643,799,512,543,552,10,625,24
408,723,351,175,3,388,679,369,515,353,14,126
409,33,29,678,332,55,180,394,83,197,343,124
410,247,244,53,187,282,283,65,269,571,292,166
411,325,220,467,256,168,37,170,262,193,152,381
412,43,223,371,269,503,759,165,0,531,309,194
413,31,279,374,54,75,185,130,374,348,193,64
414,285,799,170,488,260,762,551,26,10,262,255
415,271,199,153,302,639,408,268,199,466,199,810
416,167,704,20,740,353,393,197,590,590,317,85
417,185,197,784,589,732,157,511,250,197,729,287
418,797,174,293,560,180,182,105,74,256,570,137
419,517,629,243,477,683,713,726,477,204,255,361
420,193,193,204,249,252,732,111,373,467,98,313
421,434,607,794,321,147,164,69,407,230,356,127
422,507,334,637,25,663,111,205,475,586,309,10
423,512,590,695,764,488,43,677,663,362,131,406
424,600,656,623,440,366,159,321,677,303,206,528
425,760,793,709,625,794,771,589,660,127,356,654
426,397,184,9,233,154,652,718,9,284,25,9
427,123,133,374,359,690,377,136,402,167,133,84
428,194,365,450,160,507,354,56,193,26,401,56
429,396,14,798,565,583,372,334,384,106,109,398
430,32,345,627,340,308,478,663,787,347,130,203
431,136,100,102,450,295,652,111,643,329,636,682
432,352,630,332,158,635,71,224,265,334,417,1
433,78,583,131,437,719,695,156,684,78,24,213
434,269,257,665,432,647,544,237,237,665,228,53
435,121,271,153,514,759,130,778,354,2,529,519
436,566,371,566,570,560,234,502,638,340,111,339
437,740,750,676,402,805,570,137,314,266,562,402
438,69,317,130,66,634,351,384,183,800,107,20
439,611,590,65,319,519,389,161,363,67,400,370
440,387,590,185,310,166,276,256,165,221,380,96
441,380,194,380,347,383,689,182,37,380,305,126
442,65,382,411,285,259,795,219,395,47,402,596
443,44,393,780,588,107,209,631,318,402,44,264
444,55,433,397,176,233,343,163,38,361,77,112
445,2,220,229,74,271,472,266,692,69,240,336
446,639,55,271,85,406,673,1,55,153,199,175
447,801,117,371,160,496,192,80,322,166,557,220
448,402,77,74,388,334,545,195,282,277,56,318
449,348,545,221,740,676,307,688,752,233,135,781
450,600,33,545,732,371,665,257,33,1,348,215
451,121,482,272,145,797,332,719,778,753,54,428
452,431,458,170,325,231,281,541,132,740,325,32
453,95,518,412,809,179,191,412,107,491,224,257
454,505,653,612,635,184,387,248,451,366,779,293
455,181,329,44,387,585,125,264,314,240,521,307
456,212,480,361,37,168,498,380,207,479,333,381
457,283,29,231,306,256,634,465,619,185,281,783
458,203,281,203,434,222,60,727,308,323,773,293
459,340,170,292,290,276,5,513,717,445,491,330
460,806,127,779,30,335,789,49,447,14,3,306
461,434,420,517,65,122,40,274,5,403,800,364
462,0,440,788,132,432,295,249,331,527,559,586
463,792,245,476,132,652,652,371,31,380,166,692
464,1,369,315,238,348,364,154,526,233,74,331
465,578,358,261,519,282,752,623,285,159,37,131
466,340,509,702,29,32,414,588,119,245,372,490
467,276,373,590,153,711,285,598,705,666,117,65
468,657,19,594,177,439,746,177,434,100,100,594
469,548,123,569,273,602,520,177,760,100,342,760
470,177,667,510,203,594,536,463,362,177,572,629
471,126,259,375,195,735,377,585,259,777,99,184
472,403,126,293,159,560,238,548,524,400,87,587
473,130,84,37,307,738,74,31,141,421,33,495
474,193,655,692,141,123,278,368,158,69,299,259
475,176,756,384,340,684,137,713,475,784,514,48
476,452,507,326,777,400,540,467,368,374,343,85
477,19,601,100,619,203,788,620,177,607,747,231
478,775,580,673,409,22,789,766,658,121,603,667
479,377,321,721,362,91,683,761,548,644,349,372
480,402,248,521,694,387,358,34,391,41,608,333
481,696,381,674,86,307,259,274,317,162,181,252
482,321,683,292,51,490,449,703,517,35,292,518
483,520,173,645,514,610,726,540,206,423,471,500
484,802,237,77,678,240,218,276,211,33,459,337
485,491,363,21,197,773,272,533,80,95,187,701
486,204,83,25,249,747,209,552,98,684,566,706
487,108,672,135,419,599,603,131,750,586,633,747
488,654,493,748,566,620,237,3,592,596,488,505
489,713,35,557,325,34,111,669,24,610,513,156
490,50,49,608,490,507,365,557,735,428,730,629
491,552,789,40,584,778,755,23,698,756,550,443
492,785,770,51,420,726,285,536,478,407,189,463
493,493,746,0,677,78,639,252,121,790,156,65
494,352,786,197,386,454,224,658,342,758,788,456
495,530,121,26,105,208,130,89,334,336,695,694
496,351,557,137,672,167,448,55,299,7,399,452
497,169,272,229,326,35,123,684,145,527,779,334
498,295,89,136,160,196,136,676,230,619,794,760
499,317,84,636,651,84,555,333,308,583,58,259
500,434,181,581,143,112,181,181,789,449,143,264
501,137,361,472,629,703,129,179,174,238,182,742
502,474,504,111,331,111,458,195,119,663,405,530
503,724,581,395,372,563,554,387,0,140,443,332
504,545,64,539,153,320,292,216,545,238,197,629
505,173,32,805,210,86,621,576,78,569,569,759
506,354,718,155,295,333,224,68,204,324,9,323
507,250,204,360,566,165,295,417,493,425,706,720
508,138,283,296,535,404,184,662,136,118,641,649
509,373,619,184,268,323,333,217,248,219,22,36
510,473,480,88,95,806,811,145,683,251,668,626
511,488,673,479,325,173,35,209,645,435,778,657
512,510,53,664,665,53,371,506,434,205,462,789
513,792,32,413,69,507,155,0,476,60,10,220
514,102,290,53,23,140,142,798,80,541,450,77
515,195,14,241,335,208,799,175,210,714,314,42
516,382,95,490,356,264,525,40,247,157,381,380
517,382,214,382,356,697,37,145,263,410,123,241
518,734,87,607,757,273,769,794,423,572,19,134
519,651,323,216,280,147,376,50,421,36,770,167
520,292,502,129,730,34,522,810,254,483,80,165
521,233,388,315,394,197,745,652,170,394,394,315
522,361,345,84,338,394,184,163,376,1,119,338
523,448,204,754,717,257,489,287,182,115,211,130
524,410,109,523,410,553,724,805,73,140,128,143
525,101,35,389,328,600,145,401,657,479,255,673
526,240,775,77,21,572,274,489,629,741,377,669
527,491,287,458,26,533,608,788,503,557,105,503
528,615,687,257,319,624,675,480,148,777,317,162
529,647,272,9,10,98,558,155,787,361,22,291
530,555,0,328,364,295,250,671,275,385,371,347
531,301,695,74,12,124,137,260,138,353,476,800
532,235,135,83,31,148,284,666,473,639,563,334
533,747,320,432,457,802,435,408,5,571,771,549
534,373,78,739,78,40,261,714,769,703,95,701
535,121,53,251,617,528,413,24,657,583,725,751
536,741,604,35,748,357,613,636,521,251,766,380
537,74,142,555,285,775,408,77,229,345,375,327
538,388,266,563,201,25,168,269,278,311,9,383
539,567,600,808,686,145,581,795,370,337,368,479
540,111,322,74,379,289,547,370,400,18,363,66
541,535,560,727,165,806,581,358,395,325,570,229
542,402,508,22,159,804,422,683,682,709,630,200
543,687,278,45,45,246,233,715,150,123,177,605
544,37,331,167,71,519,411,519,418,66,183,107
545,33,151,432,666,721,686,271,465,166,332,376
546,560,349,319,296,604,362,308,395,80,289,472
547,767,309,401,791,284,185,808,498,135,335,255
548,365,210,156,54,220,0,58,77,147,282,697
549,581,808,790,790,138,190,69,245,175,444,292
550,484,713,732,238,180,773,55,172,35,406,747
551,603,689,761,759,808,141,777,220,603,71,413
552,223,758,224,482,762,435,458,571,156,643,320
553,62,91,53,754,260,597,165,508,354,515,119
554,390,536,702,78,413,543,789,321,58,253,726
555,44,66,368,533,451,536,280,428,433,472,728
556,745,496,200,403,789,137,236,65,37,32,160
557,537,630,398,556,102,369,530,466,435,542,286
558,3,571,678,400,376,201,363,459,159,323,211
559,83,645,767,167,641,787,108,380,450,371,151
560,755,470,32,166,156,803,370,630,9,7,50
561,423,80,493,429,363,680,768,449,68,790,308
562,578,356,241,241,190,272,18,140,361,148,466
563,214,539,508,805,667,218,459,274,487,619,372
564,359,271,618,69,653,168,353,373,559,221,96
565,64,360,337,571,625,698,132,516,49,340,210
566,506,101,540,187,515,276,460,456,430,569,520
567,260,80,487,140,786,452,706,23,325,216,215
568,96,147,268,464,413,569,156,112,91,339,55
569,660,140,253,581,209,754,568,365,26,328,197
570,802,437,269,494,28,440,574,370,269,759,599
571,104,185,759,309,320,171,92,467,209,557,124
572,31,54,334,7,536,552,26,742,334,325,520
573,399,319,159,195,466,160,734,307,66,333,525
574,262,444,89,387,99,370,162,183,690,422,84
575,353,632,274,376,114,167,469,338,276,276,183
576,709,159,385,5,551,782,245,477,123,207,264
