ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20
133,55,477,36,764,708,569,517,183,259,323,100,28,259,259,107,347,259,321,102,200,217
134,72,194,259,259,317,305,370,314,259,368,130,358,259,259,245,293,588,220,297,583,576
135,91,741,303,364,53,271,174,309,232,174,98,77,515,232,12,244,232,45,484,788,9
136,421,708,133,227,701,234,304,222,381,53,270,209,232,356,58,140,31,171,259,792,793
137,654,173,58,274,217,635,245,53,232,53,8,12,232,22,783,127,232,569,28,696,246
138,693,121,481,209,319,187,246,550,323,231,286,219,308,90,106,90,90,217,60,466,83
139,465,316,465,257,417,318,217,174,100,231,204,90,704,647,90,338,154,699,217,794,163
140,180,192,695,561,389,654,553,553,12,347,8,95,90,90,90,338,180,210,489,320,34
141,730,356,314,575,729,729,730,567,410,102,183,102,730,77,102,730,446,4,229,67,699
142,171,366,290,593,238,84,572,365,102,53,323,184,129,102,166,231,102,469,301,196,635
143,437,20,778,62,389,389,384,196,102,368,102,28,102,130,102,102,285,610,176,56,197
144,191,766,64,601,576,255,552,416,549,12,166,12,342,12,342,342,342,586,15,271,397
145,109,446,209,400,453,185,768,101,231,53,343,342,10,278,342,342,231,652,479,750,681
146,416,774,32,585,45,32,336,203,342,12,273,342,256,342,28,15,342,21,303,213,249
147,531,380,639,195,145,469,280,115,237,347,12,15,359,237,53,345,5,311,550,623,690
148,312,326,189,581,34,340,195,418,367,102,321,231,691,237,237,31,237,423,722,134,342
149,342,466,353,197,264,121,19,26,15,15,347,237,237,237,347,347,171,237,792,175,788
150,462,233,380,466,673,380,149,449,329,185,111,47,7,7,7,215,7,108,764,634,502
151,361,361,281,779,194,801,148,370,7,261,222,222,161,161,7,332,770,499,545,181,613
152,466,675,100,151,334,581,282,255,66,53,368,8,7,176,365,166,328,597,273,296,139
153,762,499,589,762,253,589,147,524,5,53,129,368,203,206,231,129,206,687,586,132,618
154,340,381,159,484,499,696,231,264,206,347,166,270,131,548,166,206,68,734,103,572,320
155,592,142,237,427,131,608,646,121,206,323,191,113,762,206,203,347,380,710,666,763,724
156,51,579,143,317,248,579,143,183,703,352,371,352,24,148,352,555,130,31,793,10,391
157,54,418,174,323,363,136,172,151,144,261,140,100,198,261,352,176,259,505,477,329,669
158,252,774,334,192,742,71,451,160,400,95,40,182,352,51,339,352,130,591,720,186,487
159,618,372,281,524,486,495,810,693,12,12,12,53,237,357,123,357,357,518,377,133,203
160,787,489,264,333,192,293,292,477,381,270,367,306,123,357,357,357,5,158,775,674,28
161,30,264,192,162,192,139,661,457,161,53,140,140,357,357,357,211,357,781,491,687,765
162,409,558,615,54,299,248,558,249,27,323,27,28,28,46,84,384,66,686,45,63,88
163,693,809,406,328,370,400,35,247,365,261,321,368,206,46,46,273,46,402,522,631,791
164,639,602,426,593,69,262,20,574,46,46,176,261,252,19,179,140,433,17,187,1,140
165,259,569,692,123,259,168,697,692,345,12,8,384,269,207,345,15,551,93,547,247,209
166,547,804,801,95,626,454,249,387,214,245,323,323,273,130,161,98,314,800,627,783,656
167,677,691,49,100,492,434,253,721,345,12,130,345,50,345,345,166,239,791,54,552,89
168,4,168,290,496,611,611,323,449,789,285,394,285,285,285,285,285,561,229,148,367,561
169,460,747,132,508,645,19,691,609,285,384,285,46,285,285,40,28,351,285,730,459,579
170,115,612,319,769,555,314,205,117,335,261,285,270,285,285,285,270,780,629,271,602,511
171,339,411,56,709,613,89,328,92,261,368,170,261,343,106,102,343,19,727,257,244,419
172,155,130,56,300,155,179,750,153,343,135,284,343,343,672,331,343,300,523,193,709,776
173,709,454,555,338,182,82,404,163,16,53,95,77,343,53,343,286,343,53,295,361,26
174,792,102,328,287,308,157,111,736,359,368,356,53,237,372,203,56,188,508,207,408,114
175,342,456,343,276,788,621,134,600,95,53,109,131,359,359,203,359,14,359,156,223,413
176,488,484,157,253,381,9,106,477,62,80,37,222,359,341,359,359,359,359,350,132,584
177,638,510,533,731,695,581,781,609,393,95,361,38,648,100,521,100,100,111,550,36,804
178,759,411,732,301,136,502,694,206,341,261,285,86,339,396,100,100,208,761,540,215,557
179,755,271,615,115,488,778,633,52,292,321,27,28,378,100,100,256,100,763,520,89,409
180,301,131,759,810,466,521,274,166,237,166,269,296,231,283,273,283,283,471,185,806,683
181,508,626,111,714,64,771,130,776,283,323,28,283,283,185,283,283,366,94,26,482,708
182,395,395,754,588,453,780,33,599,68,323,100,100,58,80,7,27,411,75,65,389,741
183,168,208,101,133,476,790,232,676,753,270,286,356,116,403,286,314,694,99,377,230,257
184,248,51,476,548,629,678,376,133,579,393,356,107,191,356,115,356,248,368,612,393,202
185,399,55,647,603,121,292,683,158,356,347,359,356,406,356,384,38,356,700,64,166,467
186,732,192,750,537,389,192,469,114,113,95,15,206,113,113,294,113,113,325,810,619,123
187,634,510,624,766,809,369,752,802,46,368,283,28,113,730,101,113,113,504,571,308,367
188,290,496,251,310,251,222,780,551,130,53,53,368,113,95,113,338,623,472,149,725,197
189,275,195,179,610,195,272,688,657,274,231,270,274,274,139,53,63,290,675,19,397,5
190,794,35,525,150,244,364,311,117,161,368,306,341,789,274,811,259,274,19,346,332,119
191,683,477,663,35,758,384,727,139,374,341,274,189,173,274,274,322,508,347,99,618,768
192,557,14,304,32,189,80,133,133,52,245,88,52,52,52,124,52,52,717,175,126,385
193,390,195,521,521,289,102,18,58,317,393,393,393,52,379,181,168,44,341,165,182,44
194,121,384,149,708,69,411,602,100,123,261,242,274,41,52,337,284,398,299,385,435,4
195,410,181,682,128,369,99,780,78,157,261,99,160,53,338,53,8,338,151,348,618,194
196,195,453,309,6,241,314,522,130,66,53,231,53,696,338,321,90,53,621,234,495,666
197,455,768,198,115,499,613,725,758,215,270,373,222,261,261,7,338,275,208,295,389,436
198,133,480,265,338,112,14,223,36,270,245,33,189,71,123,16,189,313,245,305,219,412
199,301,802,713,713,78,38,714,774,89,270,27,393,678,359,359,359,233,187,154,557,321
200,384,658,53,189,189,189,22,166,189,203,368,140,248,368,141,312,189,721,367,174,427
201,340,680,14,285,366,145,268,37,34,347,53,15,34,34,245,210,34,364,683,810,454
202,150,74,621,650,106,34,540,34,34,368,231,231,161,85,261,278,34,416,467,720,417
203,687,181,212,561,202,790,789,749,376,203,67,34,34,13,7,107,34,638,459,295,603
204,689,7,275,271,746,673,282,504,136,7,28,84,368,274,69,374,211,510,320,448,515
205,610,148,702,229,206,764,251,88,7,80,66,53,324,69,34,63,69,69,702,795,512
206,276,104,340,111,142,457,780,356,343,321,69,69,69,69,69,219,323,417,369,88,769
207,361,415,606,551,369,369,361,361,424,424,424,424,424,277,277,424,229,336,369,369,361
208,383,408,758,118,155,118,409,153,95,369,369,130,262,369,59,389,50,149,1,303,117
209,556,650,539,809,256,271,81,482,399,368,261,166,119,166,338,56,124,54,482,358,140
210,778,595,218,799,24,185,620,54,377,161,185,185,185,439,90,219,69,69,610,387,453
211,639,697,537,737,491,135,155,494,140,161,185,185,754,185,670,185,389,592,427,526,799
212,213,641,263,323,735,92,318,66,185,193,209,171,345,147,221,296,213,156,174,98,250
213,262,568,312,747,747,780,498,155,46,368,395,395,395,313,395,395,88,100,535,160,711
214,348,139,366,182,402,40,744,401,8,53,325,323,395,95,343,395,38,121,398,623,381
215,524,346,36,328,256,41,712,358,28,347,28,405,0,53,16,16,395,576,209,625,388
216,690,632,745,314,269,745,222,400,133,80,286,194,250,156,270,156,156,417,157,379,84
217,35,33,102,62,697,602,354,85,30,241,365,132,156,156,370,156,241,251,252,459,10
218,454,409,720,317,148,262,385,130,596,252,156,156,156,156,156,156,156,375,323,234,756
219,74,780,382,793,578,570,591,536,212,368,231,338,160,160,245,222,160,379,287,476,571
220,648,481,417,545,545,588,459,783,78,368,160,160,160,160,789,369,160,338,380,22,541
221,195,195,195,481,248,775,230,345,351,86,321,38,577,160,160,160,160,41,589,538,424
222,677,728,160,601,405,543,373,474,129,231,74,334,129,395,321,174,67,753,461,406,574
223,306,751,64,665,105,313,509,127,357,347,345,345,76,300,256,129,129,186,805,749,2
224,197,210,647,540,558,400,170,437,129,53,368,231,129,154,174,129,129,487,217,427,387
225,70,450,30,325,130,270,8,433,357,53,245,161,241,195,131,53,241,656,397,366,583
226,102,104,93,295,237,205,91,411,241,156,365,358,241,671,241,320,69,45,660,329,237
227,504,360,334,379,30,781,306,792,241,261,28,46,241,285,69,241,241,670,630,736,134
228,387,723,173,322,88,780,42,792,384,53,56,231,264,222,264,343,13,736,526,754,371
229,6,157,810,764,149,303,111,390,264,161,53,16,264,278,203,264,651,594,417,413,583
230,319,677,492,249,34,785,687,55,226,53,56,359,264,282,367,261,264,273,263,58,224
231,35,633,683,613,310,88,787,125,170,231,261,373,238,66,170,333,21,181,128,794,135
232,273,260,231,193,329,320,193,595,170,170,145,62,281,296,166,150,260,773,560,796,682
233,109,583,693,693,577,604,677,236,170,138,170,170,274,573,170,170,602,557,602,196,80
234,431,799,571,354,234,506,484,244,140,231,124,166,358,30,166,184,323,263,165,30,71
235,267,267,178,62,233,506,264,669,184,184,184,167,24,522,727,184,172,71,199,518,1
236,450,435,435,711,110,586,110,773,184,12,369,166,184,184,184,184,184,537,471,749,133
237,154,635,31,10,404,197,621,60,170,261,286,69,89,124,245,124,124,148,320,388,518
238,633,608,124,124,124,266,187,555,124,347,323,124,705,124,264,5,727,340,492,567,359
239,282,576,92,297,225,145,287,209,171,245,12,34,124,161,323,347,294,735,685,429,717
240,185,125,361,135,68,246,388,26,71,53,8,38,71,113,71,139,71,257,691,225,656
241,523,154,434,741,648,255,322,196,71,12,28,71,346,576,241,71,269,71,205,501,9
242,728,474,367,485,485,485,281,560,71,392,71,602,71,367,251,71,274,223,663,131,211
243,260,709,185,176,197,303,303,162,149,347,263,325,166,263,60,526,125,263,626,303,209
244,346,346,117,56,467,665,283,203,263,12,207,400,263,263,191,224,263,447,272,199,221
245,38,672,490,194,753,35,713,108,400,53,53,12,263,83,130,28,250,459,514,185,313
246,78,78,53,78,321,629,364,41,78,231,160,404,109,411,263,49,702,660,353,575,680
247,764,746,12,87,87,87,547,297,191,15,347,245,16,53,67,125,360,136,738,211,121
248,9,504,686,451,442,527,411,383,236,53,245,319,115,245,166,12,191,191,364,288,780
249,569,273,387,190,283,88,788,203,35,347,289,270,181,233,12,256,174,739,397,656,753
250,496,381,142,506,68,381,397,211,332,27,67,74,256,459,370,256,256,682,292,213,80
251,391,758,613,552,736,652,578,613,152,321,273,203,188,256,67,158,256,256,588,245,64
252,399,788,404,224,13,297,129,677,82,53,321,53,247,99,222,293,214,264,5,399,335
253,321,760,304,3,480,417,350,74,463,53,274,17,160,293,308,131,805,127,83,471,274
254,289,761,299,287,263,289,578,238,293,368,231,293,57,261,170,203,129,630,219,648,251
255,730,549,121,346,131,145,507,108,56,323,56,264,246,245,53,150,56,56,696,106,325
256,46,404,343,396,56,374,679,166,356,321,231,8,197,210,53,124,372,252,801,630,435
257,759,282,385,386,591,134,395,548,56,8,166,369,399,81,179,203,70,313,60,493,60
258,443,126,752,739,208,383,727,455,399,368,323,27,303,65,161,286,399,385,118,136,150
259,714,339,269,196,163,562,216,709,369,53,12,203,16,399,53,28,399,642,775,688,174
260,592,737,192,419,569,671,653,166,90,161,398,399,56,399,213,399,399,610,195,759,5
261,268,106,145,387,810,206,121,374,149,270,166,49,16,16,331,331,249,331,107,308,634
262,557,650,520,33,6,389,238,628,20,95,169,331,331,173,108,392,367,389,695,647,193
263,174,748,221,87,370,174,147,684,237,166,152,395,434,331,343,331,331,331,792,301,326
264,576,609,806,162,162,130,147,303,263,347,245,53,131,28,189,399,400,87,246,17,250
265,243,746,60,202,130,760,654,509,149,53,203,1,6,207,130,338,400,327,317,87,671
266,356,780,696,725,89,129,652,213,400,368,99,53,400,400,246,129,261,295,654,713,87
267,480,778,568,656,455,433,807,366,128,95,140,368,192,128,203,172,128,656,568,237,400
268,797,549,782,522,485,36,656,405,128,80,27,28,28,28,128,259,128,299,705,433,445
269,566,6,507,178,487,773,214,311,269,53,237,222,311,362,222,128,211,284,705,548,40
270,230,345,636,175,676,301,376,561,176,160,248,160,189,248,248,603,248,68,22,179,778
271,340,547,252,291,333,195,6,805,66,102,46,341,248,69,248,285,154,518,626,673,110
272,752,193,677,689,782,752,731,361,89,80,323,248,248,248,203,173,45,157,515,658,403
273,462,501,541,20,347,645,28,722,118,28,368,118,118,23,333,118,118,749,459,274,748
274,83,781,648,108,252,373,807,583,294,231,90,166,118,102,166,362,118,276,17,603,498
275,662,421,419,402,182,531,642,662,369,53,405,128,118,337,338,384,31,213,229,69,83
276,622,576,672,256,253,401,677,376,96,53,347,171,403,130,53,131,96,45,613,366,269
277,185,199,487,554,650,399,562,362,8,203,100,259,96,96,28,27,96,807,175,396,389
278,412,185,484,783,282,103,314,273,96,267,337,96,7,334,287,96,96,802,684,706,192
279,101,149,78,406,139,121,31,108,366,28,331,281,376,152,237,343,539,256,88,750,66
280,6,243,105,20,351,92,410,115,256,261,274,238,152,321,127,248,203,619,363,206,301
281,689,771,639,323,215,156,274,177,152,7,261,286,152,618,76,8,171,209,714,41,446
282,729,613,791,790,187,619,790,364,251,393,385,44,48,48,48,352,183,343,106,173,476
283,231,35,773,661,255,693,91,156,273,12,246,95,16,246,53,246,246,246,178,638,527
284,723,626,103,800,399,799,487,49,321,53,176,367,246,246,53,102,246,715,643,682,232
285,77,268,313,313,166,593,19,197,64,347,270,28,174,343,135,241,84,708,80,45,514
286,186,186,175,660,356,579,766,748,84,84,275,84,84,84,66,604,251,709,91,409,315
287,261,754,60,673,366,102,490,576,34,321,27,285,84,6,46,30,84,730,188,206,608
288,573,180,260,207,295,384,454,107,32,352,241,89,352,223,352,533,339,44,531,402,411
289,98,385,757,518,492,424,643,290,287,53,368,323,246,53,222,98,255,432,592,467,171
290,492,620,635,380,747,191,116,236,339,261,70,102,100,240,133,100,109,434,462,4,555
291,215,190,377,225,318,307,145,185,35,231,245,158,440,260,161,284,158,492,234,383,641
292,169,125,167,712,285,334,267,777,158,347,158,259,158,187,158,347,140,147,295,120,540
293,111,245,349,245,203,111,638,192,158,53,34,368,113,339,53,321,323,554,509,721,590
294,434,696,21,130,547,417,677,145,273,207,40,78,50,165,365,78,745,78,810,158,247
295,372,274,763,106,320,320,647,651,66,321,66,343,78,78,335,219,78,351,92,333,594
296,574,387,78,236,299,311,40,92,12,347,166,130,337,383,130,245,347,779,294,453,190
297,11,260,260,80,53,592,630,472,136,347,166,79,262,262,262,384,262,123,698,702,41
298,41,593,778,355,373,166,605,652,222,231,262,262,346,262,682,238,262,69,241,799,293
299,262,667,35,385,30,389,49,748,804,53,166,191,245,369,12,206,256,654,179,214,467
300,742,19,508,140,328,151,724,794,393,203,29,179,179,194,179,154,751,509,438,248,223
301,440,309,3,478,385,388,354,643,34,261,368,231,311,156,273,367,179,683,202,710,573
302,561,159,89,213,780,137,310,86,179,321,80,321,343,328,368,270,30,74,374,690,268
303,219,703,693,25,153,335,215,318,29,80,118,46,29,29,29,323,444,580,199,401,435
304,748,125,603,381,549,627,334,148,232,231,191,56,135,29,16,12,320,29,433,422,278
305,804,459,32,261,680,245,588,170,187,95,179,187,29,159,29,393,439,358,603,599,474
306,646,770,427,599,720,380,557,24,294,53,90,367,8,294,376,98,479,667,213,249,638
307,55,346,106,272,11,663,195,363,101,12,113,359,294,278,113,326,124,169,78,620,224
308,271,196,66,555,541,70,55,440,129,166,124,294,294,177,16,16,320,213,237,693,6
309,735,387,93,256,480,389,347,92,74,368,129,186,74,70,232,74,596,162,550,761,183
310,748,99,745,776,801,186,722,629,74,34,74,100,285,74,74,499,74,423,494,170,577
311,316,617,617,316,361,53,284,356,82,270,116,256,74,346,191,74,99,168,258,113,394
