ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41
15,461,59,59,59,59,59,310,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59
16,327,59,59,59,59,59,144,59,59,59,59,59,59,59,59,54,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,99,99,59,59,59,59,59,59,59
17,418,59,59,59,59,59,218,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99,59,59,59,59,59,59,59,59,59,59,99,99,59,59,162,99,59,59
18,526,59,59,59,59,59,337,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,162,59,59,59,59,59,59,59,59,59,99,99,59,99,59
19,257,59,59,238,59,59,144,59,59,59,59,59,59,59,99,59,59,59,59,99,59,59,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,59,99,99,59,99
20,461,59,59,72,59,59,611,59,59,59,59,59,59,59,59,59,59,59,162,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,99,59,59,59
21,87,59,59,54,59,59,83,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,99,59,59,59,99,59,99,59
22,51,59,59,72,59,59,338,59,59,59,59,59,59,59,59,59,59,59,162,162,59,59,59,59,59,59,59,59,59,99,59,59,59,99,59,99,59,59,59,99,59,59
23,389,59,59,72,59,59,338,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,99,99,59,59,99,99,59,59,59
24,259,59,59,72,59,59,261,59,59,59,59,59,59,59,99,415,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,162,59,59,59,59,59,59,59
25,204,59,59,72,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,162,99,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,99,99
26,461,59,59,54,59,59,430,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99,59,59,59,59,99,59,59
27,237,59,59,59,59,59,27,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,300,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99
28,59,59,59,72,59,59,285,59,59,59,59,59,59,59,59,54,59,59,99,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,99,59,59,59,59,59,306,306
29,418,59,59,54,59,59,338,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,99,59,59,59,59,59,59,59
30,428,59,59,59,59,59,529,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
31,588,59,59,59,59,59,338,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59
32,376,59,59,238,59,59,138,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59
33,669,59,59,54,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,99,59,59,59,59,59,59,59,59,59,59,59,59,144,59,59,59
34,383,59,59,59,99,59,79,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59
35,461,59,59,306,59,59,13,59,59,59,59,59,59,13,99,59,59,59,59,59,59,99,59,59,99,59,59,59,59,59,99,99,99,59,59,59,59,59,99,59,59,59
36,386,59,59,59,59,59,78,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59
37,669,59,59,59,59,59,824,59,59,59,59,59,99,59,59,59,59,59,162,59,59,59,99,59,59,59,59,99,59,99,59,59,59,59,99,59,59,59,59,59,59,59
38,358,59,59,72,59,59,192,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
39,652,59,59,300,295,59,251,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59
40,278,59,59,72,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99,99,99,392,512,99,99,162,59,59,59,59,59,59,99,59,99,59,59
41,87,59,59,59,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,99,59,59,59,59,59,59,59,99,162,59,99,59,59,59,59,59
42,91,59,59,99,59,59,285,59,59,59,59,59,59,238,99,59,59,59,59,59,162,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59
43,85,59,59,300,308,59,218,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,99,59,59,59,59,59,99,59,59,59
44,461,59,59,59,59,59,350,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,144,59,59,59,59,59
45,66,59,59,59,59,59,114,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,99,99,59,59,59,59,59,59,59,59,162,99,59,59,59,59,59,59,99
46,221,59,59,59,324,59,144,59,59,59,59,59,59,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59
47,669,59,59,300,59,59,845,59,59,59,59,59,59,59,59,59,59,59,162,99,59,59,59,59,99,59,59,99,59,59,59,99,59,59,59,59,59,99,99,59,59,162
48,272,59,59,54,59,59,210,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59
49,285,59,59,72,59,59,71,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59
50,59,59,59,59,59,59,113,59,59,144,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
51,70,59,59,59,59,59,42,59,59,59,59,59,59,59,59,59,59,162,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99
52,669,59,59,59,59,59,31,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,99,59,59,59,59,59,59,59,59,59,59
53,869,59,59,59,59,59,72,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,99,99,59,99
54,389,59,59,54,59,59,232,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
55,461,59,59,72,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,99,59,162,59,59,59,59,59,59,99,59,99,59,59,59
56,85,59,59,72,59,59,244,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59
57,669,59,59,72,59,59,78,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99,99,59,59,59,99,59,59,59,59,99,99,59,59,59,59,59,59,59
58,418,59,59,300,59,59,797,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,99,59
59,669,59,59,59,59,59,193,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59
60,588,59,59,59,59,59,144,59,59,59,59,59,72,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,99,59,59,59
61,130,59,59,54,59,59,47,59,59,59,59,59,59,59,162,59,59,162,162,59,59,59,59,59,162,59,59,59,59,59,59,59,59,99,59,59,99,59,59,59,59,59
62,828,59,59,54,59,59,78,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59
63,380,59,59,59,59,59,95,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,54,59,59,99
64,386,59,59,72,59,59,120,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,99,59,59,59,300,59,59,59,59,59,59,99,59,59,59,59,59,59,59
65,418,59,59,54,59,59,238,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,54,59,59,59,59,59,59,59,59,59,59,59,99,59,59
66,112,59,59,59,59,59,193,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,99,59,59,59,99,99,59,59
67,237,59,59,72,59,59,541,59,59,59,59,59,59,59,59,59,59,59,99,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
68,526,59,59,59,59,59,483,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59
69,268,59,59,59,324,59,144,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99,59,59,59,59,59,59,162,59,99,59,59,59,59,99
70,389,59,59,59,59,59,430,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162
71,588,59,59,238,144,59,18,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,99,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59
72,59,59,59,59,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,99,59,59,59,59,162,59,59
73,285,59,59,54,59,59,430,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,99,99,59,59,59,99,59,59,99,59,59,144,59,59,59,59,59,59,59
74,376,59,59,59,59,59,296,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,99,59,59,59
75,669,59,59,59,59,59,338,59,59,99,59,59,59,59,99,59,59,59,59,59,59,99,59,59,59,59,99,59,59,59,59,59,59,144,59,59,99,162,99,59,59,59
76,461,59,59,59,59,59,238,59,59,59,59,59,59,59,59,59,99,99,59,59,162,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
77,669,59,59,54,59,59,261,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,99,99,59,59,144,59,59
78,213,59,59,72,188,59,210,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,162
79,151,59,59,238,144,59,137,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
80,588,59,59,54,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59
81,453,59,59,72,59,59,16,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,99,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
82,461,59,59,54,59,59,392,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,99,59,59,59,59,99,59,99,59,59,59,59,59,59,59
83,652,59,59,72,59,59,796,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,162,99,59,99,59,59,59,59,59
84,130,59,59,59,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,324,99,59,59,59,99,59,59,300
85,588,59,59,59,59,59,542,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,99,99,59,59,59,59,59,59,59,59,59,59,99,59,99,59,59,59,59
86,859,59,59,72,59,59,824,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,99,59,59,59,59
87,669,59,59,59,59,59,144,59,59,59,59,59,59,59,59,99,59,162,99,59,59,59,59,59,59,59,59,59,59,59,59,99,59,99,59,59,59,59,59,99,59,59
88,461,59,59,59,59,59,337,59,59,59,59,59,59,59,59,99,99,99,99,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59
89,461,59,59,59,59,59,71,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,99,59,59,59,59,59,59,59
90,79,59,59,54,59,59,162,59,59,59,59,59,59,59,99,59,59,162,59,59,59,59,59,59,59,59,162,99,59,59,59,59,59,59,59,59,59,99,59,59,59,59
91,418,59,59,59,59,59,240,59,59,59,162,59,59,59,59,59,59,59,59,59,144,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,99,59,99,99,59,59
92,461,59,59,54,59,59,370,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,99,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59
93,376,59,59,59,59,59,386,59,59,99,59,59,59,59,59,59,59,59,59,59,99,59,59,59,99,59,59,59,99,59,59,59,59,59,99,59,59,59,59,59,59,59
94,87,59,59,59,59,59,89,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,99,59,59,59,59,59,59,59,59,99,59,59,59
95,48,59,59,72,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,99,99,59,59,59,59,59
96,376,59,59,54,59,59,796,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99
97,71,59,59,72,59,59,114,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,99,162,59,59,59,59,59
98,85,59,59,72,59,59,317,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
99,34,59,59,72,59,59,218,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,99,59,59,59,59,59,59,59,162,59,59,59,59,59,99
100,373,59,59,59,59,59,239,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
101,173,59,59,59,59,59,211,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99
102,588,59,59,72,59,59,271,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99
103,94,59,59,54,59,59,430,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99,99,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59
104,418,59,59,54,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,99,162,59,59,59,59,59,59,59
105,62,59,59,54,59,59,144,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,99,59,59
106,588,59,59,99,59,59,317,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99
107,257,59,59,72,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,162,59,59,59,59
108,386,59,59,59,59,59,319,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
109,272,59,59,59,298,59,143,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,144,59,59,59,59,59,59,59,162,59,99,59,59,59
110,418,59,59,72,59,59,287,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,99,59,144,59,59,59
111,275,59,59,59,59,59,144,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59
112,418,59,59,59,99,59,319,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
113,404,59,59,59,59,59,702,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,99,59,59,59,59,59,99,144
114,418,59,59,99,59,59,238,59,59,59,300,59,59,99,59,59,59,59,59,59,59,628,284,284,57,279,284,722,59,59,59,59,59,59,59,59,99,59,59,59,59,59
115,285,59,59,54,59,59,78,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,99,59,99
116,112,59,59,59,59,59,285,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,99,59,59,59,274,370,170,59,59
117,167,59,59,59,59,59,217,59,59,59,59,59,59,59,59,59,59,59,59,59,162,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
118,461,59,59,54,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,144,59,99,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,99,99
119,6,59,59,54,59,59,13,59,59,54,59,59,59,59,59,59,300,162,59,162,59,59,59,99,59,99,59,59,54,59,59,59,59,99,59,59,59,59,59,59,59,59
120,461,59,59,99,59,59,144,59,59,59,59,59,59,59,59,144,59,59,59,59,59,59,59,99,251,251,500,59,59,59,59,99,59,59,59,59,59,59,59,59,59,162
121,669,59,59,54,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,99,59,59,99,59,59,59,59,59,59,59
122,418,59,59,59,59,59,78,59,59,59,59,59,59,59,59,59,59,162,54,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,144,59,59,99,59,59,99,59
123,261,59,59,72,59,59,280,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59
124,657,59,59,59,59,59,248,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,99,59,59,59,59,162,99,59,59,59,59,59,59,59,59,59,59,59,59
125,588,59,59,54,59,59,78,59,99,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59
126,386,59,59,59,59,59,370,59,59,59,59,59,59,59,59,99,59,59,59,162,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,99,99,59,59,59,59,59
127,461,59,59,54,59,59,125,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59
128,285,59,59,59,377,59,232,59,59,59,59,59,59,59,59,59,59,59,99,99,59,59,59,59,99,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59
129,278,59,59,54,59,59,216,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
130,418,59,59,72,59,59,695,59,59,59,59,59,59,59,59,59,59,59,99,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59
131,418,59,59,54,59,59,430,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,99,99,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
132,669,59,59,59,59,59,717,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,99,59,59,59,59,99,59,59,59,59,59,59,99,59,59,59,59,99,59,59
133,257,59,59,72,59,59,71,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,99,59,59,59,59,59,59,59,59,59,59,99,59,59,59
134,82,59,59,72,59,59,217,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,144,59,59,59,59,59,59,59
135,181,59,59,54,59,59,162,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,99,59,99,99,59,59,59,59,59,59,59,59,59,59,59,59,99,99
136,22,59,59,59,59,59,338,59,59,59,59,59,59,59,59,59,59,59,99,99,59,59,59,59,59,59,59,99,59,59,59,59,59,59,99,59,59,59,59,59,59,162
137,801,59,59,72,59,59,300,59,59,99,59,59,59,59,59,59,59,99,99,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,144,99,99
138,268,59,59,54,59,59,430,59,59,59,59,59,59,59,59,59,59,59,59,144,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,162,59,99,99,59,59
139,19,59,59,59,59,59,144,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
140,461,59,59,59,59,59,99,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59
141,669,59,59,59,59,59,372,59,59,59,59,59,59,59,99,59,59,59,162,59,99,59,59,59,59,59,59,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59
142,73,59,59,72,59,59,287,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,99,59,59,99
143,588,59,59,72,59,59,21,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,99,59,59,59,59,59,59,99,59,59,59,59,59
144,91,59,59,59,188,59,19,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59
145,257,59,59,54,59,59,71,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59
146,418,59,59,54,59,59,317,59,59,59,59,59,59,59,59,59,59,99,59,162,59,59,59,99,99,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,162
147,257,59,59,59,59,59,287,59,59,59,59,59,59,59,59,59,59,59,162,59,59,59,59,59,99,59,59,99,59,59,59,59,99,59,59,59,99,59,59,59,59,59
148,669,59,59,59,59,59,42,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,99,59,59,162,59,59,59,99,59,59,59
149,637,59,59,54,59,59,78,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,99,59,59,59,59,162,99,59
150,376,59,59,54,59,59,430,59,59,59,162,59,59,59,59,59,59,59,59,59,99,162,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99
151,373,59,59,229,59,59,78,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99,59,162,59
152,669,59,59,54,99,59,167,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,99,99,59,59,59,99,59,59,59,59,59,144,59,59,59,99,59,59,59
153,173,59,59,54,59,59,285,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,99
154,418,59,59,59,59,59,248,59,59,59,59,59,99,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
155,268,59,59,72,59,59,261,59,59,59,59,59,59,59,59,59,59,59,99,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
