ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51
12,730,787,1585,1609,4280,2148,1446,3299,911,257,396,3441,4793,477,5026,3441,2603,2603,1436,963,1446,4628,2603,257,2345,2603,3441,5844,5844,4628,2603,5844,2603,905,5844,3441,477,5844,4628,257,2543,2245,5844,5844,257,477,2603,2245,4628,4628,5844,2245
13,504,6837,1585,473,1881,2148,1446,1582,2773,473,4793,473,4793,2467,4891,2131,473,473,1436,2467,1446,6936,2131,6936,2633,6936,2131,2265,2131,2131,2265,1110,2983,6066,6842,1684,2622,473,473,257,2543,3441,473,473,1684,473,473,473,3923,2131,2265,1110
14,3352,473,2603,3519,2339,911,257,3441,911,257,2961,257,257,7049,2374,3441,3441,7049,257,257,3369,257,7049,2771,137,3441,257,257,3369,2771,3369,7049,257,257,257,257,2771,257,7049,257,257,2961,2771,5844,257,2168,257,4901,4413,2771,477,2835
15,1833,1030,1585,123,3315,3369,2804,3351,824,2480,3351,2634,3315,3315,1483,123,1483,3315,1474,1732,1483,1474,2289,123,1483,2289,1563,2289,2289,3315,2289,1563,3315,3315,1483,3441,1563,1563,3441,2289,177,2289,2289,123,177,961,177,177,3315,1563,1231,1563
16,730,2588,2423,2588,961,2277,3441,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,396,3441,1077,2289,3441,2289,2289,3441,2289,2289,2289,2289,2289,2289,2289,2289,2168,2289,2289,2289,2289
17,2386,174,1201,1146,3315,3338,1474,2730,2730,2730,2730,1474,1474,1474,4342,6060,2608,1474,1474,2608,2608,2289,6060,2608,2608,2289,2289,1434,2289,2608,2608,296,1231,296,2289,1812,2608,2608,2608,2608,2608,2289,2289,2289,2608,2608,2608,2608,2608,1474,1474,2608
18,2386,421,90,2042,3459,56,56,1739,56,2476,2476,56,1724,3224,3224,2821,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,1080,3224,3224,56,56,1080
19,2037,421,1304,2887,1022,1760,1022,1022,1022,2089,1739,2355,2355,2821,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,56,3224
20,2386,421,705,87,3133,56,56,1739,56,56,56,56,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224
21,5857,3216,1540,3098,589,3998,3173,1916,2092,1492,2092,2092,3942,2092,2092,3942,2092,3942,3942,3942,3942,3942,3942,1500,1398,2092,2092,1492,1398,1492,5383,1500,3816,1500,3942,3942,3942,3816,4169,3942,3816,3816,3942,4169,3854,1613,1613,3816,3942,1613,1500,3942
22,2835,678,5978,132,3150,1046,5084,1014,5084,1250,1325,1325,1250,5084,1785,1325,3995,3995,5468,3995,1325,1325,1325,1325,5375,1325,1325,5468,5375,1325,3210,1325,3995,3210,1325,1509,1325,3995,1325,1509,1325,3995,1325,1325,1325,3995,1325,1325,1325,1325,1325,1325
23,1916,3216,1540,586,1613,1613,855,1916,1916,1613,1613,1500,1500,1500,1500,1500,1500,1500,1500,5383,1613,1500,1500,1500,1500,1613,1500,1613,1613,1492,1500,1613,1613,1613,1613,1613,1613,1613,1613,1613,1325,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613
24,1066,2671,1492,1095,589,589,1095,3253,424,424,1890,787,787,502,1890,424,787,787,787,787,787,787,2147,1890,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,2096,787,2245,787,3280,787,787,787,787,3280,3280,787,787
25,2310,787,143,1492,589,787,787,787,424,787,143,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,1213,787,502,787,787,787,1213,787,787,787,787,787,787,3229,787
26,1066,3300,1492,1095,589,787,3089,787,787,1095,1900,1093,2519,2650,787,787,787,2650,787,787,3025,787,787,2773,3229,787,787,3229,2773,3229,449,3025,3229,787,449,1064,449,449,449,2650,449,2650,3229,3253,2650,449,449,449,2650,449,3025,2650
27,2386,1399,3198,62,1312,1100,985,6154,3417,1933,1490,1490,1490,3207,3525,1695,1490,1490,3525,3525,3525,3525,3155,3525,681,3525,3525,3525,3155,3525,3525,1695,3525,1781,3525,1695,1695,3525,3525,1781,1248,3149,3525,3155,3525,1781,3525,3129,1781,1781,3525,1781
28,3463,421,1139,492,3304,1341,2437,1477,1379,6,1379,1379,1379,1379,1379,1379,1379,6,1379,3155,1379,1477,1503,6,3155,966,3101,1503,3386,1940,1503,1940,3406,1379,2437,1379,1503,966,1477,1940,2225,1477,1477,1503,966,1695,1695,1695,1940,344,3406,1940
29,2571,1775,2689,2689,2689,1216,1216,4457,1289,1289,5773,2853,1289,1289,1289,1289,5773,5773,5773,1781,6154,5075,3840,2189,5773,1781,1781,1781,1781,1446,1781,5652,2543,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,5773,1781
30,2933,42,371,1815,42,2403,2907,2783,2783,2907,6,1629,277,3028,908,2737,2737,2737,2230,1787,2230,2737,2969,2011,2011,2011,2737,748,1787,1717,3215,3215,2737,1142,1717,1717,1787,1787,1787,1787,2230,1747,833,1787,2011,1787,1787,1787,1787,1717,833,1787
31,1400,373,439,2013,2013,2435,2907,2143,222,5698,5698,2940,5698,2789,1433,222,2789,222,2230,222,222,2462,222,222,222,222,2230,1229,222,222,222,222,222,222,222,222,833,222,222,833,222,2230,2230,2789,222,222,222,222,222,222,222,833
32,2037,119,371,795,1842,1106,1106,3282,434,1106,1106,1106,1106,1106,1157,1157,2230,1106,2230,1106,1717,2230,779,1106,2230,2342,2230,2230,1448,1106,1433,1106,2230,2230,2230,833,2230,1717,1717,833,2230,2230,1106,2230,1106,1157,3444,1106,1157,1717,1106,399
33,1641,644,1132,3985,851,2181,3208,3208,5274,6045,707,1662,1662,1069,1069,1069,1069,22,22,22,22,6045,22,22,22,22,22,1561,1561,2828,22,22,22,22,1561,22,22,6087,3178,22,22,22,22,2173,22,22,22,2828,22,1561,2828,1903
34,3599,437,2792,2792,73,1522,1522,1522,1352,240,2510,2070,1875,1875,1744,1352,1744,1875,1875,2423,1875,945,240,1875,1875,2423,1875,945,1352,1226,1749,4943,1875,945,945,1452,1875,664,1875,4943,1875,4943,4943,1875,1875,1875,464,945,1875,1226,1875,1875
35,3685,2958,1271,2275,6909,1828,3346,3346,3346,2967,1226,2065,1684,1226,1226,2724,1915,1226,2724,1684,776,2875,4536,2724,1226,2724,2724,1226,2724,1226,2724,2724,2724,2724,2724,2724,2875,545,3267,1226,2875,2724,776,2724,2724,4536,3373,2724,7019,7019,2875,3153
36,2386,1164,2383,1,605,340,461,461,461,461,461,461,1987,1987,461,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,4035,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987
37,1228,119,1444,1139,2517,2840,1139,1697,1697,1697,5141,1697,0,1697,7022,7022,0,1697,0,1298,7022,178,7022,0,7022,7022,1548,0,340,2607,1298,0,1697,0,554,7022,1548,0,0,7022,1697,1548,1298,3129,1697,1298,1298,1298,554,2412,1298,1548
38,382,2500,311,2323,5651,173,173,822,173,2480,173,173,173,173,896,173,173,173,173,173,173,173,1223,173,896,173,1961,1961,896,1961,173,1987,896,1987,1987,5159,896,1543,3399,173,173,896,896,896,173,1987,173,896,896,896,896,1608
39,2037,2807,2933,460,1820,2893,2893,2893,2011,2893,4460,1690,3347,121,666,1599,1599,666,666,666,666,1599,666,666,666,1599,1599,2782,1599,1599,666,1599,666,1599,121,1599,1599,666,1599,121,1599,1599,4729,4729,1575,4729,1599,666,4729,2914,1599,1599
40,292,2807,2933,1803,1803,487,1701,6260,700,700,1301,1599,700,1763,666,1599,1599,666,3313,666,666,1599,1301,1599,170,1599,1599,1599,1599,1599,1599,1599,1599,1599,102,1599,1599,1599,1599,1599,1599,1599,102,1599,1599,1599,1599,1599,1599,1599,1599,1599
41,2835,1775,4293,3307,1301,4293,6773,5228,5228,5228,6328,1431,1431,447,4460,6328,429,6295,1431,6295,6295,447,271,4157,4157,1584,6295,4157,4157,144,447,4157,4460,6328,144,102,1860,3434,6328,4157,3434,1860,1860,6328,1575,1575,1575,1431,447,791,1431,791
42,2037,2553,805,132,1066,2059,1263,2645,1073,2745,1263,507,2462,4699,664,2645,507,664,507,507,507,1263,1263,1263,3258,1263,488,1263,1263,507,507,1263,2462,3258,1263,2979,1263,1263,1263,2462,1265,507,1263,1263,1263,1263,1263,1263,2979,9,1263,1263
43,2386,1029,1073,2807,2968,1073,2756,2745,2745,2745,1263,2745,3263,3263,3263,3263,1973,2055,3263,3263,3263,1263,2055,3263,1973,791,3263,3263,3263,3263,2055,3263,791,3263,791,2055,2055,2055,507,3263,3263,791,2055,3263,2055,3263,791,2055,3263,3263,2055,2055
44,1141,2807,3340,1775,3804,2148,4322,483,3384,1852,2037,2467,4793,2189,1852,1852,97,1852,83,2467,5030,1268,1906,1263,1263,1263,1263,121,106,3263,3263,106,1263,930,3263,3263,1263,1263,3263,3263,398,83,1263,1263,1263,121,930,1268,754,1906,1263,1906
45,3463,1307,1253,3044,1681,3145,3145,3145,499,2849,499,606,3312,3312,323,499,499,323,323,499,3312,2690,566,499,3312,2690,499,2690,499,499,1406,3312,3312,3312,693,499,3312,3312,323,499,499,323,499,499,499,499,499,499,3312,499,3312,3312
46,2584,429,2854,2381,2382,2156,767,3261,2156,624,1011,5751,624,1011,1011,568,767,4087,973,1011,973,973,1646,2156,3133,2156,2156,1011,1646,973,973,2156,973,973,973,973,1011,3377,2114,973,1011,3302,1011,1011,973,2156,973,1493,973,973,2156,2156
47,2386,2163,1400,2042,2382,1602,3017,3017,343,932,512,973,973,973,2476,11,957,973,973,973,973,973,957,973,4578,973,973,4578,973,973,973,973,973,973,973,1735,2040,973,973,2219,6730,2731,973,2821,2731,2731,973,973,2731,973,2731,2731
48,504,1995,1995,1995,3407,2830,352,352,352,1995,3407,2830,159,159,1995,159,159,1766,1995,1995,1995,1995,1153,2857,2857,905,905,905,1153,1153,159,159,159,905,1153,905,159,905,159,159,1153,1153,1153,1153,1153,1153,159,1995,1153,905,905,143
49,504,3124,951,861,3407,3407,3119,280,3407,3407,3407,3407,3407,1819,3407,3407,3407,3407,1819,3407,3407,3407,974,1819,579,3407,3407,3407,3407,579,3407,3407,579,579,3333,574,3500,3407,3407,579,2149,579,579,579,579,579,579,1819,579,579,579,579
50,3112,1268,1664,1995,101,2830,3119,1616,1935,1935,2830,1935,1935,1935,1935,3119,2857,2857,2857,1616,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,1616,1616
51,2386,1116,1153,1995,3407,3407,3407,604,3407,3407,3407,3407,3407,3407,3407,604,604,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,159,3407,3407,3407,3407,3407,3407,3407,3407,3407,604,159,3407,3407,2514,3407,159,3407,3407,3518,3407,3407
52,90,1567,604,2843,604,2964,604,604,560,2964,1755,3048,1755,638,159,1868,159,638,1868,1868,1868,1868,1868,1868,1868,159,159,579,2964,1868,159,1868,159,1868,3407,1868,1868,711,1868,1868,638,159,159,638,3886,2964,159,159,159,638,3407,159
53,3463,1307,2372,3368,2830,2830,2830,2830,2830,2830,3407,2830,2830,1153,2780,2830,2830,2830,2830,2830,2830,3407,579,1153,1153,1153,2830,1153,1153,1153,1153,1153,124,579,1153,1153,1153,579,159,2372,2830,2830,579,2830,579,1153,1153,1153,1153,1153,1153,1153
54,1370,3216,1320,2175,1841,2894,2894,2894,2894,2894,2894,3483,2127,2014,2014,144,231,231,144,3227,1468,231,2677,231,2677,231,231,231,231,231,2014,2677,231,2014,231,2014,231,3227,2014,2677,2677,2677,2014,231,2677,2677,231,4732,2014,2014,144,231
55,1013,1436,2660,2014,2206,2038,1446,4688,4704,2480,1444,1452,4793,3108,1468,4704,1468,1077,4755,2467,1356,1077,1468,4704,1190,1579,1579,1468,1468,1579,1579,2459,1468,2673,3102,1579,1468,4704,4704,4704,4704,4704,4704,4704,1579,4704,4704,1579,4704,4704,4704,4704
56,1462,816,5978,6063,1812,3537,6064,2565,1968,1968,1968,1968,1968,1968,1968,2135,1968,1968,1968,1968,6900,1968,1968,1968,531,531,132,1968,1968,531,231,132,1968,231,132,132,132,3227,132,132,231,132,132,231,132,132,132,132,132,132,132,132
57,2037,1286,424,214,424,424,169,3313,3313,3421,286,225,1866,3421,225,2058,2212,225,225,225,225,225,225,225,9,225,225,225,9,225,225,225,225,225,225,225,225,2100,2100,1866,2100,791,225,225,225,225,2100,225,225,225,225,791
58,3149,2141,1975,3435,2519,2519,2893,1975,108,771,337,1975,2644,1842,2294,2644,1975,1975,2294,1975,771,1484,1975,1975,771,2443,771,108,5736,3966,1842,1278,4956,1278,1842,3266,2549,560,337,6091,2549,1278,1278,1746,1615,5968,337,3303,1278,560,337,1278
59,292,1575,1506,2677,2916,2594,1130,437,518,2021,1115,934,518,1115,1115,2679,1115,1115,2281,1842,1866,1842,2281,526,169,1842,1842,1842,169,169,169,1842,1842,2783,169,169,2281,526,1443,169,5692,3263,169,169,5470,169,1240,169,1842,2281,3263,2281
60,2948,2893,4822,3152,934,1931,2592,1190,1190,3373,3373,3373,2592,2592,2592,3373,3373,3373,3373,2920,2592,2920,2592,2592,2542,2509,2509,923,944,923,2509,1079,944,923,2108,2509,2509,3373,1079,2509,2509,2509,2592,2592,2509,2509,2509,2540,2592,2592,2592,2592
61,2037,373,2105,2711,292,1931,2586,1931,1931,2586,1931,1931,945,1931,2509,1931,1931,1931,1877,1877,1877,1877,1877,2753,1877,1877,2509,1877,1877,1877,1877,1931,1877,1877,1877,2509,1877,1877,1877,1877,1877,2509,2509,1877,2509,2509,1877,1877,1877,1877,2509,1931
62,325,2893,325,2034,3053,3214,1527,1527,1931,2318,94,94,915,915,915,915,1877,2318,3053,1877,1877,1877,1877,1877,1877,1877,1877,1877,3053,1877,1877,1877,2592,1877,94,2260,2592,2592,94,94,94,2592,2592,2592,94,2318,94,1354,2592,2592,94,1877
63,3149,3124,2805,1364,1725,1126,1898,3203,1254,3120,3120,680,5406,2955,109,3079,3120,1898,3120,3120,5406,3120,3120,5563,3079,1478,3079,4488,19,2501,2501,1220,19,359,19,359,359,3273,3380,3380,3120,3120,359,5563,2501,1348,1518,1758,1478,1478,1758,1348
64,2386,593,2431,2381,970,341,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,214,2934,2934,833,214,680,2934,2934,2934,680,680,214,6990,2934,2934,680,2934,680
65,2386,1029,1286,532,938,1724,3031,3031,1264,1961,2903,1147,3031,3031,1147,1147,3031,1147,680,1147,3031,1147,3031,3031,680,2136,2903,2903,2903,3031,3031,2903,680,3031,2136,3031,3031,2903,2903,680,2136,3031,3031,2934,680,2136,2903,2903,2903,1264,2903,2903
66,1400,3156,90,1502,1725,435,1838,1132,848,492,1792,1132,1132,435,435,2067,435,1620,435,435,2067,435,3331,2067,1065,694,235,694,1065,435,1065,694,694,235,235,235,235,694,3059,3457,1065,4005,3331,694,222,694,694,5967,3331,3331,694,694
67,3250,1290,2668,3485,2612,222,4321,2694,3300,187,187,5837,3300,187,3300,3300,3300,2373,3300,3300,465,1928,4382,6724,3300,3300,2612,1392,6307,1446,1383,5267,6907,3300,3300,2050,2050,1392,3300,1392,465,3300,2612,17,465,1443,465,1443,1443,465,1120,3169
68,1232,3300,2151,885,5992,3148,3148,1337,3956,6692,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1446,1462,1462,5318,1462,1462,556,3956,556,3956,3956,1462,176,1462,3956,1462,1462,3956,1462,1462,3956,1986,1462,1986,3956,1986,1462,1462,3956,3972,2525,1986
69,379,2500,1462,480,480,1804,2243,5816,1792,1804,2774,1804,2774,45,2774,3000,2774,2774,2774,2774,2774,1814,1814,714,2537,1547,5282,5088,1547,1814,1804,2774,860,1814,1814,714,1804,1804,1804,1804,1814,1814,2537,2236,1804,1804,1804,1804,1804,1804,1804,1804
70,1462,2500,311,2820,2236,311,379,2309,904,3168,904,904,311,2810,2810,1678,2810,1678,1678,904,2810,904,2810,2810,2810,2810,1678,2810,1804,2810,2810,2236,2810,1804,2810,1804,2810,1804,311,904,2810,1804,1804,1804,2810,1804,1804,2810,1804,1804,1804,2236
71,2835,2505,17,361,2810,2733,2733,2810,2525,3290,2525,2525,2525,3290,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2733,2810,2810,2810,2810,2810,2810,2810,2810,2810,2733,2525,2810,2525,2810,2810,2810,2810,2810,2810,2810,2810,2733,2810,2733
72,3463,119,439,3132,524,2979,197,197,448,65,935,1622,1130,1032,935,935,47,1622,1622,1265,1265,1733,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,402,935,1199,1622,1622,1622,114,1622,1622,1622,3090,3090,1265,1622,1622,935,935,935,1199
73,2835,2553,3137,1942,1032,1622,914,914,1636,914,914,914,1733,772,3086,6189,2076,1790,3086,1282,3086,114,1282,3086,1282,1282,1282,1282,3086,1282,1282,1282,914,3086,914,1282,1282,114,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086
74,2037,1775,1540,66,2557,2557,3036,402,1891,1891,2557,6406,1531,1954,1891,3090,3090,3090,3090,575,3090,3090,3090,3090,753,1954,997,2728,3090,3090,575,3090,3450,3450,997,575,3140,575,3090,3541,575,3450,1891,475,3090,3090,3450,1891,3090,3450,3090,3450
75,2386,2386,1995,1464,284,284,284,977,1790,2374,1790,1837,977,977,1790,977,977,977,977,1790,1790,1790,977,1790,977,2041,1540,1540,269,1809,2374,2374,1540,1540,1540,1540,1426,977,1790,1790,977,1790,1540,2041,1540,977,1540,1540,1540,1540,1540,1540
76,2368,1775,2368,2464,2464,2464,1235,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1540,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,443,1366,1366,1540,2424,2613,1366,1366,2424
77,2835,855,1582,1,3115,1,3094,3094,1750,1750,82,82,3232,2815,2815,2815,82,1918,82,2088,2815,2088,2088,3232,977,977,2088,977,2815,2088,2088,402,1918,977,977,1918,3094,402,402,402,402,2439,2088,2815,2815,2815,2088,2815,2815,2088,2815,2088
78,112,3127,3404,3127,2328,239,1992,3521,2328,255,1328,1992,1328,1853,1992,1208,1208,1208,1208,1208,643,1616,1328,6724,746,746,746,1208,746,849,746,5484,849,1208,643,746,746,746,746,643,1208,643,1328,643,746,1208,643,1208,746,1208,1328,1208
79,2995,1290,216,827,2145,1191,1208,1208,1208,1208,1208,1940,1208,1208,1208,1208,1208,1208,1208,1208,643,1208,2847,1208,1208,1208,1208,1208,572,572,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,572,732,1208,572,572,572,1208,1208,572,2847
80,3408,3127,2066,3127,3174,1992,1992,1328,1992,1328,1328,1992,1208,935,935,1208,1948,746,935,935,935,1853,732,2504,572,572,1208,1208,746,746,1208,746,1754,732,6123,3360,746,2504,746,1754,746,1754,1208,1208,1208,1754,3424,1208,1208,5308,572,2504
81,3352,1526,1201,77,946,421,3383,5987,5987,2904,3425,3425,6892,2939,3425,3425,3425,6892,2939,2858,2939,2939,2939,6892,2939,2614,5201,2614,2614,722,722,2858,2858,5201,722,722,2264,6892,6892,2264,6892,2904,722,2264,722,5201,722,5201,722,722,722,3152
82,1141,373,505,460,1974,1974,1843,2120,2120,1843,2120,2586,2120,1843,2120,2389,2120,1843,2120,2120,2120,2389,2120,2120,2120,2389,2389,2120,1656,2120,2120,2991,2120,2389,2389,2389,2389,2389,2389,2389,2389,2389,2389,2389,2120,2389,2389,2389,2120,2389,2389,2389
83,2037,1775,1000,460,1000,2858,6766,3765,585,585,2159,2159,2120,585,605,585,2120,2120,2120,2120,2120,944,1656,2120,2120,2120,2120,2120,2120,2120,2120,2991,2120,2120,1570,2120,1570,2120,2120,2389,2991,2991,2120,1570,2120,2991,6639,2991,700,3162,2120,2120
84,2584,3300,17,2735,3302,904,2733,3412,3412,2480,2605,3412,3412,965,3412,2605,965,122,122,122,122,2605,3412,659,122,1446,2605,1800,2876,122,2605,3412,1800,2605,2543,122,2826,3412,122,3412,3412,3412,3412,3412,2826,2826,3412,2826,2826,3412,2826,3412
85,1901,2361,2605,2361,1740,3363,1740,1650,1740,1963,1963,1650,865,1963,3412,865,2605,865,2605,865,865,1963,1963,6724,2605,2605,2605,3412,865,1446,1963,4025,841,2826,3412,3412,865,1963,865,2605,865,2605,865,865,2605,2605,2157,865,865,2605,2605,865
86,3057,1116,1607,2735,2525,1861,2733,965,965,965,145,2733,2913,2913,1128,2733,2733,2913,965,965,3213,3955,3955,2189,1293,2605,1861,1861,1861,1446,1861,5267,6907,1861,1861,1861,1800,1800,1861,2913,2052,965,1861,379,965,1861,1861,1960,379,379,1861,1861
87,1462,2500,17,1173,67,2981,67,3496,2981,3496,2981,3496,3496,2981,2981,2555,3154,2981,2981,2981,2981,3496,2284,2981,2981,2981,2981,2981,67,2981,3154,379,2981,2981,2167,3496,3496,3154,3154,3496,2981,379,2981,2981,3496,2167,2981,2167,2981,3154,1804,2167
88,5659,3154,17,3489,2292,6000,1895,1343,503,3489,181,75,75,3489,181,1479,1895,161,2167,2167,161,4962,1009,2189,491,2167,161,161,3154,1446,2633,5267,6907,3154,2167,161,161,2167,3302,161,161,161,161,2167,2167,2167,3343,2167,1895,1895,2167,1009
89,209,3127,2284,2284,1015,1015,379,2981,2981,2981,2981,2981,2981,2981,2981,865,226,2981,67,67,865,67,2284,67,67,67,5282,2068,67,67,67,67,2050,67,67,865,865,1960,865,67,67,1960,67,865,1960,865,67,1960,865,67,1960,67
90,1462,2500,17,1605,1375,816,1391,816,1861,1128,1128,1128,1128,1128,1128,1128,1861,1391,320,320,1861,320,1128,5525,1861,1128,1861,3154,1128,1391,3168,3154,1128,3168,1128,320,3412,1128,320,3154,1128,3154,3154,1128,3154,3605,3154,6401,6401,1332,1861,1391
91,1462,2500,709,2361,5992,3647,865,542,865,1411,1986,3168,1335,1336,1335,1792,1335,2919,2397,2397,6231,2361,457,1928,865,2397,457,3154,457,2919,1813,418,2397,1799,2919,865,2919,2919,3154,1792,1986,2397,3154,2919,2397,1814,2919,3154,865,865,3154,865
