ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51
10,78,363,322,129,153,363,204,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,369,283,284,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,206,261,261
11,263,23,121,121,121,121,225,615,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261
12,68,3,84,15,139,393,393,87,15,15,15,15,39,572,657,15,15,15,15,15,137,15,15,15,379,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,320,15,15,15,15,15,15,15,15,15,15,15
13,571,86,316,87,233,107,107,107,87,15,753,15,233,296,233,86,87,15,233,15,233,15,15,15,80,15,80,15,15,15,15,15,87,80,80,80,15,15,15,15,753,80,15,15,15,15,15,15,15,15,15,15
14,319,333,216,139,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,101,15,225,369,15,15,15
15,334,364,273,203,203,203,203,203,203,196,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
16,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
17,364,225,741,203,147,203,203,203,203,429,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
18,202,334,190,190,190,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
19,130,35,6,132,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
20,281,213,364,53,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
21,799,514,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
22,335,52,740,421,690,444,493,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
23,368,368,172,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
24,131,148,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
25,301,80,21,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
26,80,101,101,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
27,224,23,294,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,218,323,323,323,323,323,323,323,323,323,323,323,339,323,323,323,323,323,323,323,323,323,323,206,323,323,323,323
28,310,290,22,22,22,22,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
29,88,275,366,97,364,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,753,351,206,323,323,323,323,323,753,351,753,285,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
30,166,31,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
31,70,290,179,347,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
32,78,93,187,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
33,246,673,731,776,123,707,408,321,321,656,321,321,321,321,321,199,321,199,321,321,447,447,447,321,321,321,447,656,93,447,321,321,321,11,11,321,321,635,321,671,321,321,321,635,321,447,321,321,321,321,321,321
34,657,372,100,100,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
35,607,647,665,321,665,321,36,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
36,360,100,287,379,132,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,343,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
37,645,297,270,65,14,14,14,14,270,188,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
38,676,16,107,107,313,313,45,45,115,314,115,308,115,320,115,320,270,308,270,270,270,270,270,314,270,270,270,270,270,270,250,270,314,320,270,270,320,270,45,270,270,270,270,270,270,270,45,270,270,328,270,270
39,104,166,185,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
40,245,237,166,360,360,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
41,221,197,761,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
42,340,28,68,31,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
43,111,79,79,31,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
44,396,28,179,28,208,83,83,83,28,28,28,28,83,86,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,130,244,32,32,32,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
47,162,269,339,297,130,495,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
48,195,81,103,161,103,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
49,361,168,81,207,179,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
50,140,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
51,318,319,189,327,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
52,152,125,329,195,103,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
53,156,156,203,356,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,221,207,207,207,207,207,207,207,207,207,207,207
54,539,159,55,234,16,16,338,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
55,313,114,678,587,735,678,678,678,734,114,16,16,474,114,16,16,16,16,114,114,711,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
56,230,424,690,690,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
57,22,312,78,367,75,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
58,66,353,353,181,181,181,145,145,145,145,269,145,145,367,367,367,316,145,367,316,316,367,145,367,367,316,367,367,367,367,367,367,12,367,367,316,367,367,367,367,367,367,367,367,367,16,367,316,367,367,367,367
59,656,308,555,166,166,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,131,367,367,367,367,367,367,367,367,367,367,367
60,698,273,443,443,387,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
61,250,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
62,36,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
63,303,47,269,269,269,179,179,211,269,269,174,174,58,174,174,174,174,58,174,58,174,353,174,58,174,58,174,165,174,174,174,174,174,58,174,174,174,174,53,165,165,174,174,174,174,174,174,174,400,174,174,174
64,263,339,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
65,147,149,295,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,280,22,158,3,379,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
67,53,136,236,393,335,160,66,66,66,66,66,285,66,66,66,66,66,66,66,66,66,259,66,44,66,66,66,66,66,44,259,259,259,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
68,140,126,183,99,101,66,66,66,66,66,66,66,66,66,66,66,66,66,101,66,296,66,66,520,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
69,676,107,393,181,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,595,288,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
70,316,137,13,259,181,181,222,222,222,333,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
71,159,403,259,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
72,274,170,170,31,136,282,337,136,136,136,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
73,14,79,302,31,31,98,53,53,27,278,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
74,287,171,224,352,284,118,244,244,244,244,244,244,244,135,244,545,135,27,244,27,79,27,244,27,27,278,27,27,244,27,27,27,27,244,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27
75,323,260,21,21,252,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
76,337,193,171,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
77,55,373,185,8,3,8,8,8,8,8,8,8,158,8,8,8,8,8,8,8,8,8,8,192,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
78,38,276,276,38,331,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,46,46,38,38,38,38,38,46,38,189,46,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
79,38,236,38,343,381,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
80,77,234,155,155,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,125,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
81,346,346,283,213,100,213,100,100,100,292,213,341,292,292,213,213,213,747,292,213,747,341,213,263,213,213,213,213,747,213,213,213,213,213,213,213,213,213,213,213,213,213,213,747,213,213,213,213,213,213,213,213
82,83,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,237,237,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,388,393,333,393,393,393,393,393,393,292,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,320,393,393,50,393,393,393,393,393,50,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
85,87,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,377,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,142,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,211,66,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
87,259,289,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
88,794,393,72,66,376,376,376,376,376,376,376,482,376,376,376,376,376,376,376,376,376,259,259,259,376,376,376,376,376,259,259,259,259,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
89,246,138,209,209,66,66,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,5,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
90,690,37,66,225,133,99,133,44,44,44,99,99,99,99,99,99,99,99,99,99,99,99,99,84,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,37,99,355,355,99,99,99
91,101,259,296,101,583,99,99,355,293,99,159,159,66,159,99,99,99,99,99,99,158,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
92,394,690,159,159,159,99,196,376,222,159,196,159,159,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,196,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,544,86,86,86,86,86,550,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,455,797,741,765,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
95,313,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,248,139,248,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
97,443,698,177,177,143,620,273,273,806,273,273,273,548,273,273,273,273,273,273,273,273,273,273,273,273,709,273,273,273,273,273,273,273,273,273,273,273,273,273,86,273,273,273,273,86,273,273,273,273,273,273,576
98,203,773,321,321,321,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
99,496,776,216,364,775,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398
100,808,761,416,387,339,46,286,46,62,284,129,398,129,398,398,398,5,398,398,398,398,398,398,398,66,545,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,326,398,398,398,398
101,48,794,48,230,128,794,194,794,794,48,48,377,398,377,128,398,398,377,398,398,398,398,398,398,398,398,398,398,398,398,671,398,398,398,398,398,398,211,635,211,398,398,230,211,398,230,398,230,211,398,398,398
102,66,84,353,353,353,146,337,394,353,447,68,68,140,337,140,140,140,145,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
103,7,0,255,255,255,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
104,111,205,195,150,238,150,95,273,238,238,238,238,238,238,238,40,347,140,40,140,140,140,140,140,140,450,308,131,140,140,40,6,179,140,140,140,140,40,140,140,140,140,140,140,140,140,6,187,140,140,140,140
105,77,77,209,266,649,234,229,71,640,129,129,129,176,640,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
106,315,167,370,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
107,141,50,129,124,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
108,205,173,67,259,345,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,328,67,271,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
109,604,376,376,794,403,676,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
110,7,325,293,345,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,426,794,67,353,67,67,67,67,67,67,67,67,67
111,333,333,318,405,320,137,186,286,286,286,286,286,129,286,286,286,286,286,320,20,80,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
112,758,195,218,314,14,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
113,596,284,286,286,96,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,70,286,286,286,286,286,351,286,351,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
114,192,35,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
115,232,306,309,309,351,362,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
116,264,7,303,339,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,187,131,627,366,273,309,131,131,131,131,131,131,131,131,131
117,512,292,7,7,306,71,595,464,365,71,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,71,365,365,365,365,365,365,365,365,365,365
118,337,506,0,365,365,32,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
119,353,274,259,370,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
120,595,363,323,595,690,690,690,334,334,185,384,206,384,690,690,384,384,384,384,384,384,192,236,96,384,384,384,384,384,189,384,96,755,401,384,194,334,690,62,384,384,62,398,384,398,384,384,62,384,401,384,334
121,43,580,105,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
122,68,184,297,150,372,372,483,483,140,384,658,384,140,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,339,376,384,384,140,384,379,384,274,384,384,384,274,384,202,384,171,384,384,384,384
123,14,778,341,253,14,297,391,341,341,341,341,341,360,341,341,341,341,341,341,373,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341
124,306,185,323,367,22,22,99,4,20,132,20,786,20,20,148,786,786,786,786,786,148,20,20,20,20,356,297,140,20,338,82,20,231,297,297,297,147,297,338,297,297,20,338,20,297,20,97,140,297,97,297,297
125,740,195,95,100,100,95,95,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341
