ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51
79,5225,2767,2847,827,216,2847,2496,827,2504,3408,3408,496,3127,2881,1208,3248,3248,582,3248,3127,3127,3127,827,3408,1208,3127,1612,3408,3408,3523,2881,1208,1612,1208,1208,3127,2881,1208,3127,2290,1612,2356,3127,3127,2881,1208,1208,1208,1208,972,3408,1208
80,5618,827,1540,827,3521,234,582,3174,2504,3408,3408,496,3127,3248,1208,3248,3248,582,3248,3127,3127,3127,827,3408,1208,1208,1612,3408,3408,3523,2881,1208,1612,1208,1208,3127,2881,1208,3127,3523,3127,582,3523,3127,3127,3523,3127,3523,1208,3523,3408,3127
81,2176,1920,2176,2893,3184,169,1656,1471,2588,2588,1471,3209,2734,2221,3425,1899,628,610,1471,610,2221,2221,1471,1471,1471,3305,2221,3305,1452,610,1471,73,1039,1471,610,2221,3305,2858,2221,2858,2858,3425,1558,2858,1471,1526,1471,1222,1746,73,2221,1579
82,3352,2887,36,1920,3184,430,2816,1652,1526,2816,946,1570,1974,1570,585,3192,3192,1570,3066,2375,1267,2375,955,1570,1267,2315,2120,1570,1267,2120,1267,629,1570,2120,2375,975,1570,2375,955,1267,629,2120,2884,629,629,629,1267,629,2315,2375,2375,1267
83,90,2887,170,1920,3184,430,2816,2241,1526,2816,946,1267,1974,1570,585,3192,3192,1570,3066,2375,1267,2375,1108,1570,1267,2315,2389,1570,1267,2241,1267,629,1267,1267,1267,955,1570,2375,1267,1267,629,50,1267,1267,629,629,1267,1267,1267,2375,1267,1267
84,5618,1920,3161,3347,361,3412,1232,865,1679,1804,145,2178,3363,2505,1120,1986,1986,1963,129,2605,379,2605,3363,1797,1800,1194,1800,379,3363,1581,1800,556,1109,3363,1194,1797,659,1797,1800,1797,634,1963,1800,1797,3363,2605,1194,3363,2605,2605,2525,1194
85,4301,2361,3161,2361,884,4813,1232,865,1679,865,1581,2178,603,2505,1120,1986,2178,2525,2178,3265,3363,2605,3363,1797,2605,1986,2151,2525,3363,1581,1800,556,2525,3363,556,1986,659,1986,2151,1797,1120,965,865,865,3363,865,1194,2525,2397,2397,2525,1120
86,4301,3347,3161,2361,2131,3412,1232,3489,542,1804,145,1455,129,129,435,1445,45,379,45,1800,379,379,3363,1797,1800,1194,1445,379,3363,1581,1800,3363,1800,3363,3154,2605,1800,1797,3363,1797,1445,1963,3363,3363,3363,2605,1194,3363,2605,2605,3363,1194
87,3161,3347,3161,2361,2131,3141,34,3489,3020,1804,416,309,1015,2981,2981,178,75,379,694,67,379,379,67,67,3489,178,67,379,67,694,3020,67,67,67,2157,379,1637,67,67,67,2063,67,491,309,2590,67,1173,2590,1691,1691,67,2063
88,4301,2767,1375,2361,884,3412,34,3489,3489,1804,1910,2167,1015,2981,2981,3766,2178,379,694,2913,379,379,67,2063,3489,178,2151,379,2167,1173,3020,67,2913,67,2292,2292,67,2913,75,2063,2063,400,1173,3489,2590,67,1173,75,1015,2292,3489,75
89,5480,1920,2954,2361,3358,3141,34,3489,3020,1804,1375,2167,129,2981,2981,1445,2178,379,2981,67,379,379,67,2981,3489,75,67,379,67,379,379,67,67,67,379,2913,379,67,75,379,2063,3489,379,3489,379,67,1173,75,67,1691,67,2063
90,2285,3347,3161,3347,2131,3412,1232,865,965,1804,2224,320,1572,965,3154,320,3154,2397,3154,3265,156,156,156,2397,3154,627,3154,156,156,320,156,156,2397,3154,156,1120,659,627,320,1120,627,3154,627,627,627,2919,156,156,2397,3154,627,156
