ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73
66,356,59,308,144,59,59,59,59,59,296,7,59,59,59,59,59,59,7,59,59,162,59,358,59,139,59,59,59,59,148,384,404,636,144,354,443,408,136,192,269,873,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
67,252,59,308,59,59,144,162,59,179,252,49,59,59,59,59,59,59,162,59,59,59,59,59,59,582,59,54,59,59,162,179,71,8,401,294,32,687,524,379,408,136,272,95,363,71,422,179,179,179,179,179,179,179,198,179,179,179,198,71,179,198,198,179,179,179,198,198,179,71,198,179,179,179,179
68,234,300,162,59,59,99,198,59,168,252,78,59,59,59,59,162,59,72,59,59,59,59,575,59,227,59,262,59,59,59,253,109,269,55,165,430,19,347,110,269,179,269,269,261,269,179,179,179,179,269,179,179,179,179,179,179,179,179,179,179,179,179,179,110,179,179,179,179,179,179,179,179,179,179
69,160,59,308,59,59,59,272,59,187,67,78,59,99,59,59,306,59,430,59,59,59,59,59,59,206,59,59,306,59,162,104,377,10,392,761,259,80,761,377,377,377,32,377,377,377,776,377,467,467,297,377,377,467,377,798,377,867,848,377,377,776,377,377,377,377,526,377,377,377,377,377,377,377,377
70,377,59,306,59,59,144,162,258,59,192,49,59,59,749,59,162,59,162,59,59,99,59,7,59,135,59,59,59,59,162,405,377,281,217,867,377,808,467,611,68,19,35,212,134,288,377,377,297,433,259,364,377,433,377,308,308,377,377,377,377,377,377,377,433,377,377,377,377,377,377,377,377,377,377
71,59,59,55,59,59,59,712,59,377,81,49,59,59,59,59,377,407,377,59,59,59,527,59,59,299,59,377,59,54,59,272,408,741,643,777,267,186,274,710,75,75,710,377,273,273,210,377,377,377,526,17,210,377,377,377,377,804,377,302,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377
72,91,59,855,59,59,162,272,59,59,656,238,59,59,59,59,162,59,238,59,59,59,59,59,59,70,59,59,99,324,162,49,493,766,844,864,651,596,631,110,732,88,399,175,698,47,415,415,698,698,5,5,698,698,415,245,5,5,5,15,129,376,5,5,415,5,212,5,15,681,154,793,15,15,391
73,202,59,277,59,59,99,272,59,59,32,49,59,59,59,59,162,59,260,59,59,99,59,59,59,55,59,530,59,59,59,262,277,167,851,310,65,262,396,133,101,437,437,415,392,396,415,415,415,277,415,328,112,12,415,415,5,415,415,415,277,345,5,5,415,415,328,5,5,47,5,277,277,277,277
74,162,59,300,59,59,99,300,59,59,55,59,59,59,59,59,162,59,244,431,59,59,272,59,162,55,59,179,59,59,733,126,277,57,338,254,100,405,345,196,396,204,204,204,12,12,418,392,415,418,47,277,415,277,277,277,277,277,277,1,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277
75,470,99,232,59,59,99,59,59,59,296,324,59,59,59,59,162,59,59,59,59,59,59,59,59,215,59,59,59,59,162,148,203,359,426,78,424,192,228,364,426,253,79,272,271,198,190,135,272,264,422,382,156,382,422,278,294,229,294,79,297,229,156,264,601,229,294,294,294,294,156,294,294,294,294
76,338,59,300,144,59,306,49,59,171,168,49,59,92,59,59,59,59,260,59,59,99,59,59,59,265,59,59,59,59,162,7,239,286,378,755,244,235,129,21,106,73,13,259,119,644,49,342,342,342,185,256,342,401,113,273,273,31,359,31,31,178,178,273,643,273,359,273,273,273,273,273,273,359,273
77,314,59,430,144,59,99,59,59,59,147,59,59,59,59,191,162,59,59,59,673,59,59,59,59,55,59,59,59,359,162,35,347,371,17,424,382,107,361,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359
78,603,59,210,59,59,99,144,59,59,183,49,59,59,59,59,162,59,59,59,59,59,59,59,99,411,59,59,59,59,166,41,31,542,401,77,181,240,253,371,261,208,192,55,202,202,358,7,358,373,7,358,64,358,290,290,358,24,385,31,385,283,358,19,388,358,260,283,283,333,333,42,382,42,42
79,389,59,78,59,99,99,59,59,59,194,166,59,59,59,59,381,59,162,203,59,59,59,59,59,324,59,59,59,166,264,75,31,389,30,402,389,352,31,31,162,116,11,202,13,8,94,64,55,31,55,349,113,181,360,181,77,229,176,176,176,176,176,181,8,176,176,176,229,77,77,127,127,127,127
80,31,59,55,59,72,99,272,359,59,390,133,59,59,59,59,59,59,162,59,341,519,59,59,59,255,694,59,217,59,59,67,523,137,624,858,75,39,306,297,288,752,259,502,82,502,82,82,82,82,82,82,82,253,82,146,814,82,82,82,405,57,82,82,253,82,82,308,752,814,82,82,253,82,82
81,235,59,99,59,59,59,54,59,59,20,78,59,59,59,59,162,59,162,59,59,59,592,59,59,375,59,59,162,59,98,398,383,415,267,404,128,415,314,167,412,4,314,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,392,4,4,4,4,4,4,4,4,4,4,4,4,4,4
82,313,59,162,59,59,99,272,4,59,344,7,59,59,59,59,162,59,162,59,59,199,162,59,277,411,59,59,59,59,162,309,398,765,412,480,15,267,45,75,205,75,401,68,4,298,153,181,181,4,4,4,205,344,344,4,4,4,4,4,4,4,4,4,205,4,4,4,4,15,4,4,4,15,4
83,59,59,232,59,59,59,257,59,87,168,7,59,59,59,59,162,148,170,59,59,59,59,59,59,4,59,105,59,59,4,4,443,261,42,80,284,196,106,106,181,72,181,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
84,423,59,162,636,59,162,179,285,59,430,49,59,99,59,59,416,59,260,59,59,59,59,59,59,255,59,59,59,59,162,285,263,285,771,54,374,285,287,252,81,160,363,322,35,160,41,358,358,41,41,136,41,361,41,136,361,361,239,271,361,361,361,157,280,361,361,136,136,361,361,157,361,157,157
85,430,199,430,59,59,99,162,59,59,432,49,59,59,59,59,162,59,234,59,59,99,59,59,59,375,59,59,162,99,144,225,383,142,840,410,288,46,137,361,363,390,190,434,263,142,253,187,263,187,187,97,187,224,34,126,46,97,97,97,35,97,41,97,228,253,129,46,253,46,253,508,253,46,253
86,609,59,59,59,59,99,272,59,59,371,78,59,59,59,59,162,59,99,59,59,99,99,59,59,135,59,59,162,115,162,191,285,260,261,127,24,218,157,135,160,179,2,127,190,190,398,190,202,202,374,64,42,180,87,253,180,239,180,87,56,253,180,239,374,180,180,239,180,180,180,180,180,180,239
