ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11
48,1804,6003,4971,6037,2215,1350,1499,2507,2507,2507,2507,1153
49,4861,6215,307,33,2035,2832,909,2871,985,2871,1307,708
50,4435,43,1126,2479,3149,2399,2399,2399,2399,2627,2793,1642
51,4435,2840,3792,781,481,1644,1499,2507,2213,1499,1499,1499
52,79,778,301,1561,1490,1075,941,2871,526,2871,1762,2657
53,4435,4390,988,5611,1069,2882,290,2836,2793,1499,1499,1935
54,2375,2375,163,4164,6527,274,3141,3141,3257,3257,2952,1598
55,4463,1265,1575,2722,135,1025,2313,2752,1598,1598,1598,2057
56,1804,6003,301,2262,2215,1637,3141,3141,3141,1431,1994,906
57,3165,5730,4322,33,7033,2549,909,2811,424,2549,909,2212
58,79,5687,1615,459,135,1025,603,2084,2381,761,2381,2381
59,3165,4390,2000,33,6597,418,1124,1124,1124,1124,1124,2638
60,1525,399,3792,33,4316,1108,2609,180,180,180,1785,2389
61,598,3404,1069,7017,6376,580,533,533,533,2389,2389,2502
62,4975,194,1615,2479,2226,1883,49,2221,2858,583,49,49
63,1804,216,307,6037,2215,2832,1499,2871,1233,1822,693,186
64,4861,399,1615,974,481,2231,2377,424,3484,2603,539,3420
65,4435,4020,1126,974,3493,2549,539,2811,1309,3420,1309,1309
66,6076,1462,1615,2953,216,1933,1403,1403,1933,1933,598,1933
67,598,3404,3792,700,2391,1075,2871,967,2505,3300,768,3300
68,3404,4390,301,1668,2215,3347,2131,1335,3363,2996,2151,1797
69,598,3301,1069,2215,2215,1350,1242,1335,1242,1242,1242,1335
70,1804,2836,301,2215,2215,1350,1242,2981,1168,2981,542,561
71,4435,3301,1126,33,6834,44,379,32,2213,3363,2524,3363
72,2189,4206,163,2856,510,911,2736,2035,2765,3044,979,1268
73,7007,216,3792,2871,784,4292,4292,4292,4292,4292,4292,4292
74,1894,5550,3792,2087,2999,580,1000,686,2368,2087,3109,2583
75,4975,2358,1069,781,2524,911,2013,2871,751,2189,515,1118
76,79,778,1615,2856,2999,1739,2880,2880,2120,2880,2945,814
77,79,694,6751,3491,5604,3491,3191,2660,658,2731,5994,130
78,598,3404,1615,2628,3404,1775,1310,3404,3404,1422,3404,3404
79,3404,3404,3792,2856,3404,3404,216,216,2143,3169,827,685
80,6578,6136,6136,6317,2215,1174,3408,281,3408,3144,3144,3408
81,4435,3036,988,974,974,3353,1201,2061,455,3420,1201,1883
82,4435,5134,43,1577,2037,3172,1577,631,3852,2028,3852,3852
83,4435,2358,1126,33,1421,2037,1577,2037,879,2028,1014,2028
84,1804,216,3291,5771,941,2469,3300,2035,2035,2996,2035,1525
85,3208,3208,1069,1242,1120,1850,1242,1120,2605,2605,2605,4813
86,3404,3404,1069,1668,2215,1850,1242,1850,1242,1850,1850,1850
87,4435,4390,988,781,6834,1425,1242,1425,739,2524,2524,2524
88,3208,3208,1069,1069,1069,2742,1242,2605,1850,2605,1850,1850
89,4861,6215,6751,6735,2248,3491,2471,2066,3197,440,3496,1168
90,4975,4390,301,222,2215,1242,1242,1462,2131,3363,3363,3363
91,1804,2574,301,1668,2215,1242,1242,1462,2131,3363,542,3363
92,459,451,988,318,135,1425,1242,1462,2524,2524,2524,2524
93,2412,5665,301,1242,1069,6909,6909,1039,2908,3391,345,2908
94,4435,5688,6335,6335,4556,5257,6521,4297,4297,4297,775,5708
95,598,3301,1615,4129,5266,5541,2409,1247,1247,1247,1247,2560
96,4435,3036,988,4233,5023,12,194,2388,1039,2388,2388,2908
97,4975,5665,1126,6037,325,3053,345,1039,1039,1039,345,2908
98,79,4390,2657,4511,3451,1883,1875,2221,2908,2277,628,2277
99,2189,4536,4556,6335,3943,4757,2974,2507,737,1715,88,1715
100,4655,43,43,6741,6741,6381,6381,4475,4475,4149,4475,3371
101,3208,1069,1069,1949,1069,1069,1069,3208,656,1069,1069,1003
102,3404,4390,301,222,2221,3053,1190,941,998,1054,49,1054
103,1525,3301,1132,7017,2638,1124,1387,1903,2037,2037,2037,2037
104,4435,5730,6751,1577,2524,3398,954,954,3077,3077,1686,703
105,5920,5730,5730,3620,2248,3491,331,1136,1950,331,1950,1136
106,3165,4536,4709,1577,3141,3105,3289,3105,1950,3289,1950,1950
107,1804,778,1381,3836,6527,510,3289,1310,1082,119,1950,3050
108,3404,216,307,694,2215,947,768,1293,1293,1293,645,2284
109,3208,3208,1069,1242,1850,1850,1242,1850,1850,1132,1850,3225
110,1525,3301,1929,2479,5483,2462,1387,967,6000,907,907,907
111,3404,1227,1575,694,2215,810,224,224,224,1959,1436,810
112,1804,4536,1381,318,2373,1934,1934,3326,13,1466,340,1940
113,1804,216,3792,700,3404,1075,2736,2841,2164,663,340,2863
114,1525,3301,1381,974,974,3464,2377,974,2549,2549,3256,974
115,781,5730,1126,974,3222,1739,3464,974,3484,583,583,583
116,4435,4592,1126,1577,1399,1739,1739,2189,1739,2189,5554,1676
117,4975,2375,1381,3491,1259,1775,1577,1579,2120,170,1785,1999
118,1804,3301,4133,3836,1994,3105,3408,608,1369,1369,1369,1369
119,3404,3404,1575,459,516,1174,1174,526,526,111,3016,3016
120,3404,4390,301,2722,2215,810,3326,3326,3326,3326,2584,2584
121,598,216,3792,4129,533,2310,1615,2768,533,1715,1715,1715
122,4435,5687,163,33,2524,3398,2190,2936,2936,1701,946,459
123,79,5687,1615,2856,2248,941,2424,1190,3006,2866,2313,2313
124,1804,5550,3792,7017,1940,810,3451,3326,307,1466,1466,307
125,1804,1227,3792,1668,941,591,2424,325,2982,2866,2313,2313
126,4975,3301,4556,6335,4687,12,909,2388,1247,1247,133,133
127,1525,3301,3792,4129,737,99,1147,1147,3516,921,3516,2022
128,1804,3404,1615,6789,941,2549,2319,224,224,2424,2424,2037
129,4435,4592,6353,1577,3794,585,1385,1385,879,585,1385,1157
130,459,43,43,3491,510,163,3289,2029,163,163,163,163
131,1525,4390,1126,2856,1124,2310,814,974,1775,109,1775,2553
132,4975,4390,988,222,2524,418,2346,3141,3141,2346,3141,2346
133,4975,4390,988,3143,2524,965,817,75,2323,311,1895,1529
134,1525,4390,301,222,1173,1425,1173,1173,1173,901,1173,1008
135,4435,451,163,3491,2293,338,338,355,2381,2381,2467,2381
136,3404,216,1069,6037,2215,1156,1387,2871,99,3016,3016,1575
137,4975,1267,6751,3836,2248,1174,1939,2925,2057,2057,1598,2057
138,79,778,163,3491,3491,163,1082,1082,1082,3495,1645,2799
139,79,778,1615,3491,510,1594,2093,3326,3326,2581,3404,2470
140,4861,6215,4322,4164,1385,3464,3289,997,2259,686,1874,2259
141,3404,3404,1615,5631,2215,810,909,1307,2366,3451,3451,3451
142,579,5730,4322,2871,2871,2871,2871,2871,2871,2871,2618,3348
143,598,5550,4971,5631,2215,1644,810,2366,2366,1466,3451,3055
144,2189,2358,988,4233,2588,12,2836,1004,2588,2588,2588,2588
145,1804,5550,1615,4129,533,1265,852,88,3376,2480,2939,2939
146,4435,3036,988,4233,2221,1883,775,2221,1039,2388,345,2588
147,4861,5688,1126,2856,2542,3172,2571,974,2037,2386,2386,2037
148,598,3404,1069,700,580,580,1387,2768,2768,354,1610,2037
149,4435,451,1126,974,4802,1739,3442,3031,1739,1715,1715,2037
150,4435,5730,4322,1577,2542,3487,2266,157,3487,2266,487,1157
151,79,3301,1132,7017,1795,2950,3100,1261,1261,1261,665,1000
152,598,3301,1615,3491,5604,1775,1369,608,1369,1820,1820,442
153,2189,2375,4322,33,2638,2549,822,2511,1082,409,2511,3007
154,4435,4020,4322,33,2638,2549,2511,967,2511,1578,2511,2511
155,4435,4592,33,33,6654,292,1535,3007,3007,1829,1112,3007
156,1804,1227,301,1668,2215,1350,3326,3326,3404,385,2385,385
157,1804,3404,1069,700,3404,1075,1082,3345,1082,938,1613,2259
158,1804,5550,3792,7017,3292,580,580,1082,1082,580,212,580
159,4435,4246,2657,974,2226,1739,814,549,3381,2907,1384,2851
160,79,778,1381,694,135,1934,3408,2014,1934,2014,130,130
161,1804,216,1615,2479,2999,1075,2013,1075,1075,2597,1075,858
162,1804,4536,3792,170,2544,1775,3289,3289,3289,3289,1482,1613
163,1804,2375,4322,3836,6055,2549,1061,1124,483,690,690,2259
164,4861,6215,6751,3620,2248,2942,1784,2855,2855,440,184,2371
165,4975,4390,7020,4057,2507,2507,1242,1462,2213,44,44,44
166,4435,2358,3792,4129,3813,3822,6599,4043,4043,4043,4043,3741
167,606,2358,1615,4129,5483,2037,2013,967,6000,1293,3724,618
168,3208,3208,1069,5631,1795,1209,644,2871,1929,3309,3292,2444
169,3208,3404,2385,5631,3404,1265,216,1075,3404,837,3233,3233
170,3404,3301,1615,694,2215,1350,941,941,13,2014,2182,941
171,3404,4390,163,2479,2542,1888,300,972,338,338,338,338
172,5706,6888,6888,6888,3491,5094,1206,2892,5094,1234,1234,1624
173,79,3301,1615,2856,2215,850,2723,2284,2855,274,274,274
174,4975,3301,163,2856,6527,743,2754,609,3197,3127,3039,1206
175,4975,5550,1381,2856,3491,1594,546,1624,1288,3127,1624,1624
176,3404,3301,4322,6501,3141,2439,3408,2066,3408,331,2942,2942
177,1804,6003,1069,6037,340,591,2389,771,2389,2893,2389,2893
178,3165,1079,4709,33,3451,2549,1935,2041,1054,1852,3451,2893
179,30,737,1615,3763,2226,1265,852,1722,1722,1094,1094,1333
180,4435,4020,4322,2856,974,1156,933,359,933,2549,933,933
181,1525,737,988,3143,3451,3451,3451,3401,3451,3401,3451,1747
182,1525,5688,4322,5670,888,3022,1061,1734,1734,909,909,1734
183,3404,3404,301,1343,2215,1067,1242,2605,2605,2605,2605,5741
184,1804,4335,301,1343,2215,1637,1242,5346,155,642,5346,2313
185,1525,5548,301,3772,1351,696,696,2588,2588,6842,6842,6842
186,4861,5730,4322,2479,2524,2549,2377,290,787,3401,3401,787
187,1525,3301,1381,2479,1615,1739,3464,974,3031,450,912,912
188,1804,5550,3792,4057,2215,1350,3363,1525,1525,1525,1525,290
189,79,4536,1381,2856,67,1254,3451,3326,3222,3222,307,307
190,6001,5548,3792,6037,2638,2549,2013,2871,99,2037,3055,2037
191,3404,3404,4971,6335,3661,3557,2959,2836,3002,2627,3002,2022
192,3404,4390,301,222,2221,3053,3057,941,1955,1955,1336,674
193,1804,216,3792,4775,941,1220,2737,822,1220,2462,1220,2148
194,1804,3404,1615,2479,2037,3487,1906,2202,3244,3244,3109,30
195,79,2152,1615,3141,2215,3358,3141,3141,1598,1608,1608,1430
196,1804,3301,1615,2856,6527,694,3141,3141,3141,3289,2391,2391
197,1804,216,3792,4775,1940,382,986,1079,2982,3309,382,1386
198,79,2358,2035,1668,2215,2988,2313,3358,3364,3289,3289,1609
199,3165,4709,4322,4775,3141,1124,2737,941,1609,2087,1609,2087
200,1804,5550,1615,2479,580,4490,1852,954,2563,2087,1609,2087
201,4435,3036,988,2856,2524,3398,1499,1307,3398,1307,3398,3398
202,1804,778,1381,2479,510,163,1918,608,1805,119,1775,3050
203,3985,3404,4133,810,2215,340,3451,2366,2642,909,3106,3106
204,3404,3301,3792,700,580,1000,2991,3473,684,684,684,3473
205,1804,216,1069,4347,3404,533,1655,3404,1655,6388,6540,1735
206,1804,5550,3792,700,163,1775,1784,3127,2003,1245,1245,1245
207,1804,3208,301,1242,1120,3659,1209,2871,1132,2148,2385,2444
208,4861,194,163,4164,2248,3491,2248,2356,2754,3495,2754,256
209,79,3301,1381,170,1821,1775,3050,608,1337,1337,1775,1337
210,4435,5730,6353,1577,6654,3852,2389,2216,2389,2389,2389,2893
211,4435,5730,6751,3620,5012,3735,5123,3611,6564,2315,2266,3611
212,459,6962,988,2722,2248,1174,1174,30,2581,2581,472,472
213,1525,4206,4322,7017,888,888,177,2871,2212,1788,888,1061
214,4975,4390,1126,781,3154,965,1499,2399,2399,1036,888,619
215,4435,2358,1615,781,3149,3493,1499,2936,2061,583,419,1858
216,3404,4390,1615,694,2215,2871,1525,3345,1525,2871,2871,2871
217,3404,3404,163,1220,941,2549,941,2871,985,2087,2863,2863
218,79,5730,3682,3755,2215,810,1061,1794,2536,2474,2474,2372
219,1804,5550,1069,5801,6834,3663,1242,3659,1132,1850,1850,1850
220,1804,4390,301,222,135,1025,1590,3326,656,656,1232,1678
221,1804,216,3792,1906,1940,1850,1242,1120,1850,3154,1850,1850
222,1525,3301,2501,3491,3870,1130,2518,3404,2847,710,3371,710
223,4975,2358,3792,2856,2524,2653,618,2511,2155,152,2155,3399
224,598,3301,3792,700,3404,2950,1082,1082,1082,152,152,152
225,4861,3301,1615,974,2221,3493,909,2388,290,1036,133,133
226,3404,3404,1227,700,941,1075,909,1027,578,578,3451,2673
227,1804,3404,1615,6037,1069,3053,3451,3391,3297,2480,2409,2480
228,1804,4536,1615,2479,2999,2950,2499,1028,2689,985,3152,985
229,2189,4246,4556,4233,2221,12,909,2388,290,774,774,774
230,1804,6003,1615,2856,1490,286,941,941,1054,1054,1054,2452
231,1804,216,3792,4347,1615,1075,2013,1075,2628,1094,1094,1094
232,4435,43,988,974,837,1739,814,974,494,444,2414,1268
233,1804,6003,3792,318,2215,810,810,2366,2366,1466,3451,3451
234,4435,4020,4098,4304,6353,4948,601,601,601,292,5573,1760
235,2381,5730,3900,1577,2638,2511,2424,1124,292,292,2424,1374
236,4861,5730,4574,3620,2248,3030,1784,3462,3462,2266,1431,1820
237,1804,5550,1615,5587,1124,1775,1540,440,1082,2723,440,440
238,6502,4206,6751,1577,2248,3491,3289,3013,1082,653,1371,432
239,2189,43,988,2856,837,1349,2309,2356,152,152,152,152
240,598,2836,1615,4164,135,516,3278,3278,6527,3278,2467,135
241,5694,451,1615,5611,1265,1025,1499,290,290,1831,290,2603
242,3404,3404,3792,7017,3292,1610,1784,941,1516,690,1610,3453
243,469,3036,1126,974,1399,56,2377,2811,3484,424,2618,2298
244,4435,3036,4556,974,3484,852,3484,1247,3484,1247,1247,1247
245,79,5665,1126,7017,7033,2549,3256,2811,424,2298,2618,138
246,598,4390,301,2836,1069,1265,1069,6981,1069,2719,1069,3391
247,4435,4246,1684,4233,2843,2231,2843,2560,2775,1499,1499,2793
248,4975,1004,4322,33,2638,2832,909,909,574,909,1762,2041
249,3773,4390,988,781,2507,965,3131,2507,2936,2936,2936,100
250,1525,3301,3792,2087,1789,2231,2843,2871,2047,2843,1499,2022
251,1525,4390,1615,4129,2999,852,852,974,2523,1715,1147,3470
252,4975,2358,1615,2856,2248,743,618,967,1293,1293,926,926
253,6001,4390,301,222,2215,1637,1590,1590,968,6743,6743,6743
254,4975,3301,3792,5631,2507,1644,1242,1462,2213,1804,3131,3131
255,4435,5730,6751,3491,274,2942,3191,1624,1288,1821,1624,1624
256,79,778,1381,3491,3491,3491,3191,1624,1624,1368,1624,1277
257,4861,769,4322,3491,2248,3030,2723,798,2003,2332,2818,1206
258,1804,4536,3792,4057,2507,2507,2594,2507,2507,2507,2793,2793
259,1525,4390,1069,4233,4687,2507,3131,2507,2507,2507,2507,2224
260,2189,3301,3792,781,2524,2832,1499,2507,2041,2041,2041,2041
261,6502,4592,163,3491,2248,3491,3013,3013,1082,163,1082,163
262,1804,5550,3792,700,3292,1075,3013,3345,1869,1090,1090,1869
263,4655,43,988,974,599,1602,359,3516,472,472,472,3463
264,4435,2358,2657,2628,1477,911,2843,2224,3516,2224,1499,2022
265,4975,2358,301,1949,1069,6937,1499,2836,2843,2843,937,2924
266,1804,4536,1132,4347,1789,1075,2013,2871,424,2022,1499,2022
267,79,3301,4971,3755,1940,4038,810,6449,362,382,382,382
268,598,3301,3792,5801,6999,6437,5213,5213,6289,5553,6672,4394
269,79,3301,3792,6037,6834,1857,3642,1028,6844,13,362,362
270,1804,1227,1069,696,2215,1933,1387,941,968,3016,3016,3016
271,79,4390,1615,3836,5604,1775,2776,2776,4923,2502,3453,3453
272,3404,3404,1069,4347,1940,2967,3451,3451,3451,3451,3451,3451
273,3364,778,1381,3491,2391,3491,1540,941,2155,36,3129,36
274,4975,5730,4709,3836,5604,4948,1540,2551,2731,2731,2731,2731
275,79,4536,4322,2856,2248,163,3289,608,1082,2731,2731,2551
276,252,737,3900,33,2638,2549,568,1124,1820,1326,483,483
277,79,2375,3291,4129,1615,1739,1000,974,533,1000,1775,2037
278,6144,6717,4322,4164,1385,3030,2959,2103,3099,1959,3451,1498
279,4435,3036,988,974,988,2061,1201,1004,1474,539,539,539
280,1525,4246,1617,2722,2215,1644,1499,3348,2793,1036,2618,2196
281,1525,5688,1381,2856,6527,911,1387,974,2352,1427,2164,2352
282,1804,3301,3792,5993,941,1220,1784,1784,1106,3293,2583,2551
283,4435,1267,988,3491,2524,2894,2248,274,338,338,338,338
284,79,3301,3792,4057,3141,1350,2248,2248,2855,2855,698,3404
285,2189,43,6751,3491,1455,1678,603,507,3129,3326,2731,2731
286,3404,3404,1227,534,3154,382,3154,3154,968,3016,3016,3016
287,79,2375,4322,6136,1455,1668,618,3141,1784,1106,1106,1830
288,1804,5550,3792,4347,3292,2231,1395,2811,1395,1471,976,539
289,1525,5688,33,33,2638,487,2266,1374,487,1374,1374,1374
290,1804,1227,301,1949,1069,1265,2836,2836,1752,1752,2836,186
291,2189,4592,1126,2856,3222,3493,3013,787,787,997,1472,131
292,459,43,1126,2856,510,911,814,515,2018,997,747,911
293,598,3404,3792,4129,533,2180,593,1147,2523,2523,1715,1268
294,1804,5550,3792,1949,1522,852,909,2871,2480,2114,2114,2114
295,1804,3404,1069,3763,3156,1265,2836,2793,2793,2559,2559,1380
296,2189,2358,4556,4233,4687,4297,909,2871,4296,1693,801,318
297,4861,4020,4322,33,1789,2549,3464,2811,2928,686,2928,1863
298,79,4390,1615,2856,2638,2549,2736,1478,830,997,979,1495
299,4861,769,1381,3491,1124,163,3289,967,2799,3289,3289,1294
300,598,3404,1069,4347,1789,2231,1061,3345,1525,2507,2507,2507
301,1525,3301,852,4129,1190,2231,1499,2871,2793,1499,1499,1499
302,1804,3301,4133,6037,2215,2231,424,3345,424,2507,2507,424
303,1804,6003,3792,6037,2638,2549,1490,941,3006,2266,2456,620
304,4435,1267,1126,1577,1760,163,1385,2770,2544,1337,1384,3050
305,6001,3404,3792,6183,1615,580,2999,2880,2907,2880,1014,2907
306,5920,1004,4322,33,2524,591,2190,2463,2796,2190,665,2403
307,4435,3036,1126,974,974,1739,539,539,2523,2310,1147,773
308,1525,6335,3792,2479,2524,2871,2871,2871,424,2377,2862,424
309,848,2959,1615,4164,2855,6610,6610,6610,6610,3343,4164,3343
310,3208,3208,1069,3208,3404,2048,216,216,2270,2270,2270,2752
311,1688,1227,301,301,1069,1069,1069,3208,656,656,656,656
312,1525,4390,1069,4057,4687,6040,1852,2959,2163,3150,1433,3150
313,1525,399,1126,33,5012,2037,2542,2077,3487,2807,2314,3172
314,30,778,1615,3491,3491,1594,1687,1805,1805,163,163,735
315,4435,737,1381,974,1615,163,3464,974,1882,2314,874,395
316,459,43,988,974,6741,3172,2571,1147,2120,2156,940,3172
317,1804,216,3792,2953,941,163,1082,163,830,163,445,36
318,1525,3301,1132,2856,2507,2832,909,1004,824,1036,909,539
319,2189,4390,1684,781,2507,3493,909,2041,574,1329,3451,1642
320,2189,4390,988,4057,6834,44,603,2507,1609,324,325,325
321,459,2358,988,318,2524,1644,2594,2594,591,3278,3278,3036
322,598,1227,1615,2856,2542,1775,1906,2456,3487,1579,1579,1739
323,4861,5730,4322,33,6654,2796,601,601,2563,2266,2266,2563
324,6144,5730,6751,3620,3965,4051,1784,1136,3216,1784,1950,3434
325,4435,5730,4702,5835,4925,5609,2471,281,3197,2892,1821,3408
326,2189,4020,4322,1577,1385,163,3289,3289,3132,3216,3132,3132
327,79,3301,1381,3491,3491,2942,1784,2660,3232,3094,3094,3094
328,4975,1004,33,1577,2542,2549,2737,2679,1820,1579,1579,703
329,3404,3404,3792,700,2999,1775,1918,2959,2553,157,2553,2553
330,1804,3404,1069,3208,2215,3347,216,216,1132,1132,1132,385
331,1804,4536,1615,1668,2871,2871,1132,1132,6610,2581,1939,1678
332,1804,4536,3792,534,1814,1814,1132,1132,1132,3343,382,1227
333,2189,4592,4164,4164,2248,3030,3289,402,2581,2581,2581,380
334,1804,3301,1381,3072,2394,2231,1869,3345,405,2231,3300,131
335,1804,3404,4971,1906,2215,1850,1668,3141,3501,1132,726,926
336,6732,6732,4709,5993,2524,2871,603,2871,2536,1935,3164,1137
337,5650,2358,1615,2856,3222,2950,2013,1147,2015,938,1617,3072
338,6935,6003,4971,3300,2098,2549,1061,1307,1307,2196,3164,2196
339,4975,4390,1126,2628,3404,3557,2409,2836,3332,1933,2372,2372
340,4975,4390,301,4057,2507,1196,2627,133,566,2627,2627,2627
341,1804,216,1069,5631,1795,1075,2013,2871,3516,2843,1935,1034
342,4435,399,1069,4233,2221,12,909,2388,774,774,774,337
343,1525,399,1684,2856,2215,3347,2346,2084,2894,774,274,774
344,6278,5730,6751,3491,3965,4948,1385,3132,3132,1198,1198,1198
345,6278,5730,4098,4164,274,5094,2471,2356,338,338,864,3521
346,4463,3404,1615,4164,3491,1687,3286,2660,1251,163,163,163
347,4861,3894,4322,4164,2248,3030,152,152,152,152,152,152
348,2189,3036,1381,4164,510,911,933,2356,152,152,152,152
349,1804,216,1615,4164,510,2015,216,3404,3886,152,152,152
350,1525,5548,3792,5670,5483,4142,152,152,152,3371,3371,3371
351,1894,4536,1381,7017,580,2180,2959,2811,2150,2549,819,832
352,469,1267,1126,974,4802,2571,389,2216,2216,2216,1527,2216
353,4435,1267,43,43,599,2549,1073,1602,292,292,43,1377
354,4435,1267,1126,1577,5012,2549,720,974,395,3199,3199,3199
355,848,778,1615,2628,1615,3464,3464,1734,6258,1471,821,821
356,1804,3404,3792,5631,1795,4156,1734,1734,3332,2559,606,708
357,4861,5730,4322,33,2638,2549,840,703,1882,157,157,170
358,4435,4592,4098,6888,6741,6741,6741,218,3852,1579,5554,703
359,848,5687,163,4164,163,163,3050,974,1882,2132,2314,2132
360,5694,4390,301,4077,4687,2990,1376,2990,2858,1190,1190,29
361,30,3301,1929,3030,163,3030,1136,1136,3094,4535,1604,1129
362,1525,3301,3792,6335,4687,2990,1190,1190,1190,29,1190,29
363,79,3301,852,33,33,2549,3256,2811,3464,2231,938,5468
364,4975,2375,1615,2856,2638,911,1646,2189,359,359,693,2042
365,1525,4390,3792,4057,2215,2231,1499,3417,1752,1752,2212,1030
366,1804,3301,1929,1000,580,3487,1852,1190,2563,2563,1190,2893
367,1525,4246,3792,33,2638,946,3462,3462,1785,1785,1785,2502
368,3208,3208,1069,5631,6303,3599,2742,2792,155,771,2742,1212
369,4435,2840,1126,974,1399,2549,3484,2811,3484,2811,3484,976
370,4435,2840,1381,974,974,1739,3484,974,1309,3313,1309,976
371,79,778,1615,4129,1522,3557,1710,1734,1247,1247,824,2560
372,3404,1227,1069,5631,6303,3487,1852,1903,533,3425,533,2037
373,4435,451,988,974,974,911,1201,1622,533,2499,49,3346
374,3404,4390,1617,6037,1190,1190,1190,1190,1190,1190,1190,1190
375,4435,2358,1615,2856,1425,1425,1425,1838,4164,4164,4164,120
376,6276,451,5094,3491,6962,6962,1655,1802,1655,2293,1655,1802
377,3404,4390,301,2722,2221,1644,2747,3763,656,2705,2125,2125
378,1804,1227,1684,2479,325,1225,1387,941,1205,2907,1205,1337
379,4975,2358,1381,2856,510,1775,1387,99,2120,157,1775,1775
380,1804,3208,1227,5631,1069,4234,216,2836,3404,165,2943,3389
381,4655,43,4098,6888,6353,274,338,557,338,338,3082,3082
382,5706,6888,6888,6888,5094,5094,1206,2892,338,338,338,3521
383,4435,7013,4709,5265,3141,418,3141,3141,660,3326,472,1442
384,4435,2358,4556,974,2226,852,852,539,852,2523,1147,539
385,3404,3208,301,2836,1069,1069,1069,2564,2564,566,3400,566
386,1804,3404,301,2836,1069,1265,644,3156,3297,2836,3451,3451
387,3404,1227,301,1949,1242,1644,1499,2507,2507,2507,1644,2298
388,1804,3208,1069,3300,6959,2549,909,2507,2480,2480,3180,912
389,1525,3301,3792,3792,4687,4687,1789,4687,4687,2871,2507,1734
390,1610,5550,1615,4129,580,580,212,580,212,2880,212,580
391,5694,451,2657,4233,2221,12,2221,2388,290,774,774,3509
