ids,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99,epoch_100
18,2156,56,2288,1338,720,282,56,2156,1268,720,3059,1666,680,749,354,1666,2932,2386,1236,1338,853,574,833,2476
19,2355,56,56,1338,1602,720,56,1760,1022,720,1022,1666,1214,2480,11,1666,9,934,94,166,2089,1022,56,1022
20,2355,56,755,1338,1602,720,56,1760,1022,720,1022,1666,1214,1408,354,1666,2932,354,1236,1338,2089,1022,833,2476
21,2009,316,3673,316,6920,4830,2490,1500,3327,18,316,316,1234,2426,316,2713,316,736,331,800,1500,1451,316,316
22,5468,1920,3673,316,6515,6994,3317,5383,3327,18,1064,3610,1234,1513,5468,3610,6809,4586,495,2297,766,3854,3667,3667
23,2426,1234,2713,316,736,316,902,766,1451,18,1331,1185,1234,2426,2713,2713,316,736,316,3450,28,1451,1451,316
24,1712,550,1900,787,3089,290,1213,1924,3025,3021,3089,1213,256,1712,550,3089,787,5371,290,1213,131,1700,290,3369
25,787,550,1900,787,3089,290,1213,1924,3025,3021,3089,1213,256,787,550,1900,787,1047,290,1213,131,1700,787,787
26,1712,1890,1900,787,2245,290,1213,1924,1070,3021,449,525,256,787,550,1900,787,5371,290,2603,131,1480,1890,2603
27,2229,2437,3046,135,873,598,3249,3149,1400,2677,31,1061,2805,2229,3149,3189,841,1403,1301,2918,3149,910,3149,3149
28,2229,1595,2437,1379,1431,1400,2918,910,2258,2437,2229,525,2776,2229,2437,2437,2866,1431,1301,2918,3389,2258,2437,2437
29,2229,998,2401,1789,2244,598,3249,3386,1153,2677,31,619,3055,2229,998,1789,1499,477,1036,1930,3149,1769,3149,1380
30,2975,749,2386,1554,2435,554,1338,2156,1268,720,1022,1438,1438,398,204,566,1554,2158,554,3099,3353,1653,1264,398
31,749,749,3263,2156,934,554,1709,2156,1653,1305,1022,1438,2732,749,749,1444,1653,934,554,3099,174,1653,2230,2230
32,531,749,258,1073,934,720,1073,3353,1653,1603,1073,1438,286,531,749,566,1653,1615,1097,1603,174,1653,1603,3002
33,1684,3537,817,1965,5904,1527,1923,3376,3425,6721,1772,6394,817,2747,4755,817,2380,3641,3208,4155,682,797,817,817
34,2190,318,2792,1965,1034,3391,3143,3376,1522,4057,1772,619,1522,3370,318,2792,367,1034,3391,1522,3053,1522,3391,1522
35,1684,3339,817,1965,5904,2577,2577,3376,2747,1158,1772,70,968,2747,696,817,1965,1034,2577,117,2577,155,2577,2577
36,2307,38,1444,38,3005,2620,1762,1862,3147,1987,313,1438,2866,2307,38,5333,38,3005,1032,2553,1862,1265,1889,324
37,2975,2321,1244,2866,1386,1032,1548,7022,3147,1028,313,340,1269,2975,3009,340,2866,1386,554,121,3456,3147,2321,72
38,5460,896,507,2866,1553,173,173,2518,2113,1608,313,2697,2866,5460,896,5333,2677,2457,392,3865,877,2522,1141,896
39,1958,666,1100,2380,1034,246,121,2879,2528,1361,1502,1599,2378,2210,666,2631,2380,1615,246,121,2616,3045,1498,246
40,1958,1977,1100,1978,2625,1356,121,2879,2528,1603,1502,0,2546,1958,1978,2631,1978,1615,246,121,2879,3045,1326,246
41,1958,666,2596,2510,978,2944,1421,684,2528,5365,1498,2696,0,1958,6230,1615,38,5444,246,5262,3466,1091,1498,1498
42,2268,99,1906,3182,2031,1906,1973,877,1268,1146,3258,132,1263,2307,2018,562,9,3037,562,1973,1245,132,1906,3307
43,2307,2551,1906,2623,791,1906,1973,2518,1268,1268,1338,132,1263,1016,1855,3263,2623,791,562,1973,978,1268,791,791
44,1408,537,1906,1914,754,1906,1973,1760,1268,2933,258,1759,9,1408,354,3374,1914,1760,754,930,1760,132,1760,333
45,90,1196,2288,486,1034,3326,1338,2717,466,2933,783,619,2399,90,2341,241,2932,328,3326,3418,898,3246,3470,2077
46,3304,1946,606,3398,3398,230,673,2641,3304,182,2641,938,3304,182,2341,3304,1309,3398,569,1546,2398,1495,3398,3398
47,90,354,755,1539,915,755,1338,2107,466,90,783,1759,3204,90,973,606,2932,2690,3326,327,2690,3246,1116,2077
48,3166,990,951,3407,2131,2536,1461,638,1822,1995,63,525,931,2964,990,638,1137,2131,1644,990,3198,1822,1995,1995
49,2964,215,951,3407,579,2536,1461,2868,1822,2109,63,525,1307,2964,215,951,3407,579,2536,1461,2109,101,1995,3407
50,2964,215,638,1478,579,1644,1461,2868,1153,2109,63,525,124,2964,215,638,1478,579,2536,1461,638,101,1995,3407
51,2964,215,2658,124,2793,1644,2514,2868,1153,352,63,525,124,2793,215,1789,124,579,2536,2514,124,2820,124,352
52,2964,215,1307,1789,2793,1644,2514,2868,1153,159,63,3220,1307,2793,215,951,124,579,579,2514,124,2820,3407,3407
53,2964,2793,638,124,2793,1644,2514,2868,1153,159,63,525,1307,2793,2793,951,3407,579,2536,2514,124,1153,3407,3407
54,493,998,3046,2866,966,6970,3129,206,1934,1028,2925,1747,607,493,1115,1490,2759,1906,1223,959,206,132,2321,3129
55,5460,2321,1444,1101,1765,6970,1336,1604,6527,1436,313,2241,3162,5460,1115,1444,2759,3005,2044,173,1115,4955,2044,2375
56,283,99,3046,640,907,1906,779,2156,1268,2585,2519,132,607,1952,2015,337,2677,8,1824,1795,3244,132,132,213
57,1958,1146,169,2825,2625,2853,2879,2879,1091,1146,1502,1666,2546,1016,1978,169,38,1502,246,2879,2879,1502,2546,2546
58,1427,2370,3139,3303,896,173,173,206,1653,39,313,1438,3204,507,2370,3139,206,3139,392,173,3353,984,39,39
59,1016,1146,1906,2510,3421,2281,2879,2879,2848,1987,1502,3284,2546,1016,1146,169,38,3421,246,2879,2879,2848,169,2574
60,1684,3339,1244,3182,2592,2840,2577,3397,3004,1044,3004,43,426,426,2882,1244,3490,2592,1104,94,2592,3004,696,696
61,945,56,1579,38,720,945,1073,3376,531,1044,945,43,2378,945,749,1244,2866,2108,1097,94,2592,531,2542,2135
62,2190,3126,3152,2592,2592,1527,3004,3376,946,1930,1022,619,3376,945,3126,2069,2592,2592,945,94,3376,946,1300,945
63,1270,2891,1766,286,3037,1766,728,7,2231,1730,3243,525,2732,1126,1724,1244,238,3005,1766,728,3353,1434,1535,1364
64,90,354,3263,2775,754,1906,1973,539,1268,1075,1338,619,2156,2732,354,3263,3044,1615,2551,1973,7022,5041,3044,1973
65,1408,354,1117,1309,354,3044,1973,2156,2291,1117,170,3263,2732,2732,354,680,3044,2291,754,3099,838,3246,1117,2807
66,465,311,3405,2236,328,1520,1425,1343,400,356,965,2192,356,1232,161,435,3223,2192,2213,2063,543,400,965,965
67,465,311,1335,3161,481,400,2612,1343,865,356,948,223,1343,1232,1343,1232,3161,3000,2505,2063,1343,5041,1343,1343
68,1462,311,465,2612,1586,400,2612,1691,865,356,948,3358,2612,1232,1132,465,2612,3154,989,2612,1343,5041,3068,1343
69,6264,309,1232,2236,1800,989,1425,1232,1800,4813,860,2810,2612,1232,1132,465,1800,2192,2774,4813,884,2810,4813,2774
70,948,3141,1232,2236,3000,1520,1425,1232,1800,3141,1800,172,2612,1232,3141,1232,1335,2192,273,2063,543,1084,1084,418
71,32,948,2810,1847,1084,1520,1838,2346,1800,2541,948,172,2346,948,45,3405,1847,2192,273,2063,543,2810,1084,1084
72,432,2447,1476,1862,1554,1032,1338,747,1268,1268,2312,190,3086,432,3036,3374,1554,2675,997,1685,747,1268,1268,2979
73,2991,935,76,608,1554,1032,2991,877,1265,982,2312,190,3086,889,3036,3086,1862,2675,997,3450,747,1265,3086,3086
74,997,2447,76,1770,2421,997,1324,747,997,402,740,2431,1770,2402,291,25,1770,1378,997,997,747,1074,997,997
75,2163,2447,977,2309,2442,2841,489,2483,291,2587,291,1531,2847,2163,977,977,2309,1540,2841,2309,1340,25,2163,2163
76,2163,408,2557,2309,1540,295,2583,1357,1107,295,291,1531,255,753,3127,2557,2309,1540,402,1052,1357,25,2557,2163
77,1619,977,2557,2309,1540,2902,3268,2754,2328,2587,291,2309,1234,2431,3517,977,2309,1540,2902,2769,3124,25,977,2163
78,3430,806,2557,2788,1437,331,2659,3473,2328,2094,582,1531,1990,3430,2876,2788,2309,3248,600,2659,1378,1996,300,1990
79,2009,1611,76,1208,2485,2432,1530,1208,2119,1361,582,698,1990,3430,806,2788,112,1344,2432,1624,1103,2119,1948,1990
80,2009,806,2855,2788,2485,600,2659,582,2937,3082,582,698,1990,3430,806,2788,1884,3521,3311,710,1378,2119,1948,1990
81,421,2948,6798,3383,3005,1938,467,4274,3425,6892,2736,619,2378,90,2152,1887,3383,3005,2858,3595,1994,1452,105,105
82,3146,2956,2884,4733,944,3201,2561,1157,3245,529,3099,2884,3162,2561,6230,1244,529,2956,585,3099,1157,1801,2120,2884
83,2561,2956,1244,529,944,2840,2561,1157,1577,2561,3099,2884,3162,2561,2956,1244,529,2956,585,2561,1157,1801,2120,2884
84,3766,3290,1822,2605,1800,989,262,2913,865,689,865,1581,1445,3766,3290,3405,2605,1800,989,592,2913,865,2178,2178
85,1581,309,1986,1800,1800,1691,592,659,865,634,865,1581,1445,3766,3290,1986,2605,1800,634,592,1242,1800,172,1800
86,1581,309,3405,1800,1800,1691,592,2913,1800,689,1800,172,1445,172,3290,3405,2605,1800,634,592,1242,1800,172,1800
87,32,2981,3088,1335,645,989,3358,3358,3497,34,694,3358,645,32,3290,3088,1335,694,989,2063,3358,67,34,1067
88,32,2178,6990,1895,1586,989,5992,989,1895,3927,2292,3358,2157,3766,1445,6990,1895,1586,989,5992,989,67,1067,2292
89,32,2981,3088,1895,645,989,3358,3358,865,2292,694,3358,645,32,2981,3088,1015,2292,989,2063,989,67,2063,1067
90,353,1332,1822,3223,3154,1332,1861,2919,865,356,1420,3154,2157,884,627,965,3223,3154,2213,2063,2525,865,865,1120
91,353,2215,1986,768,1910,3206,1120,2919,865,356,1637,884,2157,353,2215,3206,768,3154,3206,1455,488,865,17,3501
92,2002,1332,1168,3223,328,2213,1861,2919,1375,356,1590,2663,2612,884,627,965,3223,627,2213,1850,543,1375,1928,2996
93,628,2852,590,1883,1039,2277,1204,41,2908,2289,330,2908,6040,628,128,590,2908,5397,1311,117,346,6624,330,12
94,2388,2852,590,1883,1039,1311,1204,2734,1039,2734,3527,2908,1460,1782,2852,590,1004,1039,2277,988,346,2006,2277,12
95,2388,2852,628,1883,1039,1311,1204,2734,1311,2289,3527,1483,1705,2388,2852,628,1004,5397,1311,988,346,2006,1311,1563
96,628,988,590,1883,775,1311,1204,41,2277,2734,3527,1483,1460,396,128,590,2771,775,1311,1204,41,2006,2277,12
97,628,2852,590,1883,775,1311,1204,41,2006,2289,3527,1483,1705,3519,128,590,1883,775,1311,1204,346,2006,2277,12
98,2388,2852,1239,1883,775,1311,1204,41,1311,2734,3527,1483,1460,396,128,590,2771,775,1311,1204,346,2588,2277,2588
99,1684,99,2870,3182,918,1348,1684,1270,155,385,2312,724,2343,1270,1724,2639,3182,1615,2276,2343,410,1549,923,375
100,283,1595,755,3389,3439,755,3317,3400,1346,671,1171,3156,1125,2229,1132,2631,2677,3439,54,2953,1258,132,923,1896
101,1684,2125,1484,1675,918,3125,2548,2312,155,385,2312,362,2343,2870,636,817,1137,811,3125,2297,2577,155,923,923
102,531,779,3046,3438,966,1824,3438,3397,531,1305,2578,1747,363,531,1423,56,3438,6,392,2816,3397,531,363,363
103,531,363,363,1554,1554,363,363,3397,1268,363,363,1177,363,1766,363,1244,1554,6,363,363,1633,531,363,363
104,2241,1223,1875,2866,966,1433,3438,3397,3211,1300,2925,1747,1000,426,363,56,2866,2108,2135,3438,2502,3211,966,2135
105,2009,523,597,316,2713,392,2997,1816,1451,18,3511,298,1234,3236,1611,1611,3426,1344,2829,710,2829,3065,3236,1816
106,2009,523,2489,438,6920,2129,3399,3473,1716,18,438,316,1234,690,1835,3404,438,2485,2129,3399,2713,3033,855,316
107,2009,2490,597,316,6920,2171,2490,3473,3065,18,36,316,2999,2009,316,3404,316,1344,2092,2490,3473,2999,2490,2490
108,3766,1132,1822,3223,1800,989,2279,2257,2207,634,2207,1590,2157,1232,309,6990,3223,1800,2774,592,488,1800,2810,1814
109,6264,7053,1822,3223,5003,5992,4813,1691,865,634,1740,884,2157,884,7053,4813,3223,1800,989,592,488,2207,4813,1740
110,1462,309,176,768,1800,989,4813,2868,2207,4813,3501,1332,2157,1232,309,1986,768,869,3206,1455,488,2207,1691,1445
111,90,1196,2985,2985,730,2060,3157,7022,2985,2677,3356,1865,3111,90,998,2731,135,328,1382,1933,7022,2258,998,2340
112,3460,1946,2134,2134,328,3460,2677,1604,2258,3175,3111,81,1845,90,1946,2134,2134,810,3460,1994,1604,2258,3175,2134
113,3460,1946,3175,135,810,3460,810,1523,2441,3175,313,81,1125,90,1946,3175,135,810,2060,3328,135,1400,810,810
114,90,1304,2061,1309,3326,3326,467,2690,13,1930,2211,2854,2399,90,3099,241,1309,3326,3326,3099,7022,3246,1304,2731
115,90,1304,3152,2985,944,569,467,1157,2291,1930,783,2854,2378,90,367,3152,3383,2614,569,673,1157,3246,1304,1304
116,90,1304,1887,2985,1304,2399,467,2690,693,1930,2211,50,2399,90,619,1887,957,1304,1301,1930,2690,984,1304,467
117,415,1506,2127,2623,2625,1506,121,1421,1346,2848,313,1599,2339,911,1477,2425,3182,2625,2276,2138,64,2848,1386,329
118,1225,3216,2127,2678,1609,1506,1336,3466,1346,3254,313,688,593,415,2989,2127,2623,1609,1385,2814,1594,2982,2127,2127
119,415,2370,2127,1258,1224,748,121,3466,1346,1361,313,1469,593,2350,2498,3110,2138,593,2276,3266,2739,2385,3266,2498
120,963,1595,1244,2866,1765,959,1994,410,2937,365,1079,4782,3204,2046,2015,1244,2677,1165,1106,3129,784,3394,1106,3024
121,1211,2956,2885,3182,631,1267,277,1252,3487,1238,631,1652,2523,373,2885,1244,3182,631,2389,166,1252,132,1252,1252
122,1270,3474,1244,238,1765,1670,2561,3397,1123,3072,313,1306,837,3172,1115,1244,238,2428,837,3397,410,2848,1535,837
123,2636,1994,3383,3182,840,1032,1923,3383,2115,3504,783,3282,717,925,2075,2115,3182,840,1301,1994,1994,1526,1257,1257
124,493,2522,507,1738,477,507,1994,1523,344,3175,313,2640,526,493,2522,3139,2064,3439,2113,1994,1523,2258,2779,2632
125,421,998,2069,3383,840,6970,1994,4274,2115,3504,2736,3383,717,925,2075,3383,3383,3005,1466,1994,1994,2848,2736,1257
126,1958,1977,1841,1380,3005,598,7022,7022,221,1361,1502,3164,2453,1958,1977,1666,2765,3005,246,121,7022,101,1610,1610
127,2372,291,3374,65,754,1929,2638,2107,3463,1075,783,1759,1405,3459,2341,337,2932,420,395,2372,3321,2613,322,2955
128,2372,291,3374,65,754,1090,2638,2717,3463,2933,783,1759,2717,90,2717,3374,1309,754,1925,2372,3321,5041,1759,1759
129,3233,1595,2489,2947,1757,402,121,684,2947,402,2312,2947,790,1205,1409,1324,2685,1146,3450,3450,1591,2999,2947,3512
130,1958,2311,2489,789,516,2447,2638,2700,2360,18,3233,298,334,3233,2447,3404,2309,2442,3233,1324,2483,1142,3233,3233
131,1958,1595,2489,1100,1146,2311,121,121,3090,1146,36,2947,334,1205,692,2311,2311,1146,2447,121,3200,2311,121,1030
132,32,311,1335,2236,1910,400,1425,3358,315,356,948,3358,32,948,948,3088,1335,2131,273,2063,3358,1084,418,1350
133,32,3168,3405,1847,2192,1520,376,2346,865,356,694,3358,2612,376,45,1065,1895,3154,2213,1455,543,1804,34,3239
134,3497,1343,435,1581,2247,603,2612,2346,3497,3927,694,172,2346,948,1343,435,3161,694,603,2063,1343,1804,1804,1343
135,493,2321,3460,493,1604,1223,3129,1604,1934,2677,313,81,1845,493,998,1466,2677,1604,2113,1994,1604,1934,1940,3460
136,2229,243,1694,2677,3439,2362,121,2879,394,2677,313,3011,394,2229,2267,1205,2309,3439,394,2918,3332,394,3158,3158
137,5460,998,3139,2866,2673,1223,1787,1523,2673,4057,313,241,2866,493,998,3139,841,3139,2113,2258,1523,2673,2321,2925
138,7028,1409,339,2309,842,685,3043,3122,280,1555,36,1531,608,1619,1409,685,2309,842,402,1334,608,1346,608,608
139,1619,2833,76,608,842,1555,355,2396,281,1555,608,1531,608,1619,281,849,608,608,600,1334,608,281,608,608
140,2009,1595,3259,280,6920,36,1398,1950,280,2572,36,3030,183,197,615,3259,280,842,2572,1398,314,2643,3030,3445
141,1382,998,1382,3182,3005,1589,3438,7022,2673,998,1657,525,1166,90,998,1444,957,3005,3334,2258,7022,616,1697,2786
142,2341,998,2731,2985,3005,230,1135,7022,693,90,783,619,3470,90,619,1522,957,328,1036,1135,7022,693,2381,141
143,2975,138,2288,351,3005,1898,1036,7022,2469,3393,3059,619,3470,2975,619,1666,1780,3097,2507,1036,174,1769,1666,164
144,1782,2852,1239,1883,775,2000,988,2734,1311,2388,2172,3121,2000,1782,2852,1471,1004,775,888,988,346,1311,1233,2172
145,1782,2852,1799,310,77,2000,1799,2172,1311,2734,2172,1318,2000,1782,2852,1799,2758,77,2560,1799,346,1318,1318,177
146,1782,2852,1799,473,77,2000,988,2734,1311,2388,2172,1483,1705,1782,2852,1799,1004,775,2560,1799,346,2006,310,310
147,283,1977,2631,2441,1140,2441,3157,1140,3507,2438,1413,1676,1275,1660,1977,2134,2380,1140,600,3157,1413,3061,1413,1413
148,74,1676,2943,2380,2267,2441,1973,3332,3507,2438,1255,1676,2717,2795,1977,3374,3352,754,754,1919,3332,214,754,754
149,2795,1977,2631,2441,1034,2441,3256,1140,1275,2438,852,1676,2378,90,1977,2134,3352,3261,2441,673,1413,2441,1413,1413
150,1238,2100,2885,3182,840,1238,277,1157,387,1238,1022,2947,665,373,2885,2885,64,3457,1301,166,1157,387,1238,1238
151,1238,1595,373,3182,2127,1487,277,3466,1567,1238,631,342,2584,2350,1595,2100,64,3457,2819,1333,64,2968,1238,1238
152,1238,1595,2596,2193,1656,1238,277,64,387,1238,631,1747,2866,1145,1423,235,64,1615,2819,1548,3466,3306,1238,1238
153,2372,1595,1681,1258,1681,748,930,3149,322,1971,2372,938,3149,2229,3149,1681,660,1681,2213,2372,2398,910,1681,1681
154,2372,888,1681,660,1681,1681,930,1233,3325,1971,2550,938,1681,3499,3149,1681,660,1681,2213,2372,2398,322,930,1681
155,2372,888,1681,660,1681,1681,930,1233,3325,1971,2372,1681,3149,3149,3149,1681,660,3398,2213,2372,2398,322,1681,1681
156,2575,3517,300,3426,300,600,651,28,2328,2587,255,746,1990,767,806,1349,2309,2675,600,1349,3124,827,3517,3251
157,3430,1072,1349,3426,579,579,1322,28,1040,274,255,525,1482,3430,215,1482,2876,579,579,1322,28,1040,3368,3368
158,1322,1072,1349,3426,579,579,1322,28,2691,274,255,525,1482,3430,1754,1482,2309,579,579,1322,28,1040,943,3368
159,74,285,1181,608,552,881,1070,2700,1070,1555,3255,1531,878,74,2952,552,355,2675,881,2583,2700,991,2583,1531
160,3450,285,1181,3124,1540,881,1070,1357,1070,274,3255,1531,1307,889,3127,1181,3200,2675,2447,2583,3200,60,2583,2583
161,1891,1977,552,3401,1146,2447,121,1146,1070,1146,2312,2675,1307,1891,397,552,3401,2675,2447,121,2700,1841,2534,3401
162,3430,1072,1090,3426,1437,1090,2659,3473,2328,274,268,525,2453,3430,2110,951,2876,2675,3430,2659,1357,1040,2575,2328
163,283,1724,76,1952,1437,1090,2991,440,2328,586,2312,525,1990,3430,2447,3384,1554,1344,2447,2297,3200,1040,2447,2328
164,3430,1072,305,3426,919,331,2659,3473,1040,274,255,525,2496,3430,2876,3275,2876,3275,1150,1322,3473,1040,305,2785
165,1242,3168,1168,3223,2594,2213,262,44,2594,3347,2207,3168,6064,3345,1048,621,3223,2213,2213,3168,543,5041,2594,1242
166,3645,4099,6689,5384,5371,989,6349,6768,2594,4683,6775,3619,4683,6264,6349,5018,5384,3958,3724,4994,6768,5041,3878,3645
167,3645,7053,6349,5384,5003,989,6349,4914,3724,5914,3645,3168,4683,6264,3724,4048,5384,3724,3724,4994,4914,5041,3724,3724
168,1619,2833,130,608,2485,2129,887,1037,1346,130,608,130,608,1619,355,130,608,453,2841,1334,608,1346,608,608
169,1619,2833,1611,608,2485,2841,887,2652,1346,130,2214,760,1742,1619,280,1611,608,3191,2841,1334,608,1346,2652,2652
170,1684,3339,2425,1554,1554,554,539,7022,3147,2677,1038,1309,2453,2975,1915,2425,3114,1554,554,2223,7022,2613,518,518
171,3103,468,758,798,1540,2902,3268,338,1107,338,2902,1531,1470,3103,468,2557,977,1540,2902,3268,338,1107,338,338
172,1998,468,2557,2309,1347,2902,3268,1107,1107,3268,2902,758,1470,1998,468,2557,977,1347,2902,3268,1107,1107,1107,758
173,963,468,1206,2309,1540,2902,2997,1107,1107,3268,2902,758,2997,963,2143,2557,2983,1347,2902,3268,1107,1107,1107,758
174,2929,3257,443,3408,3408,2489,1398,3127,3257,2094,3356,1531,1470,549,1409,2481,1368,3356,402,1470,1955,3257,549,3257
175,2929,3257,839,839,3408,2489,1324,28,281,3375,2929,1531,1017,3103,546,1017,1368,3521,2489,1576,1955,1996,496,1136
176,2009,523,597,2220,3356,2489,1324,1221,281,2094,1378,1624,1017,1624,2305,3042,1368,3409,2171,800,1378,1426,1624,1368
177,1579,2956,1579,3182,487,916,1746,487,1577,422,105,1746,2378,1579,487,1887,3182,3005,2858,1746,487,2848,105,487
178,90,2956,3425,3182,840,916,1746,487,1577,422,783,421,2378,2732,2956,1887,3182,1615,2530,1285,422,1577,105,1577
179,90,2956,1776,2069,2412,657,1930,3376,3425,1146,1772,421,2378,90,2948,1887,3182,1615,916,3425,422,1452,422,3425
180,44,2560,1799,2605,2199,2560,992,3102,2594,2550,2550,2717,2560,1782,1323,1799,761,84,2560,1799,346,2774,1247,2550
181,396,888,1239,1883,77,1311,988,41,1311,2388,2550,1318,961,396,1474,1239,761,2245,1311,988,346,5041,1311,1474
182,1782,2560,1799,310,77,2560,1799,310,2594,2905,2550,1581,2560,1782,1323,1799,1004,77,2560,1799,346,2774,1247,310
183,1684,3093,3093,1965,2793,1929,4027,4274,1070,912,2312,525,642,2964,215,2658,1675,3005,1808,4027,1250,6107,912,3518
184,465,3093,3093,777,1437,3019,5260,6909,2617,5207,1033,525,1856,465,215,1484,777,3005,579,2343,3683,5041,6031,5260
185,465,311,1335,3501,3300,161,5260,3543,1070,2361,6031,525,2612,1725,215,465,5611,3097,161,1861,215,5041,965,1861
186,787,1890,1900,787,1047,290,1213,1924,1700,3021,3081,1213,256,2359,920,987,787,1047,3485,1213,28,1700,290,290
187,787,550,2166,589,84,290,2265,131,1700,1213,449,2359,256,2359,550,2166,787,2245,290,1480,131,1700,290,2603
188,1712,1890,1900,589,5371,290,1213,1924,1700,290,449,1213,256,787,550,2166,589,2245,290,1213,256,5041,290,2603
189,2009,1423,108,3438,966,1766,3438,1082,1717,2202,360,759,3204,1766,1097,2511,3438,336,1301,3438,2202,3306,3400,1104
190,1766,3222,1244,930,2199,3222,930,3400,979,1930,783,3282,3440,2212,1097,1244,3182,1615,1301,1104,1633,979,3400,3400
191,1225,1115,108,3438,966,3379,2561,2202,499,1560,3397,3282,3440,2229,1115,1244,3438,966,1301,3438,2202,1104,2202,2403
192,2009,3517,76,2309,3356,4983,3317,4274,3356,2677,3356,1531,2327,1952,2098,1984,2309,1615,6970,800,4274,2141,1372,2141
193,74,2098,76,589,1140,2098,2098,1221,2242,3021,2098,1531,2242,1366,184,2667,2098,2098,2098,2098,1058,2242,2098,2098
194,3233,2098,76,589,2746,2098,2098,1221,1346,1361,2098,667,76,3233,2098,3233,2098,2746,2098,2098,1340,1346,1361,2098
195,493,2321,1802,2866,477,6970,1994,1604,1040,1436,313,1621,2866,493,896,1802,493,2457,2,1994,1994,2113,2321,2925
196,493,1994,241,2866,1437,2362,1994,761,2013,2677,2312,3011,2866,3460,1724,1666,2866,477,2362,3317,3353,2920,1940,2268
197,2229,2125,621,2677,1560,2281,1684,4274,1227,2677,1343,3292,3371,283,1684,621,1137,2518,2205,2297,2161,1137,1254,1137
198,2702,2698,803,789,1765,1433,1211,3342,7019,2495,2312,525,2866,2307,1991,707,2866,1765,3424,2553,1064,72,2809,1211
199,2870,3339,2425,1643,918,2281,1684,703,2694,994,2312,525,1030,2870,2148,2425,2623,918,3424,1684,1736,106,923,923
200,2234,2015,1906,1872,2472,2276,1211,1241,2411,3021,2312,3250,2339,2554,2326,2870,2677,160,2205,3317,875,132,3250,2718
201,963,772,1032,280,3094,2129,3268,1241,280,3268,678,562,1742,963,772,803,280,1169,1032,270,1241,280,3094,314
202,2824,109,2425,1284,3094,2129,3268,1241,2694,3268,678,525,1742,963,1991,2544,136,1169,2129,270,1241,1346,3094,1241
203,2494,2036,807,678,2494,2544,1142,1241,2231,3021,3242,2031,2907,2494,2198,707,136,1119,2129,270,1241,2231,2031,3242
204,2009,2710,3046,3426,2942,3043,2297,2248,2937,385,1150,2835,607,3122,2710,1484,3426,2942,3043,2297,2909,2909,3190,2909
