ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43
12,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
13,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
14,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
15,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
16,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
17,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
18,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
19,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
20,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
21,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
22,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
23,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
24,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
25,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
26,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
27,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
28,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
29,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
30,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
31,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
32,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
33,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
34,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
35,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
36,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
37,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
38,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
39,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
40,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
41,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
42,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
43,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
44,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
45,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
46,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
47,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
48,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
49,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
50,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
51,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
52,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
53,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
54,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
55,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
56,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
57,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
58,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
59,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
60,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
61,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
62,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
63,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
64,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
65,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
66,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
67,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
68,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
69,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
70,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
71,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
72,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
73,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
74,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
75,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
76,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
77,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
78,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
79,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
80,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
81,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
82,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
83,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
84,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
85,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
86,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
87,5216,976,4355,213,516,1035,1759,1376,473,5730,1615,968,743,480,340,2551,3057,1100,1376,480,837,642,1209,473,2125,5730,4768,1265,2933,743,3508,2732,1265,4851,743,1784,696,4688,3093,3345,1705,833,4429,1265
88,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
89,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
90,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
91,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
92,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
93,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
94,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
95,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
96,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
97,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
98,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
99,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
100,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
101,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
102,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
103,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
104,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
105,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
106,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
107,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
108,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
109,5216,976,4355,4361,516,2522,1759,1376,2932,5730,330,968,743,1106,340,2551,3057,1100,3057,2311,837,642,4484,1252,1287,5730,4768,1385,2933,743,3508,2732,743,4851,743,1784,2288,4688,3093,3345,1705,833,4768,2667
