ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50
10,3685,2746,1497,955,5830,3657,4763,5830,6773,4763,3093,3093,3093,3093,5415,3093,3093,3093,3093,130,3093,3093,3093,3093,3093,3535,1924,3093,3535,4535,1924,339,1924,1924,6765,1924,4535,1924,4535,1924,1924,6270,3025,3980,1572,1924,1924,1924,1572,6765,1924
11,946,133,424,7022,1644,1644,2344,888,1977,1752,1705,7015,7015,888,51,3345,3231,7015,7015,7015,7015,3231,7015,7015,7015,7015,1732,7015,7015,7015,7015,3231,7015,7015,3231,1732,1732,1732,1732,7015,911,7015,1732,1732,1732,1732,1732,7015,1732,6254,1732
12,3469,1025,2219,477,689,1705,3231,528,1705,2603,2603,2603,1705,1585,1585,2603,473,473,473,2231,1585,2231,2231,911,1585,473,1585,911,911,911,473,2603,396,4628,656,911,4628,4628,2603,473,4628,4628,1585,4628,4628,4628,4628,4628,2603,4628,473
13,1681,2014,2594,2014,5213,6837,6909,6909,6909,257,987,987,3305,789,3305,3305,3305,987,257,3305,3305,987,3305,3305,1585,987,4628,4628,4628,4628,4628,473,3896,4628,1684,987,4628,4628,4628,3305,473,4628,4628,4628,4628,4628,4628,4628,2334,4628,4628
14,5257,77,2423,290,2603,2603,3441,3441,2603,3441,3441,2603,3441,1161,2304,2388,2388,473,473,396,290,257,473,473,2231,473,473,2771,290,1732,473,473,396,628,473,473,628,2924,3252,2924,473,4628,1732,2771,2771,2408,3252,4628,290,2771,396
15,1863,473,2530,167,6515,1705,1239,1239,961,3369,2560,3351,3351,824,3338,824,1483,3338,2804,2804,824,2804,2804,2804,3441,2804,3441,2804,2804,2804,2804,2804,1483,2804,2804,1483,2804,1483,2804,2804,2804,2804,2804,2804,2804,1483,2804,2804,2804,2804,2804
16,2858,6759,6103,6555,6515,2588,1004,961,1004,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,3441,2289,3441,1077,2289
17,1522,473,3149,1513,3018,147,2730,2560,2608,2730,2730,2608,2730,2608,285,824,2608,2730,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608
18,19,2381,90,1579,1519,946,578,459,946,459,680,680,459,680,680,680,56,1196,56,1196,56,2156,56,1022,1080,56,2156,1760,56,2614,354,2156,2614,2614,2614,2614,2156,2156,2156,2156,2156,1080,6005,2156,1760,3224,2089,1080,2614,3224,2156
19,5654,5806,2571,700,2075,2355,1304,2355,1326,569,2355,2355,2355,2355,2355,2355,2355,2355,1022,2355,2355,2355,1022,1022,2355,2355,2614,1022,1022,2614,2355,59,2614,3028,3224,3224,3224,3224,2355,3224,3224,2355,3224,3224,2355,3224,3224,3224,3224,3224,3224
20,6663,473,2995,3054,455,1646,2355,2934,1326,3080,166,3080,3080,354,1661,354,1739,1739,354,354,354,354,56,56,56,56,354,56,354,3224,56,354,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224
21,4516,3618,2368,3216,1835,2851,284,3232,3998,2092,3069,2092,2092,2092,2092,1014,3275,2092,1916,6904,1500,1916,1500,1916,1916,1916,1916,1916,1916,1500,1500,1916,1916,1916,1916,1500,1916,1500,1916,1916,1687,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916
22,3157,923,6055,4403,3324,6388,2358,3394,3609,2755,4951,3117,4403,3117,3117,3117,1916,5299,5084,3150,1325,1613,5084,1325,1613,1613,1613,1325,1613,902,902,5084,3864,5084,1613,1613,902,1325,902,1500,902,5084,1613,5084,1325,1325,1613,902,6340,2565,902
23,2259,4683,2368,3216,570,570,3244,1014,3244,2226,3069,3244,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
24,2215,1466,1747,1075,99,473,2427,1890,787,787,787,1095,1712,1095,1480,1480,787,1095,2927,787,787,1095,920,1095,143,920,1095,1095,1095,920,787,1095,143,1095,787,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,920,787,1095,1095,1095
25,152,2310,2259,3025,550,3025,2634,550,787,787,787,787,1480,787,787,787,787,787,3089,787,787,3089,787,787,787,787,787,787,787,3089,3089,787,3089,787,787,3089,787,787,3089,787,3089,3089,787,3089,787,787,787,787,3089,787,787
26,5766,1466,1668,2419,355,1095,2427,1890,1095,6164,3089,1095,1095,1095,1095,1095,6164,1095,1900,787,1095,1095,1095,1095,143,787,1095,1900,1095,1900,1831,1095,143,1900,1900,1095,1095,1095,1095,449,3253,3253,449,1095,1900,1900,3253,1095,2834,903,6164
27,19,1399,3352,1399,3052,1681,1973,693,1312,2423,568,1289,1216,3207,2969,1829,1490,2969,3207,1301,1490,927,1945,1490,1490,1490,1490,2217,186,3158,1490,1781,1490,1490,2217,1781,219,1959,2217,1016,1016,1000,3158,219,1490,1490,1781,3158,3189,3158,1490
28,3863,6677,2210,1079,1130,1079,2068,1079,3155,1306,1079,1079,1079,1079,1079,1079,1079,2213,1079,1079,186,2437,6,3149,2437,2437,3149,2437,6,2437,1128,2437,1128,6,6,6,2437,2437,2437,2437,6,2437,1128,3111,2437,2437,3149,2437,2437,3149,2437
29,2719,3049,2779,1116,3464,701,2689,2689,2689,2298,2298,2298,2298,1829,1216,1216,1216,1829,1216,5773,2423,2423,2423,2423,2423,1289,1289,3448,5773,2423,1289,2423,2423,1352,2423,2423,1352,2423,1352,2513,3158,1781,3158,5773,2423,1289,3380,1829,6561,3448,2531
30,4409,4962,2241,363,1177,1896,3024,2043,442,1473,442,442,442,1157,1717,1629,1473,1157,1157,1106,1157,2907,1157,1106,1106,1157,1106,1157,874,1717,1106,1106,1106,2230,1106,1157,4464,4464,1717,1157,1717,1106,1433,2230,4464,1717,1717,1106,1717,1717,1717
31,1400,1079,2366,3199,1410,3028,2163,680,680,1433,3044,1090,3263,680,1090,1760,1090,5698,3263,5698,3263,1433,1760,3044,2118,56,3263,1433,1229,1229,1210,222,1674,2230,2543,2789,222,2789,3263,2230,2230,2230,2230,2230,2230,2789,2230,2230,222,2230,2230
32,5857,840,2386,3132,535,2403,2907,2403,2311,2907,1450,1760,779,2933,1760,1106,779,2783,2783,2783,1760,1760,1760,2783,1760,2783,1106,2619,1760,2783,2783,2783,2783,2783,1760,1760,2783,2783,2783,2783,2783,1760,2783,2783,1760,2783,1717,2783,2783,2783,2763
33,2037,2500,2176,3309,3309,3706,2639,851,851,1561,1966,1966,1561,853,1561,2138,2138,1561,1459,1561,5236,5236,2875,1069,6981,6719,1944,1459,1459,6981,2882,1069,4210,4210,5891,3494,4545,1662,3503,2828,1662,2865,2865,4545,22,2938,1367,1662,3178,6952,4210
34,6909,5458,3391,155,155,6006,2597,1452,1522,1522,1522,6075,1452,1135,1135,1135,1875,1875,1452,1875,1875,3053,1744,3053,3153,3305,1875,1875,1875,3153,1875,2742,4441,1875,1875,1875,1875,1875,3153,3153,1744,1875,1744,1875,1744,1561,1875,1875,1875,1875,1875
35,6615,6912,6869,5102,2389,6006,1857,6321,9,1949,3636,3706,3346,3346,6225,3346,3391,2065,2967,1949,2967,367,4536,2967,4536,4536,4536,1684,4536,1684,1684,2719,1875,2065,1684,4536,2065,318,2065,1749,2065,2065,4536,2065,2065,1684,2065,1923,1749,1875,5495
36,5857,855,2386,2089,2089,2897,50,50,5442,50,1157,1987,340,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987
37,6007,3489,3265,1124,25,50,2620,1315,1533,2620,1157,2848,340,1139,2848,3456,6995,4261,1697,1697,3456,1298,1697,1697,1994,2412,1697,658,1298,1139,1298,830,1697,1139,1298,1298,1298,1237,1298,1298,1139,1237,1139,4978,1139,1237,1298,1548,1298,1298,1139
38,3799,3956,311,311,311,557,2925,2522,415,5346,311,2356,5346,311,2294,2294,311,2507,2773,2540,723,2057,723,723,2057,1913,1111,2759,2294,1111,2632,2677,2057,723,3079,3303,3303,3303,3303,723,1381,1381,34,1381,1553,1381,3303,1987,5360,1987,1381
39,5857,1264,2933,2807,1820,157,779,157,2816,3299,2893,1676,1676,1676,2893,1676,1676,1676,121,1676,121,1498,1599,1498,2073,121,121,121,1676,121,1676,121,121,121,121,121,1676,121,121,121,121,121,1676,1599,1676,121,102,121,102,102,121
40,152,424,5396,2807,2103,3203,2933,819,3199,292,2073,4436,11,1803,4453,1803,487,102,102,102,1803,1599,102,102,102,102,102,102,700,700,102,102,102,700,700,700,700,102,700,700,700,102,700,1599,700,102,102,102,102,102,102
41,6200,429,3981,505,1496,2988,4544,2988,6397,1907,629,5774,4293,1636,1636,6715,4293,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636
42,2386,5806,2995,389,1404,3333,2989,875,3307,1941,1073,2462,2462,1263,2462,1263,2462,1263,1263,1263,1263,1263,1263,1263,1263,1263,1852,1263,1263,1263,2745,1263,2745,1263,507,2745,1097,1852,2745,1852,2745,1097,2745,1852,246,2745,2745,246,2745,507,246
43,3469,2618,2310,1073,593,749,1073,2310,2310,2310,1073,2310,2310,2310,1073,1338,1263,1263,1263,1263,1263,1263,1263,1263,91,1073,1073,1073,1073,1073,2745,1263,1073,1073,1073,1073,2745,1073,1073,1073,1073,1073,336,791,2745,791,2745,507,336,507,791
44,5094,4582,209,3132,1408,1575,507,1855,271,1408,1728,1728,1097,814,1338,1338,1852,1852,1097,1775,1263,1775,1852,1728,1775,1263,333,1263,1852,1775,1852,1263,1852,333,1852,1775,1728,1852,1891,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,333,1728
45,3131,1847,3131,1399,2529,2372,3156,693,3145,1751,754,743,1681,3418,693,1751,1833,2627,3145,336,3145,378,3418,606,3418,606,3418,499,566,499,566,566,606,606,499,566,606,606,606,606,499,606,499,2690,499,499,1629,3312,566,3312,499
46,5857,1079,1232,2103,3162,2854,2854,2854,2854,2790,2790,1134,1134,1134,1134,202,1134,1134,1134,1134,1134,1134,1134,3222,1134,1134,1134,1134,1134,1620,3261,3261,3222,3261,291,624,3261,3261,1134,1645,3222,1645,1645,3222,3261,3222,3261,3261,3222,3261,3222
47,300,2381,3149,2549,2765,3017,3203,693,1602,2736,1602,1602,1602,1602,1602,1602,1602,1602,11,573,1602,573,1602,573,1602,1602,573,1602,1602,1602,1602,1602,2219,2821,1602,573,573,2398,1499,2821,2731,1134,2731,2821,2821,2821,1602,639,1499,2821,1931
48,1668,2215,2832,1762,2559,561,3407,3407,3407,3407,1995,1995,3407,2830,3407,2830,3407,1995,1995,3407,1995,1995,352,159,1995,1995,1995,352,1995,1995,1995,1995,159,1995,159,159,159,1995,159,1995,159,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
49,6200,4209,1400,1307,3124,3225,3119,3407,3407,3407,3407,3407,3407,579,3407,3407,3407,3407,579,3407,3407,579,579,579,579,574,3407,3407,3407,579,579,954,579,579,3407,579,579,579,579,579,579,881,579,579,579,579,579,579,579,579,579
50,6200,359,3420,7022,266,3119,3119,2718,3407,1995,124,2536,3018,2830,1995,2830,2830,2830,2830,2830,3119,2536,1616,1935,2536,1935,2830,1935,3119,1935,2830,1935,2857,1935,2857,2857,2857,2857,1935,2857,1935,1935,1935,2857,2830,2857,2857,2857,2857,2857,2857
51,3131,2586,3149,77,1247,1644,352,3119,2559,2536,2559,2536,604,352,604,2536,604,604,604,3407,3407,604,604,604,3407,604,604,604,3407,3407,3407,604,604,3407,604,604,604,604,3407,604,604,604,604,604,604,3407,604,604,604,604,604
52,5857,1079,1585,3525,337,911,286,560,560,647,3109,2536,604,3119,2536,604,604,604,604,604,604,604,604,604,3407,604,604,604,3407,638,638,604,638,159,638,638,638,638,638,638,638,159,638,604,604,3407,159,604,604,159,604
53,2594,77,1499,2529,1480,1480,1480,2372,2830,2830,2830,2830,2830,2830,2830,2830,2830,3249,1153,2830,2830,1153,3249,1153,1153,1153,1153,1442,2008,1153,1153,1153,2830,2830,1153,2008,1153,1153,2008,1153,1153,2830,3198,2008,2008,1153,1153,3198,2830,1153,2830
54,3639,2014,2391,3127,3257,1528,3129,1504,1302,2894,3227,3467,2894,1896,2894,1896,1994,1896,1560,2894,2894,1560,1560,132,1560,1560,2261,132,132,3227,1560,1560,1812,1543,3227,3227,206,1560,1560,206,3227,2369,231,3227,3227,3227,231,3227,3227,3227,3227
55,5968,2014,1514,2057,2113,3797,6402,6440,6440,4704,4704,4704,6402,6029,6440,4688,6440,6440,4704,6440,4704,4704,50,1468,1190,50,4688,4704,2673,1468,4704,1468,1468,1468,1468,1468,1468,1468,2221,4704,1579,1468,1468,4704,1468,1468,1468,1468,1468,4704,4704
56,311,4403,1462,3489,739,4223,547,132,542,581,5383,5383,2894,37,132,206,1250,132,1968,1968,286,1968,286,1968,206,1968,1968,286,1968,286,1968,1968,286,132,1968,1968,1968,132,132,132,286,1968,132,1968,132,1968,1968,132,1968,1968,1968
57,618,2549,2613,1286,596,1646,2969,612,3313,3313,840,2212,214,3313,1236,246,246,3313,246,1672,246,246,246,246,1672,246,246,246,1672,246,246,246,1672,664,1672,1672,1672,610,1672,1672,9,2148,225,246,1801,1672,246,1672,1672,246,1672
58,4662,1079,49,2103,471,1025,1975,3111,471,2894,1975,1975,3435,1975,2519,1975,1527,1975,3007,1975,1975,1975,1975,1975,966,1975,1747,1877,2294,1975,2294,2294,2294,1975,1975,941,1975,941,1975,1975,1747,1975,1975,3271,1975,1975,1975,2294,1975,2294,2294
59,1644,3347,689,6267,2206,1940,1697,1697,1930,1930,665,2916,2443,526,1498,526,526,246,526,526,246,526,526,526,1842,1728,2645,1130,2645,665,2645,2645,2783,1842,1842,1842,1728,1842,1842,1016,1842,1016,1842,1842,1842,1130,1842,1016,2443,1842,665
60,3053,5806,3359,3527,6515,3053,1931,1931,1931,2389,1931,3152,3152,3152,324,2592,1190,2592,2190,1190,1190,2592,2592,2592,2190,2592,2592,1190,2190,2592,2592,1190,2592,2592,2592,1190,2190,2592,2592,2592,1190,2190,2592,2592,2592,2592,2592,2190,2592,2592,2592
61,6615,2950,2948,2089,2389,78,2893,1931,1931,2389,1931,737,1931,1054,2073,2499,2073,2307,915,915,1374,1374,915,915,1374,1374,1374,915,3711,4964,1374,3711,1374,945,945,1190,2586,1374,3711,94,2816,2586,1374,945,1374,1374,94,915,2542,3711,1374
62,2037,5686,2858,2893,2389,2893,2893,1931,749,113,1931,612,2152,3152,915,1222,2592,1377,2592,2061,2592,2592,3053,2592,2061,2592,2592,2592,2061,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2212,2212,2592,2592,2592,2592,2592,3184,2592,2592,2592
63,2215,1762,3265,1995,598,3018,3220,2570,2559,2559,3515,1364,1725,2955,1364,2676,351,2543,1518,351,1518,1518,1518,1518,1518,701,1434,3313,1518,1518,2793,6905,3313,3313,1518,3313,2013,2150,3313,3096,2288,3096,1126,701,2439,3313,1898,2543,2550,3096,2260
64,1147,2618,2383,424,3313,2934,56,2934,1854,1854,2934,2934,2934,2934,2934,2934,2934,833,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934
65,4653,77,2603,1399,2341,1390,2775,2775,1854,2136,2136,2136,3263,524,2136,2136,2136,976,2934,2934,2934,2136,2934,2136,2136,2934,3031,3031,2136,524,3031,3031,3031,2136,2136,3031,3031,3031,3031,2136,3031,3031,3031,2903,3031,3031,2136,524,2903,2903,524
66,1466,1466,1400,1651,598,2543,3124,603,1861,1838,603,603,603,1838,603,1792,1792,1792,1792,1838,1792,1861,1861,1792,1792,1838,1792,1838,1838,1838,492,1838,1838,2154,1838,3331,400,2541,1792,1620,172,400,2505,2084,1443,1443,1838,2084,2084,3331,2793
67,3,5621,932,2735,1767,435,3292,2228,3363,222,222,492,2228,2228,1478,161,161,3300,232,2612,1569,3093,232,2050,161,2050,2050,2050,2050,44,3300,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,3300,3093,2050,232,2050,694
68,1400,2057,1462,3347,2810,4813,542,1804,865,1740,465,465,465,885,465,1462,465,1462,1462,1232,2151,1462,1462,1462,1462,1462,1462,1462,1462,1792,1462,1462,1462,1462,1462,1232,1232,1462,1462,1462,1462,3956,1462,1462,1462,1462,1462,1462,1462,1462,1462
69,2719,2952,1668,1065,1009,1242,1098,542,542,1250,480,1547,1242,480,1242,6126,904,1242,904,904,904,1168,561,1804,904,904,2224,904,904,904,904,5826,904,904,2774,904,904,904,904,904,904,904,904,2774,904,904,904,904,904,904,904
70,2598,3489,1462,3489,2497,2050,561,561,542,627,2981,561,561,3193,2665,1804,311,2665,2522,1520,2522,1804,2810,1804,2522,1804,2522,311,2810,1804,1804,1804,2810,904,2405,904,904,1804,1804,1804,1804,1804,488,1804,1804,1804,1804,1804,1804,1804,488
71,4545,1910,379,3300,361,3405,379,1679,156,854,2525,2525,2525,2525,1520,2525,2525,2525,2525,2525,2525,2810,32,2525,2525,2525,2525,1804,2810,2810,2810,2810,2810,1804,2810,1804,2810,1804,2810,1804,2810,2810,2810,1804,2810,2810,2810,2810,2810,1804,2810
72,5857,840,1837,1345,1766,2671,1268,2370,2068,2370,2078,2937,2812,485,1264,1264,1264,997,2078,1622,1622,1622,3506,1622,1622,1622,1622,1622,1622,1264,1622,1622,341,1265,1622,1622,1622,1622,1622,1622,1622,1622,1790,1622,1622,1622,1622,1622,1622,1622,1622
73,4662,6571,4095,2590,6190,2471,3257,152,2412,914,3783,914,933,2526,683,6,2526,3387,2526,683,683,1636,683,3387,1636,1636,1636,1636,1282,1636,1282,1636,1636,2551,683,914,683,683,683,683,683,130,683,914,683,2076,683,683,683,683,683
74,3,1157,112,2419,112,3390,2681,2575,2557,25,2681,2681,1970,1531,1891,1117,3036,3140,3090,1891,2557,1357,3090,1538,881,1891,1891,1891,3140,1891,1891,1891,3140,3090,3140,1117,1117,3140,1117,1117,1117,997,3140,3090,1117,1891,3140,3140,1891,997,1891
75,3366,2843,1681,174,1766,2957,977,977,3124,977,2163,1,1,1,1,977,977,977,284,284,977,977,284,952,2374,2374,2374,2374,977,284,952,952,2374,1927,952,952,952,977,952,1218,952,2374,284,977,2374,2374,284,952,2374,284,952
76,2180,684,1182,1775,1217,1891,1891,1891,1891,1,2431,1,1891,291,291,291,291,2613,291,291,291,291,291,291,2795,291,1366,1366,2121,291,2121,1891,2088,291,2795,2795,2795,2795,2121,2795,2121,2121,676,2795,2795,2121,2795,1366,2121,1366,2795
77,5857,1079,5618,1079,2431,1531,2925,82,3124,574,82,1,82,3124,977,3094,3124,3124,881,3374,3374,3094,3094,3094,402,3094,3094,2163,3094,3374,3374,3094,3094,3094,881,3094,3094,402,3094,3094,3374,3374,3094,3094,3094,3374,3374,3094,3094,881,3094
78,2719,2909,3,255,2628,255,2328,2328,2328,3464,239,2328,3248,2328,2328,3464,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,2328,1208,1208,255,3248,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208
79,3,2720,2705,3051,2508,2685,597,2019,2746,20,1208,1208,1208,1208,496,643,1208,1208,643,643,1208,643,1208,1208,643,1208,643,643,643,643,643,643,643,643,643,643,643,643,1208,1208,572,1208,572,643,1208,643,643,643,643,643,643
80,5618,5815,3408,3127,3232,496,2051,3248,2557,3248,3127,1948,1948,1990,1948,1208,1948,1208,1208,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1208,1948,1328,1948,1948,1555,643,1555,1555,1555,1948,1992,1948,1328,1948,1948,1948,935,1948,1555,1948
81,2603,342,3420,1201,2530,1201,2893,583,1201,3073,3073,1840,3425,1840,1840,3425,3425,3383,1526,3425,1840,3425,3425,3425,3425,2289,3383,421,3425,3425,3425,421,421,3425,2289,421,421,2938,3425,3425,3425,3425,421,3425,841,2289,3425,851,3425,2289,2289
82,5857,6395,430,1887,5180,1000,1000,1526,2375,1843,2120,1285,2120,1843,1843,1843,1843,1843,1157,1843,1843,1843,1843,1843,1843,2120,1843,1843,1843,3162,1843,1843,1843,700,1843,2120,1843,1843,1843,3162,1843,2120,2120,1843,2120,2120,2389,3162,3162,2120,1157
83,5857,3618,170,505,2307,1000,1000,1526,487,1843,3245,487,2169,1157,2887,3201,1843,1802,1157,1843,605,605,605,605,3201,605,605,605,605,605,605,605,1157,605,605,1157,1157,1157,2991,605,605,1157,1157,605,605,605,629,3162,605,605,1157
84,6799,2863,2188,2437,1910,2215,45,1989,1986,1986,1804,1445,1986,1445,1986,1445,1986,1139,2913,2605,400,2913,3290,2605,2605,2605,2605,2605,2605,2605,2605,1963,2605,2605,2605,2605,2605,3412,3290,2605,3412,2605,3412,3412,2605,2605,2605,2605,3290,3412,2605
85,2719,2735,2605,1414,4095,1607,320,320,865,320,556,556,556,1740,2666,1740,865,1740,865,3265,2666,2666,1120,865,2605,1120,3265,3265,865,2605,2605,865,2605,1120,4078,865,865,1581,3265,1120,865,1581,865,3363,3363,865,865,2605,2605,3265,865
86,2719,2735,2605,2735,3068,3075,542,542,865,176,379,556,45,45,1986,1462,379,1194,379,1194,45,1194,1861,2605,2605,1194,2605,2605,2605,2605,2605,1800,2605,2605,2097,2605,965,2365,2605,2365,965,965,1800,2365,2605,1960,1194,1960,2365,1960,1960
87,4648,2014,2594,2500,739,1015,1015,1173,1173,1015,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,3154,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,3154,2981,2981,3154,3154,2981,2981,2981,2981,2981,2981,2981,3496,3154,2981,2981,2981,2981
88,2719,5621,6010,2361,598,3168,46,1529,694,948,1722,2167,1173,2981,2167,2167,1895,2167,2167,2167,2167,1071,1071,400,1895,2167,2167,2167,2167,2167,1895,1173,1895,2167,2167,172,161,3302,1895,2167,2167,1895,1173,1173,1173,2167,2167,1173,1895,2167,1009
89,5847,740,798,107,150,1168,2284,2284,1293,1015,2981,2981,2981,2981,2981,2981,2981,67,2981,2981,67,67,67,2981,67,67,67,67,67,2981,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2981,67,67,67,67,67
90,19,2500,1462,2500,948,2131,1679,3363,3075,1406,1411,542,3345,965,2397,965,1391,2397,1391,1391,1391,1391,1128,1391,1391,1391,1128,1391,1391,1391,1128,893,1339,1391,1391,1128,1391,1339,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1332,1339
91,985,2684,1232,3461,1678,1194,1445,3363,1797,3363,1740,893,3345,3345,2397,2397,2397,67,2397,67,67,2397,2397,3363,2397,1392,67,67,2397,2397,67,865,67,67,320,865,865,2397,2397,2397,1411,2919,865,2397,2397,865,6959,865,2397,893,865
92,1959,3956,1232,488,67,1250,1250,67,542,2397,2063,2397,1774,2050,1792,1792,1792,2361,400,2996,400,457,457,400,400,400,400,1242,457,1242,400,400,1242,400,1792,400,1242,400,457,400,457,457,400,481,400,400,457,457,457,457,457
