ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50
33,692,692,36,449,692,496,449,194,413,792,280,384,486,486,321,321,489,295,489,295,295,408,408,656,295,295,408,408,295,669,489,408,500,408,295,295,408,647,408,295,100,408,635,500,489,408,295,295,321,500,321
34,702,36,525,36,177,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
35,627,806,802,434,321,321,321,540,321,321,36,321,621,657,36,321,36,321,321,321,321,321,321,321,321,647,36,36,36,36,321,36,36,321,36,321,36,321,321,36,321,321,321,321,36,321,36,321,321,321,36
36,224,132,104,111,379,35,35,270,35,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
37,119,18,286,6,119,119,119,119,119,119,119,119,270,119,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
38,689,107,107,403,355,107,322,115,107,353,107,107,107,72,72,72,107,107,6,107,115,107,6,115,115,115,6,107,115,115,115,115,115,115,308,308,115,115,308,270,189,107,153,308,380,308,234,114,394,308,270
39,92,646,184,340,224,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
40,686,60,245,245,245,245,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
41,259,419,8,387,204,740,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
42,677,372,28,384,28,404,31,268,268,268,268,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
43,11,11,24,79,11,404,31,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
44,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,454,65,9,760,735,130,162,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
47,634,34,159,339,339,303,147,147,22,22,121,22,32,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
48,248,190,314,241,179,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
49,490,389,102,381,81,263,263,161,103,161,103,207,207,207,207,207,207,207,161,161,207,161,207,207,161,207,161,207,161,161,161,161,161,161,161,161,207,161,161,161,161,161,161,161,161,161,161,161,161,161,161
50,545,23,161,257,264,385,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
51,23,365,78,78,218,283,23,103,161,161,103,103,207,207,161,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
52,65,119,161,188,60,269,329,161,161,161,207,103,207,207,207,103,103,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
53,423,609,281,281,281,396,225,60,60,161,280,103,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
54,593,622,77,315,338,386,84,16,394,16,16,16,394,16,16,16,16,16,16,16,394,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
55,678,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,734,16,16,16,114,16,16,734,16,734,734,734,16,734,734,16,734,16,114,16,16,16,16,16,114,16,16,16,734
56,314,551,676,676,234,234,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
57,263,187,366,329,245,35,224,224,367,88,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
58,152,800,245,353,353,145,140,145,145,145,145,145,6,145,145,6,140,145,145,145,145,6,145,145,145,145,367,145,145,145,145,224,316,316,316,367,145,367,145,367,145,145,367,367,145,367,145,12,145,145,367
59,163,619,403,653,308,79,308,24,166,14,71,166,367,84,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
60,709,518,664,443,809,231,177,95,19,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
61,384,405,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
62,95,594,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
63,780,221,403,280,22,58,385,149,58,58,58,58,174,269,174,58,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
64,256,256,256,339,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
65,54,11,339,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,143,669,353,290,161,385,335,385,335,335,335,335,335,66,335,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
67,205,361,393,126,393,326,317,393,317,393,66,66,285,285,285,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
68,643,159,259,175,159,296,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
69,233,351,351,351,37,37,107,393,393,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
70,488,613,259,393,393,222,222,181,181,222,222,181,181,181,181,181,222,222,222,222,222,222,222,222,181,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
71,403,403,159,403,259,403,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
72,337,267,383,60,158,106,290,377,377,377,377,377,367,136,344,337,337,106,27,28,28,27,27,27,28,28,27,28,27,28,27,27,28,27,27,27,27,27,28,28,27,27,27,28,27,27,27,27,28,27,27
73,502,373,504,9,678,678,364,364,364,364,53,53,289,582,493,31,31,493,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
74,602,352,243,224,186,120,389,217,8,240,156,124,156,118,156,156,244,118,244,244,244,244,118,244,118,118,118,64,118,244,27,27,27,27,27,27,118,118,27,118,118,118,118,118,27,118,180,118,244,118,118
75,724,724,256,256,6,111,29,29,372,252,312,194,81,81,8,8,8,8,8,8,8,8,21,21,8,8,8,8,372,21,21,8,8,21,8,8,21,8,8,8,8,8,8,8,8,8,8,21,21,8,21
76,42,465,204,371,31,111,171,171,27,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
77,195,659,659,735,118,118,118,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
78,763,6,276,276,320,276,320,46,38,331,331,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
79,783,401,754,173,173,348,173,38,38,173,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
80,435,435,217,229,17,217,217,217,217,46,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
81,131,362,263,273,273,273,100,273,100,213,100,100,213,213,391,213,213,391,391,213,391,391,213,341,341,341,341,213,341,341,391,213,341,213,213,213,213,100,213,213,213,100,213,213,100,341,213,341,213,213,213
82,494,92,132,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,98,237,193,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,605,571,45,296,333,233,296,296,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
85,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,351,533,44,317,317,317,393,393,317,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
87,196,403,403,159,126,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
88,393,66,44,335,66,72,355,376,66,66,66,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
89,359,656,108,201,168,402,222,259,222,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
90,376,376,376,259,259,168,168,168,168,133,99,99,44,296,296,296,44,99,99,99,99,99,99,99,99,99,99,99,99,99,44,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
91,722,195,403,403,183,355,66,66,99,99,183,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
92,274,274,126,126,126,376,376,376,376,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,18,159,159,159,18,66,159,99,99,66,159,99,66,159,159,159,99,66,66,99,159,196,66,66,196
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,95,329,312,797,675,139,576,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
95,43,800,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,346,273,143,19,273,248,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
97,366,443,95,350,698,177,177,177,273,273,273,273,273,273,273,203,273,273,203,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
98,613,764,364,429,429,321,321,273,273,273,273,273,273,273,273,576,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
99,713,671,715,793,182,182,30,398,179,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398
100,761,773,189,214,416,189,189,189,174,189,189,174,189,189,189,372,762,647,129,786,365,129,129,129,365,214,129,398,398,365,129,129,129,398,398,398,398,129,398,129,647,398,398,129,365,398,398,74,129,129,398
101,647,403,295,48,48,794,794,794,794,794,794,48,48,794,48,48,48,48,48,48,48,48,48,48,48,48,48,48,794,48,48,48,398,398,398,398,48,398,398,398,48,398,398,253,48,48,398,48,398,48,398
102,129,132,45,714,354,45,353,353,367,382,367,337,337,337,337,337,337,367,140,367,140,251,140,140,274,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
103,285,400,88,377,322,388,255,255,255,140,255,255,255,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
104,643,84,142,112,195,195,195,95,195,208,195,195,195,84,202,184,367,372,202,308,140,287,140,202,140,202,140,140,140,140,6,6,140,6,140,140,140,140,140,140,140,6,140,140,140,140,140,140,140,140,6
105,71,71,209,246,246,271,271,271,649,271,77,771,236,424,649,85,209,209,649,176,176,209,176,176,176,176,176,176,176,176,176,176,85,176,176,176,176,85,176,85,85,176,176,85,176,137,176,176,85,176,176
106,193,108,124,402,168,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
107,142,130,63,130,284,284,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
108,164,112,240,240,240,259,380,380,380,380,380,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
109,376,369,369,211,310,376,400,66,66,183,183,66,99,192,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,345,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
110,651,568,692,192,123,380,380,333,515,67,142,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
111,137,379,234,632,137,20,405,20,20,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
112,758,758,60,740,162,351,195,195,20,286,286,286,20,286,286,286,286,286,286,286,286,286,286,20,286,286,286,286,286,286,286,20,286,20,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
113,286,286,205,136,44,291,351,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
114,247,319,26,131,231,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
115,72,0,232,309,231,35,231,91,341,35,238,238,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
116,6,6,26,339,100,100,131,224,208,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
117,491,155,155,111,111,800,292,292,435,435,71,71,71,71,71,71,71,71,365,365,365,365,365,365,292,71,292,365,365,292,292,365,292,292,365,365,365,292,292,292,365,365,365,365,292,292,365,292,365,365,365
118,474,313,402,0,33,33,365,387,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
119,13,99,690,405,405,84,274,274,259,71,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
120,114,45,114,41,21,41,344,323,22,206,188,206,206,206,206,206,206,206,206,206,206,206,130,206,206,130,206,334,206,193,148,206,206,130,206,295,96,197,197,130,206,295,295,48,398,32,130,224,206,130,364
121,231,129,129,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
122,68,68,68,247,212,208,347,347,347,347,208,372,96,372,521,96,779,779,384,779,384,779,505,292,384,384,384,384,384,384,779,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
123,269,184,234,35,35,189,184,341,341,270,341,341,351,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341
124,533,808,312,306,306,182,102,323,323,323,323,232,232,4,20,22,96,297,96,96,20,327,297,327,297,96,96,96,96,297,20,96,20,96,96,96,96,96,338,338,96,96,96,297,47,47,96,96,96,297,96
125,555,605,390,16,351,95,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341
126,86,784,23,53,342,263,257,182,381,179,179,179,182,182,179,179,241,381,182,182,241,182,367,760,182,182,182,182,367,115,23,318,182,318,294,179,318,367,318,318,318,191,241,367,179,318,318,179,218,41,218
127,514,36,256,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
