ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53
10,197,382,207,325,723,390,62,787,66,71,71,325,586,370,612,46,46,537,574,46,129,574,574,574,574,688,688,390,180,498,204,574,204,46,46,574,574,204,204,204,204,574,204,204,204,574,46,204,204,204,69,574,574,204
11,262,22,283,182,136,136,182,136,333,136,335,136,136,179,179,136,182,136,182,136,306,424,136,136,182,136,182,182,182,480,182,424,182,283,182,179,182,323,364,323,361,182,159,159,385,159,21,385,322,21,322,322,21,322
12,87,259,800,625,259,313,259,285,259,259,313,259,259,706,18,80,706,259,259,620,259,706,259,139,620,620,259,139,139,259,632,259,259,259,259,620,259,632,313,139,620,139,139,139,87,620,620,139,620,572,87,259,87,87
13,338,335,87,87,10,221,221,221,221,262,262,231,188,265,221,221,676,107,179,107,87,37,87,179,87,221,87,87,87,87,179,87,87,87,87,87,87,87,196,196,87,196,87,87,196,87,87,87,87,87,412,87,87,87
14,337,337,115,177,657,378,177,378,378,177,177,177,378,378,378,657,177,378,177,177,208,342,208,273,252,252,273,273,273,203,115,273,203,203,115,115,203,203,115,203,273,203,203,115,203,400,203,400,15,400,203,203,203,139
15,250,49,385,139,292,78,78,78,78,78,78,78,714,78,78,78,78,78,78,78,78,117,129,78,78,117,261,261,261,117,261,800,231,263,263,231,231,261,147,263,261,147,462,462,714,207,261,462,261,207,261,261,261,483
16,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
17,10,301,399,346,207,273,49,399,208,399,399,208,384,303,555,273,273,273,273,189,273,691,189,691,399,314,255,675,10,303,314,399,555,675,809,314,328,543,613,10,10,10,10,10,613,10,191,543,191,543,10,543,543,10
18,595,256,178,257,351,178,8,325,713,23,713,713,713,685,325,408,593,750,713,713,713,590,590,593,23,590,590,590,590,748,748,257,748,590,748,748,590,257,257,257,148,148,375,88,590,375,590,148,148,148,375,590,148,148
19,343,714,6,111,532,185,264,100,100,100,23,23,100,79,250,43,100,264,158,132,132,264,132,65,100,23,132,23,132,23,42,100,65,100,79,65,162,237,65,237,24,237,24,79,231,231,6,237,231,231,231,231,237,231
20,401,60,11,213,323,760,346,256,35,687,171,636,100,339,256,687,687,346,23,687,687,687,346,687,174,237,256,263,263,182,174,687,237,174,687,237,257,237,237,237,237,237,687,237,182,237,237,131,237,237,237,231,237,237
21,681,719,185,322,253,368,688,368,368,368,368,253,491,368,368,368,368,368,368,253,368,253,253,253,253,253,253,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
22,778,32,334,612,495,495,211,130,493,618,758,758,694,211,758,758,694,5,70,5,618,495,224,618,224,224,224,618,224,618,618,618,618,618,618,618,618,618,618,495,618,618,784,618,618,618,618,618,784,784,495,618,784,784
23,104,504,558,368,637,368,598,661,368,368,368,661,791,368,426,754,791,368,368,497,791,368,368,368,240,686,204,368,368,368,368,368,368,368,368,568,368,368,368,368,368,368,368,368,368,368,74,368,368,368,368,368,368,368
24,186,139,117,3,78,10,334,196,65,333,318,318,360,65,335,318,65,190,65,65,65,175,65,65,65,65,65,318,237,318,237,190,190,318,175,175,400,334,242,175,175,636,175,256,175,242,6,318,80,80,80,242,334,242
25,91,594,255,223,281,129,42,91,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
26,394,205,206,66,192,284,284,125,676,76,313,284,143,661,313,313,313,313,313,277,330,661,676,108,313,313,313,313,313,313,313,313,313,313,313,76,313,313,76,313,313,313,80,313,313,80,80,313,76,80,80,80,80,80
27,309,550,243,102,364,430,23,737,206,224,162,737,737,371,737,70,486,580,486,70,162,677,677,486,364,631,677,677,70,737,70,70,70,70,70,70,136,136,70,70,70,70,23,371,404,70,23,162,162,23,23,23,162,23
28,583,83,194,119,490,323,119,533,119,119,286,31,119,533,391,286,286,286,323,323,323,286,323,323,323,286,286,323,290,290,290,290,290,290,290,290,290,290,290,290,290,290,119,290,84,290,391,391,84,84,391,84,391,119
29,727,758,53,78,341,323,472,510,329,381,366,366,306,409,366,366,366,295,366,366,295,366,323,366,323,366,366,306,295,182,366,366,366,182,182,182,218,182,182,182,182,182,218,182,182,182,182,182,182,182,182,182,182,182
30,506,787,557,245,802,245,502,245,245,245,245,711,245,245,245,245,684,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
31,255,104,301,265,265,188,84,613,84,333,800,313,53,517,517,517,202,53,335,335,335,156,335,168,168,156,156,335,335,202,800,202,800,202,800,202,202,10,388,36,36,202,419,10,36,800,419,36,354,36,10,10,303,36
32,98,800,171,47,35,245,425,171,245,245,245,245,245,245,425,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
33,49,141,545,754,503,503,513,449,121,388,513,71,449,449,449,388,449,754,513,513,513,273,754,754,449,247,449,449,435,449,449,449,513,449,449,449,513,449,71,449,513,513,449,160,568,568,85,160,293,513,513,293,142,142
34,353,722,579,584,321,321,575,575,525,575,575,575,390,390,811,702,584,390,575,19,390,390,390,575,619,584,575,584,575,575,100,584,584,100,584,100,584,584,100,584,584,390,390,584,390,390,362,584,390,321,36,390,390,390
35,12,569,631,647,728,800,508,677,596,508,647,540,797,677,647,677,420,752,677,508,677,508,677,166,364,677,508,166,166,508,677,647,647,647,698,647,569,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,597,647
36,448,237,119,248,283,389,281,392,392,239,239,80,392,239,239,239,239,392,80,239,239,80,80,80,239,239,239,239,239,239,231,239,239,239,239,239,239,281,239,47,281,391,239,392,42,270,363,392,363,392,270,270,392,392
37,127,13,421,206,393,183,126,119,183,390,119,318,206,183,70,119,70,119,119,377,119,119,459,283,763,757,70,417,417,206,417,119,119,119,379,381,381,119,417,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
38,417,694,317,345,379,13,259,379,163,370,107,163,676,558,333,379,353,353,676,379,379,345,379,676,345,676,44,44,44,313,676,519,417,519,676,379,44,44,379,424,379,424,619,424,424,107,424,107,107,619,619,619,619,44
39,619,360,0,196,389,88,454,749,98,340,98,106,220,440,340,340,220,454,432,414,106,623,184,179,184,387,387,340,224,340,340,340,340,340,387,387,387,387,387,387,340,340,340,387,387,387,166,387,166,166,166,166,387,387
40,664,468,121,512,520,224,131,224,224,131,224,184,224,224,538,224,224,224,224,224,224,131,224,224,131,131,187,187,187,131,187,131,187,131,187,187,187,187,187,187,187,187,187,166,166,187,166,166,83,166,166,83,166,166
41,144,55,320,370,166,344,344,778,778,344,344,344,545,571,344,344,344,344,344,344,652,387,632,632,344,344,344,344,344,344,344,344,344,344,807,344,807,344,807,807,344,807,632,344,807,344,344,632,344,344,344,344,344,344
42,741,223,164,549,581,121,577,340,295,340,712,647,224,577,577,295,384,121,323,712,323,32,602,238,32,32,140,323,295,198,32,295,32,32,32,32,32,32,32,32,32,32,32,32,198,32,32,32,32,32,32,83,198,83
43,283,325,131,111,347,224,404,166,360,360,404,237,166,174,404,404,224,404,404,404,404,404,224,404,404,404,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,28,19,28,28,28,19,28,28
44,137,379,28,326,272,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,378,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,570,632,166,70,403,179,240,240,240,379,240,168,70,70,240,240,240,70,179,179,102,133,587,133,133,323,133,240,179,323,240,240,240,133,240,102,179,133,70,70,240,70,323,133,323,70,102,323,323,70,323,323,323,323
47,476,328,144,463,91,20,263,190,339,190,375,34,245,78,78,190,346,269,303,190,375,339,375,375,339,375,375,375,375,729,375,375,375,375,375,166,729,375,375,375,148,257,148,148,148,148,148,148,148,140,148,148,140,91
48,257,241,314,248,99,328,14,314,335,99,14,14,248,99,14,14,14,328,14,66,328,99,99,22,14,22,22,22,22,22,221,168,58,221,161,161,161,161,161,161,161,402,161,161,161,161,161,402,402,161,402,161,402,161
49,482,361,102,255,391,260,651,260,739,651,651,260,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,49,651,49,651,49,49,294,294,161,161,255,49,103,103,103,103
50,238,162,102,140,678,161,140,21,161,161,21,21,257,119,21,257,21,21,21,161,678,429,21,61,61,202,21,21,21,21,21,21,21,257,21,21,21,21,21,257,257,61,257,257,257,257,257,257,257,257,257,257,257,257
51,171,489,196,319,319,308,308,308,328,243,308,308,308,243,243,361,26,256,308,695,543,23,307,303,303,303,251,243,243,23,243,475,475,248,243,475,475,475,475,243,243,243,243,243,243,243,207,243,243,243,243,243,243,160
52,335,313,581,335,257,257,241,241,257,241,318,257,517,517,375,517,517,517,361,241,517,241,517,517,184,375,625,375,375,241,790,241,241,790,318,790,318,241,241,241,361,225,225,225,225,225,241,241,241,318,318,207,207,207
53,423,213,281,281,346,392,27,287,21,287,281,111,517,287,281,241,6,260,312,281,281,281,481,281,78,281,281,281,281,281,281,339,281,287,281,281,281,285,281,280,280,103,280,281,281,41,280,281,231,240,161,103,103,161
54,490,311,343,338,167,193,678,418,338,402,196,652,313,652,314,771,16,55,553,77,77,16,16,219,771,314,77,553,314,490,678,338,314,314,678,338,678,678,678,678,234,234,678,9,678,678,678,678,234,314,338,234,234,234
55,71,320,734,734,353,734,88,734,734,88,114,734,433,734,88,114,734,114,734,114,114,734,114,734,114,114,114,114,114,114,114,735,114,734,16,114,114,735,114,114,735,114,114,735,735,114,114,114,114,114,114,735,114,735
56,636,195,694,133,211,163,227,301,123,558,689,202,527,713,55,689,676,227,16,676,676,676,527,345,676,713,676,676,524,689,676,676,524,689,689,689,689,689,524,68,343,343,689,68,689,689,343,689,689,689,343,343,689,343
57,517,610,287,329,377,329,329,303,416,303,148,189,303,148,255,303,416,416,416,416,416,416,416,326,416,416,416,416,416,416,326,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,189,189
58,205,3,729,208,143,123,108,313,108,288,194,208,313,115,308,115,198,108,308,308,198,198,308,308,308,108,308,108,308,108,108,108,45,45,108,108,108,228,108,108,228,228,108,108,228,228,228,228,228,108,108,228,228,228
59,411,606,159,86,403,175,656,656,656,799,336,403,308,308,308,308,656,159,308,656,656,308,760,656,656,656,656,656,262,656,656,656,262,262,656,262,107,107,262,107,107,656,107,107,262,107,656,107,107,107,107,262,107,107
60,95,264,567,698,177,342,231,443,539,699,36,567,769,654,626,231,620,620,36,667,231,667,231,620,273,231,757,620,231,231,231,19,601,362,362,362,362,362,362,491,258,491,491,258,36,258,434,543,543,434,434,434,434,258
61,520,712,95,250,95,250,774,239,95,150,95,95,362,362,362,362,362,362,362,362,95,95,95,95,95,95,239,95,95,95,95,95,95,95,95,95,95,95,250,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
62,358,381,714,510,491,687,752,321,634,362,362,805,95,95,95,95,95,95,95,95,95,95,95,362,95,95,95,95,95,362,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
63,335,301,20,70,167,335,335,335,143,179,335,477,335,335,335,335,335,335,335,179,335,335,179,335,335,179,335,179,269,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,179,335,179,335,335,335,335,335,179
64,637,87,79,23,270,174,190,364,400,190,23,404,220,174,23,256,366,23,269,404,404,366,220,404,12,269,220,220,174,187,187,174,269,281,346,366,270,174,220,174,220,239,174,174,174,174,174,174,174,174,174,174,174,174
65,187,149,174,334,174,174,174,174,174,174,174,269,174,190,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,802,73,14,256,323,102,385,800,385,385,102,102,71,104,179,179,581,581,179,179,179,179,165,102,763,71,179,179,71,179,179,179,179,179,71,71,71,71,71,763,71,763,71,71,71,71,71,214,179,71,71,71,71,71
67,689,74,380,80,263,99,204,790,282,330,282,523,129,282,269,88,282,88,282,396,282,129,282,282,140,445,282,140,140,140,140,78,506,129,67,140,23,282,23,282,23,23,539,539,23,282,539,23,539,539,506,539,236,506
68,267,476,107,269,259,278,84,99,99,734,521,87,734,734,734,521,734,296,734,317,734,734,18,734,734,734,734,734,734,734,734,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,80,80,80,277,277,277,80
69,456,301,87,143,66,476,284,734,84,84,84,168,161,126,313,399,84,84,84,84,107,107,145,107,84,84,145,107,145,145,145,145,145,145,145,145,145,145,145,145,141,141,141,141,145,141,141,222,141,141,141,141,141,141
70,211,181,107,356,13,248,382,181,51,181,82,127,181,145,181,181,181,181,181,82,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
71,264,618,186,293,742,159,742,293,742,742,742,293,159,159,159,159,159,159,742,742,222,259,259,222,222,259,222,222,222,222,222,259,222,222,222,259,259,222,222,222,376,222,222,222,259,222,222,376,222,222,222,376,222,222
72,718,206,174,147,260,366,136,108,268,140,140,136,140,268,136,136,136,334,136,136,136,136,136,136,136,136,136,136,136,269,269,136,31,31,269,132,31,31,31,31,31,31,31,136,31,31,371,250,250,31,71,6,71,371
73,185,640,424,491,253,807,648,366,185,185,807,366,366,135,807,204,204,648,648,504,204,204,204,807,204,483,204,204,204,807,779,807,807,807,807,807,807,431,807,807,807,431,184,807,184,431,184,431,431,431,184,184,184,184
74,37,121,383,62,62,326,326,326,250,326,244,326,250,250,244,326,244,244,244,250,244,34,34,34,250,250,244,34,250,244,244,244,244,244,244,244,334,244,244,673,244,244,244,244,244,244,244,244,244,244,244,244,244,244
75,345,79,366,280,208,219,208,404,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,21,371,281,281,371,371,371,371,281,371,281,371,371,281
76,585,374,132,220,282,332,0,502,158,11,11,64,132,337,337,337,11,8,171,158,158,158,158,158,282,158,158,158,158,158,158,158,158,158,158,106,158,171,171,171,171,171,171,11,171,171,171,171,171,11,171,171,171,171
77,171,9,185,249,118,457,457,457,14,457,457,335,259,353,704,389,389,249,132,118,132,132,132,84,771,771,71,494,71,494,771,771,494,771,494,84,771,71,71,771,71,118,71,71,389,71,71,71,71,71,771,771,71,771
78,282,174,276,298,276,88,38,155,62,155,38,38,155,204,155,204,155,204,204,155,204,204,749,155,155,155,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,180
79,106,450,402,111,64,204,38,180,64,64,204,64,180,155,155,180,154,154,85,154,153,153,85,153,111,43,154,154,154,154,154,154,154,153,154,343,153,191,154,191,191,191,204,191,343,343,153,153,204,153,153,153,204,153
80,246,17,33,176,332,17,284,135,135,17,17,340,332,118,17,506,17,118,17,317,317,317,144,144,135,144,317,317,435,135,155,155,317,155,135,155,155,155,155,135,135,155,155,135,155,155,135,135,135,155,135,155,135,135
81,705,346,346,346,346,281,346,346,366,346,95,23,143,15,446,446,281,281,95,281,95,231,23,281,95,23,23,446,297,366,144,100,446,100,446,35,446,309,446,100,309,309,295,100,309,100,100,100,100,309,100,30,100,362
82,98,340,104,237,35,224,131,458,295,35,98,190,220,98,98,224,224,224,224,334,224,224,131,98,224,98,334,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,773,162,121,98,237,791,98,413,791,98,98,695,98,98,98,237,98,98,98,237,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,531,404,385,175,314,88,207,400,400,400,400,682,251,251,251,367,251,251,179,481,179,179,179,179,179,179,179,179,179,179,179,179,179,179,380,380,380,380,380,380,380,380,380,380,107,380,380,107,107,107,107,107,107,107
85,44,393,393,393,393,393,393,393,393,393,393,393,99,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,145,181,41,41,66,181,293,318,317,181,329,293,318,318,318,318,318,301,327,380,327,329,318,318,318,318,317,318,317,317,41,41,317,317,317,317,317,293,293,293,293,293,293,317,293,293,317,293,293,293,293,293,293,293
87,403,694,380,159,376,376,259,376,376,259,376,308,403,376,376,376,376,376,259,376,376,376,107,376,376,376,126,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
88,133,127,645,40,377,395,395,702,434,36,143,351,61,434,395,222,448,356,377,296,356,116,351,296,717,222,351,61,351,61,676,676,72,351,351,351,351,351,351,351,612,356,612,612,612,612,612,612,612,612,368,368,368,194
89,555,1,25,718,142,735,408,779,253,253,599,83,684,684,253,199,253,408,259,750,199,401,441,199,199,684,199,684,750,750,684,750,199,451,451,451,451,451,451,451,451,451,451,122,451,451,451,288,451,451,451,750,451,373
90,78,288,288,293,99,403,376,168,317,403,403,72,376,168,376,168,133,168,376,293,376,168,370,376,376,376,168,168,168,376,168,168,376,376,376,168,168,376,376,168,376,168,376,376,168,168,168,168,376,168,376,168,168,345
91,560,293,13,66,293,317,278,183,278,317,317,459,107,317,317,317,317,278,278,317,317,66,278,66,66,317,317,66,66,66,66,66,66,66,66,66,548,66,66,335,333,333,333,301,66,99,333,333,333,333,393,333,333,335
92,317,338,317,305,317,403,259,690,107,376,690,317,376,107,376,107,690,107,690,317,376,317,126,317,376,690,181,317,317,317,107,376,376,376,376,376,376,376,376,376,376,376,376,397,376,317,690,317,317,181,376,690,293,293
93,86,86,86,321,86,5,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,371,619,645,522,691,722,312,312,312,512,512,512,699,512,547,512,463,512,512,463,567,567,512,512,802,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463
95,669,213,203,396,528,295,362,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,111,213,342,390,177,19,95,624,19,19,248,707,390,203,203,19,446,19,203,19,342,86,390,390,569,667,86,569,273,86,342,569,86,569,177,569,569,177,569,177,569,177,177,177,342,177,177,177,177,177,177,177,177,19
97,154,102,177,77,218,385,356,145,462,313,557,557,356,356,517,356,356,356,145,115,356,356,177,356,342,342,356,177,342,342,356,177,194,273,342,342,806,273,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342
98,792,631,594,390,572,211,390,674,572,550,660,769,40,572,273,572,572,133,139,211,548,572,674,211,273,211,660,660,342,572,342,342,273,273,273,273,273,273,177,177,133,273,273,177,273,273,231,273,273,36,273,273,273,273
99,776,776,665,518,478,715,518,518,557,557,549,423,556,518,474,423,423,524,508,423,423,524,518,518,524,48,518,423,595,595,595,48,595,595,595,48,648,595,595,595,595,48,595,48,595,595,595,549,595,48,595,595,595,595
100,56,185,652,320,412,320,8,597,320,582,320,320,320,320,320,320,320,320,140,205,235,732,235,697,582,235,422,732,422,235,422,422,174,174,422,422,174,174,174,174,174,174,174,174,174,174,174,174,174,766,766,416,174,704
101,794,248,794,794,751,191,794,794,794,398,794,278,800,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794
102,678,274,356,181,768,145,143,13,143,145,651,356,356,145,143,145,278,278,143,143,181,143,145,145,143,145,145,143,145,145,181,339,145,377,143,145,278,278,143,181,143,143,278,278,143,278,313,143,657,657,657,278,143,657
103,786,358,285,255,245,787,328,787,327,213,699,245,327,245,327,327,111,245,111,647,647,729,245,245,245,365,318,729,729,327,310,88,729,88,88,318,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
104,583,356,143,134,778,112,447,592,447,192,447,381,466,805,381,381,142,805,123,447,192,447,447,195,192,381,192,192,195,192,195,195,614,195,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614
105,435,124,271,17,9,305,9,28,424,151,469,624,176,249,386,69,249,249,365,386,9,365,249,9,9,249,9,9,9,351,172,9,69,69,160,160,69,69,69,69,69,69,69,69,69,69,266,69,83,266,167,266,408,266
106,17,299,365,38,376,201,553,201,275,766,275,678,723,180,4,484,771,365,365,9,156,275,110,275,153,110,723,176,506,368,506,506,506,506,506,506,335,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,570,506
107,565,217,374,734,369,374,50,233,176,223,223,176,176,323,223,176,74,126,126,284,284,223,176,233,176,176,233,223,223,233,223,223,233,223,223,126,126,233,233,284,63,233,233,63,233,63,155,63,284,284,63,63,284,63
108,519,623,17,126,752,305,376,221,293,186,126,403,740,221,376,330,330,173,380,173,740,380,173,110,380,126,173,380,380,126,126,380,293,380,380,293,206,380,126,126,126,293,126,206,380,380,293,293,173,393,293,750,293,293
109,369,259,608,415,807,807,807,807,396,396,142,807,807,807,295,807,396,807,396,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,765,765,333,403,182,333,403,727,333,333,182,727,182,333,727
110,322,637,458,210,126,578,692,628,310,285,285,121,651,776,762,578,748,758,578,578,578,578,578,692,57,513,578,578,578,578,578,578,794,578,578,635,578,578,578,578,345,578,578,345,578,578,578,578,578,578,345,578,578,578
111,570,306,570,659,285,393,323,355,355,88,355,355,355,137,355,355,355,355,355,137,730,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,137,137,355,355,355,137,137,137,355,137,137,137,137,745,137,137
112,513,323,205,89,351,179,158,323,179,179,648,200,382,191,713,323,323,72,200,347,200,72,200,200,72,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,195,200,200,195,424,340,314,60,195,195,179,195,340
113,322,129,392,323,417,179,351,351,20,351,351,250,250,179,351,241,179,351,351,351,351,351,351,351,351,351,351,323,353,102,353,351,353,353,353,353,351,351,351,286,44,286,286,286,286,44,286,286,44,286,286,286,286,286
114,190,269,312,147,362,339,723,53,381,347,385,348,409,35,334,541,346,263,93,263,379,263,295,463,463,263,723,707,381,707,295,381,381,381,381,707,381,707,707,707,381,707,381,381,381,381,84,131,381,707,131,131,131,131
115,224,383,306,361,306,361,361,361,361,156,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,391,361,391,361,231,391,361,287,231,231,391,231,184,231,231,231,231,231,231
116,491,334,220,220,381,224,531,213,552,327,148,371,371,250,571,720,552,347,34,220,754,220,220,220,754,754,220,327,220,220,220,220,220,220,327,327,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,327
117,754,467,773,292,347,503,577,511,368,78,347,78,463,435,368,435,435,671,435,413,435,347,435,78,435,347,435,435,435,435,218,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,308,435,308
118,440,348,176,77,371,271,25,69,292,69,0,401,401,246,246,33,771,187,33,33,33,33,392,33,33,33,33,33,33,33,175,274,33,12,392,12,12,12,33,12,12,12,392,12,37,37,12,12,12,37,37,84,37,37
119,32,358,73,335,53,351,142,560,148,116,116,316,713,560,148,148,560,148,768,560,560,116,560,116,89,116,560,365,365,116,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
120,351,317,175,107,353,194,66,217,524,194,194,191,194,379,194,194,72,194,194,195,194,194,194,194,194,194,649,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
