ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28
41,985,3973,5695,2586,1511,2702,3451,2810,5369,6295,507,2902,3522,1994,3108,3334,1171,1711,2675,344,1369,3434,2069,1261,6996,6996,6996,1994,6996
42,985,3973,1049,853,6122,4400,4789,6028,4699,5674,144,2237,3151,2177,1381,1381,3178,868,2200,720,1396,807,2807,1270,6780,2807,535,2386,553
43,985,3973,1301,2586,3179,2111,2234,1217,2314,3140,1216,3417,444,444,1652,2310,3263,665,807,1652,1652,807,384,1914,1097,3038,165,535,877
44,985,1350,5603,3915,2781,2602,2561,4185,2229,631,3008,1388,444,3424,868,485,1959,1152,650,430,3087,637,2885,2226,2180,1775,1775,1855,1775
45,985,3973,5603,3915,158,4400,1027,2810,671,338,1681,2970,1196,337,3366,705,2041,2015,566,908,16,2570,2570,693,244,244,940,1935,244
46,985,3973,5603,2586,1511,2925,5182,2810,2229,2366,3467,1336,2918,1188,1336,246,1101,3525,2621,1603,1782,1498,1908,1862,81,1891,1776,3222,1361
47,985,3973,1301,2586,1511,2702,2561,2810,2229,3089,552,1336,1712,938,61,1788,2918,6,3080,451,2463,61,2398,1807,938,285,2463,1807,426
48,985,3973,4254,853,1511,6868,3451,2810,2229,3089,1533,2857,1751,1466,3016,1511,2364,1453,3407,1064,1406,1453,1995,1453,46,1995,1995,2970,1995
49,985,3973,5744,2516,5418,3087,3451,5000,2970,1833,2793,2970,1085,905,3022,579,2514,985,2805,2110,2516,2857,1090,2008,2109,2110,2109,2005,2110
50,985,3973,5695,2586,1843,2111,2561,2912,3423,1833,5370,1471,2549,1459,4287,2249,3214,3243,900,19,359,3211,48,3494,604,2110,3494,2041,1694
51,985,3973,1301,3915,1287,4400,3451,3480,4916,2534,2142,2970,2142,2862,2543,2211,2211,2298,2294,1163,3072,2311,1499,2298,3304,824,2964,3093,3304
52,985,3973,1933,2586,158,20,5737,557,2127,1631,552,3050,2879,547,3016,246,213,6,1856,378,2899,378,1453,2364,560,1478,843,3403,286
53,985,3973,5603,3915,158,4400,3451,6140,1239,2534,6286,2882,3369,1272,3400,2804,911,911,3067,1233,1697,2398,2398,3472,2398,4043,2035,4043,2398
54,985,3973,1301,2586,6122,20,2937,557,2121,3085,317,3093,1604,2952,2182,5954,2952,2581,3257,1514,36,2890,896,1812,2127,36,4704,1812,4704
55,985,1350,5603,3915,1511,2702,4792,1280,2229,1111,317,3050,1608,2781,110,4688,1101,2874,640,3003,2455,2467,504,2057,2113,4704,2113,2467,4704
56,985,3973,1049,6743,1511,2925,2590,2810,5375,1376,5375,2913,739,178,1952,4414,2984,581,1608,1370,2444,6063,2611,621,6469,3286,4055,1812,1598
57,985,3973,4254,3711,5919,4340,4770,3508,2229,618,3380,1798,2549,2642,3087,3096,2509,2917,1498,2073,1214,2423,1124,2480,173,11,11,282,533
58,985,3973,5603,2586,1511,2702,5737,1280,408,3089,640,3050,1712,2997,2769,3435,1058,49,1012,472,2546,2187,2294,2294,2294,1025,741,1008,1527
59,985,3973,1301,2586,1511,1326,4499,2810,4152,618,1533,2057,2954,6814,3600,1940,1374,5949,3460,1697,1223,2229,2506,344,3974,1878,890,333,2229
60,985,3973,1301,2586,6481,4400,6009,6028,3825,2515,4366,3050,5446,1188,5654,3373,5570,6515,1772,2980,3201,4390,324,324,6903,2313,578,1412,6903
61,985,4502,1049,6743,6481,4400,3451,406,3475,6851,778,1286,2075,1044,1599,3301,3301,2530,3049,170,86,86,2803,2237,2428,442,3379,588,3142
62,985,3973,5603,2586,1511,2702,3451,679,5781,1833,4241,961,3376,6887,5621,3157,2289,49,325,1519,411,1452,1875,3292,2428,3053,2428,1701,3053
63,985,3973,1049,6743,6481,6041,3451,2040,4916,3089,705,2857,1751,2653,61,3403,2673,2793,2805,565,2805,2570,1518,1518,1518,1518,1518,2353,2985
64,985,3973,1301,2586,6481,4400,2338,3480,671,3140,1681,1970,439,3256,1674,3493,1892,3493,3420,720,3256,1927,3493,2597,87,1112,1112,2934,1112
65,985,3973,5695,2586,3179,2111,2234,2544,4676,3140,239,3417,444,444,1674,2523,106,2414,469,343,2310,2569,2569,1354,1423,1602,165,1423,2934
66,985,1350,1933,5410,5113,2952,2139,95,6323,3994,2786,3093,2097,3026,1001,232,968,901,1838,2648,691,881,3347,723,1838,2543,2661,1838,2661
67,985,4502,1049,6743,6481,4400,2139,253,408,2757,4118,3050,1830,2009,750,2270,2927,1804,2927,6776,2270,1171,161,2871,2525,5156,2097,2097,2097
68,985,1350,1025,3915,158,2925,3496,2810,3323,4099,947,3093,3345,865,32,4414,659,46,854,1963,689,46,3289,714,1740,1740,4268,714,556
69,985,3973,1049,6743,385,4400,3451,1298,4916,746,1590,3093,1065,958,2769,1335,598,2846,592,1077,2127,32,1335,1098,481,1098,2140,481,1098
70,985,3973,1049,5410,1511,2925,3451,2810,3619,947,947,3410,2055,1740,32,1067,1547,2712,1242,2778,2981,1763,2981,1804,1804,2063,1861,1804,1520
71,985,3973,1301,2586,1511,553,3451,2810,2229,5162,4043,32,739,129,32,1794,1462,46,2981,6271,5992,1763,1861,3363,3363,2035,1861,1525,416
72,985,3973,1301,2586,5006,716,5737,95,1938,1833,1917,2918,2549,891,395,558,1699,95,2201,1147,1060,1147,2737,395,99,2999,113,99,3416
73,985,3973,1933,2870,6122,563,5737,557,4259,5644,4118,1308,6300,3893,4292,2471,2076,3333,3210,1102,2270,3094,3094,3094,3107,2351,3278,2838,489
74,985,3973,1049,853,6122,4400,2139,2040,408,3140,2311,3050,1830,2544,1052,912,3,3289,1682,1682,1682,912,3289,820,717,1725,3289,3289,2622
75,985,3973,5603,3915,158,4400,2338,2040,2456,467,1216,3050,2828,1188,1809,1622,106,2880,977,1,2404,2302,2880,2214,2302,1,2163,1,2302
76,985,3973,5603,3915,3179,4400,2338,1685,2396,1376,778,2062,3151,2177,3366,1622,2358,3500,3080,894,3307,1405,692,692,692,692,692,1207,692
77,985,3973,5603,2586,274,2602,5737,1280,2229,2308,2308,295,1712,1337,3108,1575,600,1369,690,1157,2933,690,3188,30,82,30,30,82,30
78,985,4502,1049,5410,158,4400,3451,475,408,338,2290,3050,380,1996,3,300,740,3140,1770,2130,255,1990,939,716,2328,668,2328,2328,3104
79,985,3973,1049,5410,158,4400,3451,475,408,2757,5291,2184,439,131,2769,685,3021,2328,3117,1407,3506,2637,1407,1038,938,1550,6485,6485,1407
80,985,3973,4254,6773,5006,4881,6715,1280,878,582,2290,440,2066,1574,3169,3039,2785,1869,1770,1741,1741,6920,3039,715,475,2520,475,1948,475
81,985,3973,1301,3915,3179,2111,6258,56,2120,1526,2198,1471,444,1526,2468,1710,2608,1471,1710,2111,1710,1201,1201,1471,1201,2695,1471,1471,1471
82,985,3973,1301,2586,1843,716,6262,1685,2456,631,752,1579,1579,1843,631,585,1843,840,840,631,631,2028,585,2028,1579,1579,1252,1579,1579
83,985,3973,1301,2586,5006,2037,5909,3508,631,631,2132,2237,2075,2571,1000,2237,1000,1252,2132,2132,631,1000,585,395,585,1579,2887,1579,1579
84,985,3973,5603,2586,5006,2925,5737,1280,2229,3089,3380,2196,3345,1137,1525,361,1986,3358,2708,603,3290,1363,1986,17,145,145,17,17,2568
85,985,1132,1049,6743,385,6041,3451,2040,878,1376,320,1678,4981,1740,303,1607,1850,7053,1607,156,2919,2666,2050,2735,1343,3265,659,481,2735
86,985,1132,1049,6743,158,1905,3451,2040,408,1376,5375,3093,3345,958,303,1800,303,2519,379,2890,2890,2890,379,2774,689,965,659,689,356
87,985,3973,5744,2586,1511,3087,488,2810,4152,5288,2582,465,2954,1015,884,1015,1168,1173,1173,3154,2167,67,2167,1804,145,2981,2981,2981,416
88,985,1132,1049,6743,385,4400,3451,2040,4916,1003,161,1644,2507,938,711,246,177,1173,2262,3068,3410,1173,2292,2475,2167,2664,1173,1173,311
89,985,3973,5744,1252,5418,3087,4024,5214,1093,582,4118,3050,1881,557,809,3039,598,95,2371,3411,298,2663,1573,392,1573,2333,416,416,416
90,985,3973,5603,3915,158,2039,3451,2810,878,1376,1332,3093,2066,178,1601,1071,34,34,854,156,1375,1414,3290,34,34,3161,1455,1343,1520
91,985,1350,1025,5410,158,4400,3451,2810,2127,1590,1590,3093,964,865,1797,1391,659,5141,147,5141,2635,2826,2826,2826,3363,263,3168,2635,2913
92,985,3973,5603,3915,158,2925,3451,2810,627,1590,948,1678,739,948,1797,1067,1547,1425,5346,232,379,645,1586,232,542,232,232,1242,2097
93,985,3973,1049,2586,1511,2925,3451,1298,5781,1003,6286,961,5517,636,2040,1180,1180,221,2577,1004,1226,3713,1749,5216,1231,3582,1231,2661,1180
94,985,3973,2811,2586,5418,4802,5895,6028,4046,6851,4370,5576,6293,5249,5468,6137,6137,4233,3519,3567,3567,5902,1744,5917,4129,2695,5222,1532,12
95,985,3973,5603,2586,1511,4400,3451,253,1747,2534,6441,1471,3369,1272,3338,2804,1699,2734,1883,1077,1883,961,2265,1883,1732,1318,1039,1039,3102
96,985,3973,1301,3915,158,4400,3451,6140,5781,6851,6967,3527,4473,4473,3527,590,3053,3527,2948,3053,1039,128,1039,5917,1311,2908,2908,2277,590
97,985,3973,1301,2586,6122,1707,3451,679,4152,1376,778,3050,4981,5189,128,1381,6249,3184,945,883,3572,4638,94,3527,6534,2006,1367,6534,6534
98,985,3973,5603,3915,1511,2702,3451,2810,6555,1376,5398,961,1658,4473,2792,590,6140,2771,1883,775,2771,2277,1239,346,1483,1239,2277,2277,2277
99,985,3973,5603,5410,1287,4400,3451,4968,4757,2515,1527,4908,3846,817,817,4921,1781,1781,2386,2418,3719,1781,2418,1781,1781,2386,874,2386,235
100,985,4767,5695,2586,1843,6144,4024,2912,5781,5152,3652,3050,3900,4518,3366,4825,1101,5799,5700,3517,3426,3366,1751,1844,891,3366,6491,6491,2686
101,6166,1132,1049,1905,1351,1905,2139,5291,408,1003,5291,636,3456,636,299,636,3896,4177,3125,1227,3061,1927,1903,3061,3061,2724,1348,3061,1905
102,985,3973,1049,5410,158,2039,3451,2810,408,1174,2014,3093,2221,958,1952,1381,3339,642,3108,3303,2127,1518,3303,3303,3108,941,1615,3108,3303
103,985,3973,4254,2516,6122,6771,5909,6028,3475,2515,2132,1970,436,1435,3062,93,61,2266,2164,378,2202,648,363,363,363,363,363,363,363
104,985,3973,5744,1252,5006,1820,5737,95,4732,1576,4118,3050,4331,6920,925,6298,3593,5636,841,1102,2677,170,3515,2632,4394,4175,3515,318,2518
105,985,3973,5744,3691,5006,4376,5737,1280,1131,438,602,3050,2892,963,653,963,2683,3257,3210,3250,1580,1714,80,2465,1981,1981,2628,760,3269
106,985,3973,4254,1252,5006,2037,5182,3508,2229,1775,1369,1010,380,1496,2835,3039,1496,80,1750,485,380,380,2348,316,2660,316,316,3210,1139
107,985,3973,1049,6743,6481,4400,2222,2040,2456,3089,2103,3050,380,958,2769,3039,958,485,2987,316,2270,806,1139,35,1139,1139,2137,1574,4704
108,985,3973,1049,853,1511,2925,3451,1280,2229,947,1533,1707,3345,2715,32,2582,2005,46,2262,1963,1015,3300,2981,3118,6776,618,5749,689,561
109,985,1132,1049,6743,385,1905,4520,2144,4916,1003,5375,3093,2221,1067,4269,2665,3057,876,1565,2645,3706,6834,941,3292,3292,437,3043,4012,6471
110,985,3973,5603,2586,6481,4400,5909,6028,3943,2515,3656,4301,3837,6647,3837,5623,6894,1009,1009,1009,2516,1009,1009,1009,4268,1009,1009,4268,2524
111,4741,1350,1049,3915,1511,2925,3496,2869,2229,2424,2988,2057,810,485,1336,4494,1101,1457,2854,1077,132,1907,1823,1390,1585,3367,354,393,310
112,985,3973,1049,3915,1511,4400,3451,2810,1785,1376,1590,2761,3456,1628,3703,4272,2373,2795,2525,4062,10,13,1590,1804,1174,2373,3168,2373,1174
113,985,3973,1049,6743,6481,4400,4094,2040,2456,1376,1560,3050,1658,131,110,3275,1699,1409,2874,3003,1891,2874,1495,2874,2874,1891,2874,2874,2874
114,985,3973,1301,853,6122,4400,522,56,1938,1116,1216,3468,974,3205,3352,2718,2234,2718,2718,2549,3464,3464,3464,3464,3464,285,3464,3464,36
115,985,3973,5695,2586,3179,716,2561,3480,3484,4242,1917,3181,1830,2156,673,2718,3143,2718,1148,1148,1656,2,2446,1840,2446,3017,1301,2172,1840
116,985,3973,5744,2586,4096,3930,453,4185,1938,6819,3271,1308,2640,652,3383,532,3383,1428,3213,3423,3199,3423,3423,3199,3423,3423,2853,737,3423
117,985,3973,1301,2586,5006,716,5737,475,2396,984,3652,3050,2075,2177,3184,4386,2707,3184,840,2044,4898,1285,399,522,78,1285,267,3992,267
118,985,3973,4254,2516,1511,1707,3451,1280,878,2366,1369,1369,1712,547,3108,243,483,483,3132,72,2982,483,1145,2099,3278,3105,3278,3278,454
119,985,1350,1025,3915,158,3157,3451,2810,2139,2831,2014,3050,3456,2452,3366,2282,3389,581,581,472,1561,3317,2690,581,1539,3461,1669,2484,3262
120,985,3973,1049,5410,1511,2039,3451,2810,6098,1174,947,1581,2972,2754,3265,4272,1101,6708,2754,241,1934,2857,1242,75,6469,1165,1932,3190,313
121,985,3973,5603,2586,6122,4802,2261,4127,4699,944,778,3050,949,2177,1610,2036,3031,3184,1801,700,11,2223,1222,123,5518,5188,5238,2596,3918
122,985,3973,5695,2586,5006,1820,5182,1280,2229,1111,4360,1708,6325,3745,4348,5185,5185,5799,4602,6488,3535,4436,5563,3790,6185,7009,940,940,6265
123,985,3973,5603,2586,1511,2925,2561,2810,2229,1631,1533,4027,2848,344,1336,4534,6029,2848,329,3254,3447,329,3520,3447,3447,1506,2518,38,38
124,985,3973,1049,853,6481,6041,3451,6028,1747,5806,177,1697,1523,370,3451,1381,1444,2424,271,1697,1697,1444,1676,1282,1989,3356,2732,810,1598
125,985,3973,1049,6743,6122,2925,4792,2040,4152,1376,1533,4103,3456,1108,6047,1108,3201,2848,1506,1657,3520,1299,3520,1444,2382,1444,1444,2714,3520
126,985,3973,5603,5410,1287,4400,3451,6140,5630,2804,1681,2970,2853,2843,2804,497,497,833,2756,1434,497,1434,833,1434,296,2998,578,1833,971
127,985,3973,5603,853,6481,4400,2261,4968,4757,1660,2885,1629,350,3273,3002,3028,2885,2022,1575,343,2885,372,2072,372,372,2072,908,372,372
128,985,3973,1049,5410,1511,1326,3451,406,2229,2765,2988,1697,810,3458,226,2211,1178,985,1908,1908,2885,2072,1852,998,1756,1756,665,2928,1527
129,985,4767,5695,6231,6888,432,2561,4185,740,1538,752,3050,3172,2544,2544,877,1760,433,433,1760,1214,877,877,1761,1761,665,1761,3321,2935
130,985,1350,5603,3915,274,2602,3420,2426,740,3089,30,3050,2674,963,2309,963,30,963,30,30,1277,30,30,30,42,30,30,929,30
131,985,3973,5603,2586,274,716,2561,2912,2396,6295,3034,3050,2824,2177,1381,4386,2305,2129,284,2333,3140,3384,402,676,2177,3,3384,795,795
132,985,3973,5603,3915,158,2925,3496,2810,627,2086,2014,926,3345,361,37,2665,709,3193,2996,3154,2262,1800,3154,392,3154,3154,2262,1910,3154
133,985,3973,5744,6231,1511,1707,3451,2178,2049,5189,5398,6690,396,2002,3400,4272,2708,1332,17,17,2167,1332,2090,2524,6469,3400,1391,4218,931
134,985,3973,5603,3915,158,2927,1514,557,2334,5288,5375,1678,4280,3371,644,2144,636,175,1905,1678,656,4774,2539,3131,4763,3643,2140,4914,17
135,985,3973,1973,3915,3179,6144,2561,3435,1543,338,1917,3050,4563,3129,4764,831,6222,1630,4231,1296,6402,13,13,853,2411,2411,2411,6280,6280
136,985,3973,1933,6743,158,4400,1212,6028,671,6070,3346,1970,1427,1188,1427,1906,2456,1182,1729,2369,1667,3109,2456,828,907,1427,828,2456,828
137,985,3973,5603,2586,1511,2702,6715,1280,2229,3089,317,3050,5873,3395,1952,4688,2334,6402,2057,2894,6402,761,2611,2057,761,1738,1738,1738,1738
138,985,3973,5603,2586,274,1820,5737,1280,2396,4242,3476,468,1830,4106,3600,579,5774,5774,5334,3246,1426,517,1359,820,1424,820,3072,3072,733
139,985,1350,1025,3915,158,187,2139,2810,2127,338,317,3050,2705,2997,3404,2937,216,3409,300,2130,849,2983,355,3230,355,2681,2937,1948,828
140,985,3973,5744,1252,6122,3930,5737,6639,740,6786,602,2728,3365,6955,1687,3039,2341,3289,1794,1029,163,822,2387,3300,2240,3289,3289,1136,2159
141,985,3973,1049,5410,1511,2925,3451,3480,4916,3089,1533,2057,2918,370,370,370,2918,370,370,1657,1400,5086,2611,1444,693,1584,93,370,93
142,985,3973,4254,4872,6122,6358,7033,5000,4916,3407,769,3414,2549,2653,1783,120,2871,152,2407,2871,2871,912,598,2110,1442,2110,3203,3203,3203
143,985,3973,1049,5410,1511,4400,3451,1298,2970,1583,1583,3093,1523,1762,3451,278,933,3451,2199,370,1697,2399,3451,2793,2317,2837,1444,1769,3293
144,985,3973,1301,3915,158,1443,3451,2912,5781,2534,640,1483,2398,1474,2804,2804,1563,1563,1004,12,2588,1563,2588,1483,1483,1483,1483,3391,346
145,985,3973,1049,5410,1511,4400,3451,6140,4699,2534,113,169,396,1474,1858,961,961,824,3052,2804,2935,1899,613,1883,2905,824,1883,1883,1883
146,985,3973,5603,3915,158,1443,3451,2810,5781,5288,459,2970,2221,1272,128,961,1311,49,2006,775,2588,2771,1239,1239,1311,1239,2388,2353,1460
147,985,3973,5744,2516,6160,4910,5228,4185,503,1820,940,599,875,2571,292,1381,1666,2386,292,1664,1896,2072,2072,2072,2072,2072,350,737,747
148,985,3973,1049,853,6481,4400,3451,406,3475,3140,2358,1263,2326,2177,1610,949,2358,3070,2358,1186,2358,881,2358,1099,368,2462,2462,1868,1868
149,985,3973,1301,2586,3179,4802,6507,6028,6318,6819,3271,1887,2887,2571,2619,8,2885,391,1073,720,2885,2320,2885,2261,2885,1535,359,2261,874
150,985,3973,5744,3691,5006,4910,4973,5132,6429,4085,4771,3845,5025,2177,64,2241,5769,78,2241,2241,3541,6751,2241,4962,4677,1117,959,700,700
151,985,3973,4254,853,6122,6771,4789,6028,4152,3140,4043,1970,3345,2177,3428,1381,2341,1724,1053,553,553,414,2518,2910,448,2307,3172,830,1223
152,985,3973,1049,5410,1511,2039,3451,475,2229,1376,1533,3050,873,475,2271,300,747,2007,778,1124,170,1115,1115,1369,1115,1115,2043,1115,2043
153,985,3973,1301,2516,6122,2037,5909,6028,271,3140,1681,1970,2511,1726,2782,3367,1617,1935,3221,3367,2649,2466,1681,1681,1681,1681,1681,1681,1681
154,985,3973,5744,2516,6122,2037,2338,1217,2314,3140,1681,926,1830,445,445,686,2341,1416,37,1808,2261,2538,1544,1476,891,466,3856,1681,1681
155,985,4767,5744,6231,5006,4910,4973,4185,6429,4085,3871,599,3172,1374,3087,1356,266,2479,2717,343,1681,1681,1681,1681,1681,1681,1681,1681,1681
156,985,1132,1049,6743,158,1905,3451,2040,408,1003,161,2215,2123,2452,644,4414,656,1352,232,472,2828,2165,3368,2165,2165,2282,2165,2165,2165
157,985,3973,1049,853,6481,4400,3451,2040,4916,3140,1681,323,1830,958,3169,912,2341,1869,3127,850,1327,3169,3138,3169,3169,305,255,255,112
158,985,3973,1049,853,385,4400,4094,2040,4046,3140,2358,537,1712,1927,2626,1087,2341,1869,1956,2328,555,1087,1087,1087,2328,1970,1782,1365,2328
159,985,3973,5603,2586,1511,2111,469,406,2456,3140,1216,3050,2232,2880,2880,617,1014,2880,2947,1014,2947,617,1234,2947,6770,2947,2947,2947,2947
160,985,3973,1049,5410,158,4400,3451,2040,2127,1376,1590,3093,1733,2557,2769,798,1547,3409,1012,3945,1441,3374,1042,3374,1415,659,3374,1365,1441
161,985,4502,1049,6743,6481,4400,2139,475,408,3140,209,3050,2056,958,1809,3458,1118,1064,1809,2358,1927,1927,2358,2935,2088,2358,2358,2935,2358
162,985,3973,4254,2516,6122,1326,3451,3508,2895,3140,2290,291,380,1510,1482,1349,1482,305,3475,3475,1822,743,1822,268,1725,305,3018,3018,3018
163,985,3973,4254,1252,6122,2037,5909,3508,3475,1576,1560,3523,2066,408,3116,912,1101,2292,2259,1023,1327,1529,4223,2557,1327,1970,1327,5090,2557
164,985,3973,5744,6773,5919,6358,5737,6639,523,6786,602,906,2066,3229,2723,3039,2984,2250,2250,3169,2088,500,2785,2487,3354,2494,3203,1600,1600
