ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23
26,2965,6515,2147,3280,1890,92,4743,3253,1890,3253,3253,3253,3253,3253,3253,3253,3253,3253,3253,2603,3253,3253,3253,3253
27,1980,3417,2087,3067,1222,271,1222,1400,271,681,966,681,3249,598,1400,1498,1498,966,1498,966,681,3189,1395,1498
28,1921,1196,1079,3067,2437,2437,1477,2437,2437,2437,2437,2437,3439,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437
29,138,4274,2298,2298,701,2045,1289,1379,3198,1400,13,3198,1380,1380,1380,3249,927,3189,1380,3249,3448,3249,2543,966
30,1820,4532,2926,445,2783,2783,3017,2819,6853,2230,2230,3002,2230,222,2230,5690,1717,2863,4464,1433,1717,3002,3002,3002
31,1156,3417,327,2013,2476,2585,275,5698,5698,3002,2230,3294,5698,3294,1139,1139,3002,1139,868,1852,1139,1139,1139,3002
32,1156,1310,1427,2783,2783,2783,1842,1728,1852,1728,3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,3294
33,5853,2639,4860,3753,4555,1348,1348,4555,1348,22,776,1348,1348,6087,722,6087,1348,6087,4929,6087,1089,2639,2639,6087
34,330,1326,1772,1978,817,2227,2227,1522,1522,1034,1352,318,851,3386,3386,1439,664,664,801,1452,801,664,801,664
35,1537,3842,2639,2424,3478,4202,383,383,636,3478,3478,3198,6313,3608,2805,6313,6719,636,5495,6437,6313,6437,615,4287
36,1157,933,569,1113,933,933,933,933,933,933,933,933,1987,461,1987,461,461,1987,933,1987,933,1987,1987,1987
37,213,6853,2463,2502,340,1139,1139,6603,6603,2840,554,461,554,340,730,1605,730,461,730,340,340,7022,7022,7022
38,2605,1838,291,311,2356,2356,311,1952,669,2274,669,5100,2952,3906,2360,2360,2319,669,2360,2360,3906,3906,1952,3906
39,3039,1575,840,1902,2995,2995,102,121,1501,2914,2914,442,2914,2914,2914,3182,2914,3381,3182,978,2944,4235,2944,978
40,3039,3172,3222,487,487,6154,102,102,102,2446,102,5751,102,2914,102,102,102,102,102,102,102,102,102,102
41,213,3262,2988,393,393,3537,393,1431,1431,1431,1431,1431,1431,1368,336,1431,3110,336,214,336,3381,214,336,336
42,1156,1694,1568,1882,1882,1903,603,1855,2055,6783,1903,2055,6507,5282,1903,410,5460,1973,3368,3368,3368,1855,1097,3368
43,1423,1694,1775,1652,2132,2132,1717,2132,2132,2132,2132,2055,2055,2132,2132,2132,2132,2055,2055,2055,2132,2132,2055,2055
44,1129,242,1906,2891,580,812,333,921,1331,333,83,921,1906,921,921,1096,1914,921,1808,333,2287,5466,1760,333
45,213,1816,3459,1826,984,984,1629,1629,1629,3145,1629,1629,1629,1629,1401,466,2715,1629,3418,1401,1341,1401,1341,1341
46,7040,1466,3222,810,6754,3261,2441,6754,3261,6754,673,2854,2854,6754,2854,2854,2854,2854,0,2380,2854,2854,2854,0
47,213,1466,616,1602,0,2717,2441,2731,2441,3321,2042,3246,2219,3044,3044,3246,59,1546,2219,2219,2219,2219,395,2219
48,2605,2459,1995,1461,1995,1995,1995,159,1572,1995,1995,159,159,159,159,159,159,159,159,159,159,159,159,159
49,213,372,1651,2175,579,2978,71,579,146,146,574,579,579,146,2868,2868,642,2868,956,579,146,372,1307,579
50,1980,2536,1766,2536,63,2536,1616,2536,1616,1616,1616,1443,101,101,1443,1443,2857,1664,1995,101,2857,1935,101,2916
51,604,1747,2008,604,1153,604,604,604,3198,1153,1153,604,1153,1153,1153,3518,604,1153,1153,3407,1153,1153,3407,3407
52,213,1054,2843,604,2843,2843,2843,604,604,1153,2964,604,2843,604,604,3119,604,1153,3198,3407,1153,1153,604,604
53,1499,2772,2008,3119,3119,1153,2537,3407,2311,1153,1153,3403,1153,1153,3407,3403,3403,3403,1153,3407,2514,1153,2514,2514
54,710,2942,2916,658,861,1387,2677,2677,634,4146,4146,2677,4146,2677,1174,1174,2677,1174,1174,1174,1174,1174,1174,1174
55,2605,3296,151,5039,6389,6595,1994,4688,6035,5967,4704,4704,4688,4602,4688,1639,231,6402,4688,1994,4704,4704,1639,1639
56,2605,4058,1462,2071,5533,1331,3003,2668,4021,1331,2175,132,3003,1232,213,2239,2097,1968,2668,2668,2175,5400,2097,5400
57,2965,3417,2916,2879,2879,2879,518,2054,420,3045,3045,15,399,3306,3306,399,1672,723,2616,3306,3045,2616,723,533
58,4473,4404,333,1975,135,1975,1975,1975,1975,337,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975
59,3118,1525,2848,2680,533,3203,2967,3203,3203,2169,169,2967,3203,3203,3203,3203,3203,3203,3203,950,2169,3203,3203,3203
60,2609,1931,1931,1190,3373,2816,601,1154,6333,3373,6903,1746,1610,5806,3373,2260,3373,3373,1154,1610,5963,1610,1610,5963
61,1022,1528,1931,1652,1434,2816,1000,94,3053,2260,2260,2403,2542,2260,2260,2260,2403,94,2112,2403,1000,1000,1000,2403
62,1686,1931,1931,94,94,94,1901,94,3006,2061,3376,3376,915,2061,3376,3376,3376,5621,3376,3376,5621,3376,3376,3376
63,2747,1838,191,3846,848,462,2627,61,1364,1364,1447,1473,1364,1473,1364,1473,1473,1364,1473,1364,1473,1473,1473,1603
64,1980,3417,3459,3086,1891,1268,2934,2615,2934,2934,2934,327,1317,2934,2934,2934,2934,2934,3220,1555,2934,2934,2934,2934
65,976,3417,3459,2136,2775,2775,1147,336,336,336,3044,1147,701,3263,336,701,336,420,701,701,336,2903,336,336
66,2747,1838,151,5039,848,6595,1838,1861,1838,1861,1838,1861,1838,1838,1838,1861,1861,1838,1861,1838,1838,3555,1861,2590
67,604,3998,3495,161,161,161,353,3093,1071,1443,400,3093,400,465,2050,465,232,465,465,465,232,232,232,232
68,2605,1500,176,1986,176,176,176,2243,176,176,2184,2002,964,2010,465,465,176,5992,1462,465,465,465,465,465
69,604,2262,1462,457,481,480,860,2243,2243,2243,2243,2243,2243,2243,2243,2243,2243,2243,2243,2243,1740,2243,2243,2243
70,6865,9,1763,2981,2981,2981,1520,1679,3226,2086,1910,3226,1520,392,3141,1910,1520,3141,1520,1747,1520,1520,392,1520
71,3118,3363,2733,1804,3472,1804,1804,2810,1804,2810,1332,1763,1332,1804,1332,1332,1332,1804,1804,1332,1804,1332,1332,1804
72,837,703,3162,1862,1862,1862,1032,432,65,1032,1032,1622,3450,1032,1032,1032,2419,3450,2419,914,1032,3449,314,114
73,2175,1157,275,1229,3433,1006,1229,1476,997,2319,2319,1229,2319,997,2675,1229,1229,2319,2319,2319,2055,648,1942,2055
74,3306,3390,291,1725,25,305,25,1761,1761,1761,1761,1324,1324,997,1324,997,2496,220,2291,997,220,220,1324,753
75,2224,1331,327,2955,997,3233,690,1540,1540,1540,1540,3242,1540,1540,284,2447,1540,1540,2447,2447,2447,1340,2532,2447
76,1820,3038,2717,2955,2088,2613,2613,291,291,1555,291,402,2618,2833,609,2424,2305,5940,2730,2424,2613,5940,2424,2368
77,2255,6927,82,82,1176,82,82,2493,82,82,82,2493,1176,82,2214,402,1176,2493,2493,402,402,402,402,402
78,1156,1694,1764,2290,3248,2659,2471,2659,2659,2659,112,2997,2659,2659,112,112,112,112,2997,2659,112,2659,2659,2659
79,3306,1694,805,3104,2746,494,2997,3506,1441,3506,1884,91,4401,1948,765,1441,1953,112,1538,1948,112,1538,1538,1538
80,2255,1229,163,715,715,475,2997,475,475,2659,475,475,2997,2110,1948,2051,1510,1948,3894,1948,1948,1948,1948,1948
81,2196,2609,3175,6095,3175,3175,3175,2069,6095,4820,6095,3175,3175,3175,3175,3175,3175,3425,4195,3175,4195,2614,5777,5777
82,2816,4532,1579,2120,2120,2120,2120,2120,2120,2120,2120,5294,2120,6395,2120,2120,6395,2120,6395,6395,2120,2120,6395,2120
83,1921,4532,2816,585,1801,2120,3108,3108,6296,1801,6639,3184,1801,5127,6453,6639,6639,1801,1801,1801,6639,1801,2562,2562
84,2146,256,176,1986,176,1293,2913,1804,1804,1804,2913,1804,618,1804,2826,1804,2346,1804,1804,1804,2826,965,2826,2826
85,2605,3154,2733,1963,865,1963,1963,1963,1963,1963,1963,2662,1963,2151,1963,1963,1586,5384,1963,1963,1581,2826,2826,1963
86,2525,4058,1462,965,176,1293,1293,2097,1445,1804,1293,176,2826,2826,2826,2826,176,6126,2826,2097,2826,2826,2826,2826
87,2605,1763,2063,32,2664,627,75,75,75,2664,75,75,75,75,75,75,75,75,75,75,75,75,75,75
88,3647,1838,122,2131,1641,75,75,75,2397,2664,75,75,491,75,75,75,75,75,75,75,75,75,75,161
89,1820,1191,468,3210,2981,1683,67,67,1683,2664,67,67,67,67,67,67,67,67,67,67,67,67,67,67
90,2605,2459,1374,1391,1391,1391,1391,1817,3058,320,320,320,320,320,320,320,320,2774,1642,320,320,320,320,320
91,2605,3154,122,1391,1861,1986,2919,893,2524,1817,542,2397,2397,1861,2919,1861,309,1332,2871,2397,2871,2397,1332,2397
92,2605,2247,1462,627,480,480,2192,627,480,1861,2192,2192,2192,2192,1792,2192,2361,2192,1514,6116,10,1514,694,1514
93,330,3987,6107,3231,876,4053,6909,6909,6909,4521,12,12,6909,4602,1675,6001,12,876,12,12,12,3184,12,12
94,3867,4188,4451,3751,7026,5347,3751,5347,3178,5466,5347,2734,3751,3838,4617,2263,12,6060,3751,3751,12,12,3751,12
95,1783,2168,396,55,55,4617,1460,1460,1460,3985,2771,2588,3985,1460,2588,2588,4146,3985,3985,888,3985,3985,12,4617
96,2609,2168,2388,2388,5386,628,628,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277
97,2609,1471,3527,2006,5386,628,628,628,628,628,628,628,6459,628,628,628,628,628,628,628,6459,6459,628,628
98,330,4897,2277,2388,3567,2277,4114,2277,2277,2277,2277,4114,2277,4114,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277
99,1901,2639,2339,3291,3322,3339,2114,1549,385,3322,1220,1220,132,3339,132,385,1454,3339,3339,797,1537,1220,3339,1454
100,5587,4729,3638,5039,630,462,313,6309,1356,630,5039,6962,1135,1745,4149,1101,2777,2259,1745,3190,1135,959,743,1745
101,3647,2322,2639,3636,3455,3636,3636,4633,3309,5904,5904,2651,2870,1949,5904,5904,5904,5904,5495,1403,3636,5904,5904,5904
102,2605,1096,1651,2936,244,471,2082,471,166,1195,471,471,1575,471,471,1717,471,471,2522,1717,471,471,2087,741
103,213,2536,2536,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
104,213,1845,551,665,3379,3467,2502,2427,2339,2427,2427,2427,2427,2427,2427,1300,2009,2427,2427,1300,6,2559,1300,6
105,1624,3134,2066,3127,687,1234,4228,1368,4228,1368,1368,5426,687,2984,687,2984,1545,1368,2942,1251,1545,3995,1368,3236
106,2255,1500,1234,2250,2895,2801,2489,1071,6421,4898,2801,2801,2729,2829,6920,3404,2729,2729,1545,3404,1545,1545,1545,162
107,213,2490,2066,2712,2371,2713,2558,2801,6421,2801,1555,2801,899,1555,2558,2558,6421,6421,6421,2864,5994,6421,2558,2558
108,1529,4058,1462,1637,2157,1637,2157,4268,1989,1989,7053,7053,2097,7053,1989,1989,7053,3766,1989,1529,7053,5816,2996,3766
109,2605,4058,122,1637,2996,1637,1637,1637,1637,6471,6471,7053,1637,7053,6471,1637,1637,6471,7053,1637,1637,7053,7053,1637
110,213,1763,1365,1637,709,4268,1637,4268,1637,4268,7053,4268,4268,7053,7053,7053,4268,4268,7053,1462,7053,1637,7053,7053
111,6959,1525,291,3114,62,242,957,957,957,957,3425,1452,3070,1452,3425,1472,422,455,2890,1452,1880,1134,1393,693
112,6601,2676,1495,485,289,2064,2107,1134,1295,1295,1295,1994,1295,1295,1295,2437,2437,2437,1295,1295,1295,1295,2437,1295
113,4088,4562,2988,2714,3175,3175,3175,3175,3175,2736,651,3175,3175,2233,3175,3175,3175,1055,651,1055,486,3175,1055,1055
114,1156,1466,455,2549,3321,680,6528,1638,3271,524,2341,1329,1444,2341,33,2341,1444,1444,1444,1935,1444,1444,2291,2985
115,2196,3390,2463,1649,2904,2736,3457,486,2854,2064,3457,2854,2854,2854,2854,2854,569,3457,3457,3457,3457,2064,2904,1253
116,3325,2473,1038,1858,487,487,50,725,1930,2636,1044,1829,1044,1044,1803,1044,467,1044,1044,1044,2636,1044,1044,1044
117,837,703,1068,267,2062,267,2146,267,267,1506,329,5365,1506,7044,1506,329,1506,1506,329,329,1506,1506,1506,329
118,213,2739,872,1137,872,3266,3122,1104,688,688,688,688,2739,2739,2739,2739,2739,1104,2739,2739,2796,2739,2796,2739
119,213,470,2635,2210,2132,2132,3112,2132,1757,1757,1757,593,2132,2132,3159,593,447,447,593,3266,593,2796,593,3266
120,2605,1694,1906,1584,1941,132,2381,5254,3263,3318,470,3371,3149,3149,5121,3072,5051,5121,5121,2765,2219,5121,5121,5121
121,85,7026,4844,2116,533,950,1801,2596,2645,631,631,631,2825,631,2645,2645,1656,134,631,741,631,631,631,631
122,213,626,2647,2101,5767,2671,4874,588,3106,5368,2403,3106,5368,5611,118,1535,6805,3761,3041,4503,5368,5359,3761,3761
123,1901,981,2087,2680,817,878,2044,3208,357,5201,2044,5201,3175,5201,5201,1999,5201,5201,3175,5444,2917,3175,3175,5201
124,1980,3390,2959,2469,1946,1946,2790,1946,1946,1448,2232,1946,2232,2522,2522,1448,1946,2522,1448,1448,1448,2790,3246,1448
125,1901,6798,2186,1649,5201,1649,1129,1649,1649,5201,1649,1649,1931,1649,1649,810,1649,1649,810,810,810,810,1649,1649
126,961,3417,2186,2480,1899,2041,2480,1502,2627,1899,1502,1899,1899,2041,2041,1833,1507,2041,2041,2041,1899,1899,1899,2041
127,1156,1722,2916,1694,101,2026,2026,735,747,735,1694,735,747,747,747,2827,1156,2827,1405,747,747,747,1405,747
128,2224,1674,2463,2994,2994,2631,1405,735,2631,1623,1620,2631,1623,1623,2666,1623,1405,2631,2666,3106,1623,322,3106,3155
129,1157,3013,1127,3013,2746,3136,3136,3136,3136,3136,3136,3136,3136,3136,3136,3136,3136,1803,3140,3136,3140,3136,2572,3140
130,3039,516,334,3033,3033,2058,2058,1976,2058,2058,1884,2058,2058,2485,1884,2464,2309,839,839,2464,2058,1888,1884,2464
131,1820,3205,637,1091,84,3013,3112,2374,2374,3136,2374,1803,3136,1516,2374,2374,3381,2464,3136,2464,6949,1146,336,3140
132,2747,1838,2465,579,930,2940,2500,392,527,527,1856,1375,1910,315,2236,2236,2984,1910,948,948,1293,2236,2236,2236
133,2605,1763,2916,1498,3171,548,67,1804,1168,1168,1168,660,1804,948,948,948,1650,45,67,948,5797,1520,706,706
134,2605,22,1907,2400,2400,6384,3014,603,2511,3131,3014,6384,3014,6384,2511,3014,435,3014,2511,2525,2525,2525,2525,2525
135,7040,6483,1013,1013,3175,3439,1013,2925,2925,2925,1604,1621,1787,1621,1621,1621,1621,1621,1621,1621,3416,1621,957,1621
136,213,1959,275,646,2072,1750,853,6323,5169,853,6323,4322,853,1750,1750,853,853,928,853,2920,853,2450,853,928
137,3039,3506,2014,966,1621,2925,2819,2819,135,135,135,1621,2680,1430,2925,2925,2819,2673,2925,1621,1621,2925,3079,2925
138,2255,1694,2214,734,676,828,676,676,828,1385,676,828,2720,676,676,828,828,828,676,828,828,828,828,828
139,213,1229,1568,3404,2553,3404,3404,2652,3039,2049,3039,828,3039,849,3516,828,676,2652,207,207,3039,2652,207,2551
140,800,1479,1388,879,676,3030,676,676,676,676,676,836,3030,676,676,3030,676,2551,676,676,3030,676,879,3030
141,6170,1466,1974,2826,5651,3007,1400,1400,1400,578,1400,1400,2294,1400,1400,1400,567,4659,567,567,4659,4659,2805,4659
142,2340,1959,291,2826,1028,1018,1400,1400,2731,1018,2731,1163,1018,1163,2060,1400,2060,2060,1036,1898,1036,1036,681,1036
143,6912,2398,2620,2826,2507,2620,2620,6414,2793,6414,2620,2401,2620,6414,3214,6414,391,154,578,6414,1762,370,1519,6414
144,1483,2168,2388,2388,769,2388,2388,1883,97,2588,2588,2588,2588,2588,2588,2588,1883,2588,2588,1858,1883,1883,2588,2588
145,6088,2168,77,2804,1840,77,77,1883,1883,77,77,77,77,1883,1883,77,1883,77,77,77,613,1883,1883,1883
146,1483,2168,2277,1004,2588,2905,2168,1708,2168,1708,2905,2388,2905,2905,2905,2388,2905,2905,2388,2905,2905,2388,2905,2905
147,1156,1674,3080,1413,1413,1413,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,395,1275,1275
148,976,2441,3080,681,1034,327,2441,3507,59,1034,1034,1034,2680,1034,3507,824,717,395,717,59,973,717,717,1275
149,1156,1147,3080,1275,1275,2631,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275
150,1820,4532,391,1602,1602,152,152,277,257,1326,1326,2368,2690,2323,2690,3281,1326,2926,1326,1326,2690,928,928,2323
151,1156,2807,2321,110,235,510,235,235,1416,510,235,510,235,3400,235,235,235,235,1416,2819,2047,235,1416,1416
152,213,1694,2428,1649,1124,795,1238,568,795,795,568,568,235,795,568,271,501,64,1333,235,235,235,235,235
153,1156,2148,1953,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
154,403,2148,1953,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
155,1156,1674,568,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
156,4023,2398,567,485,2685,524,524,2685,2685,524,2685,524,524,524,2685,485,394,485,394,394,3522,394,692,524
157,2816,1422,1568,253,239,3307,2762,2762,3307,407,3307,3307,287,2762,3307,2762,2762,2762,1284,287,1612,1612,1612,2762
158,1156,1552,1365,1442,3,496,95,234,3,2328,234,234,1365,1365,1365,234,579,234,1365,1365,1365,1365,1365,1365
159,183,3390,589,840,51,2947,5788,2947,2242,2242,51,2583,2242,1713,2242,1696,1696,3127,4305,1933,2374,3127,2491,2955
160,2605,2684,2684,3522,659,137,3522,3522,3374,3522,972,972,1841,972,3522,1435,972,972,147,1435,1435,972,2583,1435
161,138,3417,639,745,552,2275,608,1393,1390,2955,2955,692,692,2493,2955,692,3022,1927,2955,1927,2493,1927,1661,2838
162,403,1489,275,1538,1725,331,331,1529,1725,331,331,2600,305,331,305,331,305,2600,305,1090,305,305,305,305
163,966,280,76,76,2205,1844,220,1521,3228,1562,2520,827,2659,620,1562,3232,2659,2214,2166,2166,2166,2166,2166,2659
164,2255,1243,2496,2091,305,331,331,331,331,331,305,331,305,331,305,305,305,2600,305,305,305,305,331,305
165,2747,1838,1462,254,930,2035,660,392,2996,660,2996,660,660,660,660,1529,232,1607,660,2865,2865,435,3161,3331
166,1293,3221,6184,1216,2598,3619,4813,1637,1637,1637,1637,2550,2598,6184,5933,3221,2598,5933,2598,5933,5933,2598,2598,584
167,4088,6701,3724,4156,4156,6126,309,1637,1637,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,46,4914,46,4914,4914
168,2525,1838,122,2250,690,281,2652,1540,2652,2652,2273,2652,281,2273,3237,3237,2652,2273,2652,2273,2273,2273,1548,2273
169,213,470,2526,1464,1334,1464,554,554,554,3247,554,2494,554,1540,1540,1540,3247,3247,2652,554,1880,554,6183,554
170,2605,1901,1937,941,2281,2041,2041,2041,1796,1110,2041,2041,2041,2041,2041,2041,1600,2041,2041,2041,2041,2041,2041,2041
171,2628,1838,1162,1350,1277,104,1107,1107,1540,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107
172,234,476,3042,2576,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107
173,213,2327,785,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107
174,1314,1191,798,798,872,3408,3408,3408,798,3408,3408,3408,3408,3408,3408,3408,2481,3408,3408,2481,3408,3408,3408,3408
175,2909,476,2240,794,380,3408,3169,3408,256,256,468,3419,2883,256,3408,1368,2883,1368,1059,1368,3100,3105,1059,572
176,213,1771,2977,2829,1510,1424,4263,1510,1510,4263,2829,2481,3181,2829,3181,2829,2749,2829,3181,4635,4635,3181,1133,1133
177,1537,5215,757,2299,2299,528,1412,1412,1931,1412,2177,1412,1412,5480,1412,6892,528,6330,6330,6330,2177,1299,1299,2177
178,2916,113,3459,1880,3073,2388,2388,1299,113,2388,646,2946,2211,113,780,206,3874,3874,2412,646,646,646,646,2075
179,6525,2473,3459,1782,2946,205,2946,455,2946,2946,2946,2946,2946,2946,455,455,455,2946,2946,2946,2946,2946,2946,2946
180,3118,349,637,814,3075,3075,3075,3075,2695,3075,3075,3075,3075,3075,3075,3075,2695,3075,2774,3075,3075,3075,1813,3075
181,1901,550,821,1651,1651,3046,2550,1651,2061,396,2519,5621,2372,1590,3046,2550,1590,3046,396,396,3046,3046,6332,2372
182,1980,349,2916,2730,1024,2730,2730,3347,2730,3075,3075,2730,2730,2730,1239,3075,1247,44,2730,2248,1239,3075,2730,1247
183,2747,5291,3121,5041,848,462,1792,5484,1358,4507,2661,696,1358,5074,2053,4474,1965,2634,2309,6923,1358,5651,3944,1358
184,2747,4394,1693,185,2488,6595,492,3093,4095,4095,1838,4095,4095,2722,4095,2049,3093,4095,2309,4095,4095,2309,4095,4095
185,2747,4394,848,5041,2488,6595,848,2140,4057,848,848,848,215,4715,4095,4715,5616,2634,2634,265,1358,848,2634,848
186,1980,3363,290,3280,632,366,5772,832,832,832,2595,832,832,832,2634,3102,3102,832,2905,832,3102,2634,2905,832
187,1381,2927,589,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359
188,2525,1500,1004,3280,1505,2295,4957,5772,1435,4957,5440,4957,6184,5366,4957,5440,2166,4268,5366,4268,4268,4268,2905,719
189,213,3262,1568,1568,3326,2729,3400,1104,1605,1104,2074,2074,1174,2074,779,1099,1174,2074,1099,1099,2074,2729,3400,1174
190,1156,1552,1728,1728,439,752,752,1518,1958,752,2210,1605,1605,2210,2210,1605,2354,6212,2202,1099,1099,1099,776,1030
191,2880,2739,907,1110,779,1766,779,1104,1104,1104,3244,1104,1104,1104,1104,1104,2403,1104,3244,3244,1104,2403,384,3244
192,4473,3987,2580,1975,1630,5100,2806,1630,6437,4507,4350,1755,1755,2722,2053,2976,5547,1867,4350,3546,4140,3617,2087,21
193,1613,565,1953,589,2667,2667,2242,555,2242,2242,555,2667,485,485,1361,2367,555,485,1366,555,1366,264,555,1366
194,911,1729,1138,76,826,3228,1884,76,1224,1224,2121,76,3228,2121,1361,1361,3247,649,1366,649,1541,649,1541,3285
195,1381,1066,2848,5513,6029,1565,224,3208,953,4146,1598,1598,1604,2722,1675,1598,1598,3371,3371,3371,3371,3371,1598,3371
196,213,1838,2639,493,2925,2863,2925,2925,227,4845,227,2925,227,2925,3070,3070,2925,1621,2925,1638,1638,2925,682,1621
197,213,2459,2222,2425,2889,118,158,2987,1232,158,2987,158,158,278,1841,320,3956,1977,2987,1977,79,79,79,79
198,1901,4058,2063,4586,2773,4961,3006,278,3006,3006,3006,2702,3760,278,2702,2702,3008,6271,4303,3006,3760,3006,2702,3006
199,1872,2336,2395,2870,3508,2870,3006,6853,2425,4540,6853,2425,6853,6853,6853,6853,2425,145,6853,6853,6853,6853,6853,6853
200,183,2433,3062,2870,2870,6920,2796,3437,3524,1842,677,3437,3437,812,3437,1123,677,3437,3032,3437,3452,3437,3437,663
