ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7
327,384,12,590,206,53,53,53,53
328,647,15,111,206,53,53,53,53
329,252,231,590,367,53,53,53,53
330,100,157,192,170,53,53,53,53
331,102,323,679,367,53,53,53,53
332,633,53,280,249,53,53,53,53
333,247,222,537,123,53,53,53,53
334,537,80,194,170,53,53,53,53
335,170,12,720,367,53,53,53,53
336,108,347,599,206,53,53,53,53
337,88,130,393,234,53,53,53,53
338,380,347,179,206,53,53,53,53
339,464,317,720,206,53,53,53,53
340,689,176,781,12,53,53,53,53
341,59,347,237,106,53,53,53,53
342,20,356,637,317,53,53,53,53
343,71,38,750,253,53,53,53,53
344,123,347,683,92,53,53,53,53
345,97,158,537,170,53,53,53,53
346,71,53,623,646,53,53,53,53
347,711,166,110,170,53,53,53,53
348,148,384,20,620,53,53,53,53
349,65,347,87,249,53,53,53,53
350,382,368,537,206,53,53,53,53
351,394,368,194,100,53,53,53,53
352,736,347,683,196,53,53,53,53
353,181,38,537,119,53,53,53,53
354,127,347,373,206,53,53,53,53
355,688,323,102,170,53,53,53,53
356,510,12,229,206,53,53,53,53
357,350,347,280,170,53,53,53,53
358,20,347,280,93,53,53,53,53
359,78,347,599,123,53,53,53,53
360,155,171,519,370,53,53,53,53
361,494,368,248,234,53,53,53,53
362,107,347,280,170,53,53,53,53
363,696,27,336,170,53,53,53,53
364,432,12,637,123,53,53,53,53
365,613,323,403,154,53,53,53,53
366,182,80,182,248,53,53,53,53
367,89,347,536,59,53,53,53,53
368,510,368,571,317,53,53,53,53
369,717,347,192,123,53,53,53,53
370,162,373,363,279,53,53,53,53
371,101,12,537,59,53,53,53,53
372,66,12,182,646,53,53,53,53
373,243,347,354,646,53,53,53,53
374,269,347,691,170,53,53,53,53
375,191,260,87,170,53,53,53,53
376,370,34,141,119,53,53,53,53
377,197,356,374,119,53,53,53,53
378,120,171,783,248,53,53,53,53
379,87,53,354,154,53,53,53,53
380,682,367,599,206,53,53,53,53
381,435,347,777,92,53,53,53,53
382,287,12,754,206,53,53,53,53
383,147,12,509,582,53,53,53,53
384,348,347,510,248,53,53,53,53
385,204,99,374,709,53,53,53,53
386,86,376,429,646,53,53,53,53
387,801,12,156,234,53,53,53,53
388,320,53,543,100,53,53,53,53
389,787,166,399,367,53,53,53,53
390,519,53,280,602,53,53,53,53
391,389,66,442,249,53,53,53,53
392,266,12,54,206,53,53,53,53
393,553,347,726,206,53,53,53,53
394,158,347,196,234,53,53,53,53
395,727,169,675,171,53,53,53,53
396,482,380,753,67,53,53,53,53
397,149,376,770,352,53,53,53,53
398,417,347,20,123,53,53,53,53
399,381,12,635,646,53,53,53,53
400,309,293,537,317,53,53,53,53
401,572,347,239,248,53,53,53,53
402,154,53,134,170,53,53,53,53
403,226,27,567,123,53,53,53,53
404,745,154,721,261,53,53,53,53
405,662,231,461,210,53,53,53,53
406,715,368,537,94,53,53,53,53
407,427,347,388,646,53,53,53,53
408,126,347,7,206,53,53,53,53
409,568,161,237,249,53,53,53,53
410,654,66,389,106,53,53,53,53
411,519,166,105,393,53,53,53,53
412,322,361,755,67,53,53,53,53
413,108,231,537,66,53,53,53,53
414,536,12,555,114,53,53,53,53
415,252,347,558,646,53,53,53,53
416,118,347,480,401,53,53,53,53
417,130,347,111,94,53,53,53,53
418,279,347,192,249,53,53,53,53
419,603,231,399,206,53,53,53,53
420,780,347,567,206,53,53,53,53
421,688,38,537,206,53,53,53,53
422,351,347,36,170,53,53,53,53
423,240,53,504,108,53,53,53,53
424,784,12,111,249,53,53,53,53
425,551,12,781,620,53,53,53,53
426,130,300,537,269,53,53,53,53
427,435,252,567,620,53,53,53,53
428,790,347,363,170,53,53,53,53
429,652,15,166,123,53,53,53,53
430,641,12,679,323,53,53,53,53
431,547,28,111,93,53,53,53,53
432,230,403,726,154,53,53,53,53
433,77,12,461,114,53,53,53,53
434,383,29,461,248,53,53,53,53
435,14,176,537,68,53,53,53,53
436,232,270,567,249,53,53,53,53
437,13,368,781,171,53,53,53,53
438,730,261,190,175,53,53,53,53
439,30,12,783,59,53,53,53,53
440,790,53,125,66,53,53,53,53
441,339,283,251,154,53,53,53,53
442,777,12,683,119,53,53,53,53
443,44,170,693,393,53,53,53,53
444,130,80,553,248,53,53,53,53
445,269,400,679,123,53,53,53,53
446,470,332,635,234,53,53,53,53
447,394,27,80,206,53,53,53,53
448,167,347,111,167,53,53,53,53
449,559,53,330,234,53,53,53,53
450,136,207,192,123,53,53,53,53
451,326,312,192,100,53,53,53,53
452,175,368,679,123,53,53,53,53
453,30,80,323,92,53,53,53,53
454,10,261,388,234,53,53,53,53
455,479,102,336,106,53,53,53,53
456,253,27,771,367,53,53,53,53
457,553,27,720,123,53,53,53,53
458,43,347,439,388,53,53,53,53
459,697,12,431,100,53,53,53,53
460,401,347,429,100,53,53,53,53
461,536,347,784,206,53,53,53,53
462,53,347,363,234,53,53,53,53
463,526,12,720,692,53,53,53,53
464,756,207,134,119,53,53,53,53
465,290,347,280,228,53,53,53,53
466,590,347,781,582,53,53,53,53
467,675,323,480,170,53,53,53,53
468,348,376,537,283,53,53,53,53
469,322,27,777,367,53,53,53,53
470,185,53,134,248,53,53,53,53
471,545,357,354,123,53,53,53,53
472,245,347,780,123,53,53,53,53
473,329,38,663,249,53,53,53,53
474,595,90,723,206,53,53,53,53
475,621,347,600,279,53,53,53,53
476,338,381,67,347,53,53,53,53
477,14,476,212,347,53,53,53,53
478,593,222,140,234,53,53,53,53
479,464,260,336,94,53,53,53,53
480,389,321,282,80,53,53,53,53
481,126,12,803,206,53,53,53,53
482,114,12,720,283,53,53,53,53
483,156,347,623,93,53,53,53,53
484,421,53,241,170,53,53,53,53
485,7,176,635,582,53,53,53,53
486,205,347,567,620,53,53,53,53
487,555,368,558,154,53,53,53,53
488,14,368,537,206,53,53,53,53
489,508,27,36,279,53,53,53,53
490,100,357,679,249,53,53,53,53
491,308,28,20,154,53,53,53,53
492,629,40,480,94,53,53,53,53
493,736,176,303,114,53,53,53,53
494,66,261,480,249,53,53,53,53
495,494,53,20,94,53,53,53,53
496,783,347,125,170,53,53,53,53
497,572,368,209,249,53,53,53,53
498,489,347,567,248,53,53,53,53
499,394,38,771,170,53,53,53,53
500,480,156,766,367,53,53,53,53
501,747,53,229,210,53,53,53,53
502,677,27,363,279,53,53,53,53
503,232,347,683,317,53,53,53,53
504,196,12,695,582,53,53,53,53
505,244,347,182,108,53,53,53,53
506,192,347,573,405,53,53,53,53
507,435,347,303,367,53,53,53,53
508,603,321,280,170,53,53,53,53
509,347,368,313,123,53,53,53,53
510,282,231,567,59,53,53,53,53
511,233,27,459,170,53,53,53,53
512,206,53,280,16,53,53,53,53
513,71,27,166,123,53,53,53,53
514,750,53,330,388,53,53,53,53
515,733,347,175,620,53,53,53,53
516,284,35,196,283,53,53,53,53
517,391,262,11,347,53,53,53,53
518,806,368,20,66,53,53,53,53
519,217,347,361,94,53,53,53,53
520,340,1,546,167,53,53,53,53
521,121,376,220,154,53,53,53,53
522,294,207,388,269,53,53,53,53
523,126,323,635,170,53,53,53,53
524,351,347,781,206,53,53,53,53
525,797,12,754,94,53,53,53,53
526,113,231,20,249,53,53,53,53
527,364,53,280,123,53,53,53,53
528,811,347,354,154,53,53,53,53
529,369,231,683,46,53,53,53,53
530,185,321,777,100,53,53,53,53
531,325,384,656,249,53,53,53,53
532,43,12,354,620,53,53,53,53
533,74,347,125,123,53,53,53,53
534,84,368,388,249,53,53,53,53
535,306,261,192,249,53,53,53,53
536,3,53,567,582,53,53,53,53
537,146,53,115,94,53,53,53,53
538,199,347,134,279,53,53,53,53
539,393,231,328,170,53,53,53,53
540,286,368,720,283,53,53,53,53
541,205,203,125,94,53,53,53,53
542,6,347,190,283,53,53,53,53
543,127,347,111,154,53,53,53,53
544,484,347,20,104,53,53,53,53
545,470,347,346,123,53,53,53,53
546,71,368,725,240,53,53,53,53
547,36,38,182,249,53,53,53,53
548,783,38,736,170,53,53,53,53
549,806,27,567,709,53,53,53,53
550,260,171,705,154,53,53,53,53
551,412,27,777,234,53,53,53,53
552,643,27,354,170,53,53,53,53
553,143,347,20,123,53,53,53,53
554,206,53,280,106,53,53,53,53
555,596,12,11,249,53,53,53,53
556,276,231,750,234,53,53,53,53
557,612,365,527,283,53,53,53,53
558,652,12,537,249,53,53,53,53
559,472,53,166,123,53,53,53,53
560,736,231,787,170,53,53,53,53
561,762,298,111,646,53,53,53,53
562,595,270,609,582,53,53,53,53
563,165,347,125,582,53,53,53,53
564,251,347,237,317,53,53,53,53
565,139,38,567,94,53,53,53,53
566,736,201,373,692,53,53,53,53
567,389,12,699,365,53,53,53,53
568,763,12,361,93,53,53,53,53
569,674,12,567,323,53,53,53,53
570,320,347,567,249,53,53,53,53
571,366,27,679,123,53,53,53,53
572,351,12,111,92,53,53,53,53
573,282,270,20,620,53,53,53,53
574,240,335,699,206,53,53,53,53
575,274,347,567,317,53,53,53,53
576,628,347,397,59,53,53,53,53
577,632,12,229,238,53,53,53,53
578,22,376,220,234,53,53,53,53
579,540,131,111,123,53,53,53,53
580,147,27,771,367,53,53,53,53
581,470,53,113,51,53,53,53,53
582,383,193,635,123,53,53,53,53
583,759,368,280,206,53,53,53,53
584,273,261,523,206,53,53,53,53
585,69,347,0,119,53,53,53,53
586,396,347,354,248,53,53,53,53
587,271,347,416,154,53,53,53,53
588,604,53,282,248,53,53,53,53
589,520,207,461,527,53,53,53,53
590,771,12,637,234,53,53,53,53
591,301,99,237,248,53,53,53,53
592,807,12,555,154,53,53,53,53
593,429,347,20,692,53,53,53,53
594,45,38,679,206,53,53,53,53
595,94,347,635,94,53,53,53,53
596,205,53,384,248,53,53,53,53
597,270,347,567,283,53,53,53,53
598,262,404,781,93,53,53,53,53
599,28,53,546,620,53,53,53,53
600,144,368,679,248,53,53,53,53
601,434,222,567,352,53,53,53,53
602,293,347,720,169,53,53,53,53
603,181,231,418,620,53,53,53,53
604,19,99,250,123,53,53,53,53
605,511,347,461,229,53,53,53,53
606,648,12,563,784,53,53,53,53
607,531,393,535,347,53,53,53,53
608,185,347,192,170,53,53,53,53
609,148,347,683,249,53,53,53,53
610,113,347,720,234,53,53,53,53
611,519,12,573,248,53,53,53,53
612,688,347,214,123,53,53,53,53
613,261,367,375,138,53,53,53,53
614,167,12,699,234,53,53,53,53
615,470,347,252,123,53,53,53,53
616,577,347,322,421,53,53,53,53
617,753,53,806,382,53,53,53,53
618,135,98,393,123,53,53,53,53
619,720,245,675,170,53,53,53,53
620,229,231,192,206,53,53,53,53
621,389,293,720,206,53,53,53,53
622,702,347,507,206,53,53,53,53
623,626,341,278,317,53,53,53,53
624,385,99,697,94,53,53,53,53
625,327,347,781,248,53,53,53,53
626,252,53,280,170,53,53,53,53
627,322,347,54,170,53,53,53,53
628,517,53,280,154,53,53,53,53
629,175,347,166,78,53,53,53,53
630,273,357,196,620,53,53,53,53
631,166,12,637,317,53,53,53,53
632,380,347,387,100,53,53,53,53
633,628,166,777,283,53,53,53,53
634,447,368,178,67,53,53,53,53
635,129,80,179,106,53,53,53,53
636,692,321,537,92,53,53,53,53
637,107,539,536,620,53,53,53,53
638,96,359,709,395,53,53,53,53
639,790,389,637,123,53,53,53,53
640,83,347,354,388,53,53,53,53
641,194,347,58,206,53,53,53,53
642,42,262,11,206,53,53,53,53
643,673,12,635,582,53,53,53,53
644,711,166,480,170,53,53,53,53
645,181,368,280,206,53,53,53,53
646,232,270,480,234,53,53,53,53
647,794,347,354,119,53,53,53,53
648,797,352,610,367,53,53,53,53
649,45,347,173,269,53,53,53,53
650,273,347,675,234,53,53,53,53
651,549,368,567,114,53,53,53,53
652,506,347,282,170,53,53,53,53
653,271,80,354,206,53,53,53,53
654,335,12,271,283,53,53,53,53
655,87,204,303,130,53,53,53,53
656,188,12,519,317,53,53,53,53
657,492,347,780,620,53,53,53,53
658,692,347,7,248,53,53,53,53
659,122,12,588,283,53,53,53,53
660,495,347,433,388,53,53,53,53
661,190,231,679,249,53,53,53,53
662,669,347,182,123,53,53,53,53
663,390,347,209,620,53,53,53,53
664,732,170,389,367,53,53,53,53
665,590,347,182,249,53,53,53,53
666,794,231,433,474,53,53,53,53
667,194,223,87,206,53,53,53,53
668,811,347,491,123,53,53,53,53
669,722,15,454,171,53,53,53,53
670,756,12,781,405,53,53,53,53
671,507,12,623,206,53,53,53,53
672,732,261,354,59,53,53,53,53
673,369,347,519,249,53,53,53,53
674,383,203,229,210,53,53,53,53
675,325,203,363,582,53,53,53,53
676,630,207,637,249,53,53,53,53
677,655,171,480,269,53,53,53,53
678,101,261,549,170,53,53,53,53
679,495,347,665,283,53,53,53,53
680,696,27,742,206,53,53,53,53
681,322,176,416,249,53,53,53,53
682,146,12,368,367,53,53,53,53
683,487,53,777,170,53,53,53,53
684,573,53,555,367,53,53,53,53
685,144,374,330,206,53,53,53,53
686,351,347,196,108,53,53,53,53
687,631,323,166,59,53,53,53,53
688,633,347,720,582,53,53,53,53
689,10,222,777,238,53,53,53,53
690,255,368,222,345,53,53,53,53
691,233,38,222,206,53,53,53,53
692,211,12,280,249,53,53,53,53
693,497,87,322,347,53,53,53,53
694,256,27,134,582,53,53,53,53
695,377,12,134,231,53,53,53,53
696,538,53,237,367,53,53,53,53
697,583,347,555,170,53,53,53,53
698,56,53,480,170,53,53,53,53
699,378,261,276,170,53,53,53,53
700,193,367,361,620,53,53,53,53
701,790,66,635,206,53,53,53,53
702,789,261,465,206,53,53,53,53
703,677,12,7,283,53,53,53,53
704,117,347,720,28,53,53,53,53
705,309,53,567,269,53,53,53,53
706,790,12,567,620,53,53,53,53
707,0,231,555,206,53,53,53,53
708,185,347,303,381,53,53,53,53
709,218,231,416,106,53,53,53,53
710,747,199,635,167,53,53,53,53
711,134,261,208,170,53,53,53,53
712,505,347,537,78,53,53,53,53
713,244,368,44,317,53,53,53,53
714,179,171,712,180,53,53,53,53
715,55,347,86,94,53,53,53,53
716,583,12,543,388,53,53,53,53
717,179,80,111,811,53,53,53,53
718,508,12,237,206,53,53,53,53
719,88,347,747,234,53,53,53,53
720,494,347,111,317,53,53,53,53
721,170,53,182,170,53,53,53,53
722,754,347,303,171,53,53,53,53
723,229,53,567,128,53,53,53,53
724,440,38,336,317,53,53,53,53
725,65,171,354,210,53,53,53,53
726,723,347,208,206,53,53,53,53
727,314,207,637,283,53,53,53,53
728,68,27,182,248,53,53,53,53
729,629,341,783,206,53,53,53,53
730,77,38,480,206,53,53,53,53
731,62,347,274,249,53,53,53,53
732,308,53,134,114,53,53,53,53
733,794,323,254,167,53,53,53,53
734,370,347,635,620,53,53,53,53
735,408,347,679,92,53,53,53,53
736,126,12,567,620,53,53,53,53
737,287,35,653,206,53,53,53,53
738,671,347,777,67,53,53,53,53
739,581,53,87,108,53,53,53,53
740,26,470,637,206,53,53,53,53
741,321,136,390,222,53,53,53,53
742,348,27,182,620,53,53,53,53
743,683,56,590,114,53,53,53,53
744,671,15,134,94,53,53,53,53
745,132,347,194,78,53,53,53,53
746,380,347,280,92,53,53,53,53
747,185,261,567,620,53,53,53,53
748,456,53,237,367,53,53,53,53
749,711,347,567,269,53,53,53,53
750,465,27,222,206,53,53,53,53
751,500,27,237,709,53,53,53,53
752,289,53,461,167,53,53,53,53
753,450,347,567,106,53,53,53,53
754,98,12,208,249,53,53,53,53
755,413,38,555,114,53,53,53,53
756,269,17,791,206,53,53,53,53
757,644,97,602,94,53,53,53,53
758,341,231,134,154,53,53,53,53
759,251,124,125,620,53,53,53,53
760,42,12,679,620,53,53,53,53
761,599,203,373,249,53,53,53,53
762,775,347,182,92,53,53,53,53
763,128,323,125,206,53,53,53,53
764,334,368,781,170,53,53,53,53
765,811,347,567,206,53,53,53,53
766,739,95,720,352,53,53,53,53
767,796,67,523,222,53,53,53,53
768,321,347,608,228,53,53,53,53
769,136,323,303,234,53,53,53,53
770,446,356,567,92,53,53,53,53
771,105,74,20,170,53,53,53,53
