ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46
16,1527,604,9,961,1483,769,1154,2277,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289
17,1224,604,296,3348,961,1233,1474,1474,1825,1819,1734,1734,1474,1825,1825,5473,1825,532,3468,1474,1474,1474,1474,1825,1474,296,1474,1474,1474,1460,1474,1474,1474,1460,1460,1474,1474,1474,1474,1474,1474,2608,1705,1474,1460,1460,1460
18,5968,1087,1811,285,3145,886,3263,2208,2447,2543,3090,680,3028,1374,3459,492,492,492,1374,1374,1519,1374,1519,2479,1024,1519,1519,6005,6005,1739,2208,3871,6005,56,3263,6005,1739,3459,2614,2614,2614,6005,3263,2208,2614,3263,3263
19,2980,1087,1148,1304,327,886,1304,569,1304,354,3028,1304,354,1304,1304,2933,2933,569,2479,606,419,606,2614,2479,2933,606,2479,3459,3459,2933,2614,3459,3459,1739,2614,1739,2479,2479,1236,3459,2614,3459,3224,3459,3459,2479,3224
20,2894,1087,3028,285,2398,1233,354,343,3133,354,354,354,354,354,354,354,354,354,354,354,606,354,606,354,354,606,354,606,354,354,606,606,354,354,606,606,606,606,606,3459,3224,606,973,3224,606,606,606
21,1017,3318,963,3177,2977,1251,1612,6508,1612,3998,2092,2092,2092,3998,3998,3998,3998,3998,3998,2332,2092,2655,2092,3998,3998,3998,1398,1398,3998,3606,3234,3234,3998,3998,1398,3275,1234,572,3998,3998,3998,1886,3537,3998,3998,1886,3998
22,4002,6112,6228,496,4559,925,5978,3919,3995,5989,3371,2680,3371,5084,6964,5084,3327,5084,3881,3854,4468,3150,6835,3854,3854,3854,3854,3854,6964,4403,4403,5468,902,2643,6606,3275,6906,6606,3854,5468,815,6340,5468,5468,815,815,5468
23,6955,2799,1422,1017,5972,5972,274,5513,3351,2349,6194,6194,6835,2286,3998,3280,2773,7019,3998,3681,2773,3998,3998,7019,3998,3998,1500,1500,3998,3998,3998,1451,7019,6194,1451,3034,1451,66,3998,3998,3998,4228,4228,66,66,4228,1500
24,2894,604,1890,787,3025,1095,99,1095,787,589,1095,473,2337,1095,1095,2337,2337,2603,1095,787,366,2603,1643,2147,2764,787,473,3253,3253,589,6374,589,6374,1480,6374,6374,3253,3253,6374,589,1480,6374,6374,1480,6374,6374,3253
25,6955,2146,109,2129,632,787,787,787,787,787,787,787,787,787,787,787,787,787,1095,787,787,3089,787,632,4567,787,787,3253,3089,787,787,787,787,787,92,787,787,3253,787,1095,787,787,787,92,787,787,787
26,1224,1087,9,3280,3280,1386,787,787,787,787,6164,787,787,787,787,787,787,787,1095,787,787,3089,787,787,3089,4129,787,3253,787,787,787,787,1712,3253,3253,2971,3253,1712,2634,1712,787,787,92,787,787,4535,92
27,1224,1087,3477,285,1413,1341,3304,1501,2641,2969,1341,1456,2969,730,2969,730,186,1217,3525,1217,1498,3199,3189,1217,1817,1490,3362,6495,1817,3199,3189,1490,3189,3189,3057,2285,1490,3057,1490,1695,1605,3057,1490,1490,3057,3057,1490
28,6955,2909,366,2431,2352,3451,3304,3304,3155,2437,3155,2437,1477,1477,3404,1477,1477,2874,3155,3155,2437,2437,1477,2874,3155,3406,2437,2437,2437,2437,2874,2874,2874,1079,3246,490,1490,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437
29,1224,604,3477,1456,3477,2958,1428,1148,3133,1783,2298,1783,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,985,1940,3143,1940,985,1289,3155,985,1289,1940,1940,1940,1940,985,985,985
30,6955,779,363,3254,1842,152,2319,2907,1433,2907,2907,2907,2907,2907,2907,2907,2230,2907,1842,1139,2783,1139,2819,2783,1139,1842,1139,833,1610,1139,1139,833,1610,573,1842,1842,1842,3002,2783,833,2055,2783,2783,1139,2783,833,2578
31,4002,1087,3028,756,1264,2155,3271,293,3271,3271,1961,3271,1090,3271,354,2959,2959,2959,2136,2959,2959,2959,2013,2013,2543,204,2959,921,2959,3294,2013,3263,1229,3263,716,3294,2697,56,2544,3263,3263,3263,2543,2697,1364,3263,3294
32,5968,2146,3163,1270,1270,2907,2291,1760,1760,1760,921,2569,3099,3099,3099,3099,3099,3099,3099,3099,3099,3099,3099,3099,3099,2783,3099,3099,3099,2783,1022,3099,3099,2783,3099,3099,3099,2783,2783,3099,3099,2783,2783,3099,3099,2783,3099
33,2980,2249,4554,470,5421,22,2017,2138,3858,3706,2420,3706,3706,3706,3706,3706,3753,2372,3636,3706,3706,3706,3706,2406,3706,2160,3706,3106,2160,3706,3706,3706,2406,3706,3706,2755,5904,3106,2406,2379,3706,2406,2755,2639,22,5904,2406
34,1527,1558,2603,1190,1772,1978,2221,2939,2939,2939,2221,3077,1978,1772,1522,1522,1522,722,722,1749,1875,2315,2152,2152,1749,1452,1875,2315,464,1522,1749,386,4755,345,1452,4958,1749,1792,6103,1749,4958,345,2974,386,386,386,2190
35,2139,2168,5824,923,2289,5759,6559,4575,301,5158,301,674,6042,6042,6042,301,6042,664,5408,923,4353,636,923,2161,775,2161,5450,4708,636,775,1226,1684,4708,7048,1432,923,1684,1039,1684,1039,1432,1039,923,1684,1684,587,923
36,3905,1087,933,585,2837,2458,2458,933,2458,2837,1315,2809,2561,2809,1315,1987,461,2809,461,2809,1315,461,461,461,461,461,461,461,461,461,461,1987,1987,1987,461,1987,1987,1987,1987,1987,1987,461,1987,1987,1987,461,461
37,1077,2407,3559,3953,307,1959,4344,2307,1315,2268,1315,2268,2824,340,1315,1142,1315,1142,340,340,1315,340,461,1315,1697,340,461,340,1315,461,3456,1697,1697,1987,3456,1987,340,340,340,1697,1697,461,340,1697,1697,461,1697
38,1077,4002,3559,1514,1571,3328,1987,1040,1952,1984,5705,2274,2797,5183,2797,2797,1952,3942,2675,2274,5705,136,2270,2797,2675,557,1225,1952,2993,313,82,2702,82,1952,6295,2702,1987,2863,4731,2463,4731,2863,5183,4731,557,4731,292
39,3905,1842,1726,917,1726,148,1185,1185,2696,1072,157,1217,1217,1217,1217,1217,121,348,1217,1902,121,121,121,2914,1068,121,121,121,121,2914,121,2914,121,2446,666,2696,666,2306,121,1599,666,666,121,1902,15,666,3180
40,3905,1842,3199,2431,2314,1760,1568,3182,1578,1578,487,2283,62,1164,271,62,487,1782,271,271,62,978,271,596,1807,487,487,271,15,15,2306,15,2306,15,2306,3062,15,2499,15,15,271,5554,2306,102,102,5793,102
41,3905,2909,4554,1104,2421,726,2219,3600,3818,1156,2737,4704,1701,4704,5014,4704,4704,5014,2219,2219,6143,6143,5014,5014,1994,15,15,5014,1782,565,5014,5014,11,978,432,1994,565,6143,2219,5014,2405,2219,288,565,2058,978,1636
42,2980,6701,2575,3285,3285,3644,2303,3371,2979,3056,2156,2645,1903,2979,1263,2979,3258,1263,5083,1263,1263,222,4025,1263,1263,791,1263,1263,1263,2059,1625,1263,1263,1263,1263,1263,1263,1428,1263,1263,1263,2574,1263,1263,1263,1263,1263
43,3905,1842,3199,1044,2314,1448,1199,2946,3114,1728,749,1038,749,1882,749,1097,2054,1097,1263,707,539,1097,439,1263,1263,539,1263,539,1263,1263,1672,1263,213,791,1717,2055,1263,1852,791,3263,791,1717,3263,791,791,1717,791
44,6955,6701,5027,1163,2271,3007,814,1310,1268,2562,2453,338,2562,2562,2562,1914,1728,1268,2501,3150,1914,1760,1046,1808,3384,3384,1760,6699,333,6699,3384,3384,6699,333,1038,6699,754,754,333,0,333,333,754,754,333,0,754
45,3905,2249,4554,2236,273,698,3326,2805,3858,336,336,336,3145,336,754,336,336,754,3326,336,336,336,336,754,2627,754,754,3418,2717,3418,2627,526,984,2627,389,3028,3312,2627,3312,2627,1116,1694,3418,3418,336,2136,2627
46,3905,4002,2575,3262,3145,1620,1620,1400,1400,1544,1400,2790,2690,3261,606,2731,606,3304,2731,2399,2399,698,59,4257,2557,1401,182,3418,4257,3261,443,203,203,3846,2040,2684,698,338,59,59,5053,3261,3261,2557,984,59,59
47,3905,2407,1811,1523,1298,1620,3304,1055,1546,2811,1400,2570,1681,2042,1341,3304,486,512,1289,11,1459,2811,1459,2811,486,1459,1459,2811,2246,11,2811,11,11,2811,59,59,59,343,1710,59,2246,59,59,85,59,59,1125
48,1077,2594,1275,2612,2978,3407,1995,1995,1995,1995,63,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,3407,1995,1995,1995,159,1995,1995,1995,1995,1995,1995,159,1995,1995,159,1995,1995,1995,159
49,3905,2594,1275,1196,2978,3407,146,146,146,2830,2830,3407,2830,3407,146,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407
50,2894,604,1275,1935,2978,747,63,352,352,352,63,119,119,119,119,119,119,119,352,119,63,1935,119,1616,3213,119,1616,1616,2818,954,1935,63,1616,159,1616,1616,2536,159,1616,2536,2536,2026,159,954,1616,159,159
51,1224,604,1275,285,2978,1819,63,604,2536,2924,2924,2536,604,2536,2843,3119,604,3119,604,3198,604,604,604,604,604,296,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,3125,604,604
52,2894,604,1890,3348,2658,2536,1122,2924,2924,2924,2924,101,2924,2924,2843,3119,2924,2843,604,2843,2843,2843,2924,2843,604,2843,604,604,2924,604,604,604,604,604,604,604,604,604,2924,604,604,604,604,604,2843,2843,2843
53,2980,604,2257,1216,2978,2830,2730,1759,1759,2730,3403,1616,2180,3403,1153,3119,2423,3403,3403,3198,3407,3198,2074,2074,3407,3198,3407,1153,3403,3403,2074,3407,3407,3407,3407,3368,2074,3407,2074,2074,3403,3403,3407,2074,3403,3403,3403
54,3905,2598,1486,2872,2978,179,1812,3522,2894,2894,2894,2894,2894,2894,2894,634,1812,2894,2175,4055,634,2894,2894,2894,634,1812,1812,4146,3356,3356,3356,80,3356,3356,4146,4146,4146,1174,3356,206,4146,4146,4146,4146,4146,4146,3306
55,1224,2407,4055,6635,2289,732,2222,1336,3858,3371,4688,4266,6527,5166,4688,6029,4688,4688,4688,4688,4688,4688,1468,1111,4688,4688,4688,1468,4360,1111,1111,6715,6402,4688,4688,4688,4688,4688,6715,1111,4688,4688,6159,4688,4688,4704,6402
56,1077,2598,3559,2284,1797,5996,4923,3942,4374,179,440,2175,3736,2565,923,440,440,2565,1331,2565,286,440,6604,634,440,286,493,286,286,493,132,132,493,132,5116,634,3272,634,779,213,634,2668,3046,213,3306,3046,3272
57,1224,1087,1890,2547,19,3079,2217,3423,19,19,9,19,19,3423,1868,3178,3423,19,1672,3421,3423,3423,2299,2299,2299,2148,1672,2299,2148,1672,2148,2148,2299,1801,1801,2148,2148,2299,2148,2299,2148,2299,2148,1633,2299,2204,2299
58,1077,136,3527,3201,2289,3201,2388,2499,1975,1975,6469,1975,1975,1975,1975,1975,1975,1975,1737,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,2694,1975,1975
59,1077,2909,1890,1748,2680,3457,663,3137,3381,112,407,268,1973,1615,1615,1097,2669,1615,1615,1130,1130,1130,1130,1130,1130,3263,1130,1130,2645,1130,1130,1130,1130,1130,1130,1130,1130,2645,1130,1066,1130,2645,2669,3249,3249,1130,2645
60,1224,3604,2893,3184,1622,3152,3376,1931,2152,367,3073,3152,1703,1190,367,1190,2917,1190,1190,1190,1190,2152,601,2152,1190,5563,1190,3073,3073,1190,1190,3073,1190,1190,1190,1190,1190,367,3478,1190,3073,3073,1190,944,3073,3073,3073
61,2588,1558,2893,1022,1270,1852,3066,1931,2499,2428,1931,2428,2816,1097,1115,3273,2307,3142,3142,2816,2816,1097,3142,3142,108,1000,94,1097,1000,2503,1097,3142,2073,1097,2499,1097,2499,2499,1097,5094,2644,1097,1097,1097,2644,487,1097
62,2588,1558,3673,3184,1278,2034,2135,1931,2499,367,3073,1267,1267,3073,749,3152,3073,43,3073,1527,1931,2108,94,749,1901,1901,1901,3006,1901,1901,1901,464,1701,94,2840,749,3214,1686,1901,1701,3386,1686,2816,1701,3184,3184,362
63,1077,1087,2575,574,2289,235,1364,1364,351,2288,1364,338,2676,2288,1898,2288,439,2288,439,1364,359,1364,2288,2288,2288,2288,2355,1364,1364,1769,1364,728,439,2199,359,351,1535,1535,3298,674,19,1535,1427,1427,2013,1910,370
64,4002,1087,1919,756,539,524,455,2934,2934,2934,3464,1891,2934,2934,2624,2934,2934,2934,1268,2934,2934,2934,1018,1268,2624,1268,1268,1268,1268,2934,1268,2934,1268,2934,1268,2934,2934,2934,2934,1268,1268,2934,2934,3059,3059,1268,1268
65,5968,1087,898,3114,19,1493,2963,3031,2136,2136,2136,2013,2903,2013,2903,1852,2136,2136,2136,2136,2136,3031,2013,2341,2341,2341,1852,3031,1852,3263,2934,3263,3031,2934,3263,333,393,2903,3031,3031,1852,2903,2903,3263,3263,3263,393
66,4002,1087,296,2399,2289,886,3189,1861,1861,2288,2260,1861,2399,3079,1861,1861,1861,1861,1861,1861,1861,1838,1838,1838,1861,1861,1861,1861,1861,1861,1838,1838,1861,1792,1792,1792,1861,1792,1861,3300,2052,1861,1861,1861,1065,1065,1861
67,1224,6701,1890,865,1391,2397,156,2594,2050,2050,303,161,232,161,1343,232,2317,232,3093,232,232,1343,232,2612,232,232,232,3017,232,161,2612,232,2050,2050,837,2050,2050,232,232,232,2050,161,232,161,161,603,2050
68,4002,2146,1890,3766,2167,3766,3412,1120,885,865,556,1067,1740,1067,1067,1740,1067,176,176,176,1462,176,3956,3956,3956,3956,176,176,3956,176,3956,768,1462,1462,3068,1462,176,1804,3956,1462,1462,1804,3956,1804,1462,1774,1804
69,1077,400,671,6635,2167,732,2222,1067,1067,2243,1067,1067,1067,480,1067,1242,1067,1067,1067,1067,1067,1804,1067,1067,1607,2019,2019,694,480,694,480,694,1774,2913,694,1691,694,694,694,843,3955,3955,566,4268,694,1691,4268
70,1077,1558,3559,6635,1067,223,223,379,2050,2084,2981,488,1008,1804,1804,1804,353,3168,2981,1804,1804,2981,2981,2981,627,1679,627,2981,5041,2810,1679,1679,1679,2913,1679,1679,1679,2090,2810,2810,2665,2913,2694,1679,2243,2810,1804
71,1077,2594,2996,3345,2167,2346,1804,3300,1763,603,603,1525,603,603,592,627,627,592,592,1520,1520,1520,1520,592,1520,659,2810,1520,1520,2810,1520,2810,2810,2913,2810,2810,1520,1520,2733,1520,2733,1804,2733,1520,1520,1520,1520
72,6955,2146,363,2458,165,1,1733,1268,1476,1476,552,1891,469,976,3506,3252,2312,2163,766,766,3450,1265,1891,1733,2163,3090,341,1032,341,1790,2163,341,2163,1246,1181,2163,1790,2163,2163,1603,2669,341,1891,341,1181,1181,1181
73,4002,1842,363,1157,3397,2907,669,1369,3036,495,3390,1761,2619,3364,2526,2526,2158,1157,2619,3036,1157,2619,1157,1733,1157,914,1790,1790,3036,1790,3036,1790,1790,3036,3036,3036,1790,4121,914,3140,914,3036,1790,3036,3036,3036,3036
74,493,1842,3028,1044,2680,275,3443,692,3100,3443,1197,3443,3238,1891,3443,3238,692,1253,3238,1253,1891,1538,1891,1324,3140,1253,3238,1557,1685,3238,1253,1324,1253,3238,2685,1253,1253,1253,2685,3140,3238,1748,1891,3238,708,2235,2829
75,1077,2146,3163,1476,1179,997,997,1218,2769,996,2618,310,632,1218,632,1218,1218,1234,1218,1218,1218,1234,3458,1139,2464,1340,1340,1340,1340,1340,1340,1340,1562,1340,1340,1340,2615,1340,1340,552,1340,1340,1340,1340,552,552,1340
76,6955,779,3673,2431,2837,2013,997,1268,692,1891,2615,2935,609,609,2464,2955,2955,609,609,2464,609,2464,2955,609,609,1366,609,609,609,1555,2795,609,2464,3517,609,1366,2121,609,609,609,564,1366,5177,609,609,609,1555
77,3905,1320,1760,3091,2214,2214,82,2652,82,82,82,316,2652,82,82,82,82,316,82,82,82,82,82,82,82,82,82,2121,82,82,2583,2121,82,2583,82,82,2583,82,2583,82,82,82,2493,2583,2493,2583,82
78,6955,4044,2575,1163,2328,698,2601,2587,2290,2587,2587,2290,2587,2587,2038,2587,2471,1996,1754,3248,3248,2587,2587,3248,2290,2471,2659,3248,2659,1996,2587,2659,2587,2587,1996,2587,3276,3276,2587,2587,2587,2587,2659,2587,2587,2290,2587
79,2980,2249,366,470,2977,1191,2496,1191,1107,3523,2746,2290,1107,1107,3506,3104,3506,1107,1107,1352,1107,91,2997,3506,91,1059,827,827,2795,827,827,827,2290,827,1103,827,827,827,112,827,827,112,112,827,112,1948,827
80,493,6112,6786,474,3491,1229,715,2557,3248,3521,2587,715,1996,715,1996,715,715,715,715,715,715,91,1948,1948,6550,1996,2110,3248,1996,1996,1948,1996,2587,2587,1996,2587,2587,2587,1192,828,1741,715,2659,1948,1996,1948,2659
81,2588,4735,1710,52,3207,670,988,3425,1393,2468,946,2935,74,1526,3383,3383,3383,3383,3383,3383,851,3383,2340,3383,3383,3383,3383,97,3383,3383,3383,3383,2939,1858,2227,422,1393,1471,1393,1858,1858,3383,1858,3077,1393,2609,1858
82,3905,898,641,2789,778,1157,2120,2120,5294,2120,2120,2120,2120,2120,2120,2120,2120,2120,700,1285,2120,2120,2120,2120,2120,2120,5294,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,5294,2120,2120,2120,2120,2120,3108,2120,2120,2120
83,3905,898,585,2132,1044,1157,2709,1157,1570,2120,1785,2120,2120,2120,2120,2120,2120,2120,700,585,2120,2120,2120,2120,2120,2120,700,2120,2120,2120,700,2120,2120,2120,1802,2120,2120,585,2120,2120,2120,1802,1802,6460,3454,1802,1802
84,4002,604,2996,3363,3345,1986,1804,2733,46,3363,3154,3154,2733,2733,2733,2605,2733,2605,2605,2605,320,2605,659,129,965,2913,2605,965,129,965,965,129,965,659,659,659,1445,659,2810,659,659,3412,122,659,659,1876,3412
85,2139,2594,2257,3766,6014,732,3956,156,1572,965,4813,865,2151,2151,865,1963,2151,2605,1963,1963,1963,1963,865,1963,1581,1963,1963,865,1963,865,2151,2913,1963,1963,1963,865,1963,865,2151,865,2151,1963,1963,865,865,1963,1963
86,1077,604,671,865,2167,865,744,465,1895,865,176,176,176,176,176,1963,176,2605,176,176,176,176,176,176,1581,1581,1194,1963,965,176,3412,1847,1581,2365,1581,379,1445,865,965,1194,3412,3412,965,3412,965,2365,3412
87,1077,1850,3559,75,2167,2346,3496,3496,3496,67,3154,3496,3496,3496,948,948,948,948,67,67,67,67,67,67,1520,1455,1928,1343,75,67,3496,75,67,75,75,67,67,3496,67,67,3496,67,232,67,67,3496,67
88,2139,604,3559,75,2289,1343,1391,3148,1895,3148,1071,1895,1071,1071,479,491,1071,1071,1071,1009,1071,2292,3148,1343,1343,2292,1071,1350,75,1343,2397,1071,1071,75,2292,75,1601,161,2292,2292,2292,161,1343,75,3148,491,1173
89,3905,1320,4554,2872,7009,2361,2833,208,3489,1106,2833,1895,1895,2178,3489,67,2475,2475,1392,488,2475,2913,2475,2050,2050,1637,3489,2981,67,2913,1960,2913,488,2913,2712,465,4268,67,2346,1098,3528,379,2981,379,479,726,379
90,1077,2594,3559,3363,1443,2397,1391,3154,3154,865,320,1861,17,1391,3345,1375,1391,3154,3154,3154,3154,3154,3345,3345,1391,3154,1391,3154,2215,3154,3154,2140,3154,1391,3345,1391,1128,3154,1391,3154,3154,3154,1391,2215,3154,3154,3345
91,1077,2594,2257,865,2167,2397,3647,893,2397,3075,3075,338,3647,1804,3647,893,893,2063,1861,2397,1861,893,3647,3647,2397,2397,2919,893,1861,1861,256,893,3766,2913,2919,893,1572,1339,1120,2919,2397,2913,893,2397,2397,2397,2397
92,3553,1850,3559,75,2167,223,3956,2810,2361,2397,542,2247,457,2247,1547,2247,2846,1375,1375,2247,1774,480,2774,1590,1774,1774,1774,1774,2774,2774,2708,1250,1774,1774,1250,542,1774,2708,1250,1250,3155,2708,1250,2708,1641,2708,2708
93,2139,1558,1979,3791,2289,732,2221,1979,12,1870,3582,2186,6909,70,6062,1908,6909,1905,1913,6909,5201,12,6909,1563,3056,1929,2019,6909,2019,2019,1039,6909,2125,2333,1603,4474,4474,1196,3639,3639,3639,566,2694,3955,2125,566,5760
94,2588,4735,4820,4152,5264,6668,4249,4547,3990,3990,4470,5458,4233,3990,4233,4233,4506,2588,2588,6203,3732,4114,4233,2588,4233,2588,2588,2588,2277,7026,330,2588,2588,2588,6765,4758,2588,2588,4758,4758,4758,4803,4803,3751,6765,4114,1180
95,1224,1087,296,2625,137,265,1924,2448,2588,1460,502,4955,2771,981,2771,1883,5119,3985,1239,2588,1239,1239,1239,3985,1231,55,1239,1311,1231,55,1239,2588,55,2588,55,6294,2588,55,1585,1239,1483,55,1311,1239,1239,2588,2588
96,1527,1558,6459,3305,1458,628,2221,2277,2277,2277,2289,2277,2289,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,4474,2277,2277,2277,2277,2277,2277,2277,3639,2277
97,1527,136,6459,3201,3441,628,128,3478,5386,5386,12,128,2908,6534,6534,628,2277,12,1180,1180,2908,2908,2006,2006,2006,2006,628,2006,2277,2006,97,2006,2289,2006,2006,2006,6534,1965,2277,628,628,2277,1311,2277,628,2588,2277
98,1527,1558,6459,3305,4352,2616,3423,2277,2277,2277,6573,2828,6534,2277,6534,2277,2277,6534,2095,4114,5696,2277,6534,2277,2277,6534,2277,6534,2277,2277,2277,6534,2277,2277,2277,1474,2277,2181,2277,2277,2277,2277,1474,2277,2694,2277,2277
99,1224,604,296,923,385,3471,2198,1501,3291,724,2261,3448,2261,2339,724,724,2198,385,5623,786,1094,1094,3322,786,3471,2539,786,2385,2994,786,3053,559,1527,6738,2499,2198,2672,3053,2672,993,3339,2672,559,3339,799,2672,799
100,6955,2249,6228,917,1655,629,1195,5423,6092,5423,4592,5423,2465,6962,6962,630,4284,1745,2820,630,4938,1976,1976,3190,2259,743,2259,2820,5836,2465,2631,630,1101,2259,3190,3190,2259,2259,630,1101,2259,1878,2259,2259,3219,447,3190
