ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48
32,592,31,187,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
33,53,34,335,29,807,747,765,486,583,747,403,747,797,632,794,807,196,807,196,807,807,549,794,794,807,489,794,807,807,807,794,794,794,807,118,356,356,325,356,28,185,185,356,794,185,28,185,356,185
34,671,19,19,100,321,321,177,321,321,177,100,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,356,321,798,321,321,185,185,356,321,321,321,185,321,321
35,323,459,665,434,22,139,321,634,321,411,390,665,411,778,125,660,448,728,428,321,794,321,434,583,321,778,194,194,321,321,194,321,36,321,118,356,356,325,356,28,185,185,356,36,185,28,185,356,185
36,148,754,309,30,30,366,30,35,270,35,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
37,395,217,44,781,119,379,379,119,224,14,14,224,14,14,14,14,14,14,14,287,270,14,14,14,270,270,270,14,270,270,270,270,270,270,270,356,356,325,356,270,270,185,356,270,270,270,270,270,185
38,630,196,16,394,394,314,115,115,115,115,115,163,115,145,115,308,115,115,115,115,115,115,222,338,308,115,115,115,115,338,338,211,338,115,118,356,356,325,356,28,185,185,356,277,185,28,185,356,185
39,689,46,331,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
40,131,340,93,184,223,28,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,356,185
41,557,338,138,400,274,605,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,325,166,28,166,166,356,166,185,28,185,356,166
42,392,604,401,771,65,298,28,28,791,725,791,151,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,185,356,28,185,28,28,356,185
43,389,383,83,28,79,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
44,300,450,717,3,28,28,28,28,28,28,28,168,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,130,130,130,130,130,130,130,130,160,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,402,332,183,323,130,149,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,354,130,130,130,130,130,130,130,118,356,356,325,356,28,185,185,356,130,185,28,185,356,185
47,66,287,245,309,206,206,162,297,297,297,32,297,297,297,32,297,121,130,121,130,32,223,303,130,130,130,223,32,121,130,223,75,223,130,118,356,356,325,356,28,185,185,356,130,185,28,185,356,130
48,161,376,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,28,161,356,185
49,217,377,392,319,388,20,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,207,207,161,207,207,207,161,4,161,161,161,207,103,161,356,207,356,28,185,185,103,103,185,4,161,4,103
50,190,80,161,103,377,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
51,346,82,59,207,161,161,207,161,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,356,207,207,356,207,207,207,356,207,221,221,207,207,185
52,101,647,182,333,140,3,207,207,103,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,356,207,207,356,207,207,207,356,207,185,207,185,207,185
53,779,318,88,207,207,207,207,207,207,301,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,28,207,207,207
54,363,107,717,84,343,16,16,172,397,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,356,16,356,16,185,16,16,16,185,16,185,356,185
55,584,619,678,84,20,16,321,114,750,114,678,114,16,16,16,678,735,114,114,16,605,678,114,16,114,605,16,16,605,16,16,16,16,16,16,16,356,16,356,28,185,185,356,16,185,28,185,356,185
56,317,156,270,421,107,612,797,612,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,118,16,356,325,356,28,16,185,356,16,185,28,185,356,185
57,101,102,26,223,223,635,367,518,367,367,518,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,28,367,367,367
58,423,134,45,228,325,45,45,228,228,45,45,45,45,45,45,228,108,19,45,45,108,45,353,228,283,108,353,549,45,45,108,45,316,45,118,356,356,325,356,28,185,185,356,322,342,28,185,356,185
59,314,296,50,136,197,367,28,681,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,118,367,367,325,367,28,185,367,356,367,185,28,185,356,185
60,429,620,3,71,150,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,36,36,95,95,36,36,95,95,218,100,95,118,356,356,325,356,28,95,185,356,95,185,28,185,356,185
61,372,789,6,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,185,185,95,95,185,95,95,95,95
62,576,342,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,395,95,95,95,95,95,95,95,95,95,118,95,356,95,36,95,95,95,356,95,95,95,95,95,95
63,317,14,335,308,385,58,58,58,58,263,58,269,58,88,88,24,24,263,179,88,179,58,58,58,58,58,263,58,58,58,58,58,58,58,400,58,356,325,58,58,185,185,356,40,185,58,185,356,185
64,570,174,95,339,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
65,440,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,102,364,472,256,373,66,66,66,66,66,66,335,335,335,66,66,66,66,66,66,335,66,335,66,66,66,66,335,66,66,66,335,66,66,66,66,66,66,66,66,185,66,66,66,66,28,185,356,185
67,615,86,5,376,99,66,66,66,376,66,66,66,126,376,66,345,317,66,180,66,71,317,66,376,66,66,317,123,66,376,66,376,44,732,118,356,356,325,356,28,185,185,356,732,185,28,185,356,185
68,653,307,706,9,168,690,123,123,123,123,123,123,37,355,690,690,222,355,126,66,66,66,66,66,66,66,690,66,66,66,66,107,66,317,66,356,66,325,356,66,185,66,356,66,185,28,185,66,66
69,13,313,192,45,222,734,548,123,222,196,222,259,196,222,222,222,66,222,222,222,222,222,222,222,222,222,173,676,222,222,333,222,222,13,222,356,222,222,222,378,773,337,342,222,222,28,676,222,185
70,653,74,350,45,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,222,181,181,145,181,259,259,181,181,259,181,118,356,356,222,356,259,185,185,660,222,185,28,185,356,185
71,651,363,403,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
72,599,323,363,290,14,136,179,179,179,136,261,35,27,136,81,27,136,27,27,136,392,392,27,27,27,27,392,27,392,27,392,392,136,392,118,356,392,325,356,28,185,185,356,392,185,28,185,356,185
73,323,358,229,98,250,250,197,377,197,184,184,184,184,184,204,27,27,27,27,71,27,27,27,27,27,27,27,27,27,27,27,27,27,27,118,356,356,325,356,28,185,185,356,27,185,28,185,356,185
74,186,54,35,6,46,244,354,354,124,244,244,244,637,244,637,637,637,354,118,20,637,147,354,171,27,157,132,20,136,136,155,136,244,27,118,356,356,325,356,28,185,185,356,27,185,28,185,356,185
75,49,400,107,256,30,8,260,252,106,106,8,8,8,8,8,8,111,21,8,111,8,29,8,111,111,111,111,111,111,111,111,111,111,8,118,356,356,325,356,28,185,185,356,34,185,28,185,356,185
76,11,197,387,6,171,8,131,252,8,8,8,8,8,8,8,8,8,8,8,284,8,312,8,8,8,8,284,8,284,8,118,8,8,70,118,356,356,325,356,28,185,185,356,8,185,28,185,356,185
77,343,311,104,132,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,185,8,8,8,8
78,171,808,651,83,300,124,331,331,331,331,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
79,427,38,233,153,62,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,359,38,38,38,38,3,38,38,38,38,356,38,325,38,28,185,185,38,38,185,38,185,38,185
80,175,166,681,740,62,108,217,217,348,62,389,167,167,2,332,276,359,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
81,539,543,178,213,213,309,391,100,100,100,100,100,100,100,100,100,100,100,177,100,100,100,100,702,177,100,760,177,100,391,147,177,147,100,118,356,100,325,356,28,185,185,356,760,185,28,185,356,185
82,118,309,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,602,298,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,280,3,296,380,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,28,393,393,393
85,612,393,722,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,196,403,671,393,421,376,259,393,690,393,243,393,243,243,243,243,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,185,393,393,393,393,28,393,393,393
87,103,376,376,259,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
88,407,186,356,66,473,376,376,376,376,376,376,376,376,183,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
89,121,123,338,150,296,380,62,355,376,9,168,9,9,376,376,376,133,126,133,168,168,376,376,168,345,376,376,376,376,376,376,376,393,393,118,376,356,325,356,28,185,185,356,376,185,28,185,356,185
90,608,690,3,13,259,259,133,99,99,99,296,159,99,99,376,99,99,403,99,99,99,99,99,403,403,403,403,99,99,99,133,99,376,403,118,356,99,325,99,28,185,376,288,288,185,28,185,356,185
91,211,161,133,66,280,99,376,421,259,99,296,99,99,99,296,99,393,296,99,99,99,99,99,421,99,99,99,99,99,99,37,123,99,393,99,356,99,325,356,28,185,185,356,99,185,28,185,356,185
92,402,160,789,690,259,159,196,159,159,159,222,159,159,159,159,159,159,159,159,159,159,159,159,159,159,196,123,196,159,196,123,196,196,196,123,356,356,196,356,28,185,185,356,99,185,28,196,123,185
93,181,86,86,86,86,86,729,86,86,403,86,86,86,86,86,177,86,45,548,86,86,86,86,86,86,99,86,86,86,548,86,86,86,108,142,86,86,86,86,86,86,86,86,620,86,569,86,709,139
94,804,508,518,463,722,722,722,722,722,722,722,722,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,118,356,356,86,356,28,185,185,356,86,185,86,185,356,185
95,780,251,21,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,177,19,134,342,342,177,342,342,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,356,273,698,273,273,273,273,273,273,273,752,273,273,273
97,177,353,572,134,429,273,342,177,177,177,273,273,273,273,273,657,620,273,273,548,273,273,273,273,273,134,273,177,273,273,273,273,86,86,118,356,356,459,356,86,185,185,273,273,86,86,273,273,273
98,321,273,594,36,429,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,539,273,273,273,273,231,273,356,273,243,273,273,273,273,273,273,36,273,273,273,273
99,87,19,147,192,224,191,191,398,189,398,0,191,398,36,189,398,189,189,210,189,398,189,400,400,398,398,398,398,398,398,398,398,398,224,118,356,356,325,398,28,185,185,398,398,185,398,185,356,185
100,374,210,24,519,345,761,761,345,662,777,662,41,630,662,342,662,214,128,412,412,162,412,412,630,412,128,162,128,412,777,162,128,218,412,118,356,356,325,356,28,185,185,356,82,185,28,185,356,185
101,191,257,794,794,398,230,398,48,48,74,48,398,398,794,398,794,794,377,794,794,48,377,794,377,126,398,794,94,794,377,377,794,94,94,118,356,356,325,356,28,185,185,356,377,185,28,185,356,185
102,263,390,224,173,36,198,400,395,386,353,82,353,353,82,353,353,353,353,353,82,353,353,193,353,353,382,353,82,82,374,401,30,170,353,118,356,356,325,356,28,185,185,356,374,185,28,185,356,140
103,283,379,310,322,322,140,322,322,140,140,140,255,140,140,140,255,255,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
104,545,233,33,322,382,0,184,95,95,195,0,382,805,84,0,705,84,84,84,238,238,238,238,47,238,84,14,49,84,14,170,84,84,14,118,356,356,325,356,28,185,185,356,7,185,28,185,356,185
105,320,55,154,154,85,25,154,311,85,154,85,85,401,85,401,201,85,201,401,284,151,266,85,401,320,154,167,154,154,154,167,244,320,539,118,356,356,325,356,28,185,185,356,154,185,28,185,356,185
106,315,9,166,229,229,77,285,176,2,176,77,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,198,198,176,198,118,356,356,325,356,28,185,185,356,77,185,28,185,356,185
107,85,50,320,198,155,155,155,155,155,383,176,176,9,176,77,176,176,176,176,176,383,197,383,383,176,176,176,176,298,176,9,234,176,298,118,356,356,325,356,28,185,185,356,326,185,28,185,356,185
108,148,159,293,67,345,67,259,676,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,185,67,67,67,67,67,67,67,67
109,227,385,356,376,126,99,676,676,632,137,676,183,676,376,676,676,393,67,183,67,393,67,67,67,67,67,67,67,196,393,99,67,421,67,67,67,67,325,356,67,67,67,67,67,67,28,67,67,67
110,749,164,123,293,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
111,293,396,555,303,364,156,286,286,286,286,286,286,75,53,303,75,303,391,118,102,286,286,278,286,286,286,127,391,102,323,286,286,286,286,118,356,356,325,356,28,185,185,356,286,185,28,185,356,185
112,297,322,22,96,620,96,286,286,286,286,194,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,356,286,286,286,28,185,286,356,351,185,28,185,286,185
113,284,581,224,136,118,286,20,20,20,339,22,22,22,339,286,22,22,22,22,286,22,286,22,22,286,22,286,286,286,286,22,286,286,286,286,286,286,286,286,28,286,185,356,286,185,286,185,286,286
114,256,187,347,75,580,347,102,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
115,308,211,532,156,156,263,184,184,184,213,286,75,339,102,351,102,162,162,130,130,131,131,131,339,131,131,131,213,130,131,130,131,130,130,118,356,356,325,356,28,185,185,356,131,185,28,185,356,185
116,458,292,130,224,366,65,100,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,28,131,131,131,131,131,131,131,131,131
117,368,6,162,255,282,71,71,71,71,80,811,80,587,229,587,587,365,464,587,112,80,464,464,587,464,71,606,502,362,464,387,464,373,365,118,356,356,325,356,28,185,185,356,502,185,28,185,356,185
118,17,371,274,274,274,274,274,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
119,375,159,224,400,160,278,278,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,356,365,365,365,365,365,365,365,365,365,365,365,365
120,704,373,506,246,68,800,370,649,389,194,649,174,284,194,194,194,389,389,194,389,194,194,389,389,389,389,194,513,194,206,690,389,690,323,118,356,356,325,356,28,185,185,356,206,185,28,185,356,185
121,100,7,120,28,111,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
122,533,287,201,188,65,111,269,111,111,111,531,583,531,531,771,583,583,583,583,583,583,583,505,771,593,593,583,583,583,583,269,797,583,372,118,356,356,325,356,28,185,185,356,346,185,28,185,356,185
123,784,236,363,14,83,14,341,253,341,341,14,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,286,321,118,356,286,325,356,28,286,185,356,286,185,28,185,356,185
124,243,399,286,364,102,115,300,88,88,182,179,306,38,38,30,314,334,148,148,47,147,297,279,297,223,121,297,323,580,223,297,147,248,323,118,356,356,325,356,28,185,185,356,677,185,28,185,356,185
125,288,191,16,212,14,14,341,341,14,341,14,341,341,341,341,341,341,341,341,100,341,341,341,341,341,341,341,341,341,341,341,297,341,341,118,356,356,325,356,28,185,185,356,235,185,28,185,356,185
126,264,218,329,143,251,318,115,115,241,375,115,241,216,241,285,241,241,285,241,736,241,241,285,241,257,257,736,241,241,53,257,241,127,329,118,356,356,325,356,28,185,185,356,241,185,28,185,356,185
127,430,206,274,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
128,284,245,225,88,88,12,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
129,368,269,129,337,31,171,171,340,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
130,233,193,298,320,171,92,92,320,171,92,171,92,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,28,185,171,171,171,171,171,185,171,185
131,178,410,121,360,256,239,171,26,171,239,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
132,345,124,345,345,89,72,336,335,345,336,259,345,403,403,259,259,259,336,355,259,259,259,336,259,259,259,259,259,259,259,259,293,259,175,118,356,356,325,259,259,185,185,259,259,185,28,185,356,185
133,259,159,259,14,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,118,259,259,259,356,259,259,259,356,259,185,259,259,259,259
