ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14
118,84,53,391,387,96,307,165,388,388,365,365,365,365,365,365
119,116,15,404,185,807,32,388,365,365,365,365,365,365,365,365
120,357,53,39,299,57,323,22,384,690,211,525,214,206,211,206
121,231,53,328,588,384,384,384,384,384,384,384,384,384,384,384
122,191,200,437,339,73,238,170,208,583,224,484,483,384,484,483
123,189,88,436,195,238,14,341,308,341,341,341,341,341,341,341
124,176,15,717,367,102,102,295,323,96,194,314,297,132,297,297
125,154,66,531,280,367,16,95,341,341,341,341,341,341,341,341
126,88,261,751,86,53,241,251,251,241,241,257,241,241,241,367
127,398,171,30,372,88,88,88,88,88,88,88,88,88,88,88
128,88,261,104,42,73,338,88,88,88,88,88,88,88,88,88
129,171,6,306,337,32,171,171,171,171,171,171,171,171,171,171
130,273,15,289,296,262,171,171,171,171,171,171,171,171,171,171
131,153,88,562,206,237,171,171,171,171,171,171,171,171,171,171
132,366,261,791,297,336,402,355,183,259,259,259,355,259,259,259
133,259,171,752,0,296,133,376,259,330,259,259,259,259,259,259
134,317,80,259,321,399,183,259,293,421,336,335,259,259,259,259
135,136,12,237,690,541,21,314,114,338,193,314,232,232,232,232
136,13,15,548,292,96,351,267,318,351,223,267,351,351,223,166
137,288,197,491,336,114,314,314,314,314,232,314,232,232,232,232
138,90,368,31,1,14,124,188,188,252,252,90,90,90,90,90
139,793,53,175,145,136,90,779,779,90,90,90,90,90,90,90
140,129,321,512,284,77,129,326,120,90,506,90,90,90,90,90
141,102,12,30,80,339,102,102,102,102,102,102,102,102,102,102
142,102,256,79,81,335,263,102,102,102,102,102,102,102,102,102
143,52,347,182,191,319,257,381,297,102,102,102,102,102,102,102
144,479,368,709,241,218,342,342,86,342,342,342,342,342,342,342
145,261,261,585,241,218,203,203,203,203,362,342,342,342,342,342
146,342,323,682,444,139,115,273,273,273,203,139,273,342,342,342
147,97,53,372,237,192,237,237,237,237,237,237,237,237,237,237
148,95,53,723,88,268,237,237,237,237,237,237,237,237,237,237
149,224,347,166,340,309,237,237,237,237,237,237,237,237,237,237
150,7,12,375,185,96,166,185,7,7,7,7,7,7,7,7
151,176,53,807,237,366,112,379,7,7,7,7,7,7,7,7
152,79,261,664,25,250,7,7,7,7,7,7,7,7,7,7
153,141,53,388,208,206,206,206,206,206,206,206,206,206,206,206
154,206,593,629,123,206,206,206,206,206,206,206,206,206,206,206
155,559,499,71,166,131,206,206,206,206,206,206,206,206,206,206
156,336,231,561,474,211,32,3,48,284,496,3,32,352,3,352
157,239,15,195,65,186,352,352,352,352,352,352,352,352,352,352
158,352,15,389,360,352,352,352,352,352,352,352,352,352,352,352
159,273,80,190,28,357,357,357,357,357,357,357,357,357,357,357
160,347,261,694,317,181,377,357,357,143,357,357,357,357,357,357
161,368,261,223,194,156,144,194,339,357,357,357,357,357,357,357
162,368,15,162,141,104,76,130,46,46,46,46,46,46,46,46
163,363,323,333,309,368,129,173,173,153,173,153,153,153,511,153
164,46,12,766,8,240,352,69,352,244,352,46,46,46,46,46
165,75,130,804,370,476,345,72,72,72,123,403,345,345,72,345
166,784,43,221,786,345,345,345,345,345,345,345,345,345,345,345
167,345,259,345,742,476,345,345,345,345,345,345,345,345,345,345
168,285,15,701,400,400,66,285,285,285,285,285,285,285,285,285
169,275,53,219,380,285,285,285,285,285,285,285,285,285,285,285
170,368,140,490,181,194,306,403,227,251,3,227,341,301,285,285
171,66,53,752,165,324,298,180,652,180,397,343,343,343,343,343
172,74,53,672,153,85,343,343,343,343,343,343,343,343,343,343
173,231,15,351,209,221,9,311,343,343,343,343,343,343,343,343
174,359,53,471,9,180,38,38,299,359,299,359,359,359,359,359
175,191,29,571,343,180,359,17,151,359,151,359,151,359,151,359
176,171,12,553,55,221,17,69,17,359,85,85,359,2,359,359
177,341,12,749,231,100,111,100,100,702,620,382,620,253,100,100
178,195,53,756,103,100,100,100,100,100,100,100,100,100,100,100
179,283,231,806,334,148,149,303,234,100,100,100,100,100,100,100
180,283,368,695,385,269,301,80,339,283,260,283,283,283,283,283
181,7,12,283,339,88,353,342,53,177,342,342,342,218,203,306
182,174,323,793,339,23,283,283,283,283,283,283,283,283,283,283
183,356,203,143,143,19,251,390,251,390,390,123,214,690,356,356
184,356,53,278,403,729,356,115,390,115,115,356,356,356,356,356
185,312,12,572,356,78,356,356,356,356,356,356,356,356,356,356
186,273,27,213,280,21,80,113,113,113,113,113,113,113,113,113
187,237,12,339,250,3,3,321,342,391,32,32,158,113,113,113
188,82,261,303,385,380,254,254,254,113,113,113,113,113,113,113
189,80,53,7,323,142,274,274,274,274,274,274,274,274,274,274
190,274,347,747,10,129,335,274,89,335,274,162,274,274,274,274
191,329,231,569,111,208,274,274,274,274,274,274,274,274,274,274
192,274,53,384,678,236,193,193,501,501,313,501,501,501,347,173
193,261,67,550,384,383,158,52,52,52,52,52,52,52,52,52
194,102,15,511,556,211,3,52,52,52,52,52,52,52,52,52
195,338,15,71,338,338,338,338,338,16,394,16,114,16,16,338
196,261,53,705,735,338,74,74,74,338,338,338,338,338,338,338
197,357,15,224,449,248,142,363,229,195,195,195,195,377,195,195
198,189,241,96,48,387,247,234,189,567,114,189,234,189,189,567
199,341,285,493,192,321,189,73,207,189,189,189,189,189,189,189
200,261,261,187,189,189,189,189,189,189,189,189,189,189,189,189
201,399,255,364,283,229,34,34,34,34,34,34,34,34,34,34
202,8,53,252,11,34,34,34,34,34,34,34,34,34,34,34
203,32,53,770,283,269,255,152,57,65,49,34,34,34,34,34
204,69,203,467,108,204,69,69,69,69,69,69,69,69,69,69
205,69,53,320,74,204,69,69,69,69,69,69,69,69,69,69
206,231,53,335,324,298,298,69,69,69,69,69,69,69,69,69
207,369,240,79,369,369,369,369,369,369,369,369,369,369,369,369
208,286,171,196,394,233,137,369,369,369,369,369,369,369,369,369
209,261,53,299,118,348,369,369,369,369,369,369,369,369,369,369
210,185,185,719,279,247,224,185,185,185,185,185,185,185,185,185
211,185,185,654,590,0,98,185,185,185,185,185,185,185,185,185
212,185,705,638,76,112,98,391,373,121,185,185,185,185,185,185
213,357,347,3,184,395,395,395,395,395,395,395,395,395,395,395
214,357,53,159,218,381,395,395,36,395,103,674,674,391,395,395
215,53,321,395,318,381,395,395,395,395,395,395,395,395,395,395
216,737,53,220,162,156,263,157,156,156,156,156,156,156,156,156
217,131,323,678,339,322,168,156,156,156,156,156,156,156,156,156
218,283,174,35,92,211,160,129,160,58,160,156,174,156,156,156
219,243,259,657,714,369,160,160,160,160,160,160,160,160,160,160
220,297,261,160,284,181,316,400,285,377,377,361,636,636,160,13
221,357,261,101,365,126,317,160,126,160,400,400,400,160,160,160
222,323,347,470,229,74,46,129,129,129,46,129,129,129,129,129
223,90,347,775,293,152,31,31,129,129,129,31,31,129,129,31
224,27,53,264,158,124,66,129,129,129,129,129,129,129,129,129
225,250,80,86,319,4,53,241,241,241,241,241,241,241,241,241
226,102,261,573,241,318,241,318,241,241,241,241,241,241,241,241
227,52,80,251,462,23,241,241,241,143,241,241,241,241,241,241
228,233,15,583,73,111,88,211,334,88,224,264,264,264,264,264
229,53,12,665,319,399,45,145,145,31,145,145,145,145,337,264
230,264,53,776,308,143,248,30,30,264,143,264,264,264,264,264
231,170,140,776,170,170,170,170,170,170,170,170,170,170,170,170
232,96,389,57,269,328,170,170,170,170,170,170,170,170,170,170
233,170,130,285,369,261,501,195,195,211,75,211,595,595,132,75
234,184,751,184,365,184,95,184,112,184,184,184,245,184,184,184
235,184,98,459,247,140,14,184,184,184,184,184,268,184,184,184
236,184,719,466,291,245,391,184,184,184,184,184,184,184,184,184
237,207,171,32,374,284,156,124,124,124,124,124,124,124,124,124
238,124,124,661,124,124,124,124,124,124,124,124,124,124,124,124
239,397,222,7,77,348,124,124,124,124,124,124,124,124,124,124
240,400,171,205,135,84,71,71,370,71,71,71,71,71,71,71
241,66,222,810,164,117,21,234,169,188,372,206,32,372,284,284
242,192,347,758,88,3,261,194,257,332,45,332,332,382,332,332
243,263,222,60,263,140,241,78,263,263,263,263,263,263,263,263
244,15,347,680,273,257,257,263,263,263,263,263,263,263,263,263
245,231,368,479,192,257,263,263,263,263,263,263,263,263,263,263
246,191,53,275,751,576,23,647,128,191,191,191,191,191,191,191
247,191,347,362,80,115,23,190,190,191,191,191,191,191,191,191
248,384,12,279,286,251,318,191,191,191,191,191,88,191,191,191
249,75,365,179,100,148,319,385,385,103,385,385,385,385,385,257
250,129,53,594,188,281,256,256,256,256,256,256,256,256,256,256
251,257,12,400,225,260,256,256,256,256,256,256,256,256,256,256
252,810,15,55,76,317,293,293,293,293,293,293,293,293,293,293
253,293,15,32,99,288,67,476,293,293,196,160,72,293,160,293
254,56,261,416,22,293,293,380,293,293,293,293,293,293,293,293
255,348,376,108,343,56,56,56,56,56,56,56,56,56,56,56
256,231,53,74,154,85,56,56,56,56,56,56,56,56,56,56
257,12,261,645,153,180,298,56,56,56,56,56,56,56,56,56
258,15,130,366,366,275,400,361,361,400,400,400,207,399,399,399
259,19,283,23,399,259,354,399,399,399,399,399,399,399,399,399
260,34,399,372,308,330,333,319,399,399,399,399,399,399,399,399
261,171,166,369,1,266,331,331,331,331,331,331,331,331,331,331
262,321,261,205,233,92,354,186,331,331,331,331,331,331,331,331
263,216,12,662,156,233,331,331,331,331,331,331,331,331,331,331
264,191,347,275,79,256,400,400,400,400,400,400,400,400,400,400
265,38,53,665,139,86,301,301,327,361,49,49,388,400,377,400
266,71,67,615,360,131,400,400,400,400,400,400,400,400,400,400
267,357,53,212,517,740,382,800,115,115,128,115,128,128,128,128
268,128,399,540,414,86,177,177,671,321,503,128,128,128,128,128
269,262,261,128,631,524,364,524,128,128,128,128,128,128,128,128
270,46,321,182,184,248,248,248,150,248,248,248,248,248,248,248
271,207,80,502,689,253,258,134,382,382,382,248,382,248,248,248
272,331,53,194,192,248,195,195,248,245,248,248,248,248,248,248
273,80,261,405,11,605,118,118,118,118,118,118,118,118,118,118
274,342,203,175,89,697,118,118,118,118,118,118,118,118,118,118
275,118,12,85,363,8,118,118,118,118,118,118,118,118,118,118
276,529,53,440,279,166,14,268,96,32,96,96,96,96,96,96
277,19,203,583,14,164,96,274,96,96,96,96,96,96,96,96
278,53,53,177,83,130,119,353,292,292,292,96,96,323,96,96
279,152,80,95,79,178,290,255,152,377,152,152,152,152,152,152
280,152,8,736,146,161,161,34,129,34,274,152,274,152,152,152
281,400,347,285,132,187,371,400,400,463,400,400,309,388,152,152
282,336,53,264,391,52,214,214,214,214,246,155,246,214,104,246
283,259,321,156,246,246,246,72,72,72,551,246,180,246,246,444
284,156,99,479,223,320,299,320,246,246,246,246,246,246,320,246
285,365,84,568,3,381,161,314,314,84,322,322,84,84,84,84
286,88,203,365,291,31,12,14,0,322,322,61,84,84,84,84
287,46,347,197,285,384,735,245,335,66,401,335,105,84,84,84
288,264,53,390,396,295,339,339,339,339,339,339,339,339,339,339
289,339,115,98,405,306,245,231,75,339,339,339,339,339,339,339
290,323,53,477,283,274,339,346,346,339,339,339,339,339,339,339
291,222,53,433,158,158,158,158,158,158,158,158,158,158,158,158
292,171,347,753,158,158,158,158,158,158,158,158,158,158,158,158
293,8,53,569,208,78,158,3,158,158,158,158,158,158,158,158
294,395,15,366,30,329,115,78,78,203,78,78,78,78,78,78
295,10,53,447,386,295,400,203,283,203,78,78,78,78,78,78
296,459,53,615,333,273,399,139,36,40,330,78,78,78,78,78
297,262,268,105,170,262,262,262,262,262,262,262,262,262,262,262
298,16,8,730,20,267,262,262,262,262,262,262,262,262,262,262
299,156,261,13,262,262,262,262,262,262,262,262,262,262,262,262
300,352,53,556,329,179,179,179,179,179,179,179,179,179,179,179
301,28,53,256,366,399,49,49,49,179,179,179,179,179,179,179
302,375,321,179,129,301,179,179,179,179,179,179,179,179,179,179
303,29,53,353,292,289,71,350,462,358,289,29,29,29,29,29
304,357,15,433,252,387,77,358,29,29,29,29,29,29,29,29
305,250,15,701,322,313,192,29,29,29,29,29,29,29,29,29
306,405,294,718,54,245,306,208,140,97,385,297,294,294,294,294
307,34,96,678,297,360,191,334,28,28,294,294,294,294,294,294
308,339,12,190,260,70,361,361,347,347,361,347,294,294,294,294
309,35,231,754,138,211,142,142,74,74,74,74,74,180,167,74
310,404,15,495,145,284,234,38,173,313,347,394,288,74,74,74
311,74,261,377,259,595,74,153,74,74,74,74,74,74,74,74
312,32,15,626,555,344,389,65,65,65,65,392,389,389,389,389
313,398,170,340,89,337,389,389,389,389,389,389,389,389,389,389
314,389,53,65,69,64,57,325,389,389,389,389,389,389,389,389
315,404,131,710,84,106,404,404,404,404,404,404,404,404,404,404
316,713,104,376,165,360,404,371,404,404,404,404,404,404,404,404
317,357,347,132,156,214,404,404,404,404,404,404,404,404,404,404
318,347,261,780,399,395,385,381,308,381,381,308,308,308,308,308
319,308,15,314,399,399,385,385,385,385,308,308,308,308,308,308
320,619,161,596,148,274,247,188,188,95,95,308,308,341,308,308
321,53,84,486,179,292,493,517,292,292,292,292,292,292,292,292
322,27,95,111,295,224,292,292,289,292,292,292,292,292,292,292
323,223,222,693,807,292,289,583,292,292,292,292,292,292,292,292
324,77,255,359,641,55,289,341,77,466,77,77,77,77,77,77
325,697,77,9,201,311,172,77,77,77,77,77,77,77,77,77
326,398,12,350,358,240,326,77,77,77,77,77,77,77,77,77
327,222,203,401,204,289,250,363,289,289,289,250,250,250,250,250
328,250,270,534,88,6,95,95,220,250,250,250,250,250,250,250
329,118,203,355,186,371,250,250,250,250,250,250,250,250,250,250
330,66,347,618,134,32,37,160,37,37,37,37,37,37,37,37
331,103,347,767,289,37,72,276,37,37,380,37,37,37,37,37
332,262,261,429,513,37,37,37,37,37,37,37,37,37,37,37
333,233,98,630,354,129,233,711,711,353,233,233,233,233,233,233
334,207,12,781,380,219,369,233,233,233,233,233,233,233,233,233
335,233,99,322,380,186,403,380,421,233,233,233,233,233,233,233
336,241,323,407,295,131,361,361,361,361,361,361,361,361,361,361
337,361,96,7,355,97,274,361,361,361,361,361,361,361,361,361
338,102,347,174,303,361,47,361,361,361,361,361,361,361,361,361
339,88,53,636,380,80,115,202,53,59,59,59,59,59,59,59
340,91,53,762,303,428,194,70,70,187,187,388,395,59,59,372
341,286,53,181,179,290,109,59,59,59,59,59,59,59,59,59
342,359,171,487,270,145,145,145,145,145,145,145,145,145,145,145
343,67,347,168,297,145,145,145,145,145,145,145,145,145,145,145
344,145,137,778,62,583,145,145,145,145,145,145,145,145,145,145
345,195,466,474,180,167,300,394,135,135,135,135,135,135,135,135
346,250,3,373,343,180,135,135,135,135,135,135,135,135,135,135
347,135,339,106,229,331,135,135,135,135,135,135,135,135,135,135
348,357,261,509,353,331,242,396,57,57,57,57,57,170,57,57
349,209,53,433,335,164,57,353,396,57,57,57,57,57,57,57
350,696,156,533,96,89,66,229,148,177,211,229,619,229,57,57
351,220,341,714,58,131,78,309,309,309,309,309,309,309,309,309
352,273,102,411,578,35,309,309,309,309,309,309,309,309,309,309
353,77,309,590,247,339,391,309,309,309,309,309,309,309,309,309
354,33,67,130,35,35,35,35,35,35,35,35,35,35,35,35
355,241,347,409,12,308,381,120,35,35,35,35,35,35,35,35
356,35,53,609,804,4,701,53,660,238,479,395,238,35,35,35
357,185,220,94,590,121,12,111,250,220,220,220,220,220,220,220
358,5,209,513,98,791,325,325,325,220,268,220,220,220,220,220
359,140,347,28,326,334,224,220,220,220,220,220,220,220,220,220
360,264,393,127,499,127,127,127,127,127,127,127,127,127,127,127
361,100,398,674,747,16,595,622,406,406,734,734,734,734,734,734
362,158,15,5,390,350,127,127,127,127,127,127,127,127,127,127
363,259,347,648,297,794,216,216,216,216,216,216,216,216,216,216
364,264,347,250,130,105,214,405,303,216,303,216,216,216,216,216
365,75,53,665,364,206,149,303,303,216,303,378,303,216,216,216
366,286,15,388,532,127,250,253,350,350,350,388,350,350,350,350
367,176,321,77,373,49,723,511,249,95,620,382,499,483,292,292
368,400,53,763,477,372,36,321,390,321,321,321,350,350,350,350
369,149,15,41,339,149,149,149,149,149,149,149,149,149,149,149
370,127,12,303,80,149,149,149,149,149,149,149,149,149,149,149
371,282,53,149,41,149,149,149,149,149,149,149,149,149,149,149
372,118,207,340,239,322,194,100,396,150,150,150,150,150,150,150
373,412,286,744,150,150,150,150,150,150,150,150,150,150,150,150
374,307,264,676,216,40,774,501,150,150,150,150,150,150,150,150
375,316,102,756,114,316,288,353,351,123,13,636,647,13,13,560
376,498,98,175,493,135,381,89,374,399,299,388,374,319,140,374
377,504,130,87,685,123,548,560,123,685,685,685,685,685,685,385
378,100,368,35,370,25,29,106,358,33,358,358,358,358,358,358
379,286,261,233,250,210,111,34,31,73,73,358,358,358,358,358
380,402,27,567,384,358,358,358,358,358,358,358,358,358,358,358
381,33,432,71,85,74,180,276,300,300,300,300,300,300,300,300
382,652,155,419,320,298,300,300,300,300,300,300,300,300,300,300
383,77,131,799,8,336,590,130,479,453,453,275,275,300,300,300
384,93,53,462,19,102,12,334,41,225,225,41,41,41,41,41
385,103,53,810,671,53,275,275,385,399,41,41,41,41,41,41
386,8,53,88,145,41,286,102,41,275,41,41,41,41,41,41
387,355,53,627,395,701,78,384,194,356,395,257,375,375,13,375
388,341,376,231,103,329,4,115,375,375,375,375,375,375,375,375
389,273,376,665,362,257,88,375,375,375,375,375,375,375,375,375
390,337,367,54,130,210,337,337,337,340,337,337,337,337,337,337
391,16,53,542,713,108,337,337,337,337,337,337,337,337,337,337
392,321,27,163,173,46,337,387,337,337,337,337,337,337,337,337
393,537,527,413,734,353,353,134,134,134,114,16,351,114,593,351
394,135,15,351,159,118,351,22,351,323,351,351,351,351,351,351
395,41,53,101,384,353,351,205,351,20,20,351,351,351,351,351
396,84,207,529,108,135,370,681,324,324,180,180,180,180,180,180
397,156,53,380,399,180,74,180,246,151,750,246,246,180,711,180
398,384,323,289,201,151,180,180,276,180,180,180,180,180,180,180
399,237,261,601,28,389,383,383,383,383,383,383,383,383,383,383
400,784,53,360,383,64,383,383,383,383,383,383,383,383,383,383
401,237,53,245,269,54,383,383,383,383,383,383,383,383,383,383
402,234,15,450,55,298,154,154,154,154,154,154,154,154,154,154
403,154,347,475,17,204,138,154,154,154,154,154,154,154,154,154
404,341,53,10,108,234,154,154,154,154,154,154,154,154,154,154
405,26,53,801,472,147,323,105,105,105,105,105,105,105,105,105
406,149,161,105,360,26,105,105,105,105,105,105,105,105,105,105
407,105,102,698,360,366,105,105,105,105,105,105,105,105,105,105
408,278,53,211,293,259,137,388,365,10,10,88,192,278,278,192
409,102,178,650,153,74,278,278,278,278,278,278,278,278,278,278
410,296,102,553,244,50,31,186,311,170,170,27,27,27,278,394
411,233,53,370,108,204,215,215,215,215,215,215,215,215,215,215
412,374,67,141,397,204,215,215,215,215,215,215,215,215,215,215
413,53,347,271,210,215,215,215,215,215,215,215,215,215,215,215
414,7,102,211,326,252,252,252,252,252,252,252,252,252,252,252
415,201,53,68,123,250,252,252,252,252,252,252,252,252,252,252
416,252,171,594,159,229,220,252,252,252,252,252,252,252,252,252
417,331,15,524,150,187,372,239,239,239,239,239,239,239,239,239
418,171,83,695,60,28,239,239,239,239,239,239,239,239,239,239
419,352,12,339,157,30,239,239,372,372,239,239,239,239,239,239
420,8,15,797,193,193,193,193,193,193,193,193,193,193,193,193
421,176,53,32,469,114,595,469,45,45,45,45,193,193,193,193
422,235,273,289,678,771,771,138,652,652,652,193,193,193,193,193
423,19,261,145,693,19,19,19,19,19,19,19,19,19,19,19
424,399,367,437,346,19,19,19,19,19,19,19,19,19,19,19
425,15,66,181,572,231,177,177,177,19,19,19,19,19,19,19
426,397,593,582,89,359,402,397,276,397,397,397,397,397,397,397
427,108,16,687,72,5,690,159,114,250,288,45,699,690,282,16
428,261,53,338,46,173,397,397,397,397,397,397,397,397,397,397
429,283,66,308,225,303,303,303,303,303,303,303,303,303,303,303
430,357,261,254,676,303,303,303,303,303,303,303,303,303,303,303
