ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11
38,649,299,299,299,299,299,299,299,299,299,299,299
39,187,187,187,187,187,187,187,187,187,187,187,187
40,329,329,600,600,600,600,600,600,600,192,192,192
41,387,387,387,387,387,387,387,387,387,387,387,387
42,633,633,633,633,633,633,633,633,633,633,633,633
43,362,362,362,362,362,362,362,362,362,362,362,362
44,28,28,28,28,28,28,28,28,28,28,28,28
45,130,130,130,130,130,130,130,130,130,130,130,130
46,760,760,384,384,384,384,384,384,384,384,384,384
47,80,80,379,379,379,379,379,379,379,379,379,379
48,144,248,248,248,248,248,248,248,248,248,248,248
49,752,703,703,703,703,703,703,703,703,703,703,703
50,769,769,769,769,769,769,769,769,769,769,769,769
51,281,281,281,281,281,281,281,281,281,281,281,281
52,466,466,314,314,314,369,369,369,369,369,369,369
53,509,132,280,280,280,280,280,280,280,280,280,280
54,287,287,287,287,287,287,287,287,287,287,287,287
55,53,622,494,97,97,53,53,53,53,53,53,53
56,589,513,513,513,513,513,513,513,624,624,624,624
57,394,394,394,394,394,394,394,394,394,394,394,394
58,247,247,50,50,50,50,50,50,50,50,50,50
59,380,231,231,231,231,231,231,231,231,231,231,231
60,132,281,281,281,281,281,281,281,281,281,281,281
61,725,725,725,725,725,725,725,725,725,725,725,725
62,700,577,577,577,577,577,577,577,577,577,577,577
63,164,164,164,164,164,164,164,164,164,164,164,164
64,166,166,166,166,166,166,166,166,166,166,166,166
65,179,19,19,19,19,19,637,637,637,637,637,637
66,459,459,459,459,459,459,459,459,459,459,459,459
67,35,505,471,471,471,471,471,471,471,471,471,471
68,56,704,704,437,437,437,437,437,437,437,437,437
69,581,581,581,581,581,581,581,581,581,581,581,581
70,609,609,609,609,609,609,609,609,609,609,609,609
71,251,251,251,251,251,251,251,251,251,251,251,251
72,234,234,234,142,142,142,142,142,142,142,142,142
73,21,21,21,21,21,21,21,21,21,21,21,21
74,303,252,252,252,616,616,616,616,252,616,616,616
75,190,190,190,190,190,190,190,190,190,190,190,190
76,1,1,199,199,199,199,199,199,199,199,199,199
77,77,215,77,77,77,77,77,77,77,77,77,77
78,30,30,30,30,30,30,149,30,149,149,30,149
79,630,630,308,308,308,308,308,308,308,308,308,308
80,472,472,296,296,296,296,296,296,296,296,296,296
81,312,312,312,312,312,312,525,525,525,525,525,525
82,60,78,78,105,105,105,105,105,105,105,105,105
83,357,132,132,132,132,362,362,362,362,362,362,362
84,203,233,233,233,233,233,233,233,233,233,233,233
85,393,393,393,393,393,393,393,393,393,393,393,393
86,447,393,393,447,447,447,145,393,393,145,145,145
87,159,349,349,349,349,349,349,349,349,349,349,349
88,0,0,0,0,123,123,123,123,256,256,256,256
89,760,691,691,691,691,691,691,691,691,691,691,691
90,321,321,321,321,321,321,321,321,321,321,321,321
91,729,379,379,379,379,379,379,379,379,379,379,379
92,374,253,105,105,105,105,105,105,105,105,105,105
93,86,86,86,86,86,86,86,86,86,86,86,86
94,386,491,722,722,722,722,722,722,722,722,722,722
95,805,805,121,121,121,121,121,121,121,121,121,121
96,572,572,572,572,572,572,572,572,572,572,572,572
97,519,85,85,85,85,85,85,85,85,85,85,85
98,805,805,805,805,805,805,805,805,805,805,805,805
99,763,496,496,496,496,496,496,496,423,423,423,423
100,323,771,771,771,771,771,323,323,323,323,323,323
101,285,285,285,285,285,285,285,285,285,285,285,285
102,356,356,356,356,391,391,391,391,391,391,391,391
103,636,636,636,636,636,636,636,636,636,636,636,636
104,523,523,523,523,523,523,523,523,523,523,523,523
105,479,479,479,479,479,479,479,479,479,479,479,479
106,745,745,745,745,745,745,745,745,745,745,745,745
107,285,285,285,540,540,540,540,540,129,540,129,129
108,287,287,287,287,104,104,104,104,104,104,104,104
109,369,446,446,446,446,446,446,446,446,446,446,446
110,347,407,414,414,707,707,707,707,707,707,707,707
111,221,221,221,221,221,221,221,221,221,221,221,221
112,43,121,121,121,121,121,121,121,121,121,121,121
113,363,363,363,725,725,725,725,725,725,725,725,725
114,522,522,522,522,293,293,293,293,293,293,748,748
115,323,323,323,323,323,323,323,323,323,323,323,323
116,105,105,105,105,105,105,105,105,105,69,332,332
117,419,189,189,189,189,189,189,189,189,189,189,25
118,761,761,629,629,629,629,629,629,629,629,629,629
119,807,316,316,215,160,160,580,580,580,580,580,580
120,288,730,730,730,730,730,730,730,730,730,730,730
121,231,231,26,26,26,26,26,26,746,746,746,746
122,543,543,287,287,287,287,287,287,287,287,287,287
123,665,84,84,84,84,665,665,665,665,665,665,665
124,195,195,195,322,322,322,322,322,322,322,322,322
125,333,333,333,333,69,69,69,69,69,69,69,69
126,651,573,573,573,573,573,573,573,573,573,573,573
127,308,308,325,325,325,325,325,325,325,325,325,325
128,102,492,492,492,108,108,108,108,108,108,108,108
129,98,166,166,166,166,166,166,166,166,166,166,166
130,137,137,137,137,137,137,137,137,137,137,137,137
131,149,149,149,79,79,79,79,79,79,79,79,79
132,556,290,290,348,348,290,290,290,290,290,290,290
133,182,20,566,566,566,566,566,566,566,566,566,566
134,805,805,805,805,805,805,805,207,207,207,207,207
135,312,312,312,9,9,9,9,9,9,9,446,509
136,792,792,776,776,776,776,776,776,776,776,776,776
137,634,634,204,49,49,204,204,204,507,507,507,507
138,268,268,268,735,735,735,735,735,735,735,735,735
139,465,465,465,465,465,465,465,465,465,465,465,465
140,723,807,807,807,432,723,723,723,723,723,723,723
141,679,679,679,679,766,766,766,766,766,766,766,766
142,624,624,624,624,624,624,624,624,624,624,624,624
143,427,323,323,323,323,323,323,323,323,323,328,328
144,325,325,325,325,325,325,325,325,325,325,325,325
145,510,510,657,657,657,657,657,657,657,657,657,657
146,45,45,45,45,45,45,45,620,620,620,86,86
147,237,686,686,686,17,17,17,17,17,17,668,668
148,150,150,34,34,34,34,34,34,34,34,34,34
149,788,65,65,65,123,123,123,123,231,378,231,231
150,380,380,380,651,651,651,651,311,311,311,311,311
151,496,496,496,496,496,496,496,523,496,496,523,523
152,295,295,426,426,426,426,426,426,426,426,295,295
153,313,108,108,108,108,108,108,108,108,108,108,108
154,0,643,0,0,0,0,0,0,0,0,0,0
155,724,498,498,498,598,598,598,598,598,598,598,598
156,347,290,620,620,620,620,620,620,620,620,620,620
157,23,23,23,23,23,23,23,23,23,58,58,58
158,352,352,352,352,352,352,352,352,352,352,352,352
159,580,580,580,580,580,580,580,580,580,580,580,580
160,477,477,735,730,730,730,730,730,730,730,730,730
161,725,725,725,725,725,725,725,725,725,725,725,725
162,298,298,298,298,298,298,298,298,298,298,298,298
163,665,665,665,665,665,665,665,665,665,665,665,665
164,197,727,727,717,717,717,717,717,717,210,210,210
165,259,259,259,259,259,259,259,259,259,259,259,259
166,473,811,811,811,811,811,811,811,674,674,674,674
167,479,479,683,683,683,683,683,683,683,683,683,683
168,123,123,123,123,123,123,123,123,123,123,123,123
169,665,645,645,645,645,645,645,645,645,645,645,645
170,34,34,34,34,34,34,34,34,34,34,34,34
171,771,771,811,811,798,798,798,798,798,798,798,798
172,46,633,761,783,783,783,783,783,783,783,309,309
173,677,270,700,700,700,700,700,700,49,49,49,49
174,246,683,683,509,509,509,509,88,88,88,88,88
175,368,546,546,546,546,546,546,546,546,546,546,546
176,85,85,85,552,552,552,552,552,552,552,552,552
177,192,480,480,480,480,480,480,480,480,480,480,480
178,166,759,759,759,634,634,634,634,759,759,759,759
179,275,275,275,275,275,275,275,275,275,275,275,275
180,311,311,311,311,311,311,311,311,311,311,311,311
181,319,319,319,319,319,319,319,319,319,319,319,319
182,240,240,240,240,240,240,240,240,240,240,240,240
183,609,609,609,609,609,609,609,609,609,609,609,609
184,393,393,393,393,393,393,393,393,393,393,393,393
185,657,657,657,657,657,657,657,657,657,657,657,657
186,170,401,572,572,572,572,572,572,572,572,572,572
187,615,86,86,382,382,382,382,382,382,382,382,382
188,615,615,615,615,615,582,582,582,582,582,582,582
189,85,85,85,800,800,85,85,85,85,85,85,85
190,411,570,570,570,570,570,570,570,570,570,570,570
191,358,358,358,358,358,358,358,358,358,358,358,271
192,130,110,22,22,22,22,22,22,22,22,22,22
193,783,619,619,653,653,653,653,653,653,653,653,653
194,43,43,43,43,43,43,43,43,43,43,328,328
195,709,626,379,379,379,379,379,379,379,379,379,379
196,151,722,722,722,55,55,55,55,55,55,55,675
197,488,782,782,766,766,766,766,766,766,766,766,766
198,388,388,388,388,388,388,388,388,388,708,708,708
199,654,654,654,654,654,654,654,654,654,654,654,654
200,189,189,189,189,189,189,189,189,189,189,189,189
201,387,737,476,476,476,476,476,476,476,476,476,476
202,34,34,34,34,34,34,34,34,34,34,34,34
203,155,155,155,155,155,155,155,155,155,155,155,155
204,387,387,387,387,387,387,387,387,387,387,387,387
205,247,458,780,780,780,780,780,458,458,458,458,458
206,440,204,215,215,215,215,215,215,215,215,215,215
207,369,369,369,369,369,369,369,369,369,369,369,369
208,195,195,590,590,282,282,282,282,282,282,282,282
209,584,88,88,88,88,88,88,88,88,88,88,88
210,7,7,7,7,200,200,200,200,200,200,200,200
211,311,311,311,311,311,311,311,311,311,311,311,311
212,468,468,468,96,96,96,96,96,96,96,553,553
213,299,299,299,299,299,299,299,299,299,299,299,299
214,607,784,784,784,79,79,79,79,79,79,79,79
215,547,547,547,547,547,547,547,547,547,547,547,547
216,156,156,709,709,709,709,709,709,709,125,125,125
217,31,109,109,109,109,109,109,109,109,109,109,109
218,388,388,388,388,388,388,388,388,388,388,388,388
219,760,760,760,760,760,760,760,760,760,760,760,760
220,417,417,365,365,365,365,365,365,365,365,365,365
221,287,692,692,692,692,692,692,692,692,692,692,692
222,732,732,732,732,732,732,381,381,381,381,416,416
223,139,517,517,517,517,280,280,280,280,280,280,280
224,683,683,727,215,577,577,577,577,577,683,683,683
225,253,253,253,253,759,759,759,759,759,759,759,759
226,311,311,311,311,311,311,311,311,311,311,311,311
227,4,86,159,159,159,159,159,159,159,159,159,159
228,309,309,309,309,309,309,309,309,309,309,309,309
229,294,206,423,423,423,423,423,423,423,423,423,423
230,243,243,427,427,427,427,427,427,427,273,273,273
231,340,340,340,686,686,686,686,686,686,686,686,686
232,228,595,400,400,400,400,400,62,62,62,62,62
233,323,695,695,695,695,695,695,695,695,695,695,695
234,555,206,206,555,171,171,793,793,793,793,793,793
235,109,109,109,109,17,779,779,779,779,779,779,779
236,761,761,761,761,761,761,761,761,761,761,761,761
237,462,433,336,336,336,336,336,336,336,336,336,336
238,124,124,124,124,124,124,124,124,124,124,124,124
239,124,187,187,187,741,741,741,741,741,741,741,741
240,675,675,74,74,74,74,74,74,74,74,74,74
241,321,342,376,376,376,376,376,376,376,376,376,376
242,393,223,223,223,223,223,223,223,223,223,223,223
243,392,106,106,106,106,106,106,379,379,379,379,379
244,15,496,664,664,664,664,664,664,664,664,664,664
245,156,17,17,17,17,206,206,206,206,206,206,206
246,53,53,53,53,53,53,53,53,53,53,53,384
247,207,207,207,207,207,207,207,207,207,207,207,207
248,519,473,473,473,473,473,473,473,473,473,473,473
249,265,265,265,265,265,265,265,265,265,265,265,265
250,195,195,616,106,616,616,616,185,185,185,185,185
251,686,652,652,425,425,425,425,425,425,425,425,425
252,347,792,792,792,792,792,792,792,792,792,792,792
253,382,382,142,142,142,142,142,142,142,142,142,142
254,139,809,809,809,809,809,809,809,809,809,809,809
255,9,9,9,9,9,9,9,9,9,9,9,9
256,758,758,758,758,11,11,11,11,11,11,11,11
257,492,736,736,736,736,736,736,736,736,736,736,736
258,623,623,623,665,665,103,103,103,103,103,103,103
259,631,631,631,631,631,631,631,631,631,631,631,631
260,329,329,329,329,329,329,329,329,329,329,329,329
261,361,162,162,162,720,720,206,206,206,206,206,206
262,299,557,557,557,602,602,602,602,602,602,602,602
263,291,348,348,348,348,348,348,348,348,348,348,348
264,573,573,573,573,573,573,573,573,573,573,573,573
265,377,768,768,768,768,768,768,768,768,768,768,768
266,237,480,480,480,480,480,699,699,699,699,699,699
267,480,526,526,526,526,526,526,526,526,526,526,526
268,481,481,481,481,481,481,481,481,481,481,481,481
269,409,409,409,409,409,409,409,409,409,409,409,409
270,170,800,800,800,800,800,800,800,800,800,800,800
271,713,713,713,713,755,755,755,755,755,755,755,755
272,485,689,401,401,401,401,401,401,401,401,401,401
273,252,632,632,632,632,632,632,632,632,632,632,632
274,513,457,457,457,457,457,457,457,457,457,457,457
275,437,451,437,437,437,437,437,437,437,437,437,437
276,559,340,559,559,559,559,559,559,559,559,559,559
277,509,695,98,98,518,518,518,518,98,98,98,98
278,283,729,788,788,788,788,788,788,788,788,788,788
279,104,104,104,104,104,104,104,104,104,104,104,104
280,255,255,255,255,52,52,109,109,109,109,109,109
281,757,757,757,757,757,757,757,757,757,757,757,757
282,449,175,175,175,175,175,175,175,175,175,175,175
283,110,244,29,29,29,29,29,29,29,29,29,29
284,95,620,620,620,620,620,620,620,620,620,620,620
285,289,289,289,289,289,289,289,289,289,289,289,289
286,313,753,753,753,753,753,753,753,753,753,753,753
287,797,389,389,389,389,389,389,389,389,389,389,389
288,523,523,523,523,523,523,523,132,523,132,132,523
289,453,453,453,453,453,453,453,466,466,466,466,466
290,741,741,741,741,741,741,741,741,250,250,607,607
291,720,720,720,720,720,720,720,720,720,720,720,720
292,552,170,170,276,276,276,276,276,276,276,276,276
293,64,64,64,64,64,64,64,64,64,406,406,406
294,412,618,492,492,492,492,492,492,492,318,318,318
295,320,320,320,320,320,320,320,320,320,320,320,320
296,11,769,769,769,769,769,769,769,769,769,769,769
297,602,602,602,602,602,602,602,602,602,602,602,602
298,181,778,24,24,104,104,104,778,778,778,778,778
299,262,262,262,262,262,262,262,262,262,262,187,187
300,387,387,387,387,387,387,387,387,387,387,387,387
301,749,216,216,216,216,216,216,216,216,216,216,216
302,58,58,366,366,366,366,366,366,366,366,366,366
303,501,501,501,501,501,501,501,501,501,501,501,501
304,264,556,556,556,556,556,353,353,353,353,353,353
305,725,725,194,445,445,445,445,445,445,445,445,445
306,559,711,711,711,619,619,619,619,619,619,711,619
307,64,64,64,64,64,64,64,64,64,64,64,64
308,225,225,225,225,225,225,225,225,225,225,225,264
309,53,147,147,147,147,147,147,147,147,147,147,147
310,301,301,301,301,301,301,301,301,636,636,636,636
311,513,794,513,513,513,513,513,513,513,513,513,513
312,645,645,645,645,645,645,645,645,645,645,645,645
313,696,696,696,696,696,696,696,696,696,696,696,696
314,470,470,470,470,470,470,470,470,470,470,470,470
315,770,770,770,770,770,770,770,770,770,770,770,770
316,98,98,98,228,228,228,228,228,228,228,98,98
317,207,207,207,207,207,207,207,207,207,207,207,207
318,88,88,88,88,88,88,88,88,6,6,6,6
319,381,381,381,8,306,306,306,306,306,306,306,306
320,259,380,380,509,509,509,509,509,509,509,509,509
321,403,694,694,694,694,694,694,694,694,694,694,694
322,507,507,507,507,507,507,507,507,507,507,507,507
323,80,801,801,801,801,801,801,801,801,801,801,801
324,697,697,697,592,592,592,592,592,592,592,592,592
325,360,360,652,652,652,652,652,652,652,652,652,652
326,309,309,309,309,309,309,309,309,309,309,309,309
327,638,778,497,497,497,497,497,497,497,497,497,497
328,224,433,224,224,224,224,224,224,224,224,224,224
329,170,170,170,683,683,683,683,774,774,774,683,683
330,420,420,420,420,420,420,420,420,420,420,420,420
331,139,675,675,226,226,226,226,226,226,226,226,226
332,752,752,679,679,679,679,679,679,679,679,679,679
333,519,158,158,108,108,108,108,108,108,108,108,108
334,167,189,186,186,186,650,23,515,23,186,186,515
335,361,361,361,361,361,361,361,361,361,361,361,361
336,627,627,627,627,627,627,627,627,627,627,313,313
337,277,521,521,691,691,691,691,691,691,691,691,691
338,361,361,361,361,361,361,361,361,361,361,361,361
339,32,32,32,32,32,32,32,32,32,32,32,32
340,677,121,121,655,655,655,655,655,655,655,655,655
341,157,157,157,157,157,708,708,708,708,708,708,708
342,695,695,79,79,79,177,177,177,177,177,177,177
343,220,145,145,664,664,664,664,664,664,664,664,664
344,761,761,136,136,136,7,7,7,7,7,7,7
345,465,465,465,137,137,137,137,465,465,465,465,465
346,437,735,735,735,432,432,432,735,735,735,735,735
347,28,28,28,28,28,28,28,28,28,28,28,28
348,788,788,718,718,718,718,718,718,718,718,718,718
349,31,31,31,31,31,31,31,31,31,31,31,31
350,243,492,492,492,492,492,492,492,492,492,492,492
351,513,683,683,683,683,683,683,683,683,683,683,683
352,523,523,89,89,89,89,89,89,89,89,89,89
353,245,737,737,737,737,737,737,71,737,71,737,71
354,35,35,35,35,35,35,35,35,35,35,35,35
355,623,623,623,623,623,623,623,623,250,250,154,154
356,409,409,409,409,409,409,409,409,409,409,409,409
357,654,654,654,654,654,654,718,718,718,718,718,718
358,121,465,465,465,465,465,465,465,465,465,465,465
359,104,771,771,771,771,104,104,104,104,104,104,104
360,691,691,691,691,691,691,691,691,691,691,691,691
361,364,68,283,283,283,283,283,283,283,283,283,283
362,127,127,127,127,127,127,127,127,127,127,127,127
363,488,488,488,488,488,488,488,488,488,488,488,488
364,725,165,165,165,111,111,111,111,111,111,165,165
365,747,708,708,708,708,708,708,708,580,580,580,580
366,447,758,758,758,758,758,758,758,758,758,758,758
367,347,347,347,347,347,347,347,347,14,14,14,14
368,460,607,804,804,804,804,804,804,804,804,607,607
369,144,387,387,387,387,387,387,387,387,387,387,387
370,88,213,11,389,389,389,389,389,389,389,389,389
371,612,612,612,612,612,612,612,612,612,612,612,612
372,105,105,105,105,105,105,105,105,105,105,105,105
373,150,150,150,150,150,150,150,150,150,150,150,150
374,302,302,281,281,281,281,281,281,281,281,281,281
375,755,736,576,576,576,576,576,576,576,576,576,576
376,494,114,114,114,114,114,114,114,114,114,114,114
377,365,365,797,797,797,797,797,797,797,797,797,797
378,211,211,211,211,211,211,211,211,211,211,211,211
379,303,303,190,190,190,190,190,190,190,190,177,177
380,358,358,358,358,358,358,358,358,358,358,358,317
381,719,719,719,719,491,491,491,491,491,491,491,491
382,408,46,46,408,408,408,46,46,46,46,46,46
383,252,252,252,252,252,389,389,389,389,389,389,389
384,366,366,334,334,334,334,334,334,334,334,334,334
385,41,182,182,607,607,607,607,607,607,607,607,607
386,41,41,41,41,41,41,103,103,103,103,103,103
387,82,82,82,82,82,82,82,82,82,82,82,82
388,726,726,726,726,726,726,726,726,726,726,726,726
389,805,805,805,805,631,631,631,631,631,631,631,631
390,215,215,215,215,215,215,215,215,215,215,215,215
391,624,624,281,281,281,281,281,281,399,399,399,399
392,128,128,128,128,128,128,128,128,128,128,128,128
393,756,756,756,756,756,756,756,756,756,756,756,756
394,0,748,748,748,748,748,748,748,0,0,0,0
395,31,139,139,36,36,794,794,794,794,162,162,162
396,110,110,724,417,417,417,417,417,417,417,707,707
397,615,428,428,428,428,428,428,428,428,428,428,428
398,210,210,165,165,165,165,165,165,165,165,165,165
399,455,25,25,25,25,25,25,25,25,25,25,25
400,68,68,68,68,68,68,68,68,68,68,68,68
401,303,303,758,758,758,758,758,192,192,303,303,303
402,108,389,778,85,85,85,85,85,85,108,108,108
403,155,509,509,509,509,247,247,247,247,247,247,247
404,313,253,253,608,608,608,608,608,608,608,608,187
405,21,21,21,21,21,21,21,21,21,21,21,21
406,332,332,332,332,332,332,661,661,661,661,661,661
407,383,383,494,494,494,494,494,494,399,399,399,399
408,776,776,776,776,776,776,776,776,525,525,525,525
409,777,777,777,777,777,777,777,255,255,255,255,255
410,363,363,363,363,363,363,363,363,363,363,363,363
411,278,62,62,62,62,62,62,62,62,62,62,62
412,92,92,309,309,309,309,309,309,309,387,387,387
413,321,321,435,435,435,435,435,435,435,435,435,435
414,409,499,499,499,499,499,499,499,499,499,499,499
415,507,507,507,507,507,507,507,155,155,507,507,507
416,571,571,190,190,190,190,190,190,190,190,190,190
417,383,149,149,149,149,149,149,149,737,737,737,737
418,106,106,106,106,106,269,269,269,269,269,269,269
419,390,390,390,390,390,390,390,390,390,390,390,390
420,193,193,193,193,193,193,193,193,193,193,193,193
421,100,100,100,100,758,758,758,758,758,758,758,758
422,784,772,772,772,772,772,772,772,772,197,197,197
423,651,651,651,651,651,651,138,138,138,138,138,138
424,325,325,325,325,325,325,325,325,325,325,325,325
425,51,51,51,51,51,51,51,51,51,51,51,51
426,759,759,759,805,805,805,805,805,472,472,472,472
427,690,690,690,690,690,690,690,690,690,690,690,690
428,577,577,687,687,687,687,687,687,687,687,687,687
429,105,137,137,137,137,53,53,53,53,53,53,53
430,561,496,496,496,496,496,496,496,496,496,496,496
431,590,590,590,622,622,622,742,742,742,742,742,742
432,491,358,358,358,358,358,358,358,358,358,358,358
433,539,539,539,148,148,148,148,148,148,148,148,148
434,68,68,68,68,68,68,68,68,68,68,68,68
435,557,323,323,323,323,323,323,323,323,323,323,323
436,364,364,364,364,364,364,364,364,364,364,364,765
437,6,708,6,6,514,514,514,514,514,514,514,514
438,78,78,78,78,78,463,463,463,463,463,463,463
439,512,769,769,769,784,784,784,784,784,784,784,784
440,91,570,570,570,570,570,570,570,570,570,570,570
441,380,380,380,380,380,380,380,380,380,380,380,380
442,82,86,86,86,86,86,86,86,86,86,86,86
443,123,123,123,790,790,790,790,790,790,790,790,790
444,810,810,784,784,784,784,810,784,810,810,810,810
445,666,215,339,339,339,339,471,471,471,471,471,471
446,474,474,474,599,599,599,599,599,599,599,474,474
447,366,366,366,366,366,366,559,559,559,559,559,559
448,422,422,5,690,690,690,690,690,690,690,690,690
449,578,578,578,578,578,578,578,578,578,578,578,578
450,26,276,276,276,276,276,276,276,276,276,276,276
451,11,11,11,11,11,11,11,11,11,11,11,11
452,736,736,736,547,547,547,35,35,35,35,35,35
453,190,190,190,190,190,190,190,190,190,190,190,190
454,686,686,489,489,489,489,489,489,489,489,489,489
455,523,99,99,99,99,99,99,99,99,99,99,99
456,140,140,140,140,140,140,140,140,140,140,140,140
457,73,167,98,98,98,98,98,98,98,98,98,98
458,89,89,571,571,571,571,571,571,775,775,775,775
459,391,744,656,656,656,656,656,656,656,656,656,656
460,188,188,730,730,730,730,257,257,257,257,257,257
461,801,801,801,801,801,801,801,801,801,801,801,801
462,590,83,83,83,83,83,83,83,83,83,83,83
463,174,345,345,240,240,240,240,240,240,240,240,240
464,279,279,279,279,279,279,279,279,279,279,279,279
465,286,286,286,286,286,286,286,286,286,286,286,286
466,59,59,59,59,59,59,59,59,59,59,59,59
467,677,677,247,247,247,247,247,179,247,179,179,179
468,177,177,177,177,177,177,177,177,177,177,177,548
469,183,183,40,40,40,40,183,183,183,183,183,183
470,445,445,445,445,445,445,445,445,445,445,445,445
471,175,175,175,175,175,175,175,175,175,175,175,175
472,70,70,70,70,70,70,70,70,70,70,70,70
473,592,592,592,592,592,592,592,592,592,592,592,592
474,599,28,28,724,724,724,724,724,724,724,724,724
475,552,370,370,370,370,370,370,370,370,370,370,370
476,185,185,185,185,185,185,185,185,185,185,185,185
477,792,792,792,792,792,792,792,792,792,792,674,674
478,190,190,190,190,190,190,190,190,190,190,190,190
479,362,362,362,362,362,362,362,362,362,362,362,362
480,143,724,724,724,252,252,252,252,252,252,252,252
481,615,59,59,161,161,161,161,161,161,161,161,59
482,725,440,440,440,440,440,440,440,440,366,366,366
483,332,805,171,171,171,171,171,171,171,171,171,171
484,560,464,464,464,464,464,464,464,464,464,464,464
485,92,92,92,64,547,547,547,547,547,547,547,547
486,589,589,589,173,173,173,173,173,173,589,589,589
487,311,311,311,311,311,311,311,759,759,759,759,759
488,697,213,220,220,220,220,220,220,220,220,220,220
489,290,358,358,358,358,358,358,358,358,358,358,358
490,626,95,95,35,339,339,339,339,339,339,339,339
491,6,6,6,6,6,6,6,6,6,6,6,6
492,511,511,511,511,511,511,511,511,511,511,511,511
493,718,578,578,578,578,578,578,578,578,578,578,578
494,150,34,34,34,440,440,440,440,507,507,507,507
495,281,773,773,19,19,19,19,19,19,19,19,19
496,300,300,300,300,300,300,300,300,300,300,300,300
497,268,77,387,387,387,387,387,387,387,387,268,268
498,775,775,775,775,758,758,758,758,758,758,758,758
499,433,433,323,323,323,174,480,174,174,174,174,174
500,183,183,285,285,285,285,285,285,285,285,285,285
501,685,685,685,685,685,685,685,685,685,685,685,685
502,40,40,40,40,40,8,8,8,8,8,8,8
503,208,468,208,208,208,208,208,208,208,208,208,208
504,153,153,153,153,153,153,153,153,153,153,153,153
505,172,26,706,706,706,706,706,706,706,455,455,455
506,215,271,271,271,557,557,557,557,557,557,557,557
507,43,23,23,23,23,23,23,23,776,540,776,776
508,346,777,777,777,777,777,777,777,777,777,777,777
509,719,719,719,184,184,184,307,307,307,307,307,307
510,210,210,210,210,210,210,210,210,210,210,210,210
511,136,539,539,539,539,539,539,539,539,539,539,539
512,572,572,572,572,389,389,389,389,148,148,148,148
513,326,180,180,180,180,180,180,180,180,180,180,180
514,95,95,95,445,445,445,445,445,445,445,445,445
515,333,333,333,333,333,333,333,333,333,333,333,333
516,382,382,382,382,382,382,382,382,382,382,382,382
517,382,382,382,382,382,382,382,382,382,382,382,382
518,805,62,62,62,62,62,62,62,62,62,62,62
519,734,310,356,356,356,356,310,310,310,310,310,310
520,436,484,436,33,33,33,33,33,33,33,33,33
521,23,326,326,326,326,326,326,326,326,326,326,326
522,462,462,462,462,462,125,125,125,125,125,125,125
523,210,74,74,74,74,74,74,74,754,754,754,754
524,340,257,657,657,657,657,657,657,657,657,657,657
525,366,187,187,187,187,187,187,187,187,187,187,187
526,805,225,215,215,215,174,174,174,174,174,174,174
527,53,53,53,53,728,728,728,728,728,728,728,728
528,690,690,690,690,651,651,651,651,651,651,690,690
529,7,7,7,303,303,303,303,303,303,303,303,303
530,223,223,462,462,462,462,462,462,462,462,462,462
531,768,499,499,499,499,252,252,252,252,311,311,311
