ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13
244,53,53,53,53,347,53,348,53,53,53,53,53,263,42
245,53,53,53,53,347,53,95,261,53,53,53,261,98,263
246,53,53,53,53,53,53,16,53,53,53,53,15,312,191
247,53,53,53,53,347,53,77,53,53,53,53,53,75,179
248,53,53,53,53,53,53,88,15,53,53,53,12,191,657
249,53,53,53,53,347,53,377,261,53,53,53,347,256,694
250,53,53,53,53,347,53,127,261,53,53,53,53,117,213
251,53,53,53,53,53,53,5,261,53,53,53,347,352,165
252,53,53,53,53,347,53,220,53,53,53,53,99,130,581
253,53,53,53,53,53,53,376,53,53,53,12,321,37,345
254,53,53,53,53,53,53,376,53,53,53,53,347,293,211
255,53,53,53,53,347,53,398,393,53,53,53,69,56,74
256,53,53,53,53,347,53,219,53,53,53,53,53,56,298
257,53,53,53,53,53,53,397,203,53,53,53,53,56,422
258,53,53,53,53,347,53,285,53,53,53,53,53,267,380
259,53,53,53,53,53,53,80,53,53,53,53,15,333,259
260,53,53,53,53,53,53,301,203,53,53,53,347,241,316
261,53,53,53,53,347,53,252,393,53,53,347,368,16,217
262,53,53,53,53,347,53,177,53,53,53,53,12,84,331
263,53,53,53,53,347,53,278,376,53,53,347,323,331,76
264,53,53,53,53,53,53,398,53,53,53,347,347,388,245
265,53,53,53,53,347,53,356,53,53,53,53,53,99,12
266,53,53,53,53,347,53,376,261,53,53,53,53,131,366
267,53,53,53,53,53,53,230,53,53,53,53,12,128,335
268,53,53,53,53,53,53,321,53,53,53,53,53,128,177
269,53,53,53,53,347,53,1,53,53,53,53,53,207,448
270,53,53,53,53,53,53,368,53,53,53,53,321,321,363
271,53,53,53,53,53,53,227,15,53,53,53,53,248,109
272,53,53,53,53,53,53,369,53,53,53,53,261,248,248
273,53,53,53,53,347,53,230,53,53,53,12,347,8,142
274,53,53,53,53,53,53,426,321,53,53,53,347,245,256
275,53,53,53,53,347,53,48,53,53,53,53,347,124,332
276,53,53,53,53,347,53,311,321,53,53,12,347,96,96
277,53,53,53,53,53,53,291,80,347,53,53,53,8,35
278,53,53,53,53,347,53,16,15,53,53,12,12,96,175
279,53,53,53,53,347,53,1,80,53,347,15,12,270,318
280,53,53,53,53,347,53,177,53,53,53,53,12,28,187
281,53,53,53,53,347,53,211,53,53,53,53,231,310,663
282,53,53,53,53,53,53,321,53,53,53,53,12,368,786
283,53,53,53,53,347,53,206,393,53,53,53,323,89,583
284,53,53,53,53,53,53,177,15,53,53,53,270,246,71
285,53,53,53,53,347,53,176,321,53,53,53,347,84,103
286,53,53,53,53,53,53,321,53,53,53,347,270,378,560
287,53,53,53,53,53,53,369,53,53,53,347,12,7,369
288,53,53,53,53,53,53,368,53,53,53,53,53,203,339
289,53,53,53,53,347,53,90,321,53,53,347,53,270,292
290,53,53,53,53,53,53,368,347,53,347,53,53,339,280
291,53,53,53,53,347,53,185,393,53,53,347,12,158,380
292,53,53,53,53,347,53,557,53,53,53,12,347,237,369
293,53,53,53,53,347,53,220,53,53,53,53,347,27,340
294,53,53,53,53,53,53,80,53,53,53,53,347,86,364
295,53,53,53,53,53,53,174,53,53,53,53,203,339,301
296,53,53,53,53,53,53,177,203,53,53,53,15,78,264
297,53,53,53,53,347,53,117,53,53,203,53,53,28,220
298,53,53,53,53,347,53,66,53,53,53,53,347,222,190
299,53,53,53,53,347,53,68,53,347,53,53,231,262,282
300,53,53,53,53,53,53,321,53,53,53,53,80,179,225
301,53,53,53,53,53,53,68,53,53,53,53,12,152,191
302,53,53,53,53,53,53,174,53,53,53,53,347,95,339
303,53,53,53,53,53,53,88,53,53,53,53,53,286,533
304,53,53,53,53,347,53,311,393,53,53,53,28,29,358
305,53,53,53,53,347,53,177,53,53,53,347,53,372,54
306,53,53,53,53,347,53,404,53,53,53,53,53,166,294
307,53,53,53,53,53,53,185,53,53,53,53,347,170,294
308,53,53,53,53,347,53,310,53,53,53,53,53,261,496
309,53,53,53,53,347,53,230,203,53,53,12,12,74,379
310,53,53,53,53,53,53,53,347,53,53,347,80,356,128
311,53,53,53,53,53,53,80,53,53,53,53,384,74,707
312,53,53,53,53,53,53,174,53,53,53,53,53,389,371
313,53,53,53,53,347,53,185,53,53,53,53,347,98,488
314,53,53,53,53,53,53,397,321,53,53,53,347,56,271
315,53,53,53,53,53,53,117,321,53,53,53,347,368,193
316,53,53,53,53,347,53,398,393,53,53,347,53,245,340
317,53,53,53,53,53,53,368,53,53,53,53,53,348,404
318,53,53,53,53,53,53,375,53,53,53,347,53,264,23
319,53,53,53,308,53,53,89,261,53,53,53,53,308,350
320,53,53,53,53,53,53,222,261,53,53,53,53,308,247
321,53,53,53,53,53,53,397,174,53,53,347,53,50,126
322,53,53,53,53,347,53,77,53,53,53,347,53,231,599
323,53,53,53,53,347,53,302,321,53,347,53,347,292,217
324,53,53,53,53,347,53,347,376,53,53,347,174,57,442
325,53,53,53,53,347,53,270,393,53,53,347,368,77,754
326,53,53,53,53,347,53,433,53,53,53,12,53,245,589
327,53,53,53,53,347,53,176,53,53,53,53,347,120,29
328,53,53,53,53,53,53,199,368,53,53,53,347,184,12
329,53,53,53,53,53,53,174,53,53,53,53,53,38,38
330,53,53,53,53,53,53,52,53,53,53,53,270,37,183
331,53,53,53,53,53,53,113,53,53,53,53,130,37,402
332,53,53,53,53,347,53,270,53,53,53,53,130,293,317
333,53,53,53,53,347,53,398,174,53,53,347,53,118,233
334,53,53,53,53,53,53,375,53,53,53,53,53,352,108
335,53,53,53,53,347,53,321,53,53,53,53,130,126,336
336,53,53,53,53,347,53,86,53,53,53,12,53,361,385
337,53,53,53,53,53,53,185,53,53,53,53,347,179,346
338,53,53,53,53,347,53,194,261,53,53,12,53,23,361
339,53,53,53,53,347,53,88,53,53,53,53,53,80,59
340,53,53,53,53,53,53,89,53,53,53,53,53,102,301
341,53,53,53,53,53,53,368,53,53,53,53,80,59,0
342,53,53,53,53,347,53,309,53,53,53,53,53,145,429
343,53,53,53,53,53,53,376,53,53,53,53,347,145,377
344,53,53,53,53,347,53,12,321,53,53,347,231,245,808
345,53,53,53,53,347,53,16,80,53,53,53,16,135,519
346,53,53,53,53,347,53,117,53,347,53,347,53,38,64
347,53,53,53,53,347,53,465,53,53,53,53,231,28,92
348,53,53,53,53,347,53,176,53,347,203,53,53,27,552
349,53,53,53,53,347,53,177,203,53,53,53,15,57,593
350,53,53,53,53,347,53,301,53,53,53,53,53,282,57
351,53,53,53,53,347,53,135,53,53,53,53,53,231,187
352,53,53,53,53,53,53,270,321,53,53,53,347,27,182
353,53,53,53,53,347,53,347,80,347,53,53,12,309,384
354,53,53,53,53,53,53,77,321,53,261,347,347,283,35
355,53,53,53,53,347,53,220,53,53,53,53,53,367,392
356,53,53,53,53,53,53,53,347,53,53,53,12,390,390
357,53,53,53,53,347,53,309,53,53,53,347,53,166,509
358,53,53,53,53,347,53,347,80,53,53,53,80,220,599
359,53,53,53,53,347,53,185,53,53,53,53,53,340,512
360,53,53,53,53,347,53,86,53,53,53,347,53,139,139
361,53,53,53,53,347,53,230,53,53,53,347,53,129,367
362,53,53,53,53,347,53,368,53,53,53,347,53,193,127
363,53,53,53,53,53,53,180,53,53,53,53,347,341,325
364,53,53,53,53,53,53,332,53,53,53,12,53,98,245
365,53,53,53,53,53,53,376,53,53,53,53,203,208,169
366,53,53,53,53,53,53,86,53,53,53,347,53,323,423
367,53,53,53,53,347,53,376,53,53,53,53,53,350,399
368,53,53,53,53,53,53,53,53,53,53,53,231,321,36
369,53,53,53,53,53,53,77,53,53,53,12,53,19,693
370,53,53,53,53,347,53,379,53,53,53,347,347,203,149
371,53,53,53,53,347,53,377,261,53,53,53,53,361,256
372,53,53,53,53,53,53,376,53,53,53,53,53,53,322
373,53,53,53,53,347,53,309,53,53,53,53,53,357,150
374,53,53,53,53,347,53,368,53,53,53,53,53,273,741
375,53,53,53,53,347,53,77,321,53,53,53,166,205,181
376,53,53,53,53,347,53,185,376,53,53,12,347,71,108
377,53,53,53,53,347,53,174,203,53,53,53,15,186,752
378,53,53,53,53,347,53,38,53,53,53,53,28,32,96
379,53,53,53,53,347,53,300,321,53,53,53,12,358,136
380,53,53,53,53,53,53,270,53,53,53,53,270,358,358
381,53,53,53,53,347,53,38,393,53,53,53,368,46,46
382,53,53,53,53,347,53,203,369,53,53,347,80,300,300
383,53,53,53,53,347,53,46,321,53,53,53,231,9,454
384,53,53,53,53,347,53,32,53,53,53,53,53,294,303
385,53,53,53,53,53,53,53,347,53,347,53,321,78,22
386,53,53,53,53,53,53,53,53,53,347,53,53,41,551
387,53,53,53,53,53,53,15,53,53,53,53,99,375,89
388,53,53,53,53,53,53,174,53,53,347,53,53,372,375
389,53,53,53,53,53,53,368,53,53,53,53,53,362,362
390,53,53,53,53,347,53,211,203,53,53,347,347,151,64
391,53,53,53,53,53,53,181,15,53,53,53,53,145,685
392,53,53,53,53,347,53,397,321,53,53,347,53,56,249
393,53,53,53,53,53,53,165,321,53,53,53,231,351,704
394,53,53,53,53,53,53,203,53,53,53,80,321,301,301
395,53,53,53,53,53,53,321,53,53,53,53,28,389,509
396,53,53,53,53,347,53,90,321,53,53,261,347,180,180
397,53,53,53,53,347,53,230,161,53,53,53,347,370,180
398,53,53,53,53,53,53,203,53,53,53,347,270,180,209
399,53,53,53,53,53,53,396,53,53,53,53,53,38,54
400,53,53,53,53,347,53,35,53,53,53,347,53,383,79
401,53,53,53,53,347,53,398,53,53,53,53,347,392,368
402,53,53,53,53,347,53,16,321,53,53,12,8,154,154
403,53,53,53,53,53,53,9,321,53,53,53,12,271,25
404,53,53,53,53,347,53,369,53,53,53,347,53,154,154
405,53,53,53,53,347,53,309,80,53,53,53,347,296,569
406,53,53,53,53,347,53,55,321,53,347,53,347,263,591
407,53,53,53,53,53,53,197,53,53,53,53,347,393,334
408,53,53,53,53,347,53,270,53,53,53,347,53,180,731
409,53,53,53,53,347,53,16,393,53,53,347,245,278,85
410,53,53,53,53,53,53,185,53,53,53,53,53,255,661
411,53,53,53,53,53,53,48,203,53,53,347,347,337,215
412,53,53,53,53,347,53,1,53,53,53,347,53,215,215
413,53,53,53,53,347,53,245,393,53,53,261,245,153,55
414,53,53,53,53,53,53,233,53,53,53,53,347,368,332
415,53,53,53,53,347,53,245,393,53,53,53,368,185,55
416,53,53,53,53,53,53,377,53,53,53,53,347,252,66
417,53,53,53,53,53,53,356,15,53,53,53,53,347,47
418,53,53,53,53,53,53,309,53,53,261,347,347,339,106
419,53,53,53,53,53,53,321,53,53,53,347,53,53,669
420,53,53,53,53,53,53,72,53,53,53,53,207,193,193
421,53,53,53,53,53,53,80,53,53,53,53,53,15,797
422,53,53,53,53,347,53,398,321,53,53,347,231,193,193
423,53,53,53,53,347,53,376,15,53,53,53,53,95,59
424,53,53,53,53,53,53,376,203,53,53,53,53,149,609
425,53,53,53,53,347,53,203,53,53,53,53,80,19,19
426,53,53,53,53,347,53,53,368,53,53,53,28,271,138
427,53,53,53,53,347,53,229,321,53,53,347,166,14,433
428,53,53,53,53,347,53,356,53,53,53,53,261,56,397
429,53,53,53,53,53,53,194,261,53,53,53,347,102,19
430,53,53,53,53,347,53,376,53,53,53,53,53,286,106
431,53,53,53,53,347,53,398,53,53,15,53,347,303,260
432,53,53,53,53,53,53,177,261,53,53,53,53,148,32
433,53,53,53,53,347,53,199,80,53,261,347,53,12,269
434,53,53,53,53,347,53,309,15,53,347,53,347,34,53
435,53,53,53,53,347,53,347,393,53,53,53,368,245,204
436,53,53,53,53,347,53,376,261,53,53,347,53,158,43
437,53,53,53,53,53,53,128,53,53,53,53,166,291,474
438,53,53,53,53,347,53,48,53,53,53,347,53,130,130
439,53,53,53,53,53,53,48,53,53,53,347,53,12,552
440,53,53,53,53,347,53,230,15,53,53,53,53,222,20
441,53,53,53,53,53,53,368,53,53,53,53,16,126,380
442,53,53,53,53,347,53,181,53,53,53,53,53,403,379
443,53,53,53,53,53,53,368,53,53,53,347,53,380,400
444,53,53,53,53,53,53,177,15,53,53,347,16,201,17
445,53,53,53,53,347,53,16,393,53,53,53,245,124,210
446,53,53,53,53,347,53,166,393,53,53,347,80,9,377
447,53,53,53,53,347,53,171,321,53,53,12,53,235,291
448,53,53,53,53,347,53,16,393,53,53,53,16,155,359
449,53,53,53,53,347,53,33,53,53,53,53,323,359,474
450,53,53,53,53,347,53,398,323,53,53,53,80,7,396
451,53,53,53,53,53,53,99,53,53,53,347,347,8,387
452,53,53,53,53,53,53,376,203,53,53,53,261,130,132
453,53,53,53,53,347,53,376,15,53,53,53,347,12,260
454,53,53,53,53,53,53,80,53,53,53,347,53,95,409
455,53,53,53,53,53,53,368,53,53,53,53,161,41,44
456,53,53,53,53,53,53,124,53,53,53,347,53,255,319
457,53,53,53,53,347,53,136,53,53,53,53,53,400,29
458,53,53,53,53,347,53,309,53,53,53,347,53,197,373
459,53,53,53,53,347,53,41,53,53,53,347,53,250,695
