ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42
10,1551,2707,2061,822,1222,5877,1233,3030,2448,2051,1958,2438,4468,1881,3876,742,886,1384,1903,3296,2889,4099,2087,2374,3998,3296,1700,4096,4825,1558,396,3292,2087,2980,1863,3253,1578,3468,933,2834,4567,632,214
11,6780,2707,2061,3972,1222,539,2556,3413,1787,3198,419,359,3313,2423,2889,1807,886,612,558,1977,1342,197,2024,941,3037,2185,1700,1980,1257,670,3155,3256,1080,3155,3155,2450,979,976,558,351,2523,670,1018
12,6304,1535,5397,3537,2221,539,2588,1942,1787,3198,2830,3024,411,2625,1642,1807,965,185,1257,2114,230,147,173,2312,477,2625,145,1585,2618,670,396,674,2625,2980,3214,124,2625,167,3441,138,426,1514,2961
13,6304,1535,5397,3537,2221,539,2588,1942,1787,1148,2830,781,273,1462,1642,1756,780,1067,45,2093,671,1442,1049,1453,2053,548,145,2944,1024,1668,937,1296,4027,1955,3208,3474,899,1675,3441,1408,2556,2390,5173
14,6304,2707,5049,3537,2221,539,2588,1942,3493,1664,2830,3354,3506,421,337,2752,2176,185,1231,4290,437,2204,2595,2312,1311,2041,2444,2747,2221,3143,2498,674,1565,2980,3208,124,3157,3376,3441,1027,1931,1522,2961
15,6304,2707,2061,3537,1222,539,1233,2741,3493,1148,419,2994,3484,2625,2000,619,4896,612,3070,6622,1558,2906,1233,1471,77,6349,1456,4129,6680,3420,1456,3383,673,5539,3214,1693,6906,6321,5546,2695,4567,2212,2961
16,6304,1535,6341,3537,2221,5877,2588,3133,4850,1376,419,781,3503,2423,1642,1236,165,2828,2965,2172,1342,97,566,90,77,2408,961,4795,497,3420,396,3256,821,2980,2758,169,2503,3376,3441,2152,1931,52,2961
17,6596,2707,5397,3537,2221,539,2588,1942,1787,3198,1958,2448,4608,2625,1642,386,4896,185,558,2172,2405,147,173,1471,77,6349,1700,4129,1526,3345,1477,2025,1247,3304,3208,3253,6906,3468,933,2834,3485,632,214
18,6304,4408,6341,3537,1483,539,2321,1942,2672,1664,1958,359,3503,2522,1642,1236,2142,3009,558,6023,1629,1838,1049,90,680,1338,2914,94,1519,1512,3099,3383,1399,1240,3099,1838,979,976,6316,351,1333,3059,4979
19,6780,2707,5049,3537,1222,539,2588,1722,2336,1148,5554,2994,700,6312,2120,3425,886,5194,4305,1507,2405,1412,2854,840,840,6964,1456,94,1526,6903,1456,3383,4586,5539,2355,3073,3261,2934,5546,2061,1931,5452,1035
20,1551,2707,2061,3537,186,5877,73,2741,2336,1148,419,2994,2153,1304,2000,4135,886,5194,2463,2288,553,1412,2732,2549,680,2994,1456,2118,1526,3420,1456,3383,821,5539,3214,2707,3383,976,2208,976,5719,1602,427
21,1551,2707,2061,2542,4258,3618,601,4570,5837,5764,5336,6485,6651,3654,684,6181,6187,5239,5575,1385,4532,6799,5453,3692,6320,3841,5690,6089,6482,5325,5618,1157,4595,2571,2619,4923,3637,3695,5804,5785,5367,5388,6243
22,6596,2707,6341,3537,1222,539,2321,2428,2672,3309,6923,80,2888,358,223,1756,2470,6143,1082,291,1595,1442,2575,1727,6768,2994,1700,2944,1940,579,1193,2456,2645,581,690,1529,5799,2860,663,1552,768,1761,698
23,1551,2707,2061,822,4258,3618,4694,4474,3662,4878,3795,6485,3877,3654,684,6181,2159,4478,5575,1983,3873,6799,1129,3692,6320,3841,4962,5125,314,5325,5618,1157,3320,1284,3216,4923,5262,5091,5804,1421,6461,6388,1596
24,516,1535,6341,3537,2221,539,2927,1027,2672,1376,419,2438,1397,2177,2889,1807,886,612,558,541,2405,1672,2983,1459,77,5933,994,1104,3672,6765,2947,214,5027,6936,1863,2947,4448,5027,4758,2947,3485,1581,214
25,1551,4454,4429,6433,1222,539,1233,3030,193,1783,1958,141,3313,2625,2000,619,886,612,558,2172,1018,3998,1088,5806,77,6349,1700,4129,6680,3211,1456,787,4012,6936,1032,2146,1578,3315,787,2834,3485,1581,2961
26,516,2707,6598,1287,186,539,2068,3030,1787,1148,1958,2303,1674,1881,1141,1807,1674,6143,1903,1882,2405,2999,950,1362,3037,1362,1700,1104,1540,3151,1477,3292,4027,1486,1863,2146,1578,2553,1213,1643,3485,632,214
27,6304,2707,2061,3537,2221,5877,73,1942,4852,3198,4072,3024,3882,4171,2000,6680,4896,3607,2463,6622,4562,3338,2732,2549,77,5083,1456,3732,497,1512,1456,3256,4481,1584,3214,701,2821,976,2208,138,2523,2212,966
28,6780,2707,2061,3537,6906,4331,1431,2428,1787,3198,6635,6350,2888,4755,2889,1756,886,612,558,6023,2185,4481,2024,6337,1802,872,1456,3732,1257,6693,1456,606,5581,2837,3214,2450,6906,3451,2208,138,2741,670,204
29,1551,2707,3688,3537,1222,5877,1431,4570,4852,1148,1958,2994,273,2013,1642,1807,965,612,558,2022,1018,2469,2732,2549,1222,3296,1456,1980,497,1512,1456,606,342,2980,3214,2450,1554,2718,2208,1179,2523,2965,2700
30,1551,2707,2061,6327,4258,3618,1431,2428,4231,5433,5336,5403,6785,1881,1296,4465,2159,6143,2090,4559,671,1442,2983,6337,5507,1285,2785,2944,6482,3981,5618,1157,4595,581,1869,6601,1106,6005,5804,3457,6461,1575,1596
31,516,2707,6341,3537,1222,539,2068,2741,1787,1664,1958,359,1397,2177,1642,1807,1674,2355,558,894,2803,1442,1049,157,3207,1338,2914,2944,1526,1512,1456,1498,250,3428,690,678,2933,2553,1264,1179,2741,1548,1578
32,1551,2707,2061,3972,1222,4331,2068,3030,48,1148,1958,2438,1397,2177,1141,1807,599,2737,1903,2022,2803,1442,1049,157,559,235,2148,2944,2237,1512,3099,1498,250,4438,690,2740,2819,976,558,692,1715,2191,214
33,1551,2707,5049,1287,186,5877,1431,2428,2672,3309,6434,2157,273,869,1838,4177,965,3009,558,534,671,1838,173,941,2041,352,3314,3418,307,1512,197,372,1054,1693,3208,1838,1403,1675,3208,6529,3296,6726,2686
34,16,3154,6598,1287,2221,5877,73,3413,6948,4687,419,4057,3906,5624,2889,1522,2176,5225,2771,4290,437,3923,2917,5376,1311,2408,961,2939,1154,1749,396,441,3580,2980,2758,169,2074,3376,3441,2152,1931,1522,2961
35,4938,2707,5397,1287,2221,5877,73,6716,1081,1376,6434,2958,1069,6755,3548,1522,6607,185,6115,3872,4807,1838,5701,4408,4353,6964,4779,5125,3672,1287,6887,5034,1851,5674,3208,2870,4216,6321,6266,5361,4769,4795,6382
36,6304,2707,2061,39,1222,539,1233,2741,48,1148,2830,2994,1397,2177,1642,1807,2142,1865,558,894,2803,1442,1049,157,118,1338,5554,2944,1526,3420,1456,2044,2645,1739,690,5184,2819,3451,1379,1179,1766,3059,1766
37,516,3154,6598,1287,186,5877,76,17,1787,3198,2830,2157,273,2625,2301,1807,965,185,1128,6827,230,197,173,2374,477,1774,382,2944,2584,1512,2113,3292,4027,2369,2374,3474,2819,1450,547,1064,3094,321,5173
38,6596,1535,6598,1287,4882,5877,1431,17,1787,3198,6434,2157,273,5460,1838,1756,3131,1067,1128,6827,1375,2598,173,315,2053,1774,2598,1194,2584,2715,2113,2151,2751,1232,4414,2057,5141,1753,6769,721,768,3766,557
39,1551,2707,2061,3537,1222,4331,2068,3030,2239,1148,2856,2438,1172,2177,1141,1,599,585,1717,1882,327,1442,3293,157,499,1301,388,2945,442,1568,423,2456,1820,4438,3049,1073,2933,3245,1592,692,2914,1760,966
40,1551,2707,2061,3364,1222,539,1233,3030,3332,1148,1958,1244,1397,1805,445,1807,599,1263,1717,1882,1595,3043,1129,1727,3037,1301,388,2945,1845,1203,2156,2626,580,4438,1079,445,637,898,1379,692,2741,2314,966
41,1551,2707,2061,39,6906,4331,1431,2428,3662,2051,6923,80,2888,1926,1344,3269,1998,381,2332,1939,1770,562,2983,963,5507,963,2785,1832,2305,579,5230,1515,1431,1240,1869,2443,1538,423,3504,1568,2550,393,6123
42,1551,2707,2061,689,1222,286,2556,1722,2336,1148,1958,2438,2932,2013,1642,1807,599,2302,1903,894,2646,1442,1049,1459,118,242,3106,93,1526,1512,1075,3256,1973,406,2300,1073,2821,976,2275,85,2523,2932,2529
43,1551,2707,2061,3537,424,539,1233,2741,2448,85,1958,359,1397,2018,1831,1,599,2302,1717,894,2646,1442,2732,637,559,242,3114,2945,2198,2613,1305,2529,580,759,1156,2740,2821,898,558,580,2523,2932,966
44,6304,1535,5376,3537,424,539,1233,3030,48,1148,1958,2438,3245,2177,2120,1807,1674,2737,1903,894,2803,1412,1049,157,703,978,978,2944,2438,558,2031,3471,2645,4438,2999,2947,1479,1260,123,3366,649,212,1596
45,6304,2707,5397,3537,2221,5877,2932,1942,1787,3198,1958,2937,2888,2018,337,1756,2470,2302,558,6023,2148,197,2983,272,6768,242,3314,891,3129,2250,16,2529,1361,1230,1869,929,2098,3460,1683,85,1595,2098,16
46,6304,1535,6341,3537,1222,286,2068,1942,1787,3198,2830,504,2888,358,1642,1756,965,185,376,6827,1375,810,173,2575,2219,1774,3124,841,1940,1512,1994,2511,1399,2416,2300,2715,1578,1753,429,1400,2741,2269,62
47,6304,2707,5376,3537,424,539,2588,2741,1787,3198,2830,359,1397,2423,1642,852,886,185,558,2172,230,1442,1049,3348,118,2673,2862,1377,3017,670,769,3383,1399,2416,2300,498,1578,976,2213,138,1974,1602,2961
48,4938,2707,3688,1287,186,539,2588,1942,1787,3198,2830,3354,273,2522,1642,1756,965,185,45,231,671,1442,173,1453,2053,352,2894,2612,2618,1668,2295,1498,2625,2837,2952,2057,2074,1616,352,1995,426,2269,982
49,1551,2707,2061,2542,1222,286,2556,1942,1787,3198,2830,2157,2260,2625,1642,1807,965,612,1231,4290,1942,2598,173,2312,77,3296,6029,1558,4099,1512,2295,674,2625,2416,3208,2057,1645,3460,6786,1179,426,3766,557
50,6304,2707,4181,39,6906,539,2588,2741,1787,3198,1958,359,2998,2522,1642,352,2142,185,45,6023,671,1838,173,3318,2053,352,2894,552,2836,670,2295,372,3354,2304,3119,1819,2074,1616,352,718,2523,45,3354
51,6304,2707,2061,3537,2221,5877,73,1942,4852,4687,4072,2303,3506,2625,1642,1236,965,185,2965,2022,1342,2204,457,2312,1311,352,145,552,2618,670,396,2529,1822,2980,3119,124,2074,604,352,2224,3518,1644,3413
52,516,2707,6341,3537,2221,539,2927,1942,1787,3198,1958,2303,3313,2625,1642,1807,965,185,45,407,230,147,173,789,2053,2041,1700,355,2618,1732,396,2529,1973,2980,3208,3253,2074,61,1435,2834,2523,632,982
53,6304,2707,5049,3537,2221,539,2588,1942,2448,1664,2830,359,1861,2522,1642,1236,965,185,558,1197,1342,1442,2983,1453,2053,352,1700,2836,2618,3345,1193,2529,2627,3400,1694,1819,1499,1616,2208,351,2523,1644,2529
54,1551,2707,2061,3972,1222,539,1337,3030,2248,315,1229,80,2888,567,1296,3269,2780,6527,1082,963,671,562,2983,1453,2009,963,1700,1832,3129,2721,1193,2721,825,1779,234,4733,899,1900,107,392,1835,2184,1107
55,6304,1535,5397,3537,424,539,2927,3030,1787,5121,6434,3024,411,3461,79,2752,6107,29,2850,231,6708,4099,173,173,6029,2625,2894,642,1215,1984,642,741,4027,2980,3208,2057,2625,2084,6769,6469,341,1514,1746
56,516,3154,6598,1287,6315,5877,1431,17,1425,2402,1876,2157,273,567,223,742,3131,1067,376,348,1375,1969,2983,860,901,1774,2785,1194,2584,3647,5230,2721,2751,1232,1869,1250,939,1753,1683,392,768,579,2984
57,1551,2707,2061,6433,1222,5877,3713,3413,1623,1666,3211,2994,6003,1801,3152,1807,1457,612,558,4606,2803,1766,2732,2549,19,2994,2148,93,921,670,1456,121,1490,1953,921,2740,1216,2718,1076,3106,2523,2212,214
58,516,2707,5397,3537,424,539,2588,1942,1787,3198,2830,3354,273,5460,79,2752,965,185,1231,231,6708,4099,173,2312,1311,2457,2752,642,2221,1463,2588,741,345,642,988,3391,640,2084,3441,6469,2328,1514,2961
59,6304,2707,2061,3537,4449,5443,1431,4832,4231,3198,5483,2157,273,3490,1296,1807,3131,6617,2090,4698,3743,1442,1049,398,3207,6349,2148,1377,921,1512,398,1498,1431,1953,1758,1298,2819,1130,1559,718,2202,2369,5173
60,1551,2707,2061,3537,186,5877,3713,4570,6719,1148,4892,6196,6899,3605,6382,619,2176,5194,620,4290,437,1412,2917,2389,840,1214,4366,2944,3073,2152,2277,2938,1389,5070,1843,601,3261,6009,2893,2061,1931,3992,2869
61,1551,2707,3688,1287,186,5877,73,2741,2336,1148,1958,2994,700,1801,337,1807,2176,3009,620,894,2803,1412,1049,2389,2779,1236,2914,2944,6158,3420,1110,1676,1389,2980,218,2450,2108,833,2893,976,1931,2428,1596
62,6780,2707,6341,3537,1222,286,2588,3133,4852,1148,419,6196,6899,3605,6382,1785,2176,612,1231,4290,437,1412,2917,2389,1214,1214,3992,94,2221,1214,2277,2938,6669,5070,105,601,2503,3376,2893,2152,1931,3992,2869
63,516,2707,6598,1287,186,5877,73,1942,1787,3198,6434,504,273,358,1838,1807,965,6143,6995,6754,1375,2690,2575,523,1613,2455,4779,2705,314,579,1604,1913,2634,1364,3208,1838,2821,1913,2288,351,2328,2465,1258
64,1551,2707,2061,3537,2221,539,1233,2741,2448,3198,1958,2994,3313,2423,2000,852,886,612,2463,6622,553,3338,2732,1471,77,3133,1456,595,1526,3420,1456,3383,821,5539,2190,595,1471,976,970,976,1974,2212,214
65,6304,2707,2061,39,424,539,1233,2741,2448,1148,1958,2994,1397,1354,2000,6680,1674,612,558,1882,553,3031,2732,1727,680,1338,3114,595,1526,1512,3114,3383,673,5370,2042,6344,2821,976,558,85,1602,3064,966
66,516,2707,5397,3537,2221,539,2556,1942,1787,3309,6434,6350,3078,5460,2889,2182,303,206,1280,291,437,1057,173,1432,4292,2457,1700,642,1491,6528,2125,5034,2751,2416,3208,598,1499,3460,2953,598,1028,2390,841
67,1551,2707,3688,689,1222,539,2927,3413,1787,315,1958,2303,273,2018,337,1807,967,2302,45,2022,2871,1442,2983,2312,2053,548,1700,1194,2618,3345,1193,2529,2625,2980,3208,124,3760,912,3441,2224,3518,632,2871
68,6304,1535,6341,3537,2221,286,2068,17,1787,2402,1876,2157,2888,358,1296,1756,609,6143,45,627,1375,562,2983,726,2053,1774,1700,1194,178,1668,937,361,2927,581,1869,1007,5141,2776,3496,618,768,1581,178
69,516,2707,3688,1287,2221,539,2932,1942,1787,3198,1876,2157,273,1462,1838,1756,965,1067,45,534,671,2204,2008,860,2053,2140,1700,901,480,3647,2846,2247,2846,1232,3208,1250,1768,2215,1194,1547,768,1242,3000
70,516,3154,6598,1287,2221,286,213,1942,1787,3198,1876,2157,273,1462,1838,1756,3131,1067,45,231,1375,2598,173,860,2053,2140,2894,1194,311,3647,1797,1119,2846,1975,3208,1250,899,2084,1984,1547,768,948,2084
71,6304,2707,2061,3537,1222,286,2068,1942,1787,3198,2830,2157,273,358,1642,1756,965,185,1128,6827,1375,1442,173,2575,477,1774,2262,1194,2584,3345,3154,1520,2213,2664,2300,1007,5141,1753,2213,2224,379,948,178
72,6028,2707,5376,39,6906,539,2927,2741,48,3198,1958,359,2888,2018,1642,3470,599,2302,558,2022,2803,1766,1049,3318,559,235,3314,3038,1024,558,16,1498,1457,1739,3099,2450,1495,976,558,718,1766,1082,1766
73,1551,2707,2061,822,1222,4331,1431,3372,2672,784,1229,6350,3078,4294,3565,4177,4138,6391,959,4535,1229,562,2983,6300,4292,3191,2785,594,2746,2250,4281,2938,6669,2576,3208,861,1229,6372,6786,3042,3341,6388,3343
74,1551,2707,3688,689,1222,539,2068,3030,2672,2051,3293,2438,1874,1881,1141,742,2159,1384,1006,2451,1229,562,690,475,110,3191,1700,2944,1540,3151,2333,1515,4027,828,1863,2947,1538,3289,1538,1408,3307,2390,1596
75,6304,2707,5049,3537,2221,539,2588,1027,1787,3198,2830,2438,273,2522,1642,1756,967,2198,45,407,2646,1442,2983,637,2041,3242,2148,1216,1024,997,1193,2529,1973,2304,1310,678,1216,1379,99,718,2523,632,214
76,1551,2707,6341,3537,424,539,2321,1722,2672,2375,1958,80,1172,1926,1141,1874,2159,2798,959,1385,2405,2518,950,108,110,536,994,1421,2028,2028,2562,1157,4027,2571,2619,2028,1538,423,1549,2333,6461,2738,1596
77,6304,2707,5376,39,6906,4331,1431,2428,2248,2051,6923,80,2888,358,1296,1756,999,381,2776,291,1229,562,690,2575,499,3191,388,891,3254,1568,1994,2456,1431,6180,690,5774,5799,2241,6769,1568,2241,2709,6123
78,6596,2707,5397,3537,424,539,338,2741,2672,2051,1958,80,2888,1926,1539,3269,1407,2302,1082,894,1770,1442,2983,1530,2009,2540,388,1778,2746,1203,1261,2626,1361,1240,1869,3179,255,212,2876,85,1595,716,1714
79,1551,2707,5397,3537,424,539,2321,2428,2672,2051,6923,80,2888,3377,1539,1756,1407,6527,558,231,152,2755,2983,1530,608,242,1700,3526,1526,3356,1193,2529,895,1486,1869,3253,2278,212,2957,2834,3485,632,431
80,6780,2707,3688,6433,4258,4331,1431,2428,4231,2402,6923,80,2888,358,1141,742,609,6143,2332,1385,1981,562,2983,1530,1948,3191,388,594,2305,5966,5230,1515,3320,2309,1869,929,2278,2188,5804,3042,2867,562,6123
81,6304,2707,5376,3537,424,539,1233,2741,48,1148,419,2994,3313,2423,2000,852,886,612,620,2172,553,3338,2917,1471,77,2408,5554,1938,1526,3420,1456,3383,2152,5539,619,169,1471,976,852,2061,1931,5452,2961
82,6304,2707,5376,39,6906,4331,2068,2741,48,1148,1958,2438,1374,2177,1141,1,1674,2355,1717,1882,553,1820,690,157,499,1285,2914,2944,3254,1568,3172,2456,2645,1284,690,1068,631,2553,1264,692,195,1760,2926
83,1551,2707,4181,3972,1222,4331,2068,3030,2095,1148,461,2438,1172,2177,1141,3487,2159,2355,2354,1882,2405,1820,3293,157,559,1902,994,2944,2028,1157,423,1157,4595,1284,2619,2028,631,3245,1672,1568,195,1760,2926
84,6596,2707,6341,3972,6906,4331,1431,2428,1787,3198,2830,504,273,1401,1642,1807,2142,185,558,6827,230,1442,173,145,2053,2625,1700,1585,744,3345,396,787,2625,457,2300,3075,1578,912,2213,2224,3485,1581,1128
85,16,3154,6598,1287,6315,5877,2556,1850,1787,3198,1876,2157,273,2625,2301,1756,965,185,1257,534,671,2598,2024,2312,477,6349,382,1194,4825,3647,3659,5479,3659,2889,4414,1007,5141,6126,1643,618,3485,1581,6743
86,516,3154,6598,1287,2221,286,2161,1942,2672,3309,6434,3354,1861,1462,1642,1756,965,185,45,231,621,2204,457,2312,2053,548,145,1194,744,3345,3659,2247,3659,2664,4414,1007,5141,2215,1194,2224,768,1581,178
87,6304,2707,2061,3537,424,5877,2068,6557,4231,6211,5662,2157,273,1462,1838,1756,3131,185,542,627,1375,1442,1049,1453,2053,1774,2262,1194,2262,1847,3154,361,2751,2664,4414,1007,2524,1753,1194,156,768,3766,178
88,516,3154,6598,1287,2221,5877,73,1850,5517,3309,6434,2157,273,869,1838,1756,965,1067,1257,1590,671,1838,2575,90,2779,6964,4779,2747,656,1512,2125,6579,2751,1693,3208,1838,3157,2215,2953,4271,283,3766,6743
89,1551,2707,2061,3364,1222,4331,6300,3030,2672,2051,6923,1244,597,2652,1344,742,609,1384,959,627,1770,562,2983,2062,1948,963,2785,1832,2305,1205,3197,260,5103,4925,234,4733,899,364,107,3042,698,20,698
90,6304,1535,5397,3537,2221,5877,2588,17,1787,3198,1876,2157,273,1462,1838,1756,965,185,45,627,1375,4414,2008,860,2053,1774,1850,1194,744,3345,379,1986,2846,2664,4414,1007,885,1753,1194,156,768,542,178
91,516,1535,6598,1287,2221,286,213,17,1787,3331,1876,2157,273,358,1838,1756,965,1067,376,348,1375,4414,173,860,2053,1335,1850,1194,2584,3345,1797,1986,2846,2664,4414,1007,5141,1753,1194,156,768,3766,178
92,6304,1535,5397,3537,2221,286,2932,17,1787,315,1876,2157,273,1462,223,1756,3131,1067,542,627,1375,4414,173,860,2053,1335,1700,1194,3129,1847,1193,361,2846,1232,4414,1007,899,1753,3496,2131,768,3766,178
93,516,3154,6598,1287,2221,5877,73,5701,3666,4687,4072,1792,273,817,2889,2752,965,185,6115,4290,437,345,318,5102,1311,1460,2401,2747,2221,1749,2588,6579,3580,1693,3208,124,3655,4404,679,5096,5096,6875,3157
94,1551,2707,2061,822,186,5877,73,4570,4852,1148,419,6196,6899,5624,6114,4135,6607,5225,5082,4290,3527,5458,4568,2389,77,2408,5806,3822,6425,6903,396,5085,3580,5539,4894,4936,6777,6321,5584,5432,5616,4735,3823
95,1551,2707,5049,3537,186,5877,73,2741,5379,3198,4072,2994,3313,2423,2000,1415,886,612,2965,2172,497,3338,1088,1471,77,1247,1456,4129,497,3211,1456,3383,1247,2980,1723,169,1723,976,933,2834,1723,2965,214
96,6304,2707,5376,3537,2221,5877,73,3133,4852,1148,419,1563,6899,3605,6382,1522,2176,5225,2771,4290,437,3923,2908,2389,1311,2408,5068,194,2221,1749,2588,4297,3580,5070,5386,5923,3655,4404,6272,4473,1931,2616,3823
97,1551,2707,2061,3537,1222,539,2588,1722,1623,1376,2830,3354,3503,421,1642,1236,965,185,1231,4290,437,97,2595,2389,1311,2408,3125,194,2221,1749,128,674,345,2980,5386,1190,345,3376,3441,5096,1931,2616,2961
98,516,2707,5397,3537,2221,286,2588,2741,4852,1148,419,6196,6899,3605,3548,1785,6107,5225,5082,4290,437,345,318,2389,5866,6964,4980,5261,3672,1749,2277,5085,3580,6624,6747,601,6777,4404,6272,4473,1931,2616,3823
99,1551,2707,5049,1287,1067,5877,5410,6075,4852,3198,4072,6794,4468,6755,3548,1522,6607,5225,6115,3872,4562,1838,4991,6905,5417,5083,1352,5125,3827,1287,2122,3256,1851,2958,4958,2870,6041,6321,5682,985,2639,6726,6382
100,6304,4408,5376,39,6906,4331,73,6557,4852,5813,5336,1436,4468,4755,6382,6712,4283,6282,6452,4003,5792,4468,5060,6337,5662,5947,6177,5332,4518,6710,5423,4205,4901,3818,5488,4429,6906,4076,6650,6838,4769,2390,3648
101,516,3154,6598,1287,696,5877,2161,1850,5517,1376,6434,2157,1069,3636,2889,1003,6607,5023,558,534,671,1838,566,3208,5243,1236,4779,2639,656,1287,2125,2247,2651,2958,3208,1838,1403,1675,2953,1800,968,3766,6743
102,516,1535,6341,3655,2221,123,2161,1942,1081,1376,6434,2157,273,869,1642,1756,965,185,45,231,671,1838,173,2312,2053,2041,2894,642,1025,1984,2498,674,2846,2980,3208,124,2074,3376,3441,1179,426,1514,841
103,516,2707,3688,822,186,5877,2556,1722,2336,1148,2830,6794,3753,1801,337,1807,780,3009,2101,3152,2803,1766,1049,2389,559,978,2148,2944,314,3211,3524,3471,1389,1340,2374,2947,2074,2395,99,718,2202,99,1596
104,1551,2707,2061,2542,424,539,1233,3030,3332,1148,2830,3024,6446,358,337,1807,780,6143,2354,291,2803,1442,3293,4572,4292,978,2785,2944,4898,914,6591,1157,250,4898,2619,601,3132,1130,1549,1179,1931,2369,4979
105,6780,2707,2061,1385,6906,4331,1337,2428,2248,315,1958,80,2888,150,107,3269,2470,3507,1082,963,1770,1442,2983,2062,901,963,2785,1832,653,2582,1992,260,184,581,1869,417,899,212,3065,3042,1835,562,3507
106,1551,2707,2061,822,1222,4331,1431,2428,2672,2051,6923,80,2888,150,223,3269,3131,3507,1349,32,1770,1442,2983,2062,1948,963,2785,1832,2305,579,5230,260,3320,581,1869,929,899,364,107,392,1835,1082,3507
107,516,2707,6598,3537,186,539,2068,3030,1787,315,6923,80,2888,150,107,3269,2470,2302,1082,534,671,197,2983,272,2009,3372,3314,1832,2937,216,281,260,1500,581,1869,929,3132,212,2876,2540,1972,2184,1714
108,516,3154,6598,3537,1222,286,1431,2428,1787,2402,2830,2157,2888,358,1296,1756,2470,1067,1082,627,1375,1442,2575,315,1948,1774,388,891,2584,926,5230,361,184,2664,1869,1707,899,1753,1482,1707,768,3766,178
109,516,3154,6598,1287,1067,5877,213,1850,5517,3309,1876,2157,273,1462,1838,1756,3131,1067,45,534,671,1838,1049,860,2053,1774,1850,1194,2262,3647,3068,2247,2751,2664,1869,1529,885,1753,2953,951,768,3766,178
110,1551,2707,2061,3537,186,5877,2556,4832,1787,4727,1182,6238,2888,3244,2443,3724,710,5079,6907,1983,2148,1442,710,1727,923,3841,2148,3183,2584,926,1182,1983,873,581,1869,2443,710,212,5804,392,1835,2184,2022
