ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16
49,6349,6896,1739,1760,1024,637,1526,2118,2377,2620,2534,3407,3407,3407,2905,3315,3407
50,2530,703,1739,720,1024,3383,2620,3211,2377,2620,2377,2233,3407,3407,215,3315,3315
51,12,1039,2114,852,2061,455,1858,2211,427,3348,2534,2539,3407,3407,1693,71,1755
52,6349,703,2994,720,833,578,2620,1275,1877,2196,776,1066,2871,268,2820,1153,2317
53,12,703,4147,3053,455,100,1858,2469,2570,1822,596,596,1153,1822,1478,1153,2539
54,6349,4278,629,1017,1136,2361,978,126,1280,99,1711,3230,1929,941,941,1227,313
55,6349,6635,629,1760,660,2361,2686,6741,2467,6402,2141,881,5651,3394,3657,5333,5333
56,6349,2125,629,4661,3358,2361,3093,644,2953,2672,3509,3466,923,1508,741,3371,2947
57,2530,293,1739,3053,2061,578,1858,3211,1222,1715,1377,83,2995,467,15,3273,1459
58,6349,703,1929,1590,2709,2361,978,2184,2443,2672,3139,2210,272,3009,674,258,2690
59,6349,703,1119,1760,2594,1929,2563,1315,3282,341,3139,1730,2176,2607,437,2869,1280
60,12,3353,2114,3053,1483,94,2227,399,585,2636,2591,2840,43,2315,601,3006,94
61,2719,703,1176,414,2061,578,487,399,703,2237,700,1068,585,2395,2389,2389,2338
62,6349,703,6019,3053,2061,2530,2620,467,86,1118,1377,533,934,391,613,2089,2644
63,6349,703,779,2075,455,3195,2620,2022,2570,3145,2657,1977,165,165,2377,2260,19
64,2530,3353,1739,720,2061,3195,2620,1616,2732,894,166,1646,680,680,1164,894,2732
65,2530,3353,1739,720,455,100,1722,2963,2570,1156,2657,773,1147,3470,1147,1147,3080
66,6349,3932,1176,720,2061,3149,1722,2022,3472,2541,2862,596,2774,156,1478,1679,1861
67,6349,703,1176,1735,2988,2981,2524,627,1335,3405,3501,2215,2735,129,1232,3363,479
68,6349,30,629,4661,3358,2981,379,627,2505,1462,3501,904,1910,904,2243,2151,2505
69,12,4150,1119,4661,4305,2981,2524,46,1335,1462,542,1455,3131,2192,2846,1774,232
70,6349,5739,975,4661,660,2981,2497,46,315,2665,3075,1455,1910,2524,3347,1774,1928
71,6349,6896,629,1590,2594,2981,2524,46,3075,418,967,3075,3075,3221,2224,3075,3075
72,6349,703,157,1760,1685,212,1270,1476,2443,894,1399,1268,2431,894,1268,2431,1862
73,6349,4278,629,1760,1136,212,2103,25,608,738,25,2902,2902,1139,30,2583,30
74,6349,4278,629,1760,1136,2056,476,1685,3495,738,25,1925,685,2557,2270,2188,1925
75,12,3932,1739,2075,2745,637,2103,1862,690,2863,275,2583,2863,3390,858,789,275
76,6349,6635,5937,1760,2745,637,1605,1862,703,1862,2536,1862,2352,552,3124,2795,30
77,6349,4278,629,1017,1136,2056,1334,2451,608,738,3094,608,2902,2155,2155,2155,275
78,6349,6896,629,1017,1136,3408,2942,2290,305,3269,2746,827,3104,107,1198,305,3521
79,6349,703,629,4661,1136,1950,2106,2746,380,2557,2746,2952,827,1208,1198,305,3521
80,6349,4278,629,1017,1136,3408,2942,2290,2682,3039,2557,2471,827,300,3521,3269,3521
81,12,3353,84,852,2061,1239,1858,613,3054,2089,12,73,3153,2771,2792,73,723
82,6349,6896,5937,1760,1242,2028,3094,399,778,2586,105,64,64,3192,2307,267,218
83,6349,6896,629,1760,2745,1225,3030,399,631,2586,2307,64,3487,585,2307,399,64
84,6349,703,1119,1760,2307,2361,2524,627,2505,926,2346,904,1910,2035,2035,1804,1804
85,1403,3932,1119,1590,660,2361,379,627,3131,172,3480,3766,2243,156,1986,1986,1861
86,2530,2125,1119,4661,22,2981,2524,1707,1335,1462,3501,1455,2167,156,3068,176,46
87,6349,4278,629,4661,6381,2981,2524,645,645,2665,32,1455,2157,67,1804,1804,488
88,1403,2125,1119,4661,4305,2981,2663,645,315,1015,1067,1071,2981,67,2131,768,1173
89,6349,4278,629,1017,3358,1707,2497,3358,2248,1015,3358,3496,2981,67,67,768,2590
90,12,1335,1119,414,1483,1850,967,627,726,3075,3075,1838,1838,3331,320,1153,1861
91,6349,1335,5937,1590,1242,2981,2497,46,3131,1462,145,850,1637,156,3410,2151,2178
92,6349,1335,629,4661,5887,2981,2524,32,3131,660,2213,1273,2247,3331,2052,2086,232
93,12,4150,4147,3053,1483,2253,2792,1923,6555,1069,1069,821,2742,1271,1271,1271,97
94,12,1039,4147,3053,4347,5828,6810,6555,6842,3923,6842,3519,2908,2588,610,6164,2771
95,12,2198,2114,1789,2061,2939,722,775,6164,41,1483,1883,41,41,1239,769,2289
96,12,1039,3817,3053,1483,2530,73,6555,1915,1039,12,1039,3519,1039,628,2908,12
97,6349,703,2114,3053,1483,2530,73,6555,1915,775,5386,3519,325,2089,325,3527,2289
98,2530,2198,4147,3053,1483,3527,6810,6555,6555,1039,5386,3519,325,2089,2089,325,2089
99,12,5739,4147,5853,1483,1302,978,1171,1504,2739,1983,2100,2739,2739,2870,2198,2739
100,6349,4278,629,4661,6578,2671,1209,2381,337,2202,2574,923,923,2068,2098,1929,2311
101,1403,2125,3068,4611,4431,1929,978,1278,2335,2974,22,2322,2312,207,1066,1066,1684
102,6349,1039,975,1590,1136,1010,978,213,2953,2672,1983,126,1758,2796,941,2542,2619
103,6349,703,629,1760,1535,212,978,2963,1860,99,2358,1730,874,1404,2422,2422,109
104,6349,4278,629,1760,1024,593,458,340,703,1118,292,1730,2338,389,1686,2422,2386
105,6349,4278,629,1017,1136,3408,338,1950,3216,3491,3341,1835,3232,1014,1014,3188,3372
106,6349,6635,629,1017,1136,3408,476,1950,1731,3491,284,1373,2214,1014,3372,3399,2332
107,6349,6635,629,1017,1136,1950,476,1950,1731,1881,1213,1213,3372,3399,1731,3399,3399
108,6349,6635,629,4661,6381,2981,2663,645,1420,2284,145,1455,1637,2524,1804,3131,1455
109,1403,2125,629,1590,1242,2361,3093,627,2215,1740,2598,2215,3000,156,2846,1343,3647
110,6349,1335,629,4444,1242,2361,379,2293,3068,1462,2598,2215,1637,156,3154,3131,46
111,6349,6635,1119,1760,2745,2737,978,2963,1877,960,3155,2795,960,552,3506,979,3506
112,6349,703,1739,1760,2745,2361,978,1275,1877,2156,1137,2134,1756,3222,551,408,30
113,6349,6635,629,1760,2745,1010,978,2022,1877,2196,3155,3456,960,2196,551,3155,135
114,2530,703,1739,720,455,100,2620,3018,2136,1739,2904,1646,3195,2620,2736,455,2732
115,6349,703,1739,720,833,3383,2620,2118,1415,1118,2904,2366,421,946,946,2969,1304
116,6349,703,779,2075,455,3195,2620,186,427,3199,2657,2853,3199,1279,819,976,1593
117,6349,6896,157,1590,2594,593,1609,2840,1094,1837,1526,103,2395,3250,1889,3342,458
118,6349,6635,629,1012,1136,212,2184,1238,2542,99,1238,1238,1549,2796,2542,2542,448
119,6349,1335,629,1378,2745,2361,978,363,363,99,1270,2638,2982,2403,941,941,1106
120,6349,1335,5937,4661,2988,1010,2686,1336,2080,2518,2574,1684,923,2411,941,2667,2851
121,6349,703,1119,1590,1483,2433,2227,2840,1094,1252,342,2266,1260,1252,1094,1094,1260
122,6349,703,5937,1760,1242,637,1609,399,593,933,342,2266,1715,1723,205,3250,3350
123,6349,4278,157,1760,2087,578,2227,399,2499,2636,237,43,43,134,1686,2920,3036
124,6349,703,157,1760,2745,1010,978,363,1466,1495,3139,2135,2585,3086,551,2920,2463
125,2530,703,779,414,1483,673,2227,399,703,2636,700,2840,43,946,1686,2920,2944
126,12,3353,1734,1789,2061,1840,2409,1909,1909,1236,2597,2249,1522,2480,2469,2249,2597
127,2530,2198,1176,2075,1024,2737,1722,2963,1147,3002,3002,773,327,3002,773,3002,3044
128,6349,703,779,1760,2745,3013,1722,2963,420,3002,1127,1338,39,48,1751,469,2621
129,6349,4278,5937,1760,2745,637,1334,1000,3228,830,1736,1775,2103,1855,830,1029,830
130,6349,4278,629,1012,1136,3216,2704,733,1440,3188,536,1775,2544,2630,2103,608,830
131,6349,6896,1119,720,1535,637,458,1000,1736,1837,1855,1068,2103,3233,1473,1473,1079
132,6349,6635,629,4661,3358,2981,2497,645,2497,2665,2236,2284,2284,2524,1420,2497,948
133,2530,1335,629,4661,1242,2981,2524,32,2035,1462,967,1455,3131,3331,3154,1804,46
134,6349,1335,629,4661,1242,1850,379,627,660,660,2052,1838,2247,3331,2052,1753,1861
135,6349,4278,629,1760,660,1929,978,2437,1466,2795,3139,3036,1431,3139,551,2920,30
136,6349,1335,5937,1760,2594,2737,978,2022,1504,3381,1270,2100,2585,3086,2258,1994,1605
137,6349,4278,157,1760,2745,1929,978,2038,1326,2854,1686,946,2412,3506,2714,2920,1959
138,6349,4278,5937,1760,2745,212,2979,363,599,1076,1142,535,2551,2483,997,2483,2979
139,6349,6635,157,1012,1136,212,2704,448,510,3293,1142,2638,197,1303,1142,997,3217
140,6349,703,5937,4661,1136,2056,3030,2451,1294,2704,1294,444,2016,2999,2999,3289,2016
141,6349,703,1739,720,455,578,1526,2118,2624,2905,2730,2534,3407,3407,2965,3315,2534
142,6349,703,1176,720,2061,3195,2620,1985,974,2620,2736,3407,3407,2736,1638,2534,1865
143,2530,703,1739,720,455,100,2620,186,2377,2620,3017,670,2736,3018,1638,2110,2534
144,2530,3353,1734,3053,2061,1239,2249,3484,1915,3484,6164,610,1483,2172,346,1239,346
145,2719,703,2114,3053,2061,1239,2249,3484,1471,451,6164,77,1004,310,310,1239,346
146,6349,293,2114,3053,2061,2939,1858,6555,1915,3484,128,610,1004,3484,346,1311,346
147,6349,703,779,720,1024,3195,1722,3002,420,3002,1147,737,1676,100,1147,1049,2077
148,6349,703,157,1760,2745,2737,33,2963,2621,3002,3139,2135,1179,2549,3334,3016,2621
149,12,703,779,720,1024,3195,1722,3211,2621,894,3112,2135,2077,3352,1852,3016,2621
150,6349,6896,5937,1590,2745,637,458,399,703,3142,700,2266,1652,1855,1843,1855,3487
151,6349,6896,629,1760,1535,637,458,1000,703,1837,292,2266,2910,1837,2819,1473,553
152,6349,6635,629,1760,2745,2056,1334,2451,703,3307,1157,1157,1652,1652,522,50,3172
153,6349,6896,5937,1760,2745,2737,978,2963,2136,3007,3007,1273,930,1273,3007,938,938
154,6349,703,157,1760,1535,3013,1966,2963,3472,2684,2511,2511,3345,1273,3007,2862,938
155,6349,703,1176,2075,1024,3195,1722,2022,1829,3348,1493,2511,3348,3348,3348,3348,932
156,6349,1335,629,4661,1685,212,2184,1010,2270,3356,2575,1925,1137,2575,1552,2188,2328
157,6349,4278,5937,4661,1136,1950,2942,2290,1612,2328,2746,3450,2328,3522,2746,3522,2328
158,6349,6896,5937,1017,2709,3216,2106,2290,380,1685,2746,3450,485,3522,1552,3522,2328
159,2530,703,1119,1760,2745,2056,1549,399,690,738,2938,690,2163,861,858,789,275
160,6349,6635,629,1760,2709,1302,1609,340,275,3506,2536,2583,960,3401,3124,3124,275
161,6349,703,1739,2075,1024,593,2620,3211,2624,3124,2736,2536,2536,552,3124,3124,552
162,6349,4278,629,1017,1136,1950,2942,1482,380,3522,2309,3450,826,3522,1552,2188,1357
163,6349,6896,629,4444,510,1950,2704,2754,3495,738,25,608,685,2754,1552,1552,826
164,6349,4278,629,4661,1136,3408,2356,2290,1731,3069,1976,575,1191,2356,1552,305,2290
165,6349,1335,629,4661,5887,2981,2663,627,3131,4268,2213,1273,2247,660,418,1774,2524
166,2530,3932,3068,6183,4431,4921,6701,6834,6743,2666,6776,1048,2247,3724,1581,1774,3647
167,12,3932,4455,6183,4431,1850,2524,4099,2505,4268,3724,3724,3724,3724,2247,3724,6885
168,2719,2125,157,1760,2709,1950,476,2993,3495,3399,284,608,2214,284,112,284,284
169,2719,703,1739,1760,1136,2056,3030,2451,3495,738,1,608,2163,1540,440,2652,112
170,6349,6896,157,1760,1136,637,978,2077,1877,341,2869,341,1929,552,3368,3374,1605
171,6349,1335,629,1017,1136,3408,2106,2723,1731,643,3257,2471,685,1107,1107,2902,1939
172,6349,4278,629,1017,1136,1950,2942,2723,1731,643,1234,2471,597,511,1821,1107,1107
173,6349,6635,629,1017,3234,3408,2942,2723,1731,2396,1234,2471,597,3197,1821,3197,1107
174,6349,4278,629,1017,3234,1950,2106,142,1731,2396,1624,2471,1191,3117,1624,1017,1624
175,6349,4278,629,1017,3234,3408,2942,1288,1687,2396,2471,2471,557,557,1451,3269,1624
176,6349,6635,629,4444,1136,3408,2106,1707,1687,2396,3127,3521,3521,511,3236,3269,1624
177,2719,5739,1119,5853,1483,578,1452,1028,1389,934,2389,2499,2389,3373,2389,3373,218
178,2530,703,1739,720,2061,2530,2620,2118,3420,3420,3420,1456,533,2620,946,49,3420
179,12,5739,1739,720,2061,3383,2620,186,427,3420,1710,673,467,2111,3346,833,1915
180,6349,703,1739,2075,1024,2737,1722,819,2628,1822,2628,1525,405,1525,84,1578,424
181,6349,703,2114,3053,1483,2530,1858,613,265,2620,2961,1769,2114,1705,265,888,133
182,6349,293,1739,720,852,100,2409,543,2560,1822,424,3252,1822,310,3252,1822,2560
183,12,1039,4147,3053,1483,3906,73,610,801,1524,4757,4757,2217,4078,1693,1271,2217
184,1403,3932,1119,720,660,2923,978,821,801,2625,821,2539,2625,2559,1693,265,2802
185,2719,5739,4147,3053,1483,4488,2792,2906,84,2541,2834,596,1202,2580,290,2580,2580
186,6349,703,1739,2075,1024,637,1526,2603,974,2146,2448,3401,3089,290,3369,2905,550
187,2530,703,779,720,2087,637,978,467,974,290,2603,3369,3089,290,3369,3315,290
188,12,703,1739,414,2594,1929,2620,821,1525,2146,3025,3025,3025,3025,290,3025,290
189,6349,6635,629,4276,2988,2361,3154,1010,2058,99,1259,1896,99,238,941,941,1106
190,6349,703,629,1760,2745,1010,3093,2963,1090,1756,3155,1756,2928,3111,490,472,258
191,2719,5739,779,2530,1024,3149,1722,2963,1504,99,1983,3244,1387,3516,1066,1966,3471
192,6349,703,975,1590,1136,1225,1549,2184,691,738,3394,1437,685,1955,3137,685,1955
193,6349,6896,157,1760,2745,637,978,2963,2136,637,1725,891,485,1052,891,485,485
194,6349,703,1119,1760,510,2056,2356,1874,380,3356,2309,3450,485,2754,891,2188,3450
195,6349,4278,629,4444,2709,2361,978,2184,677,2672,375,2833,1929,2953,135,2953,1280
196,6349,6635,629,1760,2709,2361,978,1516,2134,2672,937,139,3129,3129,13,2953,135
197,6349,30,5937,1760,2709,2361,978,2982,2953,2672,213,341,574,2869,2422,2869,437
198,6349,703,629,4661,2307,3216,881,1916,591,591,3424,3094,1123,3424,1200,918,136
199,6349,703,629,778,2594,1421,1609,399,8,2518,2563,2687,1684,2980,2980,918,2406
200,6349,703,3068,5853,2745,2056,3030,1238,3293,3003,2198,1684,2739,1991,2280,525,1991
201,2530,703,1119,1760,2745,637,1334,2451,3293,3293,3287,1588,2845,1837,3293,1464,820
202,6349,6635,5937,1760,2745,2056,1334,2451,2643,1037,2999,2845,2845,820,494,1464,2458
203,2530,703,157,1760,2745,2056,1334,1000,2458,2526,2458,887,2458,106,887,2458,2458
204,6349,4278,629,1017,1136,3408,2106,142,516,142,899,1011,1011,2997,1947,1947,2524
205,6349,1335,629,1017,1136,3408,2106,1948,710,3216,1182,3183,1388,1778,1778,1778,1778
206,6349,6635,629,1017,1136,3408,2106,1996,516,3013,1996,1996,2929,740,2929,516,432
207,1403,2125,629,4661,2988,3408,2184,1881,1612,1500,239,1437,2519,1612,1086,1086,3495
208,6349,6896,5937,1760,1136,1950,2356,1874,1505,1881,1213,1881,2847,1500,1505,1500,2847
209,6349,4278,629,1017,1136,3408,2746,1874,2643,1881,1213,2250,1442,1500,1881,920,2250
210,6349,6896,779,2075,833,94,487,399,585,2636,2515,585,585,3373,4801,3487,3487
211,6349,4278,629,1760,22,1421,458,399,2120,64,2515,3487,585,585,3487,3487,3487
212,6349,4278,629,1760,22,1421,3030,399,1421,522,1577,1157,2241,1599,3282,1129,3487
213,6349,703,157,720,1483,578,2620,1028,2624,2620,2186,1796,3429,1796,133,3391,133
214,6349,703,1119,3053,1483,2530,2227,613,2344,2620,1710,3346,3429,26,3346,2283,459
215,12,3353,1739,720,2061,455,2620,613,2111,2530,1710,2111,1962,2111,1222,2111,3420
216,6349,703,1176,2530,833,637,2620,3211,2377,3124,2736,2366,552,552,3124,3124,552
217,6349,703,1176,720,833,2737,1722,2994,1466,2196,2830,1495,960,552,2536,2543,1891
218,6349,1335,629,4661,22,2361,3093,627,907,3405,1307,1966,2871,932,2618,1644,1307
219,12,2125,1119,4276,1242,2361,3093,1132,5217,3405,5217,5640,5305,4347,4957,7010,5640
220,6349,1335,629,4661,2709,2361,34,645,645,2981,2215,3141,1194,311,1132,2612,1683
221,6349,1335,629,4661,1242,2361,2663,645,1420,1015,931,1009,5305,1009,3068,5640,5640
222,6349,6635,629,1017,1136,212,978,1238,599,2671,1991,3308,785,2880,2873,1549,2055
223,6349,703,157,1760,2745,637,1334,2451,778,3030,1863,3424,6515,1991,180,6158,6515
224,6349,6896,5937,1760,2745,212,1270,1259,599,212,444,444,444,2880,3357,2880,444
225,12,3353,84,852,2061,1239,2249,2399,1233,1233,1463,2226,1522,1796,619,2110,221
226,6349,703,1739,852,2061,100,2409,2399,2377,2793,1329,2469,2857,3458,1638,2110,1638
227,6349,2198,1739,3053,2061,2530,1858,1909,833,1236,1522,1522,1522,2480,1522,1380,221
228,6349,703,629,1760,2745,637,458,1862,363,99,3211,2135,2585,1872,1447,979,1605
229,12,3353,2114,1760,1136,1010,978,307,1877,99,2574,2100,2338,1766,2456,2452,99
230,6349,703,3601,3053,2061,578,2620,1171,3214,2108,2122,2499,1452,1066,1693,1066,2074
231,2530,703,1739,2075,1535,2737,33,2963,2310,2016,3017,3151,2495,106,3151,3151,1313
232,2530,703,1176,1760,2745,212,807,3443,2628,2628,445,593,2495,242,3120,1313,1313
233,6349,703,1119,6289,6382,2048,978,1171,2467,2518,2938,2687,2585,3394,2457,1265,896
234,6349,4278,629,4444,2745,637,458,399,703,2237,292,2043,43,50,2926,50,1068
235,6349,703,157,1760,2594,637,458,340,703,1837,292,1730,1730,1000,1503,1315,1280
236,6349,4278,629,1760,1535,3195,1526,340,703,1118,2897,1730,43,2920,2064,50,2430
237,6349,6635,629,1017,1136,3216,2106,2746,380,1540,25,1925,685,2754,1552,2188,1925
238,6349,4278,629,1012,1136,3408,2106,1948,380,1685,1685,3450,826,2754,1552,2188,1357
239,6349,4278,629,1760,1136,3408,2356,1948,380,1685,25,1925,826,2754,1552,2188,1925
240,6349,1335,629,1760,1136,212,1334,2451,599,99,1227,3453,3364,1006,3364,3094,2806
241,12,703,779,414,1535,637,978,1361,2136,2526,1725,887,106,106,887,106,650
242,6349,703,1119,6289,2307,1010,978,1361,372,1575,990,3244,907,2452,1066,907,3471
243,2530,3353,2114,1789,2061,455,1233,1909,2377,3018,2172,1233,888,1783,2758,888,2734
244,12,3353,2114,3053,2061,2530,1858,167,427,1840,1899,1233,888,888,705,888,1783
245,2530,3353,1739,852,852,455,1233,1909,2570,2811,1899,2111,705,2811,705,888,725
246,2719,1039,4147,3053,2061,2939,1858,1909,1036,1236,2597,1236,1013,2249,2469,244,1114
247,2530,3353,1739,720,455,100,1722,2966,1147,100,2627,2765,2966,2966,2966,469,1197
248,6349,703,2994,3053,2061,578,2620,1909,1049,2041,1114,1049,2966,1236,2966,1236,956
249,12,2221,2994,720,455,635,1722,2469,2377,2793,976,2399,705,1380,2469,2469,3493
250,2530,703,1739,720,455,100,100,2966,1147,3002,1127,2047,349,1127,359,888,19
251,2530,3353,1739,720,455,100,100,2469,2570,3145,2211,908,3468,2657,705,888,286
252,6349,6635,629,4661,1242,2361,2524,46,2505,1462,967,1455,1637,2524,2035,1607,46
253,6349,2125,629,4661,6382,1850,379,627,4012,1462,2598,1838,5510,156,2243,3131,3547
254,2530,1335,629,4276,22,1850,2497,1668,1850,2665,3075,948,1850,46,2224,1804,46
255,6349,4278,629,1017,3234,3408,2356,2290,1731,3069,1288,142,2327,784,1771,2555,3511
256,6349,6635,629,1017,3234,3408,2942,2290,1731,3491,3341,2327,1950,2555,1947,2555,2555
257,6349,4278,629,1017,1136,3408,2746,2290,1731,2396,1288,511,331,511,2929,1017,3511
258,6349,703,1739,720,2061,3149,1722,2022,2469,3348,886,886,1153,3097,1478,1153,3472
259,12,3353,84,3053,2594,1850,886,2022,726,3363,3075,320,1153,3097,320,1153,1822
260,12,703,1739,720,2061,1850,3345,2022,2469,1153,1153,1153,1153,1153,1153,1153,1822
261,6349,4278,629,1017,1136,3216,2106,2746,380,1874,1052,3450,1442,1869,1052,1869,380
262,6349,6635,629,1017,1136,1950,2942,2290,380,1191,2746,1370,380,3522,1869,1869,1869
263,6349,6635,629,1012,1136,3408,2106,2746,380,3522,2746,827,298,3522,1552,1482,1482
264,6349,703,2114,720,1024,3195,1722,2963,2765,3002,2765,2026,1935,1935,2041,518,2026
265,12,2125,3068,3053,1483,1850,2189,2022,1946,644,937,644,1966,644,1966,1966,2843
266,6349,703,157,2075,1535,2737,336,2963,558,3002,2928,1268,2928,2549,2041,518,1605
267,6349,2125,629,1590,2577,6611,2563,2577,2139,2912,2048,29,155,29,2312,918,881
268,6349,2125,4147,6657,1483,673,2792,6555,2742,1965,696,2742,2742,2747,1693,1358,2747
269,6349,2125,4455,6183,4431,4441,6759,5810,6179,1069,6107,301,2742,6103,6103,1949,2747
270,2719,3932,5937,414,22,3149,1722,1275,372,139,3112,341,2434,2281,2041,2673,2869
271,6349,6635,1119,1590,2594,3423,978,1275,3266,139,1114,3087,2176,3152,2616,1278,437
272,6349,703,779,720,1535,3149,1722,1275,2673,2196,1114,341,139,2869,2041,2673,3016
273,6349,4278,629,1760,1136,637,3030,25,798,738,25,1925,2270,1253,30,1090,30
274,6349,6896,5937,1760,2745,637,2103,1862,275,3124,960,1495,960,552,3124,1891,1925
275,6349,4278,629,1012,2745,212,476,1476,798,738,25,1925,2270,997,1925,1090,1925
276,6349,4278,629,1760,2745,637,807,363,1860,99,1270,2169,170,1518,1117,393,1878
277,6349,703,5937,1760,2745,2737,33,2963,2621,2621,3139,2291,3282,2611,1117,2403,1878
278,6349,703,5937,1760,2745,212,978,1862,3228,99,1270,2638,2770,3394,2456,1223,1106
279,12,3353,1739,720,1535,637,458,1000,974,1837,2536,1457,2653,2837,2536,2536,118
280,6349,703,1739,2075,1535,2737,33,1862,2058,2526,887,887,3498,887,887,2526,2458
281,6349,703,5937,1760,2745,637,807,1862,2055,2692,2458,109,2458,1837,3071,2526,2458
282,6349,6635,629,4661,2709,1950,2106,2290,972,3069,2356,5729,5729,2356,2356,906,274
283,6349,6635,629,1012,3358,2361,2411,5651,1308,4103,5873,4417,5819,5334,4782,4508,234
