ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37
66,189,182,28,295,89,402,211,53,349,53,53,53,53,53,53,66,66,53,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
67,272,557,136,260,5,151,74,151,285,66,355,66,66,295,393,223,223,66,66,66,66,223,66,66,196,66,66,66,123,355,66,66,99,66,99,66,99,66
68,367,305,459,313,734,123,73,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
69,322,283,570,126,319,3,3,647,647,393,647,647,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
70,638,183,595,259,152,181,317,181,181,181,181,181,181,181,181,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
71,107,262,89,133,13,159,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
72,724,165,140,347,252,65,65,285,377,28,392,106,392,392,136,282,344,27,278,27,27,27,136,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
73,42,654,504,807,324,562,31,31,302,31,31,31,106,31,31,106,278,27,31,106,106,106,106,27,27,106,27,27,27,27,27,27,27,27,27,27,27,27
74,223,609,250,392,10,120,3,352,352,352,352,352,124,124,124,76,124,76,118,76,135,278,215,352,118,76,278,3,27,352,278,214,348,278,215,135,215,354
75,32,222,231,256,206,3,81,285,252,252,111,285,8,8,63,8,8,8,8,63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,34,8
76,254,778,282,42,282,171,28,171,135,357,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
77,14,221,167,394,391,118,9,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
78,111,239,282,65,153,352,354,359,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
79,510,34,671,256,34,153,284,359,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
80,379,176,124,343,17,135,298,217,217,276,343,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
81,155,24,23,362,601,100,100,100,91,100,100,100,213,100,213,100,100,100,213,100,100,100,100,213,100,100,100,100,341,100,391,100,391,391,351,391,341,391
82,92,98,340,306,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,488,111,498,491,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,767,418,221,151,233,233,233,99,393,259,393,99,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
85,393,87,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,775,722,361,393,403,317,393,393,393,66,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
87,355,355,259,259,259,259,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
88,142,285,44,66,70,402,376,402,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
89,499,113,382,222,316,3,126,126,126,126,126,126,126,126,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,393,376,376,376
90,379,685,562,159,259,168,179,99,393,66,133,44,44,44,44,44,44,99,99,259,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
91,251,778,32,175,133,355,99,183,66,66,183,355,99,159,159,159,99,99,99,99,99,99,99,99,99,99,99,99,636,99,99,99,99,99,99,99,99,99
92,274,382,394,168,107,317,314,181,159,159,99,159,66,159,99,345,345,393,99,99,159,99,99,99,99,99,393,66,635,99,99,99,159,66,393,99,18,99
93,607,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,326,26,683,312,722,329,203,758,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
95,578,340,445,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,42,342,177,143,273,273,139,139,203,139,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
97,53,735,720,789,776,177,177,143,143,203,177,203,273,203,86,273,273,273,273,273,576,576,806,273,86,86,273,273,273,273,576,273,273,273,86,86,273,273
98,547,747,700,752,594,100,273,620,321,203,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
99,758,707,693,722,109,88,360,360,26,169,169,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398
100,717,778,140,140,773,46,140,46,174,699,174,699,93,129,46,46,398,398,766,174,398,169,227,570,372,570,398,398,786,214,786,109,398,398,192,786,206,169
101,393,196,142,230,398,181,194,53,794,794,285,48,66,794,794,794,794,794,398,398,304,398,48,398,48,398,398,398,699,194,398,398,398,398,398,398,398,398
102,257,229,406,99,114,313,353,353,353,353,353,251,251,247,387,251,140,353,353,140,140,353,114,140,140,140,353,353,140,140,140,140,140,140,140,140,140,140
103,223,239,31,255,313,281,140,140,255,255,140,140,255,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
104,701,659,672,583,583,543,95,95,166,95,224,208,208,384,245,140,140,245,202,202,202,202,202,58,140,202,384,140,187,140,187,308,140,140,140,185,187,140
105,466,754,71,233,151,298,298,271,271,359,271,271,271,92,683,92,535,141,204,176,176,176,176,176,284,176,176,233,204,176,85,85,368,129,689,369,276,368
106,203,418,288,168,126,56,77,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
107,536,94,243,130,210,326,50,176,176,176,176,176,50,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
108,368,81,118,67,380,393,393,67,259,259,259,259,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
109,456,96,369,211,176,376,376,356,183,67,67,67,168,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
110,680,698,643,345,368,293,317,345,67,259,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
111,507,270,3,285,137,70,70,70,70,70,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
112,797,347,189,60,211,136,60,136,136,136,136,286,286,286,20,286,20,20,286,286,20,286,286,286,286,286,286,286,286,286,286,20,286,286,286,286,286,286
113,775,330,218,392,369,96,96,351,28,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
114,381,745,308,131,93,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
115,354,162,0,162,309,213,98,245,231,131,131,339,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
116,178,32,440,34,237,100,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
117,269,677,131,14,491,491,598,435,71,71,292,192,550,292,71,71,71,372,365,365,365,365,365,365,365,365,365,365,71,71,365,365,71,365,365,365,365,365
118,511,20,183,380,640,337,199,275,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
119,800,13,23,353,303,84,292,32,14,32,365,371,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
120,273,371,335,274,32,548,701,160,160,160,4,275,730,730,114,160,160,594,32,173,129,96,401,384,389,262,704,384,48,258,704,285,132,334,625,7,371,384
121,310,231,40,384,43,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
122,135,325,91,269,774,367,347,140,711,384,800,119,800,800,372,372,372,372,372,269,269,372,779,372,372,372,328,779,779,779,779,779,372,269,779,194,6,372
123,27,622,253,379,238,184,98,184,184,341,184,253,341,253,341,341,341,341,341,341,341,341,341,100,341,341,341,341,341,341,341,341,341,100,341,341,341,341
124,404,511,10,84,283,312,323,323,323,20,49,20,297,148,297,297,297,20,20,20,314,20,20,216,20,97,20,20,237,147,20,232,338,182,297,297,20,297
125,252,22,495,195,382,178,16,350,16,16,16,341,16,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,351,341,341
126,182,147,573,366,202,319,182,241,182,182,182,182,182,182,174,143,182,218,294,182,182,182,218,318,174,218,182,218,218,319,19,294,319,361,218,218,218,319
127,381,485,458,88,354,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
128,396,107,390,161,88,88,23,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
129,298,250,273,287,389,389,389,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
130,282,358,652,185,137,118,92,171,28,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
131,573,423,373,7,7,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
132,264,126,107,185,432,320,320,259,107,259,259,600,753,259,259,89,165,259,89,175,175,259,259,259,259,259,259,126,259,259,259,259,259,259,259,259,259,259
133,274,583,459,566,296,606,167,296,14,296,194,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
134,317,293,447,400,181,400,376,690,259,259,222,222,222,222,222,222,133,222,222,259,222,222,222,123,123,222,259,259,259,222,222,259,222,66,259,259,222,259
135,550,63,247,437,711,553,521,469,734,734,232,232,232,232,232,232,232,232,232,232,232,232,232,22,232,232,232,232,232,232,232,232,232,232,232,232,232,232
136,615,797,74,84,206,197,283,367,166,327,150,223,187,223,157,400,297,297,386,390,297,386,496,386,297,211,79,79,386,496,115,386,386,386,644,79,793,496
137,704,8,8,734,394,735,595,595,595,232,20,232,314,232,314,232,232,232,314,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,314,232,232
138,224,31,134,323,331,77,252,506,252,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
139,417,293,648,154,71,370,129,90,90,90,269,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
140,93,137,383,221,325,77,77,262,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,193,193,193,193,193,90,90,193,193,193,90,90,90,193
141,391,0,241,381,314,20,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
142,106,602,260,260,472,148,131,131,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
143,241,65,130,323,22,22,395,22,22,102,102,102,102,22,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
144,601,594,342,15,342,342,273,273,78,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342
145,369,400,295,295,208,203,78,78,203,342,203,342,286,139,342,342,342,139,342,342,342,342,342,139,342,342,342,342,342,342,342,342,342,342,342,342,342,342
146,66,414,620,620,342,273,273,273,273,273,273,273,273,342,139,139,342,139,342,342,342,139,342,342,342,342,342,139,342,139,283,342,139,342,342,342,342,342
147,634,306,197,88,88,88,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
148,340,26,6,250,237,88,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
149,362,346,34,6,131,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
150,749,688,185,610,131,185,166,7,96,96,339,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
151,692,738,450,328,130,132,185,132,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
152,53,511,119,31,132,132,7,31,166,7,7,166,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
153,467,115,245,313,354,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
154,459,801,184,121,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
155,573,290,799,6,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
156,665,176,48,33,361,361,647,748,794,352,352,233,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,354,352,352
157,392,392,392,197,369,153,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352
158,589,388,69,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352
159,226,193,297,372,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
160,196,407,189,85,676,248,357,357,312,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
161,802,588,405,115,79,111,27,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
162,301,791,271,298,298,280,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
163,359,418,187,155,269,330,330,227,605,330,108,108,108,30,108,352,46,46,38,65,229,1,46,229,46,1,46,46,46,240,38,38,38,240,85,46,1,77
164,148,408,69,348,765,135,305,46,200,142,46,305,240,240,240,240,240,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
165,196,652,317,175,690,336,72,72,72,123,108,345,345,72,72,72,345,345,345,345,345,345,72,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
166,104,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
167,700,801,803,345,210,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
168,183,407,407,183,65,4,444,285,285,211,211,285,285,285,280,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
169,453,515,74,6,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
170,665,347,337,382,247,89,114,314,338,338,341,285,115,308,156,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
171,480,362,25,138,590,173,9,180,56,172,180,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343
172,92,309,153,369,369,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343
