ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21
75,2190,3906,3202,94,1072,311,3130,437,6213,1148,7020,735,1522,6854,3154,1382,3724,5213,1462,3145,2594,2846
76,2190,6431,213,94,4305,2087,4350,437,3345,1148,1495,735,2501,1184,2633,1214,733,6738,2234,3030,2999,2028
77,2190,3973,694,2305,4305,2087,246,1514,3345,3188,3897,453,2807,1184,1946,2038,1315,743,1966,89,2776,2467
78,2190,6431,3202,94,4305,2087,4350,437,3345,1388,1495,735,316,3089,316,3333,733,2410,3404,2120,2999,2745
79,2190,6431,213,94,1072,2087,4350,437,3345,3188,943,735,2501,3089,2339,342,2907,1882,2234,2120,342,2745
80,2190,3973,7016,2305,3279,2087,4350,4676,2428,3188,1784,6237,3285,1209,316,1735,2518,399,394,2823,2032,1142
81,2190,6431,3202,94,1072,2087,3130,437,3345,2149,1782,453,2501,1184,2633,1214,1404,749,3071,2111,265,2695
82,2190,6431,3649,94,1072,2087,3130,437,3345,2149,3172,1032,3484,1184,450,1214,1404,2571,3071,2111,2734,2695
83,2190,6431,3649,94,1072,2087,3130,437,3345,2149,933,735,1522,1970,2633,1214,1148,1148,1286,1567,2032,5082
84,2190,6431,213,94,4305,2087,4350,437,2428,6163,4001,6237,5975,4271,340,3943,2559,5261,5805,1668,2244,1286
85,2742,6431,213,3645,3279,311,4350,4676,2428,6163,3020,6237,3285,1209,636,768,1753,2373,320,2953,1414,636
86,2742,3906,3290,6026,3279,2215,4350,437,3345,2673,1069,453,965,3489,3154,768,659,1071,1173,3097,1414,46
87,2190,6431,213,2305,4305,311,3130,437,2428,3930,5663,735,2501,4928,2058,4827,4853,6539,6785,6866,1896,1425
88,2742,3906,3202,2305,4305,2215,4350,4676,2428,2108,1852,6237,3955,1139,1725,1565,659,1637,2401,156,3456,2186
89,2190,6431,694,2305,5856,4792,3824,6485,2428,1626,2066,6237,3327,1948,316,3051,3165,5730,1711,629,3144,82
90,2190,6431,213,2305,3279,311,3130,437,3345,1148,943,1032,338,2524,3154,338,2835,2913,3450,1514,3154,82
91,2742,3906,213,6026,3279,2215,3130,1514,3345,4419,222,1032,1015,1970,3154,768,2874,2913,1966,1668,3168,2467
92,2190,6431,694,3645,1072,311,3130,437,3345,5818,1069,1032,1015,2524,3154,129,627,4797,1173,480,3154,2467
93,2190,3906,213,94,1072,2087,4350,4676,2428,6163,4517,6237,1522,4271,2656,1003,4150,4216,1352,696,5291,6286
94,2190,6431,3202,94,1072,2087,4537,4676,367,1148,1852,6237,1522,3759,2633,2990,4150,6459,5828,505,2032,6777
95,2190,6431,3202,94,1072,2087,4537,4676,3345,6163,6459,5412,1522,4057,1160,2990,2907,399,2641,3199,3322,569
96,2190,6431,3202,94,1072,2087,3130,437,3345,3369,1782,735,3484,1184,3376,1214,1404,2277,6066,2111,194,3376
97,2190,6431,3649,94,4305,4792,4537,437,2428,2552,253,6237,6962,1157,2633,5800,655,5261,3071,2906,2734,1924
98,2190,6431,213,94,4305,2087,4350,437,3345,3188,2588,453,3197,1970,2633,1214,2597,5261,3071,2111,194,5397
99,2742,3906,3202,94,1072,2087,4537,437,367,6163,7020,5577,1522,3891,4057,3943,5241,6862,5805,5149,5308,4600
100,1746,6431,213,2305,5856,4792,3794,6485,628,5818,5646,3582,6962,3759,2633,5800,2293,2471,6785,3145,5755,5488
101,2742,6431,3290,6026,656,2215,4537,437,3345,4419,1069,5899,1522,3061,3154,768,5291,1071,1966,2125,5291,6844
102,2742,6431,213,94,4305,2215,4350,1514,3345,1388,1069,735,1271,1970,3376,1565,3400,1071,1966,3125,2734,3389
103,2190,6431,213,94,1072,2087,4350,437,2557,3188,1495,6237,2847,2385,2141,1010,271,4216,394,1230,3322,3045
104,1746,6431,3649,2305,4797,4792,3824,6485,2428,2149,6312,735,3909,3759,2633,1214,5780,5261,3071,3145,5755,2186
105,1746,3973,7016,2305,5856,2087,3130,6485,2428,3188,4794,735,2501,1970,316,6953,4853,5730,3973,6866,2066,5990
106,2190,3973,7016,2305,4305,2087,4350,437,2428,6195,5211,6237,1724,1948,2141,690,655,5261,2427,61,1215,642
107,2190,6431,213,94,4305,2087,4350,4676,2428,2108,1495,6237,3285,918,316,1010,1495,385,3404,3495,3404,2745
108,2190,6431,213,94,3279,2215,4350,4676,2428,6163,1852,6237,1522,1209,3347,768,1315,1637,382,2953,2525,2708
109,2742,6431,3290,6026,3279,311,4350,4188,2428,6163,3020,6237,2605,1209,636,768,659,2373,320,1590,1414,636
110,2190,6431,213,94,1072,2087,4537,437,367,6382,6459,735,1522,4929,4578,4827,5241,5704,5805,2823,4552,3939
111,2190,6431,213,6026,3279,2215,3130,437,3345,6163,2752,453,2219,3489,1946,768,1315,1637,2437,1668,6995,2467
112,2190,6431,213,94,4305,2087,4350,437,3345,3188,222,6237,2501,1372,1780,4813,1495,2913,1966,2457,2925,2467
113,2190,6431,213,94,1072,2087,4350,1514,2557,1388,1495,735,2258,1139,1725,690,1495,2352,1966,1668,197,2745
114,2190,6431,3202,94,1072,2087,4537,437,3345,6163,2752,735,1522,1970,1160,3053,1315,749,3071,5741,2734,2075
115,2190,6431,3649,94,4305,2087,4537,6485,3345,1626,253,735,2501,3089,2633,3469,997,743,1766,163,1268,1379
116,2190,6431,3649,5322,917,2087,4537,4651,2428,4611,253,6237,4943,1157,6358,1214,1464,7044,2016,5947,532,1379
117,1746,6431,3649,94,4305,2087,4537,437,2428,5818,3897,6237,6962,1184,1725,987,5261,6427,6258,2462,6664,1924
118,2190,6431,7016,2305,3279,2087,4350,4676,2557,2108,1784,6237,3285,1139,316,1735,3165,385,1711,3030,923,1874
119,2742,6431,213,6026,1072,2215,246,437,3345,2742,1069,453,1522,3061,3154,768,659,54,1966,3097,3168,6844
120,2742,6431,213,3645,3279,2215,4350,437,3345,2742,1069,821,1522,6743,3154,768,6906,1071,1966,3097,2925,6844
121,2190,6431,213,94,4305,2087,4350,437,2428,3188,1784,6237,5975,1157,1473,2990,2907,533,1000,814,157,778
122,2190,6431,3649,94,4797,4792,4537,437,2428,6163,5646,735,1522,3778,3376,1214,5780,5261,5261,3398,194,2186
123,2190,6431,213,94,4797,5472,3130,437,3345,2149,2752,453,2219,3891,450,3943,2518,749,5805,72,2032,2611
124,2190,6431,3649,94,4305,2087,4350,4676,2428,3188,1495,6237,3955,1139,316,1010,5966,385,3404,1082,3322,2075
125,2190,6431,213,94,3279,2087,4350,437,2557,2108,3797,6237,3285,1209,3347,3265,1315,5261,3071,1028,3456,3155
126,2190,3906,3202,94,1072,2087,4537,437,3345,3369,2588,735,1522,1970,2141,1214,3053,749,3071,2111,194,1463
127,2190,3906,3202,94,1072,2087,4537,437,3345,1148,1852,6237,1522,3778,4365,3788,663,4216,3468,1567,3322,2745
128,2190,6431,213,94,1072,2087,246,437,3345,2108,239,735,2219,1139,1946,3055,1315,1646,2437,1668,3322,2943
129,1746,3973,3649,2305,5856,4792,4537,4061,3345,2552,4794,735,2807,3089,2633,1214,735,1976,3132,163,1259,1267
130,2190,6431,3649,2305,1072,2087,3130,1349,3345,2670,3172,453,338,3089,450,2132,733,1882,1538,3495,3468,43
131,2190,6431,694,2305,4797,2087,3130,437,3345,3188,1495,735,2807,3089,2633,690,2518,510,2034,1369,2999,2028
132,2190,6431,213,94,1072,2215,3130,437,3345,2149,4276,453,2219,1970,1946,6373,2518,3363,34,1668,2996,2467
133,2190,6431,7016,2305,4915,4792,3824,6485,2428,6163,4001,6237,4606,3759,3881,7021,4853,5730,5014,6866,5755,1928
134,2742,6431,3290,3645,3279,311,4537,437,3345,6163,4517,6091,1522,491,3154,3051,3724,2913,1966,1425,2590,34
135,2190,6431,694,2305,5856,5472,4537,6485,3345,6382,4794,5412,3197,3408,316,5800,4853,4797,6785,4925,4336,2467
136,2742,6431,213,6026,1072,2215,4537,437,3345,6163,1069,821,1522,4271,3154,2131,3724,2913,1966,156,3154,2846
137,2190,6431,694,2305,4797,4785,4350,437,3345,6382,6459,453,2501,1970,340,1629,5780,2471,5774,5334,3913,2467
138,2190,6431,3649,94,4305,4785,4350,437,3345,3188,3897,735,1837,1184,1946,3788,1990,533,5774,3199,5710,2467
139,2190,6431,213,2305,1072,5472,4350,1514,3345,1388,222,735,6962,6854,1664,108,2791,907,972,1199,20,2745
140,2190,6431,213,94,4305,4792,4350,437,3235,1626,1495,735,1624,3089,316,690,735,1385,3132,3495,2999,2028
141,2190,6431,213,94,4305,2087,4350,437,3345,1388,493,453,2258,3489,1946,768,1315,6402,2437,1668,2776,2745
142,2190,6431,213,94,1072,4792,4350,437,2428,6195,6312,6237,6962,3778,6611,5553,4853,743,6931,6866,1896,1425
143,2190,6431,3649,94,1072,4792,4350,1514,3345,1388,933,735,2258,1139,1725,2038,1495,2057,1966,2457,3456,1862
144,2190,6431,3202,94,1072,2087,3130,437,3345,2149,707,735,1526,1184,2633,1214,1602,749,3071,2111,194,52
145,2190,6431,3202,94,1072,2087,4350,437,2428,5818,6312,735,2501,1184,4761,5490,5776,5261,4605,2111,2244,3045
146,2190,6431,3202,94,1072,2087,3130,437,3345,2149,2588,735,2501,6854,3376,1214,1602,749,3071,2111,194,1883
147,2190,6431,3649,2305,5856,2087,4537,437,3235,2552,1542,735,2807,3089,450,1382,271,685,3450,163,997,1379
148,2190,6431,213,94,1072,2087,4350,437,2428,3188,1495,6237,2501,1948,316,3469,271,385,3404,3495,3322,839
149,2190,6431,3202,94,4904,2087,4537,6485,3345,2149,253,735,2501,3089,2633,1214,1404,749,3142,505,997,2028
150,1746,6431,3649,94,1072,4792,5623,437,2428,1626,4794,6237,3327,1157,1725,4260,271,399,2016,505,1303,2028
151,2190,6431,213,94,3279,2087,4350,4676,2428,6163,1784,6237,1522,4271,1160,1735,3165,385,1784,2823,2032,1874
152,2190,6431,694,94,4305,2087,4537,437,3345,1388,1495,735,2847,1480,316,1214,2518,887,3450,1785,2032,2075
153,2190,6431,3649,94,4305,2087,3130,437,3345,3188,1495,735,2807,635,450,4827,997,510,3450,3495,997,2943
154,2190,6431,3649,94,4305,2087,4537,6485,2428,6195,253,5577,3909,1157,450,3348,5794,743,1766,4452,2823,3939
155,1746,6431,3649,5322,917,4792,4537,4651,2428,3930,4425,735,4856,3759,450,3824,5785,5258,5439,5712,5463,5304
156,2742,6431,3290,6026,3279,2215,4350,4676,2557,4419,3020,6237,1522,1209,3154,768,659,1071,2953,156,1414,636
157,2190,6431,213,94,4305,2087,4350,4676,2557,3188,1495,6237,1783,1139,316,1010,271,399,5966,1082,1197,374
158,2190,6431,213,94,4305,4792,4350,4188,2428,6163,4794,6237,1783,1139,4730,690,5966,5089,5972,1082,157,1731
159,2190,6431,3202,94,1072,2087,4537,437,3345,6163,2752,735,2501,1970,5663,7020,4150,4216,2386,1567,3322,4129
160,2190,6431,213,2305,3279,2087,4350,1514,3345,1388,222,735,2258,1372,3154,768,1495,2913,67,1514,2925,2467
161,2190,6431,3202,94,1072,2087,4350,437,3345,3188,1495,1032,2501,1970,1918,342,2198,1882,2234,226,3322,374
162,2190,3973,3649,2305,4305,4792,4350,437,3345,3188,1784,6237,2847,1783,316,108,271,399,2798,2945,3322,3100
163,2190,6431,3649,94,4305,2087,3130,437,3345,1626,1542,735,2501,1970,2633,690,997,1329,3071,3199,2952,3712
164,1746,3973,7016,2305,5856,4792,4350,4234,2428,1626,2066,6237,3285,1948,316,1185,3165,1976,3529,2159,4120,5737
165,2190,6431,213,3645,3279,311,4537,437,3345,3369,1069,1032,1015,3408,3154,338,2524,743,3450,480,2590,82
166,2190,6431,3649,94,1072,2087,4537,437,2428,6195,1852,5899,3624,2582,5663,3943,5241,6862,5251,4388,5124,7050
167,2190,6431,3202,94,1072,2087,3130,437,3345,2149,239,453,2219,2752,1160,3943,1315,6862,5805,2333,3322,2943
168,2742,6431,213,6026,3279,2215,4350,4234,2428,2108,1852,6237,3285,1209,636,768,1839,2373,2953,2953,1414,2953
169,2190,6431,213,94,1072,2087,4350,4676,2428,3188,1495,6237,1522,1480,316,4827,1464,385,394,2111,3322,1997
170,2742,6431,213,94,1072,2215,4350,1514,2557,1388,1495,735,2501,1970,1946,2131,30,2913,1966,1514,2925,2846
171,2190,6431,3649,2305,4797,2087,4350,437,3345,6163,5205,6237,1783,1157,316,7021,2907,3375,5774,2823,1129,2467
172,1746,6431,4712,2305,5856,4792,4537,6485,3345,1626,2066,735,3082,3759,1267,338,2293,1976,3521,629,4336,82
173,2190,6431,213,2305,3279,311,4537,437,3345,6382,6459,5412,2501,2752,316,1992,2835,3375,1711,5334,3051,82
174,2190,6431,7016,2305,3279,4792,4350,437,2557,3188,2066,735,1624,1948,316,1992,2835,5730,3450,1531,3144,82
175,2190,6431,213,94,4797,4792,4350,437,2428,3188,3897,6237,6962,1157,2633,5800,2556,743,5774,5334,3913,2429
176,2190,3973,7016,2305,3279,2087,3824,4188,2428,3188,1784,6237,3285,918,1784,1735,3165,3592,1711,2823,3051,365
177,2190,6431,3649,94,4305,4792,4350,4188,2428,6163,4001,6237,5975,1139,4730,3932,2559,5261,2401,4366,6289,3045
178,2190,6431,3202,94,1072,2087,4350,4676,2428,2108,1495,6237,1783,1139,1160,1003,2198,5261,394,2111,3322,3045
179,2190,6431,3202,94,1072,2087,4350,437,3345,3188,1495,6237,2501,1480,2633,1003,2198,749,7007,2111,6418,3389
180,1746,6431,3202,94,1072,2087,4350,6485,2428,6163,2965,735,3484,3778,6644,1214,5261,5261,6066,3199,194,1924
181,2190,6431,3202,94,4305,2087,3824,4676,2428,3188,1495,6237,2847,1948,316,1010,997,749,3071,2111,3322,3045
182,2190,6431,3649,94,4305,4792,4350,4188,2428,6163,6312,6237,5975,3778,4578,2998,6297,5261,4029,3199,3456,1924
183,2742,6431,213,6026,3279,5472,3130,437,3345,2742,2836,735,965,491,3154,1565,627,2913,1173,3097,656,46
184,2742,6431,3290,6026,3279,311,4350,1514,2557,2673,2282,3995,2258,3489,3154,768,659,1071,2953,3097,1414,3489
185,2742,3906,3202,6026,1072,5472,4537,4676,3345,1148,2588,735,2501,1480,3376,1003,2791,311,2427,696,194,2627
186,2190,6431,3649,94,4797,2087,4350,437,2428,3188,253,735,1624,3089,2633,1812,4853,743,3521,743,997,1862
187,2190,6431,3649,94,1072,2087,4350,4676,2428,3188,2588,6237,2501,3778,1725,6532,271,6231,5626,505,3322,3796
188,2190,6431,213,94,3279,2087,4537,437,3345,6163,7020,5577,1522,4344,2656,3943,2346,2913,1352,543,2594,46
189,2190,6431,213,94,1072,2087,4350,437,3345,1388,222,453,2258,1693,1946,1565,2518,743,1966,2457,2925,2467
190,2190,6431,213,94,1072,2087,4350,437,3345,6163,1852,6237,3285,1209,1160,3265,1315,749,1197,3300,3322,2536
191,2190,3906,3202,94,1072,2087,3824,4676,2428,6163,4517,6237,1522,4390,3584,6140,4150,4216,7007,5924,3322,2943
192,2190,6431,213,94,4797,2087,4350,1514,3345,1388,1495,453,1271,1139,1725,1214,3297,5261,1781,775,194,1458
193,2190,6431,213,6026,3279,2215,4350,437,3345,2108,3020,6237,3285,1209,636,768,1315,385,2953,2953,1414,2953
194,2190,6431,213,94,1072,2087,3130,437,2557,3188,1495,6237,2847,3089,2633,2990,271,887,394,1785,1412,2943
195,2190,6431,213,2305,4305,2215,3130,437,3345,6382,5211,735,1522,4271,3154,768,627,2913,67,156,3154,1928
196,2190,6431,694,2305,3279,5472,4350,437,3345,1388,493,735,3251,2385,316,380,2293,2410,3450,2575,3051,82
197,2190,6431,694,94,4305,4792,4350,4676,367,3188,1495,6237,2501,3061,3154,768,997,1637,1966,5741,2925,2536
198,2190,6431,213,94,1072,5472,3130,437,3345,2149,2752,1032,1522,6743,3154,768,1315,3198,1617,1668,5308,1585
199,2190,6431,3649,94,4305,2087,4350,4651,2428,6163,4001,6237,5975,3778,888,2998,4853,7044,2401,4348,2592,4898
200,2190,6431,213,94,1072,2087,3824,4188,2428,6163,3897,6237,5975,1157,340,987,5261,5261,3656,3543,2734,2695
201,2190,6431,3202,94,1072,4792,4537,437,3345,6195,2965,735,2501,3778,2633,1214,1443,5261,3071,3145,1463,3406
202,2190,6431,213,94,4797,2087,4350,437,3235,3188,1495,6237,2847,4390,316,342,271,1882,3132,3495,2999,839
203,2190,6431,213,94,1072,2087,4350,437,2557,1388,222,735,2258,1372,1946,768,1495,385,2953,3125,3322,3389
204,2190,6431,3649,94,4305,2087,4350,4676,2428,3188,1784,6237,1783,1157,1473,2080,271,3375,3404,3495,2999,365
205,2190,6431,213,2305,4797,2087,4350,437,3345,3188,2066,6237,2847,3408,316,3169,3473,2410,3450,546,1926,82
206,2190,6431,213,2305,3279,4792,4350,4676,3345,3188,2066,6237,3327,1948,316,3169,2835,1976,3450,546,3144,82
207,2742,6431,3290,3645,3279,311,4350,4188,2428,6163,3020,6237,2605,1209,636,768,1753,2373,5831,2292,1414,636
208,2190,6431,3649,94,3279,2087,4350,437,3345,1388,1495,1032,2501,3089,316,690,997,1459,3450,3495,197,2745
209,2190,3973,7016,2305,3279,4792,4350,4676,367,1626,2066,6237,3327,1948,316,1185,2835,685,3450,2159,3051,82
210,1746,3973,3649,94,1072,4792,4350,4651,3345,3188,253,6237,2807,1184,2633,1214,1464,5261,3071,3199,194,1924
211,1746,6431,7016,2305,5856,4792,4350,4651,2428,5507,4794,6237,5975,1157,6781,5800,4853,5730,5626,6866,6149,2028
212,2190,6431,3649,2305,1072,4785,4537,437,3345,2670,3852,735,2501,1184,2633,1214,997,2702,3071,89,1296,2467
213,2190,6431,3649,94,4305,4792,3824,4234,2428,6163,4001,6237,5975,3778,6611,5800,5780,5261,2401,2906,265,1924
214,2190,6431,3202,94,1072,4792,4537,437,3345,3188,2588,735,1522,1970,3376,5800,610,2913,3071,2111,265,1862
