ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42
10,5786,5786,3008,3008,3008,3008,3008,998,4182,5215,5215,6217,6217,6217,6217,6217,1703,1703,1491,1491,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
11,5786,5786,3008,3008,3008,3008,5189,5189,5189,5189,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
12,2885,2885,2885,998,998,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
13,1299,1299,1299,1472,998,998,998,998,4672,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,2726,259,2726,2726,2726,2726
14,6468,6468,5155,6034,3406,2249,2249,2249,4672,4672,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,1743,259,259,259,259,259,259,259,259,259,259,259,2726,2726,2726,2726,2726,2726,2726
15,5786,5786,5786,3008,3008,998,998,998,5189,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
16,6583,5786,1192,6034,3008,998,2249,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,259,259,259,259,259,259,259,259,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
17,5786,5786,3008,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
18,3594,1472,1472,1472,1472,1472,6627,6627,1743,1743,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3085,3085,3085,3085,3085
19,5786,5786,3008,3008,3008,3008,998,998,998,3611,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
20,5786,5786,855,3008,3008,3008,3008,5189,5189,5215,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2104,2726,2104,2104,2104,2104,2104,2104
21,5786,5786,3008,3008,3008,3008,5189,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,4201,4201,4201,6073,6073,4201,4201
22,5786,5786,5786,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,1743,259,259,259,259,259,259,259,259,259,259,259,1743,1743,1743,259,1743,3085,3085,3085
23,5786,5786,3008,3008,3008,3008,3008,5189,5189,5215,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,259,259,259,259,259,259,259,259,259,259,259,2104,2104,2104,2104,2104,2104,2104,2104,2104
24,5786,5786,5786,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1491,1491,1491,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3085,3085
25,5199,5199,5199,5199,5199,722,722,722,722,722,5215,5215,6217,6217,1703,1703,1703,1703,1703,1703,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
26,5786,5786,5786,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1491,1491,1491,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
27,6468,6468,6034,6034,6034,2249,2249,2249,4672,4672,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
28,5786,3069,3008,3008,3008,3008,5189,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,259,2726,2726,259,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
29,5786,5786,3008,3008,3008,3008,3008,998,998,5215,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
30,6468,6468,118,974,974,974,974,5189,5189,5189,1743,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,259,259,259,259,259,259,259,259,259,259,259,259,3949,3949,3949,3949,3949,3949,3949,3085
31,5786,5786,3008,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,2726,2726,2726,1743,2726,2726,2726,2726,2726,2726,2726
32,6468,5786,6072,3008,2249,2249,2249,5189,5189,5189,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,2726,2726,1743,1743,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
33,5786,5786,3008,3008,3008,3008,3008,998,998,5215,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,2726,2726,259,259,259,259,259,259,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
34,6688,6072,6072,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1846,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
35,5786,3069,3008,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2104,2104,2104,2104
36,5786,5786,5745,6034,3406,2249,2249,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,2726,2726,2726,1743,2726,2726,2726,1743,1743,2726,2726
37,5786,5786,5786,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,6217,1491,1491,1491,1491,259,259,259,259,259,259,259,259,259,2726,259,2726,2726,2726,2726,2726,259,2726,2726,2726,259
38,5786,5786,5786,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1846,1846,259,259,259,259,259,259,259,259,259,259,259,259,259,259,2726,2726,259,2726,2726,2726,2726
39,6468,1324,1324,6034,6034,2249,2249,5189,5189,4672,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,2726,2726,2726,2726,1743,1743,1743,1743,1743,1743,259,1743,2104,2104,2104,2104,2104,2104,2104,2104
40,5786,5786,5199,5199,5199,722,722,722,722,722,5215,5215,6217,6217,6217,1703,1703,1703,1703,1703,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,3085
41,6468,6468,6034,6034,3406,2249,2249,2249,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1703,259,259,259,259,259,259,259,259,1743,259,259,259,1743,1743,1743,259,1743,3085,3085,3085
42,6688,3008,3008,3008,3008,3008,3008,998,998,4182,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
43,5786,5786,5786,3008,3008,2249,2249,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,259,259,259,1743,259,2726,259,2104,2104,2104,3085
44,152,152,2312,1472,1472,6627,2249,4672,4672,4672,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,259,259,259,259,2726,2726,259,2726,2104,2104,2104
45,5786,5786,5786,3008,3008,3008,2249,998,5189,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3085,3085,3085
46,5786,1198,1198,6034,5125,5125,2249,5189,5189,5189,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,259,259,259,259,259,259,259,259,259,259,259,259,259,1743,1743,1743,1743,1743,3085,3085,3085
47,6468,6468,1472,1472,6034,2249,2249,2249,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,259,259,259,1743,1743,1743,1743,1743,259,2726,2726,1743,2726,2726,2726,2726,2726,2726,2726
48,6688,855,855,3008,3008,3008,998,998,998,4182,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
49,6468,1324,4182,3008,2249,2249,2249,2249,5189,4672,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
50,6468,335,335,3406,3406,3406,2249,2249,5189,1743,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,259,259,259,259,259,259,259,259,259,259,259,259,259,259,2726,259,2726,2726,2726,2726
51,6468,5786,6034,6034,6034,2249,2249,4672,4672,4672,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,2726,2726,2726,2726,259,2726,2726,259,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
52,5786,5786,5786,3008,3008,998,998,998,5189,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,2726,2726
53,6468,6468,1192,1192,3008,2249,2249,2249,4672,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,259,259,259,259,1743,259,259,1743,259,259,259,259,259,2726,259,2726,2726,2726,2726
54,5786,5786,5786,5199,2938,2938,722,722,722,5215,5215,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1491,1491,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3085,3085
55,6279,5786,2885,998,998,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,2726,259,259,259,259,259,259,259,259,259,259,259,259,2726,2726,2726,2726,2726,2726,2726
56,6688,6072,6072,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1491,1846,1846,1491,1491,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
57,6688,6688,3008,3008,3008,3008,722,5189,5189,5215,3611,3611,6217,6217,6217,6217,1703,1703,1846,1846,809,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
58,5786,5786,5786,3008,3008,998,998,5189,5189,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,1743,1743,259,259,259,2726,259,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
59,5786,1324,437,6034,2249,2249,2249,2249,5189,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,2726,2726,259,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,3949,3949
60,5786,5786,3008,3008,3008,3008,2249,5189,5189,5215,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,4201
61,6688,5786,6072,3008,3008,3008,3008,998,998,4182,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
62,5786,5786,3008,3008,3008,3008,998,5189,5189,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
63,6688,5786,6072,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,809,1846,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,259,259,259,259,259,2726,259,3949,3949,3949,3949
64,5786,5786,3008,3008,3008,2249,2249,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
65,152,152,974,974,974,974,974,974,4672,4672,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,2726,1743,1743,1743,1743,2726,2726,2726,2726,2104,2104,2104,2104,2104,2104,2104,2104,2104
66,5786,5786,5786,3008,3008,3008,764,998,5215,5215,3611,3808,3808,3808,3808,3808,1491,1491,1491,1491,1491,1491,1491,1491,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3085,3085
67,5786,5786,3008,3008,3008,3008,998,998,998,5215,6217,6217,6217,6217,6217,6217,6217,1703,1491,1491,1491,1491,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
68,5786,5786,5786,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
69,6688,6072,6072,3008,3008,3008,998,998,4182,4182,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,259,259,2726,259,259,259,259,2726,2726,259,2726,2726,2726,2726
70,5786,5786,3008,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,1743,259,259,259,259,259,259,259,259,259,259,259,259,2726,2726,259,2726,2726,2726,2726
71,6468,6468,6034,6034,2249,2249,2249,2249,5189,4672,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,259,259,259,259,259,259,259,259,1743,259,2726,2726,1743,2726,2726,2726,2726,2726,2726,2726
72,6468,6468,1198,6034,6034,5125,2249,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,259,259,259,1743,1743,1743,259,1743,1743,1743,3085
73,5786,5786,5786,5199,3008,3008,722,722,3611,3611,3611,3611,3611,3808,3808,3808,1491,1491,1491,1491,1491,1491,1491,1491,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3949,1692,3085,1692
74,6688,5786,855,3008,3008,3008,3008,998,998,3611,3611,6217,6217,6217,6217,6217,1703,1703,1491,1491,1491,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2104,2104,2104,2104,2104
75,5786,5786,3008,3008,3008,3008,2249,998,5189,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,2726,2726,2726,2726
76,5786,5786,3008,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,2104,2104,2104,2104,2104,2104
77,3167,3167,5745,3008,3008,998,998,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,259,259,1743,1743,1743,1743,1743,1743,1743,3085,3085
78,5786,5786,3008,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,1743,1743,259,259,259,1743,259,259,259,259,259,259,259,259,3085,3085,3085,3085,3085,3085
79,5786,5786,5786,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,2726,259,259,259,259,259,259,259,2726,259,259,259,259,2726,2726,259,2726,2726,2726,2726
80,6688,6072,6072,3008,3008,3008,5189,5189,5189,5189,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743
81,152,1324,1324,6034,6034,3406,2249,4672,4672,4672,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
82,6468,1324,1472,1472,1472,3406,2249,5189,5189,1743,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,259,259,259,259,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,3085,1743,2104,3085,3085
83,5786,5786,3008,3008,3008,2249,2249,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104
84,5786,5786,3008,3008,3008,3008,998,5189,5189,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
85,6688,6072,6072,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1491,1491,1491,1491,1491,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
86,5786,5786,855,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1846,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
87,6468,1324,1324,6034,974,974,2249,4672,4672,4672,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1491,1491,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
88,6688,5786,3008,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1491,1491,1491,1491,1491,2726,2726,2726,259,259,2726,259,259,2726,259,259,2726,259,2726,2726,2726,2726,2726,2726,2726
89,5786,5786,5199,5199,3008,3008,722,722,5189,169,169,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1703,2726,2726,2726,259,259,259,1743,259,1743,1743,259,259,1743,1743,1743,1743,1743,1743,1692,3085,1692
90,5786,5786,3008,3008,3008,2249,2249,998,4672,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
91,5786,5786,5786,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,1491,259,259,259,259,259,259,259,259,259,259,259,259,259,2726,2726,259,2726,2726,2726,2726
92,5786,5786,1472,1472,6034,2249,2249,2249,5189,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
93,6688,5786,3008,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1846,1846,1743,1743,259,259,259,259,2726,259,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
94,5786,5786,5199,3008,3008,2249,2249,5189,5189,4672,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2104,2104,2104,2104,2104
95,5786,5786,3008,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
96,1324,1324,1324,6034,6034,2249,2249,4672,4672,4672,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
97,5786,5786,3008,3008,3008,3008,722,5189,5189,5189,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,1743,2726,2726,2726,2726,2726,2726,2726
98,5786,5786,3008,3008,3008,998,998,998,5189,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2104,2104,3085
99,5786,5786,3008,3008,3008,3008,2249,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1491,2726,2726,259,259,259,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
100,1913,2312,2312,1472,1472,3406,3406,2249,1743,1743,1743,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3085,6073,2104,1692,1692
101,5786,5786,3008,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1491,1491,1491,1491,1491,1491,1491,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3085
102,5786,5786,5786,3008,3008,998,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,2726,259,2726,2726,2726,2726
103,5786,5786,3008,3008,3008,3008,3008,5189,5189,3611,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1491,1491,1491,2726,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3949
104,6468,5786,118,3406,3406,2249,2249,5189,5189,5189,1743,6217,6217,6217,6217,1703,1703,1703,1703,1703,1703,1743,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,259,259,259,259,259,3949,3949,3949,3949,3949,3949
105,5786,5786,3008,3008,2249,2249,5189,5189,5189,5189,3611,6217,6217,6217,1703,1703,1703,1703,1703,1703,1703,1703,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,259,259,259,259,259,1743,259,1743,3949,3085,3085
106,5786,5786,3008,3008,3008,3008,2249,5189,5189,5189,6217,6217,6217,6217,6217,6217,1703,1703,1703,1703,1703,1743,1743,259,259,259,259,259,1743,259,259,259,259,259,259,259,259,1743,259,1743,1743,3085,3085
107,5786,5786,3008,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1491,1743,1743,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,3085
108,5786,5786,855,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,6217,1703,1703,1703,1846,1743,1743,2726,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1133,1133,1133
109,6688,5786,6072,3008,3008,3008,998,998,998,6217,6217,6217,6217,6217,6217,6217,1491,1491,1491,1491,1491,1491,1491,1491,2726,2726,2726,2726,2726,259,259,2726,259,259,259,259,259,259,259,259,259,259,259
