ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10
79,5230,5230,2746,2746,2746,2746,3268,1379,1379,1379,3268
80,1092,508,508,5248,5248,5248,5248,6038,6038,6038,3268
81,6067,6067,6007,6007,6007,6007,6007,1017,4116,1017,1017
82,5963,5445,5445,6007,6007,6007,6007,2343,2343,2343,2343
83,5452,5452,5452,2630,4353,4353,4353,6105,6105,6105,3268
84,1135,1174,1174,5248,5248,5248,1379,1379,1379,1379,3268
85,1174,1174,1174,6885,5484,5484,4977,4977,4977,5196,5196
86,1174,1174,1174,6885,5484,5484,5484,2907,5484,5484,5484
87,4322,4322,5963,1833,1833,1833,6105,6105,6105,6105,1017
88,1174,1174,1174,6885,6885,5484,4977,4977,4977,5196,5196
89,5452,5452,102,4365,4365,3268,6105,6105,6105,6105,1017
90,5446,5446,5446,5446,4116,6767,6767,6767,4116,5313,5313
91,6122,2025,3625,3625,333,333,333,5725,2907,2907,5484
92,726,726,726,726,726,3823,3823,410,410,410,410
93,1092,1174,1174,1174,5248,5248,5484,5484,5484,5484,5484
94,2318,2318,4365,4353,6105,6105,6105,6105,6105,6105,6105
95,786,5230,3115,5248,5248,5248,5248,1379,1379,3268,3268
96,4322,4322,5963,6007,1017,1017,1017,1017,1017,1017,1017
97,1051,1051,1051,1051,3268,3268,3268,3268,3268,3268,3268
98,5478,5478,4058,4058,4058,5296,3268,837,837,3268,3268
99,5446,5446,5446,5446,6144,3887,6105,6105,6105,6105,3268
100,5879,5062,5062,2598,2598,2598,2598,2598,1017,1017,1017
101,1174,1174,1174,2397,754,5484,2907,2907,2907,5484,5484
102,5478,1174,1174,1174,333,5248,5248,5484,2907,5484,5484
103,786,1174,6885,6885,6885,5248,5484,3493,3493,3493,3493
104,2318,3671,4365,1017,4553,4553,4553,6105,6105,1017,1017
105,1051,3742,102,102,102,6038,6038,6038,6038,6038,4297
106,1051,1051,1051,1051,102,6885,6105,6105,6105,6105,3268
107,786,1174,1174,6885,5484,5484,5484,5484,5484,5484,5484
108,1092,1174,1174,6885,5484,5484,5484,5484,5484,5484,5484
109,1174,1174,1174,6885,5484,5484,4977,4977,4977,5484,5484
110,5446,5446,5446,4353,4353,4353,3268,6105,6105,6105,3268
111,852,3514,3625,3625,333,333,333,333,2907,2907,5484
112,1092,6609,6609,2746,2746,5248,5248,6144,1379,1379,3268
113,5478,1174,4506,6885,5484,5484,5484,4977,4977,3493,3493
114,1135,1258,1258,4610,4610,6885,6885,6105,6105,6105,3268
115,4322,4322,6007,6007,6007,1017,1017,1017,6105,1017,1017
116,4322,4322,6007,6007,1017,1017,1017,1017,1017,1017,1017
117,5598,3742,3742,1436,1436,1436,1436,6038,6038,6038,6038
118,1092,1174,1174,5248,5248,5248,5248,5484,4977,3493,3493
119,6122,6122,3625,852,852,852,3150,6450,2907,2907,2907
120,5478,1174,1174,1174,333,333,2907,2907,2907,2907,5484
121,4058,4058,2746,2746,3268,3268,3268,3268,3268,3268,3268
122,2318,2318,1051,1833,1534,1534,1534,6105,6105,6105,6105
123,5446,5446,5446,5446,6450,6450,6450,6450,6450,791,791
124,786,1174,6885,6885,5484,5248,5484,4977,4977,3493,3493
125,1135,1174,1174,5484,5484,5484,5484,5484,5484,5484,5484
126,5446,5446,5446,5452,3268,3268,3268,6105,6105,6105,3268
127,1051,1051,1051,2746,5248,5248,3268,3268,3268,3268,3268
128,5230,1174,1174,5725,5725,5725,5484,5484,5484,5484,5484
129,4322,4322,2598,2598,2598,2598,1017,1017,1017,1017,1017
130,3590,3590,2764,2764,2764,2764,2764,5541,5541,4116,4116
131,3742,3742,3742,1833,1833,1833,837,837,6105,6105,3268
132,726,4116,5764,5764,6767,6767,6767,6767,6767,4116,791
133,1833,5446,1833,1833,1833,1833,6105,6105,6105,6105,3268
134,1298,1298,1298,1298,1298,1298,1298,1298,2474,2474,791
135,3590,3671,5062,5062,2598,2598,2598,3299,3299,1017,1017
136,3200,3150,3150,6144,6144,6144,6144,6144,6144,3493,3493
137,1092,3742,3340,3340,3340,3340,6038,6038,6038,6038,3268
138,5230,5230,4506,3268,3268,3268,3268,3268,3268,3268,3268
139,5108,5108,4405,3505,3505,3505,6450,6450,6450,6450,5484
140,1051,102,102,102,102,6038,6038,6105,6105,6105,898
141,3150,1174,1174,1174,5248,5248,5484,5484,5484,5484,5484
142,1135,4610,7041,7041,7041,5248,4977,4977,4977,4977,3268
143,1092,3150,5248,5248,5248,5248,5248,1379,1379,3493,3268
144,3312,5788,5788,5788,5788,5788,1017,1017,1017,1017,1017
145,5478,4058,2746,2746,3268,3268,3268,3268,3268,3268,3268
146,5963,4322,5963,6007,6007,1833,4116,4116,4116,4116,1017
147,4322,4322,1833,4422,1017,1017,1017,6105,6105,6105,1017
148,786,5004,2746,2746,2746,5248,4977,4977,4977,5196,5196
149,4322,4322,6007,6007,1017,1017,1017,1017,1017,1017,1017
150,1833,1833,2630,2630,1833,6105,6105,6105,6105,6105,6105
151,786,5004,6885,6885,5248,5248,5484,4977,3493,3493,3493
152,5478,4058,2746,2746,2746,2746,5248,4977,4977,6038,3268
153,1051,1051,1051,1051,1051,1051,6105,6105,6105,6105,3268
154,4322,4322,6007,6007,6105,6105,6105,6105,6105,6105,6105
155,4322,4322,1833,1833,1017,1017,1017,6105,6105,1017,1017
156,1174,1174,1174,1174,5484,5484,5484,5484,5484,5484,5484
157,786,1174,5248,5484,5484,5484,5484,4977,4977,3493,3493
158,786,508,6885,6885,5484,5484,4977,4977,4977,5196,5196
159,3671,5452,5452,425,425,425,410,410,410,410,410
160,5478,1174,1174,6885,5484,5484,5484,5484,5484,5484,5484
161,1551,1174,2746,2746,5484,5484,5484,4977,4977,5196,5196
162,786,508,5248,2746,2746,5248,1436,6038,6038,6038,3268
163,1092,3742,2746,2746,2746,5248,6038,6038,6038,6038,3268
164,1051,102,102,102,7041,3268,6105,6105,6105,3268,3268
165,4322,4322,4322,1833,1833,1833,1833,6105,6105,6105,6105
166,2318,4322,2318,1833,6105,6105,6105,6105,6105,6105,6105
167,5446,5446,5446,5446,4353,3268,3268,3268,6105,3268,3268
168,1174,1174,1174,6885,5484,5484,4977,4977,4977,5196,5196
169,786,3150,4506,6885,6885,6885,4977,4977,4977,4977,5196
170,5478,1174,6144,6144,5248,5248,5248,6144,3493,3493,3268
171,1092,6609,3115,2746,2746,5248,1379,1379,1379,1379,3268
172,4322,4322,2598,2598,2598,1017,1017,1017,3299,3299,4149
173,5230,5230,2238,2238,2238,3268,3268,3268,3268,3268,3268
174,3742,3742,3742,3032,3032,1436,1436,2822,2822,2822,3268
175,3333,5446,4353,4365,3268,3268,3268,3268,3268,2899,3268
176,786,1174,1174,5248,5248,5248,5248,1379,1379,3493,3268
177,1092,1174,1174,5484,5484,5484,5484,5484,5484,5484,5484
178,786,1174,3115,5248,5248,5248,5248,6038,6038,6038,3268
179,1092,6609,3115,3115,2746,5248,5248,1379,6038,1379,3268
180,2318,3671,4365,6007,6007,4553,4553,6105,6105,6105,6105
181,2249,3742,3115,102,1436,1436,1436,1436,1436,3268,3268
182,786,508,5248,5248,5248,5248,3268,3268,6038,3268,3268
183,5478,1174,1174,6885,5484,5248,5484,5484,5484,5484,5484
184,1174,1174,1174,1174,5484,5484,5484,5484,5484,5484,5484
185,5478,5296,5296,5296,5296,5296,6144,6144,6144,837,837
186,5452,3742,102,102,6105,6105,6105,6105,6105,6105,898
187,3742,5248,5248,3032,3032,1436,1436,3268,6038,3268,3268
188,6144,6144,6144,2746,2746,2746,2746,3268,6105,3268,3268
189,5478,4058,1174,5248,5248,5248,5248,1379,1379,1379,3268
190,786,1174,5004,6885,5248,5248,5248,5484,3493,3493,3493
191,786,5004,5004,5248,5248,5248,4977,4977,4977,3493,3493
192,5230,5230,4506,5248,5248,5248,5484,5484,5484,5484,5484
193,1174,1174,1174,6885,5484,5484,5484,5484,5484,5484,5484
194,5230,5230,4506,6144,6144,5248,5248,1379,1379,3268,3268
195,5230,6609,6144,6144,6144,6144,6144,6144,1379,3268,3268
196,3150,3150,2238,2238,6144,5248,5248,1379,3493,3493,3268
197,786,1174,6885,6885,6885,6885,5484,4977,4977,3493,5196
198,5478,6609,3625,5446,5446,2474,2474,6450,6450,837,837
199,786,508,508,5248,5248,5248,6038,6038,6038,6038,3268
200,4058,4058,5248,5248,5248,5248,1436,4977,4977,5196,5196
201,6067,4322,5116,2598,1534,410,410,410,410,1017,1017
202,4058,4506,5248,2746,5248,5248,5248,4977,6038,6038,3493
203,786,1174,1174,5248,5248,5248,5484,5484,5484,5484,5196
204,1107,5004,2746,2746,2746,5248,3268,4977,3268,3268,3268
205,786,3150,6144,6144,6144,6144,6144,4977,4977,3493,3493
206,786,3150,6144,6885,5248,5248,4977,4977,4977,3493,3493
207,1174,1174,1174,6885,5484,5484,4977,4977,4977,5196,5196
208,1051,102,102,102,102,5248,6038,6038,6038,3268,3268
209,1051,3742,102,102,3268,3268,3268,6105,6105,6105,3268
210,5452,3307,2630,1833,1833,1017,6105,6105,6105,6105,1017
211,1833,1833,102,6105,6105,6105,6105,6105,6105,6105,1017
212,6020,6020,3823,4008,4008,4008,4008,4008,4008,410,410
213,1051,1051,1051,1051,3268,3268,3268,6038,6038,3268,3268
214,1987,1051,1051,1051,1051,3268,3268,3268,6105,6105,3268
215,6067,6067,5445,6007,6007,6007,410,410,6105,6105,6105
216,5230,5230,1174,2025,5725,5725,6144,2907,2907,5484,5484
217,786,3150,1258,5248,5248,5248,3268,1379,1379,3268,3268
218,786,508,508,5248,5248,5248,5248,6038,6038,3268,3268
219,584,183,6144,6144,6144,6144,6144,4977,4977,3493,3493
220,5230,5230,852,852,852,852,852,3297,3297,6450,5484
221,1174,1174,1174,6885,5484,5484,5484,5484,5484,5484,5484
222,6573,3742,1844,1844,3268,3268,3268,3268,6105,2899,2899
223,5446,5446,5446,1833,1833,1833,6105,6105,6105,6105,6105
224,1135,5230,5248,5248,5248,5248,5248,4977,4977,3268,3268
225,5452,5452,5248,2509,2509,3268,3268,3268,6038,3268,3268
226,5230,5230,5230,5725,5725,5725,5725,5725,1379,1379,1379
227,1092,1174,1174,2746,5484,5248,5484,5484,5484,5484,5484
228,5230,5230,5248,5248,5248,5248,5248,3268,6038,6038,3268
229,4322,4322,5446,1833,1833,1833,410,6105,6105,6105,6105
230,3150,1174,1174,5248,5248,5248,5248,1379,3493,3493,3493
231,786,5004,2746,2746,2746,5248,4977,4977,4977,5196,5196
232,3590,3590,2598,2598,2598,2598,2598,2598,4116,4116,4116
233,1092,1174,1174,2746,2746,2746,5484,4977,4977,5196,5196
234,4322,4322,1534,1534,1534,1017,1017,6105,6105,1017,1017
235,3078,1092,1092,3150,3150,3150,2108,2108,2108,1017,1017
236,5452,5452,102,102,6105,6105,6105,6105,6105,6105,898
237,786,1174,5248,5248,5248,5248,5484,1379,1379,3493,3493
238,4322,3307,1833,1833,1017,1017,1017,6105,6105,1017,1017
239,4322,4322,2598,2598,2598,2598,1017,1017,1017,1017,1017
240,1704,1704,6957,6957,6957,3297,1759,3297,6450,6450,6450
241,5446,5446,5446,5446,837,837,837,837,837,837,837
242,786,508,2746,2746,2746,2746,4977,4977,4977,5196,5196
243,3590,3590,2598,2598,2598,2598,2598,4116,4116,4116,1017
244,4322,4322,726,6007,6007,1833,410,410,410,6105,6105
245,5788,3940,5788,3268,3268,3268,3268,3268,3268,3268,3268
246,4405,6122,4405,4405,3505,1715,1715,837,837,837,5484
247,1987,4322,4116,6007,6007,4116,4116,4116,6105,6105,6105
248,1051,1051,1051,1051,1051,6105,6105,6105,6105,6105,6105
249,4322,4322,4322,4422,1833,1833,1017,1017,1017,1017,1017
250,786,5004,5248,5248,5248,5248,5248,3493,3493,3493,3268
251,786,5230,3115,5248,5248,5248,5248,5248,1379,3268,3268
252,5446,5446,5446,5446,3769,3769,6105,6105,6105,6105,6105
253,2959,5218,5651,5651,852,852,852,852,852,852,791
254,1051,1051,1051,5248,3268,3268,3268,3268,3268,3268,3268
255,4322,4322,5116,6007,1833,6105,6105,6105,6105,6105,1017
256,4472,4506,2746,2746,2746,5248,3268,6038,6038,6038,3268
257,1051,3742,1051,1051,3268,3268,3268,6105,6105,3268,3268
258,786,5004,3115,5248,5248,5248,5248,3268,3268,3268,3268
259,5446,5446,5446,5446,1833,1833,6105,6105,6105,6105,6105
260,1833,1833,1833,1833,1833,6105,6105,6105,6105,6105,6105
261,4322,4322,4422,4422,1017,1017,1017,1017,1017,1017,1017
262,786,3150,5248,6885,5248,5248,5484,4977,4977,3493,3493
263,4322,4322,2598,2598,2598,2598,2598,2598,3299,3299,3299
264,5963,4322,6007,6007,6007,6007,4116,4116,6105,6105,6105
265,170,170,1852,3268,3268,3268,3268,3268,3268,3268,3268
266,1135,4058,5248,5248,5248,5248,5248,1379,6038,3268,3268
267,1092,508,3115,5248,5248,5248,5248,1436,6038,3268,3268
268,3150,5004,6885,6885,5248,5248,5248,4977,4977,3493,3268
269,786,3742,5248,5248,5248,5248,5248,1436,6038,3268,3268
270,1174,1174,1174,6885,5484,5484,5484,5484,5484,5484,5484
271,1092,1174,1174,5248,5248,5248,5248,5484,5484,5484,3268
272,786,1174,1174,2746,2746,2746,5484,4977,4977,5196,5196
273,1551,3150,3150,3150,4506,5725,5725,5725,1379,1379,1379
274,916,3742,3742,102,1436,1436,1436,1436,6038,3268,3268
275,3333,3742,5248,5248,5248,3268,3268,6038,6038,3268,3268
276,3545,2980,5788,5788,1833,1833,1833,1833,410,410,410
277,1051,5248,5248,5248,5248,5248,5248,3268,6038,3268,3268
278,2318,2318,2318,102,2509,2509,6105,6105,6105,6105,898
279,4322,4322,2598,2598,2598,2598,2598,1017,1017,1017,1017
280,1092,1174,1174,1174,5248,5248,1379,1379,1379,1379,1379
281,3150,3742,3742,102,102,5248,1379,1379,1379,1379,3268
282,786,1174,1174,6885,5484,5484,4977,4977,4977,5196,5196
283,4322,4322,4322,4422,1833,1833,6105,6105,6105,6105,1017
284,786,4058,5248,5248,5248,5248,5248,3268,6038,3268,3268
285,3312,5788,5788,5788,5788,1017,1017,1017,1017,1017,1017
286,1174,1174,1174,1174,5484,5484,5484,5484,5484,5484,5484
287,786,508,6885,3032,3032,5248,4977,4977,4977,3268,3268
288,786,1174,6885,6885,5484,5484,5484,4977,4977,3493,3493
289,3742,3742,3742,102,102,4353,6105,6105,6105,6105,898
290,1551,1174,1174,1174,5725,5484,5484,5484,5484,5484,5484
291,4322,4322,2598,2598,2598,1833,410,410,1017,1017,1017
292,726,5445,5445,4752,4752,4752,4752,410,410,410,410
293,5478,5230,2746,2746,5248,5248,3268,3268,3268,3268,3268
294,5230,5230,2746,2746,2746,2746,3268,3268,3268,3268,3268
295,4058,4506,2746,2746,2746,5248,4977,4977,4977,5196,5196
296,4322,4322,6007,6007,6007,6007,6105,6105,6105,6105,6105
297,1051,102,102,102,6105,6105,6105,6105,6105,6105,6105
298,1704,1704,1704,6957,852,852,6450,6450,6450,6450,6450
299,3742,3742,102,102,3268,3268,6105,6105,6105,6105,3268
300,786,1174,6885,6885,6885,6885,4977,4977,4977,5196,5196
301,3742,3742,3742,5248,5248,5248,1379,6038,6038,1379,3268
302,786,1174,5248,5248,5484,5248,5484,5484,4977,3493,3268
303,786,1174,1174,6885,6885,6885,6885,4977,4977,3493,3493
304,4322,4322,6007,6007,1833,1833,6105,6105,6105,6105,6105
305,786,5004,6885,6885,6885,6885,6885,4977,4977,3493,3493
306,2318,4322,2318,102,6105,6105,6105,6105,6105,6105,6105
307,4322,4322,6007,6007,2598,1833,410,410,410,1017,1017
308,4322,4322,4322,6007,6007,6007,6105,6105,6105,6105,6105
309,4277,5466,5466,3196,3196,3196,3196,2264,3321,3321,3321
310,1174,1174,1174,6885,5484,5484,5484,4977,4977,5484,5484
311,1174,1174,2025,333,754,754,754,2907,2907,2907,5484
312,584,5004,2746,2746,2746,2746,2746,6144,4977,3268,3268
313,1051,1051,1051,1051,410,6105,6105,6105,6105,6105,6105
314,4266,5241,2509,3268,3268,3268,3268,3268,3268,3268,3268
315,1051,1051,1051,1051,6007,410,6105,6105,6105,6105,6105
316,4322,4322,2598,2598,2598,2598,2598,2598,1017,1017,1017
317,1135,1174,6885,6885,5484,5484,5484,5484,5484,5484,5484
318,1051,1051,1051,5248,5248,5248,3268,3268,3268,3268,3268
319,5446,5446,5446,5452,5452,1833,1833,6105,6105,6105,3268
320,4322,4322,4322,1833,1833,1833,6105,6105,6105,6105,6105
321,3590,3590,5764,5764,5764,4116,4116,4116,4116,4116,4116
322,5478,5478,4058,4058,3268,3268,3268,3268,6038,3268,3268
323,1051,1051,102,102,6105,6105,6105,6105,6105,6105,898
324,5963,4322,6007,6007,1017,1017,6105,6105,6105,1017,1017
325,1833,1833,2630,2630,1833,1833,1833,6105,6105,6105,1017
326,1051,1051,1051,1051,6105,6105,6105,6105,6105,6105,6105
327,1051,3742,5248,3032,5248,3268,3268,6038,6038,6038,3268
328,5452,5452,102,102,3268,3268,6928,410,410,410,898
329,786,5004,2746,2746,5484,5484,4977,4977,4977,5196,5196
330,3150,1174,1174,6885,6885,6885,4977,4977,4977,3493,3493
331,3150,1174,1174,5484,5484,5484,5484,5484,3493,3493,3493
332,786,1174,6885,6885,5484,5484,5484,4977,4977,3493,3493
333,3590,5445,5445,2598,2598,2598,5518,5518,5518,4116,1017
334,786,1174,1174,6885,5484,5484,5484,4977,4977,5484,5484
335,1174,1174,1174,5248,5484,5484,5484,5484,5484,5484,5484
336,1092,3742,3742,5248,5248,1379,1379,1379,6038,1379,3268
337,5446,5446,5446,6450,6450,6450,6450,6450,6450,410,3268
338,1092,1092,3340,3340,3340,5248,5248,1436,1436,3268,3268
339,5230,5230,5230,2746,2746,837,837,837,837,3268,3268
340,3333,5446,5446,5446,6144,1379,1379,1379,6442,6442,3268
341,1174,1174,1174,6885,5484,5484,5484,4977,4977,5484,5196
342,4322,4322,6007,6007,6007,6007,410,410,410,1017,1017
343,4322,4322,3310,6007,6007,6007,1534,6105,6105,6105,6105
344,6067,3307,6007,6007,1017,1017,1017,1017,1017,1017,1017
345,4322,4322,5116,2598,2598,1017,1017,1017,1017,1017,3299
346,5108,5108,170,170,6450,6450,6450,6450,6450,6450,6450
347,5452,3940,102,102,3268,3268,3268,6105,6105,6105,898
348,5963,5445,6007,6007,6007,6007,6007,6007,410,791,791
349,4405,4405,2025,5725,5725,5484,5484,5484,5484,5484,5484
350,1051,1051,1051,4610,3268,3268,3268,3268,6105,3268,3268
351,4058,5248,5248,5248,5248,5248,5248,6038,6038,6038,3268
352,4322,4322,1833,4422,1833,1833,6105,6105,6105,6105,1017
353,4322,4322,5116,2598,1017,1017,1017,1017,1017,1017,1017
354,173,4322,6007,6007,6007,6007,6105,6105,6105,6105,1017
355,5446,5446,4353,4353,4353,837,837,837,837,837,3268
356,786,508,5248,5248,5484,4977,4977,4977,4977,5196,5196
357,1051,102,102,102,3268,3268,3268,6105,6105,3268,3268
358,173,173,5116,6007,1833,1833,1833,1017,1017,1017,1017
359,5445,5445,5445,5445,837,837,837,837,837,837,2343
360,5446,5446,5446,5446,6144,3268,3268,6105,6105,6105,3268
361,1135,5230,6885,5484,5484,5484,5484,4977,3493,3493,3493
362,1051,1051,1051,1051,3032,3268,3268,3268,6105,3268,3268
363,3742,3742,102,102,5248,5248,1436,1436,6038,3268,3268
364,5266,6609,1051,1051,1051,1051,6450,6450,837,837,3268
365,7053,4227,6144,6144,6144,6144,6144,6105,6105,3268,3268
366,4058,4058,5248,5248,5248,5248,5484,4977,6038,6038,5196
367,3333,5452,5452,5452,6885,6885,6885,1379,6038,1379,3268
368,5478,4506,2746,2746,2746,2746,4977,4977,4977,5196,5196
369,4322,4322,6007,6007,6007,1833,410,410,1017,1017,1017
370,4322,4322,6007,6007,6007,6007,1017,1017,6105,1017,1017
371,5446,5446,5452,6144,1436,1436,1436,3268,3268,3268,3268
372,786,1174,1174,6885,5248,5248,5484,5484,5484,3493,3493
373,4322,4322,726,2598,2598,3823,410,410,410,410,1017
374,1092,1174,1174,1174,5248,5248,5248,1379,1379,5484,5484
375,4322,4322,6007,6007,6007,6007,4553,6105,6105,6105,6105
376,819,819,5619,2764,2420,2420,2420,2420,3768,3768,3768
377,852,852,852,852,852,852,852,852,2907,2907,2907
378,5230,3150,2025,6144,6144,6144,6144,6144,6144,3493,3493
379,4322,4322,5446,1833,1833,1833,6105,6105,6105,6105,6105
380,1551,1174,1174,6885,6885,6885,4977,4977,4977,5196,5196
381,3590,6067,2598,2598,2598,2598,2598,2598,3299,3299,1017
382,1495,1495,2598,2598,2598,2598,1017,1017,3299,3299,4149
383,4,4322,4322,4752,4752,6105,6105,6105,6105,6105,6105
384,3494,4322,5445,6007,6007,6007,410,410,4116,4116,4116
385,5478,5478,5296,2746,2746,2746,2746,4977,4977,5484,5484
386,5478,5478,5296,2746,2746,2746,2907,2907,4977,5196,5196
387,6122,1174,2025,2025,333,754,2907,2907,2907,2907,5484
388,1092,508,508,2746,5484,5484,5484,4977,4977,5484,5196
389,786,1174,6885,6885,5484,5484,5484,4977,4977,3493,3493
390,4058,5248,5248,2746,2746,5248,3268,3268,3268,3268,3268
391,4322,4322,726,6007,6007,1833,410,410,410,1017,1017
392,786,508,5248,5248,5248,5248,5248,3268,3268,3268,3268
393,5452,102,102,102,6105,6105,6105,6105,6105,6105,898
394,1174,1174,1174,1174,5484,5484,5484,5484,5484,5484,5484
395,5478,5478,1174,5296,5248,5248,5484,5484,5484,5484,5484
396,1051,1051,1844,1844,3268,3268,3268,6105,6105,6105,3268
397,4610,1844,1844,1844,3268,3268,3268,3268,6105,3268,2899
398,786,5004,5004,6885,6885,6885,6885,4977,4977,3493,3493
399,3333,3742,4506,5248,3032,1436,1436,6038,6038,6038,3268
400,4322,4322,6007,2598,2598,1017,1017,1017,1017,1017,1017
401,3333,5452,4353,4353,3268,3268,3268,3268,6038,6038,3268
402,1051,5452,102,102,102,3268,6105,6105,6105,6105,898
403,5446,5446,6144,6144,6144,6144,3268,3268,3268,3268,3268
404,1135,508,6885,6885,5484,5484,5484,4977,4977,3493,3493
405,4322,4322,2598,2598,2598,2598,1017,1017,1017,3299,3299
