ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73
22,85,763,382,382,758,758,192,368,53,231,368,12,53,347,53,53,347,347,53,53,53,53,53,53,270,53,347,53,347,53,53,53,347,53,53,251,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,161,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
23,746,328,427,558,368,166,175,309,323,68,368,368,261,53,53,53,53,53,53,53,53,53,53,53,231,53,53,53,53,53,53,347,53,53,53,300,53,53,53,347,53,53,12,53,53,53,12,53,53,53,53,53,53,53,53,53,53,53,347,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
24,143,147,131,131,310,811,365,147,80,203,203,53,261,347,53,53,53,53,53,53,53,53,53,53,191,53,53,53,53,347,53,53,231,53,53,300,53,53,53,53,53,53,53,53,53,53,53,53,53,53,261,53,53,53,261,53,53,53,261,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
25,303,303,303,91,91,91,33,80,347,102,368,56,261,53,53,53,53,347,53,53,347,53,53,53,231,347,53,53,53,395,682,53,53,53,53,300,53,53,53,347,53,53,12,53,53,53,53,53,53,53,53,53,53,53,53,53,53,261,347,15,53,53,53,53,53,53,53,53,53,53,53,53,53,53
26,794,794,516,516,516,236,727,218,80,80,88,53,53,53,53,53,347,53,53,53,12,347,53,53,270,53,53,347,53,53,53,347,53,53,53,251,53,15,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,261,53,347,53,53,53,53,53,53,53,53,53,53,53
27,525,525,525,258,375,159,159,715,256,256,342,53,53,53,53,53,53,347,53,53,347,53,53,53,261,53,12,53,347,347,53,53,53,53,53,300,53,53,53,53,53,53,53,53,347,53,53,53,53,53,347,53,12,347,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
28,490,490,490,490,490,490,490,504,368,323,323,347,347,53,53,53,53,12,53,347,53,53,53,53,270,53,347,53,53,53,53,347,53,53,53,300,53,347,53,347,53,53,12,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,161,231,53,53,53,53,53,53,53,53,53,53,53,53,53,53
29,58,130,54,371,371,371,105,323,203,323,323,12,53,53,261,53,347,347,53,347,53,53,53,53,231,53,53,53,53,53,53,53,53,53,53,157,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,261,53,53,53,321,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
30,600,650,556,711,563,439,439,57,185,184,245,189,347,53,347,53,53,53,53,53,53,53,53,53,231,53,12,53,53,53,53,53,15,53,53,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,347,53,347,53,53,53,53,203,12,53,53,53,53,53,53,53,53,53,53,53,53,53,53
31,108,368,313,319,197,197,6,245,393,245,357,245,231,53,53,347,53,347,53,53,347,347,53,53,347,53,53,53,53,53,53,53,53,53,53,300,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,321,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
32,638,638,389,695,509,245,245,245,347,38,245,270,368,53,53,53,53,53,53,347,347,53,53,53,376,53,347,53,53,53,53,53,53,53,53,300,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,15,347,53,347,53,53,53,53,53,53,53,53,53,53,53,53
33,310,490,797,490,43,756,69,217,347,321,215,321,53,53,53,53,53,53,53,53,12,53,53,53,231,53,347,53,53,53,53,53,53,53,53,251,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,161,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
34,139,139,480,607,607,477,584,230,100,273,15,53,53,53,53,53,53,53,53,53,261,347,53,53,231,53,53,53,53,53,53,53,53,53,53,300,53,222,53,53,53,53,12,53,12,53,53,53,53,53,53,53,261,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
35,518,569,36,168,647,760,709,607,321,321,207,203,53,53,53,53,53,53,53,53,12,53,53,53,231,53,53,53,53,53,53,53,53,53,53,251,53,347,53,53,53,53,12,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,203,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
36,648,648,47,342,342,47,800,270,339,270,270,12,53,53,53,53,53,53,53,53,53,53,53,53,321,53,53,53,53,53,53,53,53,53,53,300,53,53,53,53,53,53,53,53,53,53,53,53,53,53,12,53,53,15,53,53,53,53,161,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
37,760,508,733,421,65,110,221,211,270,270,270,368,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,231,53,53,300,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
38,283,524,305,305,41,583,345,167,270,270,203,347,347,347,53,53,53,53,53,53,53,53,53,53,245,53,53,12,53,53,53,53,53,53,53,251,53,53,53,347,53,53,261,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,347,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
39,171,171,187,604,104,340,505,0,166,347,166,176,53,53,347,53,53,53,53,53,53,53,53,53,28,53,347,53,347,53,53,53,166,53,53,300,53,53,53,53,53,53,12,53,53,53,53,53,53,53,12,347,53,53,53,53,53,53,166,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
40,549,549,381,711,711,711,411,166,166,166,166,166,368,347,53,347,53,53,53,53,53,53,53,53,231,53,53,347,53,53,53,53,53,53,53,251,53,53,53,347,53,53,53,53,347,53,53,12,53,53,53,53,53,53,53,53,53,53,203,80,53,53,53,53,53,53,53,53,53,53,53,53,53,53
41,115,115,204,204,466,360,360,176,166,118,236,347,347,53,53,53,347,53,53,53,53,53,53,53,231,53,12,53,53,53,53,53,53,53,53,300,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
42,550,550,780,384,780,323,323,28,27,347,270,270,53,53,53,347,53,53,53,53,53,53,53,53,261,53,53,53,53,53,53,53,12,53,53,251,53,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,347,53,53,53,15,15,53,53,53,53,53,53,53,53,53,53,53,53,53,53
43,237,237,237,237,237,237,237,28,12,28,170,53,53,53,53,53,53,53,53,53,53,53,53,53,261,53,53,53,53,53,53,53,53,53,53,251,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,161,161,53,53,53,53,53,53,53,53,53,53,53,53,53,53
44,171,28,114,292,353,101,374,28,171,270,203,231,347,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,300,53,347,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,261,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
45,130,130,130,130,130,130,130,348,130,130,130,130,53,347,53,53,53,53,53,53,368,347,53,53,231,53,347,53,347,53,53,53,231,53,53,251,53,53,53,347,53,53,12,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,161,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
46,760,760,65,384,384,31,31,130,130,130,270,347,261,347,53,53,53,53,53,12,53,53,53,53,28,53,261,53,347,53,53,53,53,53,53,300,53,53,53,53,53,53,12,53,53,53,53,53,53,53,347,53,53,53,347,53,53,53,15,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
47,347,347,26,245,92,144,229,12,12,240,358,130,53,53,53,347,53,53,53,53,12,53,53,53,286,53,53,53,53,53,53,53,15,53,53,300,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,261,53,53,53,53,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
48,375,375,375,375,471,245,245,361,231,341,28,261,15,53,53,53,53,53,53,53,53,53,53,53,15,53,53,53,53,53,53,53,53,53,53,300,53,53,53,53,53,53,12,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
49,752,752,752,170,103,414,528,161,347,161,161,161,80,53,53,53,53,53,53,53,53,53,12,53,231,53,53,53,53,53,53,53,53,53,53,251,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,161,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
50,484,484,805,247,41,21,161,161,166,347,347,347,12,53,347,53,53,53,53,53,53,53,53,53,231,53,53,347,347,347,53,53,53,53,53,251,53,53,53,53,53,53,12,53,53,53,53,53,53,53,53,53,12,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
51,308,273,281,523,339,339,339,207,385,207,177,203,12,53,12,347,53,53,53,53,347,53,53,53,231,53,347,53,53,53,347,53,15,53,53,251,53,53,53,12,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
52,32,32,32,576,576,137,656,656,207,203,203,367,15,53,347,53,347,347,53,53,53,53,53,53,16,53,53,53,53,53,347,53,53,53,53,300,53,53,53,53,53,53,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,161,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
53,307,307,509,396,581,581,581,207,38,325,273,53,53,53,53,53,53,53,53,53,53,53,53,53,231,53,347,53,53,53,53,53,231,53,53,300,53,347,53,53,53,347,12,53,347,53,53,53,53,53,53,53,347,53,261,53,53,53,161,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
54,524,524,471,236,236,154,154,659,249,249,16,347,347,53,53,53,53,53,53,53,53,53,53,53,270,53,347,53,53,53,53,53,231,53,53,300,53,347,53,53,53,53,53,53,53,53,15,12,53,53,53,347,53,53,261,53,53,53,161,80,53,53,53,53,53,53,53,53,53,53,53,53,53,53
55,208,208,145,803,335,597,162,162,16,70,193,347,12,53,53,53,53,12,53,53,53,53,53,53,347,53,347,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,261,53,12,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
56,34,513,34,195,211,421,236,380,16,16,323,161,203,347,53,347,53,53,53,53,231,53,53,53,376,53,261,53,53,53,53,53,270,53,53,251,53,53,53,347,53,53,347,53,53,53,53,12,53,53,53,53,53,53,53,53,53,53,261,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
57,636,779,654,187,187,187,416,367,323,189,166,376,15,53,53,53,53,53,53,347,53,53,53,53,231,53,203,53,347,53,12,347,15,53,53,280,53,53,53,12,53,53,53,53,53,53,53,53,53,53,12,53,12,53,53,53,53,53,347,261,53,261,53,53,53,53,53,53,53,53,53,53,53,53
58,50,247,109,347,347,162,162,456,88,367,203,261,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,368,53,53,300,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,321,174,53,53,53,53,53,53,53,53,53,53,53,53,53,53
59,345,317,658,752,715,715,592,386,367,206,367,231,203,53,347,53,347,53,53,53,53,53,53,53,231,53,53,347,53,53,53,53,53,53,53,251,53,53,53,347,347,53,12,53,53,53,347,53,53,53,347,53,53,53,53,53,53,53,174,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
60,414,414,171,171,36,36,36,95,95,238,347,261,53,347,53,53,53,53,347,53,347,53,53,53,28,53,12,347,53,53,53,53,53,53,53,300,53,53,53,53,53,53,12,53,53,53,53,53,53,53,347,53,347,53,347,53,53,53,161,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
61,702,702,804,647,647,362,19,95,95,231,343,12,53,53,53,53,53,53,53,53,203,347,53,53,231,53,53,53,53,53,53,53,53,53,53,52,53,347,53,53,53,53,12,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,347,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
62,692,692,53,53,511,274,54,95,323,347,95,232,261,53,53,53,347,347,53,53,53,53,53,53,231,53,53,53,347,53,53,347,53,53,53,300,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,161,80,53,53,53,53,53,53,53,53,53,53,53,53,53,53
63,669,480,335,335,489,275,613,174,102,174,347,347,53,53,53,53,347,53,53,53,53,53,53,53,270,53,347,53,347,53,53,53,53,53,53,300,53,53,53,347,53,53,53,53,53,53,53,53,53,53,12,53,53,53,53,53,53,53,53,53,53,368,53,53,53,53,53,53,53,53,53,53,53,53
64,166,166,166,166,95,177,346,174,347,303,131,368,347,53,347,347,12,53,53,53,347,53,53,53,261,53,53,53,53,53,53,347,231,53,53,300,53,347,53,53,53,53,347,53,53,53,53,53,347,53,347,347,53,53,261,53,53,53,174,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
65,362,179,179,131,174,170,170,174,12,174,174,174,347,53,53,261,347,53,53,53,53,53,53,53,231,53,53,53,53,53,53,53,53,53,53,251,53,53,53,53,53,53,261,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
66,147,364,402,629,313,313,313,417,417,66,66,207,53,53,53,53,347,53,347,347,12,347,53,53,270,53,53,53,53,53,347,53,53,53,53,300,53,53,53,347,53,53,53,53,12,53,53,53,53,53,347,53,53,53,53,53,53,53,53,12,53,53,53,53,53,53,53,53,53,53,53,53,53,53
67,10,10,328,328,415,260,130,106,231,203,66,347,53,53,53,53,53,53,53,53,15,347,53,53,261,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,347,53,53,53,53,12,53,53,53,53,53,53,53,53,347,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
68,708,708,99,229,229,206,131,327,80,66,321,53,347,347,53,53,53,347,53,12,53,53,53,53,231,53,53,53,53,53,53,53,53,53,53,52,53,347,53,53,53,53,12,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,161,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
69,177,177,647,581,581,126,764,222,356,66,78,347,53,53,53,53,53,53,53,53,53,53,53,53,231,53,53,231,53,53,53,53,53,53,53,300,53,53,53,53,53,53,12,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,261,261,347,53,53,53,53,53,53,53,53,53,53,53,53,53
70,273,273,653,508,397,37,636,222,321,222,222,53,53,53,53,53,347,261,53,53,231,347,53,53,231,53,347,53,347,53,53,53,53,53,53,286,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,15,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53
71,692,692,492,468,610,610,312,222,174,222,9,16,347,12,53,53,347,53,53,53,347,53,53,53,15,53,53,53,53,53,53,53,53,53,53,300,53,53,53,53,53,53,261,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,15,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
72,209,209,209,245,142,108,31,370,166,174,27,347,347,53,53,53,53,53,53,53,53,53,53,53,286,53,347,347,53,53,53,53,53,53,53,300,53,53,53,53,53,53,12,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,161,53,53,261,53,53,53,53,53,53,53,53,53,53,53,53
73,21,562,788,495,211,211,491,491,46,27,27,27,80,347,12,53,53,53,53,347,12,53,53,53,231,53,53,53,53,53,53,53,231,53,53,300,53,53,53,53,53,53,12,53,53,53,53,53,53,53,53,53,347,53,53,53,53,53,368,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
74,252,252,252,252,252,252,252,252,53,347,27,347,53,53,347,53,53,53,53,53,53,53,53,53,376,53,15,53,53,53,53,53,53,53,53,300,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,53,12,347,53,53,53,53,261,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
75,190,190,653,653,367,367,357,357,345,8,8,263,53,53,53,53,53,53,53,53,323,53,53,53,231,53,53,53,53,53,53,53,53,53,53,251,53,53,53,53,53,53,53,53,347,53,53,53,53,53,347,53,53,53,53,53,53,53,161,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
76,279,42,134,60,180,223,374,352,8,8,8,368,53,53,53,347,53,347,53,347,53,53,53,53,12,53,53,53,347,347,53,347,53,53,53,52,53,53,53,53,53,53,12,53,53,53,53,53,53,53,53,53,203,53,261,53,53,53,161,80,53,53,53,53,53,53,53,53,53,53,53,53,53,53
77,349,349,775,775,174,457,108,8,118,90,231,347,12,53,53,53,53,53,53,53,12,53,53,53,245,53,12,53,53,53,53,53,53,53,53,300,53,347,53,53,53,53,53,53,53,53,53,53,53,53,347,53,261,53,53,53,53,53,161,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
78,38,38,38,38,38,400,141,311,231,53,222,53,53,53,53,53,347,53,53,347,53,347,53,53,231,53,347,53,347,53,53,53,53,53,53,251,53,53,53,53,53,53,12,53,53,53,53,53,53,53,12,53,53,323,53,53,53,53,161,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53
79,420,420,446,26,26,26,409,26,323,53,38,367,53,53,53,347,347,347,53,53,53,347,53,53,231,53,53,53,53,53,53,53,53,53,53,251,53,53,53,53,53,53,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,347,203,53,53,53,53,53,53,53,53,53,53,53,53,53,53
80,472,472,506,91,506,506,506,38,38,245,38,166,15,53,53,53,53,53,53,53,15,53,53,53,231,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,261,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,261,80,53,53,53,53,53,53,53,53,53,53,53,53,53,53
81,312,312,627,23,193,185,30,30,28,88,203,347,203,53,53,53,53,53,53,53,347,53,53,53,231,53,347,53,347,53,53,53,12,53,53,300,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
82,105,105,60,92,92,28,239,24,353,299,98,231,53,53,53,53,53,53,53,53,53,53,53,53,231,53,12,53,53,53,53,53,347,53,53,251,53,53,53,53,53,53,12,53,53,53,347,347,53,53,53,53,53,261,53,53,53,53,161,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
83,132,132,193,640,404,699,665,98,12,16,245,231,80,53,53,53,53,53,53,53,53,53,12,53,347,53,53,12,53,53,53,53,347,53,53,300,53,53,53,347,53,53,53,53,53,53,53,53,53,53,53,53,53,53,261,53,53,53,161,80,53,53,53,53,53,53,53,53,53,53,53,53,53,53
84,361,361,362,379,248,248,605,393,231,95,347,347,53,53,53,53,53,53,53,53,347,53,53,53,261,347,53,53,53,53,53,53,53,53,53,251,53,245,53,53,53,53,12,53,53,53,53,53,53,53,347,53,53,347,53,53,53,53,53,261,347,53,53,53,53,53,53,53,53,53,53,53,53,53
85,393,393,393,393,393,393,407,393,181,86,203,368,53,53,12,53,53,53,53,53,347,53,53,53,231,53,53,53,53,53,53,53,231,53,53,251,53,53,53,347,53,53,53,53,347,53,53,53,53,53,347,53,53,53,53,53,53,53,53,261,53,53,53,53,53,53,53,53,53,53,53,53,53,53
86,145,145,356,356,399,317,86,335,316,53,400,15,53,53,53,53,347,347,53,53,53,347,53,53,16,53,203,53,347,53,53,53,80,53,53,300,53,53,53,53,53,53,53,53,347,53,53,53,53,53,53,53,53,53,261,53,53,53,53,53,261,53,53,53,53,53,53,53,53,53,53,53,53,53
