ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46
10,3008,1063,1063,1063,1063,1538,585,2823,2823,2823,812,812,812,812,4149,4149,3208,3208,3208,2141,2141,2141,2323,2323,2323,2098,2098,2098,2098,2098,2098,2098,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2098,1480,1480,1480
11,3008,1063,1063,1063,5345,5345,585,812,812,812,812,848,848,848,848,848,2231,2231,2231,2231,2231,2231,2231,2231,2231,424,424,424,424,424,424,424,424,424,424,424,424,473,473,473,473,473,473,473,473,473,473
12,6492,6492,1063,660,660,4681,4681,812,812,812,848,848,848,3125,3125,3125,3125,3125,3125,3125,3125,987,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473
13,6492,6492,1063,660,660,4681,4681,812,812,812,3208,3208,3208,3208,3125,3125,3125,3125,2889,3231,3231,3231,3231,3231,3231,3231,3231,3231,3231,473,473,473,473,473,473,473,473,3441,473,3441,3441,473,473,473,3441,3441,3441
14,6492,6563,1063,6563,6563,4681,4681,4681,812,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,987,1318,961,961,961,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473
15,3008,1063,1063,1063,1063,1063,585,812,812,812,812,812,848,848,2231,2231,2231,3231,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,473
16,6492,6563,6563,6563,660,4681,4681,4681,4681,968,3125,3125,3125,3125,3125,3125,3125,318,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1004,1004,1004,1004,1004,1004,1004,1004
17,3008,1063,1063,247,247,247,4681,812,812,812,3208,3208,3208,3208,408,2231,2231,2231,2231,84,84,473,473,473,473,473,473,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961
18,1283,3017,1436,2324,660,4681,4681,812,812,812,1432,1432,1432,697,90,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,1519,1519,1519
19,3008,1063,1063,1063,1063,247,812,812,812,812,812,812,812,848,848,94,1184,2499,2707,2118,2118,2118,1739,1739,1739,1739,1739,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479
20,3008,1063,1063,1063,1063,247,585,812,812,812,812,812,848,848,848,848,848,2853,2853,2853,3383,3383,3383,1962,2118,2118,2118,2969,2969,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
21,3008,1063,1063,1063,5345,5345,5345,5575,5575,5575,5575,5575,6510,6510,6510,5126,5126,5126,5126,5126,5126,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535
22,3008,1063,1063,247,247,247,247,812,812,812,812,3208,3208,3208,3208,3208,3208,3208,3208,3208,3208,2141,2141,2141,1916,1916,1916,1916,3570,3570,5747,5747,5747,5747,5747,5747,5747,3570,3610,3610,3610,3610,3610,3610,3610,3610,3610
23,3008,1063,1063,1063,5345,5345,5345,5575,5575,812,812,812,812,812,812,812,812,812,1916,6757,6757,6757,6757,6757,6757,6757,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,6732,6732,6732
24,3008,1063,1063,247,247,247,4681,812,812,812,3208,3208,3208,3208,3208,848,2231,2603,2603,2603,2603,2603,2603,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787
25,3008,1063,1063,1063,5345,5345,5345,5575,5575,5575,3705,3705,3705,4149,4149,2098,2098,2773,2773,2603,2603,2603,2603,2603,2603,787,787,787,787,787,2603,2603,2603,2603,2603,290,290,290,290,2603,290,290,290,290,290,290,290
26,3008,1063,1063,1063,247,247,247,812,812,812,812,812,812,1119,1119,2141,2098,2098,2773,2773,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787
27,365,1063,1063,1063,1063,6563,4681,2823,2823,812,812,848,848,1432,1265,1265,1265,1265,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,1447,1447,2038,2038,1447,1447,1447,1447
28,3008,1063,1063,1063,5345,5345,585,2823,2823,2823,2823,4149,4149,848,3208,3506,3506,3506,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,761,761,761,761,761,761,761,761
29,3008,1063,1063,1063,247,247,247,812,812,812,812,848,848,3208,1432,1432,1432,1432,2564,2564,2564,2564,2564,2564,2853,2853,2853,2853,2853,2853,2853,2853,2853,3052,3052,3052,3052,3052,3052,2853,2853,2853,3052,87,3052,87,87
30,4964,1063,1063,1063,5345,5345,585,585,5575,5575,3705,812,1735,1735,1735,1735,1735,1735,1227,1227,3293,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,3293
31,3008,1063,1063,1063,247,247,812,812,812,812,812,812,3208,3208,3208,1432,1265,2677,2677,2677,1466,1466,2462,2476,2476,2476,2476,2476,2476,2476,2476,2476,2476,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118
32,3008,1063,1063,1063,1063,585,585,2823,2823,2823,812,812,812,812,812,1238,1238,1220,1220,3172,3172,3172,3172,2737,2737,2737,2737,2737,2737,2950,2950,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680
33,3008,1063,1063,1063,247,247,247,812,812,812,812,812,3208,3208,3208,3208,3208,3208,3208,3208,3208,3208,3208,3208,3208,3208,1003,1003,1003,1003,1003,1003,1003,1003,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069
34,3008,1063,1063,247,247,247,4681,4681,4681,812,155,2747,2747,2747,2747,2747,2747,2747,2747,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,97,97,97,3077,3077,3077,3077,3077,1965,1965,1965,1965
35,3008,6563,1063,247,247,247,4681,4681,968,968,923,923,923,2747,3208,3208,3208,3208,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724,696,696,696,696,696,696,696,696,696,696,696,696
36,4964,1063,1063,1063,1063,585,585,2823,2823,2823,2823,3030,3030,1867,1867,2863,2863,2863,2863,2863,2863,2863,2863,2863,2863,2863,1315,1315,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
37,3008,1063,1063,247,247,247,247,247,812,812,812,812,848,848,848,3004,3004,1686,1686,1686,1686,1686,1686,1686,1686,1686,224,224,224,2920,2920,2920,2920,2920,1315,1315,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920
38,3008,3933,1063,247,660,660,660,812,812,812,812,812,812,3208,3208,640,640,640,640,640,640,640,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,966,2370,2370,741,741,741
39,3008,1063,1063,1063,1063,585,585,585,2823,2823,812,812,812,812,691,691,2394,1906,2011,2011,2011,2011,978,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199
40,3008,1063,1063,1063,5345,5345,585,585,5575,5575,5575,6510,6510,6510,812,1432,1432,1432,1432,2680,3442,395,395,1656,1656,1656,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,533,533,2592,2592
41,4964,1063,1063,1063,5345,5345,2823,2823,2823,2823,1735,1735,1735,1735,2823,2823,2823,1238,3487,1820,1820,3487,3487,292,292,292,292,292,292,292,292,292,3487,3487,3487,3487,3487,3487,3487,3487,3487,3487,3487,3487,3487,3487,3487
42,3008,1063,1063,1063,5345,247,247,812,812,812,812,812,3208,3208,1432,1432,1432,1432,132,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,1333,1333,1333,1333,1333,1333,1333,1333,2100,2100,2100,2100
43,3008,1063,1063,1063,1063,1538,585,2823,2823,812,812,812,812,1906,1906,1906,1906,1906,1906,1906,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
44,4964,837,1063,1063,1063,1538,2823,2823,2823,2823,2823,812,812,3317,3371,3371,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358
45,3008,6492,1063,6563,2091,4681,4681,812,812,812,3208,3208,2501,2501,2501,2501,2501,2501,1116,1116,1116,1116,1116,336,3149,3149,3149,3149,3149,393,393,393,393,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145
46,3008,1063,1063,660,660,660,812,812,812,812,812,812,1432,1432,1432,1466,1466,3111,1401,1401,1401,3145,3145,3145,3145,3145,3145,3145,3145,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606
47,4964,1063,1063,1063,660,1063,812,812,812,812,812,812,2193,2193,1265,1265,445,445,445,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,3304,3304
48,3008,1063,1063,247,247,247,247,812,812,812,3208,3208,1929,1929,1929,1929,1929,3368,3368,3368,3368,352,352,352,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,579,579,579,579,579
49,3008,1063,1063,1063,5345,5345,585,585,812,812,812,812,848,3208,2752,2752,2752,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407
50,4964,1063,1063,1063,5345,5345,4681,812,812,812,812,1929,1929,1929,1929,1929,79,3354,3354,708,352,352,352,352,352,352,352,352,1995,1995,1995,1995,1995,1995,1995,1995,579,579,579,579,579,579,579,579,579,579,579
51,365,1063,1063,1063,6563,6563,4681,4681,812,812,812,3208,3208,3208,3125,954,954,408,708,708,708,708,708,708,708,708,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
52,3008,1063,1063,1063,660,247,812,812,812,812,3208,3208,3208,3208,3208,3208,2339,2339,2339,2339,2339,2339,2339,79,708,708,708,708,708,708,1307,1307,1307,1307,1307,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478
53,4964,6563,1063,1063,2091,4681,4681,812,812,812,3208,3208,1929,1929,1929,1929,408,2054,2054,708,708,708,1307,1307,1307,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478
54,4964,1063,1063,1063,5345,585,2823,2823,2823,2823,812,812,812,3208,3208,3208,3208,3208,2672,2672,2672,2672,2672,2672,2672,2672,2672,2672,2672,2677,2677,2677,2677,2677,2677,126,126,3278,3278,3278,3278,3278,3278,3278,3278,3278,3278
55,4964,6492,1063,1063,2091,1372,4681,812,812,812,812,812,812,812,812,691,691,691,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,1436,2467,1436,1436,1436,1436,1436,1436,1436,1436
56,3008,1063,1063,247,247,247,247,812,812,812,812,3208,3208,3208,3208,3208,3208,3208,812,812,1432,1432,1432,1432,1432,2672,2672,2672,2672,1130,1130,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,2403
57,3008,1063,1063,1063,5345,5345,5345,5345,5575,6510,6510,812,812,3208,3208,1265,3389,3389,3389,1903,1903,1903,2462,2462,2462,2462,2462,2462,2462,2462,2462,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,3178,2523,3178,3178
58,3008,1063,1063,1063,660,2091,812,812,812,812,812,812,3208,3208,3208,3208,3208,1432,1432,1432,1432,1130,1130,1130,2403,2403,2403,2403,2403,2403,1877,1877,1877,1877,1877,1877,1877,1877,3442,3442,3442,3442,3442,3442,3442,3442,3442
59,3008,1063,1063,1063,660,247,247,812,812,812,812,812,812,3208,3208,1432,663,437,437,437,1610,1610,1610,1610,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574
60,3008,1063,1063,1063,1063,1063,585,812,812,812,94,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592
61,3008,1063,1063,1063,247,247,247,812,812,812,812,812,812,3208,691,691,691,691,94,94,94,94,94,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399
62,3008,1063,1063,1063,1063,2091,4681,812,812,812,812,94,94,3077,3077,3077,3077,3077,158,2917,2917,2917,2917,533,533,533,533,467,467,2840,2840,2840,467,467,2840,2840,459,1374,1374,56,56,56,56,56,56,56,56
63,3008,1063,1063,247,247,247,247,812,812,812,812,923,1432,1432,1432,663,1502,1502,3313,3313,3313,3313,3313,3313,3313,3313,635,635,635,2717,2717,2717,2717,2717,2717,908,908,908,908,908,908,908,407,407,407,407,407
64,3008,1063,1063,1063,1063,247,585,812,812,812,812,812,2193,1265,1265,1265,1265,1265,2378,2378,2378,2378,2378,2378,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732
65,4964,1063,1063,1063,1063,585,585,2823,2823,2823,2823,2193,2768,2768,2768,2768,16,16,580,580,580,2042,2042,2042,2042,2042,2732,2732,2732,2732,2732,2732,566,354,354,354,354,354,354,354,354,354,354,354,354,354,354
66,6245,1063,1063,1063,247,247,812,812,812,812,3208,3208,3208,3208,2755,1502,1933,1025,1025,2550,3026,3026,2594,2594,2594,2594,965,965,965,965,965,965,965,1861,1861,1861,1861,1861,1861,1861,1861,965,965,965,965,965,965
67,3008,1063,1063,1063,247,247,247,812,812,812,812,3208,3208,3208,3208,3208,2141,3093,3093,3093,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,1861,1861,1861,1861
68,3008,6492,1063,660,660,660,4681,812,812,812,812,3208,3208,3208,2712,2712,2050,2050,2050,2050,2050,2050,2050,2050,2178,2215,2215,2215,2215,2215,1895,1895,1895,1895,1895,1895,1895,1895,2292,2292,2292,2292,2292,2292,2292,2292,2292
69,3008,542,1063,247,247,247,4681,4681,812,812,3208,3208,3208,1792,1792,1792,2050,2050,2050,2050,2050,2050,232,232,232,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,480,480,480
70,3008,1063,1063,247,247,660,4681,812,812,812,812,3208,3208,3208,1792,1792,1792,2050,2050,2050,2050,2050,2050,2050,3154,3154,3154,3154,3154,3154,3154,3154,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1637,379,379,1804
71,3008,1063,1063,1063,660,660,4681,812,812,812,812,812,812,1792,1792,1792,2050,2050,2050,2050,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154
72,4964,1063,1063,1063,5345,1063,812,812,812,812,812,812,812,197,2444,2444,2444,2444,2444,2444,3307,3307,1268,1268,1268,1268,1268,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862
73,416,1063,1063,1063,5345,5345,585,812,812,812,812,812,812,812,3208,3208,1867,1867,1867,1867,1464,1464,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2837,2837,2837,2837,3086
74,3008,1063,1063,1063,247,247,247,812,812,812,812,812,812,812,3208,2141,1119,1119,1119,112,112,112,112,112,112,3251,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
75,3008,1063,1063,1063,660,247,4681,812,812,812,3208,3208,3208,1929,1929,1340,1340,1340,1340,2957,2957,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275
76,3008,1063,1063,1063,1063,2091,812,812,812,812,812,812,3208,3208,3208,3208,1929,1929,1929,2055,2055,2055,275,997,997,997,997,997,997,997,997,997,997,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124
77,4964,1063,1063,1063,1063,1063,2823,2823,2823,2823,2823,2823,3030,3030,1821,1229,1229,3268,3268,3268,1540,1540,1540,1540,1540,1540,3255,3255,3255,977,977,977,977,977,977,977,977,977,977,977,977,25,25,25,25,25,25
78,3008,1063,1063,1063,2091,2091,812,812,812,812,812,1119,1119,1119,1119,1119,1119,1119,972,972,972,1208,1208,1208,1208,1208,1208,1208,1208,1208,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127
79,3008,1063,1063,1063,2091,2091,812,812,812,812,812,812,3208,3208,3208,3208,2141,2141,2141,2356,2356,2356,2356,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,3127,3127,3127,3127,3127,3127,3127,3127,3127
80,1434,1063,1063,1063,5345,5345,585,812,812,812,812,812,3343,3343,3343,1821,1821,1821,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521
81,4964,1063,1063,1063,1063,585,585,812,812,812,2944,2944,2944,916,916,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,77,77,77,77,77,77,77,77,77,77,77,77
82,4964,1063,1063,1063,1063,1063,812,812,812,812,812,812,475,778,778,778,778,778,778,2120,2120,2120,2120,2120,2120,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570
83,3008,1063,1063,1063,5345,1063,585,2823,2823,2823,812,812,1916,1916,1916,778,778,778,778,778,1577,1577,1577,1577,1577,1577,1577,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570
84,3008,1063,1063,1063,247,247,812,812,812,812,812,812,812,2141,1792,1792,1792,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525
85,2885,542,1063,247,247,247,247,968,968,968,2747,2747,2747,2747,1792,1792,1792,1792,1792,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2525,2525,2525,2525,2525,2525
86,3008,3933,1063,247,247,660,4681,1929,968,968,968,2767,2767,1792,1792,2050,2050,2050,2050,2050,2050,2050,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,1194,1194,1194
87,365,1063,1063,1063,6563,6563,4681,4681,812,812,812,812,812,923,1792,2050,2050,2050,2050,2050,2050,2050,2050,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379
88,3008,542,1063,247,247,247,4681,4681,968,968,318,318,318,2747,2747,1949,1949,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292
89,3008,1063,1063,1063,5345,5345,585,2823,2823,2823,2823,1735,1735,764,764,2617,2617,3358,3358,3358,2050,2050,2050,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
90,6492,6492,1063,6563,660,4681,4681,4681,812,812,3208,3208,2767,1792,1590,1590,1590,2050,2050,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154
91,3008,1063,1063,247,660,660,4681,4681,812,812,812,3208,1792,1792,1792,1792,1792,1792,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178
92,6492,6492,1063,660,660,660,4681,4681,812,812,812,3208,1792,1792,1792,1792,1792,1792,1792,1792,1792,2192,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,2598,2598
93,3008,1063,1063,247,247,247,4681,4681,4681,968,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,318,318,318,318,330,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908
94,3008,1063,1063,1063,5345,5345,585,585,5575,5121,5121,4177,6579,6579,6579,6579,6579,6579,6579,2661,2661,2661,2661,330,330,330,330,330,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519
95,3008,1063,1063,1063,247,1372,4681,812,812,812,812,848,848,848,848,848,2889,610,610,610,610,1483,1311,1311,1311,1311,1311,346,346,346,346,346,346,346,346,346,128,128,128,128,128,128,128,128,128,128,128
96,4964,6563,1063,6563,6563,4681,4681,4681,812,812,812,3077,3077,3077,3077,6040,330,330,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,1039,1039,1039,1039,1483,1883,1483,1883,1883,1883,1883
97,3008,1063,1063,1063,5345,247,247,812,812,812,812,2747,2747,2747,2747,2747,6040,330,330,330,330,330,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519
98,3008,1063,1063,660,660,4681,4681,4681,812,812,2747,3077,3077,3077,3077,6040,6040,6040,330,330,330,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,3519,1039,1039,1039,1039
99,3008,542,1063,1063,247,247,4681,4681,4681,923,923,923,923,923,923,923,923,923,923,923,923,923,923,923,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,1675,1675,1675,1675,1675,385,385,385,385,385,385,1675
100,118,2685,1436,1436,1436,1436,585,2823,2823,2823,4902,4681,4681,5121,5121,5121,5121,5121,1003,1432,923,923,923,923,923,923,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2148
101,3008,3933,2284,247,247,4681,4681,4681,968,968,318,318,2747,2747,2747,2747,2747,3208,3208,968,968,968,968,968,968,1905,1905,1905,1905,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,3061,3061
102,3008,3933,2284,247,660,660,4681,1929,1929,1929,3208,3208,3208,3208,3208,3208,1432,1432,1432,663,663,2210,2210,978,978,978,978,978,2100,2100,2100,2100,2100,2100,2100,2100,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333
103,3008,1063,1063,247,247,247,247,812,812,812,812,812,812,812,3208,1758,1758,99,99,99,99,99,2542,2542,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
