ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42
32,3169,1619,3049,598,109,728,1760,2950,2403,144,2737,2950,1739,1760,2077,1427,1760,720,2011,2386,1264,1760,170,1760,2386,2386,170,3099,1063,2386,1063,2386,1063,170,665,170,170,170,1063,3099,170,2077,170
33,3131,1804,3534,2229,978,22,6225,6718,1419,4094,22,921,3706,22,2831,1744,1561,4769,1069,2967,2719,22,1965,1069,1069,1923,2577,1069,4298,1069,6220,2724,5066,1439,1069,4787,1561,4453,4553,6304,2967,4298,1069
34,2792,3478,590,696,1135,2076,2339,696,1875,771,3478,1135,3053,1135,1923,1706,2102,3053,1875,3053,1965,1965,1965,318,1965,1875,3053,3053,1965,1875,3053,1965,1965,2204,1749,1749,1749,1875,2204,1965,1965,1965,1965
35,579,1758,1034,155,6040,1209,2339,696,1212,636,817,1393,240,240,587,240,1561,240,1749,240,1965,2724,2747,240,696,2742,2577,1226,2742,2747,2577,696,2577,2204,2742,587,2724,2747,2742,2742,2742,2742,2742
36,363,1619,2352,1980,2043,2910,1652,3490,3490,605,578,2910,2910,1315,2910,1315,340,50,3490,38,2910,1697,340,1315,2863,2904,1315,578,1697,1987,1980,1315,2863,1980,554,38,1980,38,2910,2863,38,1980,1980
37,3169,3478,1450,928,2897,3175,1845,507,1864,3024,3024,2910,507,3490,3004,2911,1533,2,1686,3004,2313,2925,3004,2925,3004,2904,2904,1457,1298,3004,2722,3139,3490,3490,3004,2925,3490,1415,2722,1298,1306,1298,1298
38,488,2784,1984,2356,2274,642,2356,2356,640,2670,1215,501,471,2444,471,1215,471,2457,2444,896,896,2301,173,1280,896,2457,2301,1223,2113,2522,2370,1737,2759,2101,493,483,896,896,830,2370,2457,1639,2127
39,6339,448,3049,2933,2619,395,1757,1676,978,395,1301,1676,1577,1615,2636,2075,1199,1199,1199,1498,978,1615,682,3282,1199,1676,3423,1199,3272,1676,1615,1199,978,1615,1615,1199,1615,1615,978,1615,1615,1615,2095
40,3917,291,1214,2933,1214,395,917,5554,2517,395,1301,1498,2075,1377,612,5554,3282,1602,3282,487,3282,3282,3383,3282,1602,673,3282,487,487,3282,3282,2075,3282,487,1035,1504,5554,5554,1498,1602,1035,2596,3282
41,3169,1619,1450,4266,1568,1907,1431,2563,237,585,1301,3282,487,1501,2069,2944,387,945,601,3282,237,2988,1907,2690,1602,3492,3282,601,2636,1602,3282,1431,3282,3282,2988,512,2988,2944,2095,1602,2095,2988,2095
42,3169,238,3049,2768,2619,1156,1396,1252,1906,2554,665,2783,1427,759,3031,1427,1761,720,2645,1903,1842,1265,1906,1761,1906,2959,1842,1038,132,398,398,2959,2745,2745,2745,1038,2745,2745,2745,1761,1263,2745,2745
43,692,448,3049,2768,2782,1156,3205,749,1906,144,2310,2745,1333,336,2310,1427,1906,720,3440,1903,2058,791,518,1761,2745,336,336,2546,2546,791,398,2959,2546,2745,2959,2959,2745,2745,2745,2959,1263,2745,2745
44,6339,291,242,2380,978,649,510,2887,1906,144,3307,33,3312,1338,1592,1906,1906,1728,3440,1338,1761,1906,1906,1761,1906,1264,1761,1906,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761
45,3131,1831,2224,59,3028,1156,336,2627,693,693,1751,2753,1833,606,393,693,3149,606,606,606,2649,3418,606,606,606,606,693,693,693,693,693,2717,693,1751,693,693,354,693,693,693,693,693,606
46,3169,1619,1450,241,2614,1756,74,2621,606,1502,1946,1738,606,606,3133,1645,1645,606,606,606,1734,3418,606,606,3133,182,182,1943,3113,182,606,182,182,606,1943,3418,3398,3418,606,606,3398,3133,606
47,363,291,1450,241,2614,2516,2441,1466,2517,3304,2042,2219,343,1973,3031,3304,1466,2821,343,2821,2853,3261,2853,59,3442,2821,2821,1943,59,2476,1147,1147,1973,2821,1147,1943,59,2853,2821,2821,3283,393,1501
48,692,789,1762,1980,1927,2536,2536,2536,1995,1995,2536,352,63,2041,1995,352,2536,2536,1995,2536,2536,1995,3407,1995,1995,1995,638,2536,1995,124,3407,2536,3407,1995,2536,3407,3407,3407,2536,3407,2536,2536,2536
49,2089,1619,1762,1064,2226,2536,3407,3407,579,3407,579,3407,63,3407,1995,3407,2536,3407,2536,579,2536,638,3407,579,2109,1995,638,3407,2536,2536,3407,2536,3407,2830,2536,3407,3407,579,579,3407,3407,2536,2830
50,2089,2041,1762,1980,2226,3071,2536,2536,1995,1995,2536,352,63,2536,1995,352,2536,2536,2536,2536,2536,2536,3407,3407,3407,1995,638,3407,1995,2536,3407,2536,3407,2830,2536,3407,3407,3407,2536,3407,3407,2536,2830
51,2152,2041,2288,1171,2226,2536,2536,3119,1995,604,579,352,71,3198,1995,352,1478,638,2536,124,2536,638,124,3407,3407,638,638,124,352,124,3407,1478,71,352,124,124,3407,3407,352,3407,638,638,352
52,692,789,1762,1403,2226,642,2843,185,2074,604,579,3119,71,3198,3119,1478,1478,638,2217,124,124,638,2559,1478,2217,71,638,1478,3518,124,3518,1478,71,352,1478,124,1478,124,352,638,638,3518,352
53,692,238,2224,824,2594,2372,2372,185,579,2755,579,3119,3119,3198,579,1478,1478,638,2217,1478,2536,638,638,1478,1478,1478,638,1478,1478,124,3407,1478,1478,3407,1478,1478,1478,579,579,638,638,638,1478
54,1385,941,4146,1280,471,642,1396,1238,3227,2677,1560,1737,471,2677,2100,206,2100,2100,1302,206,206,1223,292,292,61,1223,292,206,2922,1737,206,1737,206,206,206,1223,1737,1737,1223,206,1994,206,307
55,3131,941,1430,1077,3108,2411,5166,2988,2113,3461,1621,1430,3108,1630,6402,72,1630,2759,2113,2113,1802,2759,2459,1280,2759,3008,2925,2459,2113,2459,2925,2459,2759,1994,2925,1444,1994,1802,2241,1802,1444,1802,1444
56,3131,1691,5141,184,1944,642,2925,1944,132,2729,741,1791,471,779,3340,471,471,2100,779,471,471,471,471,292,471,2403,292,2459,3340,1737,1223,173,3340,173,206,1737,3438,292,2369,1223,206,941,173
57,2152,2206,1788,3052,1214,1676,1676,1527,2517,11,1301,2853,1377,833,2853,2204,533,833,915,2853,2853,169,2853,833,833,2853,833,2204,3273,833,833,3178,1973,1747,978,978,978,2853,978,1377,1035,3045,978
58,2792,3478,2381,607,2427,642,2925,1490,1975,2729,774,1747,206,1747,1877,779,1747,3509,1027,1027,1027,1747,1747,1747,1877,1877,1747,915,1791,393,2306,2542,1877,1747,1877,1877,1747,1027,1747,2306,1877,1027,1877
59,6339,2206,1788,3139,1214,2904,1130,3490,2100,2677,2677,2916,1877,1512,2645,3266,1199,2011,978,2011,1130,2100,518,2100,978,526,1603,2574,2546,526,518,2546,2546,2574,1747,526,3045,2574,1016,526,2574,2574,3045
60,2792,3478,1214,928,3288,2917,3152,1412,2389,399,94,2389,2430,94,2917,2075,324,3142,3192,2428,94,2190,2509,94,94,2592,3211,1190,94,1875,94,2592,94,94,3359,94,94,94,94,94,2592,94,94
61,692,3478,1214,2586,2338,2917,1652,749,2389,399,3142,2542,1377,2542,2011,2075,2542,3142,2586,3142,3142,2075,3142,2542,2542,915,3211,2542,94,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,94,2542,2075
62,4337,3478,1214,94,1214,2904,3152,467,2389,2152,3211,467,1377,1377,1519,1877,2840,700,467,2428,2509,2152,2509,2118,2509,86,2509,467,467,467,2509,2509,2043,2509,2509,467,1374,3211,3211,467,467,2592,3211
63,4337,238,2288,598,3297,351,705,2344,1382,3072,1977,1036,3406,2653,1036,1752,1382,2288,3400,2764,518,1833,518,2805,1382,19,2574,518,2546,19,39,359,518,3002,39,518,39,349,1126,518,518,518,3416
64,4337,238,1214,3493,2377,1264,327,2621,2732,2732,2042,2934,9,2621,3031,3464,1646,2934,3031,680,3263,2042,3031,1338,680,680,680,2136,2934,2042,2903,2042,1914,2042,1914,3031,2042,2136,3031,2042,2042,2903,3031
65,2089,1831,1214,59,2377,1156,2042,2136,2732,2732,2042,3031,1852,1751,3031,3031,3031,3031,3031,3031,3263,2042,3031,3031,2136,680,680,3263,3031,2042,2903,3263,3263,2903,680,680,2042,3263,3031,354,2042,2903,354
66,3131,3334,2288,1341,1861,603,2213,2594,1838,603,145,1792,965,965,3026,603,603,965,1792,965,965,965,1792,435,435,965,348,1792,435,603,965,965,965,1792,965,1792,965,603,1792,435,603,965,1792
67,3169,1804,2224,589,400,3410,3068,3068,2598,2598,145,1792,3068,2397,156,3300,3154,2598,1792,2397,1391,3154,1792,3154,1232,3154,860,2598,1641,161,3154,1391,3068,1813,2612,3068,1232,1792,1232,2846,1641,1232,2505
68,488,1804,2215,3956,3363,3410,3068,3068,1455,1194,1455,3068,3068,1641,3068,2712,2292,2151,3068,3068,3148,3068,3148,3068,3068,176,3068,556,556,3068,556,2292,3068,3068,1067,3068,3068,3068,2292,3068,1641,3068,3068
69,3131,1804,1067,1242,2524,2361,2063,694,1455,2810,145,1814,1242,694,2810,1637,2178,2192,694,2097,1804,694,2774,2262,1797,1067,178,1797,1691,1804,2192,1804,2810,2810,1067,2810,2192,2192,2247,435,1242,1797,1242
70,2792,1804,1067,2519,1678,2981,2063,2500,356,2810,145,1814,1242,480,2810,2262,67,2192,694,2097,1804,694,2810,2810,1797,1067,480,46,1067,694,1067,1232,46,1067,1067,46,1804,1804,1232,2590,2262,67,1804
71,3169,1804,2224,361,3363,548,156,217,1679,3154,145,320,1963,1194,2810,3154,3154,3363,1838,2097,1804,3154,2605,2605,1679,3154,217,548,659,1520,3154,3154,1838,2810,3154,3154,1520,1520,3154,3154,217,3154,3154
72,3169,1619,2224,1888,3070,1476,997,1733,927,1790,1862,1338,1862,524,1862,1268,1790,1862,1842,1338,1842,1862,1338,1338,1862,524,1338,1862,1862,1338,1338,1338,1338,1338,1338,1338,1338,1338,1761,1338,1338,1338,1862
73,5744,1555,2352,2319,2319,767,60,2163,562,608,2163,1229,1229,2270,2833,2833,772,914,914,2270,820,2270,1942,1229,1862,1229,2979,1229,2979,1229,1790,1229,1229,1229,1229,1229,2979,1032,2979,1229,2270,1229,2270
74,692,1619,2352,3450,2962,767,827,1052,997,25,1357,25,1486,997,2681,2557,3238,1357,1357,1357,3450,1357,2557,1357,3200,1357,1357,2309,25,1357,25,25,1357,997,1357,2309,1357,1357,1357,1357,2309,1357,2309
75,692,238,1218,977,2319,3124,1303,2163,2163,450,2163,1218,3091,1891,1218,3124,2583,1218,1303,1218,1303,977,2374,2163,2163,2431,3124,2583,977,747,1540,2583,1303,1540,1218,2583,2374,2163,1540,3124,2583,2163,2163
76,3169,448,2443,402,2962,767,997,2163,997,2583,2163,25,2583,1891,291,2583,2583,1891,2583,1218,25,3124,2583,2583,2583,2583,3124,2583,2583,747,977,2583,2583,2583,2163,2583,3124,2583,2583,2583,2583,2163,2583
77,6339,1619,2352,2586,2938,767,977,2163,402,977,2163,228,3091,977,291,3124,2583,977,2163,1218,2121,977,977,3124,3233,2583,3124,2583,977,977,977,2583,2163,3124,291,1939,3124,2163,3124,3124,291,2163,2583
78,3169,2328,339,2356,1378,1349,827,1770,1990,2328,3408,3248,1990,255,1773,3127,3127,3248,1208,3127,3248,1770,3248,3521,3248,3248,1990,1770,3127,3248,3127,3127,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,3521
79,579,1758,339,2356,1378,3450,827,2290,1208,2847,3408,3248,1948,1208,3127,1208,3127,827,1208,2881,1208,827,1990,582,3521,3248,1208,3248,1208,1208,827,827,3248,3248,1208,1208,1208,1208,1208,3248,3521,3521,3521
80,1385,1947,1770,3234,1378,3174,827,3174,3248,1208,3408,3248,3521,734,2481,3521,1990,3248,1208,3521,3408,3521,3408,3521,3521,3248,3521,3248,1208,3521,3248,3408,3248,3248,3521,3521,1208,3248,1208,3248,3521,3521,3521
81,2089,291,2172,459,3054,2917,3383,3073,3425,2152,2048,2858,2637,3425,3184,1471,2734,3425,3425,3425,3425,3425,3425,3425,2893,3425,3425,3425,3425,3425,422,2893,3425,3425,3425,3425,3425,3425,422,3425,422,3425,3425
82,6339,291,585,2586,1304,196,1577,2241,2120,2241,1267,1570,1412,3192,3184,2241,1570,1267,1267,2956,2032,1267,1570,1570,1570,975,2120,1570,1267,1974,975,2315,2375,2032,975,1570,2032,2032,2315,1570,975,1267,2032
83,6339,2206,585,2586,1652,2241,1129,2241,2120,2241,1267,1157,1577,3192,585,2241,2028,1267,1267,2956,2241,1267,1570,1570,1267,1267,2241,1570,1267,2241,1267,2241,2375,1570,1570,1570,2032,2032,2315,1570,1570,1267,2032
84,363,1804,2224,1529,3363,1800,1800,3068,1986,1194,1194,1800,1963,2397,1194,1800,3154,3363,2913,2605,865,865,2605,1194,2913,2605,2605,2605,2605,2605,2605,865,1963,1194,2605,2605,2605,2605,659,1963,2605,2605,2605
85,692,1804,2215,2280,1445,156,156,1120,1986,3154,1986,1800,1963,2397,2079,1800,1986,865,659,2605,320,2525,2605,2605,1581,2605,2525,2605,2605,2605,2605,865,1963,1194,2605,2605,2605,2605,659,2605,2605,2605,659
86,3131,1804,2215,3496,1445,2361,361,3068,1804,2735,145,145,1963,2397,2810,3363,379,3363,3412,1963,1804,1804,3363,1194,1194,1194,1194,1194,379,1194,1800,379,1963,1194,1963,1194,1194,1963,1194,1963,1194,379,3154
87,692,1804,2167,3496,2664,2981,2063,948,694,2284,1332,67,67,75,309,67,67,1691,67,309,1804,1804,3489,67,67,1173,2167,1173,1691,1804,67,67,67,1804,67,67,67,67,67,67,67,67,67
88,3131,1804,2215,1529,1601,1173,2063,1173,2178,1691,1173,1800,1173,3489,2178,2063,2292,1691,2913,309,1173,1691,3489,75,1173,1173,2167,1173,1173,2664,67,1173,309,2664,1173,1173,1637,2913,2664,2664,2167,2167,1173
89,6339,1804,315,3496,3363,2981,2063,2131,129,1194,379,1800,1963,3489,34,1800,67,3489,2913,379,3489,2063,3489,379,2913,2913,3489,3489,379,3489,67,379,379,3489,379,3489,3489,379,3489,379,67,379,1194
90,3131,1804,2224,1817,3363,156,156,1572,2397,3154,1445,320,1963,2397,3026,816,3154,2397,156,2397,1391,3154,816,353,816,3154,816,3265,1740,156,3154,1391,2666,1194,3154,1391,627,2397,2666,2397,2397,1455,320
91,3131,1804,2215,3496,1232,2361,2063,3068,1455,603,145,1814,1963,2397,2810,2178,1986,865,1120,2397,865,2397,865,1411,17,2215,2774,2397,556,865,1986,865,2215,1194,3154,1194,865,2525,1411,2397,3363,3363,865
92,4337,1804,5141,3239,1678,2810,156,542,2598,542,2598,1814,1242,1232,542,3000,232,2598,232,2598,1590,542,2774,1590,1547,2598,2774,884,1547,232,232,232,232,232,232,232,1547,1411,1792,232,2996,1547,232
93,3131,3478,590,6103,6040,988,128,590,2908,2908,3478,2908,2908,2006,12,2908,628,2588,628,12,12,2908,590,1039,2908,2908,2908,2908,1039,12,628,628,330,628,2908,628,330,2908,2908,12,628,2908,12
94,2792,3999,3985,1180,6368,988,4431,330,1532,4431,330,3519,2908,2006,5201,4387,2277,2588,2771,12,2588,97,1532,1532,590,2661,590,2908,330,97,628,2588,1532,2908,330,628,2771,2908,2908,2588,628,2908,12
95,4337,2041,242,824,988,988,1239,961,2588,2588,2289,961,988,1460,1883,396,1311,2588,2771,1483,2588,396,2588,2168,2588,2277,2277,2277,2588,1883,2588,2588,330,628,2588,128,2771,2277,2908,2588,1883,1180,2588
96,2792,3478,590,2388,988,988,1239,1231,2588,2588,128,1563,2908,1460,12,1231,1563,2588,628,1483,2588,1883,3527,1039,1180,1883,2277,2277,1039,12,628,628,330,628,2908,2277,2771,2277,2908,2588,1883,2908,12
97,2152,3478,590,346,988,988,1239,1231,2277,2289,2289,3519,5397,2289,12,2289,1563,2588,628,1483,1039,1883,3527,1039,1180,1883,1883,2277,1039,1883,628,128,2588,628,2908,128,1039,2277,2908,2588,1883,1180,12
98,4488,3478,590,346,988,988,1239,1231,2277,2588,128,128,2277,1883,2277,2908,2277,2588,628,1483,2588,2277,1883,2277,128,1883,2277,2277,1039,1883,628,2588,2588,628,2588,128,1039,2277,2908,2588,2277,2588,12
99,4488,1758,3049,2148,2338,921,2958,3062,1278,3322,2639,911,1278,385,2148,385,385,1675,3503,923,797,2639,3503,2545,1220,1795,2545,385,1220,874,2545,724,3503,874,2639,724,385,1220,3503,2545,2545,2545,2261
100,5744,5084,2601,1998,2601,642,2958,3062,2932,3753,579,2805,2805,3309,2282,1795,2543,923,3309,240,937,2148,923,843,923,1795,1675,385,923,3309,1119,385,3494,923,923,385,923,923,385,923,1675,3417,923
101,3131,1804,1003,155,2125,1003,2958,1352,1949,1949,2639,1358,3061,1358,1949,656,2767,1675,1949,923,1949,644,1675,1675,2870,2385,2385,1949,1949,2385,2870,1618,1949,923,1949,1949,923,1057,2870,2125,1949,2125,923
102,2792,1831,2381,2519,2427,642,3007,2135,1164,2729,337,1709,1278,2916,1937,779,2135,363,213,779,2135,389,2135,2403,2803,389,363,213,2803,2135,389,389,389,389,389,389,389,363,389,2803,363,363,389
103,692,1758,3049,225,109,363,1396,1177,1164,363,363,363,363,703,363,363,363,363,363,363,703,363,363,363,363,363,363,363,363,363,363,2561,363,363,363,363,363,363,363,363,363,363,363
104,5744,1619,1450,928,2866,2910,1302,1302,2313,2677,3211,2386,2910,389,389,389,363,1433,2586,363,703,1433,2043,324,3442,389,3211,3211,3211,3211,3211,2542,3211,3211,1433,3490,3211,363,2135,3211,3211,3211,3397
105,3169,1368,315,836,1288,784,3183,2490,2080,2490,2305,855,3042,1881,3210,2220,1881,855,855,355,3042,929,2305,1950,929,3,929,1950,855,758,2360,855,855,855,855,855,855,1950,855,1950,855,855,855
106,3169,1804,2228,836,1288,3450,1950,2056,1479,2490,2555,1950,2808,2895,3210,2214,2895,2332,855,2895,2214,2332,1950,3210,2332,3399,929,2214,3210,2332,2332,3210,3399,2214,2895,3399,3399,3399,2214,2332,3399,3399,2655
107,3169,1619,2228,1014,1950,3042,1505,2056,316,2490,3473,278,2056,2895,3210,1500,2490,2332,2490,3399,3399,1398,2723,2056,3210,3399,1950,1950,2332,2332,2332,1950,2723,2655,2655,1398,2332,1950,2655,2332,1398,1950,2655
108,3169,1804,5141,1529,1678,1173,361,1173,1455,739,1455,1814,480,1445,2810,1455,2002,2002,1455,2097,491,2262,1637,491,1173,1173,739,1173,3766,2500,2157,1098,739,2500,1067,739,739,1637,739,1173,2262,2167,1098
109,3131,1804,2215,2996,1445,2566,156,1120,2598,1691,1691,1547,884,2397,2178,1232,1232,1691,1343,2598,1232,1343,1232,2913,1895,2178,1895,1895,1895,1895,2178,1895,1895,1740,1895,2215,1895,2178,709,2178,2178,2178,1895
110,3169,1804,5141,2996,2275,2361,361,1173,1455,739,1455,1814,480,1445,2810,1455,3154,2002,3131,2097,491,3131,1590,2262,2262,3154,739,1173,2167,2262,3154,1173,46,1455,3154,2157,1455,739,3154,3154,1098,1455,1455
111,4337,1619,242,3139,3014,1401,393,2680,979,979,1865,1401,90,1401,3175,3175,2437,3175,3111,2060,3175,3111,3111,3175,3175,2731,90,3175,3111,810,1946,3175,3175,3175,2134,810,3175,3175,2134,490,2731,810,3175
