ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46
41,343,71,77,205,379,379,132,379,132,7,132,166,121,132,166,166,7,166,166,166,166,7,166,7,7,7,7,166,166,7,7,7,7,7,7,31,7,7,7,7,7,7,7,7,7,31,387
42,58,170,245,28,28,340,30,274,274,274,274,274,28,274,28,28,140,28,140,340,28,140,28,28,264,28,140,28,28,28,28,28,28,140,340,340,28,28,28,28,28,28,28,28,28,28,28
43,389,65,383,340,340,340,340,340,28,28,104,104,104,104,104,28,28,28,28,28,28,340,28,28,28,28,28,28,340,28,28,340,28,28,28,28,28,28,28,28,28,28,28,28,28,10,28
44,101,28,337,148,340,28,340,10,145,28,340,360,28,360,360,360,360,28,28,145,28,28,28,145,145,145,28,145,28,367,28,388,28,28,28,28,28,28,28,28,28,28,30,30,28,367,165
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,65,387,313,20,130,130,102,102,102,102,102,102,102,115,115,339,115,115,130,339,190,130,148,148,130,190,190,130,130,257,318,182,182,130,190,130,148,130,318,130,318,148,130,130,130,130,130
47,292,224,200,381,130,20,102,130,224,131,190,395,130,130,323,224,303,224,148,295,303,303,303,303,303,303,303,303,303,303,162,303,303,303,303,339,303,303,303,303,303,303,303,303,303,303,303
48,581,159,22,207,156,81,81,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,207,161,161,161,161
49,329,528,161,161,156,103,103,103,103,161,103,161,103,161,161,103,161,161,103,161,161,161,161,161,161,103,161,161,161,103,161,103,103,161,161,161,161,161,161,161,161,161,161,161,161,161,161
50,786,60,257,70,312,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
51,722,322,263,103,312,312,207,207,103,103,207,103,103,103,207,103,103,103,207,207,207,103,103,103,207,103,207,207,207,207,207,207,207,207,103,207,207,207,207,103,207,207,207,207,207,103,207
52,395,347,87,312,312,312,312,312,312,312,207,207,58,207,207,207,207,207,207,207,207,207,207,103,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
53,312,346,194,156,207,156,156,161,399,221,161,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,103,207,207,207,103,207,207,207,207
54,47,516,229,363,358,145,145,277,45,145,71,197,197,197,197,197,197,197,322,328,394,197,14,197,197,328,16,84,291,84,197,197,365,71,387,197,197,187,197,140,373,307,322,268,382,31,210
55,101,313,114,33,16,734,114,16,114,114,45,114,16,114,379,641,16,641,373,373,641,114,16,678,16,16,16,45,16,16,379,469,622,678,45,16,16,45,16,641,379,622,16,45,45,373,45
56,51,317,14,99,71,205,20,71,374,250,145,32,96,205,274,382,205,205,274,145,382,145,145,145,96,205,31,370,328,205,145,145,48,48,145,68,205,96,387,270,30,205,30,367,96,370,340
57,583,364,329,366,174,174,237,174,237,367,174,174,367,367,367,367,121,367,367,264,327,121,366,366,366,366,41,327,19,274,367,303,295,366,366,295,367,295,303,367,19,367,295,295,295,366,295
58,597,82,277,140,382,140,365,32,338,22,274,47,267,121,96,96,347,22,224,309,224,309,353,295,187,295,245,187,307,347,224,245,131,382,131,65,307,295,224,224,224,131,12,307,367,367,30
59,379,159,421,308,140,308,327,388,295,140,140,140,274,248,274,367,248,367,274,367,367,388,338,367,367,367,388,60,367,367,367,388,28,367,367,388,367,367,60,367,367,28,367,388,353,367,367
60,486,620,644,604,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,231,231,95,248,36,36,231,100,95,95,231,95,36,36,95,177,95,36,100,391,391,127,95,95,95,503,95,95
61,636,95,42,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
62,458,789,95,134,362,362,274,95,231,231,238,208,231,35,95,35,208,35,95,95,95,95,95,95,95,150,95,95,95,95,95,95,95,95,95,95,95,150,95,208,95,95,95,95,95,19,95
63,478,269,70,58,130,295,130,131,237,301,237,130,295,295,295,385,295,295,102,223,330,385,295,88,174,88,295,179,23,23,41,216,23,208,295,88,23,295,19,23,23,179,295,295,23,339,223
64,0,366,30,347,6,6,347,295,224,295,208,208,174,224,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
65,174,174,26,19,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
66,388,224,385,335,335,333,335,335,335,159,335,13,196,403,13,403,403,403,66,393,403,403,403,66,183,335,66,66,66,66,123,66,403,66,330,403,66,66,66,66,403,159,66,66,403,403,66
67,312,281,44,44,181,376,403,107,393,183,126,393,66,66,66,126,355,403,66,66,66,66,66,99,403,66,66,66,168,66,66,66,66,168,66,66,181,66,66,393,66,66,66,356,66,159,66
68,313,296,305,305,183,126,393,66,126,126,376,66,376,296,18,296,126,126,376,66,66,66,66,66,259,66,376,66,66,376,66,66,66,66,376,66,66,66,66,66,66,66,66,66,183,376,66
69,308,222,222,133,222,222,376,355,355,222,222,222,222,376,99,222,222,222,222,72,345,222,222,222,123,181,99,181,72,181,181,181,183,181,72,66,345,222,222,181,376,222,345,183,345,72,72
70,366,222,222,133,13,13,222,222,181,222,355,376,355,259,222,72,222,259,222,222,222,259,181,222,293,222,222,126,222,222,67,222,222,67,13,222,44,222,259,259,259,259,67,222,222,222,259
71,786,293,159,293,222,403,222,222,181,376,222,222,222,222,222,222,222,222,222,222,222,393,393,222,222,393,222,222,222,393,393,222,222,393,222,222,222,222,222,222,222,222,222,393,222,222,222
72,417,187,223,162,187,377,290,14,14,377,14,377,14,334,14,49,108,49,275,49,275,358,108,108,275,49,49,148,275,229,65,65,49,49,358,148,148,148,27,358,49,27,27,108,358,178,148
73,155,238,344,229,250,363,363,252,358,252,358,252,252,358,252,252,252,73,8,363,148,284,252,285,73,8,252,57,152,252,363,73,252,377,377,252,152,252,178,97,152,27,73,252,97,152,97
74,25,271,326,106,285,217,284,76,46,217,217,76,217,284,124,124,124,76,124,124,124,124,124,124,124,226,124,226,124,124,124,124,124,124,124,124,217,124,124,124,124,124,124,124,124,124,124
75,224,113,310,169,34,252,8,8,152,152,8,152,8,8,152,8,8,8,372,363,27,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
76,657,220,106,187,8,3,8,8,8,156,8,8,8,156,156,81,8,8,8,8,8,8,156,8,8,8,8,156,81,8,81,81,8,156,8,8,8,8,8,8,8,8,8,8,8,8,8
77,135,217,118,363,118,8,285,8,8,8,8,363,8,8,8,8,8,8,8,217,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,156,156,8,8,8,8,8
78,714,358,124,155,17,38,38,173,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,173,38,38,38,38,38,38,38,38,38,38,173,38,38
79,340,141,290,76,38,369,74,173,38,38,173,38,38,38,38,38,173,38,38,38,38,173,38,38,38,38,38,173,38,173,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
80,506,217,298,315,343,153,359,38,359,38,359,38,38,38,343,38,38,38,38,343,38,38,343,343,343,343,38,38,343,38,38,38,38,38,38,38,343,17,38,38,38,38,38,38,38,38,38
81,23,213,213,91,79,213,213,213,213,213,213,213,213,213,200,213,213,213,213,200,213,53,213,53,213,53,53,342,200,53,53,53,213,200,342,53,213,200,213,213,213,213,342,213,213,273,213
82,332,807,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
83,325,98,98,98,132,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
84,323,136,335,159,123,123,99,393,393,393,296,393,181,99,393,393,393,393,393,393,393,393,393,393,376,376,376,99,183,393,393,376,393,393,376,393,393,393,393,393,393,393,393,393,376,393,376
85,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,99,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,99,393,393,393,393,393,393,393,393,393,393,393,393
86,181,181,160,293,133,376,222,222,296,393,393,296,99,393,376,99,99,99,222,99,99,376,66,393,393,183,393,393,259,376,393,393,222,393,99,222,222,222,222,222,376,222,222,393,393,222,222
87,765,259,317,376,376,259,376,376,376,376,376,376,259,376,376,376,259,376,376,376,376,376,376,376,376,376,376,376,259,376,376,376,259,259,259,259,376,376,259,259,376,126,376,376,376,376,259
88,248,191,647,72,317,690,376,317,66,107,181,107,259,66,183,296,376,222,296,296,296,421,259,259,107,66,66,66,66,66,66,107,259,66,66,288,37,66,66,66,66,66,66,66,66,126,66
89,33,121,85,259,317,317,259,133,259,376,376,133,133,376,376,376,133,259,126,376,376,126,376,376,376,376,259,126,259,376,126,126,126,126,376,126,126,259,376,126,376,376,126,376,376,376,126
90,317,676,393,403,393,222,393,99,99,222,99,259,393,393,393,99,393,99,376,99,376,222,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,44,355,99,99,99,44,99,99,99
91,101,107,133,345,99,99,393,393,421,296,345,296,181,393,181,296,181,296,421,296,183,421,222,421,181,183,222,183,222,296,183,99,183,393,296,181,296,296,99,183,393,393,183,99,183,183,183
92,353,338,403,222,222,181,393,99,181,181,181,222,259,183,181,181,181,222,181,183,181,222,222,181,181,222,99,181,355,181,222,181,181,222,222,393,183,183,183,181,183,355,355,181,393,181,183
93,86,86,86,86,86,86,342,321,86,321,86,86,86,86,86,86,86,86,86,273,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,134,86,86
94,73,243,548,134,572,806,86,477,572,572,657,429,86,86,86,657,657,86,657,657,572,86,657,134,134,86,139,86,86,134,273,86,139,86,86,134,86,273,86,273,86,86,86,139,86,86,86
95,339,86,283,86,86,86,139,86,86,86,86,86,86,86,86,86,86,86,86,203,203,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,139,86,139,86,86,86,139,86,86,86
96,97,139,177,134,273,203,273,203,273,139,273,273,273,273,273,139,273,273,139,273,273,273,273,273,273,273,273,139,139,139,273,273,273,273,273,139,273,273,273,273,273,273,273,273,273,273,273
97,308,177,572,177,203,139,273,342,273,203,273,273,273,273,273,273,273,273,273,273,273,273,273,139,273,273,273,139,139,273,139,139,273,273,273,273,139,273,139,273,139,273,273,273,273,273,273
98,285,203,203,576,273,86,134,134,273,134,273,273,273,139,273,273,342,139,273,342,273,273,273,273,273,273,273,273,273,273,273,273,273,139,273,139,273,273,273,273,273,273,273,273,273,139,273
99,481,41,321,216,398,398,398,398,211,398,398,398,398,398,398,398,398,398,398,398,328,398,398,398,398,398,398,210,210,398,398,398,398,189,398,398,398,377,398,398,210,210,192,398,398,210,48
100,569,618,539,214,211,211,109,383,398,141,211,398,64,211,253,398,142,398,398,398,398,398,320,211,211,398,398,398,347,310,310,52,310,398,211,48,398,48,211,211,48,141,211,211,211,164,194
101,794,400,406,194,194,194,109,275,211,194,264,194,194,194,109,194,194,194,264,194,264,264,384,194,194,384,264,194,74,384,384,194,194,264,264,5,5,160,194,194,316,194,316,194,194,194,194
102,722,338,285,295,382,367,145,145,388,388,274,367,274,274,140,274,28,274,30,28,274,28,28,28,28,264,28,28,28,388,274,28,264,28,264,274,274,28,28,274,30,274,255,274,274,28,269
103,91,377,104,388,340,255,255,255,255,255,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,255,140,140,140,255,255,140,140,140,140,140,140,140,140,140
104,171,614,150,140,292,224,367,268,132,121,187,84,245,140,31,140,187,187,6,187,187,379,268,184,95,379,379,255,140,268,6,187,187,379,6,95,187,187,140,140,178,224,187,140,184,187,140
105,204,209,209,369,299,234,204,348,348,386,348,348,77,77,77,92,77,204,57,348,229,129,57,324,271,240,348,57,204,57,271,229,57,229,229,324,176,77,246,324,77,236,236,57,176,368,368
106,155,266,153,32,401,401,234,176,401,176,176,253,348,176,129,176,176,176,176,176,176,176,176,176,176,176,176,176,282,282,282,282,176,176,176,176,176,176,176,282,176,176,176,176,176,176,176
107,155,176,394,17,240,348,348,348,348,176,204,240,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
108,373,217,183,183,355,259,376,393,222,376,222,67,222,293,355,67,222,296,259,67,67,183,126,126,133,376,222,183,376,259,126,222,222,376,67,183,183,376,259,259,259,67,222,259,259,67,67
109,44,183,67,126,293,67,67,66,37,196,160,293,421,66,66,676,729,690,676,690,690,345,676,66,67,676,222,676,67,67,296,690,196,66,296,67,729,296,690,636,296,296,67,67,67,67,67
110,275,786,345,355,345,66,67,293,72,293,293,355,288,355,222,222,222,355,355,67,355,183,355,67,133,259,222,183,296,183,183,222,222,222,296,376,376,376,67,259,259,376,183,259,376,259,259
111,306,137,0,22,306,130,351,286,89,47,89,316,89,286,89,89,89,47,351,89,286,286,89,286,5,20,351,89,286,286,47,130,89,47,206,353,286,286,351,351,351,351,20,14,47,14,14
112,233,211,115,195,286,286,286,61,351,351,286,22,286,20,286,286,20,20,286,20,351,286,20,20,286,286,286,286,286,20,351,286,286,286,351,286,286,47,47,47,286,286,114,286,20,286,14
113,354,65,96,218,22,162,162,136,286,20,286,136,286,136,286,286,286,286,286,286,286,286,286,297,286,286,286,286,297,286,286,286,286,297,286,351,351,297,286,47,286,286,297,297,297,297,70
114,75,170,231,91,303,208,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,245
115,268,463,292,91,213,231,395,35,35,35,231,212,238,35,212,231,212,35,231,35,212,231,212,131,231,231,364,24,212,231,24,212,35,231,231,231,231,131,35,231,231,131,231,131,6,131,231
116,471,295,6,295,174,303,295,131,295,148,295,303,131,131,149,148,149,131,131,131,131,131,149,131,131,131,131,131,131,131,131,131,131,131,149,130,131,131,131,131,131,131,131,131,131,131,131
117,279,12,213,292,250,384,30,250,292,250,40,292,255,40,40,292,292,220,269,292,292,292,269,292,292,269,292,292,292,292,292,197,292,292,292,220,292,292,197,197,292,292,292,292,292,220,197
118,664,266,357,33,197,332,332,332,322,322,332,332,365,332,332,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,210,365,365,365,365,365
119,338,71,382,322,322,145,145,388,145,197,145,197,197,197,197,197,382,197,197,197,197,197,365,197,197,197,197,197,197,197,197,197,197,197,197,71,197,197,197,197,197,197,197,197,197,197,197
120,378,44,138,129,276,20,16,32,48,328,322,193,396,16,328,43,32,43,258,68,304,68,48,68,384,189,365,197,197,384,387,197,31,270,382,328,193,45,31,31,11,292,272,31,340,340,340
121,712,384,65,30,384,185,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,31,258,31,384,95,384,31
122,326,541,119,309,79,379,309,100,40,111,40,6,255,6,295,187,384,255,6,290,384,6,268,162,274,366,366,384,224,127,384,379,31,384,31,379,166,384,384,384,503,224,384,292,365,292,387
123,287,598,184,341,341,341,341,391,341,306,205,341,306,306,341,341,341,391,114,341,341,235,341,235,341,351,341,341,341,114,341,235,235,351,235,306,286,235,306,235,235,235,235,235,14,351,235
124,433,96,136,3,84,361,328,308,394,270,330,24,7,270,307,232,14,195,195,232,195,308,195,195,84,195,16,114,394,382,338,297,394,114,382,47,114,232,47,338,232,232,351,195,338,195,232
125,140,166,184,347,238,238,306,341,341,306,224,341,306,341,341,341,341,306,114,341,341,232,224,341,341,341,341,306,341,232,232,232,306,306,351,200,232,351,391,232,232,40,306,232,232,40,232
126,763,346,23,23,115,41,41,41,23,318,256,23,115,330,182,179,218,179,115,381,218,115,41,115,218,115,218,218,218,218,41,115,218,115,301,218,218,218,115,301,115,301,218,218,218,218,218
127,10,179,255,88,310,88,88,88,88,174,88,88,88,88,88,88,174,88,88,88,88,88,88,88,88,174,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
128,659,179,187,255,88,88,88,88,190,88,88,88,88,190,88,190,88,190,88,88,190,88,190,88,88,88,88,88,88,88,88,190,88,88,88,88,88,88,88,88,88,88,88,88,88,88,190
129,145,171,171,171,106,171,34,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
130,138,17,326,135,234,282,120,389,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,192,171,171,171,171,171,171
131,9,111,340,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
132,800,316,402,107,317,126,305,126,317,288,133,126,126,126,259,126,126,126,133,133,126,126,126,126,259,126,126,126,126,259,126,126,126,126,126,126,126,259,126,317,133,126,126,126,126,126,126
133,681,476,690,259,403,133,355,133,355,13,259,13,126,222,222,355,222,259,259,376,259,222,355,259,67,376,376,259,355,67,259,259,259,259,259,376,222,259,133,222,222,259,259,259,259,259,259
134,321,690,62,183,89,123,123,222,44,393,222,13,403,222,13,44,13,13,13,13,13,13,222,13,44,222,13,222,393,13,181,13,13,222,222,13,13,181,13,222,13,13,222,333,222,13,13
135,562,21,195,379,114,379,314,45,270,232,297,195,84,394,270,84,84,114,84,84,84,84,84,382,84,297,84,16,232,394,232,84,232,114,232,232,232,114,16,232,314,14,314,232,47,232,232
136,570,20,20,14,220,307,60,295,295,223,206,32,20,22,237,169,169,237,308,237,347,237,237,367,367,367,237,237,367,237,30,237,140,237,237,237,237,310,237,237,237,237,0,88,88,310,174
137,314,734,735,734,232,232,314,314,314,314,314,314,232,314,314,232,314,351,306,314,232,232,314,20,314,314,195,306,314,314,314,314,314,47,314,314,314,114,314,47,314,314,314,314,314,314,314
138,369,250,338,28,389,63,63,252,252,284,252,285,285,252,285,285,252,285,285,285,252,285,285,285,285,285,153,285,285,285,25,285,285,285,153,285,285,285,76,153,285,153,153,153,25,153,153
