ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42
29,58,58,689,613,165,712,323,551,638,58,130,130,495,111,251,263,263,329,111,111,260,263,329,245,35,130,35,381,195,218,218,323,213,263,157,263,323,232,157,347,157,323,323
30,650,799,610,62,110,586,586,84,545,84,467,526,545,484,108,245,108,108,108,108,574,220,220,220,165,108,245,165,245,165,72,165,245,165,7,574,245,166,166,166,245,166,245
31,714,368,395,511,62,31,219,36,325,348,360,360,269,290,269,269,290,290,290,506,269,269,263,220,270,220,292,12,292,132,292,237,292,170,325,245,245,265,250,245,31,162,245
32,85,509,171,643,502,177,210,250,224,29,224,250,28,245,287,28,28,28,31,28,237,245,0,6,245,245,0,245,245,6,6,0,247,0,245,0,187,162,0,245,65,65,187
33,115,313,417,189,756,626,305,246,797,69,443,46,116,805,40,804,787,787,256,80,145,283,161,191,274,433,66,41,218,806,196,22,218,381,40,129,652,513,196,438,671,288,377
34,139,407,407,86,336,515,128,480,128,525,525,390,390,741,390,446,390,390,525,390,390,390,321,390,390,321,321,390,362,321,321,36,321,321,321,321,701,139,321,321,321,321,321
35,518,760,480,797,629,648,501,760,327,788,447,499,321,722,499,722,321,579,94,647,579,414,717,685,693,321,321,321,321,685,321,420,685,685,708,794,685,609,321,589,794,508,784
36,28,171,6,724,239,800,132,60,91,312,96,35,12,309,250,179,250,7,179,292,250,269,189,12,12,150,35,28,12,12,12,24,12,269,12,12,379,292,292,31,379,269,292
37,763,687,249,174,495,402,804,613,206,206,206,168,190,168,58,227,227,286,286,417,41,41,21,286,286,286,286,286,286,14,286,363,363,286,363,24,150,286,286,286,286,14,268
38,115,654,763,513,411,423,775,68,777,14,39,361,305,229,317,94,259,44,421,361,361,421,421,421,403,421,259,690,690,330,421,421,259,421,107,394,335,421,159,335,107,74,690
39,187,24,168,88,496,419,175,298,287,287,463,287,111,132,111,111,104,237,237,104,132,132,104,165,340,383,165,197,165,165,340,166,340,121,171,166,31,31,31,340,132,166,111
40,678,11,574,413,711,347,385,140,111,22,111,395,325,325,325,325,252,325,325,325,28,28,170,28,340,28,325,28,325,132,132,132,132,32,187,11,187,237,187,11,295,224,366
41,339,354,433,433,232,704,217,33,33,544,307,307,307,246,544,246,204,307,307,307,307,307,307,307,307,307,307,307,365,307,299,185,307,185,108,781,108,781,108,506,506,506,506
42,550,520,613,613,358,165,111,727,237,88,264,88,179,334,190,383,383,26,187,297,297,396,116,206,237,57,28,328,28,190,28,334,334,297,334,297,130,360,28,111,140,360,211
43,237,237,6,111,166,269,187,11,225,169,21,260,269,174,383,269,269,145,145,26,170,224,224,224,170,137,224,224,269,269,340,340,340,26,340,340,360,360,360,360,360,360,360
44,28,28,135,326,103,158,28,392,392,6,104,28,98,171,40,28,121,245,28,28,189,171,195,88,28,28,192,290,7,7,28,28,237,187,28,28,28,28,28,28,28,28,28
45,130,130,130,480,66,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,760,760,399,65,302,379,186,754,274,240,131,208,145,779,240,175,65,14,14,102,65,14,102,65,224,102,335,632,65,65,65,347,65,347,347,347,347,220,347,347,347,223,347
47,100,80,347,533,347,34,257,251,255,290,140,339,301,203,66,301,301,301,754,729,269,162,269,190,66,190,729,190,729,190,80,263,318,190,190,257,190,190,346,318,375,130,318
48,601,341,354,126,765,257,181,188,188,333,161,161,161,66,241,385,319,234,181,161,161,191,319,161,354,385,259,161,161,161,259,288,259,301,259,14,288,161,207,161,161,301,161
49,752,106,106,806,409,115,237,20,70,70,70,243,75,263,223,196,697,241,241,125,103,622,125,125,714,177,125,103,241,84,161,260,103,200,200,377,103,200,260,200,87,74,4
50,215,215,737,340,364,255,224,91,339,385,385,353,364,385,385,161,353,161,161,333,60,229,161,328,354,236,161,165,319,319,283,60,60,161,161,161,161,202,161,161,161,161,161
51,273,569,281,23,518,171,711,256,480,783,746,783,136,68,335,366,366,88,6,671,130,41,5,80,361,385,403,130,381,361,381,241,381,361,381,361,241,361,333,361,333,196,241
52,406,205,32,262,10,714,277,262,252,45,145,78,78,323,41,367,137,367,234,8,313,3,161,391,391,3,391,301,3,103,103,103,161,225,361,399,281,156,361,161,361,161,361
53,703,509,378,191,281,576,191,228,241,433,15,263,202,202,245,49,191,191,49,191,381,256,49,49,191,191,160,49,256,301,49,278,191,59,59,59,319,59,225,207,319,280,191
54,471,173,132,1,26,32,404,739,158,164,739,9,394,167,167,338,678,678,678,678,678,338,678,678,678,678,678,678,678,678,678,678,678,678,678,338,234,62,338,338,16,234,338
55,141,208,80,80,145,56,379,348,306,432,238,379,734,734,320,193,193,734,734,128,734,734,734,734,734,734,734,45,734,45,45,632,45,45,193,632,193,193,193,193,193,193,193
56,513,513,65,613,333,721,496,593,183,421,421,126,421,183,126,421,183,370,259,259,126,175,175,305,259,676,159,259,305,133,305,175,370,107,370,370,370,370,370,107,370,16,370
57,375,189,394,332,3,425,531,156,411,187,187,26,280,208,208,208,187,281,40,280,170,245,208,387,274,280,280,245,699,329,445,6,187,256,274,400,179,400,187,400,400,400,400
58,247,247,302,280,217,353,353,82,40,255,377,385,382,353,82,356,87,45,382,469,382,382,337,337,337,337,337,337,337,337,337,337,337,337,337,337,353,337,337,353,353,353,337
59,177,345,317,603,492,711,727,769,656,247,385,570,194,323,159,386,570,570,345,345,44,345,400,175,175,400,495,188,247,308,14,586,184,187,278,187,247,187,189,189,274,586,187
60,427,174,166,613,736,675,686,696,471,19,769,567,567,40,40,524,567,567,362,362,362,362,95,362,95,95,778,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
61,758,132,106,306,463,95,655,127,86,35,30,35,88,88,88,42,308,367,245,35,88,264,42,341,248,554,88,255,263,88,263,195,388,95,263,309,309,274,95,309,255,95,42
62,692,573,35,91,573,573,95,478,594,95,203,95,429,496,95,496,203,203,203,550,550,567,550,203,203,203,248,95,548,134,548,548,95,95,548,572,548,548,95,550,95,95,95
63,480,164,335,195,133,143,621,148,66,735,735,20,70,82,333,109,214,355,14,335,335,335,335,335,335,88,214,269,269,269,88,88,88,88,60,88,379,88,88,88,214,88,88
64,166,166,166,147,225,255,79,308,269,79,100,362,79,79,79,79,79,229,79,79,404,303,257,303,334,362,53,339,364,148,174,174,174,174,131,131,100,174,174,174,100,231,231
65,19,179,179,303,174,79,303,260,174,366,174,303,784,225,79,404,404,514,170,514,174,174,541,24,174,309,174,79,174,174,79,174,174,174,174,174,174,174,174,174,174,174,174
66,459,238,147,142,53,140,351,356,647,647,364,647,420,647,364,420,647,364,647,420,647,647,647,364,53,420,194,729,194,612,194,729,194,194,194,22,22,22,194,194,194,194,74
67,471,793,234,250,370,366,129,366,69,78,352,219,381,377,377,377,377,377,136,241,192,241,129,241,196,129,117,222,129,82,117,222,196,196,241,403,403,403,222,168,333,196,403
68,137,734,493,619,100,388,71,335,141,320,403,345,622,285,270,270,363,317,297,317,297,363,168,317,317,317,234,317,376,676,317,317,296,296,317,181,181,181,181,181,181,317,181
69,177,551,414,570,287,308,142,32,123,87,123,476,132,196,87,87,333,141,82,181,335,87,181,5,141,123,87,141,181,141,82,175,175,87,175,175,175,175,82,87,175,175,175
70,540,325,183,321,508,229,267,175,141,259,380,156,133,259,183,141,141,141,181,181,181,259,181,45,141,259,181,45,181,259,181,181,181,181,107,107,222,107,181,181,222,181,107
71,159,468,106,652,784,695,323,388,754,44,274,388,296,293,44,403,403,44,386,400,240,400,146,400,44,400,400,400,400,403,336,376,403,403,403,403,403,403,403,403,403,403,37
72,209,171,335,448,55,383,383,265,21,301,65,190,383,10,10,60,10,360,71,337,337,274,274,71,383,71,60,60,383,274,290,290,60,290,148,290,148,245,148,29,148,290,290
73,660,21,673,448,155,69,238,77,747,313,211,77,348,134,31,808,808,31,31,771,31,313,313,211,211,771,771,771,771,771,771,771,771,771,771,771,771,771,48,771,771,771,771
74,710,252,252,16,25,618,340,10,186,271,250,10,224,348,25,326,326,25,25,25,326,224,326,326,326,64,77,77,357,142,8,17,326,357,357,389,77,326,357,77,326,77,77
75,372,380,587,506,225,347,79,381,5,297,264,102,206,260,260,358,269,260,280,260,269,326,269,156,179,49,49,260,106,34,260,281,129,49,49,372,400,106,285,129,129,312,312
76,42,42,723,399,389,7,53,147,148,65,155,282,64,155,282,282,155,11,807,11,11,253,11,276,154,154,247,388,193,193,151,215,54,64,11,193,388,723,151,401,119,401,287
77,406,757,174,387,365,33,332,332,84,118,335,652,354,3,217,402,388,3,388,652,348,379,118,167,506,167,197,197,197,735,118,379,379,379,379,32,379,379,118,118,379,118,114
78,74,149,65,525,141,116,199,331,331,271,363,271,374,204,3,3,26,331,204,331,204,331,204,204,331,331,38,331,311,58,204,311,298,298,176,298,69,69,26,58,50,69,69
79,630,420,420,420,443,320,744,648,551,38,38,136,692,57,216,38,141,343,343,343,343,53,357,53,223,281,137,240,240,281,3,3,223,113,65,117,244,656,117,261,261,117,117
80,472,472,506,506,371,506,506,506,506,506,506,506,506,506,506,506,506,506,506,167,506,337,124,652,681,77,406,506,506,506,506,506,506,506,506,343,77,352,124,124,124,124,124
81,193,346,335,366,366,742,367,147,366,213,346,174,91,91,362,91,91,91,362,91,185,185,309,100,30,362,362,100,185,42,185,346,100,346,601,346,346,346,346,346,601,362,362
82,78,98,62,775,9,165,360,404,391,391,391,28,184,98,24,98,98,111,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,28,98,98,98,98,98,98,98
83,132,770,206,695,640,7,807,287,387,387,71,237,387,387,387,387,387,387,387,387,387,387,98,98,98,387,387,98,98,387,98,98,98,98,98,98,98,98,98,98,98,98,83
84,150,605,328,513,33,25,808,740,243,243,20,20,70,70,20,323,293,263,263,70,263,217,388,388,263,41,20,263,676,388,676,388,159,159,159,333,333,676,18,18,367,393,13
85,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
86,206,301,133,126,327,41,169,74,132,40,41,399,87,87,41,41,168,4,41,241,41,356,255,381,335,255,87,356,248,248,293,393,393,393,393,393,393,393,709,393,393,99,393
87,75,159,159,0,572,593,184,572,276,107,107,380,403,403,336,376,376,403,380,403,44,376,403,403,403,376,403,376,376,376,376,376,376,403,168,403,376,403,376,376,376,376,376
88,181,206,66,133,320,540,722,194,671,377,196,377,126,126,126,191,126,126,396,174,396,396,179,703,400,116,396,400,703,400,676,676,676,567,66,676,66,376,703,703,676,676,376
89,113,557,470,498,240,155,25,55,108,209,783,246,118,85,25,77,244,32,292,402,62,25,77,25,77,25,25,25,249,25,209,122,68,681,402,399,77,17,359,359,513,359,399
90,321,72,259,612,293,747,243,317,345,278,280,99,99,161,293,290,168,168,168,99,393,403,393,393,99,403,99,403,393,99,99,99,99,133,403,403,183,168,403,44,168,133,168
91,338,162,607,316,573,303,278,168,133,107,133,183,296,183,183,183,133,133,183,133,133,183,183,183,183,183,183,183,99,183,183,183,183,133,183,133,393,133,183,676,296,133,376
92,56,56,285,366,273,317,407,293,587,338,317,376,259,259,259,690,126,259,259,403,293,403,338,338,107,259,219,219,259,338,338,338,219,219,219,219,219,219,219,107,219,126,219
93,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
94,491,715,0,683,49,557,664,569,539,177,698,569,770,95,770,696,539,770,736,722,572,770,572,770,722,572,477,797,477,493,364,615,416,691,321,477,715,321,751,477,601,782,139
95,687,472,206,687,321,773,528,552,86,86,243,243,75,75,75,297,149,364,309,86,86,86,86,86,86,203,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
96,667,572,342,35,196,264,429,569,569,569,667,667,594,594,594,569,19,19,19,19,19,19,19,19,19,19,19,19,19,416,19,139,19,569,620,19,572,569,594,657,19,123,569
97,85,83,517,203,223,308,319,651,581,115,377,783,783,211,214,115,115,273,211,115,115,115,115,115,769,115,115,115,273,273,273,273,572,273,273,273,231,273,273,231,139,231,231
98,121,793,477,273,72,317,597,794,773,773,36,273,36,496,620,36,213,203,36,390,139,36,667,806,667,620,19,19,19,572,620,620,19,594,86,86,667,806,806,434,19,524,434
99,776,636,636,499,790,170,170,806,700,100,776,705,705,478,410,698,679,109,722,679,109,722,679,647,109,722,722,429,409,481,409,170,170,170,647,503,318,503,480,503,182,679,480
100,750,750,340,250,276,594,546,786,712,712,712,808,471,754,695,633,653,706,413,597,600,756,696,422,800,180,406,140,173,173,422,422,173,408,173,406,714,597,569,572,714,569,569
101,285,794,400,295,230,230,794,66,548,794,548,794,803,749,230,683,434,395,191,395,395,270,259,259,275,794,794,270,270,456,794,196,194,794,794,794,794,794,376,794,794,794,794
102,89,345,435,493,41,274,370,73,356,356,316,274,108,228,308,87,228,285,161,196,356,45,284,264,285,284,284,284,284,569,569,284,196,36,36,36,36,310,36,36,310,36,247
103,636,636,733,766,720,811,730,768,611,179,245,29,264,372,372,29,29,49,388,388,388,255,71,377,388,88,322,371,36,71,388,373,373,388,388,274,0,392,0,0,392,0,250
104,523,523,523,705,174,197,121,195,381,238,155,303,692,168,306,312,534,195,238,142,370,253,210,142,111,68,236,807,184,68,433,716,769,711,252,769,716,716,716,711,142,195,195
105,287,401,424,71,55,138,234,271,204,175,233,325,175,278,209,1,209,209,209,209,354,209,354,354,354,354,354,69,354,354,234,354,354,69,69,284,69,266,209,209,69,209,69
106,759,591,643,802,595,310,289,315,274,274,285,17,17,317,317,317,317,176,317,197,197,288,376,197,288,197,209,354,209,354,234,33,284,359,299,284,359,299,354,176,176,284,176
107,292,445,712,708,107,32,334,186,176,176,176,129,64,64,64,64,64,176,176,284,10,17,107,284,299,401,266,266,299,204,331,158,17,74,17,64,176,17,158,374,1,1,354
108,110,183,183,223,630,449,449,126,217,126,126,380,289,320,380,278,403,175,506,34,293,320,175,337,293,380,345,72,107,220,376,345,299,354,317,107,345,380,317,317,317,221,317
109,407,4,551,4,745,248,369,369,369,369,752,285,676,376,66,317,376,66,66,66,66,37,369,66,66,66,66,37,376,66,66,66,66,66,355,66,66,66,66,66,234,67,126
110,366,366,674,533,788,696,747,710,391,602,479,110,596,110,679,786,570,570,570,361,570,570,679,361,262,313,206,32,570,65,313,204,262,206,204,284,398,401,401,401,317,253,253
111,221,305,597,734,734,795,229,84,476,476,355,376,730,706,388,730,75,113,314,240,86,113,314,417,314,240,188,314,314,274,555,41,171,395,395,286,395,554,351,171,89,147,286
112,401,114,206,795,449,168,14,391,32,102,797,130,713,114,130,323,130,713,275,323,41,323,323,323,41,102,323,323,41,323,306,351,323,323,323,323,323,318,768,323,323,323,91
113,363,21,21,667,314,282,282,0,354,53,384,391,159,272,159,135,106,34,272,34,534,534,534,357,692,130,272,29,272,287,237,130,6,190,166,96,166,351,190,206,274,220,111
114,455,455,573,279,329,366,780,221,381,256,7,93,387,20,125,93,131,20,404,80,738,35,738,35,35,42,285,119,339,93,366,93,93,149,131,149,147,53,131,147,147,147,147
115,72,193,231,206,440,121,193,6,105,264,590,105,604,75,195,195,195,75,604,692,75,75,96,195,334,195,78,208,96,231,309,309,96,96,96,96,96,96,231,231,306,231,306
116,229,224,5,24,200,64,662,231,383,383,54,368,458,413,764,413,784,764,93,93,347,413,213,34,347,347,334,334,334,334,334,334,334,309,309,111,132,309,309,309,131,309,144
117,62,62,425,268,8,284,498,215,370,721,721,309,521,491,448,448,42,791,42,42,7,472,42,472,42,185,7,42,491,491,392,42,392,491,392,392,744,42,392,744,491,392,273
118,761,761,791,551,623,555,167,516,167,348,506,38,33,209,183,33,165,33,221,740,33,209,33,176,33,370,33,33,33,20,365,740,284,377,336,336,336,336,336,401,336,336,197
119,23,238,196,196,196,353,196,196,232,313,14,353,60,353,290,290,290,290,560,290,290,560,353,560,560,560,560,388,560,351,290,560,560,290,290,290,290,290,290,290,290,142,290
120,167,167,305,296,767,351,138,738,316,316,316,316,316,114,738,690,385,114,114,114,738,314,288,8,288,690,274,690,274,14,14,4,690,8,8,288,393,8,8,8,323,690,690
121,26,621,688,148,348,712,43,695,695,215,31,31,215,11,34,79,405,309,43,309,237,206,65,309,111,309,237,384,384,689,364,689,384,111,111,384,43,111,43,43,43,43,43
122,287,808,805,613,562,140,712,134,115,115,335,784,784,14,68,34,34,119,34,34,34,34,339,329,306,34,329,253,119,162,323,323,323,86,86,86,34,86,188,34,86,86,86
123,287,31,277,224,620,735,313,516,7,39,35,234,292,35,35,253,35,35,253,253,35,234,205,40,47,205,729,692,77,341,341,47,47,238,341,341,77,341,382,47,341,47,341
124,808,692,389,157,599,85,124,554,229,673,229,166,268,355,355,613,20,111,111,323,347,14,179,157,70,179,347,385,188,6,297,6,105,20,20,20,339,53,295,339,53,339,22
125,404,368,752,123,20,141,84,286,328,308,185,187,40,367,58,150,367,49,347,224,224,778,778,95,506,40,185,95,40,341,341,740,95,778,341,341,185,341,42,42,341,341,341
126,728,728,758,348,19,595,581,709,157,257,257,257,366,12,207,182,671,671,671,366,333,390,366,333,182,182,390,366,115,115,263,257,366,366,366,366,182,366,182,366,366,366,366
127,757,536,427,736,603,346,75,49,35,263,295,190,255,3,192,26,220,192,6,49,49,322,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
128,669,333,186,6,260,187,505,214,190,249,224,692,292,35,400,6,400,6,400,188,263,88,263,190,175,88,88,88,240,190,88,88,171,88,31,88,88,88,88,88,88,88,88
129,484,64,171,672,246,14,98,358,104,171,68,740,193,215,193,98,549,193,193,193,193,193,215,193,215,193,197,193,197,166,166,83,166,740,166,171,108,108,171,171,171,108,108
130,137,28,193,9,141,138,234,77,153,221,185,298,92,377,77,209,354,331,55,77,32,32,52,52,217,217,32,298,331,298,298,217,92,298,92,92,92,92,52,92,92,92,92
131,249,27,62,804,155,276,158,98,104,111,282,220,64,250,64,32,220,220,371,340,104,64,210,387,193,29,340,340,340,215,210,210,64,267,7,199,247,247,210,389,404,247,210
132,560,339,472,748,570,66,71,394,159,305,285,734,276,299,336,299,336,356,276,299,356,276,356,276,276,276,276,403,356,269,269,276,403,403,403,403,397,403,285,355,403,403,403
133,182,760,182,222,784,423,453,496,330,330,330,102,270,44,606,236,102,379,376,330,183,183,330,44,330,183,330,183,183,44,330,476,330,183,361,317,44,330,183,44,361,361,330
134,805,805,523,548,203,797,72,545,690,597,562,376,345,545,376,690,345,449,492,545,447,447,447,535,447,447,400,447,400,345,447,229,345,345,345,447,345,447,345,345,447,447,211
135,652,108,189,189,121,134,114,114,314,377,74,61,21,21,172,92,84,314,469,469,314,314,314,394,114,114,622,734,734,114,38,114,734,114,734,114,114,114,38,734,38,38,734
136,760,597,708,290,219,133,417,476,65,137,335,13,126,310,293,370,347,347,347,286,297,370,355,278,317,316,317,278,317,363,278,316,278,317,278,183,337,183,278,278,13,96,337
137,501,718,468,84,162,413,469,635,530,735,735,314,450,314,16,314,16,314,45,314,314,314,314,114,314,84,45,45,314,314,314,314,314,314,605,314,314,605,314,314,314,314,314
138,423,12,457,174,233,282,311,10,55,210,282,74,296,516,469,130,276,325,325,276,282,282,282,282,337,282,137,282,158,282,124,379,124,269,124,282,282,282,135,282,282,63,124
139,138,685,417,257,339,417,417,524,0,147,289,154,154,74,236,331,130,331,331,154,154,154,215,401,353,176,122,348,57,57,396,311,57,57,145,69,50,204,57,50,50,204,296
140,158,281,717,519,214,262,383,1,129,506,506,506,692,145,1,1,145,325,252,252,145,26,325,26,64,240,269,64,244,1,374,64,506,401,332,210,210,282,210,210,210,210,210
141,264,110,766,147,369,139,121,313,392,80,147,97,314,780,428,203,102,318,149,314,303,75,102,102,314,318,196,97,97,314,102,314,314,102,102,102,102,102,102,102,102,102,102
142,148,148,602,727,129,131,131,729,729,238,330,293,293,320,131,22,129,22,379,367,295,20,368,31,295,111,320,214,260,297,170,310,310,280,310,140,102,22,102,102,310,140,102
143,243,322,578,720,346,190,149,257,14,283,382,489,395,375,214,318,377,22,149,318,395,489,290,783,351,22,22,351,22,22,22,22,22,179,22,701,148,22,195,22,22,22,22
144,181,335,399,111,101,346,178,15,318,318,182,257,41,41,41,45,202,145,342,342,202,572,433,429,572,342,53,23,399,139,23,207,216,216,182,202,216,182,202,115,216,216,386
145,510,329,64,621,390,385,385,651,444,381,79,162,462,346,263,346,362,243,362,86,274,86,86,86,86,86,86,86,364,362,366,362,225,342,257,342,257,301,362,342,342,329,362
146,370,370,42,597,42,53,307,66,327,484,174,691,691,691,216,691,216,691,691,594,273,691,342,691,273,691,429,273,572,572,429,95,273,248,429,412,273,429,273,134,273,660,273
147,193,193,662,634,808,17,129,646,28,166,7,77,77,284,165,165,165,340,132,197,245,245,245,360,360,28,28,145,6,6,6,220,371,6,0,88,237,360,0,88,400,88,88
148,34,401,312,245,173,50,314,322,553,284,6,292,106,106,470,7,28,340,187,28,28,6,106,28,28,106,28,28,28,6,237,28,404,88,404,404,88,88,404,105,28,88,88
149,84,121,360,342,323,197,101,340,274,223,213,147,374,64,340,216,32,216,216,237,79,26,79,216,383,79,79,64,79,28,28,7,28,106,28,28,7,663,663,192,272,28,237
150,253,244,527,466,423,507,498,464,422,413,368,368,368,808,488,468,468,468,488,488,549,549,684,502,416,600,668,184,593,593,593,779,368,440,368,807,807,527,807,96,184,96,651
151,11,192,103,801,448,688,376,313,404,132,389,805,274,618,250,108,108,805,108,108,506,166,238,108,166,661,325,689,166,351,186,707,166,707,7,404,389,187,707,187,187,187,187
152,295,295,219,523,313,52,26,32,32,32,104,132,25,313,131,237,71,171,132,237,405,237,71,235,387,171,166,71,466,71,71,71,184,379,340,250,340,379,778,121,31,184,31
