ids,epoch_0
353,259
354,195
355,724
356,125
357,392
358,620
359,208
360,179
361,405
362,430
363,488
364,477
365,595
366,497
367,393
368,638
369,140
370,428
371,326
372,480
373,792
374,122
375,137
376,252
377,387
378,713
379,136
380,395
381,185
382,197
383,529
384,543
385,658
386,390
387,493
388,577
389,564
390,93
391,600
392,332
393,73
394,63
395,447
396,272
397,674
398,140
399,435
400,375
401,771
402,228
403,794
404,216
405,45
406,461
407,461
408,506
409,551
410,827
411,467
412,58
413,665
414,583
415,703
416,254
417,759
418,590
419,126
420,344
421,197
422,869
423,9
424,151
425,765
426,591
427,425
428,255
429,19
430,645
431,610
432,821
433,621
434,145
435,300
436,771
437,380
438,137
439,741
440,134
441,729
442,187
443,124
444,321
445,386
446,292
447,456
448,806
449,444
450,667
451,666
452,729
453,97
454,494
455,795
456,304
457,292
458,162
459,326
460,326
461,392
462,507
463,154
464,297
465,554
466,657
467,482
468,694
469,114
470,458
471,543
472,746
473,385
474,867
475,71
476,70
477,667
478,552
479,165
480,73
481,75
482,198
483,702
484,385
485,195
486,691
487,698
488,372
489,404
490,665
491,192
492,562
493,585
494,526
495,239
496,139
497,827
498,243
499,436
500,861
501,159
502,837
503,17
504,468
505,729
506,348
507,287
508,240
509,604
510,724
511,279
512,459
513,583
514,86
515,578
516,0
517,731
518,695
519,673
520,352
521,605
522,4
523,718
524,667
525,174
526,753
527,118
528,305
529,363
530,363
531,146
532,463
533,484
534,752
535,403
536,624
537,584
538,214
539,842
540,404
541,267
542,664
543,282
544,200
545,251
546,651
547,306
548,350
549,221
550,638
551,680
552,28
553,873
554,203
555,107
556,193
557,592
558,832
559,429
560,496
561,601
562,221
563,465
564,356
565,214
566,322
567,47
568,352
569,733
570,349
571,299
572,256
573,354
574,529
575,353
576,735
577,430
578,599
579,536
580,866
581,337
582,723
583,105
584,819
585,172
586,622
587,163
588,754
589,714
590,612
591,344
592,112
593,27
594,186
595,824
596,395
597,337
598,791
599,326
600,406
601,585
602,709
603,267
604,476
605,279
606,205
607,63
608,245
609,290
610,484
611,625
612,683
613,27
614,292
615,507
616,724
617,463
618,149
619,536
620,35
621,484
622,549
623,24
624,27
625,611
626,52
627,33
628,33
629,801
630,251
631,250
632,746
633,16
634,363
635,264
636,156
637,600
638,374
639,800
640,117
641,709
642,526
643,776
644,548
645,225
646,398
647,3
648,322
649,368
650,77
651,743
652,368
653,165
654,724
655,26
656,774
657,188
658,216
659,289
660,495
661,259
662,259
663,575
664,317
665,302
666,43
667,390
668,58
669,310
670,74
671,375
672,721
673,465
674,642
675,272
676,298
677,531
678,177
679,296
680,485
681,557
682,251
683,376
684,226
685,375
686,619
687,404
688,656
689,442
690,744
691,727
692,760
693,824
694,306
695,264
696,59
697,652
698,451
699,469
700,734
701,406
702,480
703,380
704,747
705,109
706,552
707,516
708,237
709,729
710,720
711,763
712,740
713,533
714,138
715,370
716,570
717,435
718,269
719,348
720,703
721,165
722,75
723,68
724,681
725,781
726,343
727,272
728,380
729,603
730,15
731,694
732,570
733,257
734,132
735,27
736,27
737,325
738,313
739,175
740,722
741,157
742,406
743,850
744,526
745,463
746,305
747,596
748,628
749,21
750,861
751,360
752,383
753,70
754,221
755,551
756,402
757,103
758,349
759,501
760,121
761,360
762,538
763,271
764,654
765,291
766,140
767,543
768,635
769,321
770,396
771,19
772,706
773,553
774,236
775,341
776,34
777,98
778,56
779,175
780,120
781,395
782,365
783,515
784,454
785,862
786,794
787,300
788,234
789,828
790,163
791,514
792,421
793,738
794,578
795,680
796,101
797,178
798,759
799,706
800,341
801,74
802,222
803,106
804,546
805,583
806,137
807,275
808,129
809,172
810,395
811,49
812,648
813,689
814,133
815,673
816,840
817,278
818,97
819,54
820,598
821,645
822,211
823,79
824,679
825,551
826,330
827,344
828,439
829,256
830,92
831,64
832,837
833,714
834,270
835,392
836,636
837,461
838,535
839,39
840,405
841,875
842,543
843,139
844,207
845,54
846,341
847,203
848,180
849,328
850,441
851,553
852,498
853,776
854,645
855,278
856,435
857,873
858,417
859,651
860,572
861,806
862,225
863,387
864,260
865,690
866,629
867,70
868,714
869,667
870,404
871,12
872,234
873,65
874,73
875,382
876,536
877,380
878,849
879,503
880,606
881,539
882,541
883,295
884,818
885,563
886,651
887,186
888,128
889,283
890,63
891,49
892,692
893,809
894,273
895,344
896,252
897,530
898,497
899,451
900,827
901,462
902,496
903,793
904,805
905,2
906,88
907,47
908,22
909,752
910,17
911,667
912,651
913,573
914,112
915,673
916,506
917,308
918,63
919,579
920,709
921,240
922,770
923,702
924,496
925,379
926,798
927,585
928,178
929,259
930,79
931,275
932,91
933,4
934,403
935,221
936,469
937,196
938,702
939,719
940,803
941,171
942,302
943,791
944,175
945,525
946,557
947,670
948,457
949,133
950,254
951,128
952,340
953,528
954,720
955,183
956,736
957,27
958,27
959,27
960,298
961,593
962,274
963,557
964,344
965,315
966,210
967,597
968,512
969,113
970,208
971,723
972,405
973,854
974,193
975,458
976,411
977,334
978,840
979,110
980,138
981,225
982,126
983,108
984,105
985,105
986,259
987,41
988,170
989,75
990,736
991,151
992,185
993,225
994,806
995,691
996,638
997,391
998,270
999,487
1000,835
1001,487
1002,713
1003,826
1004,417
1005,808
1006,401
1007,289
1008,588
1009,772
1010,347
1011,439
1012,668
1013,531
1014,579
1015,344
1016,101
1017,129
1018,249
1019,259
1020,57
1021,718
1022,746
1023,746
1024,179
1025,646
1026,641
1027,340
1028,402
1029,590
1030,707
1031,84
1032,495
1033,212
1034,605
1035,283
1036,546
1037,190
1038,37
1039,544
1040,689
1041,206
1042,347
1043,577
1044,565
1045,36
1046,488
1047,815
1048,5
1049,533
1050,444
1051,770
1052,0
1053,384
1054,83
1055,309
1056,190
1057,462
1058,190
1059,379
1060,706
1061,379
1062,15
1063,26
1064,5
1065,157
1066,344
1067,430
1068,275
1069,265
1070,231
1071,15
1072,129
1073,338
1074,612
1075,489
1076,26
1077,738
1078,791
1079,17
1080,867
1081,3
1082,812
1083,6
1084,840
1085,794
1086,310
1087,616
1088,12
1089,452
1090,556
1091,130
1092,721
1093,557
1094,691
1095,170
1096,253
1097,395
1098,412
1099,227
1100,323
1101,4
1102,67
1103,55
1104,318
1105,430
1106,429
1107,128
1108,875
1109,310
1110,639
1111,363
1112,77
1113,36
1114,520
1115,827
1116,415
1117,128
1118,791
1119,382
1120,17
1121,436
1122,664
1123,279
1124,415
1125,481
1126,106
1127,79
1128,578
1129,720
1130,169
1131,496
1132,385
1133,368
1134,714
1135,638
1136,431
1137,452
1138,743
1139,205
1140,121
1141,166
1142,349
1143,85
1144,831
1145,639
1146,511
1147,672
1148,771
1149,381
1150,752
1151,529
1152,98
1153,611
1154,573
1155,525
1156,466
1157,849
1158,350
1159,73
1160,401
1161,842
1162,232
1163,58
1164,196
1165,62
1166,308
1167,599
1168,557
1169,128
1170,58
1171,365
1172,717
1173,474
1174,789
1175,840
1176,348
1177,17
1178,363
1179,514
1180,128
1181,21
1182,234
1183,354
1184,452
1185,136
1186,398
1187,179
1188,769
1189,453
1190,544
1191,87
1192,638
1193,124
1194,704
1195,551
1196,875
1197,152
1198,20
1199,796
1200,463
1201,43
1202,4
1203,370
1204,370
1205,624
1206,735
1207,210
1208,532
1209,702
1210,557
1211,569
1212,26
1213,586
1214,619
1215,309
1216,422
1217,148
1218,225
1219,788
1220,668
1221,179
1222,692
1223,137
1224,120
1225,415
1226,402
1227,747
1228,369
1229,642
1230,400
1231,447
1232,611
1233,43
1234,320
1235,517
1236,26
1237,130
1238,68
1239,383
1240,37
1241,688
1242,587
1243,776
1244,220
1245,105
1246,286
1247,70
1248,436
1249,107
1250,613
1251,848
1252,73
1253,63
1254,102
1255,804
1256,587
1257,75
1258,672
1259,67
1260,546
1261,256
1262,124
1263,139
1264,139
1265,655
1266,279
1267,385
1268,344
1269,26
1270,169
1271,297
1272,18
1273,608
1274,725
1275,450
1276,257
1277,83
1278,741
1279,347
1280,820
1281,845
1282,514
1283,164
1284,12
1285,99
1286,493
1287,82
1288,720
1289,677
1290,90
1291,864
1292,237
1293,595
1294,690
1295,215
1296,41
1297,34
1298,256
1299,283
1300,687
1301,506
1302,268
1303,10
1304,852
1305,805
1306,588
1307,686
1308,664
1309,67
1310,729
1311,63
1312,437
1313,18
1314,479
1315,330
1316,474
1317,765
1318,209
1319,49
1320,798
1321,205
1322,536
1323,104
1324,335
1325,229
1326,861
1327,717
1328,864
1329,239
1330,489
1331,439
1332,516
1333,548
1334,211
1335,421
1336,332
1337,669
1338,525
1339,290
1340,148
1341,303
1342,366
1343,548
1344,608
1345,318
1346,43
1347,548
1348,460
1349,840
1350,546
1351,167
1352,750
1353,408
1354,662
1355,535
1356,626
1357,697
1358,359
1359,677
1360,470
1361,789
1362,368
1363,524
1364,283
1365,45
1366,181
1367,83
1368,412
1369,543
1370,635
1371,193
1372,760
1373,589
1374,41
1375,249
1376,509
1377,359
1378,249
1379,247
1380,97
1381,416
1382,171
1383,361
1384,293
1385,288
1386,274
1387,475
1388,767
1389,835
1390,21
1391,278
1392,716
1393,156
1394,180
1395,354
1396,577
1397,528
1398,716
1399,651
1400,30
1401,849
1402,731
1403,859
1404,267
1405,622
1406,425
1407,585
1408,267
1409,204
1410,616
1411,810
1412,441
1413,203
1414,8
1415,463
1416,619
1417,357
1418,491
1419,869
1420,361
1421,533
1422,741
1423,254
1424,220
1425,326
1426,71
1427,475
1428,351
1429,655
1430,798
1431,712
1432,366
1433,259
1434,645
1435,345
1436,540
1437,202
1438,383
1439,8
1440,412
1441,320
1442,805
1443,424
1444,190
1445,423
1446,336
1447,706
1448,178
1449,227
1450,695
1451,137
1452,632
1453,774
1454,606
1455,32
1456,476
1457,40
1458,756
1459,91
1460,798
1461,564
1462,272
1463,68
1464,849
1465,840
1466,650
1467,63
1468,320
1469,536
1470,154
1471,331
1472,813
1473,211
1474,251
1475,370
1476,468
1477,389
1478,667
1479,360
1480,16
1481,294
1482,551
1483,706
1484,293
1485,235
1486,119
1487,794
1488,805
1489,351
1490,15
1491,395
1492,871
1493,158
1494,815
1495,351
1496,54
1497,543
1498,171
1499,83
1500,537
1501,35
1502,576
1503,58
1504,228
1505,4
1506,592
1507,387
1508,91
1509,287
1510,273
1511,874
1512,21
1513,856
1514,405
1515,283
1516,730
1517,197
1518,546
1519,793
1520,240
1521,641
1522,31
1523,70
1524,470
1525,279
1526,180
1527,190
1528,324
1529,705
1530,237
1531,241
1532,26
1533,282
1534,286
1535,393
1536,859
1537,624
1538,529
1539,102
1540,154
1541,8
1542,686
1543,774
1544,161
1545,26
1546,780
1547,3
1548,6
1549,443
1550,813
1551,170
1552,139
1553,99
1554,348
1555,243
1556,544
1557,412
1558,259
1559,389
1560,684
1561,868
1562,335
1563,874
1564,604
1565,404
1566,368
1567,271
1568,842
1569,579
1570,128
1571,667
1572,692
1573,445
1574,816
1575,260
1576,855
1577,575
1578,272
1579,395
1580,811
1581,706
1582,425
1583,35
1584,429
1585,657
1586,450
1587,326
1588,267
1589,169
1590,223
1591,36
1592,822
1593,803
1594,563
1595,368
1596,380
1597,34
1598,58
1599,624
1600,237
1601,325
1602,620
1603,792
1604,437
1605,722
1606,596
1607,255
1608,347
1609,788
1610,363
1611,599
1612,760
1613,300
1614,595
1615,754
1616,709
1617,576
1618,620
1619,457
1620,779
1621,238
1622,562
1623,548
1624,188
1625,119
1626,445
1627,812
1628,98
1629,41
1630,593
1631,770
1632,588
1633,190
1634,206
1635,31
1636,121
1637,805
1638,121
1639,228
1640,150
1641,350
1642,145
1643,231
1644,246
1645,547
1646,735
1647,703
1648,698
1649,682
1650,443
1651,412
1652,644
1653,809
1654,167
1655,353
1656,211
1657,195
1658,254
1659,789
1660,298
1661,590
1662,863
1663,21
1664,208
1665,82
1666,770
1667,521
1668,32
1669,237
1670,556
1671,608
1672,482
1673,315
1674,269
1675,306
1676,815
1677,232
1678,128
1679,24
1680,83
1681,589
1682,873
1683,314
1684,302
1685,768
1686,119
1687,430
1688,313
1689,31
1690,411
1691,554
1692,847
1693,343
1694,317
1695,241
1696,810
1697,107
1698,489
1699,339
1700,446
1701,421
1702,491
1703,706
1704,133
1705,162
1706,678
1707,508
1708,68
1709,57
1710,295
1711,421
1712,856
1713,156
1714,134
1715,638
1716,567
1717,36
1718,4
1719,804
1720,47
1721,353
1722,341
1723,624
1724,774
1725,379
1726,716
1727,275
1728,281
1729,536
1730,430
1731,491
1732,1
1733,37
1734,316
1735,382
1736,698
1737,577
1738,659
1739,844
1740,218
1741,512
1742,689
1743,440
1744,405
1745,693
1746,447
1747,364
1748,43
1749,575
1750,362
1751,557
1752,421
1753,793
1754,760
1755,542
1756,193
1757,416
1758,393
1759,158
1760,155
1761,206
1762,112
1763,138
1764,408
1765,815
1766,813
1767,652
1768,489
1769,389
1770,436
1771,413
1772,767
1773,603
1774,802
1775,653
1776,347
1777,91
1778,80
1779,818
1780,17
1781,778
1782,531
1783,245
1784,125
1785,88
1786,444
1787,408
1788,565
1789,825
1790,761
1791,54
1792,642
1793,797
1794,223
1795,275
1796,384
1797,496
1798,156
1799,188
1800,815
1801,133
1802,490
1803,875
1804,67
1805,536
1806,523
1807,543
1808,864
1809,186
1810,467
1811,259
1812,309
1813,771
1814,508
1815,170
1816,777
1817,300
1818,247
1819,774
1820,358
1821,706
1822,129
1823,402
1824,375
1825,172
1826,695
1827,360
1828,766
1829,596
1830,371
1831,56
1832,593
1833,36
1834,741
1835,92
1836,344
1837,456
1838,594
1839,421
1840,275
1841,325
1842,690
1843,406
1844,228
1845,306
1846,212
1847,116
1848,137
1849,587
1850,467
1851,152
1852,91
1853,125
1854,305
1855,429
1856,446
1857,756
1858,779
1859,308
1860,12
1861,229
1862,619
1863,841
1864,76
1865,22
1866,64
1867,578
1868,733
1869,493
1870,806
1871,378
1872,143
1873,858
1874,778
1875,586
1876,600
1877,495
1878,669
1879,699
1880,272
1881,385
1882,447
1883,179
1884,0
1885,351
1886,498
1887,73
1888,118
1889,128
1890,282
1891,783
1892,866
1893,212
1894,198
1895,165
1896,265
1897,203
1898,140
1899,306
1900,3
1901,623
1902,280
1903,117
1904,767
1905,589
1906,303
1907,390
1908,179
1909,779
1910,307
1911,698
1912,16
1913,668
1914,591
1915,484
1916,794
1917,130
1918,357
1919,674
1920,735
1921,627
1922,151
1923,152
1924,628
1925,582
1926,698
1927,856
1928,278
1929,179
1930,519
1931,380
1932,659
1933,800
1934,586
1935,373
1936,138
1937,374
1938,124
1939,402
1940,272
1941,259
1942,803
1943,32
1944,812
1945,403
1946,501
1947,131
1948,465
1949,99
1950,524
1951,628
1952,298
1953,491
1954,300
1955,198
1956,222
1957,64
1958,101
1959,197
1960,637
1961,422
1962,774
1963,313
1964,273
1965,781
1966,295
1967,337
1968,217
1969,596
1970,138
1971,9
1972,288
1973,734
1974,278
1975,220
1976,287
1977,643
1978,508
1979,553
1980,462
1981,72
1982,338
1983,517
1984,122
1985,32
1986,389
1987,524
1988,255
1989,66
1990,255
1991,377
1992,412
1993,35
1994,368
1995,328
1996,418
1997,584
1998,681
1999,423
2000,423
2001,377
2002,833
2003,404
2004,651
2005,197
2006,279
2007,875
2008,247
2009,553
2010,676
2011,584
2012,20
2013,32
2014,392
2015,204
2016,113
2017,485
2018,875
2019,215
2020,701
2021,154
2022,275
2023,602
2024,673
2025,663
2026,291
2027,187
2028,306
2029,300
2030,13
2031,407
2032,137
2033,824
2034,163
2035,837
2036,622
2037,505
2038,483
2039,389
2040,466
2041,6
2042,261
2043,835
2044,859
2045,869
2046,531
2047,595
2048,856
2049,603
2050,566
2051,702
2052,669
2053,736
2054,511
2055,866
2056,149
2057,209
2058,677
2059,279
2060,181
2061,279
2062,398
2063,117
2064,342
2065,503
2066,228
2067,747
2068,460
2069,39
2070,158
2071,6
2072,608
2073,463
2074,245
2075,83
2076,638
2077,628
2078,833
2079,241
2080,687
2081,368
2082,804
2083,211
2084,660
2085,538
2086,816
2087,746
2088,617
2089,207
2090,39
2091,288
2092,454
2093,233
2094,24
2095,362
2096,505
2097,610
2098,416
2099,95
2100,601
2101,169
2102,506
2103,862
2104,107
2105,406
2106,535
2107,392
2108,548
2109,274
2110,459
2111,643
2112,689
2113,451
2114,507
2115,190
2116,761
2117,490
2118,116
2119,862
2120,85
2121,143
2122,26
2123,113
2124,553
2125,228
2126,425
2127,292
2128,197
2129,594
2130,167
2131,316
2132,517
2133,706
2134,212
2135,127
2136,181
2137,158
2138,9
2139,375
2140,477
2141,493
2142,32
2143,18
2144,116
2145,411
2146,425
2147,287
2148,45
2149,673
2150,102
2151,206
2152,321
2153,148
2154,529
2155,73
2156,22
2157,601
2158,484
2159,754
2160,774
2161,208
2162,421
2163,415
2164,670
2165,382
2166,154
2167,548
2168,474
2169,605
2170,150
2171,833
2172,275
2173,110
2174,541
2175,706
2176,706
2177,198
2178,840
2179,449
2180,368
2181,133
2182,633
2183,289
2184,402
2185,584
2186,156
2187,246
2188,352
2189,789
2190,233
2191,496
2192,317
2193,318
2194,488
2195,181
2196,377
2197,736
2198,833
2199,387
2200,555
2201,305
2202,163
2203,393
2204,390
2205,306
2206,751
2207,290
2208,844
2209,385
2210,624
2211,105
2212,12
2213,706
2214,344
2215,37
2216,732
2217,265
2218,398
2219,295
2220,251
2221,482
2222,402
2223,533
2224,737
2225,320
2226,599
2227,618
2228,665
2229,488
2230,10
2231,547
2232,76
2233,674
2234,286
2235,627
2236,598
2237,331
2238,619
2239,47
2240,320
2241,875
2242,146
2243,458
2244,200
2245,506
2246,332
2247,293
2248,247
2249,622
2250,699
2251,659
2252,729
2253,739
2254,745
2255,360
2256,228
2257,471
2258,689
2259,754
2260,392
2261,873
2262,178
2263,436
2264,712
2265,428
2266,159
2267,547
2268,163
2269,350
2270,795
2271,396
2272,417
2273,770
2274,210
2275,443
2276,565
2277,527
2278,707
2279,646
2280,674
2281,407
2282,41
2283,378
2284,494
2285,625
2286,48
2287,463
2288,801
2289,792
2290,82
2291,817
2292,591
2293,500
2294,412
2295,273
2296,240
2297,349
2298,540
2299,777
2300,422
2301,512
2302,251
2303,575
2304,745
2305,64
2306,802
2307,521
2308,447
2309,232
2310,318
2311,806
2312,186
2313,713
2314,503
2315,458
2316,227
2317,356
2318,533
2319,799
2320,506
2321,531
2322,734
2323,761
2324,660
2325,495
2326,449
2327,504
2328,344
2329,68
2330,392
2331,119
2332,588
2333,749
2334,660
2335,594
2336,722
2337,524
2338,571
2339,871
2340,679
2341,169
2342,228
2343,261
2344,199
2345,773
2346,617
2347,66
2348,814
2349,735
2350,620
2351,829
2352,113
2353,358
2354,97
2355,739
2356,692
2357,193
2358,6
2359,636
2360,870
2361,518
2362,827
2363,624
2364,91
2365,196
2366,865
2367,167
2368,264
2369,646
2370,32
2371,165
2372,289
2373,111
2374,649
2375,457
2376,36
2377,760
2378,287
2379,808
2380,48
2381,102
2382,261
2383,418
2384,533
2385,692
2386,323
2387,503
2388,50
2389,35
2390,191
2391,774
2392,417
2393,437
2394,407
2395,137
2396,182
2397,562
2398,369
2399,256
2400,575
2401,124
2402,760
2403,496
2404,218
2405,463
2406,334
2407,119
2408,119
2409,191
2410,453
2411,850
2412,381
2413,121
2414,599
2415,504
2416,471
2417,85
2418,448
2419,722
2420,670
2421,165
2422,868
2423,139
2424,485
2425,605
2426,770
2427,556
2428,655
2429,371
2430,799
2431,63
2432,8
2433,63
2434,456
2435,333
2436,40
2437,341
2438,272
2439,151
2440,551
2441,156
2442,712
2443,332
2444,138
2445,390
2446,197
2447,29
2448,191
2449,609
2450,350
2451,730
2452,35
2453,525
2454,514
2455,873
2456,423
2457,225
2458,323
2459,54
2460,59
2461,740
2462,378
2463,24
2464,332
2465,105
2466,663
2467,280
2468,3
2469,165
2470,840
2471,536
2472,62
2473,781
2474,737
2475,716
2476,254
2477,727
2478,215
2479,113
2480,517
2481,754
2482,695
2483,249
2484,840
2485,873
2486,568
2487,734
2488,600
2489,483
2490,804
2491,655
2492,650
2493,16
2494,151
2495,805
2496,26
2497,768
2498,91
2499,516
2500,724
2501,69
2502,484
2503,46
2504,198
2505,497
2506,533
2507,190
2508,149
2509,713
2510,501
2511,509
2512,364
2513,64
2514,806
2515,548
2516,496
2517,584
2518,140
2519,382
2520,205
2521,262
2522,404
2523,176
2524,523
2525,253
2526,278
2527,573
2528,348
2529,781
2530,753
2531,637
2532,375
2533,124
2534,296
2535,679
2536,244
2537,132
2538,361
2539,774
2540,165
2541,813
2542,380
2543,541
2544,203
2545,566
2546,815
2547,295
2548,79
2549,495
2550,474
2551,657
2552,642
2553,85
2554,145
2555,208
2556,456
2557,2
2558,870
2559,706
2560,244
2561,817
2562,467
2563,780
2564,429
2565,90
2566,556
2567,592
2568,290
2569,747
2570,573
2571,187
2572,833
2573,143
2574,759
2575,863
2576,78
2577,173
2578,46
2579,197
2580,67
2581,825
2582,776
2583,665
2584,557
2585,207
2586,12
2587,832
2588,422
2589,617
2590,856
2591,791
2592,822
2593,298
2594,866
2595,609
2596,842
2597,769
2598,253
2599,408
2600,178
2601,840
2602,74
2603,99
2604,194
2605,383
2606,359
2607,128
2608,611
2609,106
2610,275
2611,187
2612,338
2613,574
2614,110
2615,60
2616,137
2617,262
2618,296
2619,150
2620,82
2621,572
2622,310
2623,88
2624,525
2625,151
2626,452
2627,802
2628,438
2629,413
2630,311
2631,468
2632,328
2633,856
2634,747
2635,380
2636,624
2637,698
2638,5
2639,571
2640,869
2641,222
2642,58
2643,237
2644,524
2645,117
2646,541
2647,272
2648,337
2649,788
2650,394
2651,778
2652,369
2653,63
2654,356
2655,389
2656,40
2657,539
2658,436
2659,41
2660,368
2661,92
2662,129
2663,723
2664,325
2665,402
2666,232
2667,319
2668,678
2669,126
2670,126
2671,563
2672,542
2673,427
2674,616
2675,574
2676,533
2677,445
2678,65
2679,422
2680,319
2681,364
2682,764
2683,575
2684,633
2685,261
2686,476
2687,651
2688,338
2689,716
2690,58
2691,391
2692,671
2693,584
2694,621
2695,279
2696,712
2697,426
2698,268
2699,191
2700,847
2701,785
2702,287
2703,555
2704,455
2705,256
2706,279
2707,135
2708,81
2709,518
2710,310
2711,93
2712,35
2713,110
2714,321
2715,695
2716,749
2717,387
2718,548
2719,658
2720,458
2721,264
2722,532
2723,237
2724,27
2725,446
2726,187
2727,838
2728,423
2729,523
2730,664
2731,566
2732,416
2733,544
2734,869
2735,755
2736,77
2737,575
2738,337
2739,234
2740,278
2741,83
2742,133
2743,173
2744,247
2745,34
2746,520
2747,278
2748,815
2749,147
2750,525
2751,621
2752,644
2753,18
2754,85
2755,194
2756,338
2757,640
2758,761
2759,423
2760,404
2761,753
2762,539
2763,864
2764,226
2765,181
2766,261
2767,326
2768,135
2769,203
2770,138
2771,303
2772,80
2773,95
2774,661
2775,861
2776,325
2777,73
2778,541
2779,822
2780,83
2781,344
2782,425
2783,305
2784,62
2785,701
2786,564
2787,259
2788,17
2789,332
2790,673
2791,727
2792,279
2793,458
2794,313
2795,297
2796,608
2797,63
2798,247
2799,841
2800,476
2801,318
2802,645
2803,367
2804,571
2805,156
2806,781
2807,311
2808,380
2809,393
2810,437
2811,620
2812,425
2813,686
2814,512
2815,798
2816,875
2817,172
2818,686
2819,211
2820,692
2821,543
2822,408
2823,273
2824,733
2825,383
2826,335
2827,334
2828,289
2829,209
2830,424
2831,588
2832,252
2833,571
2834,603
2835,279
2836,423
2837,34
2838,70
2839,338
2840,105
2841,453
2842,534
2843,439
2844,85
2845,579
2846,167
2847,576
2848,718
2849,119
2850,161
2851,590
2852,95
2853,497
2854,358
2855,271
2856,787
2857,342
2858,553
2859,825
2860,734
2861,614
2862,391
2863,371
2864,47
2865,209
2866,354
2867,712
2868,235
2869,186
2870,703
2871,19
2872,777
2873,58
2874,404
2875,608
2876,258
2877,301
2878,323
2879,111
2880,672
2881,148
2882,2
2883,380
2884,87
2885,338
2886,387
2887,736
2888,187
2889,334
2890,611
2891,83
2892,252
2893,374
2894,173
2895,215
2896,671
2897,387
2898,173
2899,413
2900,143
2901,79
2902,811
2903,828
2904,65
2905,10
2906,103
2907,640
2908,474
2909,85
2910,436
2911,121
2912,275
2913,639
2914,68
2915,624
2916,395
2917,274
2918,198
2919,844
2920,296
2921,294
2922,122
2923,629
2924,195
2925,448
2926,617
2927,783
2928,292
2929,561
2930,259
2931,76
2932,36
2933,196
2934,584
2935,42
2936,509
2937,460
2938,165
2939,88
2940,798
2941,842
2942,468
2943,289
2944,468
2945,10
2946,165
2947,35
2948,811
2949,295
2950,161
2951,106
2952,542
2953,531
2954,410
2955,603
2956,855
2957,767
2958,41
2959,816
2960,106
2961,129
2962,589
2963,437
2964,581
2965,343
2966,264
2967,826
2968,275
2969,470
2970,280
2971,583
2972,277
2973,231
2974,406
2975,389
2976,630
2977,522
2978,116
2979,716
2980,458
2981,833
2982,190
2983,820
2984,437
2985,716
2986,109
2987,296
2988,370
2989,442
2990,430
2991,489
2992,70
2993,367
2994,541
2995,488
